Department,Entity,Date,Expense Type,Expense Area,Supplier,Post Code,Transaction Number,Payment Description,Total
Ministry of Defence,Ministry of Defence,10/01/2013,Estate management,Defence Infrastructure Organisation ,INTERSERVE (DEFENCE) LTD,BS32 4NH,5000089764,Works services - excluding United States forces/NATO + married quarters,46001.01
Ministry of Defence,Ministry of Defence,30/01/2013,Medical treatment & stores and welfare services,Joint Forces Command,OXFORD UNIVERSITY HOSPITALS NHS TRUST,OX3 7LD,174197,Medical health services,45979
Ministry of Defence,Ministry of Defence,04/01/2013,Payment of utilities,Land Forces,WATSON PETROLEUM LTD,SN15 5DN,148858,Utilities consumed - heating oil,45933.51
Ministry of Defence,Ministry of Defence,08/01/2013,Spend on Inventory - General,Defence Equipment & Support,KIDDE GRAVINER LIMITED,SL3 0HB,149730,Spend on Inventory - General,45906.67
Ministry of Defence,Ministry of Defence,15/01/2013,"Transportation of personnel, freight and travel expenses",Defence Equipment & Support,DHL GLOBAL FORWARDING (UK)  LIMITED,TW18 4BP,153216,Freight movement costs,45754.97
Ministry of Defence,Ministry of Defence,22/01/2013,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,TURNER FACILITIES MANAGEMENT LTD,G51 3EQ,156864,Fiscal asset under construction - capital in year addition,45658.99
Ministry of Defence,Ministry of Defence,21/01/2013,Food and clothing,Defence Equipment & Support,SODEXO LTD,M50 0AL,156213,Cost of food purchases,45554.98
Ministry of Defence,Defence Science and Technology Laboratory,25/01/2013,Energy & Utility,Infrastructure,EDF ENERGY CUSTOMERS PLC,,V - 0000002412 - 00153528,,45515.71
Ministry of Defence,Ministry of Defence,09/01/2013,Estate management,Land Forces,COMPASS SERVICES (U.K.) LIMITED,B45 9PZ,150104,Estate + facilities management services - accommodation inventory + service,45512.43
Ministry of Defence,Ministry of Defence,18/01/2013,Estate management,Defence Infrastructure Organisation ,BABCOCK SUPPORT SERVICES LIMITED,BA1 5AB,155088,Works - estate management,45423.98
Ministry of Defence,Ministry of Defence,16/01/2013,Spend on Inventory - General,Defence Equipment & Support,BABCOCK INTERNATIONAL GROUP PLC,KY11 2YD,153699,Spend on Inventory - General,45393.06
Ministry of Defence,Ministry of Defence,25/01/2013,Purchase of inventory and services ,Air Command,BOC LIMITED,M28 2UT,158133,Consumption of engineering and technical inventory,45382.7
Ministry of Defence,Ministry of Defence,07/01/2013,Spend on Inventory - General,Defence Equipment & Support,KILLGERM CHEMICALS LTD,WF5 9AR,149201,Spend on Inventory - General,45368.64
Ministry of Defence,Ministry of Defence,08/01/2013,Design services and minor equipment purchases,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,149491,Equipment support project costs,45323.69
Ministry of Defence,Ministry of Defence,24/01/2013,Research and development,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,157506,Research and development incurred on projects with defence science and technology laboratory,45304.25
Ministry of Defence,Defence Support Group,17/01/2013,Works - Fees,Business Stream 1,BABCOCK SUPPORT SERVICES LTD,,10188701,Works - Fees,45261.74
Ministry of Defence,Ministry of Defence,11/01/2013,Fuel for military use,Defence Equipment & Support,GB OILS LIMITED,WA3 6XG,173849,Cost of ground diesel fuel consumed,45210.06
Ministry of Defence,Ministry of Defence,09/01/2013,Payment of utilities,Defence Infrastructure Organisation ,BRITISH GAS TRADING LIMITED,OX4 2JY,150067,Utilities consumed - electricity,45162.03
Ministry of Defence,Ministry of Defence,17/01/2013,International contributions,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Defence military assistance fund international subscriptions and other payments,45136.61
Ministry of Defence,Ministry of Defence,16/01/2013,Spend on Inventory - General,Land Forces,FORBO FLOORING UK LIMITED,DE5 3NT,153895,Spend on Inventory - General,45136.57
Ministry of Defence,Ministry of Defence,18/01/2013,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,CV2 2TX,155025,Consumption of medical dental and veterinary inventory,45079.26
Ministry of Defence,Defence Science and Technology Laboratory,11/01/2013,Sub Contracted Research,Programme Office,2IC LIMITED,,V - 9000148543 - 00151494,,45000
Ministry of Defence,Defence Science and Technology Laboratory,23/01/2013,Sub Contracted Work,Operations,CRANFIELD UNIVERSITY,,V - 9000148788 - 00152368,,45000
Ministry of Defence,Defence Science and Technology Laboratory,25/01/2013,Sub Contracted Work,Operations,QINETIQ LIMITED,,V - 9000148895 - 00153042,,45000
Ministry of Defence,Defence Science and Technology Laboratory,25/01/2013,Sub Contracted Research,Programme Office,MORGANITE ELECTRICAL CARBON LIMITED,,V - 9000148900 - 00150464,,45000
Ministry of Defence,Ministry of Defence,17/01/2013,"Transportation of personnel, freight and travel expenses",Head Office & Corporate Services,HOGG ROBINSON (TRAVEL) LIMITED,GU14 7NJ,154696,Movement of service personnel,44946.2
Ministry of Defence,Ministry of Defence,25/01/2013,Payment of utilities,Defence Infrastructure Organisation ,STADTWERKE BIELEFELD GMBH,,5000090843,Utilities consumed - heating oil,44890.7
Ministry of Defence,Ministry of Defence,09/01/2013,Spend on Inventory - General,Defence Equipment & Support,BAE SYSTEMS GLOBAL COMBAT SYSTEMS LIMITED,NP15 1XL,150034,Spend on Inventory - General,44888.62
Ministry of Defence,Ministry of Defence,09/01/2013,Medical treatment & stores and welfare services,Land Forces,THE RIVERSIDE GROUP LIMITED,DL9 3AU,150520,Welfare services including sports equipment and ministers of religion.,44849
Ministry of Defence,Ministry of Defence,29/01/2013,Spend on Inventory - General,Defence Equipment & Support,JACON LIMITED,SP8 4LT,159735,Spend on Inventory - General,44822.4
Ministry of Defence,Ministry of Defence,16/01/2013,Design services and minor equipment purchases,Defence Equipment & Support,MARINE & INDUSTRIAL TRANSMISSIONS LTD,ME11 5EE,154026,Equipment support non-project costs,44773.32
Ministry of Defence,Ministry of Defence,02/01/2013,Purchase of inventory and services ,Defence Equipment & Support,CORPORATE DOCUMENT SERVICES  LIMITED,BT1 5LR,37601,Cost of other material consumed,44764.96
Ministry of Defence,Defence Science and Technology Laboratory,25/01/2013,Sub Contracted Work,Operations,QINETIQ LIMITED,,V - 9000148895 - 00148353,,44722
Ministry of Defence,Ministry of Defence,18/01/2013,"Transportation of personnel, freight and travel expenses",Defence Equipment & Support,BRITISH AIRWAYS PLC,UB7 0GB,155115,Freight movement costs,44450.85
Ministry of Defence,Ministry of Defence,18/01/2013,Design services and minor equipment purchases,Defence Equipment & Support,JAMES FISHER MARINE   SERVICES LIMITED,LA14 1HR,155381,Equipment support non-project costs,44382.28
Ministry of Defence,Defence Science and Technology Laboratory,11/01/2013,Sub Contracted Research,Programme Office,QINETIQ LIMITED,,V - 9000148531 - 00151570,,44338
Ministry of Defence,Ministry of Defence,08/01/2013,Estate management,Navy Command,CORPS OF COMMISSIONAIRES  MANAGEMENT LIMITED,RH10 9WE,149483,Estate + facilities management services - accommodation inventory + service,44322.63
Ministry of Defence,Ministry of Defence,23/01/2013,Fees for professional services,Land Forces,WAVES TRAINING SOLUTIONS LIMITED,SP3 4TB,157349,Fees for professional services excluding legal fees,44250
Ministry of Defence,Ministry of Defence,31/01/2013,Design services and minor equipment purchases,Defence Equipment & Support,JAMES FISHER MARINE   SERVICES LIMITED,LA14 1HR,160986,Equipment support non-project costs,44151.89
Ministry of Defence,Ministry of Defence,16/01/2013,Spend on Inventory - General,Defence Equipment & Support,FUCHS LUBRICANTS (UK) PLC,ST1 5HU,153904,Spend on Inventory - General,44073.37
Ministry of Defence,Defence Science and Technology Laboratory,18/01/2013,Sub Contracted Work,Operations,LOCKHEED MARTIN UK AMPTHILL LIMITED,,V - 9000148630 - 00150572,,44000
Ministry of Defence,Ministry of Defence,24/01/2013,IT and communication services,Navy Command,E3 MEDIA LIMITED,BS4 3EH,157636,Line + telephone rental including commercial charge for use of radio frequencies,43998.94
Ministry of Defence,Ministry of Defence,28/01/2013,Externally delivered education and training,Land Forces,WBL SERVICES LIMITED,OX2 9HA,159444,External military training ,43935.93
Ministry of Defence,Ministry of Defence,28/01/2013,Spend on Inventory - General,Defence Equipment & Support,ITURRI SA,OX16 3TA,3000008721,Spend on Inventory - General,43680
Ministry of Defence,Defence Support Group,09/01/2013,Telephone - Lines & Rental,Corporate,BRITISH TELECOMMUNICATIONS PLC,,10188444,Telephone - Lines & Rental,43617.4
Ministry of Defence,Ministry of Defence,29/01/2013,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,RAMBOLL UK LIMITED,W1T 3DA,159903,Fiscal asset under construction - capital in year addition,43518.58
Ministry of Defence,Ministry of Defence,25/01/2013,"Transportation of personnel, freight and travel expenses",Air Command,DHL GLOBAL FORWARDING (UK)  LIMITED,TW18 4BP,158222,Freight movement costs,43391.22
Ministry of Defence,Ministry of Defence,18/01/2013,"Transportation of personnel, freight and travel expenses",Defence Equipment & Support,BRIDGEHEAD CONTAINER SERVICES LTD,L3 1DS,155109,Freight movement costs,43195.5
Ministry of Defence,Ministry of Defence,15/01/2013,Development costs for military equipment,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,153210,Intangible single use military equipment asset  - in year capital addition,43181.28
Ministry of Defence,Ministry of Defence,31/01/2013,Externally delivered education and training,Land Forces,PEMBROKESHIRE CRUISING LTD,SA73 1PY,161173,External military training ,43170.83
Ministry of Defence,Defence Science and Technology Laboratory,18/01/2013,Sub Contracted Research,Programme Office,ATLAS ELEKTRONIK UK LIMITED,,V - 9000148724 - 00150335,,43057.76
Ministry of Defence,Ministry of Defence,08/01/2013,Design services and minor equipment purchases,Defence Equipment & Support,QINETIQ LIMITED,PO12 2AG,149840,Equipment support project costs,43057.63
Ministry of Defence,Ministry of Defence,16/01/2013,Spend on Inventory - General,Air Command,FOREST SAFETY PRODUCTS LTD,GL18 1LG,153899,Spend on Inventory - General,43008
Ministry of Defence,Ministry of Defence,11/01/2013,Spend on Inventory - General,Defence Equipment & Support,CLEENOL GROUP LTD,OX16 1RB,151405,Spend on Inventory - General,42977.93
Ministry of Defence,Ministry of Defence,15/01/2013,Design services and minor equipment purchases,Defence Equipment & Support,FBS LIMITED,RG24 8AG,153318,Equipment support non-project costs,42764.4
Ministry of Defence,Ministry of Defence,14/01/2013,Food and clothing,Defence Equipment & Support,SODEXO LTD,M50 0AL,152881,Cost of food purchases,42729.88
Ministry of Defence,Defence Support Group,17/01/2013,Telephone - Lines & Rental,Corporate,BRITISH TELECOMMUNICATIONS PLC,,10189065,Telephone - Lines & Rental,42640.65
Ministry of Defence,Ministry of Defence,10/01/2013,Purchase of buildings and military equipment ,Defence Equipment & Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,150730,Single use military equipment asset under construction - capital in year addition,42582.08
Ministry of Defence,Ministry of Defence,29/01/2013,IT and communication services,Navy Command,NSSLGLOBAL LIMITED,RH1 3DR,159868,Information technology services,42524.76
Ministry of Defence,Ministry of Defence,17/01/2013,Payment of utilities,Defence Infrastructure Organisation ,BRITISH GAS TRADING LIMITED,OX4 2JY,154419,Utilities consumed - electricity,42512.56
Ministry of Defence,Ministry of Defence,09/01/2013,Estate management,Defence Infrastructure Organisation ,SERCO LIMITED,RG27 9UY,150456,Works - estate management,42443.92
Ministry of Defence,Ministry of Defence,23/01/2013,Design services and minor equipment purchases,Defence Equipment & Support,J C SYS LIMITED,GU10 3HQ,157113,Equipment support non-project costs,42372.25
Ministry of Defence,Ministry of Defence,09/01/2013,Design services and minor equipment purchases,Defence Equipment & Support,MAN DIESEL & TURBO UK LIMITED,CO1 2HW,150299,Equipment support non-project costs,42336
Ministry of Defence,Defence Science and Technology Laboratory,25/01/2013,Sub Contracted Work,Operations,BAE SYSTEMS (OPERATIONS) LIMITED,,V - 9000148837 - 00153288,,42297.42
Ministry of Defence,Ministry of Defence,21/01/2013,Estate management,Defence Infrastructure Organisation ,HAMPSHIRE PRIMARY CARE TRUST,WF3 1WE,155947,Estate + facilities management services - accommodation inventory + service,42273.05
Ministry of Defence,Ministry of Defence,04/01/2013,Estate management,Defence Infrastructure Organisation - Security Services Group,ADI GLOBAL DISTRIBUTION,OL11 2PX,AP101213004,,42245.9
Ministry of Defence,Ministry of Defence,24/01/2013,Food and clothing,Defence Infrastructure Organisation ,ELIOR UK PLC,SK11 6ET,157643,Cost of clothing and textile services received,42208.28
Ministry of Defence,Ministry of Defence,28/01/2013,"Transportation of personnel, freight and travel expenses",Head Office & Corporate Services,RAIL SETTLEMENT PLAN LIMITED,SG1 2YN,159287,Military short term detached duty,42165.6
Ministry of Defence,Ministry of Defence,07/01/2013,Estate management,Defence Infrastructure Organisation ,INTERSERVE (DEFENCE) LTD,BS32 4NH,149187,Works - estate management,42089.6
Ministry of Defence,Ministry of Defence,14/01/2013,Externally delivered education and training,Land Forces,AFNORTH INTERNATIONAL SCHOOL,,5000090040,External training - civilian,41920.72
Ministry of Defence,Ministry of Defence,28/01/2013,Dilapidation charges  ,Defence Equipment & Support,JACOBS U.K. LIMITED,RG41 5TU,159144,Other provisions payment against provision,41916.23
Ministry of Defence,Ministry of Defence,23/01/2013,Spend on Inventory - General,Defence Equipment & Support,CARWOOD MOTOR UNITS LTD,CV3 2RQ,156974,Spend on Inventory - General,41867.66
Ministry of Defence,Ministry of Defence,07/01/2013,Payment of utilities,Air Command,GB OILS LIMITED,FK5 4RB,149154,Utilities consumed - heating oil,41717.89
Ministry of Defence,Ministry of Defence,21/01/2013,Spend on Inventory - General,Defence Equipment & Support,TURNER VIRR & CO. LTD,LS25 2DY,156263,Spend on Inventory - General,41629.5
Ministry of Defence,Ministry of Defence,29/01/2013,Spend on Inventory - General,Defence Equipment & Support,BAE SYSTEMS SURFACE SHIPS LIMITED,PO1 9NW,159517,Spend on Inventory - General,41490.88
Ministry of Defence,Ministry of Defence,14/01/2013,Fuel for military use,Land Forces,ARAL AG.,,5000090044,Oil and lubricants consumed excluding those from the inventory system,41443.19
Ministry of Defence,Ministry of Defence,09/01/2013,Payment of utilities,Defence Infrastructure Organisation ,IMSERV EUROPE LIMITED,MK14 6LY,150262,Utilities consumed - electricity,40869.95
Ministry of Defence,Ministry of Defence,07/01/2013,Spend on Inventory - General,Defence Equipment & Support,WEIR & CARMICHAEL LIMITED,L20 8BH,149371,Spend on Inventory - General,40844.54
Ministry of Defence,Ministry of Defence,21/01/2013,Spend on Inventory - General,Defence Equipment & Support,WEIR & CARMICHAEL LIMITED,L20 8BH,156287,Spend on Inventory - General,40844.54
Ministry of Defence,Ministry of Defence,15/01/2013,Payment of utilities,Defence Infrastructure Organisation ,CORONA ENERGY RETAIL 4 LIMITED,WD17 1JW,153190,Utilities consumed - gas,40842.82
Ministry of Defence,Ministry of Defence,30/01/2013,Purchase of buildings and military equipment ,Defence Equipment & Support,BALTIC WHARF LIMITED,TQ9 5EW,160092,Fiscal asset under construction - capital in year addition,40560
Ministry of Defence,Council of Reserve Forces and Cadets Associations,14/01/2013,Grants to Reserves Forces and Cadets Association,Estates Management,THREE PINES BUILDING CO LTD,,7861, Condition Grade Improvement ,40440
Ministry of Defence,Ministry of Defence,07/01/2013,Fees for professional services,Defence Infrastructure Organisation ,BRITISH PIPELINE AGENCY LTD,HP2 5BS,148941,Fees for professional services excluding legal fees,40403.57
Ministry of Defence,Ministry of Defence,17/01/2013,"Purchase of munitions, other inventory or fuel",Defence Equipment & Support,BACHE PALLETS LTD,DY9 8HU,154390,Raw materials and consumable oil and lubricants inventory purchased,40320
Ministry of Defence,Ministry of Defence,28/01/2013,Purchase of inventory and services ,Land Forces,XMA LTD,NG11 7EP,159462,Cost of other material consumed,40262.7
Ministry of Defence,Ministry of Defence,31/01/2013,Estate management,Land Forces,THE C.S.P. (CYPRUS SERVICES  PROVIDER) JOINT VENTURE,BFPO 53,5000091095,Works - estate management,40180.56
Ministry of Defence,Ministry of Defence,18/01/2013,Design services and minor equipment purchases,Land Forces,CALUMET PHOTOGRAPHIC LTD,MK7 8AJ,155131,Purchase of photographic equipment below capitalisation threshold,40179.46
Ministry of Defence,Ministry of Defence,24/01/2013,Payment of utilities,Defence Equipment & Support,GB OILS LIMITED,FK5 4RB,157666,Utilities consumed - heating oil,40114.7
Ministry of Defence,Ministry of Defence,07/01/2013,Payment of utilities,Defence Infrastructure Organisation ,BRITISH GAS TRADING LIMITED,OX4 2JY,148940,Utilities consumed - electricity,40106.88
Ministry of Defence,Ministry of Defence,08/01/2013,Spend on Inventory - General,Defence Equipment & Support,QED DESIGN & MANUFACTURE LIMITED,ME17 1LH,149839,Spend on Inventory - General,40089.6
Ministry of Defence,Ministry of Defence,21/01/2013,Fuel for military use,Air Command,GB OILS LIMITED,WA3 6XG,174043,Cost of ground diesel fuel consumed,40052.78
Ministry of Defence,Ministry of Defence,15/01/2013,Service and civilian recruitment,Air Command,BAE SYSTEMS PLC,NP15 1XL,153125,Service recruitment excluding recruitment related external assistance,40000
Ministry of Defence,Ministry of Defence,31/01/2013,Administration,Land Forces,DRIVING STANDARDS AGENCY,NG1 6LP,2.00E+11,General administration,40000
Ministry of Defence,Defence Science and Technology Laboratory,18/01/2013,Sub Contracted Work,Operations,"ENERGY, SAFETY AND RISK CONSULTANTS (UK)",,V - 9000148696 - 00151659,,40000
Ministry of Defence,Defence Science and Technology Laboratory,23/01/2013,Sub Contracted Work,Operations,ATLAS ELEKTRONIK UK LIMITED,,V - 9000148811 - 00150241,,40000
Ministry of Defence,Defence Science and Technology Laboratory,29/01/2013,Sub Contracted Research,Programme Office,QINETIQ LIMITED,,V - 9000148973 - 00151142,,40000
Ministry of Defence,Defence Science and Technology Laboratory,29/01/2013,Sub Contracted Work,Operations,QINETIQ LIMITED,,V - 9000148973 - 00151189,,40000
Ministry of Defence,Ministry of Defence,14/01/2013,Property leases,Defence Infrastructure Organisation ,MODUS SERVICES LIMITED,SW1A 2HB,152554,Property non dwellings private finance initiative - service concession arrangement service charge,39920.41
Ministry of Defence,Ministry of Defence,25/01/2013,Transport hire charges,Land Forces,RYDER PUBLIC LIMITED COMPANY,SK16 4UL,158650,Transport other operating lease,39849.25
Ministry of Defence,Ministry of Defence,28/01/2013,Payment of utilities,Defence Infrastructure Organisation ,GB OILS LIMITED,FK5 4RB,159086,Utilities consumed - heating oil,39831.85
Ministry of Defence,Ministry of Defence,11/01/2013,Payment of utilities,Defence Equipment & Support,GB OILS LIMITED,FK5 4RB,151526,Utilities consumed - heating oil,39828.22
Ministry of Defence,Ministry of Defence,29/01/2013,IT and communication services,Defence Infrastructure Organisation ,ESRI (UK) LIMITED,HP21 7QC,159669,IT Services -internal costs,39803.75
Ministry of Defence,Ministry of Defence,18/01/2013,Rent and rates,Defence Infrastructure Organisation ,HCR LTD,RG21 7DT,155346,Rent land - non civil estate property + married quarter property,39739.95
Ministry of Defence,Ministry of Defence,08/01/2013,IT and communication services,Air Command,XEROX (UK) LIMITED,BN13 1QG,149975,IT Services -internal costs,39725.29
Ministry of Defence,Ministry of Defence,23/01/2013,Fuel for military use,Land Forces,WATSON PETROLEUM LTD,SN15 5DN,157348,Cost of ground diesel fuel consumed,39718.8
Ministry of Defence,Ministry of Defence,25/01/2013,Payment of utilities,Land Forces,GB OILS LIMITED,FK5 4RB,158366,Utilities consumed - heating oil,39712.91
Ministry of Defence,Ministry of Defence,10/01/2013,Design services and minor equipment purchases,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,150724,Equipment support project costs,39695.26
Ministry of Defence,Defence Science and Technology Laboratory,29/01/2013,Sub Contracted Work,Operations,BAE SYSTEMS (OPERATIONS) LIMITED,,V - 9000148934 - 00153300,,39470.09
Ministry of Defence,Ministry of Defence,28/01/2013,"Transportation of personnel, freight and travel expenses",Defence Equipment & Support,DHL GLOBAL FORWARDING (UK)  LIMITED,TW18 4BP,158958,Freight movement costs,39443.07
Ministry of Defence,Ministry of Defence,22/01/2013,Spend on Inventory - General,Defence Equipment & Support,ROYSTON LTD,NE6 3PF,156792,Spend on Inventory - General,39289.83
Ministry of Defence,Ministry of Defence,18/01/2013,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,MODERN HOUSING SOLUTIONS (PRIME)LIMITED,PE28 4QG,155432,Fiscal asset under construction - capital in year addition,39269.94
Ministry of Defence,Defence Science and Technology Laboratory,18/01/2013,Sub Contracted Work,Programme Office,QINETIQ LIMITED,,V - 9000148719 - 00147972,,39234.68
Ministry of Defence,Ministry of Defence,14/01/2013,Spend on Inventory - General,Defence Equipment & Support,CONSOLITE TECHNOLOGY LIMITED,BA12 6LY,152073,Spend on Inventory - General,39216.24
Ministry of Defence,Ministry of Defence,15/01/2013,Payment of utilities,Joint Forces Command,DEFENCE MANAGEMENT (WATCHFIELD) LIMITED,SN6 8TS,153209,Utilities consumed - electricity,39139.83
Ministry of Defence,Ministry of Defence,30/01/2013,Design services and minor equipment purchases,Defence Equipment & Support,RFD BEAUFORT LIMITED,CH41 1HQ,160550,Equipment support non-project costs,39111.21
Ministry of Defence,Ministry of Defence,17/01/2013,Medical treatment & stores and welfare services,Defence Equipment & Support,FENTON PHARMACEUTICALS LTD,NW3 6AL,154643,Medical inventory and services excluding the inventory system,39000
Ministry of Defence,Ministry of Defence,29/01/2013,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,MOTT MACDONALD LTD,CR9 2UL,159786,Fiscal asset under construction - capital in year addition,38945.99
Ministry of Defence,Ministry of Defence,10/01/2013,Design services and minor equipment purchases,Defence Equipment & Support,SMITH & NEPHEW HEALTHCARE LIMITED,HU3 2BN,151171,Equipment support non-project costs,38790
Ministry of Defence,Ministry of Defence,25/01/2013,Externally delivered education and training,Land Forces,BABCOCK TRAINING LIMITED,PO6 3EN,174091,External military training ,38693.95
Ministry of Defence,Ministry of Defence,24/01/2013,Spend on Inventory - General,Defence Equipment & Support,ROYSTON LTD,NE6 3PF,157930,Spend on Inventory - General,38671.49
Ministry of Defence,Ministry of Defence,08/01/2013,Estate management,Defence Infrastructure Organisation ,TURNER FACILITIES MANAGEMENT LTD,G51 3EQ,149948,Works - estate management,38564.73
Ministry of Defence,Ministry of Defence,25/01/2013,Medical treatment & stores and welfare services,Joint Forces Command,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,158399,Medical health services,38556.03
Ministry of Defence,Ministry of Defence,21/01/2013,Fees for professional services,Land Forces,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,155960,Fees for professional services excluding legal fees,38501.41
Ministry of Defence,Ministry of Defence,23/01/2013,Spend on Inventory - General,Defence Equipment & Support,NP AEROSPACE LTD,CV6 5AQ,157203,Spend on Inventory - General,38361.6
Ministry of Defence,Ministry of Defence,23/01/2013,Spend on Inventory - General,Defence Infrastructure Organisation ,FORBO FLOORING UK LIMITED,DE5 3NT,157059,Spend on Inventory - General,38335.96
Ministry of Defence,Ministry of Defence,15/01/2013,Fuel for military use,Air Command,SHELL U.K. OIL PRODUCTS LTD,G1 3RN,153533,Aviation fuel casual uplift consumed,38317.12
Ministry of Defence,Ministry of Defence,25/01/2013,Rent and rates,Defence Infrastructure Organisation ,SAVILLS COMMERCIAL LTD,M2 4AW,158653,Rent buildings - non civil estate property and married quarter property,38284.26
Ministry of Defence,Ministry of Defence,21/01/2013,Fees for professional services,Land Forces,THE LAW SOCIETY,B1 1RN,156251,Fees for professional services excluding legal fees,38276
Ministry of Defence,Ministry of Defence,14/01/2013,Spend on Inventory - General,Defence Equipment & Support,REXEL UK LTD,NR3 2BE,152826,Spend on Inventory - General,38266.36
Ministry of Defence,Ministry of Defence,02/01/2013,Fees for professional services,Defence Equipment & Support,AVIATION REQUIREMENTS LTD,DT9 4JW,147921,Airworthiness Management,38260.8
Ministry of Defence,Ministry of Defence,04/01/2013,Medical treatment & stores and welfare services,Land Forces,PROFESSOR DR. MED. BERTIN DUFAUX & PARTNERS T/AS LABOR KRONE,,5000089677,Medical health services,38251.37
Ministry of Defence,Ministry of Defence,25/01/2013,Medical treatment & stores and welfare services,Land Forces,PROFESSOR DR. MED. BERTIN DUFAUX & PARTNERS T/AS LABOR KRONE,,5000090838,Medical health services,38251.37
Ministry of Defence,Ministry of Defence,14/01/2013,IT and communication services,Head Office & Corporate Services,IBM UNITED KINGDOM LIMITED,PO6 3AE,152461,Information technology services,38205
Ministry of Defence,Ministry of Defence,24/01/2013,Spend on Inventory - General,Defence Equipment & Support,BABCOCK MARINE (ROSYTH) LTD,KY11 2YD,157405,Spend on Inventory - General,38136.14
Ministry of Defence,Ministry of Defence,14/01/2013,Spend on Inventory - General,Defence Equipment & Support,BABCOCK INTERNATIONAL GROUP PLC,KY11 2YD,151967,Spend on Inventory - General,38125.82
Ministry of Defence,Ministry of Defence,15/01/2013,IT and communication services,Defence Equipment & Support,SUPERLETTER.COM INC,,153567,Information technology services,38000
Ministry of Defence,Ministry of Defence,29/01/2013,Design services and minor equipment purchases,Defence Equipment & Support,NATO SUPPORT AGENCY (NSPA),,5000090942,Equipment support project costs,37983.08
Ministry of Defence,Defence Science and Technology Laboratory,18/01/2013,Sub Contracted Work,Programme Office,EADS UK LIMITED,,V - 9000148731 - 00151624,,37964
Ministry of Defence,Ministry of Defence,23/01/2013,Estate management,Defence Infrastructure Organisation ,SECURITY SERVICES GROUP,SN6 8LA,2.00E+11,Works - estate management,37941.5
Ministry of Defence,Ministry of Defence,16/01/2013,Research and development,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,153806,Feasibility studies covering concept/assessment phase costs,37918
Ministry of Defence,Ministry of Defence,23/01/2013,Payment of utilities,Land Forces,CORONA ENERGY RETAIL 4 LIMITED,WD17 1JW,156995,Utilities consumed - gas,37914.78
Ministry of Defence,Ministry of Defence,10/01/2013,Fuel for military use,Air Command,WORLD FUEL SERVICES EUROPE  LTD.,SW1E 5BH,2000017953,Aviation fuel casual uplift consumed,37823.95
Ministry of Defence,Ministry of Defence,21/01/2013,Payment of utilities,Defence Infrastructure Organisation ,STADT GUETERSLOH,,5000090467,Utilities consumed - water + sewage,37754.84
Ministry of Defence,Ministry of Defence,17/01/2013,Estate management,Head Office & Corporate Services,BILFINGER HSG FACILITY MANAGEMENT LTD,OX7 5SR,154405,Works - estate management,37728.25
Ministry of Defence,Ministry of Defence,31/01/2013,Externally delivered education and training,Land Forces,WBL SERVICES LIMITED,OX2 9HA,161330,External military training ,37710.18
Ministry of Defence,Ministry of Defence,30/01/2013,Spend on Inventory - General,Defence Equipment & Support,ULTRA ELECTRONICS LIMITED,GL51 9PG,160663,Spend on Inventory - General,37684.8
Ministry of Defence,Ministry of Defence,18/01/2013,Design services and minor equipment purchases,Defence Equipment & Support,DYTECNA LTD,KT13 0TJ,155295,Equipment support non-project costs,37553.12
Ministry of Defence,Ministry of Defence,28/01/2013,Fees for professional services,Head Office & Corporate Services,GIFFORD OWEN LTD,BA13 2GG,159092,Fees for professional services excluding legal fees,37300
Ministry of Defence,Ministry of Defence,11/01/2013,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,CV2 2TX,151282,Consumption of medical dental and veterinary inventory,37227.68
Ministry of Defence,Ministry of Defence,18/01/2013,Spend on Inventory - General,Defence Equipment & Support,BABCOCK INTERNATIONAL GROUP PLC,KY11 2YD,155083,Spend on Inventory - General,37192.05
Ministry of Defence,Ministry of Defence,22/01/2013,Estate management,Defence Infrastructure Organisation ,ARAMARK LTD,LS16 6QY,156326,Estate + facilities management services - accommodation inventory + service,37131.64
Ministry of Defence,Defence Science and Technology Laboratory,11/01/2013,Sub Contracted Research,Programme Office,QINETIQ LIMITED,,V - 9000148531 - 00148970,,37095
