Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description ,Supplier Postcode,Supplier Type,Expenditure Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,13/09/13,BUSINESS RATES - DIRECT LOCAL AUTHORITIES,GOVERNMENT DIGITAL SERVICE,LONDON BOROUGH OF LAMBETH,1000829,844797.03,Rates charges,SW2 9JE,Large,Programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,Government Procurement Service,16/09/13,General Rates,Estates Management,DTZ,PINDOH 37027,29795.00,Rates charges,B4 6AJ,Large,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,Government Procurement Service,16/09/13,Service Charges Capital,Estates Management,DTZ,PINDOH 37027,34340.00,Estates services,B4 6AJ,Large,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,Government Procurement Service,16/09/13,MOTO Capital Bldg 8th Floor,Estates Management,DTZ,PINDOH 37027,39060.00,Rent for accommodation,B4 6AJ,Large,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,Government Procurement Service,16/09/13,MOTO Capital Bldg 9th Floor,Estates Management,DTZ,PINDOH 37027,39215.00,Rent for accommodation,B4 6AJ,Large,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,16/09/13,CONSULTANTS VAT RECOVERABLE,GOVERNMENT CIO SUMMARY,GCHQ,3000039897,50000.00,Provision of consultancy and advice to the Public Service Network ,GL51 0EX,Government Department,Programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,16/09/13,ADDITIONS -AUC IT FEES NON VAT REC,INDIVIDUAL ELECTORAL REGISTRATION,SPECIALIST COMPUTER CENTRE PLC,3000039895,122576.69,Delivering digital capability that supports the business change from household to individual electoral registration through the government framework,B11 2LE,Large,Programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,16/09/13,RESOURCE GRANTS PRIVATE SECTOR,OFFICE FOR CIVIL SOCIETY,NATIONAL COUNCIL FOR VOLUNTARY ORGANISATIONS,3000039888,166667.00,Strategic Partners Transition Programme Grant,N1 9RL,Large,Grants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,16/09/13,SOFTWARE LEASE/LICENSE,INDIVIDUAL ELECTORAL REGISTRATION,XPRESS SOFTWARE SOLUTIONS LTD,3000039887,344311.20,Design and development work for the delivery of changes to local authority Electoral Management Systems required to interface with the new Individual Electoral Digital Service,GL10 3UT,SME,Programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,16/09/13,NATIONAL CITIZEN SERVICE. CIVIL SOCIETY TRAINING & DEVELOP,OFFICE FOR CIVIL SOCIETY,THE LINCOLNSHIRE & RUTLAND EBP,3000039866,478625.52,National Citizen Service contract,LN2 4WH,SME,Programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,16/09/13,RESOURCE GRANTS PRIVATE SECTOR,OFFICE FOR CIVIL SOCIETY,VINSPIRED,3000039893,500000.00,Youth Volunteering Opportunities Strategic Grant ,SW1P 2ASF,Large,Grants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,17/09/13,RESOURCE GRANTS PRIVATE SECTOR,OFFICE FOR CIVIL SOCIETY,UK COMMUNITY FOUNDATIONS,3000039910,55000.00,Strategic Partners Transition Grant ,CF3 0LW,Large,Grants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,17/09/13,CONTRACTORS & STAFF SUBSTITUTIONS,GOVERNMENT CIO SUMMARY,CAPITA RESOURCING LTD,3000039917,128400.15,"Support for Public Service Network including development of technical standards, project management for the delivery of key services, stakeholder engagement and commercial advice",SL6 1DP ,Large,Programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,17/09/13,RESOURCE GRANTS PRIVATE SECTOR,OFFICE FOR CIVIL SOCIETY,LOCALITY,3000039920,1812506.00,Community Organisers Bursary and Progression Funding Grants,N1 6DR,Large,Programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,18/09/13,Research and Development (VAT recoverable),INTELLIGENCE SECURITY AND RESILIENCE,ATOMIC WEAPONS ESTABLISHMENT,3000039945,26000.00,Research into government response to civil emergencies,RG7 4PA,Large,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,18/09/13,CONTRACTORS & STAFF SUBSTITUTIONS,GOVERNMENT DIGITAL SERVICE,CAPITA RESOURCING LTD,3000039953,34712.74,Interim IT specialists,SL6 1DP ,Large,Programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,18/09/13,CONTRACTORS & STAFF SUBSTITUTIONS,GOVERNMENT DIGITAL SERVICE,CAPITA RESOURCING LTD,3000039953,36711.08,Interim IT specialists,SL6 1DP ,Large,Programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,18/09/13,OTHER IS IT COSTS VAT RECOV,GOVERNMENT PROPERTY UNIT,CORPORATE DOCUMENT SERVICES LTD,3000039972,43656.48,"Support, maintenance and minor developments of e-PIMS.",LS2 LY,Large,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,18/09/13,CONSULTANTS VAT RECOVERABLE,OFFICE FOR CIVIL SOCIETY,DELOITTE LLP,3000039964,45000.00,Undertaking due diligence on independent external delivery body for the National Citizenship Service programme. ,MK9 1FD,Large,Programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,18/09/13,LEGAL ADVICE FROM TSOL,CENTRAL BUDGETS,TREASURY SOLICITOR TSOL,3000039959,56541.00,Legal services,WC2B 4TS,Government Department,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,18/09/13,SERVICE PAYMENTS,TRANSACTIONAL SHARED SERVICES,DWP,3000039957,344605.88,Shared Services costs,FY5 3TA ,Government Department,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,18/09/13,PENSIONER PAYROLL CONTRACTOR,SCHEME MANAGEMENT EXECUTIVE,MYCSP LTD,3000039934,2729547.99,MYCSP administration costs,LS2 7UA,Large,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,18/09/13,SERVICE PAYMENTS,TRANSACTIONAL SHARED SERVICES,DWP,3000039957,4000000.00,Shared Services costs ,FY5 3TA ,Government Department,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,19/09/13,FM CONTRACT PROFITS,ESTATE MANAGEMENT,BOUYGUES E&S FM UK LTD,3000040013,27744.25,Facilities Management Services,BN1 1HG,Large,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,19/09/13,FM CONTRACT VARIABLE,ESTATE MANAGEMENT,BOUYGUES ENERGIES & SERVICES FM UK LTD,3000040034,30270.48,Facilities Management Services ,BN1 1HG,Large,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,19/09/13,OTHER IS IT COSTS VAT RECOV,PRIME MINISTERS OFFICE,MICROSOFT LTD PSS,3000040050,34057.00,Software support costs,RG6 1WG,Large,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,19/09/13,SERVICE CHARGES,CENTRAL BUDGETS,DE VERE VENUES LTD,3000040025,38295.94,Public Finance Initiative Service Charge,KT24 6DU,Large,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,19/09/13,TELECOM RENTALS,INTELLIGENCE SECURITY AND RESILIENCE,MINISTRY OF DEFENCE,3000040046,62577.97,High Integrity Telecoms System Project costs,L2 3YL,Government Department,Programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,19/09/13,CONTRACTORS & STAFF SUBSTITUTIONS,ERG STRATEGY AND MANAGEMENT INFORMATION,SERCO CONSULTING,3000040016,119460.00,Support for the Major Projects Authority Built to Last project development and implementation,RG27 7FR,Large,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,19/09/13,ADDITIONS - F&FS,PRIME MINISTERS OFFICE,BOUYGUES E&S FM UK LTD,3000040013,189316.30,Facilities Management Services ,BN1 1HG,Large,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,19/09/13,NON PRIME UTILITIES,ESTATE MANAGEMENT,BOUYGUES E&S FM UK LTD,3000040013,262710.54,Facilities Management Services ,BN1 1HG,Large,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,19/09/13,FM CONTRACT FIXED COSTS,ESTATE MANAGEMENT,BOUYGUES E&S FM UK LTD,3000040013,588341.54,Facilities Management Services ,BN1 1HG,Large,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,20/09/13,NON PRIME PROPERTY COSTS,GOVERNMENT PROPERTY UNIT,BUCKINGHAMSHIRE COUNTY COUNCIL,3000040054,40000.00,One Public Estate Grant,HP20 1UA,Large,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,20/09/13,FM CONTRACT FIXED COSTS,ESTATE MANAGEMENT,MITIE BUSINESS SERVICES LTD,3000040071,49267.62,Facilities Management Services ,BS16 7FN,Large,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,23/09/13,CONSULTANTS VAT RECOVERABLE,GOVERNMENT PROPERTY UNIT,INVESTMENT PROPERTY DATABANK LTD,3000040127,27777.78,Property benchmarking services.,EC1 4BL,Large,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,23/09/13,CONTRACTORS & STAFF SUBSTITUTIONS,GOVERNMENT DIGITAL SERVICE,CAPITA RESOURCING LTD,3000040097,51489.64,Interim IT specialists,SL6 1DP ,Large,Programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,23/09/13,PUBLICITY ADVERTISING MEDIA,OFFICE FOR CIVIL SOCIETY,M4C,3000040117,54668.64,Publicity/Advertising/Media for the National Citizenship Service ,WC1X 8RX,SME,Programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,23/09/13,CONTRACTORS & STAFF SUBSTITUTIONS,GOVERNMENT CIO SUMMARY,CAPITA RESOURCING LTD,3000040097,61683.71,"Support for Public Service Network including development of technical standards, project management for the delivery of key services, stakeholder engagement and commercial advice",SL6 1DP ,Large,Programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,23/09/13,CONTRACTORS & STAFF SUBSTITUTIONS,GOVERNMENT DIGITAL SERVICE,CAPITA RESOURCING LTD,3000040097,91154.62,Interim IT specialists,SL6 1DP ,Large,Programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,23/09/13,BRIDGES SOCIAL ENTREPRENEURS FUND ADDITIONS,OFFICE FOR CIVIL SOCIETY,BRIDGES VENTURES LTD,3000040122,127399.70,Social Entrepreneur Fund Grant ,W2 3EN,Large,Programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,23/09/13,RESOURCE GRANTS PRIVATE SECTOR,OFFICE FOR CIVIL SOCIETY,NESTA,3000040104,137000.00,Innovation in Giving Fund Grant ,EC4A 1DE,Large,Grants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,24/09/13,FM CONTRACT FIXED COSTS,PRIME MINISTERS OFFICE,BOUYGUES E&S FM UK LTD,3000040145,25009.95,Facilities Management Services ,BN1 1HG,Large,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,24/09/13,CONSULTANTS VAT RECOVERABLE,ERG STRATEGY AND MANAGEMENT INFORMATION,GOVERNMENT PROCUREMENT SERVICE,3000040151,38675.00,Procurement expertise for Single Operating Platform project,L3 1PE,Government Department,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,24/09/13,LEGAL ADVICE FROM TSOL,EUROPEAN AND GLOBAL ISSUES SECRETARIAT,TREASURY SOLICITOR TSOL,3000040149,123252.00,Legal advice ,WC2B 4TS,Government Department,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,24/09/13,TELECOM RENTALS,INTELLIGENCE SECURITY AND RESILIENCE,MINISTRY OF DEFENCE,3000040165,150187.12,Telephony charges,L2 3YL,Government Department,Programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,24/09/13,OTHER LEGAL FEES,ERG STRATEGY AND MANAGEMENT INFORMATION,FIELD FISHER WATERHOUSE LLP,3000040153,317263.50,"Support for the Independent Shared Service Centre 2 project including development of financial models, business transfer agreements, transitional arrangements for services and assets, and stakeholder engagement",EC3N 2AA,Large,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,Government Procurement Service,25/09/13,Information Services,Executive & Private Office,AMEE UK Ltd,PINDOH 37009,30000.00,Sustainability Data Collection,EC1Y 2BJ,SME,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,25/09/13,CONSULTANTS VAT RECOVERABLE,ERG CENTRAL TEAMS,BATES WELLS & BRAITHWAITE,3000040201,37375.00,Mutuals Support Programme: provision of technical support to potential mutual,EC4M 6YH,SME,Programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,Government Procurement Service,25/09/13,Annual Statutory Audit Fees,Planning & Finance,NATIONAL AUDIT OFFICE,PINDOH 37115,74200.00,Statutory Audit Fee for the Annual Accounts,SW1W 9SP,Large,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,Government Procurement Service,26/09/13,WSDS Maintenance & Repairs,Whitehall Standby Distribution Systems,Cofely,PINVP2P 2131,39509.78,Whitehall heating systems management,HP12 3TA,Large,Programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,26/09/13,TELECOM RENTALS,PRIME MINISTERS OFFICE,BT,3000040227,45317.54,Telephony charges,DH98 1BT,Large,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,Government Procurement Service,26/09/13,WDHS Maintenance & Repairs,Whitehall District Heating Systems,Cofely,PINVP2P 2129,63322.21,Whitehall heating systems management,HP12 3TA,Large,Programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,Government Procurement Service,27/09/13,Computer Hardware ,IT,Softcat,PINVP2P 2133,27568.80,IT Hardware,SL7 1LW,Large,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
