Department,Entity,Date,Expense Type,Expense Area,Supplier ,Transaction Number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,Vat Registration Num,
DEFRA,DEFRA,12/08/2015,Current Grants E,"Strategy, International and Biosecurity DG",University Of Kent,100715,"33,123.75",PO 371455 DARWIN REF: 21-014 PERIOD FROM JUL 2015 TO SEP 2015,CT2 7NZ,,21107,DARWDFID,Expense,,
DEFRA,Seafish,03/08/2015,Contract,Overhead,West Yorkshire Pension Fund,SFIA PAYROLL JULY 2015,"33,258.69",PENSION CONT JULY 2015 MTH 4,BD1 1UP,,,,,180 8082 62,
DEFRA,DEFRA,07/08/2015,Current Grants E,"Strategy, International and Biosecurity DG",Wildlife Conservation Society,050815,"33,403.75",DEFRA DARWIN INITIATIVE PROJECT 21004 Q4 GRANT CLAIM 2014-15,10460,,,DARWDFID,Expense,,
DEFRA,EA,11-Aug-15,Professional Services Other,MI Capital WiP,Ecosulis Ltd,1372420,"33,420.00",Attenborough Landscape Maintenance,BA2 9BT,,,IMMI000642,Project,,
DEFRA,EA,13-Aug-15,Construction,AN Capital WiP,Halcrow Group Ltd,1373094,"33,470.83",Great Yarmouth appraisal works June 15,W6 7EF,,30384994,IMAN002228,Project,,
DEFRA,DEFRA,26/08/2015,Gas,Chief Operating Officer DG,Corona Energy,10381611,"33,549.79",SITE 087 GAS 01/07/2015 TO 01/08/2015 ,WD17 1JW,,,B0870000,Expense,,
DEFRA,DEFRA,25/08/2015,Other Current Payments (Evidence R&D) (Agency),"Strategy, International and Biosecurity DG",Animal and Plant Health Agency,ERS-561672-52897,"33,636.33",SE2207 - Improving CSFV control through enhanced diagnostic and intervention tools - APHA - FY2015/16 ,KT15 3NB,SME,DFP,00000000,Expense,,
DEFRA,DEFRA,10/08/2015,Other Current Payments (GB),Policy Delivery DG,Hampshire Police Authority,3680001782,"34,000.00",PO 379365 NWCU Q2 CONTRIBUTION 15/16,SO22 5DB,,21307,00000000,Expense,,
DEFRA,EA,4-Aug-15,Professional Services Other,SE Capital WiP,Jeremy Benn Associates Ltd,1371671,"34,256.88",Lower Thames Property Protection,BD23 3AE,,30296931,IMTH001763,Project,,
DEFRA,DEFRA,04/08/2015,Inwards Secondments,Chief Operating Officer DG,Natural England,8000023305,"34,316.58",PO 362682 NE140 STAFF SECONDMENTS SALARY COSTS,YO1 7PX,,IGS,00000000,Asset,,
DEFRA,EA,13-Aug-15,Construction,MI Capital WiP,Halcrow Group Ltd,1373099,"34,526.23",Consultancy services - Leominster June 15,W6 7EF,,30384994,IMMI001557,Project,,
DEFRA,DEFRA,12/08/2015,Gas,Chief Operating Officer DG,Corona Energy,10184218,"34,671.68",SITE 087 GAS 01/05/2015 to 01/06/2015 ,WD17 1JW,,,B0870000,Expense,,
DEFRA,EA,25-Aug-15,Construction,Nat Trading and Reg Services,Ricardo AEA Ltd,1375218,"34,755.60",Climate Change Agreements consultancy July 2015,OX11 0QJ,,30372742,,Administration,,
DEFRA,EA,11-Aug-15,Construction,HO NCPMS National,Halcrow Group Ltd,1372464,"34,843.51",Asset Recovery Programme site supervision June 15 (Anglian region),W6 7EF,,30384994,,Project,,
DEFRA,DEFRA,18/08/2015,Other Current Payments UK,Policy Delivery DG,Office For National Statistics,1030628,"35,008.80",PO 376643 FEASIBILITY STUDY INTO CLIMATE CHANGE,NP10 9XG,,FUNDING,00000000,Expense,,
DEFRA,DEFRA,27/08/2015,Other Current Payments (Evidence R&D),"Strategy, International and Biosecurity DG",The Pirbright Institute,ERS-561686-52879,"35,008.83",SE2940 - Molecular epidemiology of foot-and-mouth disease virus - The Pirbright Institute  Aug 15,GU24 0NF,,SE2940,00000000,Expense,,
DEFRA,DEFRA,20/08/2015,Current Grants E,"Strategy, International and Biosecurity DG",Royal Botanic Gardens Kew,3007153504250,"35,042.50",PO 370474 DARWIN REF: 21-006 PERIOD FROM JUL 2015 TO SEP 2015,TW9 3AB,,21109,DARWDFID,Expense,,
DEFRA,DEFRA,26/08/2015,Other Current Payments E,Policy Delivery DG,Soil Association Certification Ltd,190285,"35,169.75",PO 371796 CLAIM FOR PAYMENT QTR 1 - 01.04.2015 - 30.06.15,BS1 3NX,SME,,00000000,Expense,,
DEFRA,EA,6-Aug-15,Professional Services - CCL,Head of Research,WRC Plc,1372078,"35,247.26",Nitrate Value Zones Statistics work,SN15 8YF,,30350391,HOEV151604,Project,,
DEFRA,DEFRA,12/08/2015,Gas,Chief Operating Officer DG,Corona Energy,10203715,"35,436.76",SITE 087 GAS 01/05/2015 to 01/06/2015  ,WD17 1JW,,,B0870000,Expense,,
DEFRA,EA,4-Aug-15,Engineering Goods,HO Capital WiP,Phillips Services Wales Ltd,1371428,"35,541.72",Tidal Gauge Relocation work,SA1 2JT,,,IMHO000036,Project,,
DEFRA,NE,5-Aug-15,Grants & contributions,Strategy and Reform,Devon County Council,ERS-987628-52735,"35,685.91",Grant for South West Coast Path Team - 2014-15,EX2 4QW,,ECM_6692,,,,
DEFRA,DEFRA,28/08/2015,Other Current Payments (Evidence R&D),Policy Delivery DG,John Innes Centre,INV014378,"35,871.08","PO 375804, UPON COMPLETION OF MILESTONE 4",NR4 7UH,,CH0103,SFFS0006,Expense,,
DEFRA,EA,25-Aug-15,Professional Services Other,Deputy Director of Water Framework Directive,River Restoration Centre Ltd,1375431,"36,000.00","Provision of advice in relation to flood risk management, river restoration, rehabilitation or mitigation schemes to the Environment Agency by the River Restoration Centre 2015/2016.",MK43 0AL,,,EBPLW12055,Project,,
DEFRA,DEFRA,04/08/2015,Travel UK,Chief Operating Officer DG,Natural England,8000023317,"36,152.70",PO 371332 STAFF SECONDMENTS 01.01.2015 TO 31.03.2015,YO1 7PX,,IGS,CAPDBA00,Asset,,
DEFRA,EA,13-Aug-15,Professional Services Other,AN Capital WiP,Halcrow Group Ltd,1366411,"36,218.75",Consultant Secondment Peterborough Flood risk mapping,W6 7EF,,30384988,IMAN001492,Project,,
DEFRA,EA,11-Aug-15,Professional Services Other,SE Capital WiP,Capita Symonds Ltd,1370869,"36,383.17",Lower Thames Ecological Surveys,DL1 9HN,,30384992,IMTH001689,Project,,
DEFRA,EA,18-Aug-15,Professional Services Other,NE Yorkshire - FCRM Ops N&EY,Amalgamated Construction Ltd,1374122,"36,516.14",Mechanical maintenance (Planned works in Yorkshire Area) July 2015,S75 1HT,,30408050,RENE790106,Project,,
DEFRA,EA,11-Aug-15,Construction,Deputy Director of River Basin Management,CH2M Hill UK,1366287,"36,579.54",Water Resource South East - project to identify and agree a new programme of work,W6 7EF,,,EBOLW40106L01,Project,,
DEFRA,DEFRA,04/08/2015,Other Current Payments E,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00046858,"36,953.98",PO 379128 PASS THROUGH BILLING JUN 2015,BS32 4NH,,,00000000,Expense,,
DEFRA,EA,4-Aug-15,Construction,SE Capital WiP,Team Van Oord,1368265,"37,058.62",Asset Recovery Programme - emergency requirement to bring all of the damaged assets (as a result of the storms and floods) back up to standard (Kingston Beach),BN5 9XQ,,30384997,IMSE100366,Project,,
DEFRA,DEFRA,04/08/2015,Current Grants E,Policy Delivery DG,South Hams District Council,290515,"37,260.00",PO 375212 CLAIM FOR PAYMENT OF GRANT CLAIM  PERIOD 01/04/2014 TO 31/03/2015,TQ9 5NE,,,SOUTHDEV,Expense,,
DEFRA,EA,4-Aug-15,Construction,NW Capital WiP,JBA Bentley Ltd,1371281,"37,450.52",Town Beck Ulverston flood alleviation scheme April 2015,LS24 9HA,,30387943,IMNW000104,Project,,
DEFRA,EA,4-Aug-15,Facilities,FM Operating Unit - Central and South West,Jones Lang LaSalle,1366141,"37,564.15",Insurance - 20/11/14-19/11/15 - Horizon House,BS8 1HU,,,,Administration,,
DEFRA,MMO,04/08/2015,Other Current Payments E,,Yorkshire Wildlife Trust,FEF1321HOL0040280715,"37,744.76",European Fisheries Fund grant payment,EFF,YO24 1GN,SME,,00000000,Expense,
DEFRA,EA,4-Aug-15,Construction,SW Capital WiP,Team Van Oord,1371110,"37,764.43",Cannington Flood defence scheme,BN5 9XQ,,30384997,IMSW002003,Project,,
DEFRA,DEFRA,12/08/2015,Gas,Chief Operating Officer DG,Corona Energy,10203717,"37,822.81",SITE 087 GAS 01/05/2015 to 01/06/2015 ,WD17 1JW,,,B0870000,Expense,,
DEFRA,DEFRA,10/08/2015,Evidence Non R&D,Policy Delivery DG,Department Of Energy and Climate Change,1100029437,"37,943.00",PO 377933 ZZ999 ADHOC PRODUCT JUN 2015,SW1A 2HD,SME,DFP,ADAPTASC,Expense,,
DEFRA,EA,4-Aug-15,Professional Services Other,MI West-AEM - 3,Severn Trent Water,1371707,"38,056.01",Annual service charge for flood storage and River Severn regulation by releases from Vyrnwy reservoirs.,CV1 2LZ,,,,Administration,,
DEFRA,EA,11-Aug-15,Construction,SW Capital WiP,Bridge Civil Engineering,1372266,"38,070.12",Pennygillam Depot - design works July 2015,TQ12 2HP,,30394341,IMSW002166,Project,,
DEFRA,NE,27-Aug-15,Grants & contributions,Strategy and Reform,Cotswold Aonb Conservation Board,ERS-987744-52938,"38,071.50",Grant for maintenance to Cotswold Way National Trail - 2015-16,GL54 3JH,SME,ECM_35108,,,,
DEFRA,DEFRA,25/08/2015,Other Current Payments (Evidence R&D) (Agency),"Strategy, International and Biosecurity DG",Animal Health and Veterinary Laboratories Agency,ERS-561576-52874,"38,108.00",OZ0344 - Control measures for Salmonella on pig farms and their effect on endemic disease and productivity - AHVLA - FY2015/16,KT15 3NB,SME,DFP,00000000,Expense,,
DEFRA,MMO,20/08/2015,Other Current Payments E,,U E A Consulting Ltd.,FEF1721NNF0039,"38,117.35",European Fisheries Fund grant payment,EFF,NR4 7TJ,SME,,00000000,Expense,
DEFRA,EA,20-Aug-15,Construction,NE Capital WiP,JBA Bentley Ltd,1374899,"38,219.27",Snaith Ings reservoir repairs July 2015,BD23 2QR,,30387943,IMNE000247,Project,,
DEFRA,DEFRA,10/08/2015,Evidence Non R&D,Policy Delivery DG,Kynetec Ltd,8373006137,"38,543.60",PO 348602 BRITISH SURVEY OF FERTILISER,RG20 8JE,SME,,FCAG0003,Expense,,
DEFRA,DEFRA,19/08/2015,Current Grants E,"Strategy, International and Biosecurity DG",WWF South Africa,140815,"38,562.50",FOREIGN PAYMENT PROTECTING WILDLIFE BY LINKING COMMUNITIES,7735,SME,,IWTXXXXX,Expense,,
DEFRA,EA,11-Aug-15,Construction,HO Capital WiP | NE Capital WiP,Halcrow Group Ltd,1372721,"38,654.05",Asset Recovery Programme site supervision May 15 (Anglian region),W6 7EF,,30384994,IMHO000035,Project,,
DEFRA,EA,4-Aug-15,Travel,Org. Effectiveness & Development,Calder Conferences Ltd,1370088,"38,754.75",Provision of Meeting and Events Booking Services,LS16 6RF,,30381405,TRHO002634,Project,,
DEFRA,EA,11-Aug-15,Construction,SE Capital WiP,Halcrow Group Ltd,1372470,"38,810.82",Broomhill Sands works,W6 7EF,,30384994,IMSO000577,Project,,
DEFRA,EA,20-Aug-15,Engineering Goods,NLS Instrumentation,Xylem Analytics UK Ltd,1374636,"38,836.80",Supply of Multiparameter Water Quality Meters,SG6 1FJ,,30389597,,Administration,,
DEFRA,EA,20-Aug-15,Construction,HO NCPMS National,Mott Macdonald Ltd,1375128,"38,846.06",Consultancy services - Project management secondment July 2015,LS10 1JR,,30384996,,Administration,,
DEFRA,DEFRA,18/08/2015,Capital LA Grant E,Policy Delivery DG,Christchurch Borough Council,60026396,"38,926.38",PO 371546 ENGINEERING & PARKING,BH23 1AZ,SME,GRANT,00000000,Expense,,
DEFRA,EA,25-Aug-15,Facilities,FM Operating Unit - Northern,Colenso Property Services,1376104,"38,993.40",Rent for Coverdale House area office - 29.9.15 to 28.12.15,YO30 4GZ,,,,Administration,,
DEFRA,DEFRA,14/08/2015,Current Grants - Local Authorities,Policy Delivery DG,Kent County Council,050815,"39,020.00",PO 379371 GRANT DETERMINATION 2015/16,ME14 1XQ,,,00000000,Expense,,
DEFRA,APHA,24/08/2015,LVI Claims,Chief Operating Officer DG,XL FARMCARE NORTH LTD. ~175942866,LVI168110,"39,257.79",Payment to veterinary practice for services provided in an official capacity on behalf of APHA,ANO6 - Payment in respect of LVI fees,ST15 8NA,,,00000000,Expense,
DEFRA,DEFRA,04/08/2015,Other Current Payments (Evidence R&D),Policy Delivery DG,Ricardo-A E A Ltd,6160487,"39,296.50","PO 351104,  CORE WORK UNDERTAKEN FOR THE NAEI, JULY 2015",OX11 0QR,,AQ0726,AQRDXXXX,Expense,,
DEFRA,MMO,10/08/2015,Other Current Payments E,,Bleiker''s Smokehouse Ltd,FEF1615,"39,400.00",European Fisheries Fund grant payment,EFF,DL7 9EE,SME,,00000000,Expense,
DEFRA,DEFRA,06/08/2015,Clearing Construction in Progress (I.T.),Chief Operating Officer DG,Hitachi Consulting,2260007694,"39,526.41",PO 365305 DEFRA CR FR4 GO LIVE EXTENSION,SE1 2AP,SME,,CAPDFA03,Asset,,
DEFRA,DEFRA,14/08/2015,IT Maintenance,Chief Operating Officer DG,Sopra Steria Ltd,100077300,"39,844.77",PO 378065 LIVE SUPPORT MAY 2015,HP2 7AH,,,CAPDFA07,Expense,,
DEFRA,DEFRA,14/08/2015,IT Maintenance,Chief Operating Officer DG,Sopra Steria Ltd,100078501,"39,844.77",PO 378065 LIVE SUPPORT JULY 2015,HP2 7AH,,,CAPDFA07,Expense,,
DEFRA,DEFRA,14/08/2015,IT Maintenance,Chief Operating Officer DG,Sopra Steria Ltd,100077302,"39,844.77",PO 378065 LIVE SUPPORT JUNE 2015,HP2 7AH,,,CAPDFA07,Expense,,
DEFRA,MMO,24/08/2015,Other Current Payments E,,Waterdance Ltd,FEF1624,"39,860.00",European Fisheries Fund grant payment,EFF,EX5 1EW,SME,,00000000,Expense,
DEFRA,EA,25-Aug-15,Construction,SW Capital WiP,UK Flood Barriers Ltd,1375605,"39,940.80",Property Level Protection works - installation of products and measures to individual properties across Wessex – Porlock/Stourpaine/Washford/Road water/Milborne St Andrew/Warminster/Netherbury. July 2015,WR9 0NX,,,IMSW002064,Project,,
DEFRA,DEFRA,25/08/2015,Other Current Payments (Evidence R&D),Policy Delivery DG,Centre For Ecology & Hydrology,ERS-561204-52837,"40,092.00",SP1210 15/16 Milestones -'Lowland peatland systems in England & Wales - evaluating greenhouse gas fluxes & carbon balances' (16/8/11 to 15/8/15) 2 Suppliers,SN2 1EU,SME,exempt,00000000,Expense,,
DEFRA,NE,25-Aug-15,"Monitoring, Evaluation & Surveillance costs",Strategy and Reform,The Marine Biological Association,1085,"40,500.00","Updating MarLIN (Marine Life Information Network) database and website with new evidence, methods and standards - 2015-16",PL1 2PB,SME,,,,,
DEFRA,MMO,10/08/2015,Overhead Incidental Expenses,,Shared Services Connected Ltd,100001345,"40,779.13",Fixed monthly charge for shared services work - August 2015,PO 613315 FIXED MONTHLY CHARGE AUG 2015,HP2 7AH,,,00000000,Expense,
DEFRA,KEW,04/08/2015,Capital/Equipment,Estates,Kier Construction,"7,007,820.00","41,102.53",Kew Broadwalk Project,ME20 6XS,Trade Creditors,RBGKEW/016,,New works-Pt II-other costs,,
Defra,JNCC,7-Aug-15,CONTRACTED OUT CONSERVATION SERVICES,Surveillance and monitoring,NATURAL ENVIRONMENT RESEARCH COUNCIL,11620,"41,351.50","Biological recording, analysis & interpretation Q1 2015/16",SN2 1EU,Large,A11-0030-0449,100,Administration,,
DEFRA,NE,5-Aug-15,Grants & contributions,Strategy and Reform,Dorset County Council,ERS-987633-52740,"41,367.49",Grant for South West Coast Path maintenance in Dorset - 2014-15,DT1 1XJ,,ECM _6686,,,,
DEFRA,EA,18-Aug-15,Construction,NW Capital WiP,JBA Bentley Ltd,1373851,"41,405.99",Town Beck Ulverston flood alleviation scheme to end July 2015,LS24 9HA,,30387943,IMNW000104,Project,,
DEFRA,EA,13-Aug-15,Construction,NE Capital WiP,Jacobs UK Ltd,1373449,"41,684.95",Upper Calder Valley Flood Risk Reduction Schemes ,G2 7HX,,30384995,IMNE790454,Project,,
DEFRA,DEFRA,14/08/2015,Current Grants E,"Strategy, International and Biosecurity DG",L T S International Ltd,2614,"42,209.43",PO 346173 W/S 1/4 APPLICATION AND SUPPORT TO DEC,EH26 0PH,SME,GIA,00000000,Expense,,
DEFRA,DEFRA,28/08/2015,Other Current Payments E,Chief Operating Officer DG,Getmapping Plc,DEFRA018,"42,500.00","PO 372595, HS2 SUPPLY OF AERIAL PHOTOGRAPHY",RG27 8NW,SME,,AERPHOTO,Expense,,
DEFRA,DEFRA,04/08/2015,Civil service Pension Administration,Chief Operating Officer DG,JSS Pensions Administration,RCPS10539,"42,898.25",PO 370269 JUL 2015 PENSIONS HRI,SN2 1FF,,16500,00000000,Expense,,
DEFRA,EA,11-Aug-15,Professional Services Other,NW Nuclear Regulation Mgr,LGC Ltd,1372455,"42,931.50",Radioactivity in effluent monitoring for financial year 2015/16. Costs are rechargeable to the nuclear industry,TW11 0LY,,30366547,HOOP000055,Project,,
DEFRA,DEFRA,18/08/2015,Contractor - Management Cover,Chief Operating Officer DG,Merrick UK Ltd,000091,"43,004.40",PO 378906 WEYBRIDGE NCS TECHNICAL COORDINATION,80111,,,B0870000,Expense,,
DEFRA,EA,13-Aug-15,Construction,Field Services | Deputy Director National Recovery,Halcrow Group Ltd,1373096,"43,022.65",Project Manager secondment for Emergency Asset Inspections Project,W6 7EF,,30384994,HOOP000231,Project,,
DEFRA,DEFRA,10/08/2015,Evidence Non R&D,Policy Delivery DG,Department Of Energy and Climate Change,1100029436,"43,143.00",PO 377933 ZZ999 ADHOC PRODUCT,SW1A 2HD,SME,DFP,ADAPTASC,Expense,,
DEFRA,NE,27-Aug-15,"IT services, equipment & consumables",Strategy and Reform,Korec,HUN023337,"43,538.88",26 handheld GPS (Global Positioning System) devices for Coastal Access team,L22 6QB,SME,,,,,
DEFRA,EA,4-Aug-15,Construction,NW Capital WiP,JBA Bentley Ltd,1371282,"43,995.02",Town Beck Ulverston flood alleviation scheme to end May 2015,LS24 9HA,,30387943,IMNW000104,Project,,
DEFRA,APHA,24/08/2015,LVI Claims,Chief Operating Officer DG,XL FARMCARE MIDLANDS LTD~114213469,LVI168025,"44,600.79",Payment to veterinary practice for services provided in an official capacity on behalf of APHA,AMI8 - Payment in respect of LVI fees,ST15 8NA,SME,,00000000,Expense,
DEFRA,EA,13-Aug-15,Energy and Fuels,HO Business Finance,British Gas Business,1373201,"44,766.83",Electricity Bills for the Environment Agency South East Region.  Nov 2014,OX4 2JY,,30400270,,Administration,,
DEFRA,MMO,10/08/2015,Other Current Payments S,,The Scottish Government,86011277,"45,000.00",Electronic Recording support to the Fishing Industry April to June 2015,UK FMC AND UK SERVICE 01APRIL 2015 TO 30 JUNE,EH6 6QQ,,,00000000,Expense,
DEFRA,EA,6-Aug-15,Construction,SE KSL - FCRM Ops South | FM Operating Unit - Central and South East,OnSite Central Ltd,1371876,"45,071.88",CCTV Culvert inspections via remote camera | Romney,WR3 8TJ,,30319000,FRA12S057,Project,,
DEFRA,Cefas,6-Aug-15,Environmental Consultancy Services,Aquatic Health & Hygiene,SAMS Research Services Ltd,20079097,"45,232.00","Partnership arrangement with Scottish Association for Marine Science who provide analysis for potentially toxic phytoplankton for the Scottish biotoxin monitoring programme for shellfish, on behalf of Food Standards Scotland.   ",PA37 1SZ,STAN,,C5666,Environmental Consultancy Services,GB 828 9579 61,
DEFRA,DEFRA,10/08/2015,Evidence Non R&D,Policy Delivery DG,Department Of Energy and Climate Change,1100029439,"45,278.00",PO 377933 ZZ999 ADHOC PRODUCT JUN 2015,SW1A 2HD,SME,DFP,ADAPTASC,Expense,,
DEFRA,MMO,10/08/2015,Redfern Suspense,Central Finance Group,Redfern Travel Ltd,111338,"45,308.72",Marine Management Organisation Redfern travel bill for July 2015,MMO JULY 2015 BILL,BD1 3AZ,SME,,00000000,Asset,
DEFRA,NE,19-Aug-15,Grants & contributions,Finance and Governance,Keith Powell,1.80815E+12,"45,363.79","Flood defence works at Hammer Pond, Thursley - Part payment for Ground works",GU8 6NA,SME,,,,,
DEFRA,DEFRA,14/08/2015,Current Grants - Local Authorities,Policy Delivery DG,Devon County Council,050815,"45,554.00",PO 379373 GRANT DETERMINATION 2015/16,EX2 4QJ,,RT 0570,00000000,Expense,,
DEFRA,DEFRA,14/08/2015,Current Grants - Local Authorities,Policy Delivery DG,Dorset County Council,050815,"45,735.00",PO 379370 GRANT DETERMINATION 2015/16,DT1 1XJ,,RT 0575,00000000,Expense,,
DEFRA,EA,4-Aug-15,Construction,NE Capital WiP,Environmental Scientifics Group,1371548,"45,854.29",Mile Thorn Sidings and Wheatley Park Bank Site investigations,DE15 0XD,,30309583,IMNE790510,Project,,
DEFRA,EA,4-Aug-15,Construction,SW Capital WiP,BMM JV Ltd,1371285,"45,863.63",Perranporth flood alleviation scheme,GU15 3XW,,30395760,IMSW002058,Project,,
DEFRA,EA,18-Aug-15,Construction,AN Nthn - FCRM Ops (W&N),PG Wright,1374117,"46,095.60",Weed control by hand - Kettering area,PE12 9EA,,30246241,FRA01S193,Project,,
DEFRA,APHA,13/08/2015,Marketing,,N I A B,NI9904,"46,127.07",Contract Work  - Lot 5 July 2015,PO 125752 LOT 5 ROUTINE SERVICE & DELIVERY JULY 2015 PATHOLOGY,CB3 0LE,SME,,00000000,Expense,
DEFRA,APHA,26/08/2015,Carriage of goods,,Topspeed Couriers Limited,62147,"46,422.00",Collections from various laboratory locations (x 762) during May 2015,"PO 124117 & MULTIPLE PO, APHA INTERLAB COLLECTION JULY 2015",WA16 8XN,SME,,00000000,Expense,
DEFRA,EA,4-Aug-15,Construction,NW North-FCRM Ops,Capita Symonds Ltd,1371160,"46,675.80",Critical Bridges - Consultancy services,DL1 9HN,,30384993,RENW002203,Project,,
DEFRA,DEFRA,04/08/2015,Overhead Incidental Expenses,Chief Operating Officer DG,Cabinet Office,250012172,"46,905.60","PO 375671, CIVIL SERVICE PEOPLE SURVEY 2014",CF14 3UW,,,00000000,Expense,,
DEFRA,DEFRA,18/08/2015,Other Current Payments E,Policy Delivery DG,Cabi Bioscience (Egham),SI6351,"47,500.00",PO 350904 FIRST QUARTER PAYMENT 2015/16,TW20 9TY,SME,,INNWFDXX,Expense,,
DEFRA,EA,13-Aug-15,Clinical and Medical,NLS Operations Starcross,VWR International Ltd,1373072,"47,944.42",Laboratory consumables and chemicals,LE17 4XN,,30369245,,Administration,,
DEFRA,EA,4-Aug-15,Construction,Director of Finance,Turner & Townsend Project Management,1371595,"48,197.65",Planning support to assist delivery of Shared Services  Transformation programme,LS18 4CH,,30314194,BBXXX200013L02,Project,,
DEFRA,APHA,17/08/2015,VDP Services,Chief Operating Officer DG,XL FARMCARE SOUTH EAST LIMITED~178831566,SE072015A,"48,242.88",Providing services for the Veterinary Delivery Partnership Project,"PO 121380, BTB TESTS",ST15 8NA,SME,,00000000,Expense,
DEFRA,APHA,21/08/2015,Mobile Phones,Central Finance Group,Vodafone Ltd,76850640,"48,297.23",Payment of the July 2015 invoice to Vodafone. ,602147217 APHA JULY 2015 BILL,,,,00000000,Asset,
DEFRA,AHDB,07/08/2015,Invoice,,NIAB,NI9861,"48,672.58",R&D: Cereals & Oilseeds - Main ROL Trials contract H2015 - 3rd instalment,CB3 OLE,,,,,100132207,
Defra,RPA,5-Aug-15,IT Hardware Maintenance & Support,20862,Reliance High Tech Limited,SLINV00030171,"48,966.46",Advanced Invoice Period-15/05/15-31/03/16 IF1503-618,RG41 5RD,Supplier,PO101007,PRXL0100,Admin,GB340833571,
DEFRA,EA,6-Aug-15,Construction,NE Capital WiP,JBA Bentley Ltd,1372921,"49,276.04",Dutch River embankment repair Chantry Cottage June 2015,BD23 2QR,,30387943,IMNE790535,Project,,
DEFRA,EA,18-Aug-15,Construction,SW Capital WiP,Halcrow Group Ltd,1373116,"49,411.90",Consultancy Services - Exeter Flood Defence Scheme  June 2015,W6 7EF,,30384994,IMSW001349,Project,,
DEFRA,DEFRA,27/08/2015,Other Current Payments (Evidence R&D),Policy Delivery DG,University Of Reading,ERS-561459-52834,"49,636.66",AC0122 - Optimising the efficiency of dietary nitrogen use to reduce emissions and waste in dairy systems -  University of Reading - Aug 15,RG6 6AH,,,SFFS0005,Expense,,
DEFRA,MMO,20/08/2015,Other Current Payments E,,Underwoods Shellfish Ltd,FEF1443,"50,168.00",European Fisheries Fund grant payment,EFF,PL4 0LH,SME,,00000000,Expense,
DEFRA,EA,25-Aug-15,Construction,MI East- FCRM Ops South,Alliance Construction Solutions Ltd,1375423,"50,386.42","Main River Maintenance - Derby, Leics, Loughborough July 2015",CM20 9GY,,30385334,,Administration,,
DEFRA,EA,18-Aug-15,Construction,SE KSL - FCRM Ops South,Team Van Oord,1374135,"51,262.43",Asset Recovery Programme - emergency requirement to bring all of the damaged assets (as a result of the storms and floods) back up to standard (South East Region),BN5 9XQ,,30384997,RESE100166,Project,,
DEFRA,EA,4-Aug-15,Professional Services Other,NE Yorkshire Area AEM West Yorks,Acumen Waste Services Ltd,1371286,"51,285.12","Removal of waste materials from land off Scout Hill Road Dewsbury, following fire at Hinchcliffe waste site ",WV10 0DX,,,RENE000420,Project,,
DEFRA,EA,25-Aug-15,Construction,NE Capital WiP,JacksonHyder Ltd,1375614,"51,342.41",Flood reconditioning works Yorkshire,IP1 5LT,,30395082,IMNE790494,Project,,
DEFRA,APHA,21/08/2015,Agency temps - clerical,,Capita Business Services Ltd,LO10059421,"51,427.84",Cost of providing temporary staff for the Agency for the period ending 8th August 2015,FEES & EXPENSES INCLUDED WITHIN PERIOD ENDING 08.08.2015,SL6 1DP,,,00000000,Asset,
DEFRA,DEFRA,10/08/2015,Evidence Non R&D,Policy Delivery DG,Department Of Energy and Climate Change,1100029438,"51,484.00",PO 377933 ZZ999 ADHOC PRODUCT APR/MAY 2015,SW1A 2HD,SME,DFP,ADAPTASC,Expense,,
DEFRA,EA,6-Aug-15,Professional Services Other,NW Capital WiP,Amalgamated Construction Ltd,1371757,"51,698.92",Pennington Pumping Station,S75 1HT,,30408052,IMNW000997,Project,,
DEFRA,EA,4-Aug-15,ICT Commodities,CI SD Management MRA,Selex ES Ltd,1371345,"51,892.80",Government secure internet -  Gateway Support renewal,BS16 1EJ,,,,Administration,,
DEFRA,DEFRA,06/08/2015,Other Current Payments (Evidence R&D),Policy Delivery DG,Bangor University,30045181,"52,312.00",PO 376944 PROVISION OF SERVICES,LL57 2DG,,,00000000,Expense,,
DEFRA,DEFRA,25/08/2015,Other Current Payments (Evidence R&D) (Agency),"Strategy, International and Biosecurity DG",Animal and Plant Health Agency,ERS-561579-52889,"52,350.08",SE1960 - TSE Strategic Competencies - APHA  FY15/16,KT15 3NB,SME,EXEMPT,00000000,Expense,,
DEFRA,DEFRA,26/08/2015,Gas,Chief Operating Officer DG,Corona Energy,10381466,"52,745.56",SITE 281 GAS 01/07/2015 TO 01/08/2015 ,WD17 1JW,,,B2810000,Expense,,
DEFRA,MMO,20/08/2015,Other Current Payments E,,North Devon District Council,FEF1147,"53,208.67",European Fisheries Fund grant payment,EFF,EX31 3NP,,,00000000,Expense,
DEFRA,DEFRA,04/08/2015,Clearing Construction in Progress (I.T.),Chief Operating Officer DG,Specialist Computer Centres,OPM032102,"53,281.45",PO 378080 Kainos Sprint 43 - Programme cost,B11 2LE,SME,CAP 409,CAPDFA01,Asset,,
DEFRA,EA,11-Aug-15,ICT Systems,CI Solutions Delivery Management,Airbus Defence & Space,1372764,"53,460.00",Provision of monthly datashare loading and update service for Natural England 1st April 2015 to 31st March 2016,GU14 0NL,,,BBPDM20111L02,Project,,
