Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Supplier Type,Supplier Site Postcode,Transaction Number,Amount,PO Line Discription,Contract Number,Project code
,,13/01/2014,Additions PDC Capital Support NHS FT Permenant,DG: Central Technical,BLACK COUNTRY PARTNERSHIP NHS FOUNDATION TRUST,PUBLIC,B70 8NY,HAFS-16329,250000,,,
,,13/01/2014,Additions PDC Capital Support NHS FT Permenant,DG: Central Technical,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,PUBLIC,DL3 6HX,HAFS-16330,170000,,,
,,13/01/2014,Additions PDC Capital Support NHS T Permenant,DG: Central Technical,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,PUBLIC,NN1 5BD,HAFS-16331,539000,,,
,,13/01/2014,Additions PDC Capital Support NHS FT Permenant,DG: Central Technical,ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST,PUBLIC,DN4 8QN,HAFS-16332,100000,,,
,,13/01/2014,Additions PDC Capital Support NHS FT Permenant,DG: Central Technical,SOMERSET PARTNERSHIP NHS FOUNDATION TRUST,PUBLIC,TA6 5YA,HAFS-16333,11000000,,,
,,13/01/2014,Additions PDC Capital Support NHS FT Permenant,DG: Central Technical,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,PUBLIC,BA21 4AT,HAFS-16334,130000,,,
,,13/01/2014,Additions PDC Capital Support NHS FT Permenant,DG: Central Technical,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,PUBLIC,PE3 6DA,HAFS-16335,1200000,,,
,,13/01/2014,Additions FT Financing Facility Loans,DG: Central Technical,WEST SUFFOLK NHS FOUNDATION TRUST,PUBLIC,IP33 3QZ,HAFS-16336,1500000,,,
,,13/01/2014,Provisions cash payment,DG: PHD,SKIPTON FUND LTD,VCS,SW1H 0QS,05/13-14,558709.44,Skipton Fund funding,,
,,13/01/2014,Service charge,DG: GOAD,DST OUTPUT LTD,LARGE,NG17 5FB,183287,65638.05,Revenue: Extension of existing contract - Has been agreed  at BAF - this part refers to Mailhouse Printing and Distribution and Processing costs,,
,,13/01/2014,Research & development,DG: RDD,ECONOMIC AND SOCIAL RESEARCH COUNCIL (ESRC),PUBLIC,SN2 1UJ,ERS-511927-84941,100000,PROJECTS,,
,,13/01/2014,Research & development,DG: RDD,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,PUBLIC,WC1E 7HT,ERS-511929-84944,54396,School for Public Health,,
,,14/01/2014,Research & development,DG: RDD,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,PUBLIC,B15 2PR,ERS-511935-85025,78283,Comprehensive Networks,,
,,14/01/2014,Research & development,DG: RDD,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,PUBLIC,B15 2PR,ERS-511935-85025,2026587,Comprehensive Networks,,
,,14/01/2014,Research & development,DG: RDD,BARTS HEALTH NHS TRUST,PUBLIC,E1 8PR,ERS-511936-85070,5073095,Comprehensive Networks,,
,,14/01/2014,Research & development,DG: RDD,BARTS HEALTH NHS TRUST,PUBLIC,E1 8PR,ERS-511936-85070,98538,Comprehensive Networks,,
,,14/01/2014,Research & development,DG: RDD,ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST,PUBLIC,L7 8XP,ERS-511937-85022,2364082,Comprehensive Networks,,
,,14/01/2014,Research & development,DG: RDD,ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST,PUBLIC,L7 8XP,ERS-511937-85022,44569,Comprehensive Networks,,
,,14/01/2014,Research & development,DG: RDD,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,PUBLIC,TS4 3BW,ERS-511938-85038,837872,Comprehensive Networks,,
,,14/01/2014,Research & development,DG: RDD,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,PUBLIC,TS4 3BW,ERS-511938-85038,18731,Comprehensive Networks,,
,,14/01/2014,Research & development,DG: RDD,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,PR7 1GZ,ERS-511939-85061,1373987,Comprehensive Networks,,
,,14/01/2014,Research & development,DG: RDD,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,PR7 1GZ,ERS-511939-85061,18819,Comprehensive Networks,,
,,14/01/2014,Research & development,DG: RDD,BARTS HEALTH NHS TRUST,PUBLIC,E1 8PR,ERS-511941-85071,1648253,Comprehensive Networks,,
,,14/01/2014,Research & development,DG: RDD,BARTS HEALTH NHS TRUST,PUBLIC,E1 8PR,ERS-511941-85071,31336,Comprehensive Networks,,
,,14/01/2014,Research & development,DG: RDD,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,PUBLIC,M23 9LT,ERS-511942-85015,10569,Comprehensive Networks,,
,,14/01/2014,Research & development,DG: RDD,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,PUBLIC,M23 9LT,ERS-511942-85015,3441839,Comprehensive Networks,,
,,14/01/2014,Research & development,DG: RDD,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,PUBLIC,SO52 9AB,ERS-511943-84999,2516787,Comprehensive Networks,,
,,14/01/2014,Research & development,DG: RDD,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,PUBLIC,SO52 9AB,ERS-511943-84999,41343,Comprehensive Networks,,
,,14/01/2014,Research & development,DG: RDD,MAIDSTONE & TUNBRIDGE WELLS NHS TRUST,PUBLIC,ME16 9QQ,ERS-511944-85053,835042,Comprehensive Networks,,
,,14/01/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,PUBLIC,LE5 4QF,ERS-511945-85049,1529355,Comprehensive Networks,,
,,14/01/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,PUBLIC,LE5 4QF,ERS-511945-85049,29410,Comprehensive Networks,,
,,14/01/2014,Research & development,DG: RDD,NORTH WEST LONDON HOSPITALS NHS TRUST,PUBLIC,HA1 3UJ,ERS-511946-85042,2631284,Comprehensive Networks,,
,,14/01/2014,Research & development,DG: RDD,NORTH WEST LONDON HOSPITALS NHS TRUST,PUBLIC,HA1 3UJ,ERS-511946-85042,53789,Comprehensive Networks,,
,,14/01/2014,Research & development,DG: RDD,GUYS AND ST THOMAS NHS FOUNDATION TRUST,PUBLIC,SE1 9RT,ERS-511947-85004,4285030,Comprehensive Networks,,
,,14/01/2014,Research & development,DG: RDD,GUYS AND ST THOMAS NHS FOUNDATION TRUST,PUBLIC,SE1 9RT,ERS-511947-85004,95844,Comprehensive Networks,,
,,14/01/2014,Research & development,DG: RDD,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,PUBLIC,NR4 7UY,ERS-511948-85013,22320,Comprehensive Networks,,
,,14/01/2014,Research & development,DG: RDD,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,PUBLIC,NR4 7UY,ERS-511948-85013,1350443,Comprehensive Networks,,
,,14/01/2014,Research & development,DG: RDD,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,PUBLIC,YO30 4RY,ERS-511949-84987,1468284,Comprehensive Networks,,
,,14/01/2014,Research & development,DG: RDD,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,PUBLIC,NE7 7DN,ERS-511950-85030,2234906,Comprehensive Networks,,
,,14/01/2014,Research & development,DG: RDD,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,PUBLIC,NE7 7DN,ERS-511950-85030,43030,Comprehensive Networks,,
,,14/01/2014,Research & development,DG: RDD,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,PUBLIC,EX2 5DW,ERS-511951-84993,1858988,Comprehensive Networks,,
,,14/01/2014,Research & development,DG: RDD,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,PUBLIC,EX2 5DW,ERS-511951-84993,34484,Comprehensive Networks,,
,,14/01/2014,Research & development,DG: RDD,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,S5 7AU,ERS-511952-85002,1306786,Comprehensive Networks,,
,,14/01/2014,Research & development,DG: RDD,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,S5 7AU,ERS-511952-85002,27061,Comprehensive Networks,,
,,14/01/2014,Research & development,DG: RDD,WESTERN SUSSEX NHS FOUNDATION TRUST,PUBLIC,PO19 6SE,ERS-511953-85068,1858470,Comprehensive Networks,,
,,14/01/2014,Research & development,DG: RDD,OXFORD UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,OX3 7HE,ERS-511954-85034,2678664,Comprehensive Networks,,
,,14/01/2014,Research & development,DG: RDD,OXFORD UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,OX3 7HE,ERS-511954-85034,6543,Comprehensive Networks,,
,,14/01/2014,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,NG7 2UK,ERS-511955-85055,36859,Comprehensive Networks,,
,,14/01/2014,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,NG7 2UK,ERS-511955-85055,2758668,Comprehensive Networks,,
,,14/01/2014,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,CB2 2QQ,ERS-511956-84989,1939253,Comprehensive Networks,,
,,14/01/2014,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,CB2 2QQ,ERS-511956-84989,44119,Comprehensive Networks,,
,,14/01/2014,Research & development,DG: RDD,NORTH STAFFORDSHIRE COMBINED HEALTHCARE NHS TRUST,PUBLIC,ST2 8LD,ERS-511957-85010,1911173,Comprehensive Networks,,
,,14/01/2014,Research & development,DG: RDD,NORTH STAFFORDSHIRE COMBINED HEALTHCARE NHS TRUST,PUBLIC,ST2 8LD,ERS-511957-85010,29405,Comprehensive Networks,,
,,14/01/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS COVENTRY & WARWICKSHIRE NHS TRUST,PUBLIC,CV2 2DX,ERS-511958-85007,1260839,Comprehensive Networks,,
,,14/01/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS COVENTRY & WARWICKSHIRE NHS TRUST,PUBLIC,CV2 2DX,ERS-511958-85007,29967,Comprehensive Networks,,
,,14/01/2014,Research & development,DG: RDD,LEEDS TEACHING HOSPITAL NHS TRUST,PUBLIC,LS9 7TF,ERS-511959-85023,2697503,Comprehensive Networks,,
,,14/01/2014,Research & development,DG: RDD,LEEDS TEACHING HOSPITAL NHS TRUST,PUBLIC,LS9 7TF,ERS-511959-85023,60339,Comprehensive Networks,,
,,14/01/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,PUBLIC,BS99 1YF,ERS-511960-84982,4125942,Comprehensive Networks,,
,,14/01/2014,Research & development,DG: RDD,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,PUBLIC,SO52 9AB,ERS-511965-85000,29254,CANCER NETWORKS,,
,,14/01/2014,Research & development,DG: RDD,THE CHRISTIE NHS FOUNDATION TRUST,PUBLIC,M20 4BX,ERS-511968-84986,42961,CANCER NETWORKS,,
,,14/01/2014,Research & development,DG: RDD,THE ROYAL WOLVERHAMPTON NHS TRUST,PUBLIC,WV10 0QP,ERS-511969-85009,63044,CANCER NETWORKS,,
,,14/01/2014,Research & development,DG: RDD,THE ROYAL WOLVERHAMPTON NHS TRUST,PUBLIC,WV10 0QP,ERS-511969-85009,30425,CANCER NETWORKS,,
,,14/01/2014,Research & development,DG: RDD,CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,PUBLIC,CH63 4JY,ERS-511974-84988,27380,CANCER NETWORKS,,
,,14/01/2014,Research & development,DG: RDD,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,PUBLIC,NE7 7DN,ERS-511979-85031,25743,CANCER NETWORKS,,
,,14/01/2014,Research & development,DG: RDD,THE ROYAL MARSDEN NHS FOUNDATION TRUST,PUBLIC,SM2  5PT,ERS-511985-85020,25519,CANCER NETWORKS,,
,,14/01/2014,Research & development,DG: RDD,ROYAL SURREY COUNTY NHS FOUNDATION TRUST,PUBLIC,GU2 7XX,ERS-511986-84981,63044,CANCER NETWORKS,,
,,14/01/2014,Research & development,DG: RDD,ROYAL SURREY COUNTY NHS FOUNDATION TRUST,PUBLIC,GU2 7XX,ERS-511986-84981,15215,CANCER NETWORKS,,
,,14/01/2014,Research & development,DG: RDD,OXFORD UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,OX3 7HE,ERS-511988-85035,34957,CANCER NETWORKS,,
,,14/01/2014,Research & development,DG: RDD,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,PUBLIC,W12 0HS,ERS-511991-85064,63044,CANCER NETWORKS,,
,,14/01/2014,Research & development,DG: RDD,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,PUBLIC,W12 0HS,ERS-511991-85064,26915,CANCER NETWORKS,,
,,14/01/2014,Research & development,DG: RDD,LEEDS TEACHING HOSPITAL NHS TRUST,PUBLIC,LS9 7TF,ERS-511992-85024,31593,CANCER NETWORKS,,
,,14/01/2014,Research & development,DG: RDD,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,PUBLIC,EX2 5DW,ERS-512006-84995,27367,DIABETES NETWORKS,,
,,14/01/2014,Research & development,DG: RDD,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,M13 0JR,ERS-512010-85046,20001,Research Capability Funding,,
,,14/01/2014,Research & development,DG: RDD,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,M13 0JR,ERS-512010-85046,63044,Research Capability Funding,,
,,14/01/2014,Research & development,DG: RDD,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,PUBLIC,WC1N 3JH,ERS-512011-85019,25648,MEDS FOR CH'REN N'WORKS,,
,,14/01/2014,Provisions cash payment,DG: ERD,NHS INJURY BENEFITS SCHEME,PUBLIC,FY7 8LG,ERS-512039-85077,4062207.74,"Injury Allowance Recharge Payment, Jan 2014",,
,,14/01/2014,Research & development,DG: RDD,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,PUBLIC,L12 2AP,ERS-512049-85083,20775,Research Capability Funding,,
,,14/01/2014,Research & development,DG: RDD,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,PUBLIC,L12 2AP,ERS-512049-85083,36364,CRFs - CRII,,
,,14/01/2014,Research & development,DG: RDD,BARTS HEALTH NHS TRUST,PUBLIC,E1 8PR,ERS-512051-85133,109290,Biomedical Units,,
,,14/01/2014,Research & development,DG: RDD,BARTS HEALTH NHS TRUST,PUBLIC,E1 8PR,ERS-512051-85133,145927,Research Capability Funding,,
,,14/01/2014,Research & development,DG: RDD,BARTS HEALTH NHS TRUST,PUBLIC,E1 8PR,ERS-512051-85133,83329,CLAHRCs,,
,,14/01/2014,Research & development,DG: RDD,BIRMINGHAM COMMUNITY HEALTHCARE NHS TRUST RYW,PUBLIC,B13 8JL,ERS-512052-85132,33863,Research Capability Funding,,
,,14/01/2014,Research & development,DG: RDD,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,WF3 1WE,ERS-512054-85082,40079,Research Capability Funding,,
,,14/01/2014,Research & development,DG: RDD,BRIGHTON & SUSSEX UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,BN2 3EW,ERS-512055-85118,38525,Research Capability Funding,,
,,14/01/2014,Research & development,DG: RDD,BRIGHTON & SUSSEX UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,BN2 3EW,ERS-512055-85118,54545,CRFs - CRII,,
,,14/01/2014,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,CB2 2QQ,ERS-512056-85086,464108,Research Capability Funding,,
,,14/01/2014,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,CB2 2QQ,ERS-512056-85086,2022412,Bio-Medical Centres,,
,,14/01/2014,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,CB2 2QQ,ERS-512056-85086,83333,Bio-Medical Centres,,
,,14/01/2014,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,CB2 2QQ,ERS-512056-85086,197255,CRFs - CRII,,
,,14/01/2014,Research & development,DG: RDD,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,PUBLIC,CB1 5EE,ERS-512058-85107,166600,CLAHRCs,,
,,14/01/2014,Research & development,DG: RDD,CAMDEN AND ISLINGTON NHS FOUNDATION TRUST,PUBLIC,NW1 0PE,ERS-512059-85130,59767,Research Capability Funding,,
,,14/01/2014,Research & development,DG: RDD,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,M13 0JR,ERS-512060-85115,100000,CRFs - CRII,,
,,14/01/2014,Research & development,DG: RDD,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,M13 0JR,ERS-512060-85115,91667,Biomedical Units,,
,,14/01/2014,Research & development,DG: RDD,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,M13 0JR,ERS-512060-85115,97231,Research Capability Funding,,
,,14/01/2014,Research & development,DG: RDD,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,PUBLIC,SW10 9NH,ERS-512061-85102,39089,Research Capability Funding,,
,,14/01/2014,Research & development,DG: RDD,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,PUBLIC,SW10 9NH,ERS-512061-85102,164417,CLAHRCs,,
,,14/01/2014,Research & development,DG: RDD,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,PUBLIC,WC1N 3JH,ERS-512063-85098,164591,Research Capability Funding,,
,,14/01/2014,Research & development,DG: RDD,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,PUBLIC,WC1N 3JH,ERS-512063-85098,642690,Bio-Medical Centres,,
,,14/01/2014,Research & development,DG: RDD,GUYS AND ST THOMAS NHS FOUNDATION TRUST,PUBLIC,SE1 9RT,ERS-512064-85091,271724,Research Capability Funding,,
,,14/01/2014,Research & development,DG: RDD,GUYS AND ST THOMAS NHS FOUNDATION TRUST,PUBLIC,SE1 9RT,ERS-512064-85091,1036674,Bio-Medical Centres,,
,,14/01/2014,Research & development,DG: RDD,GUYS AND ST THOMAS NHS FOUNDATION TRUST,PUBLIC,SE1 9RT,ERS-512064-85091,102604,CRFs - CRII,,
,,14/01/2014,Research & development,DG: RDD,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,PUBLIC,E9 6ZZ,ERS-512065-85103,55632,Cooksey Patient Care,,
,,14/01/2014,Research & development,DG: RDD,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,PUBLIC,W12 0HS,ERS-512066-85120,1934031,Bio-Medical Centres,,
,,14/01/2014,Research & development,DG: RDD,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,PUBLIC,W12 0HS,ERS-512066-85120,486503,Research Capability Funding,,
,,14/01/2014,Research & development,DG: RDD,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,PUBLIC,W12 0HS,ERS-512066-85120,197929,CRFs - CRII,,
,,14/01/2014,Research & development,DG: RDD,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,PUBLIC,SE5 9RS,ERS-512067-85092,54003,Research Capability Funding,,
,,14/01/2014,Research & development,DG: RDD,LEEDS TEACHING HOSPITAL NHS TRUST,PUBLIC,LS9 7TF,ERS-512072-85104,130544,Research Capability Funding,,
,,14/01/2014,Research & development,DG: RDD,LEEDS TEACHING HOSPITAL NHS TRUST,PUBLIC,LS9 7TF,ERS-512072-85104,112276,Biomedical Units,,
,,14/01/2014,Research & development,DG: RDD,LEEDS TEACHING HOSPITAL NHS TRUST,PUBLIC,LS9 7TF,ERS-512072-85104,510,CRFs - CRII,,
,,14/01/2014,Research & development,DG: RDD,MANCHESTER MENTAL HEALTH & SOCIAL CARE TRUST,PUBLIC,M21 9UN,ERS-512073-85129,60217,Research Capability Funding,,
,,14/01/2014,Research & development,DG: RDD,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,PUBLIC,EC1V 2PD,ERS-512074-85099,98109,CRFs - CRII,,
,,14/01/2014,Research & development,DG: RDD,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,PUBLIC,EC1V 2PD,ERS-512074-85099,503767,Bio-Medical Centres,,
,,14/01/2014,Research & development,DG: RDD,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,PUBLIC,EC1V 2PD,ERS-512074-85099,114355,Cooksey Patient Care,,
,,14/01/2014,Research & development,DG: RDD,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,PUBLIC,EC1V 2PD,ERS-512074-85099,89481,Research Capability Funding,,
,,14/01/2014,Research & development,DG: RDD,NHS BLOOD AND TRANSPLANT (NHSBT),PUBLIC,LS15 7TW,ERS-512076-85128,107347,Research Capability Funding,,
,,14/01/2014,Research & development,DG: RDD,NHS BLOOD AND TRANSPLANT (NHSBT),PUBLIC,LS15 7TW,ERS-512076-85128,153676,Cooksey Patient Care,,
,,14/01/2014,Research & development,DG: RDD,NHS Cambridgeshire and Peterborough CCG 06H,PUBLIC,CB2 8FH,ERS-512077-85134,44160,Research Capability Funding,,
,,14/01/2014,Research & development,DG: RDD,NHS LIVERPOOL CCG,PUBLIC,L1 4AZ,ERS-512078-85135,83331,CLAHRCs,,
,,14/01/2014,Research & development,DG: RDD,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,PUBLIC,NR4 7UY,ERS-512080-85094,49392,Research Capability Funding,,
,,14/01/2014,Research & development,DG: RDD,NORTH BRISTOL NHS TRUST,PUBLIC,BS1 2NP,ERS-512081-85114,56443,Research Capability Funding,,
,,14/01/2014,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,NG7 2UK,ERS-512083-85117,119900,Research Capability Funding,,
,,14/01/2014,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,NG7 2UK,ERS-512083-85117,104288,Biomedical Units,,
,,14/01/2014,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,NG7 2UK,ERS-512083-85117,121090,Biomedical Units,,
,,14/01/2014,Research & development,DG: RDD,NOTTINGHAMSHIRE HEALTHCARE NHS TRUST,PUBLIC,NG3 6AA,ERS-512084-85088,109504,CLAHRCs,,
,,14/01/2014,Research & development,DG: RDD,NOTTINGHAMSHIRE HEALTHCARE NHS TRUST,PUBLIC,NG3 6AA,ERS-512084-85088,70012,Research Capability Funding,,
,,14/01/2014,Research & development,DG: RDD,OXFORD HEALTH NHS FOUNDATION TRUST,PUBLIC,OX4 2GX,ERS-512085-85097,85037,Research Capability Funding,,
,,14/01/2014,Research & development,DG: RDD,OXFORD HEALTH NHS FOUNDATION TRUST,PUBLIC,OX4 2GX,ERS-512085-85097,83300,CLAHRCs,,
,,14/01/2014,Research & development,DG: RDD,OXFORD UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,OX3 7HE,ERS-512087-85110,451391,Research Capability Funding,,
,,14/01/2014,Research & development,DG: RDD,OXFORD UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,OX3 7HE,ERS-512087-85110,186635,Biomedical Units,,
,,14/01/2014,Research & development,DG: RDD,OXFORD UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,OX3 7HE,ERS-512087-85110,1827443,Bio-Medical Centres,,
,,14/01/2014,Research & development,DG: RDD,OXFORD UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,OX3 7HE,ERS-512087-85110,67969,CRFs - CRII,,
,,14/01/2014,Research & development,DG: RDD,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,PUBLIC,UB9 6JH,ERS-512088-85108,249445,Biomedical Units,,
,,14/01/2014,Research & development,DG: RDD,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,PUBLIC,UB9 6JH,ERS-512088-85108,172062,Biomedical Units,,
,,14/01/2014,Research & development,DG: RDD,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,PUBLIC,UB9 6JH,ERS-512088-85108,113386,Research Capability Funding,,
,,14/01/2014,Research & development,DG: RDD,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,PUBLIC,EX2 5DW,ERS-512089-85087,464499.75,Rus - Regional Design Service,,
,,14/01/2014,Research & development,DG: RDD,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,PUBLIC,EX2 5DW,ERS-512089-85087,163800,CLAHRCs,,
,,14/01/2014,Research & development,DG: RDD,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,PUBLIC,EX2 5DW,ERS-512089-85087,104333,CRFs - CRII,,
,,14/01/2014,Research & development,DG: RDD,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,PUBLIC,EX2 5DW,ERS-512089-85087,72438,Research Capability Funding,,
,,14/01/2014,Research & development,DG: RDD,ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST,PUBLIC,L7 8XP,ERS-512090-85101,44709,Research Capability Funding,,
,,14/01/2014,Research & development,DG: RDD,ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST,PUBLIC,L7 8XP,ERS-512090-85101,109384,Biomedical Units,,
,,14/01/2014,Research & development,DG: RDD,SALFORD ROYAL NHS FOUNDATION TRUST,PUBLIC,M6 8HD,ERS-512091-85096,60343.75,Research Capability Funding,,
,,14/01/2014,Research & development,DG: RDD,SALFORD ROYAL NHS FOUNDATION TRUST,PUBLIC,M6 8HD,ERS-512091-85096,155460,CLAHRCs,,
,,14/01/2014,Research & development,DG: RDD,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,S5 7AU,ERS-512092-85090,107065,Research Capability Funding,,
,,14/01/2014,Research & development,DG: RDD,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,S5 7AU,ERS-512092-85090,51383,CRFs - CRII,,
,,14/01/2014,Research & development,DG: RDD,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,S5 7AU,ERS-512092-85090,163813,CLAHRCs,,
,,14/01/2014,Research & development,DG: RDD,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,PUBLIC,BR3 3BX,ERS-512094-85112,86151,CRFs - CRII,,
,,14/01/2014,Research & development,DG: RDD,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,PUBLIC,BR3 3BX,ERS-512094-85112,83333,Bio-Medical Centres,,
,,14/01/2014,Research & development,DG: RDD,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,PUBLIC,BR3 3BX,ERS-512094-85112,942482,Bio-Medical Centres,,
,,14/01/2014,Research & development,DG: RDD,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,PUBLIC,BR3 3BX,ERS-512094-85112,332814,Research Capability Funding,,
