Organisation,,Partnerships for Schools,,,,,,
Submitted By,,Management Accountant,,,,,,
Spend Tolerance,,"£25,000",,,,,,
Month,,01.02.2012 to 29.02.2012,,,,,,
Department family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount Including VAT,VAT Registration Number
DfE,PfS,20/02/2012,Capital Grant,Schools Capital and Revenue Grants,NEWMAN SCHOOL GOVERNORS ACCOUNT,424713,181800.00,
DfE,PfS,20/02/2012,Capital Grant,Schools Capital and Revenue Grants,CLIFTON CATHOLIC DIOCESAN TRUSTEES REGISTERED,424715,41076.17,
DfE,PfS,20/02/2012,Capital Grant,Schools Capital and Revenue Grants,GUILDFORD DIOCESAN BOARD OF FINANCE SCHO,424717,100970.01,
DfE,PfS,20/02/2012,Capital Grant,Schools Capital and Revenue Grants,ROMAN CATHOLIC DIOCESE HEXHAM AND NEWCASTLE,424719,41123.95,
DfE,PfS,20/02/2012,Capital Grant,Schools Capital and Revenue Grants,WAKEFIELD DIOCESAN COUNCIL OF EDUCATION,424721,66630.16,
DfE,PfS,20/02/2012,Capital Grant,Schools Capital and Revenue Grants,LIVERPOOL ARCHDIOCESIAN SCHOOL REPAIR ACCOUNT,424723,345420.39,
DfE,PfS,20/02/2012,Capital Grant,Schools Capital and Revenue Grants,ARCHDIOCESE OF LIVERPOOL SCHOOL CAPITAL ACCOUNT NO 5,424725,131197.80,
DfE,PfS,20/02/2012,Capital Grant,Schools Capital and Revenue Grants,SOUTHWARK DIOCESAN BOARD OF EDUCATION NO.4 ACCOUNT,424729,132284.21,
DfE,PfS,20/02/2012,Capital Grant,Schools Capital and Revenue Grants,SHREWSBURY DIOCESAN SCHOOLS ACCOUNT,424731,74387.33,
DfE,PfS,20/02/2012,Capital Grant,Schools Capital and Revenue Grants,TRURO DIOCESAN BOARD OF FINANCE - DEVOLVED FORMULA CAPITAL CAPITAL ACCOUNT,424735,76547.72,
DfE,PfS,20/02/2012,Capital Grant,Schools Capital and Revenue Grants,SALFORD ROMAN CATHOLIC DIOCESE DEVOLVED FORMULA CAPITAL 1 ACCOUNT,424739,161134.74,
DfE,PfS,20/02/2012,Capital Grant,Schools Capital and Revenue Grants,WESTMINSTER ROMAN CATHOLIC DIOCESE TRUST SCHOOL BUILDING FUND PROJECTS,424751,49381.17,
DfE,PfS,20/02/2012,Capital Grant,Schools Capital and Revenue Grants,HOLY TRINITY CE PRIMARY SCHOOL GOVERNORS FUND,424755,40323.83,
DfE,PfS,20/02/2012,Capital Grant,Schools Capital and Revenue Grants,EDUCATIONAL DEVELOPMENT LTD - SCHOOLS ACCOUNT,424757,80893.36,
DfE,PfS,20/02/2012,Capital Grant,Schools Capital and Revenue Grants,ST PETER'S CHURCH SCHOOL AND SPECIALIST SCIENCE,424759,31709.19,
DfE,PfS,20/02/2012,Capital Grant,Schools Capital and Revenue Grants,NEWCASTLE DICESE FOR DURHAM SCHOOLS ACCOUNT,424761,69916.99,
DfE,PfS,20/02/2012,Capital Grant,Schools Capital and Revenue Grants,MANCHESTER DIOCESAN BOARD OF EDUCATION,424765,92705.08,
DfE,PfS,20/02/2012,Capital Grant,Schools Capital and Revenue Grants,LINCOLN DIOCESEN TRUSTESS BOARD OF FINANCE LTD,424767,63000.00,
DfE,PfS,20/02/2012,Capital Grant,Schools Capital and Revenue Grants,TRUSTEES OF THE DIOCESE OF LEEDS,424773,238129.39,
DfE,PfS,20/02/2012,Capital Grant,Schools Capital and Revenue Grants,ST ALBANS DIOCESAN BOARD OF FINANCE,424775,172001.14,
DfE,PfS,20/02/2012,Capital Grant,Schools Capital and Revenue Grants,LICHFIELD DIOCESAN EDUCATION COUNCIL BARCHESTER,424777,34313.94,
DfE,PfS,20/02/2012,ICT - Capital Programme,Free School Capital Costs,STOUR VALLEY COMMUNITY SCHOOL,424779,288456.59,
DfE,PfS,20/02/2012,VAT Debtor - Academy Trusts,Free School Capital Costs,STOUR VALLEY COMMUNITY SCHOOL,424779,57691.30,
DfE,PfS,20/02/2012,Building Work - Capital Programme,Free School Capital Costs,CFBT SCHOOLS TRUST,424783,86380.90,
DfE,PfS,20/02/2012,VAT Debtor - Academy Trusts,Free School Capital Costs,CFBT SCHOOLS TRUST,424783,17276.18,
DfE,PfS,20/02/2012,Technical Costs - Capital,Director Academies,GLEEDS,425063,53774.40,
DfE,PfS,20/02/2012,Legacy PFI Advice - Priority School Building Programme,Central & West Director,EC HARRIS,425091,173162.40,
DfE,PfS,20/02/2012,Contracted Staff,Director of Corporate Resources,SHARE IDEAS,425093,44400.00,
DfE,PfS,20/02/2012,Capital Grant,Schools Capital and Revenue Grants,TRUSTEES OF THE DIOCESE OF LEEDS,425601,39600.53,
DfE,PfS,20/02/2012,Capital Grant,Schools Capital and Revenue Grants,HEREFORD DIOCESAN BOARD OF FINANCE,425603,68299.65,
DfE,PfS,20/02/2012,Capital Grant,Schools Capital and Revenue Grants,DIOCESAN (BARCHESTER) SCHEME,425609,178495.08,
DfE,PfS,20/02/2012,Capital Grant,Schools Capital and Revenue Grants,ROMAN CATHOLIC ARCHDIOCESE OF SOUTHWARK,425611,132991.77,
DfE,PfS,20/02/2012,Capital Grant,Schools Capital and Revenue Grants,BLACKBURN DIOCESAN BOARD OF EDUCATION BARCHESTER,425613,211680.70,
DfE,PfS,20/02/2012,Capital Grant,Schools Capital and Revenue Grants,LONDON DIOCESAN BOARD FOR SCHOOLS ACCOUNT,425615,101948.36,
DfE,PfS,20/02/2012,Capital Grant,Schools Capital and Revenue Grants,EXETER DIOCESAN BOARD OF FINANCE CHURCH,425617,128415.61,
DfE,PfS,20/02/2012,Capital Grant,Schools Capital and Revenue Grants,GUILDFORD DIOCESAN BOARD OF FINANCE SCHO,425623,104225.70,
DfE,PfS,20/02/2012,Capital Grant,Schools Capital and Revenue Grants,ROMAN CATHOLIC DIOCESE HEXHAM AND NEWCASTLE,425625,223569.72,
DfE,PfS,20/02/2012,Capital Grant,Schools Capital and Revenue Grants,BIRMINGHAM ROMAN CATHOLIC DIOCESAN TRUSTEES REGISTERED DEVOLVED,425629,298329.70,
DfE,PfS,20/02/2012,Capital Grant,Schools Capital and Revenue Grants,LIVERPOOL ARCHDIOCESIAN SCHOOL REPAIR ACCOUNT,425631,191259.12,
DfE,PfS,20/02/2012,Capital Grant,Schools Capital and Revenue Grants,ARCHDIOCESE OF LIVERPOOL SCHOOL CAPITAL ACCOUNT NO 5,425633,72879.60,
DfE,PfS,20/02/2012,Capital Grant,Schools Capital and Revenue Grants,SOUTHWARK DIOCESAN BOARD OF EDUCATION INC NO 3 ACCOUNT,425635,41818.54,
DfE,PfS,20/02/2012,Capital Grant,Schools Capital and Revenue Grants,PORTSMOUTH ROMAN CATHOLIC DIOCESE TRUSTEES REGISTERED READING ENG MARTYRS SCHOOL SMALL PRO,425639,44456.62,
DfE,PfS,20/02/2012,Capital Grant,Schools Capital and Revenue Grants,ARCHDIOCESE OF LIVERPOOL SCHOOL CAPITAL ACCOUNT NO 7.,425641,43614.53,
DfE,PfS,20/02/2012,Capital Grant,Schools Capital and Revenue Grants,PORTSMOUTH ROMAN CATHOLIC DIOCESE TRUSTEES REGISTERED PORTSMOUTH ST EDMUNDS ROOF PROJ,425643,74252.66,
DfE,PfS,20/02/2012,Capital Grant,Schools Capital and Revenue Grants,LANCASTER SCHOOL BUILDING FUND ACCOUNT,425645,48551.41,
DfE,PfS,20/02/2012,Capital Grant,Schools Capital and Revenue Grants,SOUTHWARK DIOCESAN BOARD OF EDUCATION NO.4 ACCOUNT,425647,303749.83,
DfE,PfS,20/02/2012,Capital Grant,Schools Capital and Revenue Grants,SHREWSBURY DIOCESAN SCHOOLS ACCOUNT,425649,64650.13,
DfE,PfS,20/02/2012,Capital Grant,Schools Capital and Revenue Grants,PRC DTR THATCHAM ST FINIANS SCHOOL,425651,490050.00,
DfE,PfS,20/02/2012,Capital Grant,Schools Capital and Revenue Grants,NOTTINGHAM EDUCATION SERVICE SCHOOL CAPITAL ACCOUNT,425653,76187.40,
DfE,PfS,20/02/2012,Capital Grant,Schools Capital and Revenue Grants,SALFORD ROMAN CATHOLIC DIOCESE DEVOLVED FORMULA CAPITAL 1 ACCOUNT,425657,790548.91,
DfE,PfS,20/02/2012,Capital Grant,Schools Capital and Revenue Grants,GUMLEY HOUSE CONVENT CAPITAL FUND ACCOUNT,425661,26272.69,
DfE,PfS,20/02/2012,Capital Grant,Schools Capital and Revenue Grants,LONDON BOROUGH OF LEWISHAM - ORCHARD SCHOOL,425665,63055.75,
DfE,PfS,20/02/2012,Capital Grant,Schools Capital and Revenue Grants,WESTMINSTER ROMAN CATHOLIC DIOCESE TRUST SCHOOL BUILDING FUND PROJECTS,425667,157446.97,
DfE,PfS,20/02/2012,Capital Grant,Schools Capital and Revenue Grants,JEWISH FREE SCHOOL GENERAL CHARITABLE TRUST NO2 ACCOUNT,425669,31500.00,
DfE,PfS,20/02/2012,Capital Grant,Schools Capital and Revenue Grants,PORTSMOUTH ROMAN CATHOLIC DIOCESE TRUSTEES REGISTERED CHRIST CHURCH ST JOSEPHS SCHOOL,425671,63012.80,
DfE,PfS,20/02/2012,Capital Grant,Schools Capital and Revenue Grants,CHESTER DIOCESAN BOARD OF EDUCATION,425677,32975.06,
DfE,PfS,20/02/2012,Capital Grant,Schools Capital and Revenue Grants,MANCHESTER DIOCESAN BOARD OF EDUCATION,425679,324855.23,
DfE,PfS,20/02/2012,Capital Grant,Schools Capital and Revenue Grants,BATH AND WELLS DIOCESAN BOARD OF FINANCE,425681,53096.05,
DfE,PfS,20/02/2012,Capital Grant,Schools Capital and Revenue Grants,SALISBURY DIOCESAN BOARD OF EDUCATION,425683,40583.00,
DfE,PfS,23/02/2012,Capital Grant,Schools Capital and Revenue Grants,BATH AND WELLS DIOCESAN BOARD OF FINANCE,426059,128941.03,
DfE,PfS,23/02/2012,Capital Grant,Schools Capital and Revenue Grants,NORTHAMPTON ROMAN CATHOLIC DIOCESE TRUST,426061,79441.55,
DfE,PfS,23/02/2012,Capital Grant,Schools Capital and Revenue Grants,SALISBURY DIOCESAN BOARD OF EDUCATION,426063,284014.50,
DfE,PfS,23/02/2012,Capital Grant,Schools Capital and Revenue Grants,OXFORD DIOCESAN COUNCIL OF EDUCATION,426065,60986.89,
DfE,PfS,23/02/2012,Capital Grant,Schools Capital and Revenue Grants,ROCHESTER DIOCESAN BOARD OF EDUCATION,426069,220226.70,
DfE,PfS,23/02/2012,Capital Grant,Schools Capital and Revenue Grants,TRUSTEES OF THE DIOCESE OF LEEDS,426073,260521.79,
DfE,PfS,23/02/2012,Capital Grant,Schools Capital and Revenue Grants,ELY DIOCESAN BOARD OF EDUCATION BARCHEST,426079,65162.05,
DfE,PfS,23/02/2012,Capital Grant,Schools Capital and Revenue Grants,CHICHESTER DIOCESAN BOARD OF FINANCE 11,426081,96738.94,
DfE,PfS,23/02/2012,Capital Grant,Schools Capital and Revenue Grants,NORWICH DIOCESAN BOARD OF FINANCE LIMITED,426087,172749.54,
DfE,PfS,23/02/2012,Capital Grant,Schools Capital and Revenue Grants,ROMAN CATHOLIC ARCHDIOCESE OF SOUTHWARK,426089,76178.27,
DfE,PfS,23/02/2012,Capital Grant,Schools Capital and Revenue Grants,BLACKBURN DIOCESAN BOARD OF EDUCATION BARCHESTER,426091,177043.22,
DfE,PfS,23/02/2012,Capital Grant,Schools Capital and Revenue Grants,LONDON DIOCESAN BOARD FOR SCHOOLS ACCOUNT,426093,288589.81,
DfE,PfS,23/02/2012,Capital Grant,Schools Capital and Revenue Grants,EXETER DIOCESAN BOARD OF FINANCE CHURCH,426095,50510.62,
DfE,PfS,23/02/2012,Capital Grant,Schools Capital and Revenue Grants,GUILDFORD DIOCESAN BOARD OF FINANCE SCHO,426099,118507.26,
DfE,PfS,23/02/2012,Capital Grant,Schools Capital and Revenue Grants,ROMAN CATHOLIC DIOCESE HEXHAM AND NEWCASTLE,426101,164959.35,
DfE,PfS,23/02/2012,Capital Grant,Schools Capital and Revenue Grants,BIRMINGHAM ROMAN CATHOLIC DIOCESAN TRUSTEES REGISTERED DEVOLVED,426103,39040.03,
DfE,PfS,23/02/2012,Capital Grant,Schools Capital and Revenue Grants,ARCHDIOCESE OF LIVERPOOL SCHOOL CAPITAL ACCOUNT NO 5,426111,279248.33,
DfE,PfS,23/02/2012,Capital Grant,Schools Capital and Revenue Grants,SOUTHWARK DIOCESAN BOARD OF EDUCATION INC NO 3 ACCOUNT,426113,90000.00,
DfE,PfS,23/02/2012,Capital Grant,Schools Capital and Revenue Grants,LANCASTER SCHOOL BUILDING FUND ACCOUNT,426115,34545.55,
DfE,PfS,23/02/2012,Capital Grant,Schools Capital and Revenue Grants,LONDON BOROUGH OF LEWISHAM - PRENDERGAST SCHOOL,426117,26345.97,
DfE,PfS,23/02/2012,Capital Grant,Schools Capital and Revenue Grants,SHREWSBURY DIOCESAN SCHOOLS ACCOUNT,426121,138636.53,
DfE,PfS,23/02/2012,Capital Grant,Schools Capital and Revenue Grants,PRCDTR-BASINGSTOKE ST BEDES SCHOOL,426123,79937.80,
DfE,PfS,23/02/2012,Capital Grant,Schools Capital and Revenue Grants,SALFORD ROMAN CATHOLIC DIOCESE DEVOLVED FORMULA CAPITAL 1 ACCOUNT,426129,108203.03,
DfE,PfS,23/02/2012,Capital Grant,Schools Capital and Revenue Grants,PORTSMOUTH ROMAN CATHOLIC DIOCESE TRUSTEES REGISTERED SCHOOLS CONDITION SCHEME NO 2 ACCOUNT,426131,46471.41,
DfE,PfS,23/02/2012,Capital Grant,Schools Capital and Revenue Grants,COVENTRY DIOCESAN BOARD OF EDUCATION,426133,133307.24,
DfE,PfS,23/02/2012,Capital Grant,Schools Capital and Revenue Grants,PORTSMOUTH DIOCESAN CHURCH SCHOOL GOVERNORS FUND,426137,338003.76,
DfE,PfS,23/02/2012,Capital Grant,Schools Capital and Revenue Grants,WESTMINSTER ROMAN CATHOLIC DIOCESE TRUST SCHOOL BUILDING FUND PROJECTS,426139,78162.30,
DfE,PfS,23/02/2012,Capital Grant,Schools Capital and Revenue Grants,PRCDTR ST CUTHBERT MAYNE BUILDING ACCOUNT,426145,43371.00,
DfE,PfS,23/02/2012,Capital Grant,Schools Capital and Revenue Grants,ST THOMAS MORE HIGH SCHOOL ACCOUNT,426147,99662.40,
DfE,PfS,23/02/2012,Capital Grant,Schools Capital and Revenue Grants,ROYAL ALEXANDRA AND ALBERT SCHOOL ACCOUNT,426151,25563.60,
DfE,PfS,24/02/2012,Capital Grant,Schools Capital and Revenue Grants,SOUTH GLOUCESTERSHIRE COUNCIL,426387,42815.00,
DfE,PfS,24/02/2012,Capital Grant,Schools Capital and Revenue Grants,SALFORD CITY COUNCIL (BARTON MOSS SECURE),426389,141961.40,
DfE,PfS,24/02/2012,Capital Grant,Schools Capital and Revenue Grants,MANCHESTER DIOCESAN BOARD OF EDUCATION,426391,47976.72,
DfE,PfS,24/02/2012,Capital Grant,Schools Capital and Revenue Grants,BATH AND WELLS DIOCESAN BOARD OF FINANCE,426395,44870.41,
DfE,PfS,24/02/2012,Capital Grant,Schools Capital and Revenue Grants,OXFORD DIOCESAN COUNCIL OF EDUCATION,426399,82496.75,
DfE,PfS,24/02/2012,Capital Grant,Schools Capital and Revenue Grants,BIRMINGHAM CHURCH SCHOOLS FUND,426403,51813.90,
DfE,PfS,24/02/2012,Capital Grant,Schools Capital and Revenue Grants,TRUSTEES OF THE DIOCESE OF LEEDS,426405,166285.42,
DfE,PfS,24/02/2012,Capital Grant,Schools Capital and Revenue Grants,HEREFORD DIOCESAN BOARD OF FINANCE,426407,25043.85,
DfE,PfS,24/02/2012,Capital Grant,Schools Capital and Revenue Grants,ELY DIOCESAN BOARD OF EDUCATION BARCHEST,426409,67660.02,
DfE,PfS,24/02/2012,Capital Grant,Schools Capital and Revenue Grants,CHICHESTER DIOCESAN BOARD OF FINANCE 11,426411,137173.73,
DfE,PfS,24/02/2012,Capital Grant,Schools Capital and Revenue Grants,ROMAN CATHOLIC ARCHDIOCESE OF SOUTHWARK,426415,95431.12,
DfE,PfS,24/02/2012,Capital Grant,Schools Capital and Revenue Grants,BLACKBURN DIOCESAN BOARD OF EDUCATION BARCHESTER,426417,91462.23,
DfE,PfS,24/02/2012,Capital Grant,Schools Capital and Revenue Grants,LONDON DIOCESAN BOARD FOR SCHOOLS ACCOUNT,426419,218831.39,
DfE,PfS,24/02/2012,Capital Grant,Schools Capital and Revenue Grants,BRISTOL DIOCESAN BOARD OF FINANCE EDUC. FUND,426425,67848.02,
DfE,PfS,24/02/2012,Capital Grant,Schools Capital and Revenue Grants,ROMAN CATHOLIC DIOCESE HEXHAM AND NEWCASTLE,426429,108338.00,
DfE,PfS,24/02/2012,Capital Grant,Schools Capital and Revenue Grants,BIRMINGHAM ROMAN CATHOLIC DIOCESAN TRUSTEES REGISTERED DEVOLVED,426431,583830.38,
DfE,PfS,24/02/2012,Capital Grant,Schools Capital and Revenue Grants,LORETO COLLEGE TRUSTEES,426435,28115.90,
DfE,PfS,24/02/2012,Capital Grant,Schools Capital and Revenue Grants,ST PHILOMENA'S SCHOOL,426437,43065.59,
DfE,PfS,24/02/2012,Capital Grant,Schools Capital and Revenue Grants,LIVERPOOL ARCHDIOCESIAN SCHOOL REPAIR ACCOUNT,426439,627762.25,
DfE,PfS,24/02/2012,Capital Grant,Schools Capital and Revenue Grants,SOUTHWARK DIOCESAN BOARD OF EDUCATION INC NO 3 ACCOUNT,426443,89458.42,
DfE,PfS,24/02/2012,Capital Grant,Schools Capital and Revenue Grants,ARCHDIOCESE OF LIVERPOOL SCHOOL CAPITAL ACCOUNT NO 7.,426447,92280.89,
DfE,PfS,24/02/2012,Capital Grant,Schools Capital and Revenue Grants,LANCASTER SCHOOL BUILDING FUND ACCOUNT,426451,274209.01,
DfE,PfS,24/02/2012,Capital Grant,Schools Capital and Revenue Grants,SHREWSBURY DIOCESAN SCHOOLS ACCOUNT,426459,180139.73,
DfE,PfS,24/02/2012,Capital Grant,Schools Capital and Revenue Grants,CHELMSFORD DIOCESAN BOARD OF FINANCE,426463,56083.01,
DfE,PfS,24/02/2012,Capital Grant,Schools Capital and Revenue Grants,JOHN FISHER SCHOOL GOVERNORS ACCOUNT,426467,71413.16,
DfE,PfS,24/02/2012,Capital Grant,Schools Capital and Revenue Grants,SALFORD ROMAN CATHOLIC DIOCESE DEVOLVED FORMULA CAPITAL 1 ACCOUNT,426469,64885.40,
DfE,PfS,24/02/2012,Capital Grant,Schools Capital and Revenue Grants,PORTSMOUTH ROMAN CATHOLIC DIOCESE TRUSTEES REGISTERED SCHOOLS CONDITION SCHEME NO 2 ACCOUNT,426471,45000.00,
DfE,PfS,24/02/2012,Capital Grant,Schools Capital and Revenue Grants,WESTMINSTER ROMAN CATHOLIC DIOCESE TRUST SCHOOL BUILDING FUND PROJECTS,426477,40425.03,
DfE,PfS,24/02/2012,Technical Costs - Capital,Free School Technical Advice,ST LUKE'S CHURCH OF ENGLAND SCHOOL,426483,5804.00,
DfE,PfS,24/02/2012,Building Work - Capital Programme,Free School Capital Costs,ST LUKE'S CHURCH OF ENGLAND SCHOOL,426483,138268.00,
DfE,PfS,24/02/2012,"Furniture, Fixtures & Fittings - Capital Programme",Free School Capital Costs,ST LUKE'S CHURCH OF ENGLAND SCHOOL,426483,6445.35,
DfE,PfS,24/02/2012,ICT - Capital Programme,Free School Capital Costs,ST LUKE'S CHURCH OF ENGLAND SCHOOL,426483,6477.01,
DfE,PfS,24/02/2012,VAT Debtor - Academy Trusts,Free School Capital Costs,ST LUKE'S CHURCH OF ENGLAND SCHOOL,426483,31398.88,
DfE,PfS,24/02/2012,"Furniture, Fixtures & Fittings - Capital Programme",Free School Capital Costs,THE WEST LONDON FREE SCHOOL ACADEMY TRUST,426491,78558.31,
DfE,PfS,24/02/2012,VAT Debtor - Academy Trusts,Free School Capital Costs,THE WEST LONDON FREE SCHOOL ACADEMY TRUST,426491,15711.66,
DfE,PfS,24/02/2012,Revenue Grant,Schools Capital and Revenue Grants,CARDINAL HEENAN SCHOOL SERVICES LTD JARVIS,426493,59525.69,
DfE,PfS,24/02/2012,Revenue Grant,Schools Capital and Revenue Grants,JEWISH FREE SCHOOL - UNITARY CHARGE ACCOUNT,426495,234975.45,
DfE,PfS,28/02/2012,Capital Grant,Schools Capital and Revenue Grants,SALISBURY DIOCESAN BOARD OF EDUCATION,426992,209611.38,
DfE,PfS,28/02/2012,Capital Grant,Schools Capital and Revenue Grants,DIOCESAN (BARCHESTER) SCHEME,427000,29925.57,
DfE,PfS,28/02/2012,Capital Grant,Schools Capital and Revenue Grants,ROMAN CATHOLIC ARCHDIOCESE OF SOUTHWARK,427004,82517.09,
DfE,PfS,28/02/2012,Capital Grant,Schools Capital and Revenue Grants,LONDON DIOCESAN BOARD FOR SCHOOLS ACCOUNT,427006,151244.97,
DfE,PfS,28/02/2012,Capital Grant,Schools Capital and Revenue Grants,NEWMAN SCHOOL GOVERNORS ACCOUNT,427008,148994.64,
DfE,PfS,28/02/2012,Capital Grant,Schools Capital and Revenue Grants,BRISTOL DIOCESAN BOARD OF FINANCE EDUC. FUND,427010,28918.82,
DfE,PfS,28/02/2012,Capital Grant,Schools Capital and Revenue Grants,CLIFTON CATHOLIC DIOCESAN TRUSTEES REGISTERED,427012,167035.30,
DfE,PfS,28/02/2012,Capital Grant,Schools Capital and Revenue Grants,ROMAN CATHOLIC DIOCESE HEXHAM AND NEWCASTLE,427014,56323.55,
DfE,PfS,28/02/2012,Capital Grant,Schools Capital and Revenue Grants,BIRMINGHAM ROMAN CATHOLIC DIOCESAN TRUSTEES REGISTERED DEVOLVED,427016,63069.50,
DfE,PfS,28/02/2012,Capital Grant,Schools Capital and Revenue Grants,ARCHDIOCESE OF LIVERPOOL SCHOOL CAPITAL ACCOUNT NO 7.,427020,97429.65,
DfE,PfS,28/02/2012,Capital Grant,Schools Capital and Revenue Grants,LONDON BOROUGH OF HACKNEY SIMON MARKS JEWISH PRIMARY SCHOOL,427022,31500.00,
DfE,PfS,28/02/2012,Capital Grant,Schools Capital and Revenue Grants,MATHILDA MARKS KENNEDY SCHOOL TRUST,427024,72149.83,
DfE,PfS,28/02/2012,Capital Grant,Schools Capital and Revenue Grants,LANCASTER SCHOOL BUILDING FUND ACCOUNT,427026,62685.18,
DfE,PfS,28/02/2012,Capital Grant,Schools Capital and Revenue Grants,ST FRANCIS ROMAN CATHOLIC PRIMARY SCHOOL GOVERNORS FUND,427028,89132.00,
DfE,PfS,28/02/2012,Capital Grant,Schools Capital and Revenue Grants,ST ANGELAS URSULINE CONVENT SCHOOL GOVERNMENT FUND,427032,43425.00,
DfE,PfS,28/02/2012,Capital Grant,Schools Capital and Revenue Grants,NEWCASTLE DIOCESAN EDUCATION BOARD,427036,85509.05,
DfE,PfS,28/02/2012,Capital Grant,Schools Capital and Revenue Grants,SHREWSBURY DIOCESAN SCHOOLS ACCOUNT,427038,45306.29,
DfE,PfS,28/02/2012,Capital Grant,Schools Capital and Revenue Grants,THE BLUE COAT SCHOOL SALARIES ACCOUNT,427040,72212.00,
DfE,PfS,28/02/2012,Capital Grant,Schools Capital and Revenue Grants,REDBRIDGE (CLORE TIKVA PRIMARY SCH) ACCOUNT,427042,90896.90,
DfE,PfS,28/02/2012,Capital Grant,Schools Capital and Revenue Grants,CHELMSFORD DIOCESAN BOARD OF FINANCE,427044,330344.33,
DfE,PfS,28/02/2012,Capital Grant,Schools Capital and Revenue Grants,ST MICHAEL'S ROMAN CATHOLIC PRIMARY SCHOOL,427046,35340.45,
DfE,PfS,28/02/2012,Capital Grant,Schools Capital and Revenue Grants,SALFORD ROMAN CATHOLIC DIOCESE DEVOLVED FORMULA CAPITAL 1 ACCOUNT,427048,323958.47,
DfE,PfS,28/02/2012,Capital Grant,Schools Capital and Revenue Grants,WESTMINSTER ROMAN CATHOLIC DIOCESE TRUST SCHOOL BUILDING FUND PROJECTS,427050,1409972.96,
DfE,PfS,28/02/2012,Capital Grant,Schools Capital and Revenue Grants,EDUCATIONAL DEVELOPMENT LTD - SCHOOLS ACCOUNT,427052,113477.24,
DfE,PfS,28/02/2012,Capital Grant,Schools Capital and Revenue Grants,NEWCASTLE DICESE FOR DURHAM SCHOOLS ACCOUNT,427054,27511.43,
DfE,PfS,28/02/2012,Building Work - Capital Programme,Free School Capital Costs,CUCKOO HALL ACADEMY,427056,538350.00,
DfE,PfS,28/02/2012,ICT - Capital Programme,Free School Capital Costs,ETZ CHAIM JEWISH PRIMARY SCHOOL,427058,48667.83,
DfE,PfS,28/02/2012,VAT Debtor - Academy Trusts,Free School Capital Costs,ETZ CHAIM JEWISH PRIMARY SCHOOL,427058,9733.57,
DfE,PfS,28/02/2012,Revenue Grant,Schools Capital and Revenue Grants,INGLBY BARWICK COMMUNITY CAMPUS TRUSTEE ACCOUNT,427060,71353.79,
