Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description ,,
Cabinet Office,Crown Commercial Service,19/6/2015,Legal Fees,Legal Services,Treasury Solicitors,PINORD 1627,51035.70,Legal services ,,
Cabinet Office,Crown Commercial Service,19/6/2015,Legal Fees,Legal Services,Treasury Solicitors,PINORD 1679,71806.00,Legal services ,,
Cabinet Office,Crown Commercial Service,19/6/2015,Non Accountable FM Chgs - Cap Bldg,Estates Management,CABINET OFFICE VOTES CASH ACCOMMODATION,PINORD 1648,79716.60,Facilities Management & Utilities Charges,,
Cabinet Office,Crown Commercial Service,19/6/2015,Consultancy Fees (Advice),Proc Service Commercial Intelligence,Pricewaterhouse Coopers LLP,PINORD 1651,85428.00,Savings Validation ,,
Cabinet Office,Crown Commercial Service,19/6/2015,General Rates,Estates Management,CABINET OFFICE VOTES CASH ACCOMMODATION,PINORD 1648,88007.67,Rent and Rates for Accommodation ,,
Cabinet Office,CABINET OFFICE,19/6/2015,TELECOM RENTALS,PMO ICTS,BT,3000061887,25715.49,Telecoms charges ,,
Cabinet Office,CABINET OFFICE,22/6/2015,INDIVIDUAL ELECTORAL REGISTRATION COSTS,ELECTORAL REGISTRATION TRANSFORMATION PROGRAMME,DUMFRIES & GALLOWAY,3000061933,47850.00,Individual Electoral Registration Funding for 15/16,,
Cabinet Office,CABINET OFFICE,22/6/2015,PUBLICITY ADVERTISING MEDIA,ERTP ERO CUSTOMER REGISTRATION,OGILVY & MATHER,3000061948,143000.00,Maximising the Electoral Register Funding,,
Cabinet Office,CABINET OFFICE,22/6/2015,PENSIONS ADMINISTRATION - ADDITIONAL COSTS (MyCSP),SME CONTRACT MANAGMENT LEAD,MYCSP LTD,3000061935,919221.00,MyCSP programme costs,,
Cabinet Office,CABINET OFFICE,22/6/2015,ADDITIONS IT SOFTWARE,CO IT SYSTEMS CAPITAL,CLOUD TECHNOLOGY SOLUTIONS LTD,3000061934,58003.68,Training and software services,,
Cabinet Office,CABINET OFFICE,23/6/2015,CHILDCARE VOUCHERS,HR REWARD AND EMPLOYEE RELATIONS TEAM,ACCOR TA EDENRED,1001297,29922.58,Childcare Vouchers,,
Cabinet Office,CABINET OFFICE,23/6/2015,FM CONTRACT VARIABLE,REFURBISHMENT NO 10,BOUYGUES E&S FM UK LTD,3000061983,28179.20,Estate Services,,
Cabinet Office,CABINET OFFICE,23/6/2015,RESEARCH AND DEVELOPMENT (VAT RECOVERABLE), ERTP IER LIVE SERVICE,CXPARTNERS LTD,3000061998,35385.00,Individual Electoral Registration Live Service research costs,,
Cabinet Office,CABINET OFFICE,23/6/2015,OTHER IS IT COSTS VAT RECOV,GDS PUBLISHING PLATFORM TECHNOLOGY,SKYSCAPE CLOUD SERVICES LTD,3000061979,51129.24,Interim IT Specialists ,,
Cabinet Office,CABINET OFFICE,23/6/2015,OTHER IS IT COSTS VAT RECOV,CERT,RISUAL LTD,3000061988,46400.00,IT Support for CERT UK,,
Cabinet Office,CABINET OFFICE,23/6/2015,CONTRACTORS & STAFF SUBSTITUTIONS,GDS BUS DEV CONSULTANT AND STAFF COSTS,SKYSCAPE CLOUD SERVICES LTD,3000061979,101145.43,Storage and hosting services for GOV.UK Verify,,
Cabinet Office,CABINET OFFICE,24/6/2015,PROFESSIONAL SERVICES NON VAT RECOVERABLE,CIVIL SERVICE COMMISSION,KPMG,3000062027,36296.40,Compliance Monitoring contract charges,,
Cabinet Office,CABINET OFFICE,24/6/2015,CONTRACTORS & STAFF SUBSTITUTIONS,GDS PUBLISHING PLATFORM TECHNOLOGY,CAPITA BUSINESS SERVICES LTD,3000062030,30965.37,Content design for GOV.UK,,
Cabinet Office,CABINET OFFICE,24/6/2015,CONTRACTORS & STAFF SUBSTITUTIONS,ERG NEXT GENERATION SHARED SERVICES,CAPITA BUSINESS SERVICES LTD,3000062030,25683.36,Interim IT Specialists ,,
Cabinet Office,CABINET OFFICE,24/6/2015,CONTRACTORS & STAFF SUBSTITUTIONS,PUBLIC SERVICES NETWORK,CAPITA BUSINESS SERVICES LTD,3000062030,29357.56,Interim IT Specialists ,,
Cabinet Office,CABINET OFFICE,24/6/2015,CONTRACTORS & STAFF SUBSTITUTIONS,G CLOUD,CAPITA BUSINESS SERVICES LTD,3000062030,34571.60,Interim IT Specialists ,,
Cabinet Office,CABINET OFFICE,24/6/2015,CONTRACTORS & STAFF SUBSTITUTIONS,GDS Enabling Strategy,CAPITA BUSINESS SERVICES LTD,3000062030,66940.76,Interim IT Specialists ,,
Cabinet Office,CABINET OFFICE,24/6/2015,CONTRACTORS & STAFF SUBSTITUTIONS,LEGACY TECH SKILLS,CAPITA BUSINESS SERVICES LTD,3000062030,74289.38,Interim IT Specialists ,,
Cabinet Office,CABINET OFFICE,24/6/2015,RESEARCH AND DEVELOPMENT (VAT RECOVERABLE),ERG CONTESTABLE POLICY FUND,MINISTRY OF JUSTICE,3000062040,50000.00,"Matched funding for the Contestable Policy Fund project ""Youth Offending Team Review' ",,
Cabinet Office,CABINET OFFICE,24/6/2015,SUNNINGDALE PARK PFI SERVICE CHARGES,NSG TRANSITION COSTS,DE VERE VENUES GROUP LTD,3000062039,170637.47,PFI Service Charge for Sunningdale Park,,
Cabinet Office,CABINET OFFICE,24/6/2015,CONTRACTORS & STAFF SUBSTITUTIONS,GDS ID ASSURANCE,CAPITA BUSINESS SERVICES LTD,3000062030,52854.71,Provision of Interims for the Verify Identity Assurance Programme,,
Cabinet Office,CABINET OFFICE,24/6/2015,LORD LIEUTENANTS EXPENSES,LORD LIEUTENANTS,MERSEYSIDE LIEUTENANCY,3000062023,28356.00,Quarterly advance expense payment to Her Majesty's Lord Lieutenancy,,
Cabinet Office,CABINET OFFICE,24/6/2015,LORD LIEUTENANTS EXPENSES,LORD LIEUTENANTS,LORD LIEUTENANT OF WEST YORKSHIRE,3000062019,29583.75,Quarterly advance expense payment to Her Majesty's Lord Lieutenancy,,
Cabinet Office,CABINET OFFICE,24/6/2015,LORD LIEUTENANTS EXPENSES,LORD LIEUTENANTS,LIEUTENANCY OF TYNE AND WEAR,3000062021,30452.25,Quarterly advance expense payment to Her Majesty's Lord Lieutenancy,,
Cabinet Office,CABINET OFFICE,24/6/2015,LORD LIEUTENANTS EXPENSES,LORD LIEUTENANTS,GREATER MANCHESTER LIEUTENANCY,3000062024,34321.00,Quarterly advance expense payment to Her Majesty's Lord Lieutenancy,,
Cabinet Office,CABINET OFFICE,24/6/2015,LORD LIEUTENANTS EXPENSES,LORD LIEUTENANTS,WEST MIDLANDS LIEUTENANCY,3000062020,39160.25,Quarterly advance expense payment to Her Majesty's Lord Lieutenancy,,
Cabinet Office,CABINET OFFICE,24/6/2015,LORD LIEUTENANTS EXPENSES,LORD LIEUTENANTS,GREATER LONDON LIEUTENANCY,3000062033,63580.50,Quarterly advance expense payment to Her Majesty's Lord Lieutenancy,,
Cabinet Office,CABINET OFFICE,24/6/2015,OPERATING LEASES - RENT,CARLTON GARDENS,BNP PARIBAS REAL ESTATE,3000062031,75000.00,Rent for accommodation,,
Cabinet Office,CABINET OFFICE,24/6/2015,TELECOM RENTALS,NSS CRISIS MANAGEMENT,BRITISH TELECOMMUNICATIONS PLC,3000062017,51481.74,Telephone Line Rental,,
Cabinet Office,CABINET OFFICE,25/6/2015,OTHER IS IT COSTS VAT RECOV,GDS Enabling Strategy,METHODS DIGITAL LTD,3000062113,26500.00,Business analysis services provided to Enabling Strategy,,
Cabinet Office,CABINET OFFICE,25/6/2015,TELECOM SECURITY SERVICES,CCS RESILIENT TELECOMMUNICATIONS,MINISTRY OF DEFENCE,3000062062,61924.98,High Integrity Telecoms System Project Costs,,
Cabinet Office,CABINET OFFICE,25/6/2015,INDIVIDUAL ELECTORAL REGISTRATION COSTS,ELECTORAL REGISTRATION TRANSFORMATION PROGRAMME,LANARKSHIRE VALUATION JOINT BOARD,3000062093,167972.00,Individual Electoral Registration Funding for 15/16,,
Cabinet Office,CABINET OFFICE,25/6/2015,OTHER IS IT COSTS VAT RECOV,CO IT SYSTEMS,FLUENT INTERACTION LTD,3000062112,31390.00,Interim IT Specialists ,,
Cabinet Office,CABINET OFFICE,25/6/2015,OTHER IS IT COSTS VAT RECOV,GDS BUSINESS TECHNOLOGY,SPECIALIST COMPUTER CENTRES PLC,3000062078,31761.56,"IT hardware (laptops, screens, peripherals)",,
Cabinet Office,CABINET OFFICE,25/6/2015,OTHER IS IT COSTS VAT RECOV,GDS BUSINESS AND OFFICE COSTS,UNBOXED CONSULTING LTD,3000062076,117098.79,Maintenance and development of the e-petitions service,,
Cabinet Office,CABINET OFFICE,25/6/2015,OTHER IS IT COSTS VAT RECOV,GDS ID ASSURANCE,SKYSCAPE CLOUD SERVICES LTD,3000062068,64683.27,Payment for identities under the identity provider  contract ,,
Cabinet Office,CABINET OFFICE,25/6/2015,OPERATING LEASES - RENT,35 GREAT SMITH STREET,JONES LANG LASALLE LTD,3000062054,303600.00,Rent for accommodation,,
Cabinet Office,CABINET OFFICE,25/6/2015,PRINT SERVICES,CABINET OFFICE REPROGRAPHICS (EX GCDA),NRG GROUP UK LTD,3000062055,27462.43,Reprographic Services,,
Cabinet Office,CABINET OFFICE,25/6/2015,SERVICE PAYMENTS, THE OFFICE OF THE REGISTER OF CONSULTANT LOBBYISTS,HM COURT SERVICE,3000062046,34371.00,"Setting up Tribunal to oversee cases relating to the Office of the Registrar of Consultant Lobbyists, as required under Part One of the Transparency of Lobbying, Non-Party Campaigning and Trade Union Administration Act 2014",,
Cabinet Office,CABINET OFFICE,25/6/2015,ADDITIONS IT SOFTWARE,CABINET OFFICE DIGITAL AND TECHNOLOGY TEAM,TRUSTMARQUE SOLUTIONS LTD,3000062069,228303.56,Software licences,,
Cabinet Office,CABINET OFFICE,26/6/2015,CONSULTANTS VAT RECOVERABLE,CENTRAL OVERHEADS,THE BEHAVIOURAL INSIGHTS TEAM,3000062157,90583.32,Behavioural insights consulting services ,,
Cabinet Office,CABINET OFFICE,26/6/2015,HARDWARE LEASE,CERT,E2E ASSURE LTD,3000062150,98592.60,"Hardware Lease, Support and Protective Monitoring",,
Cabinet Office,CABINET OFFICE,26/6/2015,INDIVIDUAL ELECTORAL REGISTRATION COSTS,ELECTORAL REGISTRATION TRANSFORMATION PROGRAMME,RENFREWSHIRE VALUATION JOINT BOARD,3000062158,140268.00,Individual Electoral Registration Funding for 15/16,,
Cabinet Office,CABINET OFFICE,26/6/2015,CONTRACTORS & STAFF SUBSTITUTIONS,ERG MAJOR PROJECTS TEAM,CAPITA BUSINESS SERVICES LTD,3000062160,28768.03,Interim IT Specialists ,,
Cabinet Office,CABINET OFFICE,26/6/2015,CONTRACTORS & STAFF SUBSTITUTIONS,ERG NEXT GENERATION SHARED SERVICES,CAPITA BUSINESS SERVICES LTD,3000062161,32403.06,Interim IT Specialists ,,
Cabinet Office,CABINET OFFICE,26/6/2015,OTHER LEGAL FEES,ERG COMMERCIAL PORTFOLIO TEAM,DLA PIPER UK,3000062132,170469.85,Legal services,,
Cabinet Office,CABINET OFFICE,26/6/2015,GRANT FUND MANAGEMENT,ERTP ERO CONFIRMATION & VERIFICATION,DEPARTMENT FOR COMMUNITIES AND LOCAL GOVERNMENT,3000062143,26000.00,Processing payments and scrutinising claims for Returning Officers expenses at the General Election 2015,,
Cabinet Office,CABINET OFFICE,26/6/2015,NON PRIME PROPERTY COSTS,GPU RESIDUAL ESTATE ADMIN,CBGA ROBSON LLP,3000062156,25219.20,Rent for accommodation ,,
Cabinet Office,CABINET OFFICE,29/6/2015,OTHER IS IT COSTS VAT RECOV,CO IT SYSTEMS,ADAPT SERVICES LTD,3000062182,38688.32,Interim IT Specialists ,,
Cabinet Office,CABINET OFFICE,29/6/2015,OTHER IS IT COSTS VAT RECOV,CO IT SYSTEMS,E SYNERGY SOLUTIONS LTD,3000062199,189890.75,Interim IT Specialists ,,
Cabinet Office,CABINET OFFICE,29/6/2015,OTHER IS IT COSTS VAT RECOV,CO IT SYSTEMS,WTG TECHNOLOGIES LTD,3000062198,201061.62,Interim IT Specialists ,,
Cabinet Office,CABINET OFFICE,29/6/2015,BRIDGES SOCIAL ENTREPRENEURS FUND ADDITIONS,SE EQUITY FUND,BRIDGES VENTURES LTD,1001300,53306.77,Investment partnership with the objective of supporting growth and development of social enterprises ,,
Cabinet Office,CABINET OFFICE,29/6/2015,OTHER IS IT COSTS VAT RECOV,CERT,SOFTWARE BOX LTD,3000062193,88400.00,IT Maintenance for CERT UK,,
Cabinet Office,CABINET OFFICE,29/6/2015,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COUNSEL,LEXIS NEXIS BUTTERWORTHS,3000062184,31171.39,Legal Publications,,
Cabinet Office,CABINET OFFICE,29/6/2015,ADDITIONS IT HARDWARE,CABINET OFFICE DIGITAL AND TECHNOLOGY TEAM,VODAFONE LTD,3000062189,62149.14,Network infrastructure for the Government Secure Infrastructure Convergence Framework  ,,
Cabinet Office,Crown Commercial Service,29/6/2015,Payroll Solutions COS,Payroll Solutions,CGI IT UK Ltd,PINORD 1753,25358.10,Pension Reform Changes implementation costs ,,
Cabinet Office,CABINET OFFICE,30/6/2015,PUBLICITY ADVERTISING MEDIA,GREAT CAMPAIGN PROGRAMME,BLOODHOUND PROGRAMME LTD,3000062231,200000.00,GREAT Campaign,,
Cabinet Office,CABINET OFFICE,30/6/2015,ADDITIONS IT SOFTWARE,CABINET OFFICE DIGITAL AND TECHNOLOGY TEAM,SOFTCAT LTD,3000062218,33933.60,Hosting services,,
Cabinet Office,CABINET OFFICE,30/6/2015,IS/IT COSTS - NON RECOVERABLE VAT,CABINET OFFICE DIGITAL AND TECHNOLOGY TEAM,ADAPT SERVICES LTD,3000062229,111017.66,Hosting services ,,
Cabinet Office,CABINET OFFICE,30/6/2015,OTHER IS IT COSTS VAT RECOV,GDS PUBLISHING PLATFORM TECHNOLOGY,CREATIVE CHOICE CIC,3000062216,35102.08,Hosting Services for GDS,,
Cabinet Office,CABINET OFFICE,30/6/2015,OTHER IS IT COSTS VAT RECOV,CABINET OFFICE DIGITAL AND TECHNOLOGY TEAM,MISCO COMPUTER SUPPLIES LTD,3000062210,67695.00,IT hardware ,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
