EXAMPLES OF GPC EXPENDITURE,,,,,
,,,,,
MODGPC124501,03-Aug-15,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"£1,048.75",124501
MODGPC124502,03-Aug-15,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"£7,229.81",124502
MODGPC124503,04-Aug-15,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"£41,964.60",124503
MODGPC124504,04-Aug-15,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"£9,964.94",124504
MODGPC124505,07-Aug-15,General Retail and Wholesale       , ELECTRONICS STORES,"£1,150.60",124505
MODGPC124506,06-Aug-15,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"£4,958.40",124506
MODGPC124507,11-Aug-15,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,"£9,126.00",124507
MODGPC124508,04-Aug-15,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,£672.84,124508
MODGPC124509,12-Aug-15,"Vehicles, Servicing and Spares     ", MOTOR VEHICLE SUPPLY/NEW PARTS,£922.75,124509
MODGPC124510,03-Aug-15,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"£1,380.00",124510
MODGPC124511,07-Aug-15,General Retail and Wholesale       ," GIFT, CARD, NOVELTY STORES","£1,524.00",124511
MODGPC124512,07-Aug-15,General Retail and Wholesale       , VARIETY STORES,£700.80,124512
MODGPC124513,07-Aug-15,General Retail and Wholesale       , MEN/BOYS CLOTHING/ACC STORES,£549.46,124513
MODGPC124514,10-Aug-15,Mail and Courier Services          , POSTAGE STAMPS,£916.44,124514
MODGPC124515,10-Aug-15,Clubs/Associations/Organisations   , MEMBER ORGANIZATIONS - DEF,"£1,201.26",124515
MODGPC124516,06-Aug-15,Professional Services              , MISC PERSONAL SERV - DEF,"£1,288.60",124516
MODGPC124517,06-Aug-15,Cleaning Services and Supplies     , CLEAN/MAINT/JANITORAL SERV,£688.94,124517
MODGPC124518,03-Aug-15,Leisure Activities                 ," MARINAS, SERVICE & SUPPLY","£2,193.91",124518
MODGPC124519,05-Aug-15,General Retail and Wholesale       , COMBINATION CATALOG & RETAIL,£768.55,124519
MODGPC124520,05-Aug-15,Miscellaneous Industrial/Commercial, CHEMICALS/ALLIED PRODS - DEF,"£4,414.70",124520
MODGPC124521,06-Aug-15,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"£1,329.60",124521
MODGPC124522,10-Aug-15,Miscellaneous Industrial/Commercial, CHEMICALS/ALLIED PRODS - DEF,"£2,013.85",124522
MODGPC124523,13-Aug-15,Telecommunication Services         , TELECOMMUNICATION SERVICES,"£1,538.40",124523
MODGPC124524,06-Aug-15,"Vehicles, Servicing and Spares     ", MOTOR VEHICLE SUPPLY/NEW PARTS,£760.95,124524
MODGPC124525,04-Aug-15,General Retail and Wholesale       , SHOE STORES,"£1,308.16",124525
MODGPC124526,04-Aug-15,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,"£1,085.50",124526
MODGPC124527,10-Aug-15,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"£2,134.40",124527
MODGPC124528,06-Aug-15,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,"£4,917.60",124528
MODGPC124529,06-Aug-15,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,"£4,416.00",124529
MODGPC124530,12-Aug-15,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,"£3,906.00",124530
MODGPC124531,12-Aug-15,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,"£3,972.00",124531
MODGPC124532,13-Aug-15,Statutory Bodies                   , GOV'T SERV - DEFAULT,"£1,049.00",124532
MODGPC124533,13-Aug-15,Statutory Bodies                   , GOV'T SERV - DEFAULT,"£1,049.00",124533
MODGPC124534,13-Aug-15,Statutory Bodies                   , GOV'T SERV - DEFAULT,"£1,049.00",124534
MODGPC124535,07-Aug-15,Books and Periodicals              , NEWS DEALERS/NEWSSTANDS,£967.95,124535
MODGPC124536,03-Aug-15,Statutory Bodies                   , GOV'T SERV - DEFAULT,£964.80,124536
MODGPC124537,13-Aug-15,Leisure Activities                 , CIVIC/SOCIAL/FRATERNAL ASSC,"£1,512.90",124537
MODGPC124538,04-Aug-15,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,"£1,020.89",124538
MODGPC124539,07-Aug-15,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"£1,118.66",124539
MODGPC124540,13-Aug-15,Professional Services              , PROFESSIONAL SERVICES - DEF,£846.00,124540
MODGPC124541,10-Aug-15,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,£552.00,124541
MODGPC124542,11-Aug-15,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,£552.00,124542
MODGPC124543,11-Aug-15,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,£552.00,124543
MODGPC124544,11-Aug-15,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,£552.00,124544
MODGPC124545,11-Aug-15,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,£552.00,124545
MODGPC124546,04-Aug-15,Miscellaneous Industrial/Commercial, CHEMICALS/ALLIED PRODS - DEF,£556.08,124546
MODGPC124547,13-Aug-15,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT","£3,796.19",124547
MODGPC124548,04-Aug-15,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"£1,656.00",124548
MODGPC124549,11-Aug-15,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£1,152.15",124549
MODGPC124550,06-Aug-15,Miscellaneous Industrial/Commercial, HARDWARE EQUIPMENT/SUPPLIES,"£2,754.00",124550
MODGPC124551,07-Aug-15,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,£637.44,124551
MODGPC124552,13-Aug-15,Miscellaneous Industrial/Commercial, FILMS/VIDEO PRODUCTION/DIST,"£1,000.00",124552
MODGPC124553,05-Aug-15,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"£4,502.97",124553
MODGPC124554,04-Aug-15,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"£4,080.00",124554
MODGPC124555,10-Aug-15,Leisure Activities                 , TOURIST ATTRACTIONS AND XHBT,£525.00,124555
MODGPC124556,03-Aug-15,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,£699.60,124556
MODGPC124557,07-Aug-15,General Retail and Wholesale       , MISC SPECIALTY RETAIL,£601.60,124557
MODGPC124558,12-Aug-15,Print and Advertising              , MISC PUBLISHING & PRINTING,£536.08,124558
MODGPC124559,10-Aug-15,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"£8,729.05",124559
MODGPC124560,06-Aug-15,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,"£1,982.40",124560
MODGPC124561,10-Aug-15,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"£1,045.00",124561
MODGPC124562,12-Aug-15,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"£4,524.02",124562
MODGPC124563,03-Aug-15,Freight and Storage                , MOTOR FREIGHT CARRIERS,"£1,446.00",124563
MODGPC124564,05-Aug-15,Leisure Activities                 , THEATRICAL PRODUCERS,£884.10,124564
MODGPC124565,07-Aug-15,General Retail and Wholesale       , ELECTRONICS STORES,£849.00,124565
MODGPC124566,12-Aug-15,Professional Services              , PROFESSIONAL SERVICES - DEF,"£1,270.72",124566
MODGPC124567,10-Aug-15,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£1,620.00",124567
MODGPC124568,12-Aug-15,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"£1,647.09",124568
MODGPC124569,05-Aug-15,Training and Educational           , SCHOOLS - DEFAULT,£660.00,124569
MODGPC124570,13-Aug-15,Training and Educational           , TRADE/VOCATIONAL SCHOOLS,£545.94,124570
MODGPC124571,13-Aug-15,Mail Order / Direct Selling        , CONTINUITY/SUBSCRIPTION MERCHT,"£1,093.00",124571
MODGPC124572,06-Aug-15,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"£1,582.50",124572
MODGPC124573,11-Aug-15,Mail Order / Direct Selling        , CATALOG MERCHANT,£714.00,124573
MODGPC124574,11-Aug-15,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,"£1,500.00",124574
MODGPC124575,11-Aug-15,Mail Order / Direct Selling        , CATALOG MERCHANT,"£1,075.20",124575
MODGPC124576,02-Aug-15,Print and Advertising              , ADVERTISING SERVICES,£600.71,124576
MODGPC124577,08-Aug-15,Print and Advertising              , ADVERTISING SERVICES,£602.20,124577
MODGPC124578,12-Aug-15,Print and Advertising              , ADVERTISING SERVICES,£600.20,124578
MODGPC124579,12-Aug-15,Print and Advertising              , MISC PUBLISHING & PRINTING,"£2,876.00",124579
MODGPC124580,13-Aug-15,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,£900.00,124580
MODGPC124581,05-Aug-15,"Vehicles, Servicing and Spares     ", AUTO BODY REPAIR SHOPS,£648.86,124581
MODGPC124582,05-Aug-15,General Retail and Wholesale       , COMBINATION CATALOG & RETAIL,£995.40,124582
MODGPC124583,06-Aug-15,General Retail and Wholesale       , HARDWARE STORES,"£1,269.12",124583
MODGPC124584,05-Aug-15,General Retail and Wholesale       , COMBINATION CATALOG & RETAIL,"£1,605.12",124584
MODGPC124585,07-Aug-15,Building Materials                 , CONSTRUCTION MATERIALS - DEF,£508.90,124585
MODGPC124586,11-Aug-15,Freight and Storage                , MOTOR FREIGHT CARRIERS,"£6,000.00",124586
MODGPC124587,13-Aug-15,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,£500.61,124587
MODGPC124588,06-Aug-15,Statutory Bodies                   , GOV'T SERV - DEFAULT,£636.36,124588
MODGPC124589,06-Aug-15,General Retail and Wholesale       , SPORTING GOODS STORES,£656.25,124589
MODGPC124590,11-Aug-15,General Retail and Wholesale       , ELECTRONICS STORES,£959.88,124590
MODGPC124591,07-Aug-15,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,"£1,200.00",124591
MODGPC124592,13-Aug-15,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£2,700.00",124592
MODGPC124593,12-Aug-15,General Retail and Wholesale       , SPORTING GOODS STORES,£500.64,124593
MODGPC124594,11-Aug-15,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"£9,048.00",124594
MODGPC124595,13-Aug-15,General Retail and Wholesale       , HARDWARE STORES,£594.00,124595
MODGPC124596,04-Aug-15,Catering and Catering Supplies     , CATERERS,"£1,365.00",124596
MODGPC124597,04-Aug-15,Leisure Activities                 , RECREATION SERVICES,£648.80,124597
MODGPC124598,07-Aug-15,General Retail and Wholesale       , SPORTING GOODS STORES,£779.88,124598
MODGPC124599,05-Aug-15,Print and Advertising              , MISC PUBLISHING & PRINTING,£886.80,124599
MODGPC124600,03-Aug-15,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"£2,566.97",124600
MODGPC124601,05-Aug-15,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,£863.16,124601
MODGPC124602,03-Aug-15,General Retail and Wholesale       , SPORTING GOODS STORES,"£1,029.88",124602
MODGPC124603,06-Aug-15,General Retail and Wholesale       , ELECTRONICS STORES,"£2,874.38",124603
MODGPC124604,11-Aug-15,Telecommunication Services         , TELECOMMUNICATION SERVICES,£943.86,124604
MODGPC124605,11-Aug-15,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,"£45,187.12",124605
MODGPC124606,11-Aug-15,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,"£88,282.66",124606
MODGPC124607,11-Aug-15,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,"£76,185.30",124607
MODGPC124608,11-Aug-15,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,"£10,666.85",124608
MODGPC124609,08-Aug-15,Telecommunication Services         , CABLE/PAY TV SERVICES,"£3,360.00",124609
MODGPC124610,08-Aug-15,Telecommunication Services         , CABLE/PAY TV SERVICES,"£2,745.72",124610
MODGPC124611,13-Aug-15,Telecommunication Services         , TELECOMMUNICATION SERVICES,£600.13,124611
MODGPC124612,03-Aug-15,Statutory Bodies                   , GOV'T SERV - DEFAULT,£518.18,124612
MODGPC124613,10-Aug-15,Training and Educational           , SCHOOLS - DEFAULT,"£1,869.00",124613
MODGPC124614,12-Aug-15,Statutory Bodies                   , GOV'T SERV - DEFAULT,£627.28,124614
MODGPC124615,11-Aug-15,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,"£1,048.30",124615
MODGPC124616,11-Aug-15,Telecommunication Services         , TELECOMMUNICATION EQUIPMENT,£899.10,124616
MODGPC124617,05-Aug-15,Telecommunication Services         , TELECOMMUNICATION EQUIPMENT,£556.20,124617
MODGPC124618,10-Aug-15,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"£1,449.00",124618
MODGPC124619,12-Aug-15,Catering and Catering Supplies     , MISC FOOD STORES - DEFAULT,"£2,845.35",124619
MODGPC124620,13-Aug-15,General Retail and Wholesale       , SMALL APPLIANCE REPAIR DEF,£583.99,124620
MODGPC124621,04-Aug-15,General Retail and Wholesale       , MUSIC STORES/PIANOS,"£1,492.50",124621
MODGPC124622,06-Aug-15,General Retail and Wholesale       , VARIETY STORES,"£3,478.59",124622
MODGPC124623,04-Aug-15,General Retail and Wholesale       , SPORTING GOODS STORES,£810.00,124623
MODGPC124624,05-Aug-15,General Retail and Wholesale       , MISC SPECIALTY RETAIL,£897.48,124624
MODGPC124625,05-Aug-15,General Retail and Wholesale       , SPORTING GOODS STORES,"£4,698.00",124625
MODGPC124626,06-Aug-15,Professional Services              , ACCOUNTANTS/AUDITORS/BOOKPR,£764.80,124626
MODGPC124627,07-Aug-15,General Retail and Wholesale       , TAILOR/SEAMSTRESS/ALTERS,£685.00,124627
MODGPC124628,07-Aug-15,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"£2,200.68",124628
MODGPC124629,07-Aug-15,General Retail and Wholesale       , MUSIC STORES/PIANOS,"£1,700.00",124629
MODGPC124630,07-Aug-15,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"£3,961.82",124630
MODGPC124631,07-Aug-15,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"£2,200.68",124631
MODGPC124632,07-Aug-15,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"£2,200.68",124632
MODGPC124633,07-Aug-15,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"£1,667.33",124633
MODGPC124634,07-Aug-15,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"£1,760.54",124634
MODGPC124635,07-Aug-15,General Retail and Wholesale       , TAILOR/SEAMSTRESS/ALTERS,"£1,644.00",124635
MODGPC124636,07-Aug-15,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"£2,200.68",124636
MODGPC124637,04-Aug-15,General Retail and Wholesale       , SHOE REPAIR/SHINE/HAT CLEAN,£678.31,124637
MODGPC124638,05-Aug-15,General Retail and Wholesale       , HARDWARE STORES,"£1,252.76",124638
MODGPC124639,05-Aug-15,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"£1,596.00",124639
MODGPC124640,05-Aug-15,General Retail and Wholesale       , TENT AND AWNING SHOPS,"£2,842.80",124640
MODGPC124641,06-Aug-15,Catering and Catering Supplies     , CATERERS,"£2,080.00",124641
MODGPC124642,12-Aug-15,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,£958.80,124642
MODGPC124643,12-Aug-15,"Office Stationery, Equipment and Su", QUICK COPY/REPRO SERVICES,"£2,308.71",124643
MODGPC124644,12-Aug-15,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"£1,185.00",124644
MODGPC124645,12-Aug-15,Statutory Bodies                   , GOV'T SERV - DEFAULT,"£2,977.20",124645
MODGPC124646,04-Aug-15,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,£795.00,124646
MODGPC124647,04-Aug-15,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,£555.00,124647
MODGPC124648,04-Aug-15,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,£565.90,124648
MODGPC124649,04-Aug-15,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,£629.20,124649
MODGPC124650,04-Aug-15,Statutory Bodies                   , GOV'T SERV - DEFAULT,£652.50,124650
MODGPC124651,11-Aug-15,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"£1,584.00",124651
MODGPC124652,13-Aug-15,General Retail and Wholesale       , TENT AND AWNING SHOPS,"£3,780.00",124652
MODGPC124653,12-Aug-15,Miscellaneous Industrial/Commercial, NON-DURABLE GOODS - DEFAULT,£521.88,124653
MODGPC124654,12-Aug-15,Leisure Activities                 , SPORT/RECREATIONAL CAMPS,"£1,806.00",124654
MODGPC124655,12-Aug-15,Leisure Activities                 , SPORT/RECREATIONAL CAMPS,"£2,574.00",124655
MODGPC124656,04-Aug-15,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,"£3,600.00",124656
MODGPC124657,06-Aug-15,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT","£1,336.80",124657
MODGPC124658,04-Aug-15,Professional Services              , MISC PERSONAL SERV - DEF,£834.66,124658
MODGPC124659,03-Aug-15,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,£870.00,124659
MODGPC124660,11-Aug-15,Leisure Activities                 , BOAT DEALERS,£668.52,124660
MODGPC124661,06-Aug-15,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"£2,410.99",124661
MODGPC124662,04-Aug-15,Statutory Bodies                   , GOV'T SERV - DEFAULT,£994.00,124662
MODGPC124663,05-Aug-15,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,£574.00,124663
MODGPC124664,05-Aug-15,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,£771.58,124664
MODGPC124665,12-Aug-15,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"£4,908.00",124665
MODGPC124666,04-Aug-15,Books and Periodicals              , BOOK STORES,£703.00,124666
MODGPC124667,04-Aug-15,Mail and Courier Services          , POSTAGE STAMPS,£554.50,124667
MODGPC124668,10-Aug-15,Miscellaneous Industrial/Commercial, TOOL HIRE,£551.42,124668
MODGPC124669,05-Aug-15,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,£509.45,124669
MODGPC124670,12-Aug-15,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,"£3,820.00",124670
MODGPC124671,03-Aug-15,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"£16,596.00",124671
MODGPC124672,12-Aug-15,Professional Services              , ARCHITECTURAL/ENG/SURVEY,£886.83,124672
MODGPC124673,12-Aug-15,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,£966.00,124673
MODGPC124674,04-Aug-15,"Vehicles, Servicing and Spares     ", CAR & TRUCK DEALERS/NEW/USED,"£1,107.88",124674
MODGPC124675,11-Aug-15,"Vehicles, Servicing and Spares     ", CAR & TRUCK DEALERS/NEW/USED,£978.05,124675
MODGPC124676,11-Aug-15,"Vehicles, Servicing and Spares     ", CAR & TRUCK DEALERS/NEW/USED,£894.60,124676
MODGPC124677,11-Aug-15,"Vehicles, Servicing and Spares     ", CAR & TRUCK DEALERS/NEW/USED,£924.12,124677
MODGPC124678,05-Aug-15,Building Services                  ," HEATING, PLUMBING, AIR COND","£1,394.71",124678
MODGPC124679,12-Aug-15,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"£3,742.08",124679
MODGPC124680,03-Aug-15,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"£4,816.84",124680
MODGPC124681,11-Aug-15,General Retail and Wholesale       , DRAPERY & UPHOLSTERY STORES,£983.00,124681
MODGPC124682,12-Aug-15,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,£672.82,124682
MODGPC124683,06-Aug-15,Building Materials                 , PLUMBING/HEATING EQUIPMENT,"£1,250.00",124683
MODGPC124684,13-Aug-15,General Retail and Wholesale       , MISC SPECIALTY RETAIL,£805.04,124684
MODGPC124685,13-Aug-15,General Retail and Wholesale       , MISC SPECIALTY RETAIL,£831.38,124685
MODGPC124686,06-Aug-15,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,"£2,265.00",124686
MODGPC124687,03-Aug-15,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"£1,485.00",124687
MODGPC124688,07-Aug-15,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"£1,760.00",124688
MODGPC124689,03-Aug-15,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"£5,693.94",124689
MODGPC124690,05-Aug-15,"Office Stationery, Equipment and Su", STATIONERY STORES,£746.23,124690
MODGPC124691,12-Aug-15,Miscellaneous Industrial/Commercial, NON-DURABLE GOODS - DEFAULT,"£1,299.88",124691
MODGPC124692,12-Aug-15,Miscellaneous Industrial/Commercial, NON-DURABLE GOODS - DEFAULT,"£1,736.94",124692
MODGPC124693,11-Aug-15,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"£2,150.52",124693
MODGPC124694,04-Aug-15,Mail Order / Direct Selling        , CATALOG MERCHANT,"£1,602.48",124694
MODGPC124695,07-Aug-15,Training and Educational           , SCHOOLS - DEFAULT,£690.00,124695
MODGPC124696,09-Aug-15,General Retail and Wholesale       , ELECTRONICS STORES,"£3,282.00",124696
MODGPC124697,09-Aug-15,General Retail and Wholesale       , ELECTRONICS STORES,"£3,480.00",124697
MODGPC124698,12-Aug-15,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,"£1,466.04",124698
MODGPC124699,12-Aug-15,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"£2,208.00",124699
MODGPC124700,10-Aug-15,General Retail and Wholesale       , SPORTING GOODS STORES,"£2,880.00",124700
MODGPC124701,03-Aug-15,Building Materials                 , PLUMBING/HEATING EQUIPMENT,"£1,200.00",124701
MODGPC124702,05-Aug-15,Leisure Activities                 , BOAT DEALERS,£511.30,124702
MODGPC124703,07-Aug-15,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT","£2,844.00",124703
MODGPC124704,03-Aug-15,Professional Services              , PROFESSIONAL SERVICES - DEF,£730.00,124704
MODGPC124705,04-Aug-15,General Retail and Wholesale       , BICYCLE SHOPS/SALES/SERVICE,"£4,156.00",124705
MODGPC124706,04-Aug-15,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,"£1,677.60",124706
MODGPC124707,10-Aug-15,General Retail and Wholesale       , SPORTING GOODS STORES,£630.00,124707
MODGPC124708,11-Aug-15,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"£2,965.00",124708
MODGPC124709,06-Aug-15,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,"£1,399.80",124709
MODGPC124710,03-Aug-15,Print and Advertising              , MISC PUBLISHING & PRINTING,"£1,298.53",124710
MODGPC124711,13-Aug-15,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,"£10,316.16",124711
MODGPC124712,03-Aug-15,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"£1,809.60",124712
MODGPC124713,05-Aug-15,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"£1,056.28",124713
MODGPC124714,04-Aug-15,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,£682.12,124714
MODGPC124715,05-Aug-15,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,£734.44,124715
MODGPC124716,10-Aug-15,"Office Stationery, Equipment and Su", STATIONERY STORES,"£1,416.00",124716
MODGPC124717,10-Aug-15,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,£926.52,124717
MODGPC124718,12-Aug-15,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,£608.95,124718
MODGPC124719,05-Aug-15,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"£1,382.40",124719
MODGPC124720,11-Aug-15,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"£3,798.96",124720
MODGPC124721,11-Aug-15,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"£1,977.60",124721
MODGPC124722,13-Aug-15,Professional Services              , MISC PERSONAL SERV - DEF,£609.00,124722
MODGPC124723,10-Aug-15,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,£724.50,124723
MODGPC124724,11-Aug-15,Mail Order / Direct Selling        , OUTBOUND TELEMARKETING MERCHNT,"£3,357.60",124724
MODGPC124725,04-Aug-15,Catering and Catering Supplies     , MISC FOOD STORES - DEFAULT,"£1,700.80",124725
MODGPC124726,06-Aug-15,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,£600.00,124726
MODGPC124727,10-Aug-15,Professional Services              , PROFESSIONAL SERVICES - DEF,"£1,995.00",124727
MODGPC124728,13-Aug-15,Training and Educational           , SCHOOLS - DEFAULT,£582.00,124728
MODGPC124729,13-Aug-15,Training and Educational           , SCHOOLS - DEFAULT,£576.00,124729
MODGPC124730,06-Aug-15,Telecommunication Services         , TELECOMMUNICATION EQUIPMENT,"£1,969.08",124730
MODGPC124731,12-Aug-15,Utilities and Non Automotive Fuel  , UTILITIES/ELEC/GAS/H2O/SANI,"£1,902.57",124731
MODGPC124732,04-Aug-15,Miscellaneous Industrial/Commercial, HARDWARE EQUIPMENT/SUPPLIES,£683.88,124732
MODGPC124733,13-Aug-15,Mail Order / Direct Selling        , CATALOG MERCHANT,£561.74,124733
MODGPC124734,13-Aug-15,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,£715.50,124734
MODGPC124735,04-Aug-15,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"£1,012.32",124735
MODGPC124736,05-Aug-15,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,£686.00,124736
MODGPC124737,05-Aug-15,Training and Educational           , SCHOOLS - DEFAULT,"£1,505.40",124737
MODGPC124738,11-Aug-15,Clubs/Associations/Organisations   , MEMBER ORGANIZATIONS - DEF,£765.00,124738
MODGPC124739,13-Aug-15,Training and Educational           , TRADE/VOCATIONAL SCHOOLS,"£1,425.96",124739
MODGPC124740,13-Aug-15,Professional Services              , PROFESSIONAL SERVICES - DEF,£919.20,124740
MODGPC124741,13-Aug-15,Professional Services              , PROFESSIONAL SERVICES - DEF,£919.20,124741
MODGPC124742,07-Aug-15,"Vehicles, Servicing and Spares     ", AUTO SERVICE SHOPS/NON DEALER,£712.97,124742
MODGPC124743,07-Aug-15,"Vehicles, Servicing and Spares     ", AUTO SERVICE SHOPS/NON DEALER,"£2,287.11",124743
MODGPC124744,11-Aug-15,General Retail and Wholesale       , SPORTING GOODS STORES,"£3,499.80",124744
MODGPC124745,12-Aug-15,General Retail and Wholesale       , MISC SPECIALTY RETAIL,£634.45,124745
MODGPC124746,13-Aug-15,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,£639.46,124746
MODGPC124747,05-Aug-15,Print and Advertising              , ADVERTISING SERVICES,£600.00,124747
MODGPC124748,12-Aug-15,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"£8,382.00",124748
MODGPC124749,05-Aug-15,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,"£2,648.68",124749
