ENTITY,OU,DATE,BE_LEVEL_7,EXPENSE_AREA_1,EXPENSE_AREA_3,EXPENSE_TYPE_3,EXPENSE_TYPE_6,PROG / ADMIN?,PROJECT_CODE,SPEND_CATEGORY,DESCRIPTION,DISTRIBUTION_AMOUNT,Contract Number,SUPPLIER,SUPPLIER_POSTCODE,SUPPLIER_TYPE,INV_NUM,TRANSACTION_NUMBER,TOTAL_INVOICE_VALUE
HMCTS,20,30-Nov-11,CE321,XZ999-Total HMCTS,CZ999-South East Region,265000-IT & Telecommunications,223541-Telecomms - Charges/Rental-non mobile,Programme,0,VAT,,"($3,003.21)",,HERTFORDSHIRE COUNTY COUNCIL,SG13 8TN,,1801124720,1836452,"$55,629.74 "
HMCTS,20,30-Nov-11,CE306,XZ999-Total HMCTS,CZ999-South East Region,265000-IT & Telecommunications,223541-Telecomms - Charges/Rental-non mobile,Programme,0,VAT,,"($4,590.86)",,HERTFORDSHIRE COUNTY COUNCIL,SG13 8TN,,1801124720,1836452,"$55,629.74 "
HMCTS,20,30-Nov-11,CE305,XZ999-Total HMCTS,CZ999-South East Region,265000-IT & Telecommunications,223541-Telecomms - Charges/Rental-non mobile,Programme,0,VAT,,($531.14),,HERTFORDSHIRE COUNTY COUNCIL,SG13 8TN,,1801124720,1836452,"$55,629.74 "
HMCTS,20,30-Nov-11,CE304,XZ999-Total HMCTS,CZ999-South East Region,265000-IT & Telecommunications,223541-Telecomms - Charges/Rental-non mobile,Programme,0,VAT,,"($3,968.23)",,HERTFORDSHIRE COUNTY COUNCIL,SG13 8TN,,1801124720,1836452,"$55,629.74 "
HMCTS,20,30-Nov-11,CE303,XZ999-Total HMCTS,CZ999-South East Region,265000-IT & Telecommunications,223541-Telecomms - Charges/Rental-non mobile,Programme,0,VAT,,"($1,470.18)",,HERTFORDSHIRE COUNTY COUNCIL,SG13 8TN,,1801124720,1836452,"$55,629.74 "
HMCTS,20,30-Nov-11,CE302,XZ999-Total HMCTS,CZ999-South East Region,265000-IT & Telecommunications,223541-Telecomms - Charges/Rental-non mobile,Programme,0,VAT,,($967.43),,HERTFORDSHIRE COUNTY COUNCIL,SG13 8TN,,1801124720,1836452,"$55,629.74 "
HMCTS,20,30-Nov-11,CE321,XZ999-Total HMCTS,CZ999-South East Region,265000-IT & Telecommunications,223541-Telecomms - Charges/Rental-non mobile,Programme,0,VAT,,"$3,003.21 ",,HERTFORDSHIRE COUNTY COUNCIL,SG13 8TN,,1801124720,1836452,"$55,629.74 "
HMCTS,20,30-Nov-11,CE306,XZ999-Total HMCTS,CZ999-South East Region,265000-IT & Telecommunications,223541-Telecomms - Charges/Rental-non mobile,Programme,0,VAT,,"$4,590.86 ",,HERTFORDSHIRE COUNTY COUNCIL,SG13 8TN,,1801124720,1836452,"$55,629.74 "
HMCTS,20,30-Nov-11,CE305,XZ999-Total HMCTS,CZ999-South East Region,265000-IT & Telecommunications,223541-Telecomms - Charges/Rental-non mobile,Programme,0,VAT,,$531.14 ,,HERTFORDSHIRE COUNTY COUNCIL,SG13 8TN,,1801124720,1836452,"$55,629.74 "
HMCTS,20,30-Nov-11,CE304,XZ999-Total HMCTS,CZ999-South East Region,265000-IT & Telecommunications,223541-Telecomms - Charges/Rental-non mobile,Programme,0,VAT,,"$3,968.23 ",,HERTFORDSHIRE COUNTY COUNCIL,SG13 8TN,,1801124720,1836452,"$55,629.74 "
HMCTS,20,30-Nov-11,CE303,XZ999-Total HMCTS,CZ999-South East Region,265000-IT & Telecommunications,223541-Telecomms - Charges/Rental-non mobile,Programme,0,VAT,,"$1,470.18 ",,HERTFORDSHIRE COUNTY COUNCIL,SG13 8TN,,1801124720,1836452,"$55,629.74 "
HMCTS,20,30-Nov-11,CE302,XZ999-Total HMCTS,CZ999-South East Region,265000-IT & Telecommunications,223541-Telecomms - Charges/Rental-non mobile,Programme,0,VAT,,$967.43 ,,HERTFORDSHIRE COUNTY COUNCIL,SG13 8TN,,1801124720,1836452,"$55,629.74 "
HMCTS,20,30-Nov-11,CE101,XZ999-Total HMCTS,CZ999-South East Region,265000-IT & Telecommunications,223541-Telecomms - Charges/Rental-non mobile,Programme,0,VAT,,"$9,271.62 ",,HERTFORDSHIRE COUNTY COUNCIL,SG13 8TN,,1801124720,1836452,"$55,629.74 "
HMCTS,20,25-Nov-11,AU142,XZ999-Total HMCTS,SL999-Centralised Frontline,226000-Court Costs,226306-Defence Costs Solicitor,Programme,0,ITEM,,"$54,000.00 ",,A M STRACHAN & CO,N1 6SD,,M4711281802/O/24-Nov-11,523183,"$54,000.00 "
HMCTS,20,1-Nov-11,WW000,ZZ900-MoJ HQ,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,610210-VAT - Input,Balance Sheet,0,VAT,"Maintenance, non-structural repair and cleaning of buildings",($0.02),,NG BAILEY FACILITIES SERVICES LTD,CIS-LS12 6EH,,155179,1798895,"$53,589.92 "
HMCTS,20,1-Nov-11,WW000,ZZ900-MoJ HQ,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,610210-VAT - Input,Balance Sheet,0,VAT,"Maintenance, non-structural repair and cleaning of buildings","$8,931.66 ",,NG BAILEY FACILITIES SERVICES LTD,CIS-LS12 6EH,,155179,1798895,"$53,589.92 "
HMCTS,21,1-Nov-11,HA102,XZ999-Total HMCTS,HZ999-North East Region,222001-Maintenance,222192-CIS Labour Mechanical & Electric,Programme,0,ITEM,HA102 COSOLIDATED ORDER - (CIS - Labour) - Contractual Fees M & E April - January 2012 (not inc Lodgings),"$44,658.28 ",,NG BAILEY FACILITIES SERVICES LTD,CIS-LS12 6EH,,155179,1798895,"$53,589.92 "
HMCTS,21,29-Nov-11,BG205,XZ999-Total HMCTS,BZ999-London Region,532000-Tangible GBV - Additions,532603-TA GBV Add CIS Labour Costs,Programme,0,ITEM,Isleworth Crn - Euro Windows - CIS LABOUR - replacement of old metal framed windows with new double glazed secure units - PAR 1848,"$44,597.11 ",,EURO WINDOWS LTD,CIS-SS17 0JJ,,17090,1832453,"$53,516.53 "
HMCTS,21,29-Nov-11,BG205,XZ999-Total HMCTS,BZ999-London Region,532000-Tangible GBV - Additions,532603-TA GBV Add CIS Labour Costs,Programme,0,VAT,Isleworth Crn - Euro Windows - CIS LABOUR - replacement of old metal framed windows with new double glazed secure units - PAR 1849 - VAT,"$8,919.42 ",,EURO WINDOWS LTD,CIS-SS17 0JJ,,17090,1832453,"$53,516.53 "
HMCTS,21,23-Nov-11,HH108,XZ999-Total HMCTS,HZ999-North East Region,610400-Debtors <1 year - Prepayments & Accrued Income,610450-Rates Prepayment Control Account,Programme,0,ITEM,Rates Invoice,"$53,259.00 ",,BRADFORD METROPOLITAN COUNCIL,RATES,,30746850/2011-12,1827018,"$53,259.00 "
HMCTS,20,25-Nov-11,WW000,ZZ900-MoJ HQ,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,610210-VAT - Input,Balance Sheet,0,VAT,"Maintenance, repair and cleansing of equipment, plant, vehicles and vessels",$128.20 ,,NEOPOST LTD,RM1 2AR-INVOICE,,91188144,1830887,"$53,209.71 "
HMCTS,20,25-Nov-11,WW000,ZZ900-MoJ HQ,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,610210-VAT - Input,Balance Sheet,0,VAT,"Maintenance, repair and cleansing of equipment, plant, vehicles and vessels","$8,724.82 ",,NEOPOST LTD,RM1 2AR-INVOICE,,91188144,1830887,"$53,209.71 "
HMCTS,20,25-Nov-11,CA102,XZ999-Total HMCTS,CZ999-South East Region,222002-Other Property Costs,222154-Equipment Maintenance,Programme,0,ITEM,South East Region - Neopost annual maintenance charges 11/12,"$43,624.10 ",,NEOPOST LTD,RM1 2AR-INVOICE,,91188144,1830887,"$53,209.71 "
HMCTS,20,25-Nov-11,CA102,XZ999-Total HMCTS,CZ999-South East Region,222002-Other Property Costs,222154-Equipment Maintenance,Programme,0,ITEM,South East Region - Neopost annual maintenance charges 11/12,$732.59 ,,NEOPOST LTD,RM1 2AR-INVOICE,,91188144,1830887,"$53,209.71 "
HMCTS,21,9-Nov-11,TC150,XZ999-Total HMCTS,AG999-HQ - Estates,222002-Other Property Costs,222114-Service Charges,Programme,0,ITEM,SERVICE CHARGES,"$52,985.40 ",,DEPARTMENT FOR WORK & PENSIONS (DWP),CF14 3UW,,5024326,1810509,"$52,985.40 "
HMCTS,20,4-Nov-11,AT103,XZ999-Total HMCTS,AT899-HQ - ICT,265000-IT & Telecommunications,223560-IT Application Costs,Programme,0,ITEM,CCN  L-R-2993-01 -Libra App Changes -  GoB,"$44,129.00 ",,LOGICA UK LTD,CF31 9AP,,359089,1804267,"$52,954.80 "
HMCTS,20,4-Nov-11,WW000,ZZ900-MoJ HQ,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,610210-VAT - Input,Balance Sheet,0,VAT,Computer services supplied to the specification of the recipient,"$8,825.80 ",,LOGICA UK LTD,CF31 9AP,,359089,1804267,"$52,954.80 "
HMCTS,21,23-Nov-11,BA108,XZ999-Total HMCTS,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,610450-Rates Prepayment Control Account,Programme,0,ITEM,Rates Invoice,"$52,707.73 ",,CITY OF WESTMINSTER,RATES,,400872113/2011-12,1827048,"$52,707.73 "
HMCTS,20,15-Nov-11,WW000,ZZ900-MoJ HQ,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,610210-VAT - Input,Balance Sheet,0,VAT,"Maintenance, non-structural repair and cleaning of buildings","$8,760.87 ",,WILSON JAMES LTD,CIS-SS0 9HR,SME,90004668,1816399,"$52,565.20 "
HMCTS,20,15-Nov-11,IH701,XZ999-Total HMCTS,BZ999-London Region,222001-Maintenance,222137-CIS Labour Build Maintenance Works,Programme,0,ITEM,CIS Labour - RCJ PAR 2011/211 Thomas More 10th Floor Refurbishment - Wilson James,"$43,804.33 ",,WILSON JAMES LTD,CIS-SS0 9HR,SME,90004668,1816399,"$52,565.20 "
HMCTS,20,8-Nov-11,AV340,XZ999-Total HMCTS,AP999-HQ - Strategy & Change,262000-SCA Costs,223324-ARAMIS RFC Costs,Programme,0,ITEM,As per FSMO RFC 174 (Part A) Liberata consultancy team to work on the Payment by Account (PbA) Phase 2 solution,"$43,617.09 ",,LIBERATA UK LTD,NP10 8BA,,81459,1807294,"$52,340.51 "
HMCTS,20,8-Nov-11,WW000,ZZ900-MoJ HQ,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,610210-VAT - Input,Balance Sheet,0,VAT,"Accounting, Invoicing and related services","$8,723.42 ",,LIBERATA UK LTD,NP10 8BA,,81459,1807294,"$52,340.51 "
HMCTS,21,22-Nov-11,GC407,XZ999-Total HMCTS,GZ999-North West Region,532000-Tangible GBV - Additions,532603-TA GBV Add CIS Labour Costs,Programme,B714,ITEM,Salford Business Centre - Refurbishment and fit out of ground and first floor,"$43,378.47 ",,PLANSCAPE GROUP LIMITED,CIS-M4 1DW,,J5070/4157/DP,1825442,"$52,054.16 "
HMCTS,21,22-Nov-11,GC407,XZ999-Total HMCTS,GZ999-North West Region,532000-Tangible GBV - Additions,532603-TA GBV Add CIS Labour Costs,Programme,B714,VAT,,"$8,675.69 ",,PLANSCAPE GROUP LIMITED,CIS-M4 1DW,,J5070/4157/DP,1825442,"$52,054.16 "
HMCTS,20,1-Nov-11,AE107,XZ999-Total HMCTS,AQ999-HQ - Finance & Governance,261000-Fuel and Utilities,222145-Other Fuels & Utility Charges,Admin,0,ITEM,To operate half hourly meters at HMCS sites with electricity supplies over 100 kwh,"$43,350.00 ",,ENTERPRISE MANAGED SERVICES (E&CS) LTD,CIS-PR5 6AW,,59-7883,1798527,"$52,020.00 "
HMCTS,20,1-Nov-11,AE107,XZ999-Total HMCTS,AQ999-HQ - Finance & Governance,261000-Fuel and Utilities,222145-Other Fuels & Utility Charges,Admin,0,VAT,,"$8,670.00 ",,ENTERPRISE MANAGED SERVICES (E&CS) LTD,CIS-PR5 6AW,,59-7883,1798527,"$52,020.00 "
HMCTS,21,18-Nov-11,AJ101,XZ999-Total HMCTS,AG999-HQ - Estates,222001-Maintenance,222133-Building Project Fees,Programme,0,ITEM,VOA,"$43,333.00 ",,VALUATION OFFICE AGENCY,W1D 5BU,,1.8E+13,1822371,"$51,999.60 "
HMCTS,21,18-Nov-11,AJ101,XZ999-Total HMCTS,AG999-HQ - Estates,222001-Maintenance,222133-Building Project Fees,Programme,0,VAT,,"$8,666.60 ",,VALUATION OFFICE AGENCY,W1D 5BU,,1.8E+13,1822371,"$51,999.60 "
HMCTS,21,18-Nov-11,AJ101,XZ999-Total HMCTS,AG999-HQ - Estates,222001-Maintenance,222133-Building Project Fees,Programme,0,ITEM,VOA,"$43,333.00 ",,VALUATION OFFICE AGENCY,W1D 5BU,,1.8E+13,1822371,"$51,999.60 "
HMCTS,21,18-Nov-11,AJ101,XZ999-Total HMCTS,AG999-HQ - Estates,222001-Maintenance,222133-Building Project Fees,Programme,0,VAT,,"$8,666.60 ",,VALUATION OFFICE AGENCY,W1D 5BU,,1.8E+13,1822371,"$51,999.60 "
HMCTS,21,18-Nov-11,AJ101,XZ999-Total HMCTS,AG999-HQ - Estates,222001-Maintenance,222133-Building Project Fees,Programme,0,ITEM,VOA,"$43,333.00 ",,VALUATION OFFICE AGENCY,W1D 5BU,,2.50001E+13,1822371,"$51,999.60 "
HMCTS,21,18-Nov-11,AJ101,XZ999-Total HMCTS,AG999-HQ - Estates,222001-Maintenance,222133-Building Project Fees,Programme,0,VAT,,"$8,666.60 ",,VALUATION OFFICE AGENCY,W1D 5BU,,2.50001E+13,1822371,"$51,999.60 "
HMCTS,20,11-Nov-11,WW000,ZZ900-MoJ HQ,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,610210-VAT - Input,Balance Sheet,0,VAT,Computer services supplied to the specification of the recipient,"$8,651.20 ",,ATOS IT SERVICES UK LTD,WV10 6UH,,5584092398,1812537,"$51,907.20 "
HMCTS,20,11-Nov-11,IA101,XZ999-Total HMCTS,BZ999-London Region,532000-Tangible GBV - Additions,532605-IT Hardware in Course of Const,Programme,F079,ITEM,ROLLS Building One-Off Costs for Additional Video Conferencing Installation. 20-IA101-532605-000-F079,"$43,256.00 ",,ATOS IT SERVICES UK LTD,WV10 6UH,,5584092398,1812537,"$51,907.20 "
HMCTS,20,11-Nov-11,IA101,XZ999-Total HMCTS,BZ999-London Region,532000-Tangible GBV - Additions,532601-TA GBV - Add- Assets In Course of Construction,Programme,F079,VAT,ROLLS Building One-Off Costs for Additional Video Conferencing Installation. 20-IA101-532605-000-F080 - VAT,"($8,651.20)",,ATOS IT SERVICES UK LTD,WV10 6UH,,5584092398,1812537,"$51,907.20 "
HMCTS,20,11-Nov-11,IA101,XZ999-Total HMCTS,BZ999-London Region,532000-Tangible GBV - Additions,532601-TA GBV - Add- Assets In Course of Construction,Programme,F079,VAT,ROLLS Building One-Off Costs for Additional Video Conferencing Installation. 20-IA101-532605-000-F081 - VAT,"$8,651.20 ",,ATOS IT SERVICES UK LTD,WV10 6UH,,5584092398,1812537,"$51,907.20 "
HMCTS,21,23-Nov-11,GC108,XZ999-Total HMCTS,GZ999-North West Region,610400-Debtors <1 year - Prepayments & Accrued Income,610450-Rates Prepayment Control Account,Programme,0,ITEM,Rates Invoice,"$51,527.00 ",,MANCHESTER CITY COUNCIL,RATES,,700465165/2011-12,1827154,"$51,527.00 "
HMCTS,21,23-Nov-11,GD108,XZ999-Total HMCTS,GZ999-North West Region,610400-Debtors <1 year - Prepayments & Accrued Income,610450-Rates Prepayment Control Account,Programme,0,ITEM,Rates Invoice,"$51,094.00 ",,PRESTON CITY COUNCIL,RATES,,70152422/2011-12,1827191,"$51,094.00 "
HMCTS,20,15-Nov-11,WW000,ZZ900-MoJ HQ,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,610210-VAT - Input,Balance Sheet,0,VAT,"Maintenance, non-structural repair and cleaning of buildings","$8,486.01 ",,REGENT OFFICE CARE LTD,CV6 4QH,,28165,1816077,"$50,916.09 "
HMCTS,20,15-Nov-11,DA170,XZ999-Total HMCTS,DZ999-South West Region,222002-Other Property Costs,222152-Cleaning (excl Waste Collctn),Programme,0,ITEM,South West Region - Regent Cleaning Office Care-11/12,"$42,430.08 ",,REGENT OFFICE CARE LTD,CV6 4QH,,28165,1816077,"$50,916.09 "
HMCTS,20,2-Nov-11,IH701,XZ999-Total HMCTS,BZ999-London Region,265000-IT & Telecommunications,223541-Telecomms - Charges/Rental-non mobile,Programme,0,ITEM,British Telecom - BT Analyst VP01412270 for RCJ (Site PR1). Annual charges April 2011 - March 2012.  20 / IH701 / 223541.,"$41,974.26 ",,BT TELECOMMUNICATIONS PLC,DH98 1BT,,VP01412270M08801OL,1801977,"$50,369.11 "
HMCTS,20,2-Nov-11,IH701,XZ999-Total HMCTS,BZ999-London Region,265000-IT & Telecommunications,223541-Telecomms - Charges/Rental-non mobile,Programme,0,VAT,British Telecom - BT Analyst VP01412270 for RCJ (Site PR1). Annual charges April 2011 - March 2012.  20 / IH701 / 223541. - VAT,"$8,394.85 ",,BT TELECOMMUNICATIONS PLC,DH98 1BT,,VP01412270M08801OL,1801977,"$50,369.11 "
HMCTS,21,23-Nov-11,BA108,XZ999-Total HMCTS,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,610450-Rates Prepayment Control Account,Programme,0,ITEM,Rates Invoice,"$49,377.00 ",,LONDON BOROUGH OF ISLINGTON,RATES,,23340741/2011-12,1827142,"$49,377.00 "
HMCTS,21,8-Nov-11,TC150,XZ999-Total HMCTS,AG999-HQ - Estates,222002-Other Property Costs,222172-TS PRIME Utilities,Programme,0,ITEM,TS UTLITIES,"$48,963.23 ",,DEPARTMENT FOR WORK & PENSIONS (DWP),CF14 3UW,,5024475,1807010,"$48,963.23 "
HMCTS,20,29-Nov-11,WW000,ZZ900-MoJ HQ,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,610210-VAT - Input,Balance Sheet,0,VAT,"Maintenance, non-structural repair and cleaning of buildings","$8,107.24 ",,NORLAND MANAGED SERVICES LTD,CIS-SE1 1RU,,S00219216,1832794,"$48,643.43 "
HMCTS,21,29-Nov-11,BA108,XZ999-Total HMCTS,BZ999-London Region,222001-Maintenance,222192-CIS Labour Mechanical & Electric,Programme,0,ITEM,"CIS Labour, Norlands OCT '11 (Ref: 11 Oct'11), M&E Minor reactive works under £1,500 for London area. Works carried out under term contract.","$40,536.19 ",,NORLAND MANAGED SERVICES LTD,CIS-SE1 1RU,,S00219216,1832794,"$48,643.43 "
HMCTS,21,23-Nov-11,HH108,XZ999-Total HMCTS,HZ999-North East Region,610400-Debtors <1 year - Prepayments & Accrued Income,610450-Rates Prepayment Control Account,Programme,0,ITEM,Rates Invoice,"$48,496.00 ",,LEEDS CITY COUNCIL,RATES,,900576663/2011-12,1827122,"$48,496.00 "
HMCTS,20,1-Nov-11,WW000,ZZ900-MoJ HQ,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,610210-VAT - Input,Balance Sheet,0,VAT,"Maintenance, non-structural repair and cleaning of buildings","$7,994.38 ",,RENTOKIL INITIAL UK LIMITED,DY1 4RR,,661/3834619,1799260,"$47,966.26 "
HMCTS,20,1-Nov-11,HA102,XZ999-Total HMCTS,HZ999-North East Region,222002-Other Property Costs,222152-Cleaning (excl Waste Collctn),Programme,0,ITEM,North East Consol Account - Contractual Cleaning contract continuation replacing PO 20000128717 - Rentokil - 11/12,"$39,971.88 ",,RENTOKIL INITIAL UK LIMITED,DY1 4RR,,661/3834619,1799260,"$47,966.26 "
HMCTS,21,23-Nov-11,DB108,XZ999-Total HMCTS,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,610450-Rates Prepayment Control Account,Programme,0,ITEM,Rates Invoice,"$47,630.00 ",,BRISTOL CITY COUNCIL,RATES,,50009947382/2011-12,1827023,"$47,630.00 "
HMCTS,21,23-Nov-11,GC108,XZ999-Total HMCTS,GZ999-North West Region,610400-Debtors <1 year - Prepayments & Accrued Income,610450-Rates Prepayment Control Account,Programme,0,ITEM,Rates Invoice,"$47,388.61 ",,MANCHESTER CITY COUNCIL,RATES,,700162471/2011-12,1827154,"$47,388.61 "
HMCTS,21,8-Nov-11,TC150,XZ999-Total HMCTS,AG999-HQ - Estates,222002-Other Property Costs,222173-TS PRIME Variables,Programme,0,ITEM,TS VARIABLES,"$47,309.57 ",,DEPARTMENT FOR WORK & PENSIONS (DWP),CF14 3UW,,5024446,1807010,"$47,309.57 "
HMCTS,20,1-Nov-11,AV334,XZ999-Total HMCTS,AP999-HQ - Strategy & Change,265000-IT & Telecommunications,223560-IT Application Costs,Programme,B319,ITEM,"CCN L-R-2555-01-v0.21 See milestone payment schedule	 	 	","$39,125.00 ",,LOGICA UK LTD,CF31 9AP,,358947,1798779,"$46,950.00 "
HMCTS,20,1-Nov-11,WW000,ZZ900-MoJ HQ,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,610210-VAT - Input,Balance Sheet,0,VAT,Computer services supplied to the specification of the recipient,"$7,825.00 ",,LOGICA UK LTD,CF31 9AP,,358947,1798779,"$46,950.00 "
HMCTS,20,1-Nov-11,WW000,ZZ900-MoJ HQ,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,610210-VAT - Input,Balance Sheet,0,VAT,"Maintenance, non-structural repair and cleaning of buildings","$7,806.82 ",,NG BAILEY FACILITIES SERVICES LTD,CIS-LS12 6EH,,155171,1798895,"$46,840.97 "
HMCTS,21,1-Nov-11,HA102,XZ999-Total HMCTS,HZ999-North East Region,222001-Maintenance,222192-CIS Labour Mechanical & Electric,Programme,0,ITEM,HA102 COSOLIDATED ORDER - (CIS - Labour) - Contractual Fees M & E April - January 2012 (not inc Lodgings),"$39,034.15 ",,NG BAILEY FACILITIES SERVICES LTD,CIS-LS12 6EH,,155171,1798895,"$46,840.97 "
HMCTS,21,23-Nov-11,BA108,XZ999-Total HMCTS,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,610450-Rates Prepayment Control Account,Programme,0,ITEM,Rates Invoice,"$46,206.00 ",,CITY OF WESTMINSTER,RATES,,401687378/2011-12,1827048,"$46,206.00 "
HMCTS,21,18-Nov-11,AL101,XZ999-Total HMCTS,AG999-HQ - Estates,266000-Judicial Costs,224412-Judges Car Hire,Programme,0,ITEM,Various Judges Lodgings - Ground Transport Ltd - Judicial car provision.,"$38,083.64 ",,GROUND TRANSPORT LTD,SE11 6DX,SME,19,1821964,"$45,700.37 "
HMCTS,20,18-Nov-11,WW000,ZZ900-MoJ HQ,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,610210-VAT - Input,Balance Sheet,0,VAT,Passenger Transport Services,"$7,616.73 ",,GROUND TRANSPORT LTD,SE11 6DX,SME,19,1821964,"$45,700.37 "
HMCTS,21,25-Nov-11,TE161,XZ999-Total HMCTS,SJ999-Scotland,222002-Other Property Costs,222114-Service Charges,Programme,0,ITEM,SERVICE CHARGES,"$14,759.39 ",,BIS (DEPARTMENT OF BUSINESS INNOVATION & SKILLS),CF3 0LW,,10033619,1830472,"$45,381.57 "
HMCTS,21,25-Nov-11,TE161,XZ999-Total HMCTS,SJ999-Scotland,221000-Property Rent and Rates,222111-Rates,Programme,0,ITEM,RATES,"$8,271.28 ",,BIS (DEPARTMENT OF BUSINESS INNOVATION & SKILLS),CF3 0LW,,10033619,1830472,"$45,381.57 "
HMCTS,21,25-Nov-11,TE161,XZ999-Total HMCTS,SJ999-Scotland,221000-Property Rent and Rates,221112-Property Rents - Passing Rent,Programme,0,ITEM,PROPERTY RENTS,"$22,350.90 ",,BIS (DEPARTMENT OF BUSINESS INNOVATION & SKILLS),CF3 0LW,,10033619,1830472,"$45,381.57 "
HMCTS,21,23-Nov-11,CK108,XZ999-Total HMCTS,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,610450-Rates Prepayment Control Account,Programme,0,ITEM,Rates Invoice,"$45,032.00 ",,READING BOROUGH COUNCIL,RATES,,51288010/2011-12,1827193,"$45,032.00 "
HMCTS,21,23-Nov-11,BA108,XZ999-Total HMCTS,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,610450-Rates Prepayment Control Account,Programme,0,ITEM,Rates Invoice,"$44,620.50 ",,LONDON BOROUGH OF REDBRIDGE,RATES,,327731317/2011-12,1827146,"$44,620.50 "
HMCTS,21,23-Nov-11,DB108,XZ999-Total HMCTS,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,610450-Rates Prepayment Control Account,Programme,0,ITEM,Rates Invoice,"$44,166.00 ",,BRISTOL CITY COUNCIL,RATES,,50010075682/2011-12,1827023,"$44,166.00 "
HMCTS,20,15-Nov-11,AV329,XZ999-Total HMCTS,AP999-HQ - Strategy & Change,512000-Intangible GBV - Additions,532805-IA GBV - Add - VAT Recoverable - IA AUC,Programme,B324,ITEM,"Logica - Project Charges (T&M)		 	 		","$36,659.00 ",,LOGICA UK LTD,CF31 9AP,,360107,1815654,"$43,990.80 "
HMCTS,20,15-Nov-11,WW000,ZZ900-MoJ HQ,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,610210-VAT - Input,Balance Sheet,0,VAT,Computer services supplied to the specification of the recipient,"$7,331.80 ",,LOGICA UK LTD,CF31 9AP,,360107,1815654,"$43,990.80 "
HMCTS,21,23-Nov-11,BA108,XZ999-Total HMCTS,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,610450-Rates Prepayment Control Account,Programme,0,ITEM,Rates Invoice,"$43,941.00 ",,LONDON BOROUGH OF SOUTHWARK,RATES,,6323494/2011-12,1827148,"$43,941.00 "
HMCTS,20,9-Nov-11,WW000,ZZ900-MoJ HQ,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,610210-VAT - Input,Balance Sheet,0,VAT,"Typing, secretarial, telephonist and clerical services including agency staff","$7,321.37 ",,SELLERS LEGAL SERVICES LTD,SL1 3UE,,5969,1810920,"$43,928.22 "
HMCTS,20,9-Nov-11,BF131,XZ999-Total HMCTS,BZ999-London Region,226000-Court Costs,226203-Court Reporters Cap Writers,Programme,0,ITEM,London Region Consolidated - CATS - Sellars - 2011/12,"$1,353.45 ",,SELLERS LEGAL SERVICES LTD,SL1 3UE,,5969,1810920,"$43,928.22 "
HMCTS,20,9-Nov-11,BF131,XZ999-Total HMCTS,BZ999-London Region,226000-Court Costs,226202-Court Reporters Loggers,Programme,0,ITEM,London Region Consolidated - Loggers - Sellars - 2011/12,"$35,253.40 ",,SELLERS LEGAL SERVICES LTD,SL1 3UE,,5969,1810920,"$43,928.22 "
HMCTS,20,11-Nov-11,WW000,ZZ900-MoJ HQ,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,610210-VAT - Input,Balance Sheet,0,VAT,"Typing, secretarial, telephonist and clerical services including agency staff","$7,313.92 ",,J L HARPHAM LTD,S1 2DX,,2326/11,515074,"$43,883.58 "
HMCTS,20,11-Nov-11,HA102,XZ999-Total HMCTS,HZ999-North East Region,226000-Court Costs,226202-Court Reporters Loggers,Programme,0,ITEM,North East Consol Account - Cats & Loggers contract continuation replacing PO 20000128716 - JL Harpham - 11/12,"$36,569.66 ",,J L HARPHAM LTD,S1 2DX,,2326/11,515074,"$43,883.58 "
HMCTS,20,11-Nov-11,AV330,XZ999-Total HMCTS,AP999-HQ - Strategy & Change,265000-IT & Telecommunications,223561-IT Infrastructure Costs,Programme,B329,ITEM,"CCN1824-04- PentiP Packaging for the NLE, training, work stations, and test environments - Project Management/AO Labour","$35,459.00 ",,ATOS IT SERVICES UK LTD,WV10 6UH,,5584093934,1812537,"$42,550.80 "
