Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,Description
DEFRA,Core Dept,Jan-11,Current Subsidies To Public Corporations,Environment and Rural Group,British Waterways,201210,"2,969,000.00",
DEFRA,Core Dept,Jan-11,Current Grants E,Environment and Rural Group,South Downs National Park Auth,231210,"3,675,200.00",
DEFRA,Core Dept,Jan-11,Grant-in Aid Payments,Environment and Rural Group,Marine Management Organisation,231210,"4,233,000.00",
DEFRA,Core Dept,Jan-11,Current Grants E,Strategy and Evidence Group,Waste & Resources Action Progr,JAN1140111,"5,861,922.00",
DEFRA,Core Dept,Jan-11,IBM Base Services Control,Corporate Services Group,IBM United Kingdom Ltd,5801111165,"7,769,314.20",
DEFRA,Core Dept,Jan-11,Grant-in Aid Payments,Environment and Rural Group,Natural England,201210,"10,000,000.00",
DEFRA,Core Dept,Jan-11,Grant-in Aid Payments,Environment and Rural Group,Environment Agency,EAGIAJAN10221210,"50,000,000.00",
DEFRA,Core Dept,Jan-11,Grant-in Aid Payments,Environment and Rural Group,Environment Agency,EAGIAJAN10221210,"50,000,000.00",
DEFRA,Core Dept,Jan-11,Grant-in Aid Payments,Environment and Rural Group,Environment Agency,EAGIAJAN10221210,"50,000,000.00",
DEFRA,Core Dept,02-Feb-11,Grant-in Aid Payments,Environment and Rural Group,Environment Agency,EAGIAFEB11,"66,000,000.00",
DEFRA,Core Dept,10-Feb-11,Grant-in Aid Payments,Environment and Rural Group,Environment Agency,EAGIAFEB11,"66,000,000.00",
DEFRA,Core Dept,22-Feb-11,Grant-in Aid Payments,Environment and Rural Group,Environment Agency,EAGIAFEB11,"66,000,000.00",
DEFRA,Core Dept,25-Feb-11,Grant-in Aid Payments,Environment and Rural Group,Natural England,160211,"41,939,000.00",
DEFRA,Core Dept,24-Feb-11,Current Subsidies To Public Corporations,Environment and Rural Group,British Waterways,110211,"25,400,000.00",
DEFRA,Core Dept,01-Feb-11,Grant-in Aid Payments,Environment and Rural Group,Natural England,200111,"15,000,000.00",
DEFRA,Core Dept,16-Feb-11,IBM Base Services Control,Corporate Services Group,IBM United Kingdom Ltd,5801111710,"7,774,180.74",
DEFRA,Core Dept,02-Feb-11,Current Subsidies To Public Corporations,Environment and Rural Group,British Waterways,240111,"5,930,000.00",
DEFRA,Core Dept,28-Feb-11,Grant-in Aid Payments,Environment and Rural Group,Marine Management Organisation,250211,"3,928,000.00",
DEFRA,Core Dept,22-Feb-11,Other Current Payments (GB),Food and Farming Group,Food & Environment Research Ag,F0013341,"3,663,238.75",
DEFRA,Core Dept,22-Feb-11,Current Grants E,Strategy and Evidence Group,Waste & Resources Action Progr,FEB1366183500,"3,661,835.00",
DEFRA,Core Dept,28-Feb-11,Other Current Payments (GB),Environment and Rural Group,Natural England,8000003889,"2,900,000.00",
DEFRA,Core Dept,22-Feb-11,Other Current Payments (GB),Environment and Rural Group,C E F A S,8000796,"2,473,717.30",
DEFRA,Core Dept,01-Feb-11,Other Current Payments E,Food and Farming Group,Food & Environment Research Ag,F0012781,"1,211,666.68",
DEFRA,Core Dept,01-Feb-11,Other Current Payments (GB),Food and Farming Group,Food & Environment Research Ag,F0012785,"1,166,882.00",
DEFRA,Core Dept,01-Feb-11,Grant-in Aid Payments,Strategy and Evidence Group,Sustainable Development Commis,7180111,"806,955.30",
DEFRA,Core Dept,24-Feb-11,Rents to Landlords,Corporate Services Group,D T Z,DEFRA070,"779,278.61",
DEFRA,Core Dept,01-Feb-11,Grant-in Aid Payments,Environment and Rural Group,Marine Management Organisation,260111,"662,000.00",
DEFRA,Core Dept,28-Feb-11,Agency Recharge,Corporate Services Group,Interserve (Facilities Mngmnt),FI00008776,"646,194.22",
DEFRA,Core Dept,24-Feb-11,Grant-in Aid Payments,Environment and Rural Group,The National Forest Co,180211,"539,082.00",
DEFRA,Core Dept,08-Feb-11,FM Projects Non Capital Works,Corporate Services Group,Interserve (Facilities Mngmnt),FI00007184,"515,520.23",
DEFRA,Core Dept,08-Feb-11,Telephone Call Charges (C),Corporate Services Group,Buying Solutions,SINMSD8798,"437,700.14",
DEFRA,Core Dept,04-Feb-11,Grant-in Aid Payments,Environment and Rural Group,Joint Nature Conservation Comm,200111A,"437,586.06",
DEFRA,Core Dept,22-Feb-11,Other Current Payments E,Environment and Rural Group,Natural England,8000003824,"432,000.00",
DEFRA,Core Dept,02-Feb-11,Grant-in Aid Payments,Environment and Rural Group,Commission For Rural Communiti,260111,"431,468.00",
DEFRA,Core Dept,24-Feb-11,Payments to Agencies GB,Food and Farming Group,Veterinary Laboratories Agency,ERS-472302-32196,"382,584.00",
DEFRA,Core Dept,14-Feb-11,Other Current Payments (GB),Food and Farming Group,Food Standards Agency,915926,"359,374.00",
DEFRA,Core Dept,16-Feb-11,Other Current Payments (Evidence R&D),Food and Farming Group,A D A S UK Ltd,100211,"319,975.68",
DEFRA,Core Dept,24-Feb-11,Agency Recharge,Corporate Services Group,Interserve (Facilities Mngmnt),FI00008773,"314,055.38",
DEFRA,Core Dept,17-Feb-11,Property Lease Costs,Corporate Services Group,D T Z,DEFRA069,"296,281.99",
DEFRA,Core Dept,04-Feb-11,Grant-in Aid Payments,Environment and Rural Group,Joint Nature Conservation Comm,200111,"287,354.66",
DEFRA,Core Dept,04-Feb-11,Other Current Payments E,Environment and Rural Group,Local Partnerships LLP,41100672,"280,359.78",
DEFRA,Core Dept,24-Feb-11,Other Current Payments (Evidence R&D),Environment and Rural Group,University of Oxford,RIRF120072588,"275,758.25",
DEFRA,Core Dept,10-Feb-11,FM Projects Non Capital Works,Corporate Services Group,Interserve (Facilities Mngmnt),FI00007190,"275,410.20",
DEFRA,Core Dept,24-Feb-11,Clearing Construction in Progress (Building Works),Corporate Services Group,Interserve (Facilities Mngmnt),FI00008777,"272,724.16",
DEFRA,Core Dept,10-Feb-11,FM Projects Non Capital Works,Corporate Services Group,Interserve (Facilities Mngmnt),FI00008131,"266,580.23",
DEFRA,Core Dept,08-Feb-11,Other Current Payments (GB),Food and Farming Group,Rural Payments Agency,328611,"262,671.60",
DEFRA,Core Dept,28-Feb-11,Other Current Payments (GB),Food and Farming Group,L G C Limited,50057790,"257,715.24",
DEFRA,Core Dept,24-Feb-11,Payments to Agencies GB,Food and Farming Group,Veterinary Laboratories Agency,ERS-472298-32194,"256,916.00",
DEFRA,Core Dept,10-Feb-11,GPC Card,Central Finance Group,Barclaycard Business Issuing,4.72E+21,"255,969.13",
DEFRA,Core Dept,10-Feb-11,Other Current Payments (GB),Environment and Rural Group,NERC Proudman Oceanographic La,7060000370,"250,000.00",
DEFRA,Core Dept,16-Feb-11,Other Current Payments E,Environment and Rural Group,Norfolk Fire & Rescue Service,90211,"250,000.00",
DEFRA,Core Dept,14-Feb-11,Local Area Agreement - Current,Environment and Rural Group,Dept For Communities & Local G,260111,"249,750.00",
DEFRA,Core Dept,28-Feb-11,Other Current Payments (GB),Environment and Rural Group,Waste & Resources Action Progr,FEB2160211,"233,290.00",
DEFRA,Core Dept,16-Feb-11,Other Current Payments UK,Food and Farming Group,Gangmasters Licensing Authorit,GIAKAJFEB201122963430,"229,634.30",
DEFRA,Core Dept,16-Feb-11,Other Current Payments (GB),Food and Farming Group,Identigen Ltd,JAN11110111,"228,159.39",
DEFRA,Core Dept,08-Feb-11,Other Current Payments E,Environment and Rural Group,Natural England,8000003564,"218,309.50",
DEFRA,Core Dept,10-Feb-11,FM Projects Non Capital Works,Corporate Services Group,Interserve (Facilities Mngmnt),FI00008269,"214,770.69",
DEFRA,Core Dept,24-Feb-11,Disposal of Hazardous Waste,Corporate Services Group,Interserve (Facilities Mngmnt),FI00007530,"210,038.81",
DEFRA,Core Dept,03-Feb-11,Rents to Landlords,Corporate Services Group,D T Z,DEFRA067,"206,538.54",
DEFRA,Core Dept,28-Feb-11,Other Current Payments (GB),Food and Farming Group,Food Standards Agency,915932,"184,603.09",
DEFRA,Core Dept,08-Feb-11,Other Current Payments UK,Environment and Rural Group,Bureau Veritas UK Ltd,11000985,"183,892.80",
DEFRA,Core Dept,04-Feb-11,Other Current Payments (Evidence R&D),Strategy and Evidence Group,Waste & Resources Action Progr,1519,"180,279.69",
DEFRA,Core Dept,28-Feb-11,Other Current Payments (GB),Food and Farming Group,Institute For Animal Health,ERS-472303-32112,"175,000.00",
DEFRA,Core Dept,22-Feb-11,Payments to Agencies GB,Food and Farming Group,D L O Holding/Prionics AG,27837,"173,817.93",
DEFRA,Core Dept,16-Feb-11,Other Current Payments (Evidence R&D),Food and Farming Group,University Of Wales Aberystwyt,100211,"167,618.88",
DEFRA,Core Dept,02-Feb-11,Disposal of Hazardous Waste,Corporate Services Group,Interserve (Facilities Mngmnt),FI00008024,"156,710.38",
DEFRA,Core Dept,28-Feb-11,Other Current Payments (Evidence R&D),Food and Farming Group,University Of East Anglia,ERS-472478-32154,"155,833.34",
DEFRA,Core Dept,02-Feb-11,Other Current Payments (GB),Environment and Rural Group,Carbon Trust,1,"150,000.00",
DEFRA,Core Dept,08-Feb-11,Other Current Payments (Evidence R&D),Strategy and Evidence Group,National Measurement Office,E014092,"150,000.00",
DEFRA,Core Dept,08-Feb-11,Other Current Payments (Evidence R&D),Strategy and Evidence Group,National Measurement Office,E014091,"150,000.00",
DEFRA,Core Dept,28-Feb-11,Other Current Payments (Evidence R&D),Food and Farming Group,North Wyke Research.,ERS-472945-32343,"147,700.00",
DEFRA,Core Dept,22-Feb-11,Other Current Payments (GB),Food and Farming Group,Food & Environment Research Ag,F0013440,"142,560.07",
DEFRA,Core Dept,02-Feb-11,Disposal of Hazardous Waste,Corporate Services Group,Interserve (Facilities Mngmnt),FI00007529,"140,062.49",
DEFRA,Core Dept,24-Feb-11,Disposal of Hazardous Waste,Corporate Services Group,Interserve (Facilities Mngmnt),FI00009082,"136,853.98",
DEFRA,Core Dept,28-Feb-11,Other Current Payments E,Environment and Rural Group,IBM United Kingdom Ltd,5812101894,"136,020.35",
DEFRA,Core Dept,10-Feb-11,Other Current Payments UK,Environment and Rural Group,National Physical Laboratory,106733,"133,942.97",
DEFRA,Core Dept,22-Feb-11,Other Current Payments (Evidence R&D),Environment and Rural Group,D S T L,MST003527,"132,000.00",
DEFRA,Core Dept,14-Feb-11,Clearing Construction in Progress (Building Works),Corporate Services Group,Herman Miller Ltd,338158,"131,567.84",
DEFRA,Core Dept,24-Feb-11,Other Current Payments (Evidence R&D) (Agency),Food and Farming Group,Veterinary Laboratories Agency,ERS-472682-32244,"126,495.75",
DEFRA,Core Dept,28-Feb-11,Application Services/Applications On-Boarding,Environment and Rural Group,IBM United Kingdom Ltd,5802110520,"126,279.60",
DEFRA,Core Dept,16-Feb-11,Other Current Payments E,Environment and Rural Group,R N L I,90211,"124,584.00",
DEFRA,Core Dept,16-Feb-11,Other Current Payments E,Environment and Rural Group,Humberside Fire & Rescue Servi,90211,"122,832.00",
DEFRA,Core Dept,10-Feb-11,Other Current Payments UK,Environment and Rural Group,National Physical Laboratory,107057,"122,306.94",
DEFRA,Core Dept,28-Feb-11,Other Current Payments (Evidence R&D),Food and Farming Group,Agri-Food & Biosciences Instit,ERS-473384-32338,"122,094.40",
DEFRA,Core Dept,24-Feb-11,Other Current Payments (Evidence R&D),Environment and Rural Group,Science & Technology Facilitie,7070000429,"120,480.00",
DEFRA,Core Dept,24-Feb-11,Electricity,Corporate Services Group,E D F Energy,112010211,"120,013.45",
DEFRA,Core Dept,22-Feb-11,Legal Services,Corporate Services Group,C E F A S,8000803,"120,000.00",
DEFRA,Core Dept,16-Feb-11,Other Current Payments E,Environment and Rural Group,Hampshire Fire & Rescue Servic,90211,"118,900.00",
DEFRA,Core Dept,10-Feb-11,Business Rates,Corporate Services Group,D T Z,DEFRA068,"112,709.84",
DEFRA,Core Dept,24-Feb-11,Other Current Payments (Evidence R&D) (Agency),Food and Farming Group,Veterinary Laboratories Agency,ERS-472679-32241,"111,303.91",
DEFRA,Core Dept,10-Feb-11,Other Current Payments E,Environment and Rural Group,JSS Pensions Administration,1569,"109,379.82",
DEFRA,Core Dept,28-Feb-11,Other Current Payments (Evidence R&D),Food and Farming Group,University Of Nottingham,ERS-473385-32178,"106,652.00",
DEFRA,Core Dept,08-Feb-11,Other Current Payments UK,Environment and Rural Group,A E A Technology plc,6142227,"106,209.60",
DEFRA,Core Dept,28-Feb-11,Electricity,Corporate Services Group,E D F Energy,114020211,"105,285.32",
DEFRA,Core Dept,02-Feb-11,Other Current Payments (Evidence R&D),Strategy and Evidence Group,University Of Southampton,44072863,"103,100.00",
DEFRA,Core Dept,10-Feb-11,Other Current Payments E,Environment and Rural Group,The National Trust,AR270626,"100,000.00",
DEFRA,Core Dept,16-Feb-11,Other Current Payments E,Environment and Rural Group,Northamptonshire Fire & Resue ,90211,"100,000.00",
DEFRA,Core Dept,28-Feb-11,Other Current Payments (Evidence R&D),Environment and Rural Group,The Sir Alister Hardy Foundati,ERS-472942-32146,"100,000.00",
DEFRA,Core Dept,22-Feb-11,Other Current Payments (Evidence R&D),Food and Farming Group,A D A S UK Ltd,1.50E+12,"99,320.64",
DEFRA,Core Dept,01-Feb-11,Other Current Payments E,Environment and Rural Group,Health Protection Agency,5282636,"94,000.00",
DEFRA,Core Dept,28-Feb-11,Other Current Payments (Evidence R&D),Food and Farming Group,Natural Environ Research Counc,ERS-473386-32141,"89,460.80",
DEFRA,Core Dept,10-Feb-11,Other Current Payments (GB),Food and Farming Group,Deloitte & Touche,2410043784,"87,130.80",
DEFRA,Core Dept,28-Feb-11,Other Current Payments (Evidence R&D),Food and Farming Group,Agri-Food & Biosciences Instit,ERS-472947-32337,"86,940.00",
DEFRA,Core Dept,22-Feb-11,Other Current Payments E,Environment and Rural Group,Department Of Energy and Clima,40005346,"85,226.00",
DEFRA,Core Dept,08-Feb-11,Other Current Payments UK,Environment and Rural Group,Food & Environment Research Ag,F0012775,"83,751.00",
DEFRA,Core Dept,14-Feb-11,Other Current Payments UK,Environment and Rural Group,Food & Environment Research Ag,F0013264,"82,820.00",
DEFRA,Core Dept,24-Feb-11,Other Current Payments (Evidence R&D),Environment and Rural Group,Food & Environment Research Ag,ERS-472932-32384,"82,285.72",
DEFRA,Core Dept,16-Feb-11,Other Current Payments (Evidence R&D),Food and Farming Group,Rothamsted Research.,INV011337,"81,726.00",
DEFRA,Core Dept,24-Feb-11,Payments to Agencies GB,Food and Farming Group,Veterinary Laboratories Agency,ERS-472297-32193,"81,000.00",
DEFRA,Core Dept,10-Feb-11,Other Current Payments (Evidence R&D),Food and Farming Group,A D A S UK Ltd,4.02E+11,"80,691.60",
DEFRA,Core Dept,28-Feb-11,Other Current Payments (GB),Environment and Rural Group,Department For Transport,9300094025,"80,567.64",
DEFRA,Core Dept,08-Feb-11,Disposal of Hazardous Waste,Corporate Services Group,Interserve (Facilities Mngmnt),FI00008664,"79,744.31",
DEFRA,Core Dept,28-Feb-11,Other Current Payments E,Food and Farming Group,Food Standards Agency,915928,"78,808.11",
DEFRA,Core Dept,24-Feb-11,Other Current Payments (Evidence R&D),Environment and Rural Group,Food & Environment Research Ag,ERS-472926-32381,"77,293.60",
DEFRA,Core Dept,10-Feb-11,Other Current Payments (GB),Environment and Rural Group,Mineral Industry Research Orga,SIN000511,"75,849.56",
DEFRA,Core Dept,04-Feb-11,Other Current Payments E,Environment and Rural Group,North Wales Police,F0002489,"75,000.00",
DEFRA,Core Dept,16-Feb-11,Other Current Payments E,Environment and Rural Group,Devon and Somerset Fire and Re,90211,"75,000.00",
DEFRA,Core Dept,28-Feb-11,Other Current Payments (Evidence R&D),Food and Farming Group,University Of Reading,ERS-472511-32180,"74,505.60",
DEFRA,Core Dept,16-Feb-11,Grant-in Aid Payments,Food and Farming Group,Gangmasters Licensing Authorit,GIAKAJFEB2011170111,"72,394.00",
DEFRA,Core Dept,02-Feb-11,Other Current Payments (Evidence R&D),Environment and Rural Group,Hyder Consulting Ltd,IUG00003705,"72,000.00",
DEFRA,Core Dept,16-Feb-11,Other Current Payments (Evidence R&D),Environment and Rural Group,Meteorological Office,100211,"71,282.40",
DEFRA,Core Dept,24-Feb-11,Other Current Payments E,Environment and Rural Group,Govt Office For The East Midla,1800006937,"70,000.00",
DEFRA,Core Dept,28-Feb-11,Other Current Payments (Evidence R&D),Environment and Rural Group,C E F A S,8000711,"70,000.00",
DEFRA,Core Dept,08-Feb-11,Other Current Payments (Evidence R&D),Strategy and Evidence Group,A E A Technology - SPM Lead Co,6142050,"69,901.29",
DEFRA,Core Dept,28-Feb-11,Other Current Payments (Evidence R&D),Environment and Rural Group,U N E P - W C M C,504,"67,456.46",
DEFRA,Core Dept,08-Feb-11,Clearing - CIP - IBM Capital Projects,Strategy and Evidence Group,IBM United Kingdom Ltd,5801110984,"66,686.59",
DEFRA,Core Dept,24-Feb-11,Other Current Payments (Evidence R&D) (Agency),Food and Farming Group,Veterinary Laboratories Agency,ERS-472614-32206,"66,396.80",
DEFRA,Core Dept,28-Feb-11,Other Current Payments E,Environment and Rural Group,Northern Ireland Environment A,460002919,"66,000.00",
DEFRA,Core Dept,16-Feb-11,Other Current Payments (Evidence R&D),Environment and Rural Group,A E A Technology plc,100211,"64,953.49",
DEFRA,Core Dept,24-Feb-11,Other Current Payments E,Food and Farming Group,Cranfield University,1300751,"63,464.10",
DEFRA,Core Dept,14-Feb-11,Other Current Payments E,Environment and Rural Group,Vehicle Certification Agency,SIAR151037,"62,750.00",
DEFRA,Core Dept,14-Feb-11,Other Current Payments (Evidence R&D),Environment and Rural Group,Institute of Zoology,29963,"62,540.00",
DEFRA,Core Dept,28-Feb-11,Other Current Payments E,Food and Farming Group,Rural Payments Agency,328800,"59,538.59",
DEFRA,Core Dept,28-Feb-11,Other Current Payments (Evidence R&D),Food and Farming Group,Institute For Animal Health,ERS-472637-32117,"58,612.25",
DEFRA,Core Dept,16-Feb-11,Other Current Payments (Evidence R&D),Environment and Rural Group,A E A Technology plc,6142295,"58,278.00",
DEFRA,Core Dept,16-Feb-11,Other Current Payments (Evidence R&D),Food and Farming Group,Sac Commercial Ltd,100211,"57,336.00",
DEFRA,Core Dept,08-Feb-11,Other Current Payments IT Projects,Food and Farming Group,IBM United Kingdom Ltd,5801110490,"56,214.00",
DEFRA,Core Dept,10-Feb-11,Other Current Payments (Evidence R&D),Environment and Rural Group,National Oceanography Centre,7060000349,"55,728.00",
DEFRA,Core Dept,22-Feb-11,Gas,Corporate Services Group,Corona Energy,V5380968,"55,231.38",
DEFRA,Core Dept,18-Feb-11,Gas,Corporate Services Group,Corona Energy,V5389904,"55,131.47",
DEFRA,Core Dept,14-Feb-11,Other Current Payments (Evidence R&D),Environment and Rural Group,A D A S UK Ltd,9.02E+11,"54,960.00",
DEFRA,Core Dept,24-Feb-11,Other Current Payments (Evidence R&D) (Agency),Food and Farming Group,Veterinary Laboratories Agency,ERS-472597-32198,"54,927.16",
DEFRA,Core Dept,28-Feb-11,Agency Recharge,Corporate Services Group,Walter Lilly & Co Ltd,1383PC003,"54,228.00",
DEFRA,Core Dept,14-Feb-11,Other Current Payments E,Corporate Services Group,M F Freeman Ltd,103937,"53,670.83",
DEFRA,Core Dept,01-Feb-11,Contractor - Management Cover,Strategy and Evidence Group,Central Office Of Information,731385,"52,875.00",
