Department,Entity,Date,Expense Type,Expense Area,Supplier ,Transaction Number, Amount ,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,Vat Registration Number,,
DEFRA,Core Defra,18/06/2012,Other Current Payments (Evidence R&D),Policy Delivery DG,Sac Commercial Ltd,1306123095500," £25,795.83 ",Nitrous Oxide Emissions,EH9 3JG,SME,exempt,SFFS0005,Expense,,,
DEFRA,Core Defra,12/06/2012,EC Creditor,Policy Delivery DG,The Scottish Government,80056995," £25,261.47 ",Farm Accounts Data Network return for accounting year 2011 - final payment,EH6 6QQ,,,FCAG0007,Liability,,,
DEFRA,Core Defra,08/06/2012,Evidence Non R&D,Policy Delivery DG,University Of Nottingham,7667309," £1,508,302.20 ",Farm Business Survey - Core and module ,NG7 2RD,,10992,FCAG0001,Expense,,,
DEFRA,Core Defra,06/06/2012,Other Current Payments (Evidence R&D),Policy Delivery DG,Elm Farm Research Centre,1385," £47,322.90 ",Adaptive winter wheat populations Quarter 4,RG20 0HR,SME,,00000000,Expense,,,
DEFRA,Core Defra,18/06/2012,Other Current Payments (Evidence R&D),Policy Delivery DG,A D A S UK Ltd,1306123391900," £28,265.83 ",Reduce direct and indirect nitrous oxide emissions from UK agriculture research project,WV6 8TQ,,exempt,SFFS0005,Expense,,,
DEFRA,Core Defra,06/06/2012,Other Current Payments (Evidence R&D),Policy Delivery DG,Elm Farm Research Centre,1382," £51,795.56 ",Legume based mixtures project,RG20 0HR,SME,,SFFS0006,Expense,,,
DEFRA,Core Defra,14/06/2012,Other Current Payments E,Policy Delivery DG,Local Partnerships LLP,41100937," £232,793.38 ",Waste Infrastructure Delivery Programme transactor support May 2012,EC1M 5LG,SME,14265,WLASUCON,Expense,,,
DEFRA,Core Defra,12/06/2012,Capital LA Grant E,Policy Delivery DG,Dept For Communities & Local Gov,28052012," £18,629,059.00 ",Private Finance Initiative - Waste Infastructure grant quarterly payment,HP2 4XN,,16534,00000000,Expense,,,
DEFRA,Core Defra,06/06/2012,Evidence Non R&D,Policy Delivery DG,C E F A S,8002031," £2,232,833.33 ",High Level Agreement payment to Cefas for June,NR33 0HT,,NOBEL HOUSE,00000000,Expense,,,
DEFRA,Core Defra,18/06/2012,Other Current Payments E,Policy Delivery DG,Forest of Bowland ANOB,310512," £103,410.18 ",Final Grant in Aid payment for 2011/12 to Forest of Bowland Area of Outstanding Natural Beauty,PR1 0LD,,exempt,00000000,Expense,,,
DEFRA,Core Defra,18/06/2012,Other Current Payments E,Policy Delivery DG,East Sussex County Council (High Weald AONB),310512," £77,975.00 ",Final Grant in Aid payment for 2011/12 for High Weald Area of Outstanding Natural Beauty,BN7 1UE,,Exempt,00000000,Expense,,,
DEFRA,Core Defra,14/06/2012,Other Current Payments E,Policy Delivery DG,Cranborne Chase and West Wiltshire Downs AONB,300512," £66,669.42 ",Final Grant in Aid payment for 2011/12 for Cranborne Chase and West Wiltshire Downs Area of Outstanding Natural Beauty,BA14 8JN,,Exempt,00000000,Expense,,,
DEFRA,Core Defra,08/06/2012,Current Grants E,Policy Delivery DG,Solway Coast AONB Partnership,280512," £71,421.30 ",Final Grant in Aid payment for 2011/12 for Solway Coast Area of Outstanding Natural Beauty,CA14 3YJ,,Exempt,00000000,Expense,,,
DEFRA,Core Defra,08/06/2012,Other Current Payments E,Policy Delivery DG,Nidderdale AONB,210512," £83,269.73 ",Final Grant in Aid payment for 2011/12 for Nidderdale Area of Outstanding Natural Beauty,HG1 2SG,,exempt,00000000,Expense,,,
DEFRA,Core Defra,18/06/2012,Other Current Payments E,Policy Delivery DG,Arnside and Silverdale AONB,010512," £71,516.93 ",Final Grant in Aid payment for 2011/12 for Arnside and Silverdale Area of Outstanding Natural Beauty,LA1 1PJ,,Exempt,00000000,Expense,,,
DEFRA,Core Defra,14/06/2012,Current Grants E,Policy Delivery DG,Kent County Council,310512," £68,239.75 ",Final Grant in Aid payment for 2011/12 for Kent Downs Area of Outstanding Natural Beauty,ME14 1XX,,Exempt,00000000,Expense,,,
DEFRA,Core Defra,14/06/2012,Other Current Payments E,Policy Delivery DG,Shropshire Hills AONB,220512," £71,731.00 ",Final Grant in Aid payment for 2011/12 for Shropshire Hills Area of Outstanding Natural Beauty,SY2 6ND,,exempt,00000000,Expense,,,
DEFRA,Core Defra,14/06/2012,Other Current Payments E,Policy Delivery DG,Quantock Hills AONB,160512," £79,616.00 ",Final Grant in Aid payment for 2011/12 for Quantock Hills Area of Outstanding Natural Beauty,TA1 4DY,,Exempt,00000000,Expense,,,
DEFRA,Core Defra,14/06/2012,Other Current Payments E,Policy Delivery DG,North Wessex Downs AONB,300512," £121,784.77 ",Final Grant in Aid payment for 2011/12 for North Wessex Downs Area of Outstanding Natural Beauty,BA14 8JN,,Exempt,00000000,Expense,,,
DEFRA,Core Defra,12/06/2012,Other Current Payments E,Policy Delivery DG,Dorset AONB,280512," £112,929.70 ",Final Grant in Aid payment for 2011/12 for Dorset Area of Outstanding Natural Beauty,DT1 1XJ,,Exempt,00000000,Expense,,,
DEFRA,Core Defra,08/06/2012,Other Current Payments E,Policy Delivery DG,North Yorkshire County Council,250512," £48,270.29 ",Final Grant in Aid payment for 2011/12 for Howardian Hills Area of Outstanding Natural Beauty,DL7 8AL,,exempt,00000000,Expense,,,
DEFRA,Core Defra,12/06/2012,Other Current Payments E,Policy Delivery DG,Chichester Harbour AONB,250512," £52,679.00 ",Final Grant in Aid payment for 2011/12 for Chichester Harbour Area of Outstanding Natural Beauty,PO20 7AW,,Exempt,00000000,Expense,,,
DEFRA,Core Defra,06/06/2012,Other Current Payments E,Policy Delivery DG,Cornwall AONB Unit,230412," £82,297.34 ",Final Grant in Aid payment for 2011/12 for Cornwall Area of Outstanding Natural Beauty,TR1 3AY,,Exempt,00000000,Expense,,,
DEFRA,Core Defra,08/06/2012,Other Current Payments E,Policy Delivery DG,Isles of Scilly AONB,210512," £136,560.00 ",Final Grant in Aid payment for 2011/12 for Isles of Scilly Area of Outstanding Natural Beauty,TR21 0LW,,exempt,00000000,Expense,,,
DEFRA,Core Defra,06/06/2012,Other Current Payments E,Policy Delivery DG,Wye Valley AONB,310512," £37,142.00 ",Final Grant in Aid payment for 2011/12 for Wye Valley Area of Outstanding Natural Beauty,NP25 3NG,SME,exempt,00000000,Expense,,,
DEFRA,Core Defra,06/06/2012,Other Current Payments E,Policy Delivery DG,Dedham Vale ANOB,180512," £73,123.00 ",Final Grant in Aid payment for 2011/12 for Dedham Vale Area of Outstanding Natural Beauty,IP1 2DH,,exempt,00000000,Expense,,,
DEFRA,Core Defra,18/06/2012,Grant-in Aid Payments,Policy Delivery DG,Joint Nature Conservation Committee,110612," £749,000.00 ",Joint Nature Conservation Committee Grant In aid payment for June,PE1 1JY,,Exempt,00000000,Expense,,,
DEFRA,Core Defra,18/06/2012,Prog Provision Matched Exp,Policy Delivery DG,JSS Pensions Administration,4617," £130,119.91 ",Nature Conservation Council payment for May,SN2 1FF,,Exempt,00000000,Expense,,,
DEFRA,Core Defra,06/06/2012,Grant-in Aid Payments,Policy Delivery DG,Natural England,280512," £10,000,000.00 ",Natural England Grant in aid payment for June,YO1 7PX,,Exempt,00000000,Expense,,,
DEFRA,Core Defra,27/06/2012,Other Current Payments (Evidence R&D),Policy Delivery DG,Centre For Ecology & Hydrology,ERS-500936-39853," £31,778.00 ",Environmental Stewardship Research and Development project: Techniques to enhance the establishment and persistence of poor-performing species in grassland restoration. Monthly payments,SN2 1EU,,Exempt,00000000,Expense,,,
DEFRA,Core Defra,27/06/2012,Other Current Payments (Evidence R&D),Policy Delivery DG,North Wyke Research.,ERS-500937-39883," £29,152.00 ",Environmental Stewardship Research and Development project: Techniques to enhance the establishment and persistence of poor-performing species in grassland restoration. Monthly payments,AL5 2JQ,SME,Exempt,00000000,Expense,,,
DEFRA,Core Defra,06/06/2012,Grant-in Aid Payments,Policy Delivery DG,Marine Management Organisation,300512," £2,370,000.00 ",Grant in Aid payment to Marine Management Organisation for June,NE4 7YH,,Exempt,00000000,Expense,,,
DEFRA,Core Defra,06/06/2012,Other Current Payments (GB),Policy Delivery DG,Dept For Communities & Local Gov,300512," £250,000.00 ",Grant in Aid payment to Department for Communities and Local Government for June,HP2 4XN,,Exempt,00000000,Expense,,,
