Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,PO Line Description,Supplier Site Postcode,Project code,Expenditure Type,Supplier Type,Contract Number
Department of Health,Department of Health,07/07/2014,Rent of Land & Buildings (non-PFI operating lease),DG: GOAD,SAVILLS COMMERCIAL LTD,DS101L-050787-01-07-2014,"£130,500.00","Blenheim House - Annual Rental FY2014 - 2015 (Part Ground, 1st & 2nd Floors) @£108,750 qtrly",M2 2FE,,Other,Private,
Department of Health,Department of Health,07/07/2014,Service charge,DG: GOAD,SAVILLS COMMERCIAL LTD,DS101L-050787-01-07-2014,"£47,412.12","Blenheim House - Annual Service Charge FY2014 - 2015 (Part Ground, 1st & 2nd Floors) @£43,462.50 qtrly",M2 2FE,,Other,Private,
Department of Health,Department of Health,07/07/2014,Outsourcing Contract,DG: SCLGCP,ECORYS UK LTD,INV11668,"£113,117.98",Management of the Health & Social Care Voluntary Fund,B1 2RA,,Other,Private,
Department of Health,Department of Health,07/07/2014,Outsourcing Contract,DG: SCLGCP,ECORYS UK LTD,INV11718,"£119,929.80",Management of the Health & Social Care Voluntary Fund,B1 2RA,,Other,Private,
Department of Health,Department of Health,07/07/2014,Outsourcing Contract,DG: SCLGCP,BIG WHITE WALL LTD,SIN000113,"£39,300.00",Contnuation of Big White Wall online emotional support service for veterans and their families 2014-15,N16 0HX,,Programme,Private,
,,07/07/2014,"SFVS - product & distribution cost, during June & July 2014",DG: PHD,Total Produce (Gateshead),SUN0714,"£25,540.61",,,,,Private,
,,07/07/2014,"SFVS - product & distribution cost, during June & July 2014",DG: PHD,Total Produce (Gateshead),NOR0714,"£27,800.66",,,,,Private,
,,07/07/2014,"SFVS - product & distribution cost, during June & July 2014",DG: PHD,Total Produce (Gateshead),DUR0714,"£44,518.14",,,,,Private,
Department of Health,Department of Health,07/07/2014,Rates,DG: GOAD,READING BOROUGH COUNCIL,51134617-15/03/2014,"£28,485.00","Premier House - Annual Business Rate 2014 - 2015 @ £28,489 Apr-Jun, £28,485 Jul-Sept, £28,485 Oct-Dec and £9,495 Jan-Mar 2015 Ref:51134617",RG1 7TD,,Admin,Public,
Department of Health,Department of Health,07/07/2014,Research & development,DG: RDD,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-522999-90599,"£53,894.00",PROJECTS,WC1E 7HT,,Programme,Public,
Department of Health,Department of Health,07/07/2014,Rates,DG: GOAD,SOUTHWARK LONDON BOROUGH COUNCIL,NN25560080000001-6323717,"£547,180.00","Skipton House - Annual Business Rates 2014 - 2015 @ £547,180 per quarter Ref:6323717",SE17 1RX,,Admin,Public,
Department of Health,Department of Health,07/07/2014,Revenue Grants to non-profit institutions,DG: SCLGCP,AGE UK,ERS-523015-90622,"£60,963.00","IESD 2013-14 AGE CONCERN SUPPORT SERVICES Y&H, AIMS 2527910, TOGETHER FOR HEALTH",BD1 2AY,,Other,Voluntary,
Department of Health,Department of Health,07/07/2014,Revenue Grants to non-profit institutions,DG: SCLGCP,DISABLED LIVING FOUNDATION,ERS-523017-90623,"£60,217.00","IESD 2013-14, AIMS 2555588, DISABLED LIVING FOUNDATION, REABLEMENT APPS SUITE",W6 9EJ,,Other,Voluntary,
Department of Health,Department of Health,07/07/2014,Revenue Grants to non-profit institutions,DG: SCLGCP,CARERS TRUST,ERS-523018-90624,"£28,014.00",2012-13 - IESD - Carers Trust - Project: The triangle of Care - a new approach to supporting carers of people with mental health problems - AIMS 1807299,IG8 8HD,,Other,Voluntary,
Department of Health,Department of Health,07/07/2014,Revenue Grants to non-profit institutions,DG: SCLGCP,MUSCULAR DYSTROPHY GROUP OF GREAT BRITAIN AND NORTHERN IRELAND,ERS-523026-90641,"£66,369.00",IESD 2013/14 -Muscular Dystrophy Campaign - Bridging the Gap -  AIMS 249803,SE1 0HL,,Other,Voluntary,
Department of Health,Department of Health,07/07/2014,Revenue Grants to non-profit institutions,DG: SCLGCP,ROYAL SOCIETY FOR THE PREVENTION OF ACCIDENTS (ROSPA),ERS-523027-90642,"£116,660.00",IESD 2012/13 AIMS 17603448 ROSPA: The safer homes programme,B15 1RP,,Other,Voluntary,
Department of Health,Department of Health,07/07/2014,Revenue Grants to non-profit institutions,DG: SCLGCP,LASA CHARITY UK LTD,ERS-523034-90661,"£31,146.00",LASA - 3 Year Grant - AIMS REF 2532865,E1 7SA,,Other,Voluntary,
Department of Health,Department of Health,08/07/2014,Professional fees,DG: ERD,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),0000010686,"£413,145.38",Hutton,NE1 6SN,,Programme,NHS,
Department of Health,Department of Health,08/07/2014,Professional fees,DG: ERD,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),0000010686,"£14,525.65",Pensions Service Re-procurement,NE1 6SN,,Programme,NHS,
Department of Health,Department of Health,08/07/2014,Professional fees,DG: ERD,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),0000010686,£0.01,,NE1 6SN,,Programme,NHS,
Department of Health,Department of Health,08/07/2014,Outsourcing Contract,DG: ERD,NHS EMPLOYERS LTD,13684,"£2,593,462.80",Core Contract Quarter 1 April-June,LS10 1JR,,Programme,NHS,
Department of Health,Department of Health,08/07/2014,Contractor/Staff Substitution,DG: GOAD,NHS SOUTH DEVON AND TORBAY CCG,7031100021,"£26,733.00",,TQ2 7FF,,Admin,NHS,
Department of Health,Department of Health,08/07/2014,Research & development,DG: RDD,NORTH BRISTOL NHS TRUST,ERS-523118-90722,"£178,375.32",HTA Researcher Lead,BS1 2NP,,Programme,NHS,
Department of Health,Department of Health,08/07/2014,Utilities,DG: GOAD,EDF ENERGY PLC,0031-01/07/2014,"£29,068.50",Wellington House - Electricity Charges from April 2014 - March 2015,SW1E 5JL,,Admin,Private,
Department of Health,Department of Health,08/07/2014,Utilities,DG: GOAD,EDF ENERGY PLC,0031-SKH-01/07/2014,"£46,323.12",Skipton House - Electricity Charges From April 2014 - March 2015,SW1E 5JL,,Admin,Private,
Department of Health,Department of Health,08/07/2014,Storage costs,DG: SFNHS,ACTAVIS UK LTD,2176X110530,-£0.01,,,,,Private,
Department of Health,Department of Health,08/07/2014,Storage costs,DG: SFNHS,ACTAVIS UK LTD,2176X110530,"£1,222,385.12",,,,,Private,
Department of Health,Department of Health,08/07/2014,Addition Clearing - IT,DG: GOAD,ATOS IT SOLUTIONS AND SERVICES LTD,5584162386,"£36,041.02",WR 324-02 DH VC Enhancement project,WS11 0JA,,Admin,Private,
Department of Health,Department of Health,08/07/2014,Outsourcing Contract,DG: GOAD,ATOS IT SOLUTIONS AND SERVICES LTD,5584162396,"£63,037.93",Migrate Commercial Medicines Unit to IMS3 - SAN Upgrade & Hardware Summary,NW1 3HG,,Admin,Private,
Department of Health,Department of Health,08/07/2014,Outsourcing Contract,DG: GOAD,ATOS IT SOLUTIONS AND SERVICES LTD,5584162400,"£245,133.22",IMS3 - Telephony - Managed Agency Service (MAS) - payment to 3rd party telephony suppliers,WS11 0JA,,Admin,Private,
Department of Health,Department of Health,08/07/2014,Outsourcing Contract,DG: GOAD,ATOS IT SOLUTIONS AND SERVICES LTD,5584162403,"£33,643.49",IWS service improvement activities - call off fund)- WR 0314,NW1 3HG,,Admin,Private,
Department of Health,Department of Health,08/07/2014,Research & development,DG: RDD,KLEIJNEN SYSTEMATIC REVIEWS LTD,A00633,"£161,569.00",Reviews Infrastructure (Existing),YO19 6FD,,Programme,Private,
Department of Health,Department of Health,08/07/2014,Contractor/Staff Substitution,DG: SFNHS,CAPITA RESOURCING LTD,WN70247442,"£35,397.00","Mutuals Review – Project Lead - Ben Collins (G6) including Agency fee of £1,215. GL code: 515700115. ",DL1 9HN,,Admin,Private,
Department of Health,Department of Health,08/07/2014,Research & development,DG: RDD,MEDICAL RESEARCH COUNCIL MRC,ERS-523115-90725,"£69,214.00",UKCRC Translational Infection Research Initiative,SN2 1FF,,Programme,Public,
Department of Health,Department of Health,08/07/2014,Research & development,DG: RDD,MEDICAL RESEARCH COUNCIL MRC,ERS-523115-90725,"£93,168.00",UKCRC Translational Infection Research Initiative,SN2 1FF,,Programme,Public,
Department of Health,Department of Health,08/07/2014,Research & development,DG: RDD,MEDICAL RESEARCH COUNCIL MRC,ERS-523115-90725,"£164,582.00",UKCRC Translational Infection Research Initiative,SN2 1FF,,Programme,Public,
Department of Health,Department of Health,08/07/2014,Research & development,DG: RDD,ECONOMIC AND SOCIAL RESEARCH COUNCIL (ESRC),ERS-523116-90723,"£355,393.02",MRC_14526 Public Health Centres,SN2 1UJ,,Programme,Public,
Department of Health,Department of Health,08/07/2014,Research & development,DG: RDD,QUEEN MARY AND WESTFIELD COLLEGE,ERS-523119-90726,"£39,874.00",PRU,E1 2AX,,Programme,Public,
Department of Health,Department of Health,08/07/2014,Other programme expenditure,DG: PHD,CAXTON FOUNDATION,CF-3/2014-15,"£129,630.88",Caxton Foundation funding  2014-15,EN4 9NX,,Programme,Voluntary,
Department of Health,Department of Health,08/07/2014,Provisions cash payment,DG: PHD,CAXTON FOUNDATION,CF-4/2014-15,"£37,125.23",Caxton Foundation funding 2014-15,EN4 9NX,,Programme,Voluntary,
Department of Health,Department of Health,08/07/2014,Revenue Grants to non-profit institutions,DG: SCLGCP,SKILLS FOR CARE LTD,ERS-523073-90701,"£850,000.00",2014/033 Grant to Skills for Care for delivery of White Paper funded social care workforce projects,LS1 2RP,,Programme,Voluntary,
Department of Health,Department of Health,09/07/2014,Arm Length Bodies-Revenue Subsidy,DG: PHD,NHS BLOOD AND TRANSPLANT (NHSBT),951055,"£5,412,000.00",NHSBT 14/15 Revenue drawdown,LS15 7TW,,Programme,NHS,
Department of Health,Department of Health,09/07/2014,Research & development,DG: RDD,SALFORD ROYAL NHS FOUNDATION TRUST,ERS-523185-90784,"£25,143.78",Research for Patient Benefit,M6 8HD,,Programme,NHS,
Department of Health,Department of Health,09/07/2014,Research & development,DG: RDD,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,ERS-523196-90785,"£153,228.00",MEDS FOR CH'REN CTUs,WC1N 3JH,,Programme,NHS,
Department of Health,Department of Health,09/07/2014,Storage costs,DG: SFNHS,B BRAUN MEDICAL LTD,327929866,-£0.01,,,,,Private,
Department of Health,Department of Health,09/07/2014,Storage costs,DG: SFNHS,B BRAUN MEDICAL LTD,327929866,"£72,247.27",,,,,Private,
Department of Health,Department of Health,09/07/2014,Storage costs,DG: SFNHS,BAXTER HEALTHCARE LTD,14026911,"£836,264.75",,,,,Private,
Department of Health,Department of Health,09/07/2014,Contractor/Staff Substitution,DG: ERD,MOUCHEL MANAGEMENT CONSULTING LTD,90166827,"£42,680.00",business support,GU21 6QX,,Programme,Private,
Department of Health,Department of Health,09/07/2014,Contractor/Staff Substitution,DG: ERD,MOUCHEL MANAGEMENT CONSULTING LTD,90166865,"£229,734.61",non transferring staff,GU21 6QX,,Programme,Private,
Department of Health,Department of Health,09/07/2014,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-523186-90791,"£70,000.00",Cochrane Projects - not including the UKCC,OX1 2XN,,Programme,Public,
Department of Health,Department of Health,09/07/2014,Research & development,DG: RDD,LIVERPOOL UNIVERSITY OF,ERS-523189-90789,"£28,692.00",Invention for Innovation,L69 3BX,,Programme,Public,
Department of Health,Department of Health,09/07/2014,Research & development,DG: RDD,BRIGHTON UNIVERSITY OF,ERS-523191-90787,"£84,404.00",Invention for Innovation,BN2 4AT,,Programme,Public,
Department of Health,Department of Health,09/07/2014,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-523192-90792,"£65,496.00",EME - ( NETSCC ),OX1 2XN,,Programme,Public,
Department of Health,Department of Health,09/07/2014,Revenue Grants to non-profit institutions,DG: ERD,SKILLS FOR CARE LTD,ERS-523162-90741,"£538,000.00",2014/022b Social Care Work Programme for DH,NW1 2FD,,Programme,Voluntary,
Department of Health,Department of Health,09/07/2014,Revenue Grants to non-profit institutions,DG: SCLGCP,BUSINESS IN THE COMMUNITY,ERS-523178-90761,"£106,841.00","IESD 2012-13, AIMS 1748754, Business in the Community: Business Action on Public Health",N1 7RQ,,Other,Voluntary,
Department of Health,Department of Health,10/07/2014,Professional fees,DG: SCLGCP,TEES ESK AND WEAR VALLEYS NHS FOUNDATION TRUST,4810002867,"£60,000.00",Regional Mental Health Act Approval Panels :Panel 1 period of 01-04-14 to 31-03-2015,TS6 0SZ,,Admin,NHS,
Department of Health,Department of Health,10/07/2014,Research & development,DG: RDD,LGC LTD,50324397,"£881,102.00",Central Commissioning Function,TW11 0LY,,Programme,Private,
Department of Health,Department of Health,10/07/2014,Outsourcing Contract,DG: Central Technical,ECORYS UK LTD,INV11740,"£106,144.80",Ecorys Funding for CANParent trial April 2014 to March 2015,B1 2RA,,Programme,Private,
Department of Health,Department of Health,10/07/2014,Outsourcing Contract,DG: Central Technical,ECORYS UK LTD,INV11741,"£40,000.00",Ecorys Funding for CANParent trial April 2014 to March 2015,B1 2RA,,Programme,Private,
Department of Health,Department of Health,10/07/2014,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-522607-90881,"£102,143.46",HTA Researcher Lead,OX1 2XN,,Programme,Public,
Department of Health,Department of Health,10/07/2014,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-522607-90881,"£67,351.80",HTA Commissioned Research,OX1 2XN,,Programme,Public,
Department of Health,Department of Health,10/07/2014,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-522607-90881,"£10,564.02",HTA Commissioned Research,OX1 2XN,,Programme,Public,
Department of Health,Department of Health,10/07/2014,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-522607-90881,"£148,026.13",Commissioned EME,OX1 2XN,,Programme,Public,
Department of Health,Department of Health,10/07/2014,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-522607-90881,"£130,649.00",PROJECTS,OX1 2XN,,Programme,Public,
Department of Health,Department of Health,10/07/2014,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-522607-90881,"£30,666.00",PROJECTS,OX1 2XN,,Programme,Public,
Department of Health,Department of Health,10/07/2014,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-522607-90881,"£132,839.09",HTA Researcher Lead,OX1 2XN,,Programme,Public,
Department of Health,Department of Health,10/07/2014,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-522607-90881,"£35,075.54",NIHR Public Health Research ( NETSCC ),OX1 2XN,,Programme,Public,
Department of Health,Department of Health,10/07/2014,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-522607-90881,"£152,307.25",HTA Researcher Lead,OX1 2XN,,Programme,Public,
Department of Health,Department of Health,10/07/2014,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-522607-90881,"£59,939.16",HTA Commissioned Research,OX1 2XN,,Programme,Public,
Department of Health,Department of Health,10/07/2014,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-522607-90881,"£166,205.69",HTA Commissioned Research,OX1 2XN,,Programme,Public,
Department of Health,Department of Health,10/07/2014,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-522607-90881,"£82,602.25",HTA Researcher Lead,OX1 2XN,,Programme,Public,
Department of Health,Department of Health,10/07/2014,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-522607-90881,"£46,245.00",NIHR Fellowships,OX1 2XN,,Programme,Public,
Department of Health,Department of Health,10/07/2014,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-522607-90881,"£21,755.00",PROJECTS,OX1 2XN,,Programme,Public,
Department of Health,Department of Health,10/07/2014,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-522607-90881,"£26,546.00",Cochrane Projects - not including the UKCC,OX1 2XN,,Programme,Public,
Department of Health,Department of Health,10/07/2014,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-522607-90881,"£33,355.00",Cochrane Projects - not including the UKCC,OX1 2XN,,Programme,Public,
Department of Health,Department of Health,10/07/2014,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-522607-90881,"£88,640.52",HTA Researcher Lead,OX1 2XN,,Programme,Public,
Department of Health,Department of Health,10/07/2014,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-522607-90881,"£104,506.25",HTA Researcher Lead,OX1 2XN,,Programme,Public,
Department of Health,Department of Health,10/07/2014,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-522607-90881,"£115,922.61",EME - ( NETSCC ),OX1 2XN,,Programme,Public,
Department of Health,Department of Health,10/07/2014,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-522607-90881,"£363,380.00",PRU,OX1 2XN,,Programme,Public,
Department of Health,Department of Health,10/07/2014,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-522607-90881,"£27,333.00",Cochrane Projects - not including the UKCC,OX1 2XN,,Programme,Public,
Department of Health,Department of Health,10/07/2014,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-522607-90881,"£42,119.96",HTA Commissioned Research,OX1 2XN,,Programme,Public,
Department of Health,Department of Health,10/07/2014,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-522607-90881,"£27,359.98",EME - ( NETSCC ),OX1 2XN,,Programme,Public,
Department of Health,Department of Health,10/07/2014,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-522607-90881,"£42,877.60",HTA Customer Priority Research,OX1 2XN,,Programme,Public,
Department of Health,Department of Health,10/07/2014,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-522607-90881,"£598,289.00",School of Primary Care Research,OX1 2XN,,Programme,Public,
Department of Health,Department of Health,10/07/2014,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-522607-90881,"£11,938.00",Targeted Capacity Building,OX1 2XN,,Programme,Public,
Department of Health,Department of Health,10/07/2014,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-522607-90881,"£47,915.10",HS & DR,OX1 2XN,,Programme,Public,
Department of Health,Department of Health,10/07/2014,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-522607-90881,"£39,848.01",HS & DR,OX1 2XN,,Programme,Public,
Department of Health,Department of Health,10/07/2014,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-522607-90881,"£29,997.00",HS & DR,OX1 2XN,,Programme,Public,
Department of Health,Department of Health,10/07/2014,Revenue Grants to non-profit institutions,DG: SCLGCP,TOGETHER WORKING FOR WELLBEING,ERS-523220-90821,"£54,697.00","IESD award 2012/13 for Together: Working for Wellbeing project ""Your Way National Development""",EC1V 9BE,,Other,Voluntary,
Department of Health,Department of Health,10/07/2014,Revenue Grants to non-profit institutions,DG: SCLGCP,THE NATIONAL AUTISTIC SOCIETY,ERS-523252-90901,"£46,549.00",Grant The National Autistic Society - AIMS REF 2533626 - 3 YEAR GRANT,EC1V 1NG,,Other,Voluntary,
Department of Health,Department of Health,11/07/2014,Service charge,DG: GOAD,BT GROUP PLC,358195,"£6,887,870.96",N3: 14/15,NW9 6LB,,Programme,Private,
Department of Health,Department of Health,11/07/2014,Service charge,DG: GOAD,CABLE AND WIRELESS COMMUNICATION (VODAFONE),445593,"£36,824.48",Revenue: NHSMail  core contract to cover spend for AVAS services between April 1 2014 to June 30 2014,RG12 1RW,,Programme,Private,
Department of Health,Department of Health,11/07/2014,Telephone costs,DG: GOAD,SAS SOFTWARE LTD,UK1400950,"£37,452.00",SAS 2014 Renewal SN84372 - Licence Agreement 05431 - From 01/08/2014 - 31/07/2015,SL7 2EB,,Admin,Private,
Department of Health,Department of Health,14/07/2014,Outsourcing Contract,DG: ERD,NHS EMPLOYERS LTD,13747,"£180,000.00","Programme of work to improve staff health and wellbeing, staff engagement and organisational development. CV10",LS10 1JR,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Professional fees,DG: PHD,HEALTH EDUCATION ENGLAND T1510,49291010,"£37,940.00",School Nursing Development Programme - ITT to Develop CPD through Education and Training,LS1 4PL,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Outsourcing Contract,DG: SCLGCP,HEALTH EDUCATION ENGLAND T1510,49294011,"£386,235.00","Budget Transfer to Health Education England, HEE for MindEd Eportal funding for 2014/15",LS1 4PL,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,ERS-523332-90971,"£41,922.00",Research Capability Funding,L12 2AP,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,ERS-523332-90971,"£40,530.00",CRFs - CRII,L12 2AP,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,ERS-523333-91026,"£53,513.00",Research Capability Funding,BA1 3QE,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,BARTS HEALTH NHS TRUST,ERS-523334-91074,"£109,290.00",Biomedical Units,E1 8PR,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,BARTS HEALTH NHS TRUST,ERS-523334-91074,"£83,335.00",CLAHRCs,E1 8PR,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,BARTS HEALTH NHS TRUST,ERS-523334-91074,"£77,484.00",Network Research Capability Funding,E1 8PR,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,BARTS HEALTH NHS TRUST,ERS-523334-91074,"£2,451,950.00",Network Research Capability Funding,E1 8PR,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,BARTS HEALTH NHS TRUST,ERS-523334-91074,"£116,645.00",Research Capability Funding,E1 8PR,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST,ERS-523335-91046,"£25,402.00",Research Capability Funding,B15 2PZ,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,BIRMINGHAM COMMUNITY HEALTHCARE NHS TRUST RYW,ERS-523336-91070,"£23,915.00",Research Capability Funding,B13 8JL,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,BIRMINGHAM COMMUNITY HEALTHCARE NHS TRUST RYW,ERS-523336-91070,"£61,310.00",Programme Grants for NHS Trusts,B13 8JL,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-523338-90964,"£63,247.00",Research Capability Funding,WF3 1WE,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,BRIGHTON & SUSSEX UNIVERSITY HOSPITALS NHS TRUST,ERS-523339-91043,"£54,545.00",CRFs - CRII,BN2 3EW,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,BRIGHTON & SUSSEX UNIVERSITY HOSPITALS NHS TRUST,ERS-523339-91043,"£39,962.00",Research Capability Funding,BN2 3EW,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-523341-90983,"£2,010,753.00",Bio-Medical Centres,CB2 2QQ,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-523341-90983,"£87,652.00",Bio-Medical Centres,CB2 2QQ,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-523341-90983,"£197,255.00",CRFs - CRII,CB2 2QQ,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-523341-90983,"£607,692.00",Research Capability Funding,CB2 2QQ,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,ERS-523342-91014,"£166,666.00",CLAHRCs,CB1 5EE,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,ERS-523342-91014,"£45,110.00",Research Capability Funding,CB1 5EE,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST,ERS-523343-91022,"£27,549.00",Research Capability Funding,NW1 7QY,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,CAMDEN AND ISLINGTON NHS FOUNDATION TRUST,ERS-523344-91067,"£68,860.00",Research Capability Funding,NW1 0PE,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-523346-91028,"£122,745.00",Research Capability Funding,M13 0JR,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-523346-91028,"£91,667.00",Biomedical Units,M13 0JR,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-523346-91028,"£100,000.00",CRFs - CRII,M13 0JR,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-523346-91028,"£65,338.00",Network Research Capability Funding,M13 0JR,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-523346-91028,"£1,494,340.00",Network Research Capability Funding,M13 0JR,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,ERS-523347-91007,"£164,557.00",CLAHRCs,SW10 9NH,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,ERS-523347-91007,"£42,543.00",Research Capability Funding,SW10 9NH,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,DEVON PARTNERSHIP NHS TRUST,ERS-523350-91036,"£35,958.00",Research Capability Funding,EX2 5DW,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,ERS-523353-91027,"£37,139.00",Research Capability Funding,CT1 3NG,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,EAST LONDON NHS FOUNDATION TRUST,ERS-523354-91034,"£36,951.00",Research Capability Funding,E1 1RD,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,EAST LONDON NHS FOUNDATION TRUST,ERS-523354-91034,"£66,966.00",Programme Grants for NHS Trusts,E1 1RD,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,ERS-523355-91041,"£33,794.00",Research Capability Funding,NG8 3LL,,Programme,NHS,
