Department,Entity,Date,Expense Type,Expense Area,Supplier ,Transaction Number,Amount,Description
DEFRA,DEFRA ORGANISATION,01/02/2012,Evidence Non R&D,Food and Farming Group,Agri-Food & Biosciences Institute,INV02619,27000,Contract for the Provision of Food and Agriculture Policy (FAPRI) - UK Project 
DEFRA,DEFRA ORGANISATION,09/02/2012,Other Current Payments (Evidence R&D),Food and Farming Group,A D A S UK Ltd,RIRP059007,35226.49,Practical cost-effective techniques to reduce pollution from tramlines in combinable crops: a field and catchment scale evaluation 
DEFRA,DEFRA ORGANISATION,09/02/2012,Other Current Payments (Evidence R&D),Food and Farming Group,A D A S UK Ltd,RIRP059045,27173.87,"Reducing Greenhouse Gases emissions, nitrate pollution and lost productivity by fully automating N fertiliser management "
DEFRA,DEFRA ORGANISATION,09/02/2012,Other Current Payments (Evidence R&D),Food and Farming Group,A D A S UK Ltd,RIRP059053,34200.92,Screening for costs of disease resistance caused by stomatal dysfunction
DEFRA,DEFRA ORGANISATION,13/02/2012,Other Current Payments (Evidence R&D),Food and Farming Group,A D A S UK Ltd,RIRP059081,44323.09,Sustainable Crop and Environment Protection – Targeted Research for Edibles: SCEPTRE 
DEFRA,Core Defra,14/03/2012,Other Current Payments (Evidence R&D),Environment and Rural Group,A D A S UK Ltd,RIRP059833,"£38,359.00",Monitoring the effectiveness of the Nitrates Directive Actium Programme in Nitrate Vulnerable Zones
DEFRA,Core Defra,12/03/2012,Current Grants UK,Environment and Rural Group,Westcountry Rivers Trust.,70312,"£95,000.00",GRANT CATCHMENT BASED APPROACH 2011/12
DEFRA,Core Defra,28/03/2012,Other Current Payments (Evidence R&D),Environment and Rural Group,The Coal Authority,CA093604,"£35,000.00",2011/12 Characterisation and Targeting of Measures for (Non Coal) Polluted Mine Waters.
DEFRA,Core Defra,06/03/2012,Current Grants UK,Environment and Rural Group,Natural England,10312,"£1,784,000.00",WATER FRAMEWORK DIRECTIVE - PROGRAMME FUNDING 2011/12
DEFRA,Core Defra,06/03/2012,Other Current Payments E,Environment and Rural Group,Association Of Rivers Trusts,10312,"£1,549,800.00",PROJECTS THAT DELIVER AGAINST WATER FRAMEWORK DIRECTIVE
DEFRA,Core Defra,28/03/2012,Current Grants UK,Environment and Rural Group,Tyne Rivers Trust,210312,"£110,000.00",2011/12 CATCHMENT BASED APPROACH GRANT FUNDING
DEFRA,Core Defra,28/03/2012,Current Grants UK,Environment and Rural Group,Avon Wildlife Trust,210312,"£70,100.00",2011/12 CATCHMENT BASED APPROACH GRANT FUNDING
DEFRA,Core Defra,02/03/2012,Other Current Payments E,Environment and Rural Group,Royal Society Of Wildlife Trusts,290212,"£660,000.00",To carry out Projects that deliver against Water Frame work Directive Objectives on time and to budget.
DEFRA,Core Defra,14/03/2012,Current Grants UK,Environment and Rural Group,Association Of Rivers Trusts,90312,"£350,000.00",TO CARRY OUT PROJECTS THAT DELIVER AGAINST WATER FRAMEWORK DIRECTIVE
DEFRA,Core Defra,16/03/2012,Other Current Payments (Evidence R&D),Environment and Rural Group,Environment Agency,1135509,"£65,000.00",DEFRA CONTRIBUTION TO A COLLABORATIVE AGREEMENT WITH ENVIRONMENT QUALITY FOR WATER FRAMEWORK DIRECTIVE PRIORITY SUBSTANCES AND SPECIFIC POLLUTANTS
DEFRA,Core Defra,06/03/2012,Current Grants UK,Environment and Rural Group,New Forest National Park Auth,INV000337,"£53,598.00",2011/12 GRANT FUNDING FOR NEW FOREST NATIONAL PARK AUTHORITY
DEFRA,Core Defra,28/03/2012,Current Grants UK,Environment and Rural Group,Game & Wildlife Conservation Trust,210312,"£59,394.00",2011/12 CATCHMENT BASED APPROACH GRANT FUNDING
DEFRA,Core Defra,12/03/2012,Current Grants UK,Environment and Rural Group,Thames 21.,7.03126E+11,"£61,834.00",GRANT CATCHMENT BASED APPROACH 2011/12
DEFRA,Core Defra,12/03/2012,Current Grants UK,Environment and Rural Group,Groundwork Lancashire West & Wigan Ltd,70312,"£40,000.00",GRANT CATCHMENT BASED APPROACH 2011/12
DEFRA,Core Defra,06/03/2012,Current Grants UK,Environment and Rural Group,Natural England,1.03121E+13,"£1,213,000.00",WATER FRAMEWORK DIRECTIVE-CAPITAL FUNDING 2011/12
DEFRA,Core Defra,26/03/2012,Current Grants UK,Environment and Rural Group,Severn Rivers Trust,1398SRTIV,"£79,500.00",GRANT FUNDING FOR RIVER TEME PILOT CATCHMENT 2011/12
DEFRA,Core Defra,12/03/2012,Current Grants UK,Environment and Rural Group,Farming & Wildlife Advisory Group South West,70312,"£40,000.00",GRANT CATCHMENT BASED FUNDING FOR FARMING AND WILDLIFE ADVISORY GROUP SOUTHWEST APPROACH 11/12
DEFRA,Core Defra,30/03/2012,Other Current Payments (Evidence R&D),Environment and Rural Group,A E A Technology plc,6147296,"£50,349.00", APPRAISAL OF COST EFFECTIVE POLICY INSTRUMENT TO TACKLE THE IMPACT FROM PESTICIDES
DEFRA,Core Defra,28/03/2012,Current Grants UK,Environment and Rural Group,Farming & Wildlife Advisory Group South West,210312,"£129,987.00",2011/12 CATCHMENT BASED APPROACH GRANT FUNDING
DEFRA,Core Defra,28/03/2012,Current Grants UK,Environment and Rural Group,Farming & Wildlife Advisory Group South West,2.10312E+13,"£162,012.00",2011/12 CATCHMENT BASED APPROACH GRANT FUNDING
DEFRA,Core Defra,12/03/2012,Current Grants UK,Environment and Rural Group,The Aire Rivers Trust,70313,"£54,427.00",GRANT CATCHMENT BASED APPROACH 2011/12
DEFRA,Core Defra,06/03/2012,Current Grants UK,Environment and Rural Group,Wildlife Trust For Birmingham & Black Country,3931,"£46,800.00", GRANT FUNDING FOR CATCHMENT BASED APPROACH WORK
DEFRA,Core Defra,26/03/2012,Contractor - Management Cover,Environment and Rural Group,A E A Technology plc,6147165,"£41,330.75", QUARTERLY INVOICE - PROVISION OF TECHNICAL SUPPORT FOR THE WATER TECHNOLOGY LIST
DEFRA,Core Defra,26/03/2012,Consultancy Non-Scheme,Environment and Rural Group,Treasury Solicitor,AH1125,"£132,249.35", FRESHFIELDS BRUCKHAUS DERINGER
DEFRA,Core Defra,30/03/2012,Other Current Payments (Evidence R&D),Environment and Rural Group,A E A Technology plc,6147374,"£28,803.00",BASELINE MEASUREMENT OF UK STRATOSPHERIC OZONE and SPECTRAL ULTRA-VIOLET - CHARGES FOR MARCH 2012
DEFRA,Core Defra,16/03/2012,Current Grants E,Environment and Rural Group,Lacors,40401270,"£27,389.33",FLORINATED GAS PROJECT COSTS JAN 2012
DEFRA,Core Defra,08/03/2012,Other Current Payments (Evidence R&D),Environment and Rural Group,A E A Technology plc,6146842,"£28,803.00",BASELINE MEASUREMENT OF UK STRATOSPHERIC OZONE
DEFRA,Core Defra,30/03/2012,Other Current Payments (Evidence R&D),Environment and Rural Group,University Of Portsmouth,RAI00659,"£101,931.83",GATHERING EVIDENCE FOR THE POTENTIAL PILOTING OR DIRECT IMPLICATION OF IMPROVING CATCH RIGHTS BASED MANGEMENT SYSTEMS IN ENGLISH FISHERIES
DEFRA,Core Defra,28/03/2012,Other Current Payments (Evidence R&D),Environment and Rural Group,Scott Wilson Ltd,5043069,"£26,497.94",PROGRESS REPORT SETTING OUT SCOPE AND KEY ELEMENTS OF GUIDANCE .
DEFRA,Core Defra,26/03/2012,Other Current Payments E,Environment and Rural Group,Natural England,8000007446,"£27,000.00",NATURAL ENGLAND-149 GRANT
DEFRA,Core Defra,02/03/2012,Other Current Payments (GB),Environment and Rural Group,The National Non-Food Crops Centre,3512,"£29,074.00",AD PORTAL CONTRACT 2012
DEFRA,Core Defra,26/03/2012,Consultancy Non-Scheme,Environment and Rural Group,Bureau Veritas UK Ltd,12004648,"£56,052.00",ACOUSTIC ADVISORY SERVICE 
DEFRA,Core Defra,20/03/2012,Capital LA Grant E,Environment and Rural Group,London Borough Of Islington,150312,"£38,125.00",AIR QUALITY GRANT SCHEME 2011/12
DEFRA,Core Defra,02/03/2012,Capital LA Grant E,Environment and Rural Group,City Of Westminster,200212,"£50,000.00",AIR QUALITY GRANT SCHEME 2011/12
DEFRA,Core Defra,20/03/2012,Capital LA Grant E,Environment and Rural Group,Wigan Council,150312,"£25,000.00",AIR QUALITY GRANT SCHEME 2011/12
DEFRA,Core Defra,30/03/2012,Evidence Non R&D,Environment and Rural Group,A E A Technology plc,6.14735E+13,"£115,844.62",UK AUTO AND NON AUTO HYDROCARBONS MONITORING NETWORKS 2010-2014 
DEFRA,Core Defra,26/03/2012,Other Current Payments (Evidence R&D),Environment and Rural Group,A E A Technology plc,6147219,"£41,213.00",COMMUNITY MULTI-SCALE DEVELOPMENT FOR NATIONAL MODELLING 
DEFRA,Core Defra,27/03/2012,Other Current Payments (Evidence R&D),Environment and Rural Group,Centre For Ecology & Hydrology,ERS-494956-38579,"£75,103.00",Effects of ground-level ozone on vegetation
DEFRA,Core Defra,20/03/2012,Other Current Payments (Evidence R&D),Environment and Rural Group,A E A Technology plc,6146937,"£91,527.00",UK NATIONAL ATMOSPHERIC EMISSIONS INVENTORY
DEFRA,Core Defra,02/03/2012,Evidence Non R&D,Environment and Rural Group,A E A Technology plc,6146696,"£106,140.00", QUALITY ASSURANCE AND QUALITY CONTROL 2011-2015 CHARGES FOR FEB 2012
DEFRA,Core Defra,27/03/2012,Other Current Payments (Evidence R&D),Environment and Rural Group,Centre For Ecology & Hydrology,ERS-496076-38595,"£83,072.00",2011/12- Operation of the UK Eutrophying and Acidifying Atmospheric Pollutants (UKEAP)
DEFRA,Core Defra,14/03/2012,Other Current Payments (Evidence R&D),Environment and Rural Group,Meteorological Office,80312,"£32,588.00", SCIENTIFIC SUPPORT FOR NATIONAL AND INTERNATIONAL POLICY
DEFRA,Core Defra,22/03/2012,Other Current Payments (Evidence R&D),Environment and Rural Group,A E A Technology plc,6146849,"£75,231.80",UK AMBIENT AIR QUALITY ASSESSMENT 2010-13 
DEFRA,Core Defra,16/03/2012,Other Current Payments (Evidence R&D),Environment and Rural Group,Gfk NOP Ltd,OPI077540,"£144,000.00",NATIONAL NOISE AWARENESS STUDY
DEFRA,Core Defra,30/03/2012,Other Current Payments UK,Environment and Rural Group,Bureau Veritas UK Ltd,12004663,"£228,550.80",FEES FOR FEBRUARY 2012 -THE AUTOMATIC URBAN AND RURAL NETWORK
DEFRA,Core Defra,30/03/2012,Other Current Payments (Evidence R&D),Environment and Rural Group,Kings College London,SINV1233527,"£35,825.00",EVALUATION OF ATMOSPHERIC MODELS 4TH QUARTER 2011/12
DEFRA,Core Defra,30/03/2012,Evidence Non R&D,Environment and Rural Group,A E A Technology plc,6147351,"£82,398.00",CHARGES FOR MARCH 2012 - AIR QUALITY BASE AMANGEMENT FOR DATA ACQUIRED FOR AURN
DEFRA,Core Defra,30/03/2012,Evidence Non R&D,Environment and Rural Group,A E A Technology plc,6147360,"£87,198.00",QUALITY ASSURANCE AND QUALITY CONTROL SERVICES FOR URBAN & RURAL AIR QUALITY MONITORING NETWORK -CHARGES FOR MARCH 2012
DEFRA,Core Defra,20/03/2012,Capital Grants to Individuals E,Environment and Rural Group,University Of York,59593,"£120,000.00",AIRCRAFT NOX INSTRUMENT
DEFRA,Core Defra,14/03/2012,Other Current Payments (Evidence R&D),Environment and Rural Group,A E A Technology plc,6147051,"£63,630.00",EUTROPHYING AND ACIDIFYING ATMOSPHERE POLLUTANTS
DEFRA,Core Defra,08/03/2012,Other Current Payments (Evidence R&D),Environment and Rural Group,A E A Technology plc,6.14687E+13,"£52,808.00",UK NATIONAL  ATMOSPHERIC EMISSIONS INVENTORY
DEFRA,Core Defra,06/03/2012,Other Current Payments UK,Environment and Rural Group,Bureau Veritas UK Ltd,12002644,"£177,476.40",JANUARY Automatic Urban & Rural Network
DEFRA,Core Defra,06/03/2012,Evidence Non R&D,Environment and Rural Group,National Physical Laboratory,111311,"£27,062.40",HEAVY METAL MONITORING  FEB 12
DEFRA,Core Defra,30/03/2012,Other Current Payments (Evidence R&D),Environment and Rural Group,University Of Birmingham,212SCIA01567,"£64,899.50",RESEARCH SERVICES
DEFRA,Core Defra,27/03/2012,Other Current Payments (Evidence R&D),Environment and Rural Group,Centre For Ecology & Hydrology,ERS-494954-38577,"£26,653.52",Terrestrial Umbrella - Effects Of Acidfication and Eutrophication On Terrestrial and Their Recovery
DEFRA,Core Defra,27/03/2012,Other Current Payments (Evidence R&D),Environment and Rural Group,Centre For Ecology & Hydrology,ERS-494949-38575,"£26,609.65",2011/12 Variation On Heavy Metal Monitoring
DEFRA,Core Defra,28/03/2012,Other Current Payments (Evidence R&D),Environment and Rural Group,Natural Environ Research Council,7060002371,"£166,868.00",CONTRIBUTION TO RESEARCH- MARINE BIORESOURCES PROGRAMME.
DEFRA,Core Defra,22/03/2012,Evidence Non R&D,Environment and Rural Group,Sea Mammal Research Unit,RG037664,"£53,070.99",QUARTER PAYMENT JULY-SEPT 2011 - Ceracean Bycatch obsever monitoring scheme
DEFRA,Core Defra,20/03/2012,Evidence Non R&D,Environment and Rural Group,C E F A S,8001818,"£33,980.45",FUNDING FOR SECONDMENT MARINE MANAGEMENT ORGANISATION 01/01/12 TO 29/02/12 
DEFRA,Core Defra,26/03/2012,Market Research,Environment and Rural Group,Corporate Culture Ltd,S53838,"£36,855.00",CLIMATE CHANGE ADAPTATION
DEFRA,Core Defra,20/03/2012,Other Current Payments (Evidence R&D),Environment and Rural Group,Carbon Disclosure Project,1553KL,"£46,000.00",SUPPLY OF DATA FOR CLIMATE CHANGE ADAPTATION BRIEFING
DEFRA,Core Defra,28/03/2012,Market Research,Environment and Rural Group,Corporate Culture Ltd,S53839,"£36,855.00",CLIMATE CHANGE ADAPTATION
DEFRA,Core Defra,12/03/2012,Other Current Payments (Evidence R&D),Environment and Rural Group,Frontier Economics Ltd,5342,"£54,550.50",ECONOMICS OF CLIMATE RESILIENCE 
DEFRA,Core Defra,30/03/2012,Other Current Payments (Evidence R&D),Environment and Rural Group,Frontier Economics Ltd,5396,"£63,175.50",ECONOMICS OF CLIMATE RESILIENCE 
DEFRA,Core Defra,26/03/2012,Other Current Payments (Evidence R&D),Environment and Rural Group,Social Change Ltd,HG0040,"£31,440.00","Research to provide actionable insight into attitude and behaviours of food production, distribution and retail businesses in relation to managing climate risks"
DEFRA,Core Defra,02/03/2012,Other Current Payments (Evidence R&D),Environment and Rural Group,Royal Veterinary College~233692949,RES2294,"£28,391.00",Novel Products for rats and squirrels and other rodents
DEFRA,Core Defra,30/03/2012,Other Current Payments (Evidence R&D),Environment and Rural Group,Institute Of Education,WPINV00445,"£51,568.00",2011/12 Review of the latest evidence on lead estimation of intake via drinking water.
DEFRA,Core Defra,28/03/2012,Other Current Payments (Evidence R&D),Environment and Rural Group,University Of Southampton,44101054,"£42,638.00",REVIEW OF LANDSCAPE - SCALE APPROACHES TO CONSERVATION and ADAPTION
DEFRA,Core Defra,20/03/2012,Other Current Payments (Evidence R&D),Environment and Rural Group,University Of Exeter,GHA0100074,"£69,017.00",Determining the impact of wind turbines on bat populations in Great britain.
DEFRA,Core Defra,06/03/2012,Other Current Payments (Evidence R&D),Environment and Rural Group,Royal Veterinary College~233692949,RES2295,"£48,826.00",NOVEL PRODUCTS FOR GREY SQUIRREL AND OTHER RODENTS
DEFRA,Core Defra,28/03/2012,Other Current Payments (Evidence R&D),Environment and Rural Group,Environment Agency,1141083,"£75,000.00",CLIMATE CHANGE IMPACT REPORT CARD
DEFRA,Core Defra,16/03/2012,Other Current Payments (Evidence R&D),Environment and Rural Group,R S P B,SLINV00021816,"£43,131.00",Assessing the feasibility and cost effectiveness of the control of feral cats
DEFRA,Core Defra,20/03/2012,Other Current Payments (Evidence R&D),Environment and Rural Group,Food & Environment Research Agency,F0020983,"£34,534.00",Impact and effectiveness of photophthora treatment on heathland and other semi natural habitas
DEFRA,Core Defra,16/03/2012,Other Current Payments (Evidence R&D),Environment and Rural Group,A E A Technology plc,6147069,"£80,588.00","Developing a framework for design, monitoring and evaluating pilot Nature Improvement Areas: Phase 1 Scoping Study"
DEFRA,Core Defra,22/03/2012,Other Current Payments (Evidence R&D),Environment and Rural Group,Falklands Conservation,150312,"£30,000.00",UNDERSTANDING IMPACT OF INVASIVE NON-NATIVE SPECIES IN THE UK OVERSEAS TERRITORIES IN THE SOUTH ATLANTIC
DEFRA,Core Defra,20/03/2012,Other Current Payments (Evidence R&D),Environment and Rural Group,Environment Systems Ltd,ESINV473,"£75,000.00",MAKING EARTH OBSERVATION WORK FOR UK BIODIVERSITY CONSERVATION :PHASE 2
DEFRA,Core Defra,12/03/2012,Other Current Payments (Evidence R&D),Environment and Rural Group,BTO Services Limited,ACCS0208,"£64,985.00",Effects of woodland bird abundance 
DEFRA,Core Defra,26/03/2012,Current Grants E,Environment and Rural Group,Exmoor National Park Authority,210312,"£96,492.00",REDUNDANCY COSTS EXMOOR NATIONAL PARK
DEFRA,Core Defra,22/03/2012,Other Current Payments E,Environment and Rural Group,JSS Pensions Administration,3917,"£141,501.68",NATURE CONSERVANCY COUNCIL GROSS MONTHLY JSS PENSIONS ADMINISTRATION COSTS FEBRUARY 2012
DEFRA,Core Defra,06/03/2012,Grant-in Aid Payments,Environment and Rural Group,Natural England,280212,"£26,200,000.00",GRANT-IN-AID PAYMENT MARCH 2012 - NATURAL ENGLAND
DEFRA,Core Defra,06/03/2012,Other Current Payments E,Environment and Rural Group,Shropshire Hills AONB,90212,"£151,916.00",APR-DEC 11 INTERIM GRANT - SHROPSHIRE HILLS AREA OF NATURAL BEAUTY
DEFRA,Core Defra,30/03/2012,Current Grants E,Environment and Rural Group,Surrey Hills AONB,170212,"£149,316.67",APRIL11 - 31 MAR 12 GRANT - SURREY HILLS AREA OF NATURAL BEAUTY
DEFRA,Core Defra,28/03/2012,Current Grants E,Environment and Rural Group,SE Regional Protected Landscape Forum Officer,170212,"£27,375.00",GRANT 01/04/11 - 31/01/12 South East Regional Protected Landscape Forum Officer 
DEFRA,Core Defra,26/03/2012,Consultancy Non-Scheme,Environment and Rural Group,Ministry Of Justice,10ME110120,"£25,000.00",JAN-MAR 12 CONSERVATION COVENANTS
DEFRA,Core Defra,16/03/2012,Grant-in Aid Payments,Environment and Rural Group,Joint Nature Conservation Committee,90312,"£2,441,000.00",GRANT IN AID PAYMENT TO MARCH 2012 - JOINT NATURE CONSERVATION COMMITTEE
DEFRA,Core Defra,16/03/2012,Other Current Payments E,Environment and Rural Group,Nidderdale AONB,60312,"£121,523.27",GRANT 1.4.11-31.1.12 - NIDDERDALE AREA OF NATURAL BEAUTY 
DEFRA,Core Defra,02/03/2012,Other Current Payments E,Environment and Rural Group,Dorset AONB,160212,"£163,975.06",INTERIM CLAIM APR 2011 - JANUARY 2012 - DORSET AREA OF NATURAL BEAUTY
DEFRA,Core Defra,26/03/2012,Prog - Admin Costs - FLS Office Services Consultancy,Environment and Rural Group,Treasury Solicitor,AH1123,"£31,903.20",BRITISH WATERWAYS CHARITY TO 30/1/12
DEFRA,Core Defra,02/03/2012,Current Subsidies To Public Corporations,Environment and Rural Group,British Waterways,230212,"£4,879,000.00",BRITISH WATERWAYS GRANT 
DEFRA,Core Defra,22/03/2012,Current Subsidies To Public Corporations,Environment and Rural Group,British Waterways,140312,"£4,560,000.00",BRITISH WATERWAYS GRANT 2011/12 BALANCE
DEFRA,Core Defra,14/03/2012,NLF Loan Payment to BWB,Environment and Rural Group,British Waterways,70312,"£6,638,427.70",BRITISH WATERWAYS NATIONAL FUND 
DEFRA,Core Defra,26/03/2012,Prog - Admin Costs - FLS Office Services Consultancy,Environment and Rural Group,Treasury Solicitor,AH1124,"£32,472.00",BRITISH WATERWAYS CHARITY TO 29/2/12
DEFRA,Core Defra,22/03/2012,Current Grants UK,Environment and Rural Group,British Waterways,60312,"£25,000,000.00",BRITISHWATERWAYS PENSIONS GRANT MARCH 2012
DEFRA,Core Defra,26/03/2012,Other Current Payments (Evidence R&D),Environment and Rural Group,C E F A S,8001894,"£25,000.00",MEMORANDUM OF UNDERSTANDING WITH CEFAS
DEFRA,Core Defra,20/03/2012,Other Current Payments E,Environment and Rural Group,Food & Environment Research Agency,F0020994,"£69,000.00","Food and Environment Research Agency Memorandum of Understanding  - Supporting the Be Plant Wise and Clean, Clear, Dry Campaigns"
DEFRA,Core Defra,20/03/2012,Current Transfers Abroad UK,Environment and Rural Group,Animal Health and Veterinary Laboratories Agency,5000008852,"£26,200.00",ILLEGAL BIRD TRADE WILD COCKATOOS
DEFRA,Core Defra,15/03/2012,Current Transfers Abroad UK,Environment and Rural Group,UNEP/CITES Secretariat,2012008,"£30,000.00",Financial contribution for the activities of the Monitoring the Illegal Killing of Elephants programme with particular focus on Asia
DEFRA,Core Defra,15/03/2012,Current Transfers Abroad UK,Environment and Rural Group,Convention On Biological Diversity,BE062012,"£200,000.00",Funding of UK/Brazil workshop on National Biodiversity Strategy and Action Plans
DEFRA,Core Defra,26/03/2012,Other Current Payments E,Environment and Rural Group,Food & Environment Research Agency,F0021005,"£35,000.00",Wildlife Protection and Management Annex - Monk Parakeet control
DEFRA,Core Defra,21/03/2012,International Subscriptions (Foreign Payments),Environment and Rural Group,United Nations Environment Prog,FUND9090UK150312,"£111,077.74",Financial contribution to  the General Trust Fund for the African-Eurasian Waterbirds
DEFRA,Core Defra,16/03/2012,Consultancy Non-Scheme,Environment and Rural Group,Ministry Of Justice,10ME110119,"£25,000.00",LAW COMMISSION'S PROJECT OCT 2011- MARCH 2012
DEFRA,Core Defra,09/03/2012,Other Current Payments (Evidence R&D),Environment and Rural Group,Bio Intelligence Service,1202024,"£77,273.00",IMPACTS OF ENERGY POLICY ON BIODIVERSITY IN THE UK and OVERSEAS
DEFRA,Core Defra,28/03/2012,Current Transfers Abroad UK,Environment and Rural Group,Global Tiger Recovery Program (Trust Fund),280312,"£314,150.00",Financial contribution to the Global Tiger Recovery Programme Multi-donor Trust Fund 
DEFRA,Core Defra,26/03/2012,Other Current Payments E,Environment and Rural Group,C E F A S,8001865,"£30,000.00",MEMORANDUM OF UNDERSTANDING WITH CEFAS - CRAYFISH- PLAN FUNDING 11/12
DEFRA,Core Defra,26/03/2012,Other Current Payments E,Environment and Rural Group,C E F A S,8001866,"£32,030.00",MEMORANDUM OF UNDERSTANDING WITH CEFAS - CRAYFISH- PLAN FUNDING 11/12
DEFRA,Core Defra,28/03/2012,Other Current Payments E,Environment and Rural Group,Cabi Bioscience (Egham),SI5006,"£79,500.00","JAN-MAR 12    Biocontrol of floating pennywort, crassula and himalayan balsam "
DEFRA,Core Defra,20/03/2012,Evidence Non R&D,Environment and Rural Group,Food & Environment Research Agency,F0020993,"£81,802.50",NON NATIVE SECRETARIAT PROJECT QUARTER 4 JAN TO MAR 12
DEFRA,Core Defra,20/03/2012,Evidence Non R&D,Environment and Rural Group,Food & Environment Research Agency,F0021009,"£30,000.00",MEMORANDUM OF UNDERSTANDING  ANNEX 11 CORMORANT REFUGE
DEFRA,Core Defra,09/03/2012,Current Transfers Abroad UK,Environment and Rural Group,UNEP/CITES Secretariat,2.01201E+12,"£50,000.00",Financial contribution towards the African Elephant Fund per grant agreement signed between Defra and the CITES (Convention on International Trade in Endangered Species of wild Fauna and Flora) Secretariat
DEFRA,Core Defra,20/03/2012,Other Current Payments E,Environment and Rural Group,Food & Environment Research Agency,F0021002,"£50,000.00",BIODIVERSITY PROGRAMME  QUARTER 4 JAN - MAR 2012
DEFRA,Core Defra,21/03/2012,Current Transfers Abroad UK,Environment and Rural Group,United Nations Environment Prog,FUND9130UK281111,"£54,179.85",FOREIGN PAYMENT GENERAL TRUST FUND FOR EUROBATS
DEFRA,Core Defra,20/03/2012,Other Current Payments E,Environment and Rural Group,Food & Environment Research Agency,F0020995,"£25,000.00",Food and Environment Research Agency payment in respect of Non Native species work.  Memorandum of understanding Annex H - Communications.  
DEFRA,Core Defra,26/03/2012,Other Current Payments E,Environment and Rural Group,C E F A S,8001867,"£30,031.00",FEASIBILITY ERADICATION KILLER SHRIMP FUNDING 2011/12
DEFRA,Core Defra,28/03/2012,Other Current Payments E,Environment and Rural Group,Cabi Bioscience (Egham),SI5009,"£41,000.00",JAPANESE KNOTWEED PROJECT
DEFRA,Core Defra,28/03/2012,Other Current Payments E,Environment and Rural Group,Bristol Clifton & West of England Zoological Society Ltd,BZ0000002134,"£32,750.00",INVASIVE NON NATIVE SPECIES
DEFRA,Core Defra,21/03/2012,Current Transfers Abroad UK,Environment and Rural Group,International Union for Conservation of Nature,2012ST290,"£331,863.78",Membership Fees for 2012 for the International Union for Conservation of Nature and Natural Resources
DEFRA,Core Defra,20/03/2012,Evidence Non R&D,Environment and Rural Group,Food & Environment Research Agency,F0021001,"£33,000.00",QUARTER 4 SERVICE LEVEL AGREEMENT  BIODIVERSITY PROGRAMME
DEFRA,Core Defra,27/03/2012,Other Current Payments (Evidence R&D),Environment and Rural Group,Rothamsted Research.,ERS-496156-38604,"£40,298.00",Lowland peatland systems in England and Wales: evaluating greenhouse gas fluxes and carbon balances (16/8/11 to 15/8/15) 
DEFRA,Core Defra,22/03/2012,Other Current Payments (Evidence R&D),Environment and Rural Group,British Geological Survey,7060001873,"£42,000.00",COMPLETION OF WORK PACKAGE 3 REVIEW OF LITERATURE ON BULK DENSITY
DEFRA,Core Defra,27/03/2012,Other Current Payments (Evidence R&D),Environment and Rural Group,Centre For Ecology & Hydrology,ERS-496155-38596,"£306,744.00",Lowland peatland systems in England and Wales - evaluating greenhouse gas fluxes and carbon balances' (16/8/11 to 15/8/15)
DEFRA,Core Defra,27/03/2012,Other Current Payments (Evidence R&D),Environment and Rural Group,British Geological Survey.,ERS-496151-38697,"£50,210.09",Establishing Data on Normal/ Background Levels of Soil Contamination in England' (3/10/11 to 31/3/12)
DEFRA,Core Defra,14/03/2012,Other Current Payments (Evidence R&D),Environment and Rural Group,British Geological Survey,7060002344,"£42,000.00",SUBPROJECT B:COMPLETION OF WORK PACKAGE 2
DEFRA,Core Defra,20/03/2012,Evidence Non R&D,Environment and Rural Group,Department Of Energy and Climate Change,150312,"£96,171.79",CONTRIBUTION TO ADAPTATION SUB COMMITTEE JAN and FEB 12
DEFRA,Core Defra,26/03/2012,Other Current Payments (Evidence R&D),Environment and Rural Group,Department Of Energy and Climate Change,40008484,"£1,125,000.00",INCOME FOR QUARTER 4 - HADLEY CENTRE
DEFRA,Core Defra,06/03/2012,Evidence Non R&D,Environment and Rural Group,Department Of Energy and Climate Change,40007925,"£77,134.60",CONTRIBUTION TO  ADAPTATION SUB COMMITTEE
DEFRA,Core Defra,22/03/2012,Other Current Payments (Evidence R&D),Environment and Rural Group,Science & Technology Facilities Council,7070002267,"£144,869.50",User Interface for Climate Projection. Payment to Science & Technology Facilities Council
DEFRA,Core Defra,30/03/2012,Current Grants E,Environment and Rural Group,Met Office,I0081030,"£3,760,000.00",HIGH PERFORMANCE COMPUTER SUPERNODE FUNDING 2011-12
DEFRA,Core Defra,30/03/2012,Other Current Payments (Evidence R&D),Environment and Rural Group,Science & Technology Facilities Council,7070002927,"£194,923.50",User Interface for Climate Projection. Payment to Science & Technology Facilities Council FINAL INVOICE 2011/12
DEFRA,Core Defra,14/03/2012,Overhead Incidental Expenses,Environment and Rural Group,Vehicle Certification Agency,SIAR163620,"£60,529.00",PORTABLE BATTERIES
DEFRA,Core Defra,06/03/2012,Current Grants UK,Environment and Rural Group,Northern Ireland Environment Agency,460005824,"£66,000.00",FUNDING OF GREEN LIST WASTE ENFORCEMENT WORK 01/10/11 - 31/03/12
DEFRA,Core Defra,08/03/2012,Other Current Payments E,Environment and Rural Group,Local Partnerships LLP,41100878,"£241,300.62",WASTE INFRASTRUCTURE DEVELOPMENT PROGRAMME-  TRANSACTOR SUPPORT FOR FEB 2012
