Department Family,Entity,Transaction Date,Expense Type,Expense Area,Supplier Name,Transaction Number, Amount 
DFID,DFID,08/01/2011,Technical & Advisory services,Policy and Research Directorate,LONDON SCHOOL OF HYGIENE AND TR,400136840,"339,301.19"
DFID,DFID,12/01/2011,Technical & Advisory services,Policy and Research Directorate,LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE,400136844,"464,757.09"
DFID,DFID,12/01/2011,Technical & Advisory services,Policy and Research Directorate,LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE,400136844,"71,625.09"
DFID,DFID,12/01/2011,Technical & Advisory services,Policy and Research Directorate,LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE,400136844,"-10,667.57"
DFID,DFID,12/01/2011,Technical & Advisory services,Policy and Research Directorate,LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE,400136844,"213,015.13"
DFID,DFID,12/01/2011,Technical & Advisory services,Policy and Research Directorate,LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE,400136844,"-31,725.66"
DFID,DFID,08/01/2011,Aid to civil society organisations / NGOs,West and Southern Africa,ONE WORLD ACTION,400136856,"223,407.58"
DFID,DFID,08/01/2011,Communications,Business Solutions Division Level,CABLE & WIRELESS COMMUN,400136858,"90,900.35"
DFID,DFID,27/01/2011,Aid to civil society organisations / NGOs,Policy and Research Directorate,OVERSEAS DEVELOPMENT INSTITUTE,400136862,"167,651.80"
DFID,DFID,08/01/2011,Aid to civil society organisations / NGOs,Asia Division,BRITISH COUNCIL (INDONESIA),400136864,"48,871.60"
DFID,DFID,11/01/2011,Technical & Advisory services,Policy and Research Directorate,OVERSEAS DEVELOPMENT INSTITUTE,400136865,"160,510.26"
DFID,DFID,10/01/2011,Technical & Advisory services,Asia Division,OPTIONS CONSULTANCY SERVICES LIMITED,400136867,"73,347.00"
DFID,DFID,11/01/2011,Technical & Advisory services,West and Southern Africa,OPTIONS CONSULTANCY SERVICES LIMITED,400136872,"55,114.31"
DFID,DFID,12/01/2011,Technical & Advisory services,Human Resources Division,PRICEWATERHOUSECOOPERS,400136875,"71,313.00"
DFID,DFID,08/01/2011,Aid to partner government,East and Central Africa,THE CROWN AGENTS,400136878,"190,350.00"
DFID,DFID,10/01/2011,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",The Alchemist Partnership Ltd,400136881,"45,401.00"
DFID,DFID,08/01/2011,Aid to partner government,West and Southern Africa,THE CROWN AGENTS,400136882,"152,000.00"
DFID,DFID,08/01/2011,Aid to partner government,Asia Division,THE CROWN AGENTS,400136885,"482,334.96"
DFID,DFID,10/01/2011,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",TECHNICAL PROCURMENT SERVICES (GBP),400136888,"93,796.88"
DFID,DFID,10/01/2011,Technical & Advisory services,Asia Division,ADAM SMITH INTERNATIONAL  LTD,400136893,"60,120.05"
DFID,DFID,08/01/2011,Technical & Advisory services,East and Central Africa,ADAM SMITH INTERNATIONAL  LTD,400136894,"47,667.00"
DFID,DFID,08/01/2011,Technical & Advisory services,East and Central Africa,ADAM SMITH INTERNATIONAL  LTD,400136894,"157,100.00"
DFID,DFID,08/01/2011,Technical & Advisory services,West and Southern Africa,ADAM SMITH INTERNATIONAL  LTD,400136895,"401,129.22"
DFID,DFID,10/01/2011,Technical & Advisory services,Business Solutions Division Level,ASPEN  SOLUTIONS LTD,400136904,"63,418.24"
DFID,DFID,10/01/2011,Technical & Advisory services,Asia Division,DELOITTE TOUCHE TOHAMATSU INDIA PRIVATE LTD (DTTIPL),400136906,"34,461.00"
DFID,DFID,12/01/2011,Technical & Advisory services,East and Central Africa,COFFEY INTERNATIONAL DEVELOPMENT LTD,400136908,"32,545.80"
DFID,DFID,26/01/2011,Technical & Advisory services,East and Central Africa,WSP INTERNATIONAL LIMITED,400136929,"46,264.00"
DFID,DFID,19/01/2011,Storage & Distribution costs,West and Southern Africa,CROWN RELOCATIONS  UK,400136932,"14,965.86"
DFID,DFID,08/01/2011,Technical & Advisory services,West and Southern Africa,MALARIA CONSORTIUM,400136933,"237,929.00"
DFID,DFID,08/01/2011,Technical & Advisory services,West and Southern Africa,MALARIA CONSORTIUM,400136933,"139,082.00"
DFID,DFID,25/01/2011,Research & Development,Policy and Research Directorate,INSTITUTE OF DEV  STUDIES UNIVER,400136935,"30,990.00"
DFID,DFID,12/01/2011,Technical & Advisory services,West and Southern Africa,MARIE STOPES INTERNATIONAL,400136938,"57,065.00"
DFID,DFID,08/01/2011,Technical & Advisory services,Western Asia and Stabilisation Division,MOTT MACDONALD LTD,400136941,"46,819.27"
DFID,DFID,08/01/2011,Technical & Advisory services,Western Asia and Stabilisation Division,MOTT MACDONALD LTD,400136944,"25,036.00"
DFID,DFID,10/01/2011,Technical & Advisory services,Asia Division,NATURAL RESOURCES INTERN,400136945,"37,987.97"
DFID,DFID,08/01/2011,Technical & Advisory services,International Relations Division,PUBLIC ADMINISTRATION INTERN,400136950,"44,633.51"
DFID,DFID,10/01/2011,Technical & Advisory services,Policy and Research Directorate,THE IDL GROUP,400136955,"81,470.73"
DFID,DFID,10/01/2011,Technical & Advisory services,Policy and Research Directorate,THE IDL GROUP,400136955,"34,602.93"
DFID,DFID,08/01/2011,Aid to civil society organisations / NGOs,Policy and Research Directorate,PANOS LONDON,400136961,"490,000.00"
DFID,DFID,11/01/2011,Technical & Advisory services,Policy and Research Directorate,Clean Energy Group,400136962,"32,000.00"
DFID,DFID,11/01/2011,Technical & Advisory services,Western Asia and Stabilisation Division,THE CROWN AGENTS,400136979,"85,559.05"
DFID,DFID,10/01/2011,Technical & Advisory services,International Relations Division,PKF (UK) LLP,400136980,"166,562.91"
DFID,DFID,09/01/2011,Research & Development,Policy and Research Directorate,NRI LTD.,400136987,"427,563.60"
DFID,DFID,11/01/2011,Technical & Advisory services,East and Central Africa,COFFEY INTERNATIONAL DEVELOPMENT LTD,400136988,"92,097.75"
DFID,DFID,12/01/2011,Technical & Advisory services,West and Southern Africa,Masdar (UK) Limited,400136989,"154,229.37"
DFID,DFID,09/01/2011,Technical & Advisory services,East and Central Africa,SAVE THE CHILDREN FUND,400136992,"591,951.00"
DFID,DFID,09/01/2011,Technical & Advisory services,West and Southern Africa,HEALTH PARTNERS INTERNATIONAL,400136994,"416,171.59"
DFID,DFID,09/01/2011,Technical & Advisory services,West and Southern Africa,HLSP LIMITED,400136995,"236,506.96"
DFID,DFID,11/01/2011,Technical & Advisory services,West and Southern Africa,MALARIA CONSORTIUM,400136997,"39,352.64"
DFID,DFID,09/01/2011,Technical & Advisory services,Policy and Research Directorate,HEALTH PARTNERS INTERNATIONAL,400136999,"73,941.43"
DFID,DFID,09/01/2011,Research & Development,Policy and Research Directorate,NRI LTD.,400137002,"25,000.00"
DFID,DFID,10/01/2011,Technical & Advisory services,Asia Division,OPTIONS CONSULTANCY SERVICES LIMITED,400137005,"65,051.00"
DFID,DFID,09/01/2011,Technical & Advisory services,West and Southern Africa,THE CROWN AGENTS,400137011,"35,891.40"
DFID,DFID,10/01/2011,Technical & Advisory services,West and Southern Africa,Society for Family  Health,400137015,"1,004,543.59"
DFID,DFID,09/01/2011,Technical & Advisory services,Western Asia and Stabilisation Division,HLSP LIMITED,400137017,"56,102.45"
DFID,DFID,10/01/2011,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",TECHNICAL PROCUREMENT SERVICES (USD),400137022,"252,408.00"
DFID,DFID,13/01/2011,Research & Development,Policy and Research Directorate,EDINBURGH RESEARCH AND INNOVATION LT,400137024,"27,072.00"
DFID,DFID,12/01/2011,Technical & Advisory services,International Relations Division,COFFEY INTERNATIONAL DEVELOPMENT LTD,400137028,"50,477.06"
DFID,DFID,10/01/2011,Technical & Advisory services,Asia Division,COFFEY INTERNATIONAL DEVELOPMENT LTD,400137034,"35,595.60"
DFID,DFID,10/01/2011,Technical & Advisory services,International Relations Division,COFFEY INTERNATIONAL DEVELOPMENT LTD,400137035,"59,214.61"
DFID,DFID,09/01/2011,Aid to civil society organisations / NGOs,Policy and Research Directorate,OVERSEAS DEVELOPMENT INSTITUTE,400137039,"39,500.00"
DFID,DFID,12/01/2011,Technical & Advisory services,Policy and Research Directorate,Harvard Pilgrim Health Care,400137040,"38,447.66"
DFID,DFID,10/01/2011,Technical & Advisory services,West and Southern Africa,HLSP LIMITED,400137049,"2,561,934.50"
DFID,DFID,18/01/2011,Technical & Advisory services,Western Asia and Stabilisation Division,THE CROWN AGENTS,400137051,"132,160.48"
DFID,DFID,11/01/2011,Technical & Advisory services,Communications Division,Specialist Schools and Academies Trust,400137094,"32,000.00"
DFID,DFID,11/01/2011,Aid to international organisations,International Finance Division,UNDP CONTRIBUTIONS GBP,400137104,"150,000.00"
DFID,DFID,10/01/2011,"Property Repairs, Maintenance & Alterations",Asia Division,ADEX Corporation Limited,400137105,"25,362.87"
DFID,DFID,10/01/2011,Legal costs,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",THE CROWN AGENTS,400137115,"36,425.00"
DFID,DFID,12/01/2011,Aid to civil society organisations / NGOs,Policy and Research Directorate,Access to Medicine Foundation,400137117,"50,000.00"
DFID,DFID,10/01/2011,Aid to international organisations,Asia Division,IBRD HSBC T,400137145,"4,000,000.00"
DFID,DFID,10/01/2011,Technical & Advisory services,West and Southern Africa,DAI EUROPE LIMITED,400137146,"175,795.17"
DFID,DFID,10/01/2011,"Property Repairs, Maintenance & Alterations",East and Central Africa,SAFECON Electro Mechanical Works PLC,400137151,"12,830.78"
DFID,DFID,10/01/2011,"Property Repairs, Maintenance & Alterations",East and Central Africa,SAFECON Electro Mechanical Works PLC,400137151,"12,830.78"
DFID,DFID,11/01/2011,Aid to other bilateral donors,Asia Division,WORLD HEALTH ORGANISATION (WHO),400137152,"1,500,000.00"
DFID,DFID,10/01/2011,Aid to civil society organisations / NGOs,East and Central Africa,Forum for Environment,400137165,"39,943.88"
DFID,DFID,10/01/2011,Aid to civil society organisations / NGOs,Policy and Research Directorate,FERN,400137189,"44,670.73"
DFID,DFID,13/01/2011,Technical & Advisory services,West and Southern Africa,NORDIC CONSULTING GROUP A/S,400137193,"55,746.71"
DFID,DFID,10/01/2011,Emergency / Humanitarian Assistance,West and Southern Africa, UNICEF,400137194,"1,000,000.00"
DFID,DFID,10/01/2011,Technical & Advisory services,Asia Division,OPTIONS CONSULTANCY SERVICES LIMITED,400137200,"39,112.00"
DFID,DFID,18/01/2011,Energy Costs,Human Resources Division,EDF ENERGY,400137210,"28,949.18"
DFID,DFID,11/01/2011,Research & Development,Policy and Research Directorate,University Of Sussex,400137221,"80,002.36"
DFID,DFID,10/01/2011,Consultancy Services,Human Resources Division,TURNER & TOWNSEND,400137222,"40,911.15"
DFID,DFID,10/01/2011,Aid to international organisations,Policy and Research Directorate,WELLCOME TRUST,400137231,"148,748.00"
DFID,DFID,10/01/2011,Technical & Advisory services,East and Central Africa,MET OFFICE,400137235,"51,481.32"
DFID,DFID,11/01/2011,Technical & Advisory services,West and Southern Africa,Infosapp Limited,400137260,"27,458.87"
DFID,DFID,13/01/2011,Aid to other bilateral donors,East and Central Africa,DELOITTE (UGANDA) LTD,400137277,"3,000,000.00"
DFID,DFID,12/01/2011,Technical & Advisory services,West and Southern Africa,NATHAN EME LTD,400137297,"116,495.44"
DFID,DFID,12/01/2011,Technical & Advisory services,West and Southern Africa,NATHAN EME LTD,400137297,"-65,023.00"
DFID,DFID,18/01/2011,Technical & Advisory services,Policy and Research Directorate,OVERSEAS DEVELOPMENT INSTITUTE,400137301,"55,971.93"
DFID,DFID,11/01/2011,Accomodation costs,Human Resources Division,PLANNED MAINTENANCE ENGINEERING LTD,400137336,"26,022.73"
DFID,DFID,11/01/2011,Technical & Advisory services,Policy and Research Directorate,PRICEWATERHOUSECOOPERS,400137340,"142,892.00"
DFID,DFID,11/01/2011,Technical & Advisory services,Policy and Research Directorate,PRICEWATERHOUSECOOPERS,400137340,"168,108.00"
DFID,DFID,11/01/2011,Technical & Advisory services,Policy and Research Directorate,PRICEWATERHOUSECOOPERS,400137345,"49,986.26"
DFID,DFID,11/01/2011,Technical & Advisory services,Policy and Research Directorate,PRICEWATERHOUSECOOPERS,400137345,"49,986.26"
DFID,DFID,11/01/2011,Accomodation costs,Human Resources Division,PLANNED MAINTENANCE ENGINEERING LTD,400137347,"26,022.73"
DFID,DFID,18/01/2011,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",OPTIONS CONSULTANCY SERVICES LIMITED,400137352,"36,415.44"
DFID,DFID,13/01/2011,Staff training & Conferences,Western Asia and Stabilisation Division,COFFEY INTERNATIONAL DEVELOPMENT LTD,400137367,"16,459.00"
DFID,DFID,13/01/2011,Direct Programme training / facilitation,Western Asia and Stabilisation Division,COFFEY INTERNATIONAL DEVELOPMENT LTD,400137367,"41,146.00"
DFID,DFID,18/01/2011,Technical & Advisory services,Asia Division,WSP INTERNATIONAL LIMITED,400137381,"323,276.82"
DFID,DFID,13/01/2011,Emergency / Humanitarian Assistance,Western Asia and Stabilisation Division,THE CROWN AGENTS,400137389,"64,399.68"
DFID,DFID,13/01/2011,Emergency / Humanitarian Assistance,Western Asia and Stabilisation Division,THE CROWN AGENTS,400137389,705
DFID,DFID,12/01/2011,Aid to partner government,Asia Division,ECGD ACCOUNT,400137412,"62,872.40"
DFID,DFID,25/01/2011,Aid to civil society organisations / NGOs,East and Central Africa,INFORMACTION LIMITED,400137422,"98,790.06"
DFID,DFID,25/01/2011,Aid to civil society organisations / NGOs,East and Central Africa,INFORMACTION LIMITED,400137422,-693.1
DFID,DFID,25/01/2011,Aid to civil society organisations / NGOs,East and Central Africa,INFORMACTION LIMITED,400137422,"1,903.04"
DFID,DFID,18/01/2011,Technical & Advisory services,Asia Division,FAMILY HEALTH INTERNATIONAL,400137426,"167,012.51"
DFID,DFID,12/01/2011,Aid to civil society organisations / NGOs,Asia Division,THE ASIA FOUNDATION,400137502,"30,202.25"
DFID,DFID,13/01/2011,Aid to civil society organisations / NGOs,Policy and Research Directorate,TRANSPARENCY INTERNAT,400137545,"272,500.00"
DFID,DFID,12/01/2011,Aid to partner government,West and Southern Africa,THE CROWN AGENTS,400137574,"36,000,000.00"
DFID,DFID,13/01/2011,Technical & Advisory services,Asia Division,UNIVERSITY OF WOLVERHAMPTON,400137603,"118,226.99"
DFID,DFID,12/01/2011,Accomodation costs,West and Southern Africa,JAT Constroi,400137617,"8,999.29"
DFID,DFID,12/01/2011,Accomodation costs,West and Southern Africa,JAT Constroi,400137617,"20,998.34"
DFID,DFID,13/01/2011,Technical & Advisory services,Asia Division,Harewelle International Limited.,400137620,"36,642.64"
DFID,DFID,13/01/2011,Aid to civil society organisations / NGOs,Asia Division,Harewelle International Limited.,400137620,"3,272.92"
DFID,DFID,13/01/2011,Technical & Advisory services,West and Southern Africa,HTSPE LTD,400137623,"61,119.42"
DFID,DFID,12/01/2011,Technical & Advisory services,International Relations Division,PRICEWATERHOUSECOOPERS,400137626,"50,701.10"
DFID,DFID,13/01/2011,Technical & Advisory services,West and Southern Africa,THE CROWN AGENTS,400137641,"599,084.78"
DFID,DFID,13/01/2011,Technical & Advisory services,West and Southern Africa,Mulli Brothers,400137741,"43,402.37"
DFID,DFID,13/01/2011,Technical & Advisory services,East and Central Africa,DELTA PARTNERSHIP SOLUTIONS LTD,400137831,"72,223.09"
DFID,DFID,13/01/2011,Research & Development,Policy and Research Directorate,International Initiative For Impact Evaluation,400137834,"27,933.00"
DFID,DFID,13/01/2011,Technical & Advisory services,West and Southern Africa,HTSPE LTD,400137837,"336,349.79"
DFID,DFID,13/01/2011,Aid to civil society organisations / NGOs,Asia Division,HANDICAP INTERNATIONAL (a.s.b.l.),400137840,"166,144.43"
DFID,DFID,18/01/2011,Technical & Advisory services,West and Southern Africa,Innovations for Poverty Action,400137842,"30,300.00"
DFID,DFID,18/01/2011,Research & Development,Policy and Research Directorate,Innovations for Poverty Action,400137844,"26,125.00"
DFID,DFID,18/01/2011,Aid to other bilateral donors,Asia Division,UNICEF NY,400137868,"1,260,400.00"
DFID,DFID,21/01/2011,Aid to international organisations,Policy and Research Directorate,WHO (GENEVA),400137877,"500,000.00"
DFID,DFID,24/01/2011,Aid to other bilateral donors,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",Social Fund for Development (Yemen),400137881,"2,325,702.00"
DFID,DFID,17/01/2011,Accomodation costs,West and Southern Africa,Mas Mackoy Ltd,400137891,"113,116.47"
DFID,DFID,17/01/2011,Accomodation costs,West and Southern Africa,Mas Mackoy Ltd,400137891,"452,465.90"
DFID,DFID,18/01/2011,Emergency / Humanitarian Assistance,Asia Division,WFP CONTRIBUTIONS UNIT,400137896,"537,750.00"
DFID,DFID,18/01/2011,Aid to partner government,Asia Division,ECGD ACCOUNT,400137906,"27,489.26"
DFID,DFID,13/01/2011,Technical & Advisory services,Communications Division,BRITISH COUNCIL,400137930,"36,699.55"
DFID,DFID,13/01/2011,Technical & Advisory services,Communications Division,BRITISH COUNCIL,400137930,"5,736.23"
DFID,DFID,19/01/2011,Technical & Advisory services,Western Asia and Stabilisation Division,THE CROWN AGENTS,400137983,"36,288.70"
DFID,DFID,13/01/2011,Technical & Advisory services,East and Central Africa,OXFORD POLICY MANAGEMENT,400137985,"108,270.10"
DFID,DFID,18/01/2011,Technical & Advisory services,Policy and Research Directorate,WRENmedia,400137988,"23,915.58"
DFID,DFID,18/01/2011,Technical & Advisory services,West and Southern Africa,COFFEY INTERNATIONAL DEVELOPMENT LTD,400138004,"35,343.82"
DFID,DFID,18/01/2011,Medical & Health Supplies/Services,West and Southern Africa,THE CROWN AGENTS,400138010,"46,490.00"
DFID,DFID,18/01/2011,Technical & Advisory services,West and Southern Africa,THE CROWN AGENTS,400138010,"1,445.76"
DFID,DFID,13/01/2011,Research & Development,West and Southern Africa,HEALTH PARTNERS INTERNATIONAL,400138017,"48,469.70"
DFID,DFID,18/01/2011,Aid to civil society organisations / NGOs,West and Southern Africa,School for Life,400138019,"76,509.88"
DFID,DFID,13/01/2011,Technical & Advisory services,Asia Division,HEALTH PARTNERS INTERNATIONAL,400138020,"30,802.51"
DFID,DFID,16/01/2011,Research & Development,Policy and Research Directorate,INSTITUTE OF DEV  STUDIES UNIVER,400138024,"121,319.00"
DFID,DFID,16/01/2011,Aid to civil society organisations / NGOs,Policy and Research Directorate,OXFAM,400138026,"2,392,500.00"
DFID,DFID,20/01/2011,Aid to civil society organisations / NGOs,Policy and Research Directorate,INASP,400138029,"123,684.21"
DFID,DFID,16/01/2011,Aid to international organisations,Policy and Research Directorate,IBRD HSBC T,400138030,"1,500,000.00"
DFID,DFID,21/01/2011,Aid to civil society organisations / NGOs,Policy and Research Directorate,Institute of Development Studies.,400138032,"86,090.00"
DFID,DFID,21/01/2011,Aid to civil society organisations / NGOs,Communications Division,DEVELOPMENT EDUCATION ASSOCI,400138034,"82,189.00"
DFID,DFID,31/01/2011,Accomodation costs,East and Central Africa,C. E. Nwogbo & Associates,400138146,"4,492.79"
DFID,DFID,31/01/2011,Accomodation costs,West and Southern Africa,C. E. Nwogbo & Associates,400138146,"17,971.16"
DFID,DFID,31/01/2011,Accomodation costs,West and Southern Africa,C. E. Nwogbo & Associates,400138146,"4,492.79"
DFID,DFID,18/01/2011,Technical & Advisory services,Asia Division,ADAM SMITH INTERNATIONAL  LTD,400138250,"31,825.60"
DFID,DFID,18/01/2011,Technical & Advisory services,West and Southern Africa,LIVERPOOL ASSOCIATES IN TROP. HEALTH,400138288,"43,364.87"
DFID,DFID,28/01/2011,Technical & Advisory services,East and Central Africa,LIVERPOOL ASSOCIATES IN TROP. HEALTH,400138291,"106,160.93"
DFID,DFID,25/01/2011,Technical & Advisory services,East and Central Africa,Social Development Direct,400138295,"51,593.80"
DFID,DFID,19/01/2011,Aid to international organisations,Policy and Research Directorate,Programme for Appropriate Technology in Health,400138302,"1,279,475.00"
DFID,DFID,19/01/2011,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",WSP INTERNATIONAL LIMITED,400138309,"167,250.00"
DFID,DFID,25/01/2011,Technical & Advisory services,Asia Division, ETC CRYSTAL,400138313,"38,215.38"
DFID,DFID,19/01/2011,Research & Development,Policy and Research Directorate,INSTITUTE OF DEV  STUDIES UNIVER,400138475,"79,905.00"
DFID,DFID,19/01/2011,Aid to civil society organisations / NGOs,West and Southern Africa,MEDECINS SANS FRONTIERES,400138501,"229,239.00"
DFID,DFID,19/01/2011,Aid to civil society organisations / NGOs,Policy and Research Directorate,SAVE THE CHILDREN,400138503,"1,635,000.00"
DFID,DFID,19/01/2011,Aid to civil society organisations / NGOs,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",CONCERN WORLDWIDE,400138545,"104,017.00"
DFID,DFID,20/01/2011,Technical & Advisory services,Asia Division,INFRASTRUCTURE PROFESSIONALS ENTERPRISE,400138555,"68,414.16"
DFID,DFID,25/01/2011,Technical & Advisory services,Policy and Research Directorate,TROPICAL HEALTH EDUCATION TRUST,400138619,"86,902.16"
DFID,DFID,31/01/2011,Aid to partner government,West and Southern Africa,THE CROWN AGENTS,400138627,"48,000,000.00"
DFID,DFID,19/01/2011,Aid to civil society organisations / NGOs,Communications Division,THE CROWN AGENTS,400138630,"67,728.70"
DFID,DFID,19/01/2011,Aid to international organisations,Asia Division,IBRD (HSBC)  C/O THE WORLD BANK,400138633,"150,000.00"
DFID,DFID,19/01/2011,Aid to international organisations,Asia Division,IBRD (HSBC)  C/O THE WORLD BANK,400138633,"226,750.00"
DFID,DFID,25/01/2011,Aid to civil society organisations / NGOs,Communications Division,THE CROWN AGENTS,400138634,"52,280.24"
DFID,DFID,25/01/2011,Aid to partner government,West and Southern Africa,THE CROWN AGENTS,400138642,"150,000.00"
DFID,DFID,20/01/2011,Aid to civil society organisations / NGOs,West and Southern Africa,The Research Institute of the McGill University Health Centre,400138668,"281,671.84"
DFID,DFID,25/01/2011,Technical & Advisory services,West and Southern Africa,THE CROWN AGENTS,400138676,"190,504.52"
DFID,DFID,19/01/2011,Aid to international organisations,Asia Division,IBRD (HSBC)  C/O THE WORLD BANK,400138680,"1,300,000.00"
DFID,DFID,19/01/2011,Research & Development,Policy and Research Directorate,OVERSEAS DEVELOPMENT INSTITUTE (ODI),400138685,"205,257.37"
DFID,DFID,21/01/2011,Technical & Advisory services,West and Southern Africa,BRITISH COUNCIL,400138816,"442,265.26"
DFID,DFID,20/01/2011,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",GRM INTERNATIONAL LTD,400138836,"300,721.02"
DFID,DFID,20/01/2011,Technical & Advisory services,Policy and Research Directorate,IMPERIAL COLLEGE LONDON,400138845,"38,615.97"
DFID,DFID,20/01/2011,Technical & Advisory services,Western Asia and Stabilisation Division,MOTT MACDONALD LTD,400138848,"34,765.93"
DFID,DFID,20/01/2011,Technical & Advisory services,Western Asia and Stabilisation Division,MINISTRY OF DEFENCE - HQ BRITFOR,400138857,"28,621.69"
DFID,DFID,26/01/2011,Technical & Advisory services,Asia Division,TRIBAL HELM CORPORATION LTD,400138864,"34,896.69"
DFID,DFID,20/01/2011,Technical & Advisory services,West and Southern Africa,Strat Afrique Ghana Ltd.,400138877,"32,533.57"
DFID,DFID,20/01/2011,Aid to other bilateral donors,West and Southern Africa, UNICEF,400138879,"200,000.00"
DFID,DFID,20/01/2011,Aid to international organisations,Asia Division,IBRD (HSBC)  C/O THE WORLD BANK,400138897,"465,000.00"
DFID,DFID,20/01/2011,Aid to international organisations,International Relations Division,COMMONWEALTH SECRETARIAT (ComSec),400138900,"30,000.00"
DFID,DFID,21/01/2011,Technical & Advisory services,Asia Division,BMB MOTT  MACDONALD,400138901,"52,848.82"
DFID,DFID,28/01/2011,Technical & Advisory services,Asia Division,BMB MOTT  MACDONALD,400138905,"947,747.97"
DFID,DFID,20/01/2011,Aid to civil society organisations / NGOs,Policy and Research Directorate,Global Canopy Programme,400138930,"37,570.00"
DFID,DFID,20/01/2011,Technical & Advisory services,Policy and Research Directorate,ITAD LTD,400138934,"31,937.50"
DFID,DFID,20/01/2011,Technical & Advisory services,West and Southern Africa,GRM INTERNATIONAL LTD,400138936,"840,332.85"
DFID,DFID,20/01/2011,Technical & Advisory services,West and Southern Africa,GRM INTERNATIONAL LTD,400138936,"411,931.20"
DFID,DFID,21/01/2011,Aid to other bilateral donors,Asia Division,UNDP CONTRIBUTIONS GBP,400138938,"1,000,000.00"
DFID,DFID,21/01/2011,Technical & Advisory services,Asia Division,GRM INTERNATIONAL LTD,400138940,"33,056.64"
DFID,DFID,20/01/2011,Technical & Advisory services,West and Southern Africa,GRM INTERNATIONAL LTD,400138941,"39,945.26"
DFID,DFID,31/01/2011,Technical & Advisory services,West and Southern Africa,MALARIA CONSORTIUM,400138956,"451,353.00"
DFID,DFID,31/01/2011,Technical & Advisory services,West and Southern Africa,MALARIA CONSORTIUM,400138956,"178,000.00"
DFID,DFID,21/01/2011,Furniture & Fittings,Asia Division,R M B Engineers and Builders Pvt Ltd,400139012,"30,977.73"
DFID,DFID,21/01/2011,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",TECHNICAL PROCUREMENT SERVICES (USD),400139083,"245,115.00"
DFID,DFID,24/01/2011,Technical & Advisory services,West and Southern Africa,EFFECTIVE DEVELOPMENT GROUP (EDG),400139096,"116,045.27"
DFID,DFID,27/01/2011,Technical & Advisory services,West and Southern Africa,GRM INTERNATIONAL LTD,400139110,"343,074.57"
DFID,DFID,21/01/2011,Aid to civil society organisations / NGOs,Asia Division,THE CROWN AGENTS,400139122,"200,000.00"
DFID,DFID,21/01/2011,Technical & Advisory services,Western Asia and Stabilisation Division,THE CROWN AGENTS,400139127,"66,650.00"
DFID,DFID,24/01/2011,Aid to civil society organisations / NGOs,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",International Crisis Group,400139131,"250,000.00"
DFID,DFID,21/01/2011,Emergency / Humanitarian Assistance,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",THE CROWN AGENTS,400139133,"74,552.58"
DFID,DFID,21/01/2011,Technical & Advisory services,Western Asia and Stabilisation Division,MOTT MACDONALD LTD,400139135,"31,428.52"
DFID,DFID,21/01/2011,Emergency / Humanitarian Assistance,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",THE CROWN AGENTS,400139136,24.05
DFID,DFID,21/01/2011,Emergency / Humanitarian Assistance,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",THE CROWN AGENTS,400139136,"27,199.78"
DFID,DFID,21/01/2011,Aid to civil society organisations / NGOs,Communications Division,Damaris Global Learning,400139142,"53,098.00"
DFID,DFID,26/01/2011,Aid to international organisations,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",Pan American Health Organisation,400139154,"500,000.00"
DFID,DFID,21/01/2011,Aid to international organisations,International Finance Division,SG HAMBROS TRUST COMPANY LIMITED,400139181,"527,206.00"
DFID,DFID,26/01/2011,Aid to civil society organisations / NGOs,East and Central Africa,The Centre for Humanitarian Dialogue,400139183,"78,683.00"
DFID,DFID,24/01/2011,Aid to international organisations,Policy and Research Directorate,INTERNATIONAL DEVELOPMENT RESEARCH CENTRE,400139188,"30,000.00"
DFID,DFID,24/01/2011,Aid to civil society organisations / NGOs,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",Urgent Action Fund For Women's Human Rights (UAF),400139190,"31,365.00"
