Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Supplier Type,Supplier Site Postcode,Transaction Number,Amount,Vat Registration Num,PO Line Description,Expenditure Type,Contract Number
Department of Health,Department of Health,15/05/2012,Legal / Prof Fees,INFORMATICS,DLA PIPER UK LLP,,,14760515,"53,477.14",,,,
Department of Health,Department of Health,17/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14923115,68.20,,,,
Department of Health,Department of Health,17/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14923115,70.20,,,,
Department of Health,Department of Health,17/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14923115,70.20,,,,
Department of Health,Department of Health,17/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14923115,80.20,,,,
Department of Health,Department of Health,17/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14923115,86.20,,,,
Department of Health,Department of Health,17/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14923115,108.20,,,,
Department of Health,Department of Health,17/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14923115,108.20,,,,
Department of Health,Department of Health,17/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14923115,111.20,,,,
Department of Health,Department of Health,17/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14923115,126.20,,,,
Department of Health,Department of Health,17/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14923115,159.20,,,,
Department of Health,Department of Health,17/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14923115,178.00,,,,
Department of Health,Department of Health,17/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14923115,183.40,,,,
Department of Health,Department of Health,17/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14923115,183.59,,,,
Department of Health,Department of Health,17/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14923115,215.20,,,,
Department of Health,Department of Health,17/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14923115,235.20,,,,
Department of Health,Department of Health,17/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14923115,242.90,,,,
Department of Health,Department of Health,17/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14923115,245.40,,,,
Department of Health,Department of Health,17/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14923115,246.59,,,,
Department of Health,Department of Health,17/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14923115,286.60,,,,
Department of Health,Department of Health,17/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14923115,320.40,,,,
Department of Health,Department of Health,17/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14923115,322.61,,,,
Department of Health,Department of Health,17/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14923115,333.59,,,,
Department of Health,Department of Health,17/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14923115,362.10,,,,
Department of Health,Department of Health,17/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14923115,413.60,,,,
Department of Health,Department of Health,17/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14923115,446.99,,,,
Department of Health,Department of Health,17/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14923115,461.30,,,,
Department of Health,Department of Health,17/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14923115,558.00,,,,
Department of Health,Department of Health,17/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14923115,619.19,,,,
Department of Health,Department of Health,17/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14923115,638.80,,,,
Department of Health,Department of Health,17/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14923115,666.20,,,,
Department of Health,Department of Health,17/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14923115,799.80,,,,
Department of Health,Department of Health,17/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14923115,925.80,,,,
Department of Health,Department of Health,17/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14923115,963.20,,,,
Department of Health,Department of Health,17/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14923115,"1,069.80",,,,
Department of Health,Department of Health,17/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14923115,"1,098.41",,,,
Department of Health,Department of Health,17/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14923115,"1,161.77",,,,
Department of Health,Department of Health,17/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14923115,"1,179.98",,,,
Department of Health,Department of Health,17/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14923115,"1,218.40",,,,
Department of Health,Department of Health,17/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14923115,"1,260.20",,,,
Department of Health,Department of Health,17/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14923115,"1,297.00",,,,
Department of Health,Department of Health,17/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14923115,"1,402.76",,,,
Department of Health,Department of Health,17/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14923115,"1,869.19",,,,
Department of Health,Department of Health,17/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14923115,"1,910.60",,,,
Department of Health,Department of Health,17/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14923115,"2,032.40",,,,
Department of Health,Department of Health,17/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14923115,"2,120.90",,,,
Department of Health,Department of Health,17/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14923115,"2,988.29",,,,
Department of Health,Department of Health,17/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14923115,"3,126.37",,,,
Department of Health,Department of Health,17/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14923115,"3,990.36",,,,
Department of Health,Department of Health,17/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14923115,"4,307.59",,,,
Department of Health,Department of Health,17/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14923115,"4,364.41",,,,
Department of Health,Department of Health,17/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14923115,"8,473.02",,,,
Department of Health,Department of Health,17/05/2012,External Consultancy Fees,INFORMATICS,CABLE & WIRELESS UK,,,14833164,"28,129.87",,,,
Department of Health,Department of Health,17/05/2012,Staff Consultancy & Suppt,INFORMATICS,ASE CONSULTING LTD,,,14893284,"28,600.00",,,,
Department of Health,Department of Health,17/05/2012,Contr Other External,INFORMATICS,CABLE & WIRELESS UK,,,14893289,"40,322.50",,,,
Department of Health,Department of Health,21/05/2012,Staff Consultancy & Suppt,INFORMATICS,ASE CONSULTING LTD,,,14930287,"23,000.00",,,,
Department of Health,Department of Health,21/05/2012,Staff Consultancy & Suppt,INFORMATICS,ASE CONSULTING LTD,,,14901266,"27,300.00",,,,
Department of Health,Department of Health,21/05/2012,Staff Consultancy & Suppt,INFORMATICS,ASE CONSULTING LTD,,,14930292,"28,600.00",,,,
Department of Health,Department of Health,21/05/2012,Staff Consultancy & Suppt,INFORMATICS,ASE CONSULTING LTD,,,14930285,"29,700.00",,,,
Department of Health,Department of Health,21/05/2012,Staff Consultancy & Suppt,INFORMATICS,PA CONSULTING SERVICES LTD,,,14930319,"34,650.00",,,,
Department of Health,Department of Health,21/05/2012,Staff Consultancy & Suppt,INFORMATICS,ASE CONSULTING LTD,,,14930290,"181,734.50",,,,
Department of Health,Department of Health,22/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14937336,-161.00,,,,
Department of Health,Department of Health,22/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14937336,-108.90,,,,
Department of Health,Department of Health,22/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14937336,-5.20,,,,
Department of Health,Department of Health,22/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14937336,35.30,,,,
Department of Health,Department of Health,22/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14937336,46.00,,,,
Department of Health,Department of Health,22/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14937336,95.60,,,,
Department of Health,Department of Health,22/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14937336,114.70,,,,
Department of Health,Department of Health,22/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14937336,142.07,,,,
Department of Health,Department of Health,22/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14937336,147.96,,,,
Department of Health,Department of Health,22/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14937336,156.00,,,,
Department of Health,Department of Health,22/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14937336,169.20,,,,
Department of Health,Department of Health,22/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14937336,171.60,,,,
Department of Health,Department of Health,22/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14937336,182.20,,,,
Department of Health,Department of Health,22/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14937336,208.57,,,,
Department of Health,Department of Health,22/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14937336,219.10,,,,
Department of Health,Department of Health,22/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14937336,226.20,,,,
Department of Health,Department of Health,22/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14937336,245.70,,,,
Department of Health,Department of Health,22/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14937336,274.77,,,,
Department of Health,Department of Health,22/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14937336,289.93,,,,
Department of Health,Department of Health,22/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14937336,306.90,,,,
Department of Health,Department of Health,22/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14937336,307.20,,,,
Department of Health,Department of Health,22/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14937336,347.40,,,,
Department of Health,Department of Health,22/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14937336,366.10,,,,
Department of Health,Department of Health,22/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14937336,370.00,,,,
Department of Health,Department of Health,22/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14937336,388.40,,,,
Department of Health,Department of Health,22/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14937336,394.70,,,,
Department of Health,Department of Health,22/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14937336,404.60,,,,
Department of Health,Department of Health,22/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14937336,409.80,,,,
Department of Health,Department of Health,22/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14937336,442.80,,,,
Department of Health,Department of Health,22/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14937336,446.70,,,,
Department of Health,Department of Health,22/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14937336,499.10,,,,
Department of Health,Department of Health,22/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14937336,537.86,,,,
Department of Health,Department of Health,22/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14937336,545.70,,,,
Department of Health,Department of Health,22/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14937336,568.40,,,,
Department of Health,Department of Health,22/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14937336,571.50,,,,
Department of Health,Department of Health,22/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14937336,578.10,,,,
Department of Health,Department of Health,22/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14937336,580.20,,,,
Department of Health,Department of Health,22/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14937336,596.40,,,,
Department of Health,Department of Health,22/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14937336,597.30,,,,
Department of Health,Department of Health,22/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14937336,602.10,,,,
Department of Health,Department of Health,22/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14937336,631.11,,,,
Department of Health,Department of Health,22/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14937336,647.77,,,,
Department of Health,Department of Health,22/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14937336,649.70,,,,
Department of Health,Department of Health,22/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14937336,715.30,,,,
Department of Health,Department of Health,22/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14937336,746.72,,,,
Department of Health,Department of Health,22/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14937336,806.00,,,,
Department of Health,Department of Health,22/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14937336,813.80,,,,
Department of Health,Department of Health,22/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14937336,870.85,,,,
Department of Health,Department of Health,22/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14937336,"1,130.15",,,,
Department of Health,Department of Health,22/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14937336,"1,172.00",,,,
Department of Health,Department of Health,22/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14937336,"1,434.20",,,,
Department of Health,Department of Health,22/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14937336,"1,805.91",,,,
Department of Health,Department of Health,22/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14937336,"1,850.20",,,,
Department of Health,Department of Health,22/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14937336,"2,062.02",,,,
Department of Health,Department of Health,22/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14937336,"2,182.03",,,,
Department of Health,Department of Health,22/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14937336,"2,194.00",,,,
Department of Health,Department of Health,22/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14937336,"2,204.90",,,,
Department of Health,Department of Health,22/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14937336,"2,211.35",,,,
Department of Health,Department of Health,22/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14937336,"2,233.87",,,,
Department of Health,Department of Health,22/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14937336,"2,280.36",,,,
Department of Health,Department of Health,22/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14937336,"2,444.00",,,,
Department of Health,Department of Health,22/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14937336,"2,583.47",,,,
Department of Health,Department of Health,22/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14937336,"2,605.98",,,,
Department of Health,Department of Health,22/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14937336,"2,722.75",,,,
Department of Health,Department of Health,22/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14937336,"3,362.55",,,,
Department of Health,Department of Health,22/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14937336,"3,408.70",,,,
Department of Health,Department of Health,22/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14937336,"3,468.69",,,,
Department of Health,Department of Health,22/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14937336,"4,015.48",,,,
Department of Health,Department of Health,22/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14937336,"4,120.56",,,,
Department of Health,Department of Health,22/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14937336,"4,143.25",,,,
Department of Health,Department of Health,22/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14937336,"4,256.95",,,,
Department of Health,Department of Health,22/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14937336,"6,132.27",,,,
Department of Health,Department of Health,22/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14937336,"6,508.30",,,,
Department of Health,Department of Health,22/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14937336,"6,939.14",,,,
Department of Health,Department of Health,22/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14937336,"7,224.64",,,,
Department of Health,Department of Health,22/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14937336,"7,427.48",,,,
Department of Health,Department of Health,22/05/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14937336,"10,299.12",,,,
Department of Health,Department of Health,22/05/2012,Contr Other External,INFORMATICS,CABLE & WIRELESS UK,,,14930342,"78,923.21",,,,
Department of Health,Department of Health,23/05/2012,Contr Other External,INFORMATICS,CAPITA BUSINESS SERVICES LTD,,,14937471,"26,100.00",,,,
Department of Health,Department of Health,23/05/2012,Service charge,INFORMATICS,BT GROUP PLC,LARGE,NW9 6LB,296299,757384.1,,N3 Services core contract to cover spend for services delivered in July to March 2012 as per EBC,Programme,
Department of Health,Department of Health,25/05/2012,Computer Maintenance,INFORMATICS,PROBRAND LTD,,,14946657,"65,645.40",,,,
Department of Health,Department of Health,25/05/2012,Contr Other External,INFORMATICS,DIGITAL CARES SOCIAL ENTERPRISE LTD,,,14960377,"75,000.00",,,,
Department of Health,Department of Health,25/05/2012,Contr Other External,INFORMATICS,DIGITAL CARES SOCIAL ENTERPRISE LTD,,,14960376,"150,000.00",,,,
Department of Health,Department of Health,28/05/2012,Staff Consultancy & Suppt,INFORMATICS,ASE CONSULTING LTD,,,14930293,"29,700.00",,,,
Department of Health,Department of Health,28/05/2012,Computer Hardware Purch,INFORMATICS,PROBRAND LTD,,,14953893,"37,147.20",,,,
Department of Health,Department of Health,28/05/2012,Computer Maintenance,INFORMATICS,PROBRAND LTD,,,14953891,"100,547.07",,,,
Department of Health,Department of Health,29/05/2012,Contr Other External,INFORMATICS,CAPITA BUSINESS SERVICES LTD,,,14975773,"27,625.00",,,,
Department of Health,Department of Health,29/05/2012,Computer Hardware Purch,INFORMATICS,CSA (WAVERLEY ) LTD,,,14923390,"67,022.20",,,,
Department of Health,Department of Health,29/05/2012,Contr Other External,INFORMATICS,CABLE & WIRELESS UK,,,14973849,"136,650.98",,,,
Department of Health,Department of Health,30/05/2012,Staff Consultancy & Suppt,INFORMATICS,ASE CONSULTING LTD,,,14973602,"21,567.00",,,,
Department of Health,Department of Health,30/05/2012,Staff Consultancy & Suppt,INFORMATICS,ASE CONSULTING LTD,,,14975771,"24,300.00",,,,
Department of Health,Department of Health,30/05/2012,Staff Consultancy & Suppt,INFORMATICS,ASE CONSULTING LTD,,,14975768,"24,700.00",,,,
Department of Health,Department of Health,30/05/2012,Legal / Prof Fees,INFORMATICS,DLA PIPER UK LLP,,,14772254,"34,859.56",,,,
Department of Health,Department of Health,30/05/2012,Staff Consultancy & Suppt,INFORMATICS,ASE CONSULTING LTD,,,14975769,"137,459.50",,,,
Department of Health,Department of Health,30/05/2012,Contr Other External,INFORMATICS,CABLE & WIRELESS UK,,,14966877,"709,342.59",,,,
Department of Health,Department of Health,31/05/2012,External Consultancy Fees,INFORMATICS,CAPGEMINI UK PLC,,,14516742,"-248,675.00",,,,
Department of Health,Department of Health,31/05/2012,External Consultancy Fees,INFORMATICS,CAPGEMINI UK PLC,,,14516743,"-200,000.00",,,,
Department of Health,Department of Health,31/05/2012,Staff Consultancy & Suppt,INFORMATICS,CAPGEMINI UK PLC,,,14597349,"18,889.00",,,,
Department of Health,Department of Health,31/05/2012,Staff Consultancy & Suppt,INFORMATICS,CAPGEMINI UK PLC,,,14597349,"27,897.60",,,,
Department of Health,Department of Health,31/05/2012,Staff Consultancy & Suppt,INFORMATICS,CAPGEMINI UK PLC,,,14661268,"32,100.00",,,,
Department of Health,Department of Health,31/05/2012,Staff Consultancy & Suppt,INFORMATICS,CAPGEMINI UK PLC,,,14605565,"37,693.46",,,,
Department of Health,Department of Health,31/05/2012,Staff Consultancy & Suppt,INFORMATICS,CAPGEMINI UK PLC,,,14937473,"55,214.00",,,,
Department of Health,Department of Health,31/05/2012,External Consultancy Fees,INFORMATICS,CAPGEMINI UK PLC,,,14042893,"248,675.00",,,,
Department of Health,Department of Health,31/05/2012,Addition Clearing - SW LIC,INFORMATICS,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,CHAPS31/5/12,517771.83,,Capital:  FY 2011/12 - Capital Budget Requirements,Programme,
Department of Health,Department of Health,31/05/2012,Service charge,INFORMATICS,BT GROUP PLC,LARGE,NW9 6LB,CHAPS31/5/12,1502540.31,,Revenue: FY 2011/12 Revenue Budget Requirements ( April to Sept 11),Programme,
Department of Health,Department of Health,31/05/2012,Service charge,INFORMATICS,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,CHAPS31/5/12,2117307.61,,Revenue:  FY 2011/12 - Revenue Budget Requirements,Programme,
Department of Health,Department of Health,31/05/2012,Addition Clearing - SW LIC,INFORMATICS,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,CHAPS31/5/12.,2409285.05,,Capital:  FY 2011/12 - Capital Budget Requirements,Programme,
Department of Health,Department of Health,31/05/2012,Addition Clearing - SW LIC,INFORMATICS,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,CHAPS31/5/12.,2482452.27,,Capital:  FY 2011/12 - Capital Budget Requirements,Programme,
Department of Health,Department of Health,31/05/2012,Service charge,INFORMATICS,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,CHAPS31/5/12,2928793.04,,Revenue:  FY 2011/12 - Revenue Budget Requirements,Programme,
Department of Health,Department of Health,31/05/2012,Service charge,INFORMATICS,BT GROUP PLC,LARGE,NW9 6LB,CHAPS31/5/12,3145325.63,,Revenue:  FY 2011/12 - Revenue Budget Requirements,Programme,
Department of Health,Department of Health,31/05/2012,Service charge,INFORMATICS,BT GROUP PLC,LARGE,NW9 6LB,CHAPS31/5/12,8222927.11,,Revenue: Spine FY 2012/13 Revenue Cash Requirements,Programme,
Department of Health,Department of Health,01/05/2012,Expense clearing GPC (ST),More than one directorate,BARCLAYCARD BUSINESS,SME,TS17 6YG,2621001-18-MAY-12,62391.53,,,Other,
Department of Health,Department of Health,02/05/2012,Expense clearing GPC (ST),More than one directorate,BARCLAYCARD BUSINESS,SME,TS17 6YG,2621001-18-MAY-12,6441.45,,,Other,
Department of Health,Department of Health,03/05/2012,Expense clearing GPC (ST),More than one directorate,BARCLAYCARD BUSINESS,SME,TS17 6YG,2621001-18-MAY-12,4290.8,,,Other,
Department of Health,Department of Health,04/05/2012,Expense clearing GPC (ST),More than one directorate,BARCLAYCARD BUSINESS,SME,TS17 6YG,2621001-18-MAY-12,7116.68,,,Other,
Department of Health,Department of Health,05/05/2012,Expense clearing GPC (ST),More than one directorate,BARCLAYCARD BUSINESS,SME,TS17 6YG,2621001-18-MAY-12,241.5,,,Other,
Department of Health,Department of Health,08/05/2012,Expense clearing GPC (ST),More than one directorate,BARCLAYCARD BUSINESS,SME,TS17 6YG,2621001-18-MAY-12,2576.46,,,Other,
Department of Health,Department of Health,09/05/2012,Expense clearing GPC (ST),More than one directorate,BARCLAYCARD BUSINESS,SME,TS17 6YG,2621001-18-MAY-12,5195.28,,,Other,
