Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type,Contract Number,Project Code,Expenditure Type
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/01/2013,Maintenance of Office Machinery,Finance & Commercial Group - Corporate Shared Services,PITNEY BOWES FINANCE LTD,1073844,468.83,RUNNING COSTS DEVOLVED - Maintenance of Office Machinery,CM20 2FQ,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/01/2013,Other Training Costs,"Strategy, Analysis and Better Regulation - Analysis Directorate",CAPITA BUSINESS SERVICES LTD (CIVIL SERVICE LEARNING),1073845,281.00,RUNNING COSTS NON DEVOLVED - Other Training Costs,DL1 9HN,EXT,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/01/2013,CARA Approved External Legal Advice and Services,Markets and Local Growth - Regional Growth Fund & Legacy,FIELD FISHER WATERHOUSE,1073846,1862.20,RUNNING COSTS DEVOLVED - CARA Approved External Legal Advice and Services,EC3N 2AA,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/01/2013,CARA Approved External Legal Advice and Services,Markets and Local Growth - Regional Growth Fund & Legacy,FIELD FISHER WATERHOUSE,1073846,2.00,RUNNING COSTS DEVOLVED - CARA Approved External Legal Advice and Services,EC3N 2AA,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/01/2013,CARA Approved Financial Advice and Services,Finance & Commercial Group - Finance Group,GOVERNMENT ACTUARYS DEPARTMENT,1073847,28531.60,ROYAL MAIL PENSION SCHEME - CARA Approved Financial Advice and Services,EC4A 1AB,GOV,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/01/2013,Hire of Reprographic Equipment,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,XEROX FINANCE LTD,1073848,590.69,RUNNING COSTS DEVOLVED - Hire of Reprographic Equipment,BN13 1QX,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/01/2013,Other Training Costs,"Strategy, Analysis and Better Regulation - Analysis Directorate",CAPITA BUSINESS SERVICES LTD (CIVIL SERVICE LEARNING),1073849,89.00,RUNNING COSTS NON DEVOLVED - Other Training Costs,DL1 9HN,EXT,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/01/2013,Amount Owing to BIS for the GiB Set Up Costs,Shareholder Executive - Shareholder Executive,IRG ADVISORS LLP T/A ODGERS BERNDTSON,1073850,46750.00,Balance Sheet - Amount Owing to BIS for the GiB Set Up Costs,W15 1JJ,EXT,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/01/2013,Amount Owing to BIS for the GiB Set Up Costs,Shareholder Executive - Shareholder Executive,IRG ADVISORS LLP T/A ODGERS BERNDTSON,1073850,6260.00,Balance Sheet - Amount Owing to BIS for the GiB Set Up Costs,W15 1JJ,EXT,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/01/2013,Other Training Costs,Legal Services - Legal Services,THE GENERAL COUNCIL OF THE BAR,1073851,100.00,RUNNING COSTS DEVOLVED - Other Training Costs,WC1V 7HZ,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/01/2013,Hire of Office Equipment,"Strategy, Analysis and Better Regulation - DG & Group Support",XEROX FINANCE LTD,1073852,142.78,RUNNING COSTS DEVOLVED - Hire of Office Equipment,UB8 1HS,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/01/2013,Amount Owing to BIS for the GiB Set Up Costs,Shareholder Executive - Shareholder Executive,IRG ADVISORS LLP T/A ODGERS BERNDTSON,1073854,1266.00,Balance Sheet - Amount Owing to BIS for the GiB Set Up Costs,W15 1JJ,EXT,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/01/2013,CARA Approved Research & Development Expenditure (Programme),Government Office for Science - Government Office for Science,FRANCOIS GEMENNE,1073855,7200.00,FORESIGHT - CARA Approved Research & Development Expenditure (Programme),75009,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/01/2013,Amount Owing to BIS for the GiB Set Up Costs,Shareholder Executive - Shareholder Executive,IRG ADVISORS LLP T/A ODGERS BERNDTSON,1073856,1824.00,Balance Sheet - Amount Owing to BIS for the GiB Set Up Costs,W15 1JJ,EXT,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/01/2013,Postage,Legal Services - Legal Services,NEOPOST LTD,1073857,160.97,RUNNING COSTS DEVOLVED - Postage,RM1 2AR,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/01/2013,CARA Approved Economic Consultancy & Research,Markets and Local Growth - Consumer and Competition Policy,CATHERINE FOSTER,1073858,6900.00,RUNNING COSTS DEVOLVED - CARA Approved Economic Consultancy & Research,BR4 0DY,EXT,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/01/2013,Professional Training,Business & Skills Group - FE & Skills Investment,OFFICE FOR NATIONAL STATISTICS,1073859,1462.00,RUNNING COSTS DEVOLVED - Professional Training,NP10 8XG,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/01/2013,Counsels Expert Legal Opinion on Points of Law,Business & Skills Group - Advanced Manufacturing Services,NORTON ROSE LLP,1073860,16315.25,AEROSPACE MARKET ANALYSIS - Counsels Expert Legal Opinion on Points of Law,SE1 2AQ,EXT,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/01/2013,Media and Design Services,"People, Communications and Effectiveness Group - Communications Directorate",RICHARD PALMER,1073861,900.00,COM - AD HOC RESPONSE - Media and Design Services,BA5 3HX,SME,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/01/2013,Security Policy Service,Finance & Commercial Group - Commercial Directorate,PITNEY BOWES LTD,1073862,4510.00,RUNNING COSTS NON DEVOLVED - Security Policy Service,CM19 5LS,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/01/2013,Other Training Costs,"Strategy, Analysis and Better Regulation - Analysis Directorate",CAPITA BUSINESS SERVICES LTD (CIVIL SERVICE LEARNING),1073863,134.00,RUNNING COSTS NON DEVOLVED - Other Training Costs,DL1 9HN,EXT,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/01/2013,Other Training Costs,"Strategy, Analysis and Better Regulation - Analysis Directorate",CAPITA BUSINESS SERVICES LTD (CIVIL SERVICE LEARNING),1073864,197.00,RUNNING COSTS NON DEVOLVED - Other Training Costs,DL1 9HN,EXT,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/01/2013,Maintenance of Office Machinery,Finance & Commercial Group - Corporate Shared Services,PITNEY BOWES FINANCE LTD,1073865,1058.40,RUNNING COSTS DEVOLVED - Maintenance of Office Machinery,CM20 2FQ,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/01/2013,Postage,Legal Services - Legal Services,PITNEY BOWES PURCHASE POWER A TRADING DIVISION OF PITNEY BOWES LTD,1073866,105.50,RUNNING COSTS DEVOLVED - Postage,CM20 2GZ,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/01/2013,Car Leasing,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,GOVERNMENT CAR AND DESPATCH AGENCY,1073867,67.50,RUNNING COSTS DEVOLVED - Car Leasing,SW8 5AX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/01/2013,Postage,Finance & Commercial Group - Corporate Shared Services,PITNEY BOWES PURCHASE POWER A TRADING DIVISION OF PITNEY BOWES LTD,1073869,1013.00,RUNNING COSTS NON DEVOLVED - Postage,CM20 2GZ,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/01/2013,Freight Charges,Finance & Commercial Group - Corporate Shared Services,DHL GLOBAL FORWARDING (UK) LTD,1073870,8848.70,RUNNING COSTS NON DEVOLVED - Freight Charges,TW18 4BP,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/01/2013,Car Leasing,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,GOVERNMENT CAR AND DESPATCH AGENCY,1073871,331.25,RUNNING COSTS DEVOLVED - Car Leasing,SW8 5AX,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/01/2013,Cash Expenditure during the Year - Other Programme Provisions,Business & Skills Group - Advanced Manufacturing Services,LAMPORT BASSITT SOLICITORS,1073872,2484.79,VOSPER GAP- BRITISH SHIPBUILDERS - Cash Expenditure during the Year - Other Programme Provisions,S017 1AX,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/01/2013,Other External Recruitment Costs (Staff),"Strategy, Analysis and Better Regulation - Analysis Directorate",THE ECONOMIST NEWSPAPER LTD,1073873,1250.00,RUNNING COSTS DEVOLVED - Other External Recruitment Costs (Staff),SW1A 1HG,EXT,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/01/2013,Grants - Current - Other,Markets and Local Growth - Consumer and Competition Policy,TRADING STANDARDS INSTITUTE (TSI),1073874,2078082.23,TRADING STANDARDS INSTITUTE - Grants - Current - Other,SS15 6TH,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/01/2013,Publications,Knowledge & Innovation Group - Higher Education - Policy,JONES YARRELL LEADENHALL,1073875,10.08,RUNNING COSTS DEVOLVED - Publications,E3 3JH,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/01/2013,Capital Grants - Other,Markets and Local Growth - Regional Growth Fund & Legacy,PLUSNET PLC,1073877,224604.00,GBI YORKSHIRE - Capital Grants - Other,S1 4BY,EXT,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/01/2013,Secondees (not paid directly),Knowledge & Innovation Group - Research Base,BIOTECHNOLOGY AND BIOLOGICAL SCIENCE RESEARCH COUNCIL,1073880,21723.80,RUNNING COSTS DEVOLVED - Secondees (not paid directly),SN2 1FF,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/01/2013,BIS Funding to Agencies,Markets and Local Growth - Insolvency Service,THE INSOLVENCY SERVICE,1073881,1562711.20,INSOLVENCY SERVICE FUNDING - BIS Funding to Agencies,SW1P 2HT,GOV,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/01/2013,BIS Funding to Agencies,Markets and Local Growth - Insolvency Service,THE INSOLVENCY SERVICE,1073881,1411788.80,INSOLVENCY SERVICE FUNDING - BIS Funding to Agencies,SW1P 2HT,GOV,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/01/2013,BIS Funding to Agencies,Markets and Local Growth - Insolvency Service,THE INSOLVENCY SERVICE,1073882,116333.00,INSOLVENCY SERVICE FUNDING - BIS Funding to Agencies,SW1P 2HT,GOV,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/01/2013,Criminal Law and Prosecution Work,Legal Services - Legal Services,HM LAND REGISTRY,1073883,51.00,PROSECUTION CASE WITNESS AND OTHER EXPENSES - Criminal Law and Prosecution Work,PL6 5HY,PCTF,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/01/2013,ICT Maintenance & Upkeep,Finance & Commercial Group - Commercial Directorate,METHODS CONSULTING LTD,1073884,8622.00,RUNNING COSTS NON DEVOLVED - ICT Maintenance & Upkeep,WC2H 8AD,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/01/2013,ICT Maintenance & Upkeep,Finance & Commercial Group - Commercial Directorate,METHODS CONSULTING LTD,1073884,4338.00,RUNNING COSTS NON DEVOLVED - ICT Maintenance & Upkeep,WC2H 8AD,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/01/2013,Leased Buildings - Clearing,Finance & Commercial Group - Corporate Shared Services,AMARYLLIS LTD,1073885,17325.60,BIS INFRASTRUCTURE MAINTENANCE - Leased Buildings - Clearing,CM2 6TE,EXT,,,Capital
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/01/2013,Courier Services,Finance & Commercial Group - Corporate Shared Services,TNT UK LTD,1073886,1165.56,RUNNING COSTS NON DEVOLVED - Courier Services,BL8 9AR,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/01/2013,Interest on Post Office Working Capital Loans,Shareholder Executive - Shareholder Executive,POST OFFICE LTD C/O ROYAL MAIL,1073887,-2684.93,POL INTEREST ON LOANS - Interest on Post Office Working Capital Loans,S49 1HQ,PCTF,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/01/2013,Additions Post Office Ltd - Loans from Vote,Shareholder Executive - Shareholder Executive,POST OFFICE LTD C/O ROYAL MAIL,1073887,5000000.00,POL VOTED LOANS - Additions Post Office Ltd - Loans from Vote,S49 1HQ,PCTF,,,Capital
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/01/2013,Mail and Messenger Contract Costs,Finance & Commercial Group - Corporate Shared Services,MANPOWER UK LTD,1073888,1534.56,RUNNING COSTS NON DEVOLVED - Mail and Messenger Contract Costs,UB8 1AB,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/01/2013,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1073889,337.23,IKIU GLOBAL SCIENCE AND INNOVATION NETWORK - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/01/2013,Grants - Current - Other,Knowledge & Innovation Group - Research Base,FOREIGN AND COMMONWEALTH OFFICE (FCO),1073891,1034.23,IKIU GLOBAL SCIENCE AND INNOVATION NETWORK - Grants - Current - Other,MK10 1PX,GOV,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/01/2013,Mobile Phones,Government Office for Science - Government Office for Science,VODAFONE LTD,1073892,84.00,RUNNING COSTS DEVOLVED - Mobile Phones,NG24 2EG,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/01/2013,Accelerated Development Programme/Fast Stream Training,"People, Communications and Effectiveness Group - Human Resources",CAPITA BUSINESS SERVICES LTD (CIVIL SERVICE LEARNING),1073893,186.00,RUNNING COSTS NON DEVOLVED - Accelerated Development Programme/Fast Stream Training,DL1 9HN,EXT,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/01/2013,Accelerated Development Programme/Fast Stream Training,"People, Communications and Effectiveness Group - Human Resources",CAPITA BUSINESS SERVICES LTD (CIVIL SERVICE LEARNING),1073894,200.00,RUNNING COSTS NON DEVOLVED - Accelerated Development Programme/Fast Stream Training,DL1 9HN,EXT,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/01/2013,Accelerated Development Programme/Fast Stream Training,"People, Communications and Effectiveness Group - Human Resources",CAPITA BUSINESS SERVICES LTD (CIVIL SERVICE LEARNING),1073895,197.00,RUNNING COSTS NON DEVOLVED - Accelerated Development Programme/Fast Stream Training,DL1 9HN,EXT,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/01/2013,Accelerated Development Programme/Fast Stream Training,"People, Communications and Effectiveness Group - Human Resources",CAPITA BUSINESS SERVICES LTD (CIVIL SERVICE LEARNING),1073896,101.00,RUNNING COSTS NON DEVOLVED - Accelerated Development Programme/Fast Stream Training,DL1 9HN,EXT,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/01/2013,Accelerated Development Programme/Fast Stream Training,"People, Communications and Effectiveness Group - Human Resources",CAPITA BUSINESS SERVICES LTD (CIVIL SERVICE LEARNING),1073897,161.00,RUNNING COSTS NON DEVOLVED - Accelerated Development Programme/Fast Stream Training,DL1 9HN,EXT,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/01/2013,Accelerated Development Programme/Fast Stream Training,"People, Communications and Effectiveness Group - Human Resources",CAPITA BUSINESS SERVICES LTD (CIVIL SERVICE LEARNING),1073898,197.00,RUNNING COSTS NON DEVOLVED - Accelerated Development Programme/Fast Stream Training,DL1 9HN,EXT,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/01/2013,Criminal Law and Prosecution Work,Legal Services - Legal Services,MCWILLIAM BUCK LTD T/A DAVID BUCK & CO,1073899,9.00,PROSECUTION AGENTS FEES - Criminal Law and Prosecution Work,BN1 4AT,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/01/2013,Criminal Law and Prosecution Work,Legal Services - Legal Services,MCWILLIAM BUCK LTD T/A DAVID BUCK & CO,1073899,872.64,PROSECUTION AGENTS FEES - Criminal Law and Prosecution Work,BN1 4AT,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/01/2013,Criminal Law and Prosecution Work,Legal Services - Legal Services,MENDIP MEDIA GROUP LTD,1073900,407.11,PROSECUTION CASE WITNESS AND OTHER EXPENSES - Criminal Law and Prosecution Work,EX2 5AX,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/01/2013,Accelerated Development Programme/Fast Stream Training,"People, Communications and Effectiveness Group - Human Resources",CAPITA BUSINESS SERVICES LTD (CIVIL SERVICE LEARNING),1073901,200.00,RUNNING COSTS NON DEVOLVED - Accelerated Development Programme/Fast Stream Training,DL1 9HN,EXT,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/01/2013,Criminal Law and Prosecution Work,Legal Services - Legal Services,CANFORD AUDIO plc,1073902,230.88,PROSECUTION CASE WITNESS AND OTHER EXPENSES - Criminal Law and Prosecution Work,NE38 0BW,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/01/2013,Accelerated Development Programme/Fast Stream Training,"People, Communications and Effectiveness Group - Human Resources",CAPITA BUSINESS SERVICES LTD (CIVIL SERVICE LEARNING),1073903,197.00,RUNNING COSTS NON DEVOLVED - Accelerated Development Programme/Fast Stream Training,DL1 9HN,EXT,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/01/2013,Criminal Law and Prosecution Work,Legal Services - Legal Services,LPC LAW LTD T/A LPC LAW,1073904,300.00,PROSECUTION AGENTS FEES - Criminal Law and Prosecution Work,EC4R 0DR,EXT,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/01/2013,Accelerated Development Programme/Fast Stream Training,"People, Communications and Effectiveness Group - Human Resources",CAPITA BUSINESS SERVICES LTD (CIVIL SERVICE LEARNING),1073905,281.00,RUNNING COSTS NON DEVOLVED - Accelerated Development Programme/Fast Stream Training,DL1 9HN,EXT,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/01/2013,Accelerated Development Programme/Fast Stream Training,"People, Communications and Effectiveness Group - Human Resources",CAPITA BUSINESS SERVICES LTD (CIVIL SERVICE LEARNING),1073906,197.00,RUNNING COSTS NON DEVOLVED - Accelerated Development Programme/Fast Stream Training,DL1 9HN,EXT,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/01/2013,Accelerated Development Programme/Fast Stream Training,"People, Communications and Effectiveness Group - Human Resources",CAPITA BUSINESS SERVICES LTD (CIVIL SERVICE LEARNING),1073907,140.00,RUNNING COSTS NON DEVOLVED - Accelerated Development Programme/Fast Stream Training,DL1 9HN,EXT,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/01/2013,Criminal Law and Prosecution Work,Legal Services - Legal Services,KEVIN WALKER,1073908,75.70,PROSECUTION CASE WITNESS AND OTHER EXPENSES - Criminal Law and Prosecution Work,SW1H 0ET,EXT,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/01/2013,Accelerated Development Programme/Fast Stream Training,"People, Communications and Effectiveness Group - Human Resources",CAPITA BUSINESS SERVICES LTD (CIVIL SERVICE LEARNING),1073909,197.00,RUNNING COSTS NON DEVOLVED - Accelerated Development Programme/Fast Stream Training,DL1 9HN,EXT,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/01/2013,Accelerated Development Programme/Fast Stream Training,"People, Communications and Effectiveness Group - Human Resources",CAPITA BUSINESS SERVICES LTD (CIVIL SERVICE LEARNING),1073910,118.20,RUNNING COSTS NON DEVOLVED - Accelerated Development Programme/Fast Stream Training,DL1 9HN,EXT,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/01/2013,Other Training Costs,Knowledge & Innovation Group - Research Base,LI-YUN LIAO,1073911,570.00,RUNNING COSTS DEVOLVED - Other Training Costs,SE16 5XR,EXT,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/01/2013,Security Clearance Costs,"People, Communications and Effectiveness Group - Human Resources",DISCLOSURE SCOTLAND,1073912,1050.00,RUNNING COSTS NON DEVOLVED - Security Clearance Costs,G51 1YU,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/01/2013,Accelerated Development Programme/Fast Stream Training,"People, Communications and Effectiveness Group - Human Resources",CAPITA BUSINESS SERVICES LTD (CIVIL SERVICE LEARNING),1073913,197.00,RUNNING COSTS NON DEVOLVED - Accelerated Development Programme/Fast Stream Training,DL1 9HN,EXT,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/01/2013,International Subscriptions,Shareholder Executive - Shareholder Executive,INTERNATIONAL CABLE PROTECTION COMMITTEE LTD,1073914,900.00,SHAREHOLDER EXECUTIVE INFORMATION ECONOMY - International Subscriptions,PO1 5BX,EXT,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/01/2013,Accelerated Development Programme/Fast Stream Training,"People, Communications and Effectiveness Group - Human Resources",CAPITA BUSINESS SERVICES LTD (CIVIL SERVICE LEARNING),1073915,197.00,RUNNING COSTS NON DEVOLVED - Accelerated Development Programme/Fast Stream Training,DL1 9HN,EXT,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/01/2013,Accelerated Development Programme/Fast Stream Training,"People, Communications and Effectiveness Group - Human Resources",CAPITA BUSINESS SERVICES LTD (CIVIL SERVICE LEARNING),1073916,197.00,RUNNING COSTS NON DEVOLVED - Accelerated Development Programme/Fast Stream Training,DL1 9HN,EXT,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/01/2013,Professional Training,Business & Skills Group - FE & Skills Investment,OFFICE FOR NATIONAL STATISTICS,1073917,337.00,RUNNING COSTS DEVOLVED - Professional Training,NP10 8XG,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/01/2013,Professional Training,Business & Skills Group - FE & Skills Investment,OFFICE FOR NATIONAL STATISTICS,1073918,225.00,RUNNING COSTS DEVOLVED - Professional Training,NP10 8XG,GOV,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/01/2013,Accelerated Development Programme/Fast Stream Training,"People, Communications and Effectiveness Group - Human Resources",CAPITA BUSINESS SERVICES LTD (CIVIL SERVICE LEARNING),1073919,101.00,RUNNING COSTS NON DEVOLVED - Accelerated Development Programme/Fast Stream Training,DL1 9HN,EXT,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/01/2013,CARA Approved Research & Development Expenditure (Programme),Government Office for Science - Government Office for Science,UNIVERSITY OF ST ANDREWS,1073922,3281.25,FORESIGHT - CARA Approved Research & Development Expenditure (Programme),KY16 9LB,,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/01/2013,Learning & Development CS Skills,Knowledge & Innovation Group - Research Base,CAPITA BUSINESS SERVICES LTD (CIVIL SERVICE LEARNING),1073923,304.00,RUNNING COSTS DEVOLVED - Learning & Development CS Skills,DL1 9HN,EXT,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/01/2013,Capital Grants - Other,Business & Skills Group - Enterprise Directorate,THE START-UP LOANS COMPANY,1073924,50000.00,START UP LOANS - Capital Grants - Other,W1K 3HZ,EXT,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/01/2013,Accelerated Development Programme/Fast Stream Training,"People, Communications and Effectiveness Group - Human Resources",CAPITA BUSINESS SERVICES LTD (CIVIL SERVICE LEARNING),1073925,197.00,RUNNING COSTS NON DEVOLVED - Accelerated Development Programme/Fast Stream Training,DL1 9HN,EXT,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/01/2013,Capital Grants - Other,Business & Skills Group - Enterprise Directorate,THE START-UP LOANS COMPANY,1073926,50000.00,START UP LOANS - Capital Grants - Other,W1K 3HZ,EXT,,,Grants
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/01/2013,Accelerated Development Programme/Fast Stream Training,"People, Communications and Effectiveness Group - Human Resources",CAPITA BUSINESS SERVICES LTD (CIVIL SERVICE LEARNING),1073927,197.00,RUNNING COSTS NON DEVOLVED - Accelerated Development Programme/Fast Stream Training,DL1 9HN,EXT,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/01/2013,Stationery,Finance & Commercial Group - Corporate Shared Services,BANNER BUSINESS SERVICES LTD,1073928,127.49,RUNNING COSTS DEVOLVED - Stationery,NR3 1QU,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/01/2013,Accelerated Development Programme/Fast Stream Training,"People, Communications and Effectiveness Group - Human Resources",CAPITA BUSINESS SERVICES LTD (CIVIL SERVICE LEARNING),1073929,197.00,RUNNING COSTS NON DEVOLVED - Accelerated Development Programme/Fast Stream Training,DL1 9HN,EXT,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/01/2013,Accelerated Development Programme/Fast Stream Training,"People, Communications and Effectiveness Group - Human Resources",CAPITA BUSINESS SERVICES LTD (CIVIL SERVICE LEARNING),1073931,89.00,RUNNING COSTS NON DEVOLVED - Accelerated Development Programme/Fast Stream Training,DL1 9HN,EXT,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/01/2013,ICT Infrastructure Specific Service,Finance & Commercial Group - Commercial Directorate,XMA LTD,1073932,36.36,RUNNING COSTS NON DEVOLVED - ICT Infrastructure Specific Service,NG11 7EP,,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/01/2013,Accelerated Development Programme/Fast Stream Training,"People, Communications and Effectiveness Group - Human Resources",CAPITA BUSINESS SERVICES LTD (CIVIL SERVICE LEARNING),1073936,197.00,RUNNING COSTS NON DEVOLVED - Accelerated Development Programme/Fast Stream Training,DL1 9HN,EXT,,,Administration
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/01/2013,Media and Design Services,Business & Skills Group - Enterprise Directorate,TARGETBASE CLAYDON HEELEY LTD,1073937,964.50,QUEENS AWARD - MAKING OF PRESENTATIONAL ITEMS - Media and Design Services,SW11 3BZ,EXT,,,Programme
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/01/2013,Postage,Legal Services - Legal Services,PITNEY BOWES PURCHASE POWER A TRADING DIVISION OF PITNEY BOWES LTD,1073938,27.54,RUNNING COSTS DEVOLVED - Postage,CM20 2GZ,,,,Administration
