Department,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Home Office,UKBA - UK Border Agency,12/07/2011,Politics & Civic Affairs.REFUGEE PROG. SECT 95,UKBA - UK Border Agency,BIRMINGHAM CITY COUNCIL,1001133010,"302,920.34"
Home Office,UKBA - UK Border Agency,12/07/2011,Politics & Civic Affairs.Human aid & relief Sect 4,UKBA - UK Border Agency,BIRMINGHAM CITY COUNCIL,1001133010,"14,236.83"
Home Office,UKBA - UK Border Agency,12/07/2011,Politics & Civic Affairs.REFUGEE PROG. SECT 95,UKBA - UK Border Agency,BIRMINGHAM CITY COUNCIL,1001133010,"240,650.93"
Home Office,UKBA - UK Border Agency,12/07/2011,Politics & Civic Affairs.Human aid & relief Sect 4,UKBA - UK Border Agency,BIRMINGHAM CITY COUNCIL,1001133010,"11,283.26"
Home Office,UKBA - UK Border Agency,22/07/2011,Politics & Civic Affairs.REFUGEE PROG. SECT 95,UKBA - UK Border Agency,BIRMINGHAM CITY COUNCIL,1001137386,"38,327.37"
Home Office,UKBA - UK Border Agency,22/07/2011,Politics & Civic Affairs.Human aid & relief Sect 4,UKBA - UK Border Agency,BIRMINGHAM CITY COUNCIL,1001137386,"3,534.33"
Home Office,UKBA - UK Border Agency,27/07/2011,GRANTS,UKBA - UK Border Agency,BIRMINGHAM CITY COUNCIL (G),1001138992,"187,511.00"
Home Office,UKBA - UK Border Agency,08/07/2011,GRANTS,UKBA - UK Border Agency,BOROUGH OF POOLE 1 (G),1001131928,"48,487.00"
Home Office,UKBA - UK Border Agency,27/07/2011,GRANTS,UKBA - UK Border Agency,BOROUGH OF POOLE 1 (G),1001138995,"29,431.00"
Home Office,UKBA - UK Border Agency,08/07/2011,GRANTS,UKBA - UK Border Agency,BRADFORD COUNCIL(G),1001131930,"63,562.00"
Home Office,UKBA - UK Border Agency,27/07/2011,GRANTS,UKBA - UK Border Agency,BRADFORD COUNCIL(G),1001138998,"30,692.00"
Home Office,UKBA - UK Border Agency,27/07/2011,GRANTS,UKBA - UK Border Agency,BRIGHTON & HOVE COUNCIL (G),1001139000,"51,671.00"
Home Office,UKBA - UK Border Agency,08/07/2011,GRANTS,UKBA - UK Border Agency,BRISTOL CITY COUNCIL 1 (G),1001131931,"32,366.00"
Home Office,UKBA - UK Border Agency,27/07/2011,GRANTS,UKBA - UK Border Agency,BUCKINGHAMSHIRE COUNTY COUNCIL 1 (G),1001139002,"77,167.00"
Home Office,UKBA - UK Border Agency,15/07/2011,GRANTS,UKBA - UK Border Agency,BURY MBC (G),1001134924,"81,900.00"
Home Office,UKBA - UK Border Agency,28/07/2011,"IT, Broadcasting & Telecomms.Computer Equip & Access - PROG",UKBA - UK Border Agency,CABLE & WIRELESS,1001139535,"33,069.90"
Home Office,UKBA - UK Border Agency,15/07/2011,GRANTS,UKBA - UK Border Agency,CAMBRIDGESHIRE COUNTY COUNCIL (G),1001134925,"69,350.00"
Home Office,UKBA - UK Border Agency,27/07/2011,GRANTS,UKBA - UK Border Agency,CAMBRIDGESHIRE COUNTY COUNCIL (G),1001139004,"37,001.00"
Home Office,UKBA - UK Border Agency,07/07/2011,Politics & Civic Affairs.REFUGEE PROG. SECT 95,UKBA - UK Border Agency,CARDIFF COUNTY COUNCIL,1001131332,"240,033.97"
Home Office,UKBA - UK Border Agency,07/07/2011,Politics & Civic Affairs.Human aid & relief Sect 4,UKBA - UK Border Agency,CARDIFF COUNTY COUNCIL,1001131332,"17,360.25"
Home Office,UKBA - UK Border Agency,08/07/2011,GRANTS,UKBA - UK Border Agency,CARDIFF COUNTY COUNCIL 1 (G),1001131934,"149,208.00"
Home Office,UKBA - UK Border Agency,28/07/2011,Asylum Services.Public Expense Removals,UKBA - UK Border Agency,CARLSON WAGONLIT TRAVEL,1001139536,"78,430.10"
Home Office,UKBA - UK Border Agency,05/07/2011,Asylum Services.Public Expense Removals,UKBA - UK Border Agency,CARLSON WAGONLIT TRAVEL,1001130210,"301,525.00"
Home Office,UKBA - UK Border Agency,04/07/2011,Asylum Services.Public Expense Removals,UKBA - UK Border Agency,CARLSON WAGONLIT TRAVEL,1001130044,"112,200.00"
Home Office,UKBA - UK Border Agency,12/07/2011,Asylum Services.Public Expense Removals,UKBA - UK Border Agency,CARLSON WAGONLIT TRAVEL,1001133025,"214,950.00"
Home Office,UKBA - UK Border Agency,25/07/2011,Asylum Services.Public Expense Removals,UKBA - UK Border Agency,CARLSON WAGONLIT TRAVEL,1001137932,"214,950.00"
Home Office,UKBA - UK Border Agency,26/07/2011,Asylum Services.Public Expense Removals,UKBA - UK Border Agency,CARLSON WAGONLIT TRAVEL,1001138371,"213,750.00"
Home Office,UKBA - UK Border Agency,04/07/2011,Asylum Services.Public Expense Removals,UKBA - UK Border Agency,CARLSON WAGONLIT TRAVEL,1001130044,"138,191.02"
Home Office,UKBA - UK Border Agency,04/07/2011,Asylum Services.Public Expense Removals,UKBA - UK Border Agency,CARLSON WAGONLIT TRAVEL,1001130044,"92,867.86"
Home Office,UKBA - UK Border Agency,08/07/2011,Asylum Services.Public Expense Removals,UKBA - UK Border Agency,CARLSON WAGONLIT TRAVEL,1001131814,"305,892.72"
Home Office,UKBA - UK Border Agency,08/07/2011,Asylum Services.Public Expense Removals,UKBA - UK Border Agency,CARLSON WAGONLIT TRAVEL,1001131814,"204,470.70"
Home Office,UKBA - UK Border Agency,11/07/2011,Asylum Services.Public Expense Removals,UKBA - UK Border Agency,CARLSON WAGONLIT TRAVEL,1001132421,"100,440.29"
Home Office,UKBA - UK Border Agency,12/07/2011,Asylum Services.Public Expense Removals,UKBA - UK Border Agency,CARLSON WAGONLIT TRAVEL,1001133025,"88,623.08"
Home Office,UKBA - UK Border Agency,15/07/2011,Asylum Services.Public Expense Removals,UKBA - UK Border Agency,CARLSON WAGONLIT TRAVEL,1001134558,"179,460.24"
Home Office,UKBA - UK Border Agency,15/07/2011,Asylum Services.Public Expense Removals,UKBA - UK Border Agency,CARLSON WAGONLIT TRAVEL,1001134558,"98,986.85"
Home Office,UKBA - UK Border Agency,15/07/2011,Asylum Services.Public Expense Removals,UKBA - UK Border Agency,CARLSON WAGONLIT TRAVEL,1001134558,"78,540.20"
Home Office,UKBA - UK Border Agency,19/07/2011,Asylum Services.Public Expense Removals,UKBA - UK Border Agency,CARLSON WAGONLIT TRAVEL,1001135610,"36,980.94"
Home Office,UKBA - UK Border Agency,22/07/2011,Asylum Services.Public Expense Removals,UKBA - UK Border Agency,CARLSON WAGONLIT TRAVEL,1001137395,"107,747.81"
Home Office,UKBA - UK Border Agency,22/07/2011,Asylum Services.Public Expense Removals,UKBA - UK Border Agency,CARLSON WAGONLIT TRAVEL,1001137395,"96,862.26"
Home Office,UKBA - UK Border Agency,28/07/2011,Asylum Services.Public Expense Removals,UKBA - UK Border Agency,CARLSON WAGONLIT TRAVEL,1001139536,"175,510.61"
Home Office,UKBA - UK Border Agency,08/07/2011,GRANTS,UKBA - UK Border Agency,CENTRAL BEDFORDSHIRE COUNCIL (G),1001131935,"31,714.29"
Home Office,UKBA - UK Border Agency,15/07/2011,GRANTS,UKBA - UK Border Agency,CENTRAL BEDFORDSHIRE COUNCIL (G),1001134926,"129,778.00"
Home Office,UKBA - UK Border Agency,27/07/2011,GRANTS,UKBA - UK Border Agency,CENTRAL BEDFORDSHIRE COUNCIL (G),1001139008,"68,686.00"
Home Office,UKBA - UK Border Agency,29/07/2011,Public Order.Voluntary Assisted Return,UKBA - UK Border Agency,CITIBANK INTERNATIONAL PLC,7000006101,"450,000.00"
Home Office,UKBA - UK Border Agency,13/07/2011,Politics & Civic Affairs.REFUGEE PROG. SECT 95,UKBA - UK Border Agency,CITY AND COUNTY OF SWANSEA,1001133590,"76,668.91"
Home Office,UKBA - UK Border Agency,04/07/2011,Politics & Civic Affairs.REFUGEE PROG. SECT 95,UKBA - UK Border Agency,CLEARSPRINGS MANAGEMENT LTD,1001130054,"102,035.68"
Home Office,UKBA - UK Border Agency,04/07/2011,Politics & Civic Affairs.Human aid & relief Sect 4,UKBA - UK Border Agency,CLEARSPRINGS MANAGEMENT LTD,1001130054,"35,393.39"
Home Office,UKBA - UK Border Agency,07/07/2011,Politics & Civic Affairs.REFUGEE PROG. SECT 95,UKBA - UK Border Agency,CLEARSPRINGS MANAGEMENT LTD,1001131337,"458,253.17"
Home Office,UKBA - UK Border Agency,07/07/2011,Politics & Civic Affairs.Emergency house services,UKBA - UK Border Agency,CLEARSPRINGS MANAGEMENT LTD,1001131337,"227,546.64"
Home Office,UKBA - UK Border Agency,07/07/2011,Politics & Civic Affairs.Human aid & relief Sect 4,UKBA - UK Border Agency,CLEARSPRINGS MANAGEMENT LTD,1001131337,"200,332.60"
Home Office,UKBA - UK Border Agency,29/07/2011,Politics & Civic Affairs.REFUGEE PROG. SECT 95,UKBA - UK Border Agency,CLEARSPRINGS MANAGEMENT LTD,1001139879,"437,301.25"
Home Office,UKBA - UK Border Agency,29/07/2011,Politics & Civic Affairs.Emergency house services,UKBA - UK Border Agency,CLEARSPRINGS MANAGEMENT LTD,1001139879,"244,735.68"
Home Office,UKBA - UK Border Agency,29/07/2011,Politics & Civic Affairs.Human aid & relief Sect 4,UKBA - UK Border Agency,CLEARSPRINGS MANAGEMENT LTD,1001139879,"184,574.87"
Home Office,UKBA - UK Border Agency,04/07/2011,Politics & Civic Affairs.REFUGEE PROG. SECT 95,UKBA - UK Border Agency,CLEARSPRINGS MANAGEMENT LTD,1001130054,"150,189.31"
Home Office,UKBA - UK Border Agency,04/07/2011,Politics & Civic Affairs.Human aid & relief Sect 4,UKBA - UK Border Agency,CLEARSPRINGS MANAGEMENT LTD,1001130054,"31,402.70"
Home Office,UKBA - UK Border Agency,29/07/2011,Politics & Civic Affairs.REFUGEE PROG. SECT 95,UKBA - UK Border Agency,CLEARSPRINGS MANAGEMENT LTD,1001139879,"147,870.80"
Home Office,UKBA - UK Border Agency,29/07/2011,Politics & Civic Affairs.Human aid & relief Sect 4,UKBA - UK Border Agency,CLEARSPRINGS MANAGEMENT LTD,1001139879,"28,254.73"
Home Office,UKBA - UK Border Agency,04/07/2011,Politics & Civic Affairs.REFUGEE PROG. SECT 95,UKBA - UK Border Agency,CLEARSPRINGS MANAGEMENT LTD,1001130054,"165,576.76"
Home Office,UKBA - UK Border Agency,04/07/2011,Politics & Civic Affairs.Human aid & relief Sect 4,UKBA - UK Border Agency,CLEARSPRINGS MANAGEMENT LTD,1001130054,"47,791.25"
Home Office,UKBA - UK Border Agency,29/07/2011,Politics & Civic Affairs.REFUGEE PROG. SECT 95,UKBA - UK Border Agency,CLEARSPRINGS MANAGEMENT LTD,1001139879,"156,789.06"
Home Office,UKBA - UK Border Agency,29/07/2011,Politics & Civic Affairs.Human aid & relief Sect 4,UKBA - UK Border Agency,CLEARSPRINGS MANAGEMENT LTD,1001139879,"47,185.63"
Home Office,UKBA - UK Border Agency,04/07/2011,Politics & Civic Affairs.REFUGEE PROG. SECT 95,UKBA - UK Border Agency,CLEARSPRINGS MANAGEMENT LTD,1001130054,"193,452.25"
Home Office,UKBA - UK Border Agency,04/07/2011,Politics & Civic Affairs.Emergency house services,UKBA - UK Border Agency,CLEARSPRINGS MANAGEMENT LTD,1001130054,"79,319.25"
Home Office,UKBA - UK Border Agency,04/07/2011,Politics & Civic Affairs.Human aid & relief Sect 4,UKBA - UK Border Agency,CLEARSPRINGS MANAGEMENT LTD,1001130054,"56,421.65"
Home Office,UKBA - UK Border Agency,29/07/2011,Politics & Civic Affairs.REFUGEE PROG. SECT 95,UKBA - UK Border Agency,CLEARSPRINGS MANAGEMENT LTD,1001139879,"183,993.77"
Home Office,UKBA - UK Border Agency,29/07/2011,Politics & Civic Affairs.Emergency house services,UKBA - UK Border Agency,CLEARSPRINGS MANAGEMENT LTD,1001139879,"63,036.67"
Home Office,UKBA - UK Border Agency,29/07/2011,Politics & Civic Affairs.Human aid & relief Sect 4,UKBA - UK Border Agency,CLEARSPRINGS MANAGEMENT LTD,1001139879,"51,890.80"
Home Office,UKBA - UK Border Agency,27/07/2011,GRANTS,UKBA - UK Border Agency,CORNWALL COUNTY COUNCIL 1 (G),1001139014,"25,844.00"
Home Office,UKBA - UK Border Agency,15/07/2011,GRANTS,UKBA - UK Border Agency,COVENTRY CITY COUNCIL 1 (G),1001134929,"47,871.00"
Home Office,UKBA - UK Border Agency,19/07/2011,Management & Admin Serv.Overseas Posting Costs-PROG,UKBA - UK Border Agency,CROWN RELOCATIONS,1001135622,"65,387.36"
Home Office,UKBA - UK Border Agency,28/07/2011,Professional & Admin Services. Visa Processing Services,UKBA - UK Border Agency,CSC COMPUTER SCIENCES CORPORATION,1001139540,"2,034,946.90"
Home Office,UKBA - UK Border Agency,26/07/2011,GRANTS,UKBA - UK Border Agency,CSV MEDIA CLUBHOUSE (G),1001138761,"47,005.82"
Home Office,UKBA - UK Border Agency,26/07/2011,GRANTS,UKBA - UK Border Agency,CSV MEDIA CLUBHOUSE (G),1001138761,"48,979.25"
Home Office,UKBA - UK Border Agency,26/07/2011,"Vehicles, Ships, Airplanes.Vessel Maintenance - PROG",UKBA - UK Border Agency,DAMEN SHIPYARDS GORINCHEM,7000006095,"132,724.93"
Home Office,UKBA - UK Border Agency,13/07/2011,"Vehicles, Ships, Airplanes.Vessel Maintenance - PROG",UKBA - UK Border Agency,DAMEN SHIPYARDS GORINCHEM,7000006053,"48,423.57"
Home Office,UKBA - UK Border Agency,26/07/2011,Other Government Department,UKBA - UK Border Agency,DEPARTMENT FOR WORK AND PENSIONS ACCOUNTING SHARED SERVICES,3000043164,"67,444.00"
Home Office,UKBA - UK Border Agency,27/07/2011,GRANTS,UKBA - UK Border Agency,DERBY CITY COUNCIL  (G),1001139018,"53,872.00"
Home Office,UKBA - UK Border Agency,15/07/2011,GRANTS,UKBA - UK Border Agency,DERBYSHIRE COUNTY COUNCIL 1 (G),1001134930,"40,666.00"
Home Office,UKBA - UK Border Agency,07/07/2011,Professional & Admin Services.Consultant - Imp & Del - PROG,UKBA - UK Border Agency,DETICA LTD,1001131347,"104,169.60"
Home Office,UKBA - UK Border Agency,07/07/2011,Professional & Admin Services.Consultant - Imp & Del - PROG,UKBA - UK Border Agency,DETICA LTD,1001131347,"28,960.80"
Home Office,UKBA - UK Border Agency,22/07/2011,"Messenger, Portering and Reception Services",UKBA - UK Border Agency,DRIVER AND VEHICLE LICENSING AGENCY (DVLA),3000043145,"79,154.80"
Home Office,UKBA - UK Border Agency,22/07/2011,Professional & Admin Services.Business admin services.Consultancy -business administration,UKBA - UK Border Agency,DRIVER AND VEHICLE LICENSING AGENCY (DVLA),3000043145,"67,974.42"
Home Office,UKBA - UK Border Agency,22/07/2011,Professional & Admin Services.Business admin services.Consultancy -business administration,UKBA - UK Border Agency,DRIVER AND VEHICLE LICENSING AGENCY (DVLA),3000043145,"46,823.34"
Home Office,UKBA - UK Border Agency,11/07/2011,"Messenger, Portering and Reception Services",UKBA - UK Border Agency,DWP (SHARED SERVICES),3000043084,"39,511.26"
Home Office,UKBA - UK Border Agency,07/07/2011,"Messenger, Portering and Reception Services",UKBA - UK Border Agency,EAMUS CORK SOLUTIONS,7000006045,"141,728.74"
Home Office,UKBA - UK Border Agency,01/07/2011,GRANTS,UKBA - UK Border Agency,EAST MIDLANDS REGIONAL LOCAL GOVERNMENT ASSOCIATION (G),1001129173,"30,372.00"
Home Office,UKBA - UK Border Agency,01/07/2011,GRANTS,UKBA - UK Border Agency,EAST OF ENGLAND REGIONAL ASSEMBLY (G),1001129174,"25,699.50"
Home Office,UKBA - UK Border Agency,08/07/2011,GRANTS,UKBA - UK Border Agency,EAST RIDING OF YORKSHIRE COUNCIL 1 (G),1001131945,"31,133.00"
Home Office,UKBA - UK Border Agency,27/07/2011,GRANTS,UKBA - UK Border Agency,EAST SUSSEX COUNTY COUNCIL 1 (G),1001139027,"59,191.00"
Home Office,UKBA - UK Border Agency,05/07/2011,"Science, Technical & Research.Computer services - ADMN",UKBA - UK Border Agency,ECCTIS LTD,1001130231,"30,180.00"
Home Office,UKBA - UK Border Agency,19/07/2011,GRANTS,UKBA - UK Border Agency,ESSEX COUNTY COUNCIL 1 (G),1001135580,"167,655.00"
Home Office,UKBA - UK Border Agency,08/07/2011,Politics & Civic Affairs.Research Programs.,UKBA - UK Border Agency,EUROPEAN PUBLIC LAW ORGANIZATION,7000006048,"100,696.12"
Home Office,UKBA - UK Border Agency,29/07/2011,Management & Admin Serv.Overseas Posting Costs-PROG,UKBA - UK Border Agency,EXPOTEL HOTEL RESERVATIONS LTD,7000006100,"49,202.11"
Home Office,UKBA - UK Border Agency,20/07/2011,"Transport, Storage & Mail Serv.Mailing Mail Del Serv - PROG",UKBA - UK Border Agency,FCO SERVICES,3000043128,"37,638.21"
Home Office,UKBA - UK Border Agency,27/07/2011,"Transport, Storage & Mail Serv.Mailing Mail Del Serv - ADMN",UKBA - UK Border Agency,FRANCOTYP-POSTALIA LIMITED,1001138919,"40,000.00"
Home Office,UKBA - UK Border Agency,28/07/2011,"IT, Broadcasting & Telecomms.IT Running Cost - Maint - PROG",UKBA - UK Border Agency,FUJITSU SERVICES (ALCEDO) LTD,1001139546,"200,000.00"
Home Office,UKBA - UK Border Agency,21/07/2011,"IT, Broadcasting & Telecomms.IT Running Cost - Maint - PROG",UKBA - UK Border Agency,FUJITSU SERVICES (ALCEDO) LTD,1001136850,"21,857.31"
Home Office,UKBA - UK Border Agency,21/07/2011,"Science, Technical & Research.Computer services - PROG",UKBA - UK Border Agency,FUJITSU SERVICES (ALCEDO) LTD,1001136850,"81,145.66"
Home Office,UKBA - UK Border Agency,21/07/2011,"Science, Technical & Research.Computer services - PROG",UKBA - UK Border Agency,FUJITSU SERVICES (ALCEDO) LTD,1001136850,"128,310.37"
Home Office,UKBA - UK Border Agency,26/07/2011,"Law Enforcement & safety Equip.Haulage, Storage & Disp (HSD)",UKBA - UK Border Agency,G4S CASH SERVICES (UK) LIMITED,1001138398,"27,542.26"
Home Office,UKBA - UK Border Agency,11/07/2011,Politics & Civic Affairs.Refugee repatriation.serv,UKBA - UK Border Agency,G4S JUSTICE SERVICES LTD - AIM,1001132437,"350,226.13"
Home Office,UKBA - UK Border Agency,22/07/2011,Politics & Civic Affairs.Refugee repatriation.serv,UKBA - UK Border Agency,G4S JUSTICE SERVICES LTD - AIM,1001137417,"259,664.68"
Home Office,UKBA - UK Border Agency,18/07/2011,"Transport, Storage & Mail Serv.Parking fees - PROG",UKBA - UK Border Agency,GATWICK AIRPORT LTD,1001135130,"27,636.00"
Home Office,UKBA - UK Border Agency,18/07/2011,"Transport, Storage & Mail Serv.Parking fees - PROG",UKBA - UK Border Agency,GATWICK AIRPORT LTD,1001135130,56.4
Home Office,UKBA - UK Border Agency,18/07/2011,"Transport, Storage & Mail Serv.Parking fees - PROG",UKBA - UK Border Agency,GATWICK AIRPORT LTD,1001135130,620.4
Home Office,UKBA - UK Border Agency,18/07/2011,"Transport, Storage & Mail Serv.Parking fees - PROG",UKBA - UK Border Agency,GATWICK AIRPORT LTD,1001135130,958.8
Home Office,UKBA - UK Border Agency,18/07/2011,"Transport, Storage & Mail Serv.Parking fees - PROG",UKBA - UK Border Agency,GATWICK AIRPORT LTD,1001135130,846
Home Office,UKBA - UK Border Agency,28/07/2011,GRANTS,UKBA - UK Border Agency,GLASGOW CITY COUNCIL 1 (G),1001139803,"199,668.00"
Home Office,UKBA - UK Border Agency,08/07/2011,GRANTS,UKBA - UK Border Agency,GLOUCESTERSHIRE COUNTY COUNCIL 1 (G),1001131948,"127,124.00"
Home Office,UKBA - UK Border Agency,27/07/2011,GRANTS,UKBA - UK Border Agency,GLOUCESTERSHIRE COUNTY COUNCIL 1 (G),1001139031,"52,154.00"
Home Office,UKBA - UK Border Agency,15/07/2011,"Transport, Storage & Mail Serv.Mailing Mail Del Serv - ADMN",UKBA - UK Border Agency,GOVERNMENT CAR AND DESPATCH AGENCY (GCDA),3000043107,"21,095.19"
Home Office,UKBA - UK Border Agency,22/07/2011,GRANTS,UKBA - UK Border Agency,GREATER LONDON AUTHORITY (G),1001137340,"68,147.00"
Home Office,UKBA - UK Border Agency,27/07/2011,GRANTS,UKBA - UK Border Agency,HAMMERSMITH & FULHAM COMMUNITY (G),1001139038,"81,157.00"
Home Office,UKBA - UK Border Agency,27/07/2011,GRANTS,UKBA - UK Border Agency,HAMPSHIRE COUNTY COUNCIL 1 (G),1001139039,"164,543.00"
Home Office,UKBA - UK Border Agency,05/07/2011,Politics & Civic Affairs.REFUGEE PROG. SECT 95,UKBA - UK Border Agency,HAPPY HOMES UK LTD,1001130244,"334,269.63"
Home Office,UKBA - UK Border Agency,05/07/2011,Politics & Civic Affairs.Emergency house services,UKBA - UK Border Agency,HAPPY HOMES UK LTD,1001130244,"174,760.11"
Home Office,UKBA - UK Border Agency,05/07/2011,Politics & Civic Affairs.Human aid & relief Sect 4,UKBA - UK Border Agency,HAPPY HOMES UK LTD,1001130244,"35,785.74"
Home Office,UKBA - UK Border Agency,19/07/2011,Healthcare Services.Occupational Therapy Serv-ADMN,Home Office,HEALTH MANAGEMENT LTD,1001135637,"81,859.95"
Home Office,UKBA - UK Border Agency,28/07/2011,Healthcare Services.Occupational Therapy Serv-ADMN,Home Office,HEALTH MANAGEMENT LTD,1001139548,"67,404.13"
Home Office,UKBA - UK Border Agency,27/07/2011,GRANTS,UKBA - UK Border Agency,HERTFORDSHIRE COUNTY COUNCIL 1 (G),1001139041,"412,267.00"
Home Office,UKBA - UK Border Agency,13/07/2011,"IT, Broadcasting & Telecomms.IT Run Costs other -Prog",UKBA - UK Border Agency,HM REVENUE & CUSTOMS,1001133607,"1,108,916.67"
Home Office,UKBA - UK Border Agency,13/07/2011,"IT, Broadcasting & Telecomms.IT Run Costs other -Prog",UKBA - UK Border Agency,HM REVENUE & CUSTOMS,1001133607,"1,108,916.67"
Home Office,UKBA - UK Border Agency,14/07/2011,"IT, Broadcasting & Telecomms.IT Run Costs other -Prog",UKBA - UK Border Agency,HM REVENUE & CUSTOMS,3000043101,"1,108,916.67"
Home Office,UKBA - UK Border Agency,14/07/2011,Other Government Department,UKBA - UK Border Agency,HM REVENUE & CUSTOMS,3000043101,0.33
Home Office,UKBA - UK Border Agency,22/07/2011,GRANTS,UKBA - UK Border Agency,HORTON HOUSING ASSOCIATION (G),1001137344,"123,608.78"
Home Office,UKBA - UK Border Agency,22/07/2011,GRANTS,UKBA - UK Border Agency,HORTON HOUSING ASSOCIATION (G),1001137344,"78,012.82"
Home Office,UKBA - UK Border Agency,22/07/2011,IT & Telecoms Components.Computer Equip (FA),UKBA - UK Border Agency,IBM DIRECT UNITED KINGDOM LTD,1001137425,"189,327.40"
Home Office,UKBA - UK Border Agency,08/07/2011,IT & Telecoms Components.Computer Equip (FA),UKBA - UK Border Agency,IBM DIRECT UNITED KINGDOM LTD,1001131847,"22,713.20"
Home Office,UKBA - UK Border Agency,08/07/2011,IT & Telecoms Components.Computer Equip (FA),UKBA - UK Border Agency,IBM DIRECT UNITED KINGDOM LTD,1001131847,"30,825.06"
Home Office,UKBA - UK Border Agency,22/07/2011,IT & Telecoms Components.Computer Equip (FA),UKBA - UK Border Agency,IBM DIRECT UNITED KINGDOM LTD,1001137425,"129,414.54"
Home Office,UKBA - UK Border Agency,22/07/2011,IT & Telecoms Components.Computer Equip (FA),UKBA - UK Border Agency,IBM DIRECT UNITED KINGDOM LTD,1001137425,"5,313,538.00"
Home Office,UKBA - UK Border Agency,18/07/2011,"Science, Technical & Research.Computer services - PROG",UKBA - UK Border Agency,IBM DIRECT UNITED KINGDOM LTD,1001135137,"50,069.33"
Home Office,UKBA - UK Border Agency,22/07/2011,IT & Telecoms Components.Computer Equip (FA),UKBA - UK Border Agency,IBM DIRECT UNITED KINGDOM LTD,1001137425,"128,133.60"
Home Office,UKBA - UK Border Agency,22/07/2011,IT & Telecoms Components.Computer Equip (FA),UKBA - UK Border Agency,IBM DIRECT UNITED KINGDOM LTD,1001137425,"182,289.11"
Home Office,UKBA - UK Border Agency,22/07/2011,IT & Telecoms Components.Computer Equip (FA),UKBA - UK Border Agency,IBM DIRECT UNITED KINGDOM LTD,1001137425,"-129,414.54"
Home Office,UKBA - UK Border Agency,22/07/2011,IT & Telecoms Components.Computer Equip (FA),UKBA - UK Border Agency,IBM DIRECT UNITED KINGDOM LTD,1001137425,"-189,327.40"
Home Office,UKBA - UK Border Agency,13/07/2011,GRANTS,UKBA - UK Border Agency,INTERNATIONAL ORG FOR MIGRATION (G),1001133566,"71,567.00"
Home Office,UKBA - UK Border Agency,25/07/2011,"Transport, Storage & Mail Serv.File (Archive) Storage - ADMN",UKBA - UK Border Agency,IRON MOUNTAIN (UK) LTD,1001137953,"77,741.40"
Home Office,UKBA - UK Border Agency,25/07/2011,"Transport, Storage & Mail Serv.File (Archive) Storage - ADMN",UKBA - UK Border Agency,IRON MOUNTAIN (UK) LTD,1001137953,"414,694.30"
Home Office,UKBA - UK Border Agency,05/07/2011,Politics & Civic Affairs.REFUGEE PROG. SECT 95,UKBA - UK Border Agency,JOMAST PROPERTY AND FINANCE CO LTD,1001130254,"527,472.70"
Home Office,UKBA - UK Border Agency,05/07/2011,Politics & Civic Affairs.Human aid & relief Sect 4,UKBA - UK Border Agency,JOMAST PROPERTY AND FINANCE CO LTD,1001130254,"119,907.10"
Home Office,UKBA - UK Border Agency,27/07/2011,GRANTS,UKBA - UK Border Agency,KENT COUNTY COUNCIL 1 (G),1001139045,"1,673,904.00"
Home Office,UKBA - UK Border Agency,08/07/2011,GRANTS,UKBA - UK Border Agency,KINGSTON UPON HULL CITY COUNCIL 2 (G),1001131951,"36,039.00"
Home Office,UKBA - UK Border Agency,27/07/2011,GRANTS,UKBA - UK Border Agency,KINGSTON UPON HULL CITY COUNCIL 2 (G),1001139048,"31,586.00"
Home Office,UKBA - UK Border Agency,08/07/2011,GRANTS,UKBA - UK Border Agency,KIRKLEES METROPOLITAN COUNCIL 2 (G),1001131952,"38,695.00"
Home Office,UKBA - UK Border Agency,22/07/2011,Laboratory & Scientific Equip.Scientific Equip Running Costs,UKBA - UK Border Agency,L3 COMMUNICATIONS (UK) LTD,1001137433,"41,676.55"
Home Office,UKBA - UK Border Agency,06/07/2011,Politics & Civic Affairs.REFUGEE PROG. SECT 95,UKBA - UK Border Agency,LEEDS CITY COUNCIL,1001130843,"509,766.19"
Home Office,UKBA - UK Border Agency,06/07/2011,Politics & Civic Affairs.Emergency house services,UKBA - UK Border Agency,LEEDS CITY COUNCIL,1001130843,"162,548.17"
Home Office,UKBA - UK Border Agency,06/07/2011,Politics & Civic Affairs.Human aid & relief Sect 4,UKBA - UK Border Agency,LEEDS CITY COUNCIL,1001130843,"139,013.52"
Home Office,UKBA - UK Border Agency,12/07/2011,Asylum Provision.Asylum Cont Out Serv,UKBA - UK Border Agency,LEEDS CITY COUNCIL,1001133079,"183,454.00"
Home Office,UKBA - UK Border Agency,08/07/2011,GRANTS,UKBA - UK Border Agency,LEEDS CITY COUNCIL 1 (G),1001131953,"83,558.00"
Home Office,UKBA - UK Border Agency,27/07/2011,GRANTS,UKBA - UK Border Agency,LEEDS CITY COUNCIL 1 (G),1001139052,"90,301.00"
Home Office,UKBA - UK Border Agency,27/07/2011,GRANTS,UKBA - UK Border Agency,LEICESTER CITY COUNCIL 1 (G),1001139053,"28,951.00"
Home Office,UKBA - UK Border Agency,15/07/2011,GRANTS,UKBA - UK Border Agency,LEICESTERSHIRE COUNTY COUNCIL 1 (G),1001134933,"116,812.00"
Home Office,UKBA - UK Border Agency,15/07/2011,GRANTS,UKBA - UK Border Agency,LINCOLNSHIRE COUNTY COUNCIL 1 (G),1001134934,"118,543.00"
