Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Category,Sub-Category,Micro-Category
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł4,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł31,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł46,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł359,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł319,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł2,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł3,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł22,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł69,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł70,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł2,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł116,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł266,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł24,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł10,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł128,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł92,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł4,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł15,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł115,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł41,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł31,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł1,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł39,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł40,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł59,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł172,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł21,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł3,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł41,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł6,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł49,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł20,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł125,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł74,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł8,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł84,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł124,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł42,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł197,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł4,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł33,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł287,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł101,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł4,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł12,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2024987265,-Ł89,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł58,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł10,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł15,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł130,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł11,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł61,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł10,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł47,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł105,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł175,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł157,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł57,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł80,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł75,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł58,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł33,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł61,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł25,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł114,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł91,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł15,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł115,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł71,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł30,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł36,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł15,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł219,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł28,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł66,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł42,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł90,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł12,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł46,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł23,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł28,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł63,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł15,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł40,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł51,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł3,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł91,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł11,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł67,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł53,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł49,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł3,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł107,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł309,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł266,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł205,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł241,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł5,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł50,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł7,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł3,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł8,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł221,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł9,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł98,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł10,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł57,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł116,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł26,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł44,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł100,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł59,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł21,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł125,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł53,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł21,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł111,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł93,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł18,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł117,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł185,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł64,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł2,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł15,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł48,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł26,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł10,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł31,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł41,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł124,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł1,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł10,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł34,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł74,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł42,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł5,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł8,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł92,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł102,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł1,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł51,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł26,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł5,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł178,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2024987265,Ł11,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Jobcentre Plus,11-Apr-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2024987265,-Ł469,Print & Associated Services,Print,Core Print
