Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Supplier Type,Supplier Site Postcode,Transaction Number, Amount ,PO Line Discription,Contract Number,Project code
,,13/03/2014,Research & development,DG: RDD,LEEDS TEACHING HOSPITAL NHS TRUST,PUBLIC,LS9 7TF,ERS-516294-86650, 511.00 ,CRFs - CRII,,
,,13/03/2014,Research & development,DG: RDD,LEEDS TEACHING HOSPITAL NHS TRUST,PUBLIC,LS9 7TF,ERS-516294-86650," 112,277.00 ",Biomedical Units,,
,,13/03/2014,Research & development,DG: RDD,LEEDS TEACHING HOSPITAL NHS TRUST,PUBLIC,LS9 7TF,ERS-516294-86650," 130,547.00 ",Research Capability Funding,,
,,13/03/2014,Research & development,DG: RDD,MANCHESTER MENTAL HEALTH & SOCIAL CARE TRUST,PUBLIC,M21 9UN,ERS-516306-86735," 60,220.00 ",Research Capability Funding,,
,,13/03/2014,Research & development,DG: RDD,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,PUBLIC,EC1V 2PD,ERS-516312-86643," 89,486.00 ",Research Capability Funding,,
,,13/03/2014,Research & development,DG: RDD,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,PUBLIC,EC1V 2PD,ERS-516312-86643," 503,765.00 ",Bio-Medical Centres,,
,,13/03/2014,Research & development,DG: RDD,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,PUBLIC,EC1V 2PD,ERS-516312-86643," 98,109.00 ",CRFs - CRII,,
,,13/03/2014,Research & development,DG: RDD,NHS BLOOD AND TRANSPLANT (NHSBT),PUBLIC,LS15 7TW,ERS-516317-86733," 107,348.00 ",Research Capability Funding,,
,,13/03/2014,Research & development,DG: RDD,NHS Bradford Districts CCG 02R,PUBLIC,WF3 1WE,ERS-516318-86752," 37,244.00 ",Research Capability Funding,,
,,13/03/2014,Research & development,DG: RDD,NHS BRISTOL CCG 11H,PUBLIC,BS1 3NX,ERS-516319-86749," 189,014.00 ",Research Capability Funding,,
,,13/03/2014,Research & development,DG: RDD,NHS Cambridgeshire and Peterborough CCG 06H,PUBLIC,CB2 8FH,ERS-516320-86748," 44,161.00 ",Research Capability Funding,,
,,13/03/2014,Research & development,DG: RDD,NHS LEICESTER CITY CCG 04C,PUBLIC,LE1 6NB,ERS-516322-86750," 54,323.00 ",Research Capability Funding,,
,,13/03/2014,Research & development,DG: RDD,NHS LIVERPOOL CCG,PUBLIC,L1 4AZ,ERS-516323-86755," 27,815.00 ",Research Capability Funding,,
,,13/03/2014,Research & development,DG: RDD,NHS NORTH STAFFORDSHIRE CCG 05G,PUBLIC,ST5 1QG,ERS-516324-86751," 96,792.00 ",Research Capability Funding,,
,,13/03/2014,Research & development,DG: RDD,NHS NOTTINGHAM CITY CCG 04K,PUBLIC,WF3 1WE,ERS-516325-86746," 100,120.00 ",Research Capability Funding,,
,,13/03/2014,Research & development,DG: RDD,NHS OXFORDSHIRE CCG 10Q,PUBLIC,OX4 2LH,ERS-516326-86747," 211,448.00 ",Research Capability Funding,,
,,13/03/2014,Research & development,DG: RDD,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,PUBLIC,NR4 7UY,ERS-516328-86637," 49,389.00 ",Research Capability Funding,,
,,13/03/2014,Research & development,DG: RDD,NORTH BRISTOL NHS TRUST,PUBLIC,BS1 2NP,ERS-516330-86666," 13,778.00 ",NIHR Fellowships,,
,,13/03/2014,Research & development,DG: RDD,NORTH BRISTOL NHS TRUST,PUBLIC,BS1 2NP,ERS-516330-86666," 56,438.00 ",Research Capability Funding,,
,,13/03/2014,Research & development,DG: RDD,NORTH EAST LONDON NHS FOUNDATION TRUST,PUBLIC,CM8 2TL,ERS-516331-86607," 79,954.00 ",Research Capability Funding,,
,,13/03/2014,Research & development,DG: RDD,"NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",PUBLIC,NE3 3XT,ERS-516333-86683," 72,208.00 ",Research Capability Funding,,
,,13/03/2014,Research & development,DG: RDD,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,PUBLIC,NE12 8EW,ERS-516334-86659," 46,410.00 ",Research Capability Funding,,
,,13/03/2014,Utilities,DG: GOAD,EDF ENERGY PLC,LARGE,PL3 5XQ,0025SKH," 35,695.58 ",Skipton House - EDF Electricity Charges from Aug 2013 – Mar 2014 (Replacing PO.504927),,
,,13/03/2014,Other programme expenditure,DG: PHD,PGO FOREIGN CURRENCY PAYMENTS,PUBLIC,RH10 1UH,1042540710NUVGO5," 1,850,979.78 ",,,
,,13/03/2014,Other programme expenditure,DG: PHD,PGO FOREIGN CURRENCY PAYMENTS,PUBLIC,RH10 1UH,1042540710NUVGOC," 310,012.59 ",,,
,,13/03/2014,Other programme expenditure,DG: PHD,PGO FOREIGN CURRENCY PAYMENTS,PUBLIC,RH10 1UH,1042540710NUVGPY," 372,070.99 ",,,
,,13/03/2014,Other programme expenditure,DG: PHD,PGO FOREIGN CURRENCY PAYMENTS,PUBLIC,RH10 1UH,1042540710NUWNNK," 26,656.68 ",,,
,,13/03/2014,Other programme expenditure,DG: PHD,PGO FOREIGN CURRENCY PAYMENTS,PUBLIC,RH10 1UH,1042540720NVEUH0," 543,268.75 ",,,
,,13/03/2014,Other programme expenditure,DG: PHD,PGO FOREIGN CURRENCY PAYMENTS,PUBLIC,RH10 1UH,1042540720NVEUH5," 757,032.88 ",,,
,,13/03/2014,Other programme expenditure,DG: PHD,PGO FOREIGN CURRENCY PAYMENTS,PUBLIC,RH10 1UH,1042540720NVHE61," 526,102.91 ",,,
,,13/03/2014,Other programme expenditure,DG: PHD,PGO FOREIGN CURRENCY PAYMENTS,PUBLIC,RH10 1UH,1042540720NVHYR2," 45,127.90 ",,,
,,13/03/2014,Outsourcing Contract,DG: SCLGCP,OXFORD UNIVERSITY OF,PUBLIC,OX1 2JD,120004821," 328,684.00 ",Multicentre Study on Self-harm,,
,,13/03/2014,Research & development,DG: RDD,ACADEMY OF MEDICAL SCIENCES,PUBLIC,W1B 1QH,ERS-516213-86696," 31,643.00 ",Integrated Academic Training,,
,,13/03/2014,Research & development,DG: RDD,BIRMINGHAM UNIVERSITY OF,PUBLIC,B15 2TT,ERS-516226-86698," 33,805.00 ",Clinician Scientist Awards,,
,,13/03/2014,Research & development,DG: RDD,BIRMINGHAM UNIVERSITY OF,PUBLIC,B15 2TT,ERS-516226-86698," 88,900.00 ",Professorship Awards,,
,,13/03/2014,Research & development,DG: RDD,BIRMINGHAM UNIVERSITY OF,PUBLIC,B15 2TT,ERS-516226-86698," 18,033.00 ",NIHR Fellowships,,
,,13/03/2014,Research & development,DG: RDD,BIRMINGHAM UNIVERSITY OF,PUBLIC,B15 2TT,ERS-516226-86698," 16,436.00 ",NIHR Fellowships,,
,,13/03/2014,Research & development,DG: RDD,BIRMINGHAM UNIVERSITY OF,PUBLIC,B15 2TT,ERS-516226-86698," 20,547.00 ",NIHR Fellowships,,
,,13/03/2014,Research & development,DG: RDD,BIRMINGHAM UNIVERSITY OF,PUBLIC,B15 2TT,ERS-516226-86698," 25,519.00 ",Clinician Scientist Awards,,
,,13/03/2014,Research & development,DG: RDD,BIRMINGHAM UNIVERSITY OF,PUBLIC,B15 2TT,ERS-516226-86698," 12,558.00 ",NIHR Fellowships,,
,,13/03/2014,Research & development,DG: RDD,BRISTOL UNIVERSITY OF,PUBLIC,BS8 1TH,ERS-516235-86700," 32,441.00 ",NIHR Fellowships,,
,,13/03/2014,Research & development,DG: RDD,BRISTOL UNIVERSITY OF,PUBLIC,BS8 1TH,ERS-516235-86700," 32,307.00 ",NIHR Fellowships,,
,,13/03/2014,Research & development,DG: RDD,BRISTOL UNIVERSITY OF,PUBLIC,BS8 1TH,ERS-516235-86700," 22,644.00 ",NIHR Fellowships,,
,,13/03/2014,Research & development,DG: RDD,BRISTOL UNIVERSITY OF,PUBLIC,BS8 1TH,ERS-516235-86700," 69,308.00 ",Professorship Awards,,
,,13/03/2014,Research & development,DG: RDD,BRISTOL UNIVERSITY OF,PUBLIC,BS8 1TH,ERS-516235-86700," 20,896.00 ",NIHR Fellowships,,
,,13/03/2014,Research & development,DG: RDD,BRISTOL UNIVERSITY OF,PUBLIC,BS8 1TH,ERS-516235-86700," 19,199.00 ",NIHR Fellowships,,
,,13/03/2014,Research & development,DG: RDD,BRISTOL UNIVERSITY OF,PUBLIC,BS8 1TH,ERS-516235-86700," 27,156.00 ",NIHR Fellowships,,
,,13/03/2014,Research & development,DG: RDD,BRISTOL UNIVERSITY OF,PUBLIC,BS8 1TH,ERS-516235-86700," 34,285.00 ",NIHR Fellowships,,
,,13/03/2014,Research & development,DG: RDD,BRISTOL UNIVERSITY OF,PUBLIC,BS8 1TH,ERS-516235-86700," 21,759.00 ",NIHR Fellowships,,
,,13/03/2014,Research & development,DG: RDD,BRISTOL UNIVERSITY OF,PUBLIC,BS8 1TH,ERS-516235-86700," 3,938.00 ",Targeted Capacity Building,,
,,13/03/2014,Research & development,DG: RDD,BRISTOL UNIVERSITY OF,PUBLIC,BS8 1TH,ERS-516235-86700," 112,500.00 ",School for Public Health,,
,,13/03/2014,Research & development,DG: RDD,BRISTOL UNIVERSITY OF,PUBLIC,BS8 1TH,ERS-516235-86700," 20,784.00 ",NIHR Fellowships,,
,,13/03/2014,Research & development,DG: RDD,BRISTOL UNIVERSITY OF,PUBLIC,BS8 1TH,ERS-516235-86700," 22,749.00 ",NIHR Fellowships,,
,,13/03/2014,Research & development,DG: RDD,BRISTOL UNIVERSITY OF,PUBLIC,BS8 1TH,ERS-516235-86700," 26,158.00 ",NIHR Fellowships,,
,,13/03/2014,Research & development,DG: RDD,BRISTOL UNIVERSITY OF,PUBLIC,BS8 1TH,ERS-516235-86700," 24,895.00 ",NIHR Fellowships,,
,,13/03/2014,Research & development,DG: RDD,BRISTOL UNIVERSITY OF,PUBLIC,BS8 1TH,ERS-516235-86700," 21,272.00 ",NIHR Fellowships,,
,,13/03/2014,Research & development,DG: RDD,BRISTOL UNIVERSITY OF,PUBLIC,BS8 1TH,ERS-516235-86700," 12,024.00 ",NIHR Fellowships,,
,,13/03/2014,Research & development,DG: RDD,BRISTOL UNIVERSITY OF,PUBLIC,BS8 1TH,ERS-516235-86700," 9,957.00 ",NIHR Fellowships,,
,,13/03/2014,Research & development,DG: RDD,BRISTOL UNIVERSITY OF,PUBLIC,BS8 1TH,ERS-516235-86700," 22,614.00 ",NIHR Fellowships,,
,,13/03/2014,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY OF,PUBLIC,CB2 1TN,ERS-516239-86702," 8,906.00 ",Clinician Scientist Awards,,
,,13/03/2014,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY OF,PUBLIC,CB2 1TN,ERS-516239-86702," 40,699.00 ",NIHR Fellowships,,
,,13/03/2014,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY OF,PUBLIC,CB2 1TN,ERS-516239-86702," 98,194.00 ",Professorship Awards,,
,,13/03/2014,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY OF,PUBLIC,CB2 1TN,ERS-516239-86702," 37,217.00 ",NIHR Fellowships,,
,,13/03/2014,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY OF,PUBLIC,CB2 1TN,ERS-516239-86702," 58,504.00 ",Clinician Scientist Awards,,
,,13/03/2014,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY OF,PUBLIC,CB2 1TN,ERS-516239-86702," 30,113.00 ",NIHR Fellowships,,
,,13/03/2014,Research & development,DG: RDD,EAST ANGLIA UNIVERSITY OF,PUBLIC,NR4 7TJ,ERS-516254-86704," 27,669.00 ",NIHR Fellowships,,
,,13/03/2014,Research & development,DG: RDD,EAST ANGLIA UNIVERSITY OF,PUBLIC,NR4 7TJ,ERS-516254-86704," 42,256.00 ",NIHR Fellowships,,
,,13/03/2014,Research & development,DG: RDD,EAST ANGLIA UNIVERSITY OF,PUBLIC,NR4 7TJ,ERS-516254-86704," 10,516.00 ",NIHR Fellowships,,
,,13/03/2014,Research & development,DG: RDD,EXETER UNIVERSITY OF,PUBLIC,EX4 4QJ,ERS-516263-86705," 71,493.00 ",School for Public Health,,
,,13/03/2014,Research & development,DG: RDD,EXETER UNIVERSITY OF,PUBLIC,EX4 4QJ,ERS-516263-86705," 22,796.00 ",NIHR Fellowships,,
,,13/03/2014,Research & development,DG: RDD,EXETER UNIVERSITY OF,PUBLIC,EX4 4QJ,ERS-516263-86705," 35,346.00 ",NIHR Fellowships,,
,,13/03/2014,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-516276-86707," 21,601.00 ",NIHR Fellowships,,
,,13/03/2014,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-516276-86707," 33,912.00 ",NIHR Fellowships,,
,,13/03/2014,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-516276-86707," 26,794.00 ",NIHR Fellowships,,
,,13/03/2014,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-516276-86707," 85,210.00 ",Professorship Awards,,
,,13/03/2014,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-516276-86707," 13,031.86 ",Integrated Academic Training,,
,,13/03/2014,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-516276-86707," 13,031.86 ",Integrated Academic Training,,
,,13/03/2014,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-516276-86707," 30,353.00 ",NIHR Fellowships,,
,,13/03/2014,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-516276-86707," 58,490.00 ",Professorship Awards,,
,,13/03/2014,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-516276-86707," 6,014.00 ",Targeted Capacity Building,,
,,13/03/2014,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-516276-86707," 48,956.00 ",NIHR Fellowships,,
,,13/03/2014,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-516276-86707," 36,648.00 ",NIHR Fellowships,,
,,13/03/2014,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-516276-86707," 46,513.00 ",NIHR Fellowships,,
,,13/03/2014,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-516276-86707," 24,335.00 ",NIHR Fellowships,,
,,13/03/2014,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-516276-86707," 49,166.00 ",NIHR Fellowships,,
,,13/03/2014,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-516276-86707," 64,879.00 ",NIHR Fellowships,,
,,13/03/2014,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-516276-86707," 32,850.00 ",Clinician Scientist Awards,,
,,13/03/2014,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-516276-86707," 26,111.00 ",Clinician Scientist Awards,,
,,13/03/2014,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-516276-86707," 21,939.38 ",NIHR Fellowships,,
,,13/03/2014,Research & development,DG: RDD,INSTITUTE OF CANCER RESEARCH (ICR),PUBLIC,SW7 3RP,ERS-516277-86732," 39,855.00 ",NIHR Fellowships,,
,,13/03/2014,Research & development,DG: RDD,KEELE UNIVERSITY OF,PUBLIC,ST5 5BG,ERS-516279-86708," 12,813.00 ",Integrated Academic Training,,
,,13/03/2014,Research & development,DG: RDD,KEELE UNIVERSITY OF,PUBLIC,ST5 5BG,ERS-516279-86708," 6,605.50 ",Integrated Academic Training,,
,,13/03/2014,Research & development,DG: RDD,KEELE UNIVERSITY OF,PUBLIC,ST5 5BG,ERS-516279-86708," 11,005.00 ",Integrated Academic Training,,
,,13/03/2014,Research & development,DG: RDD,KEELE UNIVERSITY OF,PUBLIC,ST5 5BG,ERS-516279-86708," 24,191.00 ",NIHR Fellowships,,
,,13/03/2014,Research & development,DG: RDD,KEELE UNIVERSITY OF,PUBLIC,ST5 5BG,ERS-516279-86708," 35,712.00 ",Professorship Awards,,
,,13/03/2014,Research & development,DG: RDD,KINGS COLLEGE LONDON,PUBLIC,SE1 8WA,ERS-516285-86710," 16,942.00 ",NIHR Fellowships,,
,,13/03/2014,Research & development,DG: RDD,KINGS COLLEGE LONDON,PUBLIC,SE1 8WA,ERS-516285-86710," 94,159.24 ",HTA Researcher Lead,,
,,13/03/2014,Research & development,DG: RDD,KINGS COLLEGE LONDON,PUBLIC,SE1 8WA,ERS-516285-86710," 28,388.00 ",NIHR Fellowships,,
,,13/03/2014,Research & development,DG: RDD,KINGS COLLEGE LONDON,PUBLIC,SE1 8WA,ERS-516285-86710," 34,186.00 ",NIHR Fellowships,,
,,13/03/2014,Research & development,DG: RDD,KINGS COLLEGE LONDON,PUBLIC,SE1 8WA,ERS-516285-86710," 12,954.00 ",Integrated Academic Training,,
,,13/03/2014,Research & development,DG: RDD,KINGS COLLEGE LONDON,PUBLIC,SE1 8WA,ERS-516285-86710," 7,566.00 ",Expand Fellowships,,
,,13/03/2014,Research & development,DG: RDD,KINGS COLLEGE LONDON,PUBLIC,SE1 8WA,ERS-516285-86710," 95,023.00 ",Professorship Awards,,
,,13/03/2014,Research & development,DG: RDD,KINGS COLLEGE LONDON,PUBLIC,SE1 8WA,ERS-516285-86710," 24,290.00 ",NIHR Fellowships,,
,,13/03/2014,Research & development,DG: RDD,KINGS COLLEGE LONDON,PUBLIC,SE1 8WA,ERS-516285-86710," 16,343.00 ",Expand Fellowships,,
,,13/03/2014,Research & development,DG: RDD,KINGS COLLEGE LONDON,PUBLIC,SE1 8WA,ERS-516285-86710," 22,416.00 ",NIHR Fellowships,,
,,13/03/2014,Research & development,DG: RDD,KINGS COLLEGE LONDON,PUBLIC,SE1 8WA,ERS-516285-86710," 32,101.00 ",Clinician Scientist Awards,,
,,13/03/2014,Research & development,DG: RDD,KINGS COLLEGE LONDON,PUBLIC,SE1 8WA,ERS-516285-86710," 7,264.00 ",NIHR Fellowships,,
,,13/03/2014,Research & development,DG: RDD,KINGS COLLEGE LONDON,PUBLIC,SE1 8WA,ERS-516285-86710," 32,478.00 ",NIHR Fellowships,,
,,13/03/2014,Research & development,DG: RDD,KINGS COLLEGE LONDON,PUBLIC,SE1 8WA,ERS-516285-86710," 21,171.00 ",NIHR Fellowships,,
,,13/03/2014,Research & development,DG: RDD,KINGS COLLEGE LONDON,PUBLIC,SE1 8WA,ERS-516285-86710," 24,346.00 ",NIHR Fellowships,,
,,13/03/2014,Research & development,DG: RDD,KINGS COLLEGE LONDON,PUBLIC,SE1 8WA,ERS-516285-86710," 13,770.00 ",NIHR Fellowships,,
,,13/03/2014,Research & development,DG: RDD,KINGS COLLEGE LONDON,PUBLIC,SE1 8WA,ERS-516285-86710," 30,000.00 ",NIHR Fellowships,,
,,13/03/2014,Research & development,DG: RDD,KINGS COLLEGE LONDON,PUBLIC,SE1 8WA,ERS-516285-86710," 16,073.00 ",NIHR Fellowships,,
,,13/03/2014,Research & development,DG: RDD,KINGS COLLEGE LONDON,PUBLIC,SE1 8WA,ERS-516285-86710," 22,465.00 ",Clinician Scientist Awards,,
,,13/03/2014,Research & development,DG: RDD,LEEDS UNIVERSITY OF,PUBLIC,LS2 9JT,ERS-516297-86713," 37,834.00 ",Clinician Scientist Awards,,
,,13/03/2014,Research & development,DG: RDD,LEEDS UNIVERSITY OF,PUBLIC,LS2 9JT,ERS-516297-86713," 24,822.00 ",Clinician Scientist Awards,,
,,13/03/2014,Research & development,DG: RDD,LEEDS UNIVERSITY OF,PUBLIC,LS2 9JT,ERS-516297-86713," 11,599.50 ",Integrated Academic Training,,
,,13/03/2014,Research & development,DG: RDD,LEEDS UNIVERSITY OF,PUBLIC,LS2 9JT,ERS-516297-86713," 28,715.00 ",NIHR Fellowships,,
,,13/03/2014,Research & development,DG: RDD,LEEDS UNIVERSITY OF,PUBLIC,LS2 9JT,ERS-516297-86713," 12,859.00 ",NIHR Fellowships,,
,,13/03/2014,Research & development,DG: RDD,LEEDS UNIVERSITY OF,PUBLIC,LS2 9JT,ERS-516297-86713," 75,206.00 ",Professorship Awards,,
,,13/03/2014,Research & development,DG: RDD,LEEDS UNIVERSITY OF,PUBLIC,LS2 9JT,ERS-516297-86713," 22,562.00 ",NIHR Fellowships,,
,,13/03/2014,Research & development,DG: RDD,LEEDS UNIVERSITY OF,PUBLIC,LS2 9JT,ERS-516297-86713," 28,979.00 ",Clinician Scientist Awards,,
,,13/03/2014,Research & development,DG: RDD,LEEDS UNIVERSITY OF,PUBLIC,LS2 9JT,ERS-516297-86713," 52,168.00 ",Clinician Scientist Awards,,
,,13/03/2014,Research & development,DG: RDD,LEEDS UNIVERSITY OF,PUBLIC,LS2 9JT,ERS-516297-86713," 10,536.75 ",Integrated Academic Training,,
,,13/03/2014,Research & development,DG: RDD,LEICESTER UNIVERSITY OF,PUBLIC,LE1 7RH,ERS-516300-86714," 19,349.00 ",NIHR Fellowships,,
,,13/03/2014,Research & development,DG: RDD,LEICESTER UNIVERSITY OF,PUBLIC,LE1 7RH,ERS-516300-86714," 15,020.00 ",NIHR Fellowships,,
,,13/03/2014,Research & development,DG: RDD,LEICESTER UNIVERSITY OF,PUBLIC,LE1 7RH,ERS-516300-86714," 21,388.00 ",NIHR Fellowships,,
,,13/03/2014,Research & development,DG: RDD,LEICESTER UNIVERSITY OF,PUBLIC,LE1 7RH,ERS-516300-86714," 19,722.00 ",NIHR Fellowships,,
,,13/03/2014,Research & development,DG: RDD,LEICESTER UNIVERSITY OF,PUBLIC,LE1 7RH,ERS-516300-86714," 9,772.00 ",Targeted Capacity Building,,
,,13/03/2014,Research & development,DG: RDD,LIVERPOOL UNIVERSITY OF,PUBLIC,L69 3BX,ERS-516301-86715," 33,397.00 ",NIHR Fellowships,,
,,13/03/2014,Research & development,DG: RDD,LIVERPOOL UNIVERSITY OF,PUBLIC,L69 3BX,ERS-516301-86715," 30,309.00 ",NIHR Fellowships,,
,,13/03/2014,Research & development,DG: RDD,LIVERPOOL UNIVERSITY OF,PUBLIC,L69 3BX,ERS-516301-86715," 58,776.00 ",Clinician Scientist Awards,,
,,13/03/2014,Research & development,DG: RDD,LIVERPOOL UNIVERSITY OF,PUBLIC,L69 3BX,ERS-516301-86715," 7,938.00 ",Targeted Capacity Building,,
,,13/03/2014,Research & development,DG: RDD,LIVERPOOL UNIVERSITY OF,PUBLIC,L69 3BX,ERS-516301-86715," 6,272.00 ",Targeted Capacity Building,,
,,13/03/2014,Research & development,DG: RDD,LIVERPOOL UNIVERSITY OF,PUBLIC,L69 3BX,ERS-516301-86715," 115,504.00 ",School for Public Health,,
,,13/03/2014,Research & development,DG: RDD,LIVERPOOL UNIVERSITY OF,PUBLIC,L69 3BX,ERS-516301-86715," 33,437.00 ",Clinician Scientist Awards,,
,,13/03/2014,Research & development,DG: RDD,LIVERPOOL UNIVERSITY OF,PUBLIC,L69 3BX,ERS-516301-86715," 13,593.00 ",NIHR Fellowships,,
,,13/03/2014,Research & development,DG: RDD,LIVERPOOL UNIVERSITY OF,PUBLIC,L69 3BX,ERS-516301-86715," 14,364.00 ",NIHR Fellowships,,
,,13/03/2014,Research & development,DG: RDD,LONDON SCHOOL OF ECONOMICS,PUBLIC,WC2A 2AE,ERS-516303-86717," 308,151.00 ",National School for Social Care Research,,
,,13/03/2014,Research & development,DG: RDD,LONDON SCHOOL OF ECONOMICS,PUBLIC,WC2A 2AE,ERS-516303-86717," 15,648.00 ",NIHR Fellowships,,
,,13/03/2014,Research & development,DG: RDD,LONDON SCHOOL OF ECONOMICS,PUBLIC,WC2A 2AE,ERS-516303-86717," 26,002.00 ",NIHR Fellowships,,
,,13/03/2014,Research & development,DG: RDD,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,PUBLIC,WC1E 7HT,ERS-516304-86706," 47,047.00 ",NIHR Fellowships,,
,,13/03/2014,Research & development,DG: RDD,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,PUBLIC,WC1E 7HT,ERS-516304-86706," 21,358.00 ",NIHR Fellowships,,
,,13/03/2014,Research & development,DG: RDD,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,PUBLIC,WC1E 7HT,ERS-516304-86706," 20,369.00 ",NIHR Fellowships,,
,,13/03/2014,Research & development,DG: RDD,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,PUBLIC,WC1E 7HT,ERS-516304-86706," 101,571.66 ",HTA Researcher Lead,,
,,13/03/2014,Research & development,DG: RDD,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,PUBLIC,WC1E 7HT,ERS-516304-86706," 74,851.00 ",School for Public Health,,
,,13/03/2014,Research & development,DG: RDD,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,PUBLIC,WC1E 7HT,ERS-516304-86706," 17,573.00 ",NIHR Fellowships,,
,,13/03/2014,Research & development,DG: RDD,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,PUBLIC,WC1E 7HT,ERS-516304-86706," 23,017.00 ",NIHR Fellowships,,
,,13/03/2014,Research & development,DG: RDD,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,PUBLIC,WC1E 7HT,ERS-516304-86706," 24,472.00 ",NIHR Fellowships,,
,,13/03/2014,Research & development,DG: RDD,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,PUBLIC,WC1E 7HT,ERS-516304-86706," 23,644.00 ",Clinician Scientist Awards,,
,,13/03/2014,Research & development,DG: RDD,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,PUBLIC,WC1E 7HT,ERS-516304-86706," 8,630.00 ",NIHR Fellowships,,
,,13/03/2014,Research & development,DG: RDD,MANCHESTER UNIVERSITY OF,PUBLIC,M13 9PL,ERS-516309-86718," 23,973.00 ",NIHR Fellowships,,
,,13/03/2014,Research & development,DG: RDD,MANCHESTER UNIVERSITY OF,PUBLIC,M13 9PL,ERS-516309-86718," 18,588.00 ",NIHR Fellowships,,
,,13/03/2014,Research & development,DG: RDD,MANCHESTER UNIVERSITY OF,PUBLIC,M13 9PL,ERS-516309-86718," 13,808.00 ",NIHR Fellowships,,
,,13/03/2014,Research & development,DG: RDD,MANCHESTER UNIVERSITY OF,PUBLIC,M13 9PL,ERS-516309-86718," 19,333.00 ",Expand Fellowships,,
,,13/03/2014,Research & development,DG: RDD,MANCHESTER UNIVERSITY OF,PUBLIC,M13 9PL,ERS-516309-86718," 51,551.00 ",Clinician Scientist Awards,,
,,13/03/2014,Research & development,DG: RDD,MANCHESTER UNIVERSITY OF,PUBLIC,M13 9PL,ERS-516309-86718," 43,744.00 ",Clinician Scientist Awards,,
,,13/03/2014,Research & development,DG: RDD,MANCHESTER UNIVERSITY OF,PUBLIC,M13 9PL,ERS-516309-86718," 21,222.00 ",NIHR Fellowships,,
,,13/03/2014,Research & development,DG: RDD,MANCHESTER UNIVERSITY OF,PUBLIC,M13 9PL,ERS-516309-86718," 21,775.00 ",NIHR Fellowships,,
,,13/03/2014,Research & development,DG: RDD,MANCHESTER UNIVERSITY OF,PUBLIC,M13 9PL,ERS-516309-86718," 17,835.00 ",NIHR Fellowships,,
