Department,Entity,Date,Expense Type,Expense Area,Supplier ,Transaction Number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,Vat Registration Num,,,,
DEFRA,DEFRA,16/04/2015,FM Projects Non Capital Works,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00043426,"99,519.34",Estates maintenance projects over multiple sites - April 2015,BS32 4NH,,10195L,00000000,Expense,,,,,
DEFRA,DEFRA,28/04/2015,FM Projects Non Capital Works,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00043423,"138,089.13",Estates completed works projects over multiple sites - March 2015,BS32 4NH,,10195L,B0800000,Expense,,,,,
DEFRA,DEFRA,09/04/2015,FM Projects Non Capital Works,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00043382,"271,733.03","Refurbishment of 3 Whitehall Place - decorations, room reconfiguration and mechanical, electrical and data works - March 2015",BS32 4NH,,10195L,B1910000,Expense,,,,,
DEFRA,DEFRA,28/04/2015,FM Projects Non Capital Works,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00043424,"88,927.14",Estates completed works projects over multiple sites - April 2015,BS32 4NH,,10195,B0790000,Expense,,,,,
DEFRA,DEFRA,28/04/2015,Agency Recharge,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00043421,"310,199.60",Weymouth Business Management System replacement - March 2015,BS32 4NH,,21534,B082P003,Asset,,,,,
DEFRA,DEFRA,30/04/2015,FM Projects Non Capital Works,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00043425,"90,027.60",Estates completed works projects over multiple sites - March 2015,BS32 4NH,,10195B,B0870000,Asset,,,,,
DEFRA,DEFRA,09/04/2015,FM Projects Non Capital Works,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00043384,"32,342.72",Roof repairs to Nobel House - March 2015,BS32 4NH,,10226,B1960000,Expense,,,,,
DEFRA,DEFRA,10/04/2015,Clearing Construction in Progress (Building Works),Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00043395,"75,372.14",Sand Hutton site - upgrade and migration of security system to new server - March 2015,BS32 4NH,,10226,B281P014,Asset,,,,,
DEFRA,DEFRA,10/04/2015,Clearing Construction in Progress (Building Works),Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00043398,"29,122.09",Sand Hutton site - Renewal of Atrium lighting fittings - March 2015,BS32 4NH,,10195B,B281P014,Asset,,,,,
DEFRA,DEFRA,16/04/2015,Agency Recharge,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00043389,"144,801.44",Weybridge site - Priority red capital works: install double isolation valves - March 2015,BS32 4NH,,10195B,FMR1415R,Asset,,,,,
DEFRA,DEFRA,10/04/2015,Clearing Construction in Progress (Building Works),Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00043396,"38,681.99",Sand Hutton site - upgrade of the closed circuit television (CCTV) cameras affixed to buildings - March 2015,BS32 4NH,,Sub 10k,B281P014,Asset,,,,,
DEFRA,DEFRA,09/04/2015,Clearing Construction in Progress (Building Works),Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00043400,"200,511.67",Sand Hutton site - refurbish washrooms in the Atrium area - March 2015,BS32 4NH,,,B281P014,Asset,,,,,
DEFRA,DEFRA,16/04/2015,Clearing Construction in Progress (Building Works),Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00043379,"184,978.46",Birkshaw site - replacement of generator with permanent mains electricity cable supply - March 2015,BS32 4NH,,10226,FMR1415R,Asset,,,,,
DEFRA,DEFRA,16/04/2015,Estates IFM Pass- Through Maintenance,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00043099,"101,482.78",Consumables provided to various foot and mouth disease (FMD) sites as part of the Facilities Management contract - February 2015,BS32 4NH,,10226,00000000,Expense,,,,,
DEFRA,DEFRA,16/04/2015,Other Current Payments E,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00043100,"70,005.81",Consumables provided to various sites as part of the Facilities Management contract - February 2015,BS32 4NH,,10226,00000000,Expense,,,,,
DEFRA,DEFRA,30/04/2015,Estates IFM Pass- Through Maintenance,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00043890,"198,732.07",Consumables provided to various sites as part of the Facilities Management contract - March 2015,BS32 4NH,,10226,00000000,Expense,,,,,
DEFRA,DEFRA,30/04/2015,Current Grants E,"Strategy, International and Biosecurity DG",IPGRI Bioversity International,210415,"25,035.00",Darwin Initiative Grant scheme - Mutually supportive implementation of the Nagoya Protocol and Plant Treaty - 2015-16,,,,IWTXXXXX,Expense,,,,,
DEFRA,DEFRA,24/04/2015,Other Current Payments (Evidence R&D),Policy Delivery DG,Ipsos Mori,15000745,"27,048.00",To assess whether there are changes in the affordability and availability of flood insurance for households and small businesses - 2014-15 Quarter 4,SE1 1FY,SME,FD2688,00000000,Expense,,,,,
DEFRA,DEFRA,02/04/2015,Publications - Storage & Distribution (C),Chief Operating Officer DG,Iron Mountain (UK) Ltd,SA46227SA46244,"32,104.95",Record Management contract - February 2015,EH54 7DF,,21461,00000000,Expense,,,,,
DEFRA,DEFRA,30/04/2015,Current Grants E,"Strategy, International and Biosecurity DG",IUCN/AfESG,20041515000000,"150,000.00",International Biodiversity grant - African Elephant database,,,,IWTXXXXX,Expense,,,,,
DEFRA,DEFRA,16/04/2015,Clearing Construction in Progress (Building Works),Chief Operating Officer DG,Jacobs UK Ltd,B1723077002,"51,537.60",Weybridge site - Recovery Plan fee - March 2015,LS11 9DX,,,FMR1415R,Asset,,,,,
DEFRA,DEFRA,08/04/2015,Clearing Construction in Progress (Building Works),Chief Operating Officer DG,Jacobs UK Ltd,B1723077001,"39,600.00",Weybridge site - Recovery Plan fee - February 2015,LS11 9DX,,,FMR1415R,Asset,,,,,
DEFRA,DEFRA,08/04/2015,Other Current Payments (Evidence R&D),Policy Delivery DG,John Innes Centre,INV013871,"27,941.16",Pulse Crop Genetic Improvement - Milestone 3,NR4 7UH,,CH0103,SFFS0006,Expense,,,,,
DEFRA,DEFRA,08/04/2015,Other Current Payments (Evidence R&D),"Strategy, International and Biosecurity DG",Joint Nature Conservation Committee,SIJ865,"31,418.26","Defra contribution to the Review of User Requirements and Options Development for a future national survey of natural capital, building on previous Countryside Surveys",PE1 1JY,SME,WC1073,RDEVFUND,Expense,,,,,
DEFRA,DEFRA,22/04/2015,Other Current Payments (Evidence R&D),Policy Delivery DG,Joint Nature Conservation Committee,SIJ868,"47,781.60",Defra contribution to Development of a UK conservation strategy and implementation plan for Harbour porpoise Project - 2014-15,PE1 1JY,SME,MB0144,00000000,Expense,,,,,
DEFRA,DEFRA,07/04/2015,Other Current Payments E,Policy Delivery DG,JSS Pensions Administration,RCPS10459,"108,581.21",Pension payments made to members of the Nature Conservancy Council (NCC) pension scheme - March 2015,SN2 1FF,,re-charge,00000000,Expense,,,,,
DEFRA,DEFRA,07/04/2015,Civil service Pension Administration,Chief Operating Officer DG,JSS Pensions Administration,RCPS10457,"42,139.68",Pension payments for the former Horticulture Research International staff - March 2015,SN2 1FF,,,00000000,Expense,,,,,
DEFRA,DEFRA,02/04/2015,Current Grants - Local Authorities,Policy Delivery DG,Kent County Council,270315,"81,604.90",Sustainable Drainage Systems Capability and Capacity Building Grant - 2014-15,ME14 1XX,,20577 Grant,00000000,Expense,,,,,
DEFRA,DEFRA,30/04/2015,Clearing Construction in Progress (Building Works),Chief Operating Officer DG,Kier Construction Western & Wales,14100035,"39,486.50","National Agri-Food Innovation Centre, Sand Hutton - Oil Fuel Pipeline fuel lane replacement - March 2015",BS15 4WW,,,B281P008,Asset,,,,,
DEFRA,DEFRA,08/04/2015,Clearing Construction in Progress (Building Works),Chief Operating Officer DG,Kier Construction Western & Wales,14090061,"268,910.62","National Agri-Food Innovation Centre, Sand Hutton - Grain store redevelopment - Certificate 3",BS15 4WW,,10195 J,B281P010,Asset,,,,,
DEFRA,DEFRA,14/04/2015,Estates Professional Fees & Services,Chief Operating Officer DG,Kier Construction Western & Wales,14090189,"46,527.76",Rhydymwyn site - Statutory preservation of the Historic Estate - First Valuation,BS15 4WW,,ECM 17694,B061P001,Expense,,,,,
DEFRA,DEFRA,16/04/2015,Estates - Site Preparation and Demolition,Chief Operating Officer DG,Kier Facilities Services Ltd,14091007,"176,400.00",Weybridge site - Demolition of various buildings,RG21 4HG,,10195 J,B087P088,Expense,,,,,
DEFRA,DEFRA,30/04/2015,Evidence Non R&D,Policy Delivery DG,Kings College London,SINV1234175,"25,968.00",Provision of the Air Quality Monitoring Automatic London Network (ALN) - January-March 2015,SE1 8WA,,,00000000,Expense,,,,,
DEFRA,DEFRA,22/04/2015,Capital LA Grant E,Policy Delivery DG,Kings Lynn & West Norfolk B C,ZZIN001049,"172,618.19",Repair and Renew grant for flood-affected properties - 2014-15 Quarter 4,PE30 1EX,,Grant,00000000,Expense,,,,,
DEFRA,DEFRA,08/04/2015,Current Grants - Local Authorities,Policy Delivery DG,Knowsley M B C,310315,"37,150.00",Sustainable Drainage Systems Capability and Capacity Building Grant - 2014-15,L36 9VZ,,Funding,00000000,Expense,,,,,
DEFRA,DEFRA,16/04/2015,Advisory Services,Chief Operating Officer DG,Kpmg Llp,5501007050,"46,570.75",Internal Audit Services covering a specialist audit on Common Agricultural Policy Data Quality and Migration - March 2015,E14 5GL,SME,,00000000,Expense,,,,,
DEFRA,DEFRA,28/04/2015,Evidence Non R&D,Policy Delivery DG,Kynetec Ltd,8373005458,"67,357.44",British survey of fertiliser practice - 2013-14 Quarter 4,RG20 8JE,SME,14262,00000000,Expense,,,,,
DEFRA,DEFRA,24/04/2015,Current Grants E,"Strategy, International and Biosecurity DG",L T S International Ltd,2551,"37,578.35",Administration of the Darwin Initiative Grant Scheme - April 2015,EH26 0PH,SME,GIA,00000000,Expense,,,,,
DEFRA,DEFRA,24/04/2015,Evidence Non R&D,Policy Delivery DG,L T S International Ltd,2521,"28,124.75","Advice, support and communications on the Government's timber procurement policy, EU Timber and the Forest Law Enforcement Governance and Trade (FLEGT) regulations, palm oil and sustainable wood fuel - November 2014-February 2015",EH26 0PH,SME,16445,00000000,Expense,,,,,
DEFRA,DEFRA,28/04/2015,Current Grants E,Policy Delivery DG,Lake District National Park Auth,210415,"1,565,547.00",Grant - Lake District National Park Authority - 2015-16 Quarter 1,LA9 7RL,SME,GIA,00000000,Expense,,,,,
DEFRA,DEFRA,02/04/2015,Current Grants - Local Authorities,Policy Delivery DG,Lancashire County Council,270315,"81,604.90",Sustainable Drainage Systems Capability and Capacity Building Grant - 2014-15,PR1 0LD,,20570,00000000,Expense,,,,,
DEFRA,DEFRA,02/04/2015,Current Grants - Local Authorities,Policy Delivery DG,Leicester City Council,270315,"55,730.00",Sustainable Drainage Systems Capability and Capacity Building Grant - 2014-15,LE1 6ZG,,Funding,00000000,Expense,,,,,
DEFRA,DEFRA,14/04/2015,Programme Consultancy Costs,Policy Delivery DG,Local Partnerships LLP,41101700,"144,850.06",Contract for the provision of support for Waste Infrastructure Delivery Programme - March 2015,SW1P 3HZ,SME,14265,WFUNDCON,Expense,,,,,
DEFRA,DEFRA,02/04/2015,Current Grants - Local Authorities,Policy Delivery DG,London Boro Hammersmith & Fulham,270315,"37,150.00",Sustainable Drainage Systems Capability and Capacity Building Grant - 2014-15,W6 9JU,,Funding,00000000,Expense,,,,,
DEFRA,DEFRA,08/04/2015,Current Grants - Local Authorities,Policy Delivery DG,London Borough Of Barking & Dagenham,310315,"37,150.00",Sustainable Drainage Systems Capability and Capacity Building Grant - 2014-15,RM10 7BN,,20434 Grant,00000000,Expense,,,,,
DEFRA,DEFRA,02/04/2015,Current Grants - Local Authorities,Policy Delivery DG,London Borough Of Barnet,270315,"57,358.56",Sustainable Drainage Systems Capability and Capacity Building Grant - 2014-15,N11 1NP,,FUNDING,00000000,Expense,,,,,
DEFRA,DEFRA,08/04/2015,Current Grants - Local Authorities,Policy Delivery DG,London Borough Of Brent,310315,"37,150.00",Sustainable Drainage Systems Capability and Capacity Building Grant - 2014-15,HA9 0FJ,,20523 Funding,00000000,Expense,,,,,
DEFRA,DEFRA,02/04/2015,Current Grants - Local Authorities,Policy Delivery DG,London Borough Of Bromley,270315,"55,730.00",Sustainable Drainage Systems Capability and Capacity Building Grant - 2014-15,BR1 3UH,,Funding,00000000,Expense,,,,,
DEFRA,DEFRA,20/04/2015,Capital LA Grant E,Policy Delivery DG,London Borough Of Bromley,700761321,"29,444.13",Repair and Renew grant for flood-affected properties - 2014-15 Quarter 4,BR1 3UH,,GRANT,00000000,Expense,,,,,
DEFRA,DEFRA,02/04/2015,Current Grants - Local Authorities,Policy Delivery DG,London Borough Of Camden,270315,"55,730.00",Sustainable Drainage Systems Capability and Capacity Building Grant - 2014-15,WC1H 8NG,,20551/Funding,00000000,Expense,,,,,
DEFRA,DEFRA,16/04/2015,Capital LA Grant E,Policy Delivery DG,London Borough Of Croydon,2529375,"51,838.00",Air Quality grant scheme - 2014-15,CR0 1EA,,GA16,00000000,Expense,,,,,
DEFRA,DEFRA,02/04/2015,Current Grants - Local Authorities,Policy Delivery DG,London Borough Of Ealing,270315,"37,150.00",Sustainable Drainage Systems Capability and Capacity Building Grant - 2014-15,W5 2HL,,Funding,00000000,Expense,,,,,
DEFRA,DEFRA,02/04/2015,Current Grants - Local Authorities,Policy Delivery DG,London Borough Of Enfield,270315,"37,150.00",Sustainable Drainage Systems Capability and Capacity Building Grant - 2014-15,EN1 3XA,,GIA,00000000,Expense,,,,,
DEFRA,DEFRA,02/04/2015,Current Grants - Local Authorities,Policy Delivery DG,London Borough Of Hounslow,270315,"55,730.00",Sustainable Drainage Systems Capability and Capacity Building Grant - 2014-15,TW3 4DN,,Funding,00000000,Expense,,,,,
DEFRA,DEFRA,02/04/2015,Current Grants - Local Authorities,Policy Delivery DG,London Borough Of Lewisham,270315,"37,150.00",Sustainable Drainage Systems Capability and Capacity Building Grant - 2014-15,SE13 7EZ,,20521 Grant,00000000,Expense,,,,,
DEFRA,DEFRA,02/04/2015,Current Grants - Local Authorities,Policy Delivery DG,London Borough Of Merton,270315,"37,150.00",Sustainable Drainage Systems Capability and Capacity Building Grant - 2014-15,SM4 5DX,,10195L,00000000,Expense,,,,,
DEFRA,DEFRA,02/04/2015,Current Grants - Local Authorities,Policy Delivery DG,London Borough Of Richmond,270315,"37,150.00",Sustainable Drainage Systems Capability and Capacity Building Grant - 2014-15,TW1 3BZ,,,00000000,Expense,,,,,
DEFRA,DEFRA,02/04/2015,Current Grants - Local Authorities,Policy Delivery DG,London Borough of Sutton,270315,"37,150.00",Sustainable Drainage Systems Capability and Capacity Building Grant - 2014-15,SM5 2JG,,,00000000,Expense,,,,,
DEFRA,DEFRA,02/04/2015,Current Grants - Local Authorities,Policy Delivery DG,London Borough of Tower Hamlets,270315,"55,730.00",Sustainable Drainage Systems Capability and Capacity Building Grant - 2014-15,E14 2BG,,20520 Grant,00000000,Expense,,,,,
DEFRA,DEFRA,30/04/2015,IT Software,Chief Operating Officer DG,M D S Technologies Ltd,4169,"175,398.00",Hosting to support the test and development environments for Common Agriculture Policy Delivery - Hardware and third party support - March 2015,SN13 9GB,SME,,CAPDFA08,Expense,,,,,
DEFRA,DEFRA,14/04/2015,Capital LA Grant E,Policy Delivery DG,Maidstone Borough Council,2008552,"86,274.94",Repair and Renew grant for flood-affected properties - 2014-15 Quarter 4,ME15 6JQ,,Grant,00000000,Expense,,,,,
DEFRA,DEFRA,16/04/2015,Evidence Non R&D,Policy Delivery DG,Marine Biological Association,991,"71,484.00",Data Archive for Seabed Species and Habitats (DASSH) - 2014-15,PL1 2PB,SME,,00000000,Expense,,,,,
DEFRA,DEFRA,14/04/2015,Current Grants E,"Strategy, International and Biosecurity DG",Marine Conservation International,50315,"29,846.00",Darwin Initiative Grant Scheme - Sustainable management of threatened keystone predators to enhance reef resilience - April-June 2015,EH30 9WN,SME,21674,DARWINXX,Expense,,,,,
DEFRA,DEFRA,07/04/2015,Grant-in Aid Payments,Policy Delivery DG,Marine Management Organisation,310315,"4,084,121.00",Grant in aid - April 2015,NE4 7YH,,,00000000,Expense,,,,,
DEFRA,DEFRA,14/04/2015,Grant-in Aid Payments,Policy Delivery DG,Marine Management Organisation,310315350000000,"3,500,000.00",Grant in aid - April 2015 (additional payment),NE4 7YH,,,00000000,Expense,,,,,
DEFRA,DEFRA,20/04/2015,Other Current Payments (Evidence R&D),Policy Delivery DG,Medical Research Council,MRC17174,"30,000.00","Contribution to the National Centre for the Replacement, Refinement and Reduction of Animals in Research (NC3Rs) Improved in-vitro to in-vivo extrapolation in chemical safety risk assessment of human systemic toxicity",SN2 1FL,,exempt,00000000,Expense,,,,,
DEFRA,DEFRA,30/04/2015,Current Grants E,Policy Delivery DG,Met Office,I0097271,"575,000.00",Grant - Flood forecasting centre - 2015-16 Quarter 1,EX1 3PB,,,00000000,Expense,,,,,
DEFRA,DEFRA,14/04/2015,Other Current Payments (GB),"Strategy, International and Biosecurity DG",Ministry Of Defence,7398600,"119,047.75",Planning and advisory support for the Tuberculosis (TB) Controls Project - 2014,L2 4YL,,EXEMPT,BCP00001,Expense,,,,,
DEFRA,DEFRA,02/04/2015,Evidence Non R&D,Policy Delivery DG,National Physical Laboratory,124308,"82,310.15",Heavy Metal Monitoring - January-March 2015,TW11 0LW,SME,14769,AQNONRDX,Expense,,,,,
DEFRA,DEFRA,28/04/2015,Inwards Secondments,Chief Operating Officer DG,Natural England,8000022190,"36,954.72",Inward secondment of two persons to the Common Agricultural Policy Delivery Programme - October-November 2014,YO1 7PX,,,00000000,Expense,,,,,
DEFRA,DEFRA,07/04/2015,Grant-in Aid Payments,Policy Delivery DG,Natural England,250315,"16,000,000.00",Grant in Aid - April 2015,YO1 7PX,,DFP,00000000,Expense,,,,,
DEFRA,DEFRA,07/04/2015,Other Current Payments (Evidence R&D),Policy Delivery DG,Natural Environ Research Council,NERC15025,"50,000.00",Defra contribution - Valuing Nature Programme - 2014-15,SN2 1EU,,WC1118,BIODECOS,Expense,,,,,
DEFRA,DEFRA,14/04/2015,Current Grants E,Policy Delivery DG,New Forest National Park Auth,170315,"781,790.00",Grant - New Forest National Park Authority - April-June 2014,SO41 9ZG,SME,GIA,00000000,Expense,,,,,
DEFRA,DEFRA,08/04/2015,Application Services/Applications Delivery,Chief Operating Officer DG,Ninian Solutions Ltd (Huddle),14308,"223,392.00","Annual subscription for 2,900 Huddle online collaboration licenses - 2015-16",EC1Y 2BP,SME,22091,00000000,Expense,,,,,
DEFRA,DEFRA,14/04/2015,Current Grants - Local Authorities,Policy Delivery DG,North Lincolnshire Council,240315,"37,150.00",Sustainable Drainage Systems Capability and Capacity Building Grant - 2014-15,DN16 1AB,,FUNDING,00000000,Expense,,,,,
DEFRA,DEFRA,14/04/2015,Capital LA Grant E,Policy Delivery DG,North Lincolnshire Council,N0018016,"120,663.72",Repair and Renew grant for flood-affected properties - 2014-15 Quarter 3,DN16 1AB,,GRANT,00000000,Expense,,,,,
DEFRA,DEFRA,02/04/2015,Current Grants - Local Authorities,Policy Delivery DG,North Tyneside Council,270315,"37,150.00",Sustainable Drainage Systems Capability and Capacity Building Grant - 2014-15,NE27 0BY,,,00000000,Expense,,,,,
DEFRA,DEFRA,14/04/2015,Current Grants E,Policy Delivery DG,North York Moors National Park,080415,"1,023,199.00",Grant - North York Moors National Park Authority - 2015-16 Quarter 1,YO62 5BP,SME,GIA,00000000,Expense,,,,,
DEFRA,DEFRA,22/04/2015,Capital LA Grant E,Policy Delivery DG,Northumberland County Council,107180,"32,191.00",Repair and Renew grant for flood-affected properties - 2014-15 Quarter 4,NE61 2EF,,Grant,00000000,Expense,,,,,
DEFRA,DEFRA,16/04/2015,Current Grants E,Policy Delivery DG,Northumberland Nat Park Authority,080415,"1,211,700.00",Grant - Northumberland National Park Authority - 2015-16 Quarter 1,NE46 1BS,SME,GIA,00000000,Expense,,,,,
DEFRA,DEFRA,02/04/2015,Current Grants - Local Authorities,Policy Delivery DG,Nottingham City Council,270315,"57,358.56",Sustainable Drainage Systems Capability and Capacity Building Grant - 2014-15,NG2 3NG,,FUNDING,00000000,Expense,,,,,
DEFRA,DEFRA,30/04/2015,International Subscriptions (Foreign Payments),Policy Delivery DG,Oecd,150415,"81,005.65",UK contribution - International Control of Chemicals Part 2 - 2015,75775,,,00000000,Expense,,,,,
DEFRA,DEFRA,02/04/2015,Current Grants - Local Authorities,Policy Delivery DG,Oxfordshire County Council,270315,"81,604.90",Sustainable Drainage Systems Capability and Capacity Building Grant - 2014-15,OX1 1TH,,FUNDING,00000000,Expense,,,,,
DEFRA,DEFRA,20/04/2015,Current Grants E,Policy Delivery DG,Peak District National Park Auth,150415,"2,100,000.00",Grant - Peak district National Park Authority - 2015-16 Quarter 1,DE45 1AE,SME,GIA,00000000,Expense,,,,,
DEFRA,DEFRA,02/04/2015,Current Grants - Local Authorities,Policy Delivery DG,Peterborough City Council,270315,"37,150.00",Sustainable Drainage Systems Capability and Capacity Building Grant - 2014-15,PE1 1HQ,,20461 grant,00000000,Expense,,,,,
DEFRA,DEFRA,02/04/2015,Current Grants - Local Authorities,Policy Delivery DG,Portsmouth City Council,270315,"37,150.00",Sustainable Drainage Systems Capability and Capacity Building Grant - 2014-15,PO1 2AR,,,00000000,Expense,,,,,
DEFRA,DEFRA,02/04/2015,Consultancy Non-Scheme,Chief Operating Officer DG,Pricewaterhouse Coopers,1354324953,"40,191.60",Future of Food and Environment Research Agency Project: Time costs for sprints - 12-26 January 2015,WC2N 6NN,,,00000000,Expense,,,,,
DEFRA,DEFRA,14/04/2015,Other Current Payments (Evidence R&D),Policy Delivery DG,Public Health England,6127043,"36,000.00",Research and development project to produce a Decision Support Tool to assist with the use of UK Recovery Handbooks on Radiological and Chemical incidents by Public Health England - April 2015,SP4 0JG,,,00000000,Expense,,,,,
DEFRA,DEFRA,28/04/2015,Other Current Payments E,Policy Delivery DG,Public Health England,6131803,"67,963.00",Review of national nuclear emergency recovery capabilities a) within the Detailed Emergency Planning Zone (DEPZ); and b) outside the DEPZ in the extendibility Zone First Payment - 2015-16,SP4 0JG,,FUNDING,00000000,Expense,,,,,
DEFRA,DEFRA,02/04/2015,Other Current Payments (Evidence R&D),Policy Delivery DG,R S P B,SLINV00027633,"43,587.00",Reducing the impacts of predation on breeding waders using landscape-scale habitat management - 2014-15,SG19 2DL,,LM0301,00000000,Expense,,,,,
DEFRA,DEFRA,22/04/2015,Current Grants E,"Strategy, International and Biosecurity DG",R S P B,2503153285900,"32,859.00",Darwin Initiative Grant Scheme - Sustainable management of an Ethiopian rangeland for biodiversity and pastoralists - April-June 2015,SG19 2DL,,21859,DARWDFID,Expense,,,,,
DEFRA,DEFRA,29/04/2015,International Subscriptions (Foreign Payments),"Strategy, International and Biosecurity DG",Ramsar Convention On Wetlands,170415,"177,400.31",Annual Contribution to the Ramsar convention on Wetlands (Ramsar is the city in Iran where the Convention was signed in 1971) - 2015,CH 1196,,,00000000,Expense,,,,,
DEFRA,DEFRA,02/04/2015,Current Grants - Local Authorities,Policy Delivery DG,Redcar & Cleveland Borough Council,270315,"37,150.00",Sustainable Drainage Systems Capability and Capacity Building Grant - 2014-15,TS6 9YR,,,00000000,Expense,,,,,
DEFRA,DEFRA,16/04/2015,Redfern Suspense,Central Finance Group,Redfern Travel Ltd,3983161-13-APR-15,"264,071.75",Travel costs incurred as per the Government Procurement Service contract - March 2015,BD1 3AZ,SME,,00000000,Asset,,,,,
DEFRA,DEFRA,08/04/2015,Evidence Non R&D,Policy Delivery DG,Ricardo-A E A Ltd,6158830,"25,530.00",Baseline measurements on UK Stratospheric Ozone and Spectral Ultraviolet - March 2015,OX11 0QR,,EXEMPT,00000000,Expense,,,,,
DEFRA,DEFRA,16/04/2015,Other Current Payments (Evidence R&D),Policy Delivery DG,Ricardo-A E A Ltd,6158838,"26,578.00",Modelling of Ambient Air Quality (MAAQ) - 1-13 March 2015,OX11 0QR,,AQ0650,AQRDXXXX,Expense,,,,,
DEFRA,DEFRA,22/04/2015,Other Current Payments (Evidence R&D),Policy Delivery DG,Ricardo-A E A Ltd,6159095,"28,419.00",Modelling of Ambient Air Quality (MAAQ) - 14-27 March 2015,OX11 0QR,,AQ0650,AQRDXXXX,Expense,,,,,
DEFRA,DEFRA,28/04/2015,Other Current Payments E,Policy Delivery DG,Ricardo-A E A Ltd,6159349,"44,942.40",Provision of the Water technology list - January-March 2015,OX11 0QR,,20191,00000000,Expense,,,,,
DEFRA,DEFRA,08/04/2015,Other Current Payments (Evidence R&D),Policy Delivery DG,Risk Solutions,2037,"30,000.00",Modelling and support for the preparation of the Waterways Abstraction (Management of licences) Reform - Review of final report ,WA2 7LT,SME,WT1563,00000000,Expense,,,,,
DEFRA,DEFRA,28/04/2015,Other Current Payments (Evidence R&D),Policy Delivery DG,Rothamsted Research Ltd,ERS-555350-51818,"27,694.00",Lowland peatland systems in England and Wales: evaluating greenhouse gas fluxes and carbon balances - 2014-15 Milestones,AL5 2JQ,,exempt,00000000,Expense,,,,,
DEFRA,DEFRA,02/04/2015,Current Grants - Local Authorities,Policy Delivery DG,Rotherham Metropolitan Borough Council,270315,"37,150.00",Sustainable Drainage Systems Capability and Capacity Building Grant - 2014-15,S60 1AE,,Funding,00000000,Expense,,,,,
DEFRA,DEFRA,08/04/2015,Grant-in Aid Payments,Policy Delivery DG,Royal Botanic Gardens Kew,260315,"100,000.00",Grant in Aid - Information Technology - March 2015,TW9 3AB,,,00000000,Expense,,,,,
DEFRA,DEFRA,01/04/2015,Grant-in Aid Payments,Policy Delivery DG,Royal Botanic Gardens Kew,KEWGIA011516,"2,500,000.00",Grant in Aid - Programme Administration - 2015-16,TW9 3AB,,GIA,00000000,Expense,,,,,
DEFRA,DEFRA,22/04/2015,Current Grants E,"Strategy, International and Biosecurity DG",Royal Botanic Gardens Kew,2003153269825,"32,698.25",Darwin Initiative Grant Scheme - Mainstreaming biodiversity conservation and climate resilience at Yayu Biosphere Reserve - 2015-16 Quarter 1,TW9 3AB,,,DARWDFID,Expense,,,,,
DEFRA,DEFRA,22/04/2015,Current Grants E,"Strategy, International and Biosecurity DG",Royal Botanic Gardens Kew,2003152526300,"25,263.00",Darwin Initiative Grant Scheme - Harnessing agricultural ecosystem biodiversity for bean production and food security - 2015-16 Quarter 1,TW9 3AB,,,DARWDFID,Expense,,,,,
DEFRA,DEFRA,20/04/2015,Other Current Payments E,"Strategy, International and Biosecurity DG",Rural Payments Agency,ARI000389,"130,997.37",Multi-Species database analysis - February 2015,RG1 1AF,SME,DFP,00000000,Expense,,,,,
DEFRA,DEFRA,20/04/2015,Evidence Non R&D,Policy Delivery DG,Rural Payments Agency,ARI000408,"35,813.00",Horticultural Market Price Collection - 2014-15,RG1 1AF,SME,EXEMPT,00000000,Expense,,,,,
DEFRA,DEFRA,20/04/2015,Other Current Payments E,"Strategy, International and Biosecurity DG",Rural Payments Agency,ARI000407,"65,675.69",Improving the Tuberculosis (TB) controls cross-compliance process - 2014-15,RG1 1AF,SME,,FAP00001,Expense,,,,,
DEFRA,DEFRA,02/04/2015,Current Grants - Local Authorities,Policy Delivery DG,Rutland County Council,270315,"37,150.00",Sustainable Drainage Systems Capability and Capacity Building Grant - 2014-15,LE15 6HP,,Funding,00000000,Expense,,,,,
DEFRA,DEFRA,02/04/2015,Other Current Payments (Evidence R&D),Policy Delivery DG,S Q W Ltd,17528,"36,530.40",Developing and implementing a monitoring and evaluation framework for the Rural Growth Network initiative Aim 2 and Aim 4 - 2014-15,NW1 1JD,SME,RE0250,00000000,Expense,,,,,
