Department Family,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Transactions Number, Amount (£) ,VAT Registration Number
FCO,FCO,23-Nov-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9956,"1,079.91",
FCO,FCO,23-Nov-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9956,83.25,
FCO,FCO,23-Nov-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9956,82.24,
FCO,FCO,23-Nov-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9956,98.38,
FCO,FCO,23-Nov-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9956,662.09,
FCO,FCO,23-Nov-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9956,817.35,
FCO,FCO,23-Nov-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9956,165.52,
FCO,FCO,23-Nov-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9956,50.24,
FCO,FCO,23-Nov-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9956,"2,141.74",
FCO,FCO,23-Nov-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9956,"1,809.49",
FCO,FCO,23-Nov-10,Maintenance M and E,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9957,"2,286.96",
FCO,FCO,23-Nov-10,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9957,519.77,
FCO,FCO,23-Nov-10,Grounds Mainteance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9957,374.8,
FCO,FCO,23-Nov-10,Cleaning,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9957,"2,937.03",
FCO,FCO,23-Nov-10,Cleaning,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9957,219.84,
FCO,FCO,23-Nov-10,Miscellaneous Expenditure,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9957,458.81,
FCO,FCO,23-Nov-10,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9957,153.68,
FCO,FCO,23-Nov-10,Reception Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9957,"4,192.46",
FCO,FCO,23-Nov-10,Contract Porterage,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9957,"2,287.93",
FCO,FCO,23-Nov-10,Stationery - General,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9957,"1,048.12",
FCO,FCO,23-Nov-10,Corporate Strategy Consultancy,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9957,130.82,
FCO,FCO,23-Nov-10,Property and Construction Consultancy,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9957,"6,639.31",
FCO,FCO,23-Nov-10,Rematching / Reinstatement,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9957,"3,108.25",
FCO,FCO,23-Nov-10,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9957,"4,067.54",
FCO,FCO,23-Nov-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9957,434.52,
FCO,FCO,23-Nov-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9957,98.75,
FCO,FCO,23-Nov-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9957,71.22,
FCO,FCO,23-Nov-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9957,558.04,
FCO,FCO,23-Nov-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9957,41.77,
FCO,FCO,23-Nov-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9957,87.17,
FCO,FCO,23-Nov-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9957,29.2,
FCO,FCO,23-Nov-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9957,796.56,
FCO,FCO,23-Nov-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9957,434.71,
FCO,FCO,23-Nov-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9957,199.15,
FCO,FCO,23-Nov-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9957,24.85,
FCO,FCO,23-Nov-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9957,"1,261.47",
FCO,FCO,23-Nov-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9957,590.57,
FCO,FCO,23-Nov-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9957,772.84,
FCO,FCO,04-Nov-10,Maintenance M and E,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002073,"2,183.29",
FCO,FCO,04-Nov-10,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002073,"2,418.43",
FCO,FCO,04-Nov-10,Cleaning,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002073,363.85,
FCO,FCO,04-Nov-10,Cleaning,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002073,75.85,
FCO,FCO,04-Nov-10,Miscellaneous Expenditure,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002073,116,
FCO,FCO,04-Nov-10,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002073,17.47,
FCO,FCO,04-Nov-10,Property and Construction Consultancy,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002073,"34,126.34",
FCO,FCO,04-Nov-10,Rematching / Reinstatement,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002073,"4,859.42",
FCO,FCO,04-Nov-10,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002073,"7,551.06",
FCO,FCO,04-Nov-10,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002073,181.43,
FCO,FCO,04-Nov-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002073,458.49,
FCO,FCO,04-Nov-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002073,507.87,
FCO,FCO,04-Nov-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002073,76.4,
FCO,FCO,04-Nov-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002073,15.93,
FCO,FCO,04-Nov-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002073,24.36,
FCO,FCO,04-Nov-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002073,3.67,
FCO,FCO,04-Nov-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002073,"7,166.53",
FCO,FCO,04-Nov-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002073,"1,020.47",
FCO,FCO,04-Nov-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002073,"1,585.73",
FCO,FCO,04-Nov-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002073,38.1,
FCO,FCO,04-Nov-10,Maintenance M and E,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002074,"7,893.76",
FCO,FCO,04-Nov-10,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002074,"2,742.15",
FCO,FCO,04-Nov-10,Cleaning,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002074,"16,066.21",
FCO,FCO,04-Nov-10,Miscellaneous Expenditure,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002074,345.92,
FCO,FCO,04-Nov-10,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002074,281.08,
FCO,FCO,04-Nov-10,Reception Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002074,"3,855.79",
FCO,FCO,04-Nov-10,Contract Porterage,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002074,"3,057.78",
FCO,FCO,04-Nov-10,Stationery - General,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002074,963.95,
FCO,FCO,04-Nov-10,Rematching / Reinstatement,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002074,"1,141.29",
FCO,FCO,04-Nov-10,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002074,"1,773.45",
FCO,FCO,04-Nov-10,Maintenance M and E,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002076,"3,056.60",
FCO,FCO,04-Nov-10,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002076,"3,385.79",
FCO,FCO,04-Nov-10,Grounds Mainteance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002076,181.43,
FCO,FCO,04-Nov-10,Cleaning,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002076,"10,693.37",
FCO,FCO,04-Nov-10,Miscellaneous Expenditure,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002076,187.72,
FCO,FCO,04-Nov-10,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002076,17.47,
FCO,FCO,04-Nov-10,Reception Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002076,"5,223.40",
FCO,FCO,04-Nov-10,Contract Porterage,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002076,"3,187.02",
FCO,FCO,04-Nov-10,Stationery - General,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002076,"1,305.85",
FCO,FCO,04-Nov-10,Rematching / Reinstatement,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002076,602.96,
FCO,FCO,04-Nov-10,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002076,936.93,
FCO,FCO,04-Nov-10,Maintenance M and E,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002089,"6,189.67",
FCO,FCO,04-Nov-10,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002089,"1,107.31",
FCO,FCO,04-Nov-10,Grounds Mainteance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002089,637.84,
FCO,FCO,04-Nov-10,Cleaning,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002089,"5,399.54",
FCO,FCO,04-Nov-10,Cleaning,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002089,416.23,
FCO,FCO,04-Nov-10,Miscellaneous Expenditure,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002089,411.19,
FCO,FCO,04-Nov-10,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002089,491.87,
FCO,FCO,04-Nov-10,Reception Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002089,"3,310.48",
FCO,FCO,04-Nov-10,Contract Porterage,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002089,"4,086.75",
FCO,FCO,04-Nov-10,Stationery - General,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002089,827.62,
FCO,FCO,04-Nov-10,Corporate Strategy Consultancy,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002089,251.21,
FCO,FCO,04-Nov-10,Property and Construction Consultancy,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002089,"10,708.73",
FCO,FCO,04-Nov-10,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002089,"9,516.07",
FCO,FCO,04-Nov-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002089,"1,237.93",
FCO,FCO,04-Nov-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002089,221.46,
FCO,FCO,04-Nov-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002089,127.56,
FCO,FCO,04-Nov-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002089,"1,079.91",
FCO,FCO,04-Nov-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002089,83.25,
FCO,FCO,04-Nov-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002089,82.24,
FCO,FCO,04-Nov-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002089,98.38,
FCO,FCO,04-Nov-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002089,662.09,
FCO,FCO,04-Nov-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002089,817.35,
FCO,FCO,04-Nov-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002089,165.52,
FCO,FCO,04-Nov-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002089,50.24,
FCO,FCO,04-Nov-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002089,"2,141.74",
FCO,FCO,04-Nov-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002089,"1,903.22",
FCO,FCO,04-Nov-10,Maintenance M and E,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002092,"3,056.60",
FCO,FCO,04-Nov-10,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002092,"3,385.79",
FCO,FCO,04-Nov-10,Grounds Mainteance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002092,181.43,
FCO,FCO,04-Nov-10,Cleaning,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002092,"10,693.37",
FCO,FCO,04-Nov-10,Miscellaneous Expenditure,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002092,187.72,
FCO,FCO,04-Nov-10,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002092,17.47,
FCO,FCO,04-Nov-10,Reception Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002092,"5,223.40",
FCO,FCO,04-Nov-10,Contract Porterage,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002092,"3,187.02",
FCO,FCO,04-Nov-10,Stationery - General,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002092,"1,305.85",
FCO,FCO,04-Nov-10,Rematching / Reinstatement,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002092,602.96,
FCO,FCO,04-Nov-10,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002092,936.93,
FCO,FCO,04-Nov-10,Maintenance M and E,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002093,"7,893.76",
FCO,FCO,04-Nov-10,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002093,"2,742.15",
FCO,FCO,04-Nov-10,Cleaning,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002093,"16,066.21",
FCO,FCO,04-Nov-10,Miscellaneous Expenditure,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002093,345.92,
FCO,FCO,04-Nov-10,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002093,281.08,
FCO,FCO,04-Nov-10,Reception Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002093,"3,855.79",
FCO,FCO,04-Nov-10,Contract Porterage,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002093,"3,057.78",
FCO,FCO,04-Nov-10,Stationery - General,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002093,963.95,
FCO,FCO,04-Nov-10,Rematching / Reinstatement,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002093,"1,141.29",
FCO,FCO,04-Nov-10,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002093,"1,773.45",
FCO,FCO,04-Nov-10,Maintenance M and E,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002095,"2,183.29",
FCO,FCO,04-Nov-10,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002095,"2,418.43",
FCO,FCO,04-Nov-10,Grounds Mainteance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002095,181.43,
FCO,FCO,04-Nov-10,Cleaning,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002095,363.85,
FCO,FCO,04-Nov-10,Cleaning,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002095,75.85,
FCO,FCO,04-Nov-10,Miscellaneous Expenditure,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002095,116,
FCO,FCO,04-Nov-10,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002095,17.47,
FCO,FCO,04-Nov-10,Property and Construction Consultancy,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002095,"34,126.34",
FCO,FCO,04-Nov-10,Rematching / Reinstatement,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002095,"4,859.42",
FCO,FCO,04-Nov-10,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002095,"7,551.06",
FCO,FCO,04-Nov-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002095,458.49,
FCO,FCO,04-Nov-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002095,507.87,
FCO,FCO,04-Nov-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002095,38.1,
FCO,FCO,04-Nov-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002095,76.4,
FCO,FCO,04-Nov-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002095,15.93,
FCO,FCO,04-Nov-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002095,24.36,
FCO,FCO,04-Nov-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002095,3.67,
FCO,FCO,04-Nov-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002095,"7,166.53",
FCO,FCO,04-Nov-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002095,"1,020.47",
FCO,FCO,04-Nov-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002095,"1,585.73",
FCO,FCO,02-Nov-10,Maintenance M and E,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002235,"107,937.61",
FCO,FCO,02-Nov-10,Maintenance B and Ce,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002235,"2,266.55",
FCO,FCO,02-Nov-10,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002235,"43,660.46",
FCO,FCO,02-Nov-10,Grounds Mainteance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002235,"6,823.24",
FCO,FCO,02-Nov-10,Cleaning,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002235,"131,831.28",
FCO,FCO,02-Nov-10,Miscellaneous Expenditure,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002235,"2,386.80",
FCO,FCO,02-Nov-10,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002235,"5,764.62",
FCO,FCO,02-Nov-10,Contract Porterage,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002235,"39,951.18",
FCO,FCO,02-Nov-10,Stationery - General,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002235,"4,379.52",
FCO,FCO,02-Nov-10,Corporate Strategy Consultancy,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002235,"2,486.78",
FCO,FCO,02-Nov-10,Rematching / Reinstatement,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002235,"9,954.70",
FCO,FCO,02-Nov-10,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002235,"46,709.22",
FCO,FCO,02-Nov-10,Interim Helpdesk,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002235,"37,415.55",
FCO,FCO,02-Nov-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1002235,"77,274.32",
FCO,FCO,02-Nov-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1002235,-0.01,
FCO,FCO,08-Nov-10,Maintenance M and E,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002644,"123,804.44",
FCO,FCO,08-Nov-10,Maintenance B and Ce,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002644,"2,599.73",
FCO,FCO,08-Nov-10,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002644,"50,078.54",
FCO,FCO,08-Nov-10,Grounds Mainteance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002644,"7,826.26",
FCO,FCO,08-Nov-10,Cleaning,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002644,"151,210.48",
FCO,FCO,08-Nov-10,Miscellaneous Expenditure,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002644,"2,737.66",
FCO,FCO,08-Nov-10,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002644,"6,612.02",
FCO,FCO,08-Nov-10,Contract Porterage,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002644,"45,824.00",
FCO,FCO,08-Nov-10,Stationery - General,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002644,"5,023.31",
FCO,FCO,08-Nov-10,Corporate Strategy Consultancy,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002644,"2,852.33",
FCO,FCO,08-Nov-10,Rematching / Reinstatement,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002644,"11,418.04",
FCO,FCO,08-Nov-10,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002644,"53,575.47",
FCO,FCO,08-Nov-10,Interim Helpdesk,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002644,"42,915.63",
FCO,FCO,08-Nov-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1002644,"88,633.64",
FCO,FCO,08-Nov-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1002644,-0.01,
FCO,FCO,15-Nov-10,Maintenance M and E,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003139,"113,226.55",
FCO,FCO,15-Nov-10,Maintenance B and Ce,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003139,"2,377.61",
FCO,FCO,15-Nov-10,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003139,"45,799.82",
FCO,FCO,15-Nov-10,Grounds Mainteance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003139,"7,157.58",
FCO,FCO,15-Nov-10,Cleaning,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003139,"138,291.01",
FCO,FCO,15-Nov-10,Miscellaneous Expenditure,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003139,"2,503.75",
FCO,FCO,15-Nov-10,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003139,"6,047.09",
FCO,FCO,15-Nov-10,Contract Porterage,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003139,"41,908.79",
FCO,FCO,15-Nov-10,Stationery - General,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003139,"4,594.11",
FCO,FCO,15-Nov-10,Corporate Strategy Consultancy,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003139,"2,608.63",
FCO,FCO,15-Nov-10,Rematching / Reinstatement,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003139,"10,442.48",
FCO,FCO,15-Nov-10,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003139,"48,997.97",
FCO,FCO,15-Nov-10,Interim Helpdesk,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003139,"39,248.91",
FCO,FCO,15-Nov-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1003139,"81,060.76",
FCO,FCO,15-Nov-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1003139,-0.01,
FCO,FCO,25-Nov-10,Project Works>10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003925,"113,613.45",
FCO,FCO,25-Nov-10,Information Systems Maintenance,DG CENTRAL GROUP,INTERSERVE FM LTD,1003925,98.8,
FCO,FCO,25-Nov-10,FM Interserve Works,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003925,501.41,
FCO,FCO,25-Nov-10,Furniture and Fittings,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003925,194.48,
FCO,FCO,25-Nov-10,FM Interserve BES Maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003925,108,
FCO,FCO,25-Nov-10,Information Systems Maintenance,DG CENTRAL GROUP,INTERSERVE FM LTD,1003925,17.29,
FCO,FCO,25-Nov-10,FM Interserve Works,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003925,87.75,
FCO,FCO,25-Nov-10,Furniture and Fittings,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003925,34.03,
FCO,FCO,25-Nov-10,FM Interserve BES Maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003925,18.9,
FCO,FCO,25-Nov-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1003925,"19,882.35",
FCO,FCO,12-Nov-10,Property and Construction Consultancy,DG CHANGE & DELIVERY,KNIGHT FRANK LLP,1003070,"23,000.00",
FCO,FCO,12-Nov-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,KNIGHT FRANK LLP,1003070,"4,025.00",
FCO,FCO,12-Nov-10,Property and Construction Consultancy,DG CHANGE & DELIVERY,KNIGHT FRANK LLP,1003070,"-23,000.00",
FCO,FCO,12-Nov-10,Property and Construction Consultancy,DG CHANGE & DELIVERY,KNIGHT FRANK LLP,1003070,"23,000.00",
FCO,FCO,12-Nov-10,Property and Construction Consultancy,DG CHANGE & DELIVERY,KNIGHT FRANK LLP,1003070,"4,025.00",
