Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,PO Line Description,Supplier Site Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,ROYAL FREE LONDON NHS FOUNDATION TRUST,PUBLIC,137592,Programme Grants for NHS Trusts,ERS-496983-75505,NW3 1QG,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,ROYAL FREE LONDON NHS FOUNDATION TRUST,PUBLIC,123231,Programme Grants for NHS Trusts,ERS-496983-75505,NW3 1QG,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,ROYAL FREE LONDON NHS FOUNDATION TRUST,PUBLIC,121930,Programme Grants for NHS Trusts,ERS-496983-75505,NW3 1QG,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST,PUBLIC,2268.02,Research for Patient Benefit,ERS-496984-75548,L7 8XP,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST,PUBLIC,100475,Programme Grants for NHS Trusts,ERS-496984-75548,L7 8XP,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,ROYAL NATIONAL HOSPITAL FOR RHEUMATIC DISEASES NHS FOUNDATION TRUST,PUBLIC,38217,Invention for Innovation,ERS-496985-75509,BA1 1RL,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,ROYAL SURREY COUNTY NHS FOUNDATION TRUST,PUBLIC,77062,Invention for Innovation,ERS-496987-75501,GU2 7XX,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,ROYAL UNITED HOSPITAL BATH NHS TRUST,PUBLIC,28144,Cochrane Projects - not including the UKCC,ERS-496988-75517,BA1 3NJ,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,ROYAL UNITED HOSPITAL BATH NHS TRUST,PUBLIC,20871.75,Cochrane Projects - not including the UKCC,ERS-496988-75517,BA1 3NJ,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,SALFORD ROYAL NHS FOUNDATION TRUST,PUBLIC,16712.6,HTA Commissioned Research,ERS-496989-75539,M6 8HD,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,SALFORD ROYAL NHS FOUNDATION TRUST,PUBLIC,98958,Programme Grants for NHS Trusts,ERS-496989-75539,M6 8HD,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,SALFORD ROYAL NHS FOUNDATION TRUST,PUBLIC,15483,Research for Patient Benefit,ERS-496989-75539,M6 8HD,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,SALFORD ROYAL NHS FOUNDATION TRUST,PUBLIC,19878,Research for Patient Benefit,ERS-496989-75539,M6 8HD,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,SHEFFIELD CHILDRENS NHS FOUNDATION TRUST,PUBLIC,9753,Research for Patient Benefit,ERS-496992-75516,S10 2TH,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,SHEFFIELD CHILDRENS NHS FOUNDATION TRUST,PUBLIC,91836.8,HTA Researcher Lead,ERS-496992-75516,S10 2TH,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,11791,Research for Patient Benefit,ERS-496994-75530,S5 7AU,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,15678,Research for Patient Benefit,ERS-496994-75530,S5 7AU,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,90664,Programme Grants for NHS Trusts,ERS-496994-75530,S5 7AU,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,64503.82,HTA Researcher Lead,ERS-496994-75530,S5 7AU,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,29195,Research for Patient Benefit,ERS-496994-75530,S5 7AU,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,PUBLIC,45310.65,HS & DR,ERS-496998-75562,BR3 3BX,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,PUBLIC,105682.75,HTA Researcher Lead,ERS-496998-75562,BR3 3BX,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,PUBLIC,25292,Research for Patient Benefit,ERS-496998-75562,BR3 3BX,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,PUBLIC,54882,HS & DR,ERS-496998-75562,BR3 3BX,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,PUBLIC,14574,Research for Patient Benefit,ERS-496998-75562,BR3 3BX,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,PUBLIC,19439,Research for Patient Benefit,ERS-496998-75562,BR3 3BX,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,PUBLIC,72048,HTA Researcher Lead,ERS-496998-75562,BR3 3BX,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,PUBLIC,1244,Research for Patient Benefit,ERS-496998-75562,BR3 3BX,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,PUBLIC,33190,Research for Patient Benefit,ERS-497000-75561,TS4 3BW,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,SOUTH TYNESIDE NHS FOUNDATION TRUST,PUBLIC,42360,Research for Patient Benefit,ERS-497001-75520,NE34 0PL,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,SOUTHERN HEALTH NHS FOUNDATION TRUST,PUBLIC,32060,Research for Patient Benefit,ERS-497006-75568,SO40 2RZ,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,SUSSEX PARTNERSHIP NHS FOUNDATION TRUST,PUBLIC,15533,Research for Patient Benefit,ERS-497014-75579,BN13 3EP,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,SUSSEX PARTNERSHIP NHS FOUNDATION TRUST,PUBLIC,23627,Research for Patient Benefit,ERS-497014-75579,BN13 3EP,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,PUBLIC,26644,Research for Patient Benefit,ERS-497016-75508,TA1 5DA,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,TAVISTOCK AND PORTMAN NHS FOUNDATION TRUST,PUBLIC,31623,Research for Patient Benefit,ERS-497017-75541,NW3 5BA,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,THE CAMBRIDGESHIRE COMMUNITY SERVICES NHS TRUST,PUBLIC,27016,Research for Patient Benefit,ERS-497019-75660,PE27 5BB,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,THE CHRISTIE HOSPITAL NHS FOUNDATION TRUST,PUBLIC,18568,Research for Patient Benefit,ERS-497020-75514,M20 4BX,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,THE CHRISTIE HOSPITAL NHS FOUNDATION TRUST,PUBLIC,26087,Research for Patient Benefit,ERS-497020-75514,M20 4BX,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,THE CHRISTIE HOSPITAL NHS FOUNDATION TRUST,PUBLIC,18241,Research for Patient Benefit,ERS-497020-75514,M20 4BX,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,PUBLIC,41555,HTA Commissioned Research,ERS-497025-75557,NE7 7DN,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,PUBLIC,18425,Research for Patient Benefit,ERS-497025-75557,NE7 7DN,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,PUBLIC,23402,Research for Patient Benefit,ERS-497025-75557,NE7 7DN,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,PUBLIC,23993,Research for Patient Benefit,ERS-497025-75557,NE7 7DN,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,PUBLIC,21145,HTA Researcher Lead,ERS-497025-75557,NE7 7DN,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,PUBLIC,22465,Research for Patient Benefit,ERS-497025-75557,NE7 7DN,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,PUBLIC,14594,Research for Patient Benefit,ERS-497025-75557,NE7 7DN,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,PUBLIC,24771,Research for Patient Benefit,ERS-497025-75557,NE7 7DN,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,PUBLIC,20307,Research for Patient Benefit,ERS-497025-75557,NE7 7DN,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,PUBLIC,17983.56,HTA Commissioned Research,ERS-497025-75557,NE7 7DN,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,PUBLIC,4578,Research for Patient Benefit,ERS-497025-75557,NE7 7DN,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,THE SOLENT NHS TRUST,PUBLIC,16048,Research for Patient Benefit,ERS-497027-75662,SO16 4XE,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,THE SOLENT NHS TRUST,PUBLIC,135977,Programme Grants for NHS Trusts,ERS-497027-75662,SO16 4XE,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,THE WALTON CENTRE NHS FOUNDATION TRUST,PUBLIC,21424,Research for Patient Benefit,ERS-497028-75522,L9 7LJ,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,THE WALTON CENTRE NHS FOUNDATION TRUST,PUBLIC,21267,Research for Patient Benefit,ERS-497028-75522,L9 7LJ,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,PUBLIC,13472,Research for Patient Benefit,ERS-497029-75554,NW1 2BX,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,PUBLIC,19852,Research for Patient Benefit,ERS-497029-75554,NW1 2BX,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,PUBLIC,20447,Research for Patient Benefit,ERS-497029-75554,NW1 2BX,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,PUBLIC,96283,Programme Grants for NHS Trusts,ERS-497029-75554,NW1 2BX,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,PUBLIC,33527,Cochrane Projects - not including the UKCC,ERS-497029-75554,NW1 2BX,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,PUBLIC,20222,Research for Patient Benefit,ERS-497031-75553,B15 2PR,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,PUBLIC,507429,NIHR Academic Rehab Surgery - Birmingham,ERS-497031-75553,B15 2PR,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,PUBLIC,101841,Programme Grants for NHS Trusts,ERS-497031-75553,B15 2PR,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,PUBLIC,10000,Research for Patient Benefit,ERS-497031-75553,B15 2PR,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,PUBLIC,24147,Research for Patient Benefit,ERS-497031-75553,B15 2PR,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,UNIVERSITY HOSPITAL OF NORTH STAFFORDSHIRE NHS TRUST,PUBLIC,16305,Research for Patient Benefit,ERS-497032-75532,ST4 7LN,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,UNIVERSITY HOSPITAL OF NORTH STAFFORDSHIRE NHS TRUST,PUBLIC,54582,Invention for Innovation,ERS-497032-75532,ST4 7LN,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,UNIVERSITY HOSPITAL OF NORTH STAFFORDSHIRE NHS TRUST,PUBLIC,20186,Research for Patient Benefit,ERS-497032-75532,ST4 7LN,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,UNIVERSITY HOSPITAL OF NORTH STAFFORDSHIRE NHS TRUST,PUBLIC,18586,Research for Patient Benefit,ERS-497032-75532,ST4 7LN,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,UNIVERSITY HOSPITAL OF NORTH STAFFORDSHIRE NHS TRUST,PUBLIC,14019,Research for Patient Benefit,ERS-497032-75532,ST4 7LN,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,PUBLIC,24218,Research for Patient Benefit,ERS-497034-75529,SO52 9AB,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,PUBLIC,13292,Research for Patient Benefit,ERS-497034-75529,SO52 9AB,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,PUBLIC,11793,Research for Patient Benefit,ERS-497034-75529,SO52 9AB,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,PUBLIC,4668,Research for Patient Benefit,ERS-497034-75529,SO52 9AB,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,PUBLIC,23449,Programme Grants for NHS Trusts,ERS-497034-75529,SO52 9AB,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,PUBLIC,9980,Research for Patient Benefit,ERS-497035-75503,BS99 1YF,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,PUBLIC,18756,Research for Patient Benefit,ERS-497035-75503,BS99 1YF,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,PUBLIC,15142,Research for Patient Benefit,ERS-497035-75503,BS99 1YF,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,PUBLIC,34588,HS & DR,ERS-497035-75503,BS99 1YF,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,PUBLIC,18744,Research for Patient Benefit,ERS-497035-75503,BS99 1YF,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,PUBLIC,17429,Research for Patient Benefit,ERS-497035-75503,BS99 1YF,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,PUBLIC,44538.5,Research for Patient Benefit,ERS-497035-75503,BS99 1YF,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,PUBLIC,26917,HTA Commissioned Research,ERS-497035-75503,BS99 1YF,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,PUBLIC,9528.99,HTA Commissioned Research,ERS-497035-75503,BS99 1YF,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,PUBLIC,61831,Programme Grants for NHS Trusts,ERS-497035-75503,BS99 1YF,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,PUBLIC,26052,Programme Grants for NHS Trusts,ERS-497035-75503,BS99 1YF,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,UNIVERSITY HOSPITALS COVENTRY & WARWICKSHIRE NHS TRUST,PUBLIC,50218,Invention for Innovation,ERS-497036-75535,CV2 2DX,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,UNIVERSITY HOSPITALS COVENTRY & WARWICKSHIRE NHS TRUST,PUBLIC,35226,HTA Commissioned Research,ERS-497036-75535,CV2 2DX,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,UNIVERSITY HOSPITALS COVENTRY & WARWICKSHIRE NHS TRUST,PUBLIC,98115,HTA Researcher Lead,ERS-497036-75535,CV2 2DX,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,UNIVERSITY HOSPITALS COVENTRY & WARWICKSHIRE NHS TRUST,PUBLIC,16241,Research for Patient Benefit,ERS-497036-75535,CV2 2DX,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,UNIVERSITY HOSPITALS COVENTRY & WARWICKSHIRE NHS TRUST,PUBLIC,39664,HTA Researcher Lead,ERS-497036-75535,CV2 2DX,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,PUBLIC,95008,HTA Researcher Lead,ERS-497037-75572,LE5 4QF,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,PUBLIC,20581,Research for Patient Benefit,ERS-497037-75572,LE5 4QF,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,PUBLIC,22156.75,Research for Patient Benefit,ERS-497037-75572,LE5 4QF,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,PUBLIC,18722,Research for Patient Benefit,ERS-497037-75572,LE5 4QF,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,PUBLIC,18231,Research for Patient Benefit,ERS-497037-75572,LE5 4QF,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,PUBLIC,32030,Research for Patient Benefit,ERS-497037-75572,LE5 4QF,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,PUBLIC,50623.1,EME - ( NETSCC ),ERS-497037-75572,LE5 4QF,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,VELINDRE NHS TRUST,PUBLIC,99014.88,HTA Researcher Lead,ERS-497039-75594,CF11 9LJ,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,PUBLIC,27868,Research for Patient Benefit,ERS-497043-75502,BA21 4AT,,,Programme
Department of Health,Department of Health,27/06/2013,Research & development,Research & Development,PUBLIC HEALTH ENGLAND,PUBLIC,117130,CJD ,ERS-497068-75716,SP4 0JG,,,Programme
Department of Health,Department of Health,28/06/2013,Legal Fees General,Social Care,CAPSTICKS SOLICITORS LLP,,25293.4,HUB LONDON TO 31/05/13,,SW19 4DR,,,
Department of Health,Department of Health,01/06/2013,Contractor/Staff Substitution,Goverance Operations & Assurance,IN-FORM CONSULT LTD,SME,842.4,Expenses line re period 1/04/2013 to 31/10/2013 for IN-FORM CONSULT LTD,10425,WD3 1RE,,,Admin
Department of Health,Department of Health,28/06/2013,Service charge,Informatics,BT GROUP PLC,LARGE,29943.3,,CHAPS28/6/13.,NW9 6LB,,,Programme
Department of Health,Department of Health,01/06/2013,IT minor costs non capital,External Relations,DELOITTE,LARGE,-36027.91,Reprocurement of FPAS (Foundation Programme Application System),2410065792,MK9 1FD,13660,,Programme
Department of Health,Department of Health,01/06/2013,IT minor costs non capital,External Relations,DELOITTE,LARGE,36027.91,STEP CHANGE TWO **Add to PO492130** Reprocurement of FPAS (Foundation Programme Application System),2410065792,MK9 1FD,,,Programme
Department of Health,Department of Health,01/06/2013,Expense clearing GPC (ST),CENTRAL TECHNICAL,BARCLAYCARD BUSINESS,SME,33794.35,,3462001-06-JUN-13,TS17 6YG,,,Other
Department of Health,Department of Health,28/06/2013,Printing,Goverance Operations & Assurance,XEROX BUSINESS SERVICES,LARGE,-0.03,,CHAPS28/6/13,UB8 1HS,,,Admin
Department of Health,Department of Health,28/06/2013,Printing,Goverance Operations & Assurance,XEROX BUSINESS SERVICES,LARGE,14997.68,Reprographics  - Copy Print Charges Apr & May 2013,CHAPS28/6/13,UB8 1HS,,,Admin
Department of Health,Department of Health,28/06/2013,Printing,Goverance Operations & Assurance,XEROX BUSINESS SERVICES,LARGE,70012.54,Reprographics  - Management Fees Apr & May 2013,CHAPS28/6/13,UB8 1HS,,,Admin
Department of Health,Department of Health,28/06/2013,Service charge,Informatics,CSC COMPUTER SCIENCES LTD,LARGE,3039441.35,Revenue: LSP East FY 2012/13 - March 13 Service Charge Requirements,CHAPS28/6/13,PR1 8UQ,,,Programme
Department of Health,Department of Health,28/06/2013,Service charge,Informatics,CSC COMPUTER SCIENCES LTD,LARGE,1948960.29,Revenue: LSP NE FY 2012/13 -  March 13 Service Charge Requirements,CHAPS28/6/13,PR1 8UQ,,,Programme
Department of Health,Department of Health,28/06/2013,Service charge,Informatics,CSC COMPUTER SCIENCES LTD,LARGE,1479833.36,Revenue: LSP NWWM FY 2012/13 March 13 Service Charge Requirements,CHAPS28/6/13,PR1 8UQ,,,Programme
Department of Health,Department of Health,01/06/2013,Contractor/Staff Substitution,Goverance Operations & Assurance,CAPITA RESOURCING LTD,LARGE,-0.01,,WN70166743,DL1 9HN,,,Admin
Department of Health,Department of Health,01/06/2013,Raw materials & consumables,Strategy Finance & NHS,MEDAC,SME,36405,,1026138,,,,
Department of Health,Department of Health,01/06/2013,Raw materials & consumables,Strategy Finance & NHS,MEDAC,SME,6916.95,,1026138,,,,
Department of Health,Department of Health,03/06/2013,Building repairs & maintenance,Goverance Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,7176.74,"Building Maintenance Costs from 01/04/13 - 31/03/2014 @£7,176.74 mthly",00277042RI,SO53 3YE,,,Admin
Department of Health,Department of Health,03/06/2013,Cleaning: contract,Goverance Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,6303.3,"Cleaning Costs from 01/04/13 - 31/03/2014 @£6,303.30 mthly",00277042RI,SO53 3YE,,,Admin
Department of Health,Department of Health,03/06/2013,Facilities management: contract,Goverance Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,12779.78,"FM Costs from 01/04/13 - 31/03/2014 @£12,726.26 mthly",00277042RI,SO53 3YE,,,Admin
Department of Health,Department of Health,03/06/2013,Security: contract,Goverance Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,12726.26,"Security Costs from 01/04/13 - 31/03/2014 @£12,779.78 mthly",00277042RI,SO53 3YE,,,Admin
Department of Health,Department of Health,03/06/2013,Facilities management: contract,Goverance Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,31422,Blenheim House - Facilities Management Contract Set-Up Costs FY13-14,00281381RI,SO53 3YE,,,Other
Department of Health,Department of Health,03/06/2013,Building repairs & maintenance,Goverance Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,45538,"Building Maintenance Costs from 01/04/13 - 31/03/2014 @£45,538.01 mthly",00281382RI,SO53 3YE,,,Admin
Department of Health,Department of Health,03/06/2013,Cleaning: contract,Goverance Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,21978.84,"Cleaning Costs from 01/04/13 - 31/03/2014 @£21,978.84 mthly",00281382RI,SO53 3YE,,,Admin
Department of Health,Department of Health,03/06/2013,Facilities management: contract,Goverance Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,12690.2,"FM Costs from 01/04/13 - 31/03/2014 @£12,690.20 mthly",00281382RI,SO53 3YE,,,Admin
Department of Health,Department of Health,03/06/2013,Security: contract,Goverance Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,28624.63,"Security Costs from 01/04/13 - 31/03/2014 @£28,624.62 mthly",00281382RI,SO53 3YE,,,Admin
Department of Health,Department of Health,03/06/2013,Building repairs & maintenance,Goverance Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,47940.42,"Building Maintenance Costs from 01/04/13 - 31/03/2014 @£47,940.42 mthly",00281383RI,SO53 3YE,,,Admin
Department of Health,Department of Health,03/06/2013,Cleaning: contract,Goverance Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,28341.45,"Cleaning Costs from 01/04/13 - 31/03/2014 @£28,341.45 mthly",00281383RI,SO53 3YE,,,Admin
Department of Health,Department of Health,03/06/2013,Facilities management: contract,Goverance Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,25620.7,"FM Costs from 01/04/13 - 31/03/2014 @£25,620.70 mthly",00281383RI,SO53 3YE,,,Admin
