Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,group
Ministry of Justice,MoJ HQ,27-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1148231,"48,406.00",TW3 Technology Programme Tech Connect Bar Installation and Delivery of New Service Desk for 102 Petty France,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,"45,081.78",Monthly ATOS IT costs for General IT charges,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,"25,118.80",Monthly ATOS IT costs for Hosting Service charges,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,"24,860.62",Monthly ATOS IT costs for Telephony Service charges,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,"4,972.12",Monthly ATOS IT costs for Telephony Service charges,
Ministry of Justice,MoJ HQ,13-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146999,"72,851.85",Atos FITS Exit charges,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,11.62,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,23.24,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,34.86,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,23.24,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,78.26,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,82.78,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,165.56,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,27-Nov-14,222002-Other Property Costs,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1148231,"47,464.25",Atos FITS Exit charges,
Ministry of Justice,MoJ HQ,27-Nov-14,222002-Other Property Costs,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1148231,"9,492.85",Atos FITS Exit charges,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,792,Relocation of devices,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,168.02,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,164,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,164,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,25.78,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,5,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,25.78,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,25.78,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,46,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,46,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,25.78,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,46,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,51.56,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,25.78,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,25.78,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,25.78,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,25.78,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,46,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,46,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,25.78,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,46,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,6.19,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,46,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,46,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,46,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,25.78,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,11.62,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,11.62,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,11.62,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,11.62,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,11.62,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,11.62,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,11.62,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,11.62,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,11.62,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,11.62,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,11.62,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,11.62,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,11.62,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,11.62,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,11.62,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,11.62,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,"1,398.30",One-off charge for Power down service,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,78.26,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,82.78,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,82.78,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,82.78,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,82.78,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,133.72,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,82.78,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,82.78,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,66.86,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,111.45,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,51.56,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,51.56,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,46,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,46,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,46,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,46,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,25.78,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,51.56,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,11.62,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,11.62,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,78.26,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,23.24,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,23.24,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,82.78,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,111.45,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,25.23,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,11.62,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,78.26,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,11.62,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,242.09,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,11.17,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,11.62,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,25.78,IT Peripherals/Individual Ordered Software and Equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,25.78,IT Peripherals/Individual Ordered Software and Equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,11.62,IT Peripherals/Individual Ordered Software and Equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,11.62,IT Peripherals/Individual Ordered Software and Equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,46,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,78.26,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,164,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,25.78,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,46,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,25.78,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,25.78,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,25.78,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,25.78,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,46,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,11.62,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,11.62,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,06-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146376,"550,275.00",Network WAN Optimistion (NOP),
Ministry of Justice,MoJ HQ,06-Nov-14,532000-Tangible GBV - Additions,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146376,"541,407.94",HMCTS Criminal Justice Efficiency Programme,
Ministry of Justice,MoJ HQ,27-Nov-14,532000-Tangible GBV - Additions,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1148231,"510,972.36",HMCTS Criminal Justice Efficiency Programme,
Ministry of Justice,MoJ HQ,20-Nov-14,532000-Tangible GBV - Additions,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1147591,"228,196.50",The Way we Work (TW3) ,
Ministry of Justice,MoJ HQ,10-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146711,"80,924.14",The Way we Work (TW3) ,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,11.62,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,11.62,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,11.62,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,11.62,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,24-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1147951,"29,206.00",HMCTS Criminal Justice Efficiency Programme,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,164,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,46,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,25.78,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,25.78,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,46,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,25.78,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,46,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,11.62,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,46.48,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,46.48,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,82.78,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,11.62,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,11.62,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,165.56,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,82.78,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,11.1,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,164,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,46,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,"103,203.00",Axis House Network configuration costs (one off charge),
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,"20,640.60",Axis House Network configuration costs (one off charge),
Ministry of Justice,MoJ HQ,20-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1147591,"101,874.00",Costs relating to Axis House Data capture ,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,92.44,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,37.37,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,31.31,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,92.44,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,92.44,IT peripherals/individual ordered software and equipment,
