Department,Entity,Date,Expense type,Expense Area,Supplier Name,Transaction Number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Number,Expenditure type
Defra,EA,19/04/2012,Construction,SE North East Thames - Ops Delivery,JT Mackley & Co Ltd,1065830,"£70,634.74",North Thames tilting gates minor works contractors framework,BN5 9XQ,,30134439,RETH000405,Project
Defra,EA,24/04/2012,Construction,SE Kent & South London - Flood Risk,JT Mackley & Co Ltd,1067483,"£69,312.43",Southmere Lake Reed Bed creation minor works contractors framework,BN5 9XQ,,30134439,RESE500001,Project
Defra,EA,17/04/2012,Construction,Investment and Funding Manager,Jeremy Benn Associates Ltd,1065970,"£40,500.00",National flood risk assessment method improvements  Work package 2.,BD23 3AE,,30219909,FCPIF00087B00,Project
Defra,EA,17/04/2012,Professional Services Other,Investment and Funding Manager,Jeremy Benn Associates Ltd,1065971,"£121,604.40",Measuring confidence in national flood risk assesments outputs,BD23 3AE,,,FCPIF00151B00,Administration
Defra,EA,05/04/2012,Professional Services Technical Services,SE Capital WiP,Jeremy Benn Associates Ltd,1063082,"£25,105.20",Dour Channel Flood risk improvements,BD23 3AE,,30219909,IMSE100064,Project
Defra,EA,05/04/2012,Professional Services Technical Services,AN Capital WiP,Jacobs LES Ltd,1061843,"£42,000.00",Lincoln Areas cameras management. Building support and maintenance and repair services,RG41 5TU,,30231664,IMAN001919,Project
Defra,EA,05/04/2012,Construction,SE Capital WiP,Jacobs Engineering UK Ltd,1062638,"£30,638.28",Environmental consultancy services on Upper Mole Flood alleviation scheme at Worth Farm,G2 7HX,,30072261,IMTH000956,Project
Defra,EA,05/04/2012,Construction,HO NCPMS Manager,Jacobs Engineering UK Ltd,1061854,"£26,303.68",Engage contract design and management co-ordinator services,G2 7HX,,30072261,NCPMSCDM,Project
Defra,EA,10/04/2012,Construction,NE Capital WiP,Jacobs Engineering UK Ltd,1061870,"£35,003.95","Redcar flood alleviation scheme for site setup, design input during construction.",G2 7HX,,30072261,IMNE000524,Project
Defra,EA,05/04/2012,Construction,NE Capital WiP,Jacobs Engineering UK Ltd,1061873,"£30,896.94",Ings Beck site supervision,G2 7HX,,30072261,IMNE000646,Project
Defra,EA,05/04/2012,Construction,SE Capital WiP,Jacobs Engineering UK Ltd,1061930,"£69,431.10",Medmerry managed realignment geotechnical design work following additional ground investigation,G2 7HX,,30072261,IMSO001023,Project
Defra,EA,05/04/2012,Professional Services Technical Services,SE SSD - AEM West,Jacobs Engineering UK Ltd,1061893,"£44,829.60",River Medina fish pass.,G2 7HX,,30181095,RESE000091,Project
Defra,EA,03/04/2012,Construction,AN Capital WiP,Jackson Civil Engineering Ltd,1058500,"£92,063.71",Steeple Bumpstead site clearance,IP1 5LT,,30142731,IMAN001770,Project
Defra,EA,05/04/2012,Construction,AN Capital WiP,Jackson Civil Engineering Ltd,1060513,"£67,238.26","Godmanchester flood alleviation scheme, site supervision, tree removal and swan nesting mitigation fencing",IP1 5LT,,30142731,IMAN000624,Project
Defra,EA,12/04/2012,Construction,AN Central-Ops Delivery,Jackson Civil Engineering Ltd,1060824,"£43,240.32",Operation Delivery - general maintenance works; Clipstone Brook Desilt,IP1 5LT,,30184783,REAN001489,Project
Defra,EA,03/04/2012,Construction,MI Capital WiP,Jackson Civil Engineering Ltd,1061436,"£106,578.17",Derby urgent works. Engineering construction works,IP1 5LT,,30142731,IMMI001302,Project
Defra,EA,05/04/2012,Construction,MI Capital WiP,Jackson Civil Engineering Ltd,1061589,"£32,570.93",Powick flood alleviation scheme,IP1 5LT,,30142731,IMMI000948,Project
Defra,EA,05/04/2012,Construction,MI Capital WiP,Jackson Civil Engineering Ltd,1062444,"£43,098.42",Borrowash fish pass enabling works,IP1 5LT,,30142731,IMMI001282,Project
Defra,EA,10/04/2012,Construction,SE Capital WiP,Jackson Civil Engineering Ltd,1064325,"£145,758.31",Thames Waterways Chertsey Lock refurbishment engineering construction works.,IP1 5LT,,30142731,IMTH001556,Project
Defra,EA,12/04/2012,Construction,AN Capital WiP,Jackson Civil Engineering Ltd,1064330,"£626,253.18","Wherstead Road flood alleviation scheme, excavation and disposal of sand, sheet piling and block work repairs to Constantine Weir, changing the existing hydraulic fluid within the Velocity Control Structure Ram",IP1 5LT,,30142731,IMAN001216,Project
Defra,EA,12/04/2012,Construction,AN Central-Ops Delivery,Jackson Civil Engineering Ltd,1064340,"£26,512.80",River Hit operation delivery - general maintenance works,IP1 5LT,,30184783,REAN001488,Project
Defra,EA,24/04/2012,Construction,SE Capital WiP,Jackson Civil Engineering Ltd,1067020,"£1,136,659.66",Rye Harbour Western Training Walls  certificate no 3. Engineering construction works,IP1 5LT,,30142731,IMSO001286,Project
Defra,EA,19/04/2012,Construction,NE Capital WiP,Jackson Civil Engineering Ltd,1067155,"£103,160.74",Provision of screen cleaning equipment engineering construction works,IP1 5LT,,30142731,IMNE000196,Project
Defra,EA,19/04/2012,Construction,NE Capital WiP,Jackson Civil Engineering Ltd,1067158,"£332,586.35",Provision of screen cleaning equipment engineering construction works,IP1 5LT,,30142731,IMNE000196,Project
Defra,EA,24/04/2012,Construction,MI Capital WiP,Jackson Civil Engineering Ltd,1067791,"£540,954.28",Nottingham Lefbank flood alleviation scheme - Construction of flood defences at Attenborough Village,IP1 5LT,,30142731,IMMI000642,Project
Defra,EA,05/04/2012,Construction,AN Eastern - Flood Risk,J Pullen,1062121,"£30,275.00",Navigation marker maintenance work to the Essex Polders,CO5 8JR,,30204212,REAN001378,Project
Defra,EA,12/04/2012,Construction,SE North East Thames - Ops Delivery,J Breheny Contractors Ltd,1062568,"£90,820.87",Hardstanding design and build at David Stoker radial gates.,IP6 8NH,,30134424,RETH000404,Project
Defra,EA,03/04/2012,Construction,SE Kent & South London - Ops Delivery,J Breheny Contractors Ltd,1060579,"£60,566.74",Fire Damage repairs - Minor Works Contractors Framework,IP6 8NH,,30134424,RESE500031,Project
Defra,EA,03/04/2012,Construction,SE Capital WiP,J Breheny Contractors Ltd,1060638,"£38,701.63",Sunbury Island Fencing Minor Works Contractors Framework,IP6 8NH,,30134424,IMSE100075,Project
Defra,EA,03/04/2012,Construction,SE West Thames - Ops Delivery,J Breheny Contractors Ltd,1061136,"£42,333.84",Wey and Loddon vegetation management contract.,IP6 8NH,,30134424,,Project
Defra,EA,05/04/2012,Construction,AN Northern - Flood Risk,J Breheny Contractors Ltd,1062528,"£47,946.54",River Till bank maintenance works,IP6 8NH,,30184785,REAN001460,Project
Defra,EA,10/04/2012,Construction,SE West Thames - Ops Delivery,J Breheny Contractors Ltd,1064158,"£35,321.02",Wey and Loddon Vegetation Management Contract,IP6 8NH,,30134424,,Project
Defra,EA,17/04/2012,Construction,NW North-Ops Delivery,IT Shaw Ltd,1064145,"£60,325.68",Works at Bridge End Depot,LA12 9EE,,30239808,,Project
Defra,EA,10/04/2012,Construction,NW Capital WiP,IT Shaw Ltd,1064198,"£36,151.75",Cuddy Beck construction of minor works,LA12 9EE,,30239808,IMNW000383,Project
Defra,EA,05/04/2012,Marketing & Media,Incident Management Manager,Ipsos MORI,1062458,"£31,914.00",Provision of national market research services flood segmentation work,HA1 1PT,,30218704,FCPIM00029B00,Administration
Defra,EA,17/04/2012,Marketing & Media,Head of Research,Ipsos MORI,1065514,"£25,567.20",Catchment Sensitive Farming market research,HA1 1PT,,30218704,HOEV111201,Administration
Defra,EA,05/04/2012,Construction,Head of Corporate Assets,Inviron Ltd,1059439,"£39,040.80","Costs for external lighting at Brampton - Anglian, mechanical and electrical additional services",B37 7YN,,30161931,HOFAC000011,Project
Defra,EA,05/04/2012,Construction,FM Operating Unit - Central and South East,Inviron Ltd,1062235,"£25,328.32","To supply and install new led lights. Anglian, mechanical and electrical works",B37 7YN,,30161931,HOFAC00003,Project
Defra,EA,10/04/2012,Construction,SE Capital WiP,Interserve Construction Ltd,1050054,"£150,463.74",Southern recondition programme - culvert works,TQ14 0HP,,30142730,IMSO001184,Project
Defra,EA,10/04/2012,Construction,SE Capital WiP,Interserve Construction Ltd,1050107,"£53,289.05",Southern recondition programme –  for phase 2 works on culverts Brook,TQ14 0HP,,30142730,IMSO001184,Project
Defra,EA,24/04/2012,Construction,SE Capital WiP,Interserve Construction Ltd,1064980,"£183,594.23",North East bridges and culverts package concrete repair works at Fieldes Weir to fabricate galvanise and install steel palisade fence,TQ14 0HP,,30142730,IMTH001448,Project
Defra,EA,17/04/2012,Construction,AN Capital WiP,Interserve Construction Ltd,1064984,"£87,030.13",Minsmere flood risk management. Engineering construction works,TQ14 0HP,,30142730,IMAN001506,Project
Defra,EA,19/04/2012,Construction,NE Capital WiP,Interserve Construction Ltd,1067045,"£110,296.07",Ripon flood alleviation scheme (construction). To deliver phase 2 construct new and improvement works around individual properties to produce a continuous line of flood defence,TQ14 0HP,,30142730,IMNE000541,Project
Defra,EA,19/04/2012,Construction,NE Capital WiP,Interserve Construction Ltd,1067047,"£86,140.40",Ripon flood alleviation scheme to cover additional works at Laver Flood Storage Dam - To deliver Phase 2 of the Ripon Flood Alleviation Scheme (FAS) to construct new and improvement works around individual properties to produce a continuous line of flood ,TQ14 0HP,,30142730,IMNE000541,Project
Defra,EA,24/04/2012,Construction,SE Capital WiP,Interserve Construction Ltd,1068178,"£487,492.60",Southern recondition programme. Culvert works in accordance with project plan and procurement strategy.,TQ14 0HP,,30142730,IMSO001184,Project
Defra,EA,19/04/2012,Facilities,National Accomodation Change Fund,Interface FLOR,1066777,"£37,200.00",To supply and fit floor covering (carpet and lino); Appleton House relocation project - flooring works,HX3 7PA,,30135672,HORES00023,Administration
Defra,EA,03/04/2012,Professional Services Learning & Development,Operations Planning Performance & Comms,InterAct Networks Ltd Liability Partnership,1058882,"£30,312.00",Environmental Permitting Regulations Effective conversations  development days  - Delivery of training; Research/Support Tutor Development; Delivery Tutor; Training - additional requirements; Travel and Subsistance; Lead Tutor Development,BS21 7HR,,30323548,HOOP000088,Administration
Defra,EA,24/04/2012,Professional Services Technical Services,SE SSD - Ops Delivery,Integrated Water Services Ltd,1054106,"£41,022.07","Pump station and gates work summer maintenance across Kent, Sussex, Hampshire",WS2 7PD,,,RESO000661,Project
Defra,EA,10/04/2012,ICT,Incident Management Manager,Insight Direct UK Ltd,1064087,"£61,416.06",For the provision of a Rostering System for Better Tools for Incident Management,S9 2BU,,,FCPIM00020L06,Project
Defra,EA,05/04/2012,ICT,HO Capital WiP,Infoterra Ltd,1063422,"£112,071.60",Datashare Inspire enhancements milestone payments,GU14 0NL,,,BBPDM20028L01,Project
Defra,EA,17/04/2012,ICT,E and B Regulated Industry,Information Processing Ltd,1065807,"£60,000.00",Interim requirements draft. Electronic duty of care (edoc) requirements gathering phase,BA1 5LR,,,HOEB910065,Administration
Defra,EA,03/04/2012,Professional Services Other,AN Northern-AEM - Northampton/Kettering,Hydrock Consultants Ltd,1061265,"£50,084.38",Helpston groundwater remediation project  Environmental investment,BS32 4DF,,30177470,REAN001586,Project
Defra,EA,12/04/2012,Professional Services Other,AN Northern-AEM - Northampton/Kettering,Hydrock Consultants Ltd,1062413,"£53,785.72",Helpston remediation project,BS32 4DF,,30177470,REAN001586,Project
Defra,EA,03/04/2012,Professional Services Technical Services,SE Kent & South London - Ops Delivery,Hunton Engineering Design,1061060,"£50,400.00",Replacing steel work on auto sluices in Medway.,ME15 0RR,,30333885,,Project
Defra,EA,05/04/2012,Vehicles,HO Capital WiP,HR Wallingford Ltd,1061050,"£31,226.40",Remote control river survey boats,OX10 8BA,,,IMHO000023,Project
Defra,EA,25/04/2012,Facilities,FM Operating Unit - Central and South West,Holding & Barnes Plc,1069255,"£135,750.00",Yearly rent at the Trentside offices - 1 April 2011-31 March 2012,SS8 0PQ,,,,Administration
Defra,EA,03/04/2012,Vehicles,Fleet Operations,Hitachi Capital Vehicle Solutions Ltd,1060053,"£75,000.00",Supply of lease cars - service inspection maintenance and repair,RG14 2NU,,30000281,,Administration
Defra,EA,10/04/2012,Vehicles,Fleet Operations,Hitachi Capital Vehicle Solutions Ltd,1063783,"£60,477.48",Supply of lease cars - service inspection maintenance and repair,RG14 2NU,,30000281,,Administration
Defra,EA,05/04/2012,Vehicles,EA Wales,Hitachi Capital Vehicle Solutions Ltd,1064262,"£342,624.73",Period rentals February 2012. Supply of lease vehicles,RG14 2NU,,40000314,,Administration
Defra,EA,12/04/2012,Vehicles,EA Wales,Hitachi Capital Vehicle Solutions Ltd,1065835,"£211,564.62",Period rentals February 2012. Supply of lease vehicles,RG14 2NU,,40000314,,Administration
Defra,EA,19/04/2012,Vehicles,Fleet Operations,Hitachi Capital Vehicle Solutions Ltd,1066798,"£1,560,987.69","Supply of lease cars, 1st April 2012 to 31st March 2013",RG14 2NU,,,,Administration
Defra,EA,24/04/2012,Vehicles,HO Fleet Operations,Hewden Stuart Plc,1068066,"£389,531.98",Plant hire contract consolidated charges for 03/12,M32 0HW,,30184689,,Administration
Defra,EA,24/04/2012,Vehicles,HO Fleet - EA Wales,Hewden Stuart Plc,1068189,"£28,306.74",Plant hire contract consolidated charges for 03/12,M32 0HW,,40019499,,Administration
Defra,EA,05/04/2012,Personnel Related,Internal Transformation (HSW),Health Management Ltd,1061979,"£192,024.00",Health screening for EA staff until March 2012,BN8 5NN,,,HOHRITA001,Administration
Defra,EA,12/04/2012,Personnel Related,Internal Transformation (HSW),Health Management Ltd,1064797,"£35,736.60",Provision of occupational health services until end of March 2012,BN8 5NN,,,HOHRITA001,Administration
Defra,EA,03/04/2012,Construction,AN Capital WiP,Haskoning UK Ltd,1060788,"£52,562.90",Steeple Bumpstead flood risk management scheme preparation of business case,PE3 8DW,,30071934,IMAN001770,Project
Defra,EA,03/04/2012,Construction,AN Capital WiP,Haskoning UK Ltd,1060808,"£44,457.32",Chelmsford flood alleviation scheme archaeological desk study,PE3 8DW,,30071934,IMAN001326,Project
Defra,EA,03/04/2012,Construction,MI Capital WiP,Haskoning UK Ltd,1060829,"£72,000.00",Midlands regional fish pass package installation of level gauge boards and a topographic survey.,PE3 8DW,,30071934,IMMI001259,Project
Defra,EA,03/04/2012,Construction,NE Capital WiP,Haskoning UK Ltd,1060867,"£29,930.40","River Derwent sluices, structure removal impact modelling",PE3 8DW,,30071934,IMNE000903,Project
Defra,EA,03/04/2012,Construction,NE Capital WiP,Haskoning UK Ltd,1060871,"£68,040.00",Yorkshire and North East regional fish pass package,PE3 8DW,,30071934,IMNE960004,Project
Defra,EA,03/04/2012,Construction,NE Capital WiP,Haskoning UK Ltd,1060879,"£41,400.00",Natural flood management review supply of engineering and environmental consultancy services,PE3 8DW,,30071934,IMNE000113,Project
Defra,EA,03/04/2012,Construction,SE Capital WiP,Haskoning UK Ltd,1060891,"£40,639.93",Beverley Brook at Worcester Park flood alleviation scheme.,PE3 8DW,,30071934,IMTH001445,Project
Defra,EA,03/04/2012,Construction,SE Capital WiP,Haskoning UK Ltd,1060896,"£29,821.20",Removal of the telemetry apparatus and removal of telemetry hut and footbridge.,PE3 8DW,,30071934,IMSE100013,Project
Defra,EA,03/04/2012,Construction,SE SSD - AEM East,Haskoning UK Ltd,1060905,"£83,866.80",Adur and Ouse pilot catchment river Ouse,PE3 8DW,,30071934,RESE000102,Project
Defra,EA,03/04/2012,Construction,Head of Research,Haskoning UK Ltd,1060924,"£30,000.00",Supply of engineering and environmental consultancy services channel management handbook,PE3 8DW,,30071934,HOEV101103,Project
Defra,EA,05/04/2012,Professional Services Technical Services,Head of Research,Haskoning UK Ltd,1063274,"£83,803.20",Consultancy services - outline development and initial testing of the next generation policy analysis tools,PE3 8DW,,30219918,HOEV101103,Administration
Defra,EA,12/04/2012,Professional Services Technical Services,Asset Management Manager,Haskoning UK Ltd,1064482,"£45,760.22",Conveyance Manual  2011. Support for long term investment strategy project; Supply of flood management consultancy services,PE3 8DW,,30219918,FCPAM00005B04,Administration
Defra,EA,10/04/2012,Construction,NE Capital WiP,Halcrow Group Ltd,1062001,"£28,248.00",Humber Estuary consultancy services,SN4 0QD,,30071913,IMNE000830,Project
Defra,EA,17/04/2012,Construction,AN Capital WiP,Halcrow Group Ltd,1047286,"£45,501.62",Great Yarmouth framework for action ground investigation design and procurement,SN4 0QD,,30071913,IMAN002228,Project
Defra,EA,12/04/2012,Construction,NE Capital WiP,Halcrow Group Ltd,1059483,"£33,494.80",Morpeth flood alleviaton scheme - detailed design planning.,SN4 0QD,,30071913,IMNE000794,Project
Defra,EA,03/04/2012,Construction,SW Capital WiP,Halcrow Group Ltd,1059572,"£69,640.85",Steart managed realignment carry out work plan for Steart coastal management project.,SN4 0QD,,30071913,IMSW001389,Project
Defra,EA,03/04/2012,Professional Services Technical Services,Head of Research,Halcrow Group Ltd,1061027,"£36,776.51",Flood coastal risk management asset deterioration assessment,SN4 0QD,,,HOEV101103,Project
Defra,EA,03/04/2012,Professional Services Technical Services,Investment and Funding Manager,Halcrow Group Ltd,1061395,"£27,033.60",Trialling different property count methods. Supply of flood management consultancy services,SN4 0QD,,30219914,FCPIF00089B00,Administration
Defra,EA,05/04/2012,Professional Services Technical Services,Investment and Funding Manager,Halcrow Group Ltd,1061397,"£36,486.36",System asset management plan,SN4 0QD,,30219914,FCPIF00086B00,Administration
Defra,EA,24/04/2012,Professional Services Technical Services,Incident Management Manager,Halcrow Group Ltd,1067953,"£28,754.40",National coastal erosion risk mapping additional analyses. Supply of flood management consultancy services,WR5 2JG,,30219914,FCPMM00055B00,Administration
Defra,EA,24/04/2012,Professional Services Technical Services,Investment and Funding Manager,Halcrow Group Ltd,1068058,"£29,400.00",National Receptor Dataset version 2011 - export the Property Point Layer master database; National Receptor Dataset (NRD) - Flood Directive Review; Supply of flood management consultancy services,SN4 0QD,,30219914,FCPIF00017B00,Administration
Defra,EA,05/04/2012,Environmental Services ,NE Capital WiP,GMV Winn & Co,1062432,"£48,000.00",Contribution for Buttercrambe fish pass,YO41 1XU,,,IMNE430004,Project
Defra,EA,05/04/2012,Environmental Services ,NE Capital WiP,GMV Winn & Co,1062435,"£72,000.00",Concrete works for Buttercrambe fish pass contribution towards the cost of fish pass construction,YO41 1XU,,,IMNE430004,Project
Defra,EA,10/04/2012,Construction,SW Capital WiP,Geodesign Barriers Ltd,1055946,"£81,597.60","Supply and delivery of 100m x EUR125 Steel barrier in metal crates and 2x 90 degree corner section including barrier plastic membrane, chain, clips and locks etc. at Bridgwater",SN2 1LE,,,IMSW001987,Project
Defra,EA,03/04/2012,Construction,National Accomodation Change Fund,Gelder Ltd,1060303,"£113,046.96",Refurbishment of canteen  - Kingfisher House,LN1 2DS,,30199819,REAN001298,Project
Defra,EA,10/04/2012,Construction,National Accomodation Change Fund,Gelder Ltd,1064088,"£90,739.01","Gelders Peterborough accommodation - work to include decoration, minor demolition, building work, electrical work and replacement kitchens",LN1 2DS,,30199819,REAN001298,Project
Defra,EA,17/04/2012,Construction,FM Operating Unit - Central and South East,Gelder Ltd,1064887,"£28,560.00",Window replacement for Arkwright Road building maintenance services,LN1 2DS,,30199819,,Project
Defra,EA,25/04/2012,Professional Services Other,National Enforcement Service,GB Group Plc,1068610,"£36,000.00",Online intelligence gathering tool,CH4 9GB,,,HOOP000161,Administration
Defra,EA,05/04/2012,Environmental Services ,NE Capital WiP,Gateshead Council,1061822,"£50,000.00",Derwent fish pass contribution to fish pass build by Gateshead council for 2012/13,NE8 1HH,,,IMNE960007,Project
Defra,EA,19/04/2012,Professional Services Consultancy | Professional Services Other,CI Innovation Architecture,Gartner UK Ltd,1066892,"£82,680.00",Gartner research consultancy services (to provide CIO-focused service).,TW20 9AW,,30158855,,Administration
Defra,EA,19/04/2012,Construction,SE Capital WiP,Galliford Try Infrastructure Ltd,1059352,"£187,636.96",Tidal walls - installing 3 additional safety signs to capping beam,LE10 3JF,,30142734,IM3728,Project
Defra,EA,05/04/2012,Construction,SE Capital WiP,Galliford Try Infrastructure Ltd,1061839,"£210,755.47",Banbury flood alleviation scheme removal of soft material and land drains within the embankment footprint and additional gabion baskets at Hardwick and raising of existing ground levels.,LE10 3JF,,30142734,IMTH000615,Project
Defra,EA,12/04/2012,Construction,SE Capital WiP,Galliford Try Infrastructure Ltd,1063199,"£31,006.40",Haydon Wick advanced works. Additional willow and haxel hurdles will need to be installed along the Rushmere Path,LE10 3JF,,30142734,IMTH001574,Project
Defra,EA,10/04/2012,Construction,SE Capital WiP,Galliford Try Infrastructure Ltd,1064085,"£54,246.85",The decommissioning of a failed culvert and reinstatement of the embankment through which it runs.  Louse House culvert near Bilsington in Kent.,LE10 3JF,,30142734,IMSE100077,Project
Defra,EA,10/04/2012,Construction,SE Capital WiP,Galliford Try Infrastructure Ltd,1064086,"£41,201.32","The construction of six simple drainage soakaways behind the seawall defence on Coast Road, Littlestone-on-sea, Kent.",LE10 3JF,,30142734,IMSE100078,Project
Defra,EA,19/04/2012,Construction,NW Capital WiP,Galliford Try Infrastructure Ltd,1064776,"£247,428.19",Ellen Brook recondition south,LE10 3JF,,30142734,IMNW000294,Project
Defra,EA,19/04/2012,Construction,NW Capital WiP,Galliford Try Infrastructure Ltd,1064781,"£68,525.27",Pickhill recondition south - Ellen Brook recondition failing assets.,LE10 3JF,,30142734,IMNW000327,Project
Defra,EA,19/04/2012,Construction,NW Capital WiP,Galliford Try Infrastructure Ltd,1064784,"£100,022.17",Sindsley Brook second phase recondition south - Sindsley Brook,LE10 3JF,,30142734,IMNW000293,Project
Defra,EA,19/04/2012,Construction,SE Capital WiP,Galliford Try Infrastructure Ltd,1065309,"£327,009.25",Worth Farm engineering construction works,LE10 3JF,,30142734,IMTH000956,Project
Defra,EA,24/04/2012,Construction,SE Capital WiP,Galliford Try Infrastructure Ltd,1066307,"£32,453.24",Thames Barrier ancillary services for upgrades to Thames Barrier lifts systems,LE10 3JF,,30142734,IMTH001492,Project
Defra,EA,24/04/2012,Construction,SE Capital WiP,Galliford Try Infrastructure Ltd,1066310,"£27,098.58",Thames Barrier ancillary services for upgrades to Thames Barrier lifts systems,LE10 3JF,,30142734,IMTH001492,Project
Defra,EA,19/04/2012,Construction,NE Capital WiP,Galliford Try Infrastructure Ltd,1066447,"£264,098.59",Ings Beck reach engineering construction works,LE10 3JF,,30142734,IMNE000646,Project
Defra,EA,19/04/2012,Construction,NE Capital WiP,Galliford Try Infrastructure Ltd,1066695,"£303,310.08",Ings Beck reach flood alleviation scheme construction reach,LE10 3JF,,30142734,IMNE000646,Project
Defra,EA,24/04/2012,Construction,NW Capital WiP,Galliford Try Infrastructure Ltd,1067272,"£36,256.13",Stanneylands Crump Weir engineering construction works,LE10 3JF,,30142734,IMNW000257,Project
Defra,EA,19/04/2012,Construction,MI Capital WiP,G F Tomlinson Civil Engineering Ltd,1064396,"£68,343.13",Grange Crescent flood alleviation scheme,WR3 8LX,,30224315,IMMI001247,Project
Defra,EA,03/04/2012,Professional Services Other,AN Capital WiP,Fugro Engineering Services Ltd,1035145,"£51,320.07",Floating mooring landing stage replacement; National site investigation framework,OX10 9RB,,30309576,IMAN001730,Administration
Defra,EA,03/04/2012,Professional Services Other,AN Eastern - Flood Risk,Fugro Engineering Services Ltd,1059227,"£36,941.04",Phase 17 bridge assessment; National site investigation framework,OX10 9RB,,30309576,REAN001245,Project
Defra,EA,05/04/2012,Professional Services Consultancy,"Economics, Social Science & Statistics",Frontier Economics Ltd,1061729,"£45,187.80",Consultant services via National Economic Consultancy Framework Agreement,WC1V 6DA,,30249222,,Administration
Defra,EA,24/04/2012,Construction,AN Capital WiP,Freedom Group Of Companies Ltd,1067417,"£488,320.85",Kennett Pumping Station. Instruction for design manufacture supply delivery installation testing and commissioning and training of electrical switchgear,WF13 1SD,,,IMAN002019,Project
Defra,EA,10/04/2012,Facilities,SE Capital WiP,Fencing Partnership,1064906,"£106,749.43","Security maintenance at Caversham Lakes Depot. Design and installation of security gates, CCTV and lighting at Caversham Lakes site",KT15 2QG,,,IMTH001490,Administration
Defra,EA,03/04/2012,Environmental Services ,AN Eastern-AEM - Monitoring,Essex Wildlife Trust,1061221,"£26,000.00",Contribution to Essex Wildlife Trust - identifying water framework directive opportunities for North East Essex,C05 7RZ,,,REAN001594,Project
Defra,EA,05/04/2012,Construction,NE Capital WiP,Esh Construction Ltd,1061547,"£48,489.64","Mew Street Tadcaster cutting and burning works to piles, additional reinstatement works and CCTV and jetting to works",DH6 5PF,,30204740,IMNE790337,Project
Defra,EA,05/04/2012,Construction,NE Capital WiP,Esh Construction Ltd,1061551,"£97,970.72",Potto Flood Bank minor civil engineering works,DH6 5PF,,30204740,IMNE000159,Project
Defra,EA,24/04/2012,Energy & Utilities,FM Operating Unit - Central and South East,EDF Energy Plc,1064905,"£25,906.31",EDF Electrical supply for King Fisher House period 1.4.11-31.3.12,PL3 5ZN,,30319078 | 30286699 | 30331256,,Administration
Defra,EA,12/04/2012,Energy & Utilities,SE Kent & South London- Tidal Flood Risk Manager,EDF Energy Plc,1065218,"£26,217.30",Electricity supplied to the Thames Barrier Eastmoor Street London SE7 8LX for period 1 April 2010 to 30 March 2012,PL3 5ZN,,30299674,,Administration
Defra,EA,10/04/2012,Personnel Related,HR Strategy,Edenred Childcare Vouchers Ltd,1064850,"£212,364.64",Childcare Assistance scheme. This money is reclaimed through Salary Sacrifice from the employee on a monthly basis so the scheme is cost neutral.,SW1V 2RS,,,,Administration
Defra,EA,12/04/2012,Facilities,FM Operating Unit - Northern,Eden District Council,1064756,"£96,638.00",Rates 2012/13 for Ghyll Mount Office,CA11 7QF,,,,Administration
Defra,EA,24/04/2012,Construction,SE Capital WiP,ECS Engineering Services Ltd,1067959,"£47,667.16",Supply and install footbridge at Carpenters Farm Bridge,NG16 6LE,,30258655,IMSO001267,Project
Defra,EA,05/04/2012,Professional Services Technical Services,MI Capital WiP,ECS Engineering Services Ltd,1062734,"£27,000.00",Tidal flow issues at Beckingham. Reactive maintenance,NG16 6LE,,30312221,IMMI001315,Project
Defra,EA,05/04/2012,Operational Goods & Services,HO Capital WiP,East Anglian Electrical Services,1063244,"£69,600.00",Generator powered electric fishing equipment,IP12 1SS,,,EBPLW11042,Administration
Defra,EA,05/04/2012,Operational Goods & Services,SE SSD - AEM Monitoring | SE North East Thames - AEM East | NW North-Area Mgr | HO Capital WiP,E Fish UK Ltd,1061731,"£67,080.00",Electric fishing backpack system,LA11 7PQ,,, | RENW001956 |  |  | EBPLW11042 |  | ,Administration
Defra,EA,12/04/2012,Operational Goods & Services,HO Capital WiP,E Fish UK Ltd,1062526,"£26,558.40",Electric fishing backpack system,LA11 7PQ,,,EBPLW11042,Administration
Defra,EA,03/04/2012,Professional Services,SE Kent & South London - Ops Delivery,DB Site Services,1062148,"£62,516.14",Emergency repairs to Green Level Pumping Station re theft of electrical cable; To carry out planned preventative maintenance at Marsh Dykes Pumping Station,NW2 1NP,,30239600,,Project
Defra,EA,05/04/2012,Construction,SW Capital WiP,Dawnus Construction Ltd,1063426,"£143,656.37","Wessex recondition package at Christchurch with Dawnus for repair to four assets, comprising, sheet piling and man hole construction",SA7 0AP,,30192017,IMSW001960,Project
Defra,EA,03/04/2012,Construction,SW Wessex North- Flood Risk | SW Capital WiP,Dawnus Construction Ltd,1061103,"£49,188.97",Bridge maintenance progamme. Minor works framework 2 - South West,SA7 0AP,,30192017,RESW001145 | IMSW001880,Project
Defra,EA,03/04/2012,Professional Services Technical Services,AN Capital WiP,Dabbrook Services Ltd,1060720,"£26,841.60",Cattawade Barrage Refurbishment. Building Support and Maintenance and Repair Services,NR31 0LT,,30231593,IMAN001733,Project
Defra,EA,03/04/2012,Professional Services Technical Services,AN Capital WiP,Dabbrook Services Ltd,1060736,"£27,639.84",Cattawade Barrage refurbishment. Building support and maintenance and repair services,NR31 0LT,,30231593,IMAN001733,Project
