Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Department for Work and Pensions,Corporate,03/11/2010,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,SHARED SERVICES ,RICOH UK LTD,2017914343,17.28
Department for Work and Pensions,Corporate,03/11/2010,OFFICE MACHINERY HIRE,SHARED SERVICES ,RICOH UK LTD,2017914343,843.17
Department for Work and Pensions,Corporate,03/11/2010,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,SHARED SERVICES ,RICOH UK LTD,2017914343,576.63
Department for Work and Pensions,Corporate,03/11/2010,OTHER OPERATING LEASES,SHARED SERVICES ,RICOH UK LTD,2017914343,487.24
Department for Work and Pensions,Corporate,03/11/2010,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,SHARED SERVICES ,RICOH UK LTD,2017914343,185.19
Department for Work and Pensions,Corporate,03/11/2010,OFFICE MACHINERY HIRE,SHARED SERVICES ,RICOH UK LTD,2017914343,155.89
Department for Work and Pensions,Corporate,03/11/2010,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,SHARED SERVICES ,RICOH UK LTD,2017914343,20.50
Department for Work and Pensions,Corporate,03/11/2010,OFFICE MACHINERY HIRE,SHARED SERVICES ,RICOH UK LTD,2017914343,373.10
Department for Work and Pensions,Corporate,03/11/2010,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,SHARED SERVICES ,RICOH UK LTD,2017914343,91.63
Department for Work and Pensions,Corporate,03/11/2010,OFFICE MACHINERY HIRE,SHARED SERVICES ,RICOH UK LTD,2017914343,250.90
Department for Work and Pensions,Corporate,03/11/2010,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,SHARED SERVICES ,RICOH UK LTD,2017914343,341.13
Department for Work and Pensions,Corporate,03/11/2010,OFFICE MACHINERY HIRE,SHARED SERVICES ,RICOH UK LTD,2017914343,404.84
Department for Work and Pensions,Corporate,03/11/2010,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,SHARED SERVICES ,RICOH UK LTD,2017914343,752.90
Department for Work and Pensions,Corporate,03/11/2010,OFFICE MACHINERY HIRE,SHARED SERVICES ,RICOH UK LTD,2017914343,341.31
Department for Work and Pensions,Corporate,03/11/2010,OFFICE MACHINERY HIRE,SHARED SERVICES ,RICOH UK LTD,2017914343,460.83
Department for Work and Pensions,Corporate,03/11/2010,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,SHARED SERVICES ,RICOH UK LTD,2017914343,144.70
Department for Work and Pensions,Corporate,03/11/2010,OFFICE MACHINERY HIRE,SHARED SERVICES ,RICOH UK LTD,2017914343,487.46
Department for Work and Pensions,Corporate,03/11/2010,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,SHARED SERVICES ,RICOH UK LTD,2017914343,141.71
Department for Work and Pensions,Corporate,03/11/2010,OFFICE MACHINERY HIRE,SHARED SERVICES ,RICOH UK LTD,2017914343,250.90
Department for Work and Pensions,Corporate,03/11/2010,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,SHARED SERVICES ,RICOH UK LTD,2017914343,252.78
Department for Work and Pensions,Corporate,03/11/2010,OFFICE MACHINERY HIRE,CORPORATE IT,RICOH UK LTD,2017914343,207.34
Department for Work and Pensions,Corporate,03/11/2010,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,CORPORATE IT,RICOH UK LTD,2017914343,355.34
Department for Work and Pensions,Corporate,03/11/2010,OFFICE MACHINERY HIRE,PENSIONS CLIENT DIRECTORATE,RICOH UK LTD,2017914343,"1,051.82"
Department for Work and Pensions,Corporate,03/11/2010,OTHER OPERATING LEASES,PENSIONS CLIENT DIRECTORATE,RICOH UK LTD,2017914343,727.07
Department for Work and Pensions,Corporate,03/11/2010,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,PENSIONS CLIENT DIRECTORATE,RICOH UK LTD,2017914343,67.99
Department for Work and Pensions,Corporate,03/11/2010,OFFICE MACHINERY HIRE,PENSIONS CLIENT DIRECTORATE,RICOH UK LTD,2017914343,89.99
Department for Work and Pensions,Corporate,03/11/2010,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,PENSIONS CLIENT DIRECTORATE,RICOH UK LTD,2017914343,69.31
Department for Work and Pensions,Corporate,03/11/2010,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,EG,RICOH UK LTD,2017914343,26.81
Department for Work and Pensions,Corporate,03/11/2010,OFFICE MACHINERY HIRE,EG,RICOH UK LTD,2017914343,271.16
Department for Work and Pensions,Corporate,03/11/2010,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,EG,RICOH UK LTD,2017914343,15.70
Department for Work and Pensions,Corporate,03/11/2010,OFFICE MACHINERY HIRE,WWG,RICOH UK LTD,2017914343,207.34
Department for Work and Pensions,"Pension, Disability Carers Services",03/11/2010,OFFICE MACHINERY HIRE,Pensions & Disability Carers Service ,RICOH UK LTD,2017914343,312.59
Department for Work and Pensions,"Pension, Disability Carers Services",03/11/2010,OFFICE MACHINERY HIRE,Pensions & Disability Carers Service ,RICOH UK LTD,2017914343,464.30
Department for Work and Pensions,"Pension, Disability Carers Services",03/11/2010,OTHER OPERATING LEASES,Pensions & Disability Carers Service ,RICOH UK LTD,2017914343,422.06
Department for Work and Pensions,"Pension, Disability Carers Services",03/11/2010,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,Pensions & Disability Carers Service ,RICOH UK LTD,2017914343,317.43
Department for Work and Pensions,"Pension, Disability Carers Services",03/11/2010,OFFICE MACHINERY HIRE,Pensions & Disability Carers Service ,RICOH UK LTD,2017914343,"25,045.11"
Department for Work and Pensions,"Pension, Disability Carers Services",03/11/2010,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,Pensions & Disability Carers Service ,RICOH UK LTD,2017914343,"6,294.84"
Department for Work and Pensions,"Pension, Disability Carers Services",03/11/2010,OFFICE MACHINERY HIRE,Pensions & Disability Carers Service ,RICOH UK LTD,2017914343,468.63
Department for Work and Pensions,"Pension, Disability Carers Services",03/11/2010,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,Pensions & Disability Carers Service ,RICOH UK LTD,2017914343,22.38
Department for Work and Pensions,"Pension, Disability Carers Services",03/11/2010,OTHER OPERATING LEASES,Pensions & Disability Carers Service ,RICOH UK LTD,2017914343,280.59
Department for Work and Pensions,"Pension, Disability Carers Services",03/11/2010,OFFICE MACHINERY HIRE,Pensions & Disability Carers Service ,RICOH UK LTD,2017914343,182.51
Department for Work and Pensions,"Pension, Disability Carers Services",03/11/2010,OFFICE MACHINERY HIRE,Pensions & Disability Carers Service ,RICOH UK LTD,2017914343,599.00
Department for Work and Pensions,"Pension, Disability Carers Services",03/11/2010,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,Pensions & Disability Carers Service ,RICOH UK LTD,2017914343,424.61
Department for Work and Pensions,"Pension, Disability Carers Services",03/11/2010,OFFICE MACHINERY HIRE,Pensions & Disability Carers Service ,RICOH UK LTD,2017914343,98.26
Department for Work and Pensions,"Pension, Disability Carers Services",03/11/2010,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,Pensions & Disability Carers Service ,RICOH UK LTD,2017914343,91.29
Department for Work and Pensions,"Pension, Disability Carers Services",03/11/2010,OFFICE MACHINERY HIRE,Pensions & Disability Carers Service ,RICOH UK LTD,2017914343,469.13
Department for Work and Pensions,"Pension, Disability Carers Services",03/11/2010,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,Pensions & Disability Carers Service ,RICOH UK LTD,2017914343,207.66
Department for Work and Pensions,"Pension, Disability Carers Services",03/11/2010,OFFICE MACHINERY HIRE,Pensions & Disability Carers Service ,RICOH UK LTD,2017914343,815.75
Department for Work and Pensions,"Pension, Disability Carers Services",03/11/2010,OTHER OPERATING LEASES,Pensions & Disability Carers Service ,RICOH UK LTD,2017914343,243.62
Department for Work and Pensions,"Pension, Disability Carers Services",03/11/2010,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,Pensions & Disability Carers Service ,RICOH UK LTD,2017914343,473.12
Department for Work and Pensions,"Pension, Disability Carers Services",03/11/2010,OFFICE MACHINERY HIRE,Pensions & Disability Carers Service ,RICOH UK LTD,2017914343,53.34
Department for Work and Pensions,"Pension, Disability Carers Services",03/11/2010,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,Pensions & Disability Carers Service ,RICOH UK LTD,2017914343,48.52
Department for Work and Pensions,"Pension, Disability Carers Services",03/11/2010,OFFICE MACHINERY HIRE,Pensions & Disability Carers Service ,RICOH UK LTD,2017914343,692.64
Department for Work and Pensions,"Pension, Disability Carers Services",03/11/2010,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,Pensions & Disability Carers Service ,RICOH UK LTD,2017914343,202.79
Department for Work and Pensions,"Pension, Disability Carers Services",03/11/2010,OFFICE MACHINERY HIRE,Pensions & Disability Carers Service ,RICOH UK LTD,2017914343,"3,590.03"
Department for Work and Pensions,"Pension, Disability Carers Services",03/11/2010,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,Pensions & Disability Carers Service ,RICOH UK LTD,2017914343,964.10
Department for Work and Pensions,"Pension, Disability Carers Services",03/11/2010,OFFICE MACHINERY HIRE,Pensions & Disability Carers Service ,RICOH UK LTD,2017914343,"2,027.95"
Department for Work and Pensions,"Pension, Disability Carers Services",03/11/2010,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,Pensions & Disability Carers Service ,RICOH UK LTD,2017914343,"1,037.08"
Department for Work and Pensions,"Pension, Disability Carers Services",03/11/2010,OFFICE MACHINERY HIRE,Pensions & Disability Carers Service ,RICOH UK LTD,2017914343,187.34
Department for Work and Pensions,"Pension, Disability Carers Services",03/11/2010,OTHER OPERATING LEASES,Pensions & Disability Carers Service ,RICOH UK LTD,2017914343,161.22
Department for Work and Pensions,"Pension, Disability Carers Services",03/11/2010,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,Pensions & Disability Carers Service ,RICOH UK LTD,2017914343,231.55
Department for Work and Pensions,"Pension, Disability Carers Services",03/11/2010,OFFICE MACHINERY HIRE,Pensions & Disability Carers Service ,RICOH UK LTD,2017914343,583.03
Department for Work and Pensions,"Pension, Disability Carers Services",03/11/2010,OTHER OPERATING LEASES,Pensions & Disability Carers Service ,RICOH UK LTD,2017914343,233.04
Department for Work and Pensions,"Pension, Disability Carers Services",03/11/2010,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,Pensions & Disability Carers Service ,RICOH UK LTD,2017914343,811.24
Department for Work and Pensions,"Pension, Disability Carers Services",03/11/2010,OFFICE MACHINERY HIRE,Pensions & Disability Carers Service ,RICOH UK LTD,2017914343,305.28
Department for Work and Pensions,"Pension, Disability Carers Services",03/11/2010,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,Pensions & Disability Carers Service ,RICOH UK LTD,2017914343,81.60
Department for Work and Pensions,"Pension, Disability Carers Services",03/11/2010,OFFICE MACHINERY HIRE,Pensions & Disability Carers Service ,RICOH UK LTD,2017914343,423.93
Department for Work and Pensions,"Pension, Disability Carers Services",03/11/2010,OTHER OPERATING LEASES,Pensions & Disability Carers Service ,RICOH UK LTD,2017914343,743.95
Department for Work and Pensions,"Pension, Disability Carers Services",03/11/2010,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,Pensions & Disability Carers Service ,RICOH UK LTD,2017914343,283.49
Department for Work and Pensions,"Pension, Disability Carers Services",03/11/2010,OTHER OPERATING LEASES,Pensions & Disability Carers Service ,RICOH UK LTD,2017914343,243.62
Department for Work and Pensions,"Pension, Disability Carers Services",03/11/2010,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,Pensions & Disability Carers Service ,RICOH UK LTD,2017914343,154.87
Department for Work and Pensions,"Pension, Disability Carers Services",03/11/2010,OTHER OPERATING LEASES,Pensions & Disability Carers Service ,RICOH UK LTD,2017914343,"1,229.20"
Department for Work and Pensions,"Pension, Disability Carers Services",03/11/2010,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,Pensions & Disability Carers Service ,RICOH UK LTD,2017914343,334.42
Department for Work and Pensions,"Pension, Disability Carers Services",03/11/2010,OFFICE MACHINERY HIRE,Pensions & Disability Carers Service ,RICOH UK LTD,2017914343,149.75
Department for Work and Pensions,"Pension, Disability Carers Services",03/11/2010,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,Pensions & Disability Carers Service ,RICOH UK LTD,2017914343,11.21
Department for Work and Pensions,"Pension, Disability Carers Services",03/11/2010,OTHER OPERATING LEASES,Pensions & Disability Carers Service ,RICOH UK LTD,2017914343,210.13
Department for Work and Pensions,"Pension, Disability Carers Services",03/11/2010,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,Pensions & Disability Carers Service ,RICOH UK LTD,2017914343,21.46
Department for Work and Pensions,"Pension, Disability Carers Services",03/11/2010,OFFICE MACHINERY HIRE,Pensions & Disability Carers Service ,RICOH UK LTD,2017914343,381.65
Department for Work and Pensions,"Pension, Disability Carers Services",03/11/2010,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,Pensions & Disability Carers Service ,RICOH UK LTD,2017914343,113.98
Department for Work and Pensions,"Pension, Disability Carers Services",03/11/2010,OFFICE MACHINERY HIRE,Pensions & Disability Carers Service ,RICOH UK LTD,2017914343,141.64
Department for Work and Pensions,"Pension, Disability Carers Services",03/11/2010,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,Pensions & Disability Carers Service ,RICOH UK LTD,2017914343,19.87
Department for Work and Pensions,"Pension, Disability Carers Services",03/11/2010,OFFICE MACHINERY HIRE,Pensions & Disability Carers Service ,RICOH UK LTD,2017914343,207.34
Department for Work and Pensions,"Pension, Disability Carers Services",03/11/2010,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,Pensions & Disability Carers Service ,RICOH UK LTD,2017914343,87.30
Department for Work and Pensions,"Pension, Disability Carers Services",03/11/2010,OFFICE MACHINERY HIRE,Pensions & Disability Carers Service ,RICOH UK LTD,2017914343,138.28
Department for Work and Pensions,"Pension, Disability Carers Services",03/11/2010,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,Pensions & Disability Carers Service ,RICOH UK LTD,2017914343,33.51
Department for Work and Pensions,"Pension, Disability Carers Services",03/11/2010,OFFICE MACHINERY HIRE,Pensions & Disability Carers Service ,RICOH UK LTD,2017914343,207.34
Department for Work and Pensions,"Pension, Disability Carers Services",03/11/2010,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,Pensions & Disability Carers Service ,RICOH UK LTD,2017914343,201.96
Department for Work and Pensions,"Pension, Disability Carers Services",03/11/2010,OTHER OPERATING LEASES,Pensions & Disability Carers Service ,RICOH UK LTD,2017914343,162.48
Department for Work and Pensions,"Pension, Disability Carers Services",03/11/2010,OFFICE MACHINERY HIRE,Pensions & Disability Carers Service ,RICOH UK LTD,2017914343,276.56
Department for Work and Pensions,"Pension, Disability Carers Services",03/11/2010,OTHER OPERATING LEASES,Pensions & Disability Carers Service ,RICOH UK LTD,2017914343,178.44
Department for Work and Pensions,"Pension, Disability Carers Services",03/11/2010,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,Pensions & Disability Carers Service ,RICOH UK LTD,2017914343,71.38
Department for Work and Pensions,"Pension, Disability Carers Services",03/11/2010,OFFICE MACHINERY HIRE,Pensions & Disability Carers Service ,RICOH UK LTD,2017914343,207.34
Department for Work and Pensions,"Pension, Disability Carers Services",03/11/2010,OFFICE MACHINERY HIRE,Pensions & Disability Carers Service ,RICOH UK LTD,2017914343,182.99
Department for Work and Pensions,"Pension, Disability Carers Services",03/11/2010,OTHER OPERATING LEASES,Pensions & Disability Carers Service ,RICOH UK LTD,2017914343,722.26
Department for Work and Pensions,"Pension, Disability Carers Services",03/11/2010,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,Pensions & Disability Carers Service ,RICOH UK LTD,2017914343,382.26
Department for Work and Pensions,"Pension, Disability Carers Services",03/11/2010,OFFICE MACHINERY HIRE,Pensions & Disability Carers Service ,RICOH UK LTD,2017914343,274.73
Department for Work and Pensions,"Pension, Disability Carers Services",03/11/2010,OFFICE MACHINERY HIRE,Pensions & Disability Carers Service ,RICOH UK LTD,2017914343,640.36
Department for Work and Pensions,"Pension, Disability Carers Services",03/11/2010,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,Pensions & Disability Carers Service ,RICOH UK LTD,2017914343,199.00
Department for Work and Pensions,"Pension, Disability Carers Services",03/11/2010,OFFICE MACHINERY HIRE,Pensions & Disability Carers Service ,RICOH UK LTD,2017914343,601.54
Department for Work and Pensions,"Pension, Disability Carers Services",03/11/2010,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,Pensions & Disability Carers Service ,RICOH UK LTD,2017914343,"1,024.19"
Department for Work and Pensions,"Pension, Disability Carers Services",03/11/2010,OFFICE MACHINERY HIRE,Pensions & Disability Carers Service ,RICOH UK LTD,2017914343,501.80
Department for Work and Pensions,"Pension, Disability Carers Services",03/11/2010,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,Pensions & Disability Carers Service ,RICOH UK LTD,2017914343,227.28
Department for Work and Pensions,"Pension, Disability Carers Services",03/11/2010,OFFICE MACHINERY HIRE,Pensions & Disability Carers Service ,RICOH UK LTD,2017914343,138.28
Department for Work and Pensions,"Pension, Disability Carers Services",03/11/2010,OTHER OPERATING LEASES,Pensions & Disability Carers Service ,RICOH UK LTD,2017914343,"1,137.36"
Department for Work and Pensions,"Pension, Disability Carers Services",03/11/2010,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,Pensions & Disability Carers Service ,RICOH UK LTD,2017914343,423.71
Department for Work and Pensions,"Pension, Disability Carers Services",03/11/2010,OFFICE MACHINERY HIRE,Pensions & Disability Carers Service ,RICOH UK LTD,2017914343,"1,872.70"
Department for Work and Pensions,"Pension, Disability Carers Services",03/11/2010,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,Pensions & Disability Carers Service ,RICOH UK LTD,2017914343,630.34
Department for Work and Pensions,"Pension, Disability Carers Services",03/11/2010,OFFICE MACHINERY HIRE,Pensions & Disability Carers Service ,RICOH UK LTD,2017914343,119.99
Department for Work and Pensions,"Pension, Disability Carers Services",03/11/2010,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,Pensions & Disability Carers Service ,RICOH UK LTD,2017914343,33.71
Department for Work and Pensions,"Pension, Disability Carers Services",03/11/2010,OFFICE MACHINERY HIRE,Pensions & Disability Carers Service ,RICOH UK LTD,2017914343,310.44
Department for Work and Pensions,"Pension, Disability Carers Services",03/11/2010,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,Pensions & Disability Carers Service ,RICOH UK LTD,2017914343,66.48
Department for Work and Pensions,"Pension, Disability Carers Services",03/11/2010,OFFICE MACHINERY HIRE,Pensions & Disability Carers Service ,RICOH UK LTD,2017914343,312.59
Department for Work and Pensions,"Pension, Disability Carers Services",03/11/2010,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,Pensions & Disability Carers Service ,RICOH UK LTD,2017914343,349.80
Department for Work and Pensions,"Pension, Disability Carers Services",03/11/2010,OFFICE MACHINERY HIRE,Pensions & Disability Carers Service ,RICOH UK LTD,2017914343,137.49
Department for Work and Pensions,"Pension, Disability Carers Services",03/11/2010,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,Pensions & Disability Carers Service ,RICOH UK LTD,2017914343,65.45
Department for Work and Pensions,Jobcentre Plus,03/11/2010,OFFICE MACHINERY HIRE,Jobcentre Plus,RICOH UK LTD,2017914343,594.31
Department for Work and Pensions,Jobcentre Plus,03/11/2010,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,Jobcentre Plus,RICOH UK LTD,2017914343,295.81
Department for Work and Pensions,Jobcentre Plus,03/11/2010,OFFICE MACHINERY HIRE,Jobcentre Plus,RICOH UK LTD,2017914343,404.84
Department for Work and Pensions,Jobcentre Plus,03/11/2010,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,Jobcentre Plus,RICOH UK LTD,2017914343,71.75
Department for Work and Pensions,Jobcentre Plus,03/11/2010,OFFICE MACHINERY HIRE,Jobcentre Plus,RICOH UK LTD,2017914343,381.69
Department for Work and Pensions,Jobcentre Plus,03/11/2010,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,Jobcentre Plus,RICOH UK LTD,2017914343,725.43
Department for Work and Pensions,Jobcentre Plus,03/11/2010,OFFICE MACHINERY HIRE,Jobcentre Plus,RICOH UK LTD,2017914343,49.14
Department for Work and Pensions,Jobcentre Plus,03/11/2010,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,Jobcentre Plus,RICOH UK LTD,2017914343,27.91
Department for Work and Pensions,Jobcentre Plus,03/11/2010,OFFICE MACHINERY HIRE,Jobcentre Plus,RICOH UK LTD,2017914343,741.14
Department for Work and Pensions,Jobcentre Plus,03/11/2010,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,Jobcentre Plus,RICOH UK LTD,2017914343,296.40
Department for Work and Pensions,Jobcentre Plus,03/11/2010,OFFICE MACHINERY HIRE,Jobcentre Plus,RICOH UK LTD,2017914343,87.82
Department for Work and Pensions,Jobcentre Plus,03/11/2010,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,Jobcentre Plus,RICOH UK LTD,2017914343,41.34
Department for Work and Pensions,Jobcentre Plus,03/11/2010,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,Jobcentre Plus,RICOH UK LTD,2017914343,57.80
Department for Work and Pensions,Jobcentre Plus,03/11/2010,OFFICE MACHINERY HIRE,Jobcentre Plus,RICOH UK LTD,2017914343,299.50
Department for Work and Pensions,Jobcentre Plus,03/11/2010,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,Jobcentre Plus,RICOH UK LTD,2017914343,150.42
Department for Work and Pensions,Jobcentre Plus,03/11/2010,OFFICE MACHINERY HIRE,Jobcentre Plus,RICOH UK LTD,2017914343,462.84
Department for Work and Pensions,Jobcentre Plus,03/11/2010,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,Jobcentre Plus,RICOH UK LTD,2017914343,65.29
Department for Work and Pensions,Jobcentre Plus,03/11/2010,OFFICE MACHINERY HIRE,Jobcentre Plus,RICOH UK LTD,2017914343,256.73
Department for Work and Pensions,Jobcentre Plus,03/11/2010,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,Jobcentre Plus,RICOH UK LTD,2017914343,57.27
Department for Work and Pensions,Jobcentre Plus,03/11/2010,OFFICE MACHINERY HIRE,Jobcentre Plus,RICOH UK LTD,2017914343,571.88
Department for Work and Pensions,Jobcentre Plus,03/11/2010,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,Jobcentre Plus,RICOH UK LTD,2017914343,458.37
Department for Work and Pensions,Jobcentre Plus,03/11/2010,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,Jobcentre Plus,RICOH UK LTD,2017914343,34.04
Department for Work and Pensions,Jobcentre Plus,03/11/2010,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,Jobcentre Plus,RICOH UK LTD,2017914343,37.65
Department for Work and Pensions,Jobcentre Plus,03/11/2010,OFFICE MACHINERY HIRE,Jobcentre Plus,RICOH UK LTD,2017914343,149.75
Department for Work and Pensions,Jobcentre Plus,03/11/2010,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,Jobcentre Plus,RICOH UK LTD,2017914343,129.65
Department for Work and Pensions,Jobcentre Plus,03/11/2010,OFFICE MACHINERY HIRE,Jobcentre Plus,RICOH UK LTD,2017914343,625.74
Department for Work and Pensions,Jobcentre Plus,03/11/2010,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,Jobcentre Plus,RICOH UK LTD,2017914343,161.39
Department for Work and Pensions,Jobcentre Plus,03/11/2010,OFFICE MACHINERY HIRE,Jobcentre Plus,RICOH UK LTD,2017914343,149.75
Department for Work and Pensions,Jobcentre Plus,03/11/2010,OFFICE MACHINERY HIRE,Jobcentre Plus,RICOH UK LTD,2017914343,32.34
Department for Work and Pensions,Jobcentre Plus,03/11/2010,OFFICE MACHINERY HIRE,Jobcentre Plus,RICOH UK LTD,2017914343,138.28
Department for Work and Pensions,Jobcentre Plus,03/11/2010,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,Jobcentre Plus,RICOH UK LTD,2017914343,41.04
Department for Work and Pensions,Jobcentre Plus,03/11/2010,OFFICE MACHINERY HIRE,Jobcentre Plus,RICOH UK LTD,2017914343,393.39
Department for Work and Pensions,Jobcentre Plus,03/11/2010,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,Jobcentre Plus,RICOH UK LTD,2017914343,101.73
Department for Work and Pensions,Jobcentre Plus,03/11/2010,OFFICE MACHINERY HIRE,Jobcentre Plus,RICOH UK LTD,2017914343,357.09
Department for Work and Pensions,Jobcentre Plus,03/11/2010,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,Jobcentre Plus,RICOH UK LTD,2017914343,18.72
Department for Work and Pensions,Jobcentre Plus,03/11/2010,OFFICE MACHINERY HIRE,Jobcentre Plus,RICOH UK LTD,2017914343,446.62
Department for Work and Pensions,Jobcentre Plus,03/11/2010,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,Jobcentre Plus,RICOH UK LTD,2017914343,187.89
Department for Work and Pensions,Jobcentre Plus,03/11/2010,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,Jobcentre Plus,RICOH UK LTD,2017914343,88.81
Department for Work and Pensions,Jobcentre Plus,03/11/2010,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,Jobcentre Plus,RICOH UK LTD,2017914343,75.59
Department for Work and Pensions,Jobcentre Plus,03/11/2010,OFFICE MACHINERY HIRE,Jobcentre Plus,RICOH UK LTD,2017914343,299.50
Department for Work and Pensions,Jobcentre Plus,03/11/2010,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,Jobcentre Plus,RICOH UK LTD,2017914343,86.64
Department for Work and Pensions,Jobcentre Plus,03/11/2010,OFFICE MACHINERY HIRE,Jobcentre Plus,RICOH UK LTD,2017914343,43.91
Department for Work and Pensions,Jobcentre Plus,03/11/2010,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,Jobcentre Plus,RICOH UK LTD,2017914343,83.45
Department for Work and Pensions,Jobcentre Plus,03/11/2010,OFFICE MACHINERY HIRE,Jobcentre Plus,RICOH UK LTD,2017914343,149.75
Department for Work and Pensions,Jobcentre Plus,03/11/2010,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,Jobcentre Plus,RICOH UK LTD,2017914343,27.52
Department for Work and Pensions,Jobcentre Plus,03/11/2010,OFFICE MACHINERY HIRE,Jobcentre Plus,RICOH UK LTD,2017914343,250.90
Department for Work and Pensions,Jobcentre Plus,03/11/2010,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,Jobcentre Plus,RICOH UK LTD,2017914343,25.15
Department for Work and Pensions,Jobcentre Plus,03/11/2010,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,Jobcentre Plus,RICOH UK LTD,2017914343,75.06
Department for Work and Pensions,Jobcentre Plus,03/11/2010,OFFICE MACHINERY HIRE,Jobcentre Plus,RICOH UK LTD,2017914343,106.82
Department for Work and Pensions,Jobcentre Plus,03/11/2010,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,Jobcentre Plus,RICOH UK LTD,2017914343,302.60
Department for Work and Pensions,Jobcentre Plus,03/11/2010,OFFICE MACHINERY HIRE,Jobcentre Plus,RICOH UK LTD,2017914343,112.31
Department for Work and Pensions,Jobcentre Plus,03/11/2010,OFFICE MACHINERY HIRE,Jobcentre Plus,RICOH UK LTD,2017914343,112.55
Department for Work and Pensions,Jobcentre Plus,03/11/2010,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,Jobcentre Plus,RICOH UK LTD,2017914343,60.00
