Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Supplier Type,Supplier Site Postcode,Transaction Number,  Amount  ,Vat Registration Num,PO Line Description,Expenditure Type,Contract Number
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,SOUTH EAST ESSEX PCT,PUBLIC,SS2 6HE,HAFS-13779," 44,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,SOUTH GLOUCESTERSHIRE PCT,PUBLIC,BS1 2NP,HAFS-13780," 28,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,SOUTH STAFFORDSHIRE PCT,PUBLIC,WS15 1UL,HAFS-13781," 71,300,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,SOUTH TYNESIDE PCT,PUBLIC,NE33 3DP,HAFS-13782," 21,600,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,SOUTH WEST ESSEX PCT,PUBLIC,SS14 3HG,HAFS-13783," 49,500,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,SOUTH WEST SHA,PUBLIC,WF3 1WE,HAFS-13784," 30,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,SOUTHAMPTON CITY PCT,PUBLIC,SO30 3JB,HAFS-13785," 30,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,SOUTHWARK PCT,PUBLIC,SE1 7NT,HAFS-13786," 43,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,STOCKPORT PCT,PUBLIC,SK7 5BY,HAFS-13787," 32,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,STOCKTON-ON-TEES TEACHING PCT,PUBLIC,TS17 6SF,HAFS-13788," 24,600,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,STOKE ON TRENT PCT,PUBLIC,ST4 4LX,HAFS-13789," 40,740,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,SUFFOLK PCT,PUBLIC,IP3 8LS,HAFS-13790," 69,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,SUNDERLAND TEACHING PCT,PUBLIC,NE37 1PR,HAFS-13791," 37,400,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,SURREY PCT,PUBLIC,KT16 0QA,HAFS-13792," 124,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,SUTTON AND MERTON PCT,PUBLIC,WF3 1WE,HAFS-13793," 41,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,SWINDON PCT,PUBLIC,SN10 5EQ,HAFS-13794," 18,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,TAMESIDE AND GLOSSOP PCT,PUBLIC,M34 2GP,HAFS-13795," 31,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,TELFORD & WREKIN PCT,PUBLIC,SY3 8XL,HAFS-13796," 19,102,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,TOWER HAMLETS PCT,PUBLIC,E1 1RD,HAFS-13798," 35,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,TRAFFORD PCT,PUBLIC,M16 0PQ,HAFS-13799," 33,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,WAKEFIELD DISTRICT PCT,PUBLIC,WF3 1WE,HAFS-13800," 42,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,WALSALL TEACHING PCT,PUBLIC,WS4 2BX,HAFS-13801," 34,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,WALTHAM FOREST PCT,PUBLIC,WF3 1WE,HAFS-13802," 31,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,WANDSWORTH TEACHING PCT,PUBLIC,WF3 1WE,HAFS-13803," 45,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,WARRINGTON PCT,PUBLIC,WF3 1WE,HAFS-13804," 22,900,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,WARWICKSHIRE PCT,PUBLIC,CV34 4DE,HAFS-13805," 57,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,WEST ESSEX PCT,PUBLIC,CM16 6TN,HAFS-13806," 35,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,WEST KENT PCT,PUBLIC,ME20 7NJ,HAFS-13807," 80,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,WEST MIDLANDS SHA,PUBLIC,B16 9RG,HAFS-13808," 16,500,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,WEST SUSSEX PCT,PUBLIC,WF3 1WE,HAFS-13809," 93,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,WESTERN CHESHIRE PCT,PUBLIC,CH2 1HU,HAFS-13810," 53,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,WESTMINSTER PCT,PUBLIC,BS1 2NP,HAFS-13811," 51,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,WILTSHIRE PCT,PUBLIC,SN10 5EQ,HAFS-13812," 53,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,WIRRAL PCT,PUBLIC,CH42 0LQ,HAFS-13813," 44,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,WOLVERHAMPTON CITY PCT,PUBLIC,WV3 0UD,HAFS-13814," 34,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,WORCESTERSHIRE PCT,PUBLIC,WR4 9RW,HAFS-13815," 58,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,YORKSHIRE & THE HUMBER SHA,PUBLIC,LS1 4PL,HAFS-13816," 40,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev ND In RAB,CENTRAL TECHNICAL,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),PUBLIC,NE1 6SN,HAFS-13743," 1,710,000,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,Addition Clearing - SW LIC,Informatics Directorate,BT GROUP PLC,LARGE,NW9 6LB,CHAPS1/8/12," 1,247,272.00 ",,Capital: Spine FY 2012/13 Capital Cash Requirements,Programme,
Department of Health,Department of Health,01/08/2012,Contractor/Staff Substitution,GO&A Goverance Operations & Assurance,CAPITA RESOURCING LTD,LARGE,DL1 9HN,WN70121957," 28,119.00 ",,Capita Role 3 Interim PHE HR DH Transition Lead,Admin,
Department of Health,Department of Health,01/08/2012,Expense clearing GPC (ST),CENTRAL TECHNICAL,BARCLAYCARD BUSINESS,SME,TS17 6YG,2793001-20-AUG-12," 48,224.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,Outsourcing Contract,ER External Relations,MOUCHEL MANAGEMENT CONSULTING LTD,LARGE,SW1H 9NP,90087810," 1,097.00 ",,OC/2011/08- Business Support,Programme,
Department of Health,Department of Health,01/08/2012,Outsourcing Contract,ER External Relations,MOUCHEL MANAGEMENT CONSULTING LTD,LARGE,SW1H 9NP,90087810," 23,760.00 ",,OC/2011/08 Business Support,Programme,
Department of Health,Department of Health,01/08/2012,Outsourcing Contract,ER External Relations,MOUCHEL MANAGEMENT CONSULTING LTD,LARGE,SW1H 9NP,90087810," 7,924.00 ",,2011 Business Support,Programme,
Department of Health,Department of Health,01/08/2012,Outsourcing Contract,ER External Relations,MOUCHEL MANAGEMENT CONSULTING LTD,LARGE,SW1H 9NP,90101178," 6,450.00 ",,2011 Other Overheads,Programme,
Department of Health,Department of Health,01/08/2012,Outsourcing Contract,ER External Relations,MOUCHEL MANAGEMENT CONSULTING LTD,LARGE,SW1H 9NP,90101178," 30,080.00 ",,OC/2011/06 - Other overheads and profi,Programme,
Department of Health,Department of Health,01/08/2012,Outsourcing Contract,GO&A Goverance Operations & Assurance,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201295357," 45,151.00 ",,Maple Street Phase 2,Admin,
Department of Health,Department of Health,01/08/2012,Publicity & advertising,ER External Relations,GROUPM UK LTD,LARGE,WC7X 8RX,796823," 58,660.00 ",,Lung cancer campaign - out of home advertising,Programme,
Department of Health,Department of Health,01/08/2012,Publicity & advertising,ER External Relations,GROUPM UK LTD,LARGE,WC7X 8RX,796823, 3.00 ,,Lung cancer campaign - out of home advertising,Programme,
Department of Health,Department of Health,01/08/2012,Service charge,Informatics Directorate,BT GROUP PLC,LARGE,NW9 6LB,CHAPS1/8/12," 3,144,908.00 ",,Revenue: LSP South FY 2012/13 Revenue Cash Requirements,Programme,
Department of Health,Department of Health,01/08/2012,Service charge,Informatics Directorate,BT GROUP PLC,LARGE,NW9 6LB,CHAPS1/8/12," 4,840,918.00 ",,Revenue: LSP London FY 2012/13 Revenue Cash Requirements,Programme,
Department of Health,Department of Health,01/08/2012,Service charge,Informatics Directorate,BT GROUP PLC,LARGE,NW9 6LB,CHAPS1/8/12," 6,545,065.00 ",,Revenue: Spine FY 2012/13 Revenue Cash Requirements,Programme,
Department of Health,Department of Health,01/08/2012,Service charge,Informatics Directorate,BT GROUP PLC,LARGE,NW9 6LB,CHAPS1/8/12," 7,033,617.00 ",,Revenue: N3 Services Core Contract to cover spend for services to be paid for between April 2012 and March 2013,Programme,
Department of Health,Department of Health,01/08/2012,Telephone costs,I&E Improvement & Efficency,CABLE AND WIRELESS COMMUNICATION,LARGE,RG12 1RW,11226945," 32,349.00 ",,NHS 111 Site Charges,Programme,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,HEALTH RESEARCH AUTHORITY,PUBLIC,SE1 6LH,HAFS-13710," 500,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,TORBAY PCT,PUBLIC,TQ9 6JE,HAFS-13797," 17,800,000.00 ",,,Other,
Department of Health,Department of Health,01/08/2012,Outsourcing Contract,NHS M Medical,HEALTHCARE QUALITY IMPROVEMENT PARTNERSHIP HQIP,VCS,EC3V 5AW,S01068," 87,500.00 ",,"Invoice No SO1068 Clinical Audit Qtr 1. 50% Heart Rhythm Management Database Costs,",Programme,
Department of Health,Department of Health,01/08/2012,Outsourcing Contract,NHS M Medical,HEALTHCARE QUALITY IMPROVEMENT PARTNERSHIP HQIP,VCS,EC3V 5AW,S01068," 37,000.00 ",,Invoice No SO1068 Clinical Audit Qtr 1. Nat Diabetes (Adolescence) and Nat Paediatric Diabetes,Programme,
Department of Health,Department of Health,01/08/2012,Outsourcing Contract,NHS M Medical,HEALTHCARE QUALITY IMPROVEMENT PARTNERSHIP HQIP,VCS,EC3V 5AW,S01144," 248,435.00 ",,"Invoice no SO1144. CORP England, Medical & Surgical, Mental Health, Maternal and Infant, Child Health Review",Programme,
Department of Health,Department of Health,01/08/2012,Outsourcing Contract,NHS M Medical,HEALTHCARE QUALITY IMPROVEMENT PARTNERSHIP HQIP,VCS,EC3V 5AW,S01144," 317,425.00 ",,"Invoice no SO1144. Q1 CORP England, Medical & Surgical, Mental Health, Maternal and Infant, Child Health Review",Programme,
Department of Health,Department of Health,01/08/2012,Outsourcing Contract,NHS M Medical,HEALTHCARE QUALITY IMPROVEMENT PARTNERSHIP HQIP,VCS,EC3V 5AW,S01145," 14,380.00 ",,"Invoice no SO1145. CORP England, Medical & Surgical, Mental Health, Maternal and Infant, Child Health Review",Programme,
Department of Health,Department of Health,01/08/2012,Outsourcing Contract,NHS M Medical,HEALTHCARE QUALITY IMPROVEMENT PARTNERSHIP HQIP,VCS,EC3V 5AW,S01145," 18,375.00 ",,"Invoice no SO1145. Q1 CORP England, Medical & Surgical, Mental Health, Maternal and Infant, Child Health Review",Programme,
Department of Health,Department of Health,02/08/2012,Other creditors (ST),CENTRAL TECHNICAL,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,WF3 1WE,DUPLICATE PAYMENT," 106,108.00 ",,,Other,
Department of Health,Department of Health,02/08/2012,Other creditors (ST),CENTRAL TECHNICAL,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,WF3 1WE,DUPLICATE PAYMENT.," 500,000.00 ",,,Other,
Department of Health,Department of Health,02/08/2012,Research & development,RDD Research & Development,BRIGHTON & SUSSEX UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,BN2 3EW,ERS-467716-63024," 97,467.00 ",,Applied Research Programme,Programme,
Department of Health,Department of Health,02/08/2012,Expense clearing GPC (ST),CENTRAL TECHNICAL,BARCLAYCARD BUSINESS,SME,TS17 6YG,2793001-20-AUG-12," 4,768.00 ",,,Other,
Department of Health,Department of Health,02/08/2012,Outsourcing Contract,ER External Relations,PICKER INSTITUTE EUROPE,VCS,OX2 0JB,IN101271," 40,016.00 ",,NHS Staff Survey Coordination May 2011 to May 2014,Programme,13246
Department of Health,Department of Health,02/08/2012,Outsourcing Contract,GO&A Goverance Operations & Assurance,STERIA LTD,LARGE,HP2 7AH,100035810," 78,587.00 ",,Club Managed Service from  April 2012 to March 2013,Admin,
Department of Health,Department of Health,02/08/2012,Outsourcing Contract,GO&A Goverance Operations & Assurance,STERIA LTD,LARGE,HP2 7AH,100035810, -   ,,,Admin,
Department of Health,Department of Health,02/08/2012,Service charge,Informatics Directorate,BT GROUP PLC,LARGE,NW9 6LB,CHAPS2/8/12," 26,734.00 ",,,Programme,
Department of Health,Department of Health,02/08/2012,Service charge,Informatics Directorate,THE ACCENTURE GROUP,LARGE,EC4N 4TW,3003187884," 1,340,889.00 ",,Revenue: PACS East Cluster Store Charges to be paid for between April 2012 and March 2013,Programme,
Department of Health,Department of Health,02/08/2012,Service charge,Informatics Directorate,THE ACCENTURE GROUP,LARGE,EC4N 4TW,3003187884," 1,557,947.00 ",,Revenue: PACS NE Cluster Store Services Charges to be paid for between April 2012 and March 2013,Programme,
Department of Health,Department of Health,02/08/2012,Research & development,RDD Research & Development,LIVERPOOL UNIVERSITY OF,PUBLIC,L69 3BX,ERS-467710-63028," 25,454.00 ",,Career Development Fellowship,Programme,
Department of Health,Department of Health,02/08/2012,Research & development,RDD Research & Development,YORK UNIVERSITY OF,PUBLIC,YO10 5DD,ERS-467712-63030," 50,908.00 ",,Career Development Fellowship,Programme,
Department of Health,Department of Health,02/08/2012,Research & development,RDD Research & Development,KINGS COLLEGE LONDON,PUBLIC,SE1 8WA,ERS-467720-63027," 91,745.00 ",,EME NETSCC,Programme,
Department of Health,Department of Health,02/08/2012,Revenue Grants to Other Bodies,SC Social Care,UNIVERSITY OF CENTRAL LANCASHIRE HEC,PUBLIC,PR1 2HE,ERS-467660-62983," 80,000.00 ",,Offender Health Grant 12/13: Grant to University of Central Lancashire for the WHO Collaborating Centre for Health in Prisions Project £80k cc: 22950 BB1401,Programme,
Department of Health,Department of Health,02/08/2012,Grants to non profit institutions (CUR),SC Social Care,SOCIAL CARE INSTITUTE FOR EXCELLENCE SCIE,VCS,SW1Y 5BH,ERS-467653-62981," 1,250,000.00 ",,2012/015 Social Care Institute for Excellence (SCIE)- Project: SCIE Core Grant-Steve Bridge,Admin,
Department of Health,Department of Health,02/08/2012,Outsourcing Contract,NHS M Medical,HEALTHCARE QUALITY IMPROVEMENT PARTNERSHIP HQIP,VCS,EC3V 5AW,S01097CORRECTION," 350,443.00 ",,"Invoice No SO1097 Clinical Audit Qtr 1. Management Fees, Reinvigoration, Events",Programme,
Department of Health,Department of Health,03/08/2012,Programme Revenue Grant in Aid to ENDPBs,PH Public Health,HEALTH PROTECTION AGENCY (HPA),PUBLIC,SP4 0JG,HPAFUNDINGJULY2012," 14,000,000.00 ",,Health Protection Agency (HPA) Grant in Aid (GIA) Programme Revenue Drawdown costs for 2012/13.,Other,
Department of Health,Department of Health,03/08/2012,Expense clearing GPC (ST),CENTRAL TECHNICAL,BARCLAYCARD BUSINESS,SME,TS17 6YG,2793001-20-AUG-12," 3,161.00 ",,,Other,
Department of Health,Department of Health,03/08/2012,IT minor costs non capital,ER External Relations,DELOITTE LLP,LARGE,MK9 1FD,2410058695," 35,671.00 ",,Reprocurement of FPAS (Foundation Programme Application System),Programme,
Department of Health,Department of Health,03/08/2012,Other programme expenditure,SC Social Care,SQW CONSULTING LTD,SME,CB4 9ZR,16539," 196,260.00 ",,SQW: Evaluation of the Common Assessment Feamework (CAF Demonstration Sites,Programme,
Department of Health,Department of Health,03/08/2012,Outsourcing Contract,PH Public Health,SAPIENT LTD,LARGE,E14 9GE,25424," 26,128.00 ",,EESSI software design and related services Sapient costs,Programme,
Department of Health,Department of Health,03/08/2012,Outsourcing Contract,PH Public Health,SAPIENT LTD,LARGE,E1 6DU,25425," 56,298.00 ",,EESSI software design and related services Sapient costs,Programme,
Department of Health,Department of Health,03/08/2012,Outsourcing Contract,PH Public Health,SAPIENT LTD,LARGE,E1 6DU,25603," 58,105.00 ",,EESSI software design and related services Sapient costs,Programme,
Department of Health,Department of Health,03/08/2012,Publicity & advertising,ER External Relations,M AND C SAATCHI UK LTD,LARGE,W1F 9EE,99420," 98,941.00 ",,Change4Life. Strategic and creative development and production of campaign for Jan 2014,Programme,
Department of Health,Department of Health,03/08/2012,Publicity & advertising,ER External Relations,FREUD COMMUNICATIONS LTD,SME,W1T 3EB,SI11186," 6,833.00 ",,Freud retainer fee for July - September Q2 2012,Programme,
Department of Health,Department of Health,03/08/2012,Publicity & advertising,ER External Relations,FREUD COMMUNICATIONS LTD,SME,W1T 3EB,SI11186," 20,500.00 ",,Freud retainer fee for July - September Q2 2012,Programme,
Department of Health,Department of Health,03/08/2012,Publicity & advertising,ER External Relations,FREUD COMMUNICATIONS LTD,SME,W1T 3EB,SI11186," 20,500.00 ",,Freud retainer fee for July - September Q2 2012,Programme,
Department of Health,Department of Health,03/08/2012,Publicity & advertising,ER External Relations,FREUD COMMUNICATIONS LTD,SME,W1T 3EB,SI11186," 20,500.00 ",,Freud retainer fee for July - September Q2 2012,Programme,
Department of Health,Department of Health,03/08/2012,Research & development,RDD Research & Development,ORTHOX LTD,SME,OX144SE,120718," 35,934.00 ",,Invention for Innovation,Programme,
Department of Health,Department of Health,03/08/2012,Research & development,RDD Research & Development,INFRARED INTEGRATED SYSTEMS LTD,SME,NN4 9BG,15571," 104,655.00 ",,Invention for Innovation,Programme,
Department of Health,Department of Health,03/08/2012,Research & development,RDD Research & Development,DEFENSE SCIENCE AND TECHNOLOGY LABORATORY (DSTL),LARGE,SP4 0JQ,MST004948," 30,000.00 ",,Other PRP Research,Programme,
Department of Health,Department of Health,03/08/2012,Outsourcing Contract,I&E Improvement & Efficency,South of England Advocacy Projects,VCS,TN34 1HL,SIN002388," 291,112.00 ",,The extension of the current ICAS contract for the provision of independent advocacy by SEAP,Programme,
Department of Health,Department of Health,04/08/2012,Expense clearing GPC (ST),CENTRAL TECHNICAL,BARCLAYCARD BUSINESS,SME,TS17 6YG,2793001-20-AUG-12, 23.00 ,,,Other,
Department of Health,Department of Health,06/08/2012,Additions-PDC permanent,CENTRAL TECHNICAL,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,PUBLIC,WA7 2DA,HAFS-13818," 12,000,000.00 ",,,Other,
Department of Health,Department of Health,06/08/2012,Additions-PDC permanent,CENTRAL TECHNICAL,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,PUBLIC,YO30 4RY,HAFS-13819," 6,700,000.00 ",,,Other,
Department of Health,Department of Health,06/08/2012,Outsourcing Contract,NHS M Medical,HEALTH AND SOCIAL CARE INFORMATION CENTRE,PUBLIC,,12593227," 36,250.00 ",,Development of the Diagnostic Imaging Dataset,Programme,
Department of Health,Department of Health,06/08/2012,Outsourcing Contract,PH Public Health,NHS SUPPLY CHAIN,PUBLIC,DE55 4QJ,904300005," 2,905,228.00 ",,NHS Supply Chain - SFVS Distributor funding 2012/13,Programme,
Department of Health,Department of Health,06/08/2012,Research & development,RDD Research & Development,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,S5 7AU,ERS-467899-63041," 25,000.00 ",,Experimental Cancer Medical Centres,Programme,
Department of Health,Department of Health,06/08/2012,Research & development,RDD Research & Development,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,M13 0JR,ERS-467900-63046," 59,593.00 ",,Experimental Cancer Medical Centres,Programme,
Department of Health,Department of Health,06/08/2012,Research & development,RDD Research & Development,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,PUBLIC,W12 0HS,ERS-467901-63047," 25,000.00 ",,Experimental Cancer Medical Centres,Programme,
Department of Health,Department of Health,06/08/2012,Research & development,RDD Research & Development,OXFORD UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,OX3 9DX,ERS-467902-63044," 61,920.00 ",,Experimental Cancer Medical Centres,Programme,
Department of Health,Department of Health,06/08/2012,Research & development,RDD Research & Development,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,PUBLIC,NE7 7DN,ERS-467903-63043," 59,212.00 ",,Experimental Cancer Medical Centres,Programme,
Department of Health,Department of Health,06/08/2012,Research & development,RDD Research & Development,GUYS AND ST THOMAS NHS FOUNDATION TRUST,PUBLIC,SE1 9RT,ERS-467904-63042," 25,000.00 ",,Experimental Cancer Medical Centres,Programme,
Department of Health,Department of Health,06/08/2012,Research & development,RDD Research & Development,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,PUBLIC,BR3 3BX,ERS-467905-63045," 126,213.00 ",,Applied Research Programme,Programme,
Department of Health,Department of Health,06/08/2012,Consultancy/Professional Advice,SF&NHS Strategy Finance & NHS,KPMG LLP,LARGE,E14 5AG,5500535677," 37,400.00 ",,(Clynch) ITT -  Licensing Exemptions Phase 2 work - Sector Reg Team,Admin,
Department of Health,Department of Health,06/08/2012,Expense clearing GPC (ST),CENTRAL TECHNICAL,BARCLAYCARD BUSINESS,SME,TS17 6YG,2793001-20-AUG-12," 1,196.00 ",,,Other,
Department of Health,Department of Health,06/08/2012,Outsourcing Contract,ER External Relations,PICKER INSTITUTE EUROPE,VCS,OX2 0JB,IN101372," 29,338.00 ",,NHS Staff Survey Coordination May 2011 to May 2014,Programme,13246
Department of Health,Department of Health,06/08/2012,Outsourcing Contract,PH Public Health,TNS UK LTD,LARGE,W5 5SU,260111595," 31,750.00 ",,National Child Measurement Programme - NCMP - data processing;seeking parents's view,Admin,
Department of Health,Department of Health,06/08/2012,Outsourcing Contract,SF&NHS Strategy Finance & NHS,CARE UK CLINICAL SERVICES LTD,LARGE,CO4 9QB,25931281," 271,361.00 ",,Clinical services under E09 HIoW Hampshire Isle of Wight contract,Programme,
Department of Health,Department of Health,06/08/2012,Outsourcing Contract,SF&NHS Strategy Finance & NHS,CARE UK CLINICAL SERVICES LTD,LARGE,CO4 9QB,25931281," 1,523,828.00 ",,Clinical services under E09 HIoW Hampshire Isle of Wight contract,Programme,
Department of Health,Department of Health,06/08/2012,Outsourcing Contract,SF&NHS Strategy Finance & NHS,ALLIANCE MEDICAL LTD,LARGE,CV34 6DA,PET0137," 934,228.00 ",,Alliance Medical - Clinical services under D8N PET/CT North contract,Programme,
Department of Health,Department of Health,06/08/2012,Publicity & advertising,ER External Relations,EMERY MCLAVEN ORR LTD,LARGE,BS8 1PD,121045564," 96,500.00 ",,Stoptober 2012 - toolkit development and regional recruitment roadshow,Programme,
Department of Health,Department of Health,06/08/2012,SYS VAT Non Recoverable,Informatics Directorate,MCKESSON INFORMATION SOLUTIONS UK LTD,,,15300988, -   ,,,,
Department of Health,Department of Health,06/08/2012,Contr Other External,Informatics Directorate,MCKESSON INFORMATION SOLUTIONS UK LTD,,,15300988," 252,733.00 ",,,,
Department of Health,Department of Health,06/08/2012,Additions-PDC permanent,CENTRAL TECHNICAL,ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST,PUBLIC,DN4 8QN,HAFS-13817," 328,000.00 ",,,Other,
Department of Health,Department of Health,06/08/2012,Research & development,RDD Research & Development,OXFORD UNIVERSITY,PUBLIC,OX1 2XN,14008937," 36,058.00 ",,PORTFOLIO SUPPORT ADVISER,Programme,
Department of Health,Department of Health,06/08/2012,Research & development,RDD Research & Development,KINGS COLLEGE LONDON,PUBLIC,SE1 8WA,ERS-467906-63048," 228,515.00 ",,HTA - Systemic Evaluation of Diagnostic Tests,Programme,
Department of Health,Department of Health,06/08/2012,Research & development,RDD Research & Development,UNIVERSITY COLLEGE LONDON UCL,PUBLIC,WC1E 6BT,ERS-467908-63049," 147,377.00 ",,Health Tech Assessment,Programme,
Department of Health,Department of Health,07/08/2012,Building repairs & maintenance,GO&A Goverance Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00245904RI," 148,768.00 ",,DH - FM Variable Operational Works 2012 - 2013,Admin,
Department of Health,Department of Health,07/08/2012,Expense clearing GPC (ST),CENTRAL TECHNICAL,BARCLAYCARD BUSINESS,SME,TS17 6YG,2793001-20-AUG-12," 4,510.00 ",,,Other,
Department of Health,Department of Health,07/08/2012,Grants to non profit institutions (CUR),SC Social Care,ENGLISH FEDERATION OF DISABILITY SPORT OPERATING CO,VCS,LE11 3QF,ERS-468007-63081," 25,000.00 ",,2011/047 English Federation of Disability Sport - Inclusive Fitness Initiative (IFI) (Paralympic Legacy Programme),Programme,
Department of Health,Department of Health,07/08/2012,Professional fees,SC Social Care,ECOTEC RESEARCH AND CONSULTING LTD,LARGE,B1 2RA,INV10737," 262,562.00 ",,Fund to support volunteering in health and social care procurement of 'Health and Social Care Volunteering Fund Manager',Programme,11711
