Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Supplier Type,Supplier Site Postcode,Transaction Number, Amount ,PO Line Discription,Contract Number,Project Code
,,23/12/2013,Research & development,DG: RDD,BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST,PUBLIC,B15 2PZ,ERS-510955-84421,"120,199",Programme Grants for NHS Trusts,,
,,23/12/2013,Research & development,DG: RDD,BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST,PUBLIC,B15 2PZ,ERS-510955-84421,"24,634",Research for Patient Benefit,,
,,23/12/2013,Research & development,DG: RDD,BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST,PUBLIC,B15 2PZ,ERS-510955-84421,"27,356",Research for Patient Benefit,,
,,23/12/2013,Research & development,DG: RDD,BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST,PUBLIC,B15 2PZ,ERS-510955-84421,"47,571",HTA Commissioned Research,,
,,23/12/2013,Research & development,DG: RDD,BIRMINGHAM COMMUNITY HEALTHCARE NHS TRUST RYW,PUBLIC,B13 8JL,ERS-510958-84488,"10,136",Research for Patient Benefit,,
,,23/12/2013,Research & development,DG: RDD,BIRMINGHAM COMMUNITY HEALTHCARE NHS TRUST RYW,PUBLIC,B13 8JL,ERS-510958-84488,"46,091",Programme Grants for NHS Trusts,,
,,23/12/2013,Research & development,DG: RDD,BIRMINGHAM COMMUNITY HEALTHCARE NHS TRUST RYW,PUBLIC,B13 8JL,ERS-510958-84488,"29,432",Research for Patient Benefit,,
,,23/12/2013,Research & development,DG: RDD,BIRMINGHAM COMMUNITY HEALTHCARE NHS TRUST RYW,PUBLIC,B13 8JL,ERS-510958-84488,"22,434",Research for Patient Benefit,,
,,23/12/2013,Research & development,DG: RDD,BRADFORD DISTRICT CARE TRUST,PUBLIC,WF3 1WE,ERS-510966-84483,"35,320",Research for Patient Benefit,,
,,23/12/2013,Research & development,DG: RDD,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,WF3 1WE,ERS-510970-84342,"50,501",Programme Grants for NHS Trusts,,
,,23/12/2013,Research & development,DG: RDD,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,WF3 1WE,ERS-510970-84342,"69,500",Programme Grants for NHS Trusts,,
,,23/12/2013,Research & development,DG: RDD,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,WF3 1WE,ERS-510970-84342,"27,276",HTA Commissioned Research,,
,,23/12/2013,Research & development,DG: RDD,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,WF3 1WE,ERS-510970-84342,"19,269",HS & DR,,
,,23/12/2013,Research & development,DG: RDD,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,WF3 1WE,ERS-510970-84342,"17,192",Research for Patient Benefit,,
,,23/12/2013,Research & development,DG: RDD,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,WF3 1WE,ERS-510970-84342,"37,424",NIHR Public Health Research ( NETSCC ),,
,,23/12/2013,Research & development,DG: RDD,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,WF3 1WE,ERS-510970-84342,"94,480",Programme Grants for NHS Trusts,,
,,23/12/2013,Research & development,DG: RDD,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,WF3 1WE,ERS-510970-84342,"99,864",Programme Grants for NHS Trusts,,
,,23/12/2013,Research & development,DG: RDD,BRIGHTON & SUSSEX UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,BN2 3EW,ERS-510972-84417,"33,778",Research for Patient Benefit,,
,,23/12/2013,Research & development,DG: RDD,BRIGHTON & SUSSEX UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,BN2 3EW,ERS-510972-84417,"8,239",Research for Patient Benefit,,
,,23/12/2013,Research & development,DG: RDD,BRIGHTON & SUSSEX UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,BN2 3EW,ERS-510972-84417,"20,205",Research for Patient Benefit,,
,,23/12/2013,Research & development,DG: RDD,BRIGHTON & SUSSEX UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,BN2 3EW,ERS-510972-84417,"6,886",Research for Patient Benefit,,
,,23/12/2013,Research & development,DG: RDD,BRIGHTON & SUSSEX UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,BN2 3EW,ERS-510972-84417,"14,607",Research for Patient Benefit,,
,,23/12/2013,Research & development,DG: RDD,BRIGHTON & SUSSEX UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,BN2 3EW,ERS-510972-84417,"109,919",Programme Grants for NHS Trusts,,
,,23/12/2013,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,CB2 2QQ,ERS-510975-84358,"17,940",HTA Customer Priority Research,,
,,23/12/2013,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,CB2 2QQ,ERS-510975-84358,"77,495",Programme Grants for NHS Trusts,,
,,23/12/2013,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,CB2 2QQ,ERS-510975-84358,"21,044",Research for Patient Benefit,,
,,23/12/2013,Research & development,DG: RDD,CAMDEN AND ISLINGTON NHS FOUNDATION TRUST,PUBLIC,NW1 0PE,ERS-510978-84485,"108,860",Programme Grants for NHS Trusts,,
,,23/12/2013,Research & development,DG: RDD,CAMDEN AND ISLINGTON NHS FOUNDATION TRUST,PUBLIC,NW1 0PE,ERS-510978-84485,"81,878",Programme Grants for NHS Trusts,,
,,23/12/2013,Research & development,DG: RDD,CAMDEN AND ISLINGTON NHS FOUNDATION TRUST,PUBLIC,NW1 0PE,ERS-510978-84485,"67,640",Programme Grants for NHS Trusts,,
,,23/12/2013,Research & development,DG: RDD,CAMDEN AND ISLINGTON NHS FOUNDATION TRUST,PUBLIC,NW1 0PE,ERS-510978-84485,"83,246",Programme Grants for NHS Trusts,,
,,23/12/2013,Research & development,DG: RDD,CAMDEN AND ISLINGTON NHS FOUNDATION TRUST,PUBLIC,NW1 0PE,ERS-510978-84485,"28,094",Research for Patient Benefit,,
,,23/12/2013,Research & development,DG: RDD,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,M13 0JR,ERS-510984-84404,"54,452",Research for Patient Benefit,,
,,23/12/2013,Research & development,DG: RDD,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,M13 0JR,ERS-510984-84404,"19,257",Research for Patient Benefit,,
,,23/12/2013,Research & development,DG: RDD,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,M13 0JR,ERS-510984-84404,"31,812",Research for Patient Benefit,,
,,23/12/2013,Research & development,DG: RDD,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,M13 0JR,ERS-510984-84404,"28,125",Research for Patient Benefit,,
,,23/12/2013,Research & development,DG: RDD,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,M13 0JR,ERS-510984-84404,"16,664",Programme Grants for NHS Trusts,,
,,23/12/2013,Research & development,DG: RDD,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,M13 0JR,ERS-510984-84404,"45,816",HTA Commissioned Research,,
,,23/12/2013,Research & development,DG: RDD,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,M13 0JR,ERS-510984-84404,"43,434",HTA Researcher Lead,,
,,23/12/2013,Research & development,DG: RDD,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,M13 0JR,ERS-510984-84404,"27,116",HS & DR,,
,,23/12/2013,Research & development,DG: RDD,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,M13 0JR,ERS-510984-84404,"40,405",HS & DR,,
,,23/12/2013,Research & development,DG: RDD,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,M13 0JR,ERS-510984-84404,"2,374",HTA Commissioned Research,,
,,23/12/2013,Research & development,DG: RDD,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,M13 0JR,ERS-510984-84404,"66,976",HTA Researcher Lead,,
,,23/12/2013,Research & development,DG: RDD,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,M13 0JR,ERS-510984-84404,"20,365",Research for Patient Benefit,,
,,23/12/2013,Research & development,DG: RDD,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,M13 0JR,ERS-510984-84404,"9,353",Research for Patient Benefit,,
,,23/12/2013,Research & development,DG: RDD,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,PUBLIC,SW10 9NH,ERS-510985-84383,"57,758",Programme Grants for NHS Trusts,,
,,23/12/2013,Research & development,DG: RDD,DEVON PARTNERSHIP NHS TRUST,PUBLIC,EX2 5DW,ERS-510992-84411,891,AD-HOC - ETC,,
,,23/12/2013,Research & development,DG: RDD,DEVON PARTNERSHIP NHS TRUST,PUBLIC,EX2 5DW,ERS-510992-84411,"6,237",AD-HOC - ETC,,
,,23/12/2013,Research & development,DG: RDD,DEVON PARTNERSHIP NHS TRUST,PUBLIC,EX2 5DW,ERS-510992-84411,"78,424",Programme Grants for NHS Trusts,,
,,23/12/2013,Research & development,DG: RDD,EAST & NORTH HERTFORDSHIRE NHS TRUST,PUBLIC,BS1 2NP,ERS-510996-84408,"18,537",Research for Patient Benefit,,
,,23/12/2013,Research & development,DG: RDD,EAST & NORTH HERTFORDSHIRE NHS TRUST,PUBLIC,BS1 2NP,ERS-510996-84408,"37,398",Research for Patient Benefit,,
,,23/12/2013,Research & development,DG: RDD,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,PUBLIC,CT1 3NG,ERS-510998-84403,"39,903",HS & DR,,
,,23/12/2013,Research & development,DG: RDD,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,PUBLIC,CT1 3NG,ERS-510998-84403,"82,002",HTA Researcher Lead,,
,,23/12/2013,Research & development,DG: RDD,EAST LONDON NHS FOUNDATION TRUST,PUBLIC,E1 1RD,ERS-510999-84409,"106,005",Programme Grants for NHS Trusts,,
,,23/12/2013,Research & development,DG: RDD,EAST LONDON NHS FOUNDATION TRUST,PUBLIC,E1 1RD,ERS-510999-84409,"57,907",Programme Grants for NHS Trusts,,
,,23/12/2013,Research & development,DG: RDD,EAST LONDON NHS FOUNDATION TRUST,PUBLIC,E1 1RD,ERS-510999-84409,"48,612",Programme Grants for NHS Trusts,,
,,23/12/2013,Research & development,DG: RDD,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,PUBLIC,NG8 3LL,ERS-511000-84415,"57,115",Programme Grants for NHS Trusts,,
,,23/12/2013,Research & development,DG: RDD,GATESHEAD HEALTH NHS FOUNDATION TRUST,PUBLIC,NE8 4YL,ERS-511003-84385,"25,948",Research for Patient Benefit,,
,,23/12/2013,Research & development,DG: RDD,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,PUBLIC,GL1 2EL,ERS-511006-84394,"59,471",HTA Commissioned Research,,
,,23/12/2013,Research & development,DG: RDD,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,PUBLIC,GL1 2EL,ERS-511006-84394,"5,572",HTA Commissioned Research,,
,,23/12/2013,Research & development,DG: RDD,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,PUBLIC,WC1N 3JH,ERS-511007-84378,"63,816",Programme Grants for NHS Trusts,,
,,23/12/2013,Research & development,DG: RDD,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,PUBLIC,WC1N 3JH,ERS-511007-84378,"99,121",Programme Grants for NHS Trusts,,
,,23/12/2013,Research & development,DG: RDD,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,PUBLIC,WC1N 3JH,ERS-511007-84378,"30,065",HS & DR,,
,,23/12/2013,Research & development,DG: RDD,GREATER MANCHESTER WEST MENTAL HEALTH NHS FOUNDATION TRUST,PUBLIC,M25 3BL,ERS-511008-84422,"20,262",Research for Patient Benefit,,
,,23/12/2013,Research & development,DG: RDD,GREATER MANCHESTER WEST MENTAL HEALTH NHS FOUNDATION TRUST,PUBLIC,M25 3BL,ERS-511008-84422,"107,872",HTA Commissioned Research,,
,,23/12/2013,Research & development,DG: RDD,GREATER MANCHESTER WEST MENTAL HEALTH NHS FOUNDATION TRUST,PUBLIC,M25 3BL,ERS-511008-84422,"4,644",AD-HOC - ETC,,
,,23/12/2013,Research & development,DG: RDD,GUYS AND ST THOMAS NHS FOUNDATION TRUST,PUBLIC,SE1 9RT,ERS-511009-84363,"16,666",Programme Grants for NHS Trusts,,
,,23/12/2013,Research & development,DG: RDD,GUYS AND ST THOMAS NHS FOUNDATION TRUST,PUBLIC,SE1 9RT,ERS-511009-84363,"79,352",HTA Commissioned Research,,
,,23/12/2013,Research & development,DG: RDD,GUYS AND ST THOMAS NHS FOUNDATION TRUST,PUBLIC,SE1 9RT,ERS-511009-84363,"22,036",Research for Patient Benefit,,
,,23/12/2013,Research & development,DG: RDD,GUYS AND ST THOMAS NHS FOUNDATION TRUST,PUBLIC,SE1 9RT,ERS-511009-84363,"6,479",Research for Patient Benefit,,
,,23/12/2013,Research & development,DG: RDD,GUYS AND ST THOMAS NHS FOUNDATION TRUST,PUBLIC,SE1 9RT,ERS-511009-84363,"22,279",Research for Patient Benefit,,
,,23/12/2013,Research & development,DG: RDD,GUYS AND ST THOMAS NHS FOUNDATION TRUST,PUBLIC,SE1 9RT,ERS-511009-84363,"69,874",Programme Grants for NHS Trusts,,
,,23/12/2013,Research & development,DG: RDD,GUYS AND ST THOMAS NHS FOUNDATION TRUST,PUBLIC,SE1 9RT,ERS-511009-84363,"49,865",Programme Grants for NHS Trusts,,
,,23/12/2013,Research & development,DG: RDD,GUYS AND ST THOMAS NHS FOUNDATION TRUST,PUBLIC,SE1 9RT,ERS-511009-84363,"89,978",Programme Grants for NHS Trusts,,
,,23/12/2013,Research & development,DG: RDD,HEART OF ENGLAND NHS FOUNDATION TRUST,PUBLIC,B9 5TA,ERS-511010-84384,"71,930",HTA Commissioned Research,,
,,23/12/2013,Research & development,DG: RDD,HEART OF ENGLAND NHS FOUNDATION TRUST,PUBLIC,B9 5TA,ERS-511010-84384,"36,406",HS & DR,,
,,23/12/2013,Research & development,DG: RDD,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,PUBLIC,HU16 5JQ,ERS-511013-84405,"110,606",Programme Grants for NHS Trusts,,
,,23/12/2013,Research & development,DG: RDD,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,PUBLIC,W12 0HS,ERS-511034-84424,"10,996",Programme Grants for NHS Trusts,,
,,23/12/2013,Research & development,DG: RDD,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,PUBLIC,W12 0HS,ERS-511034-84424,"16,904",Research for Patient Benefit,,
,,23/12/2013,Research & development,DG: RDD,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,PUBLIC,SE5 9RS,ERS-511041-84366,"38,056",RISC,,
,,23/12/2013,Research & development,DG: RDD,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,PUBLIC,SE5 9RS,ERS-511041-84366,"23,327",Research for Patient Benefit,,
,,23/12/2013,Research & development,DG: RDD,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,PUBLIC,SE5 9RS,ERS-511041-84366,"100,390",Programme Grants for NHS Trusts,,
,,23/12/2013,Research & development,DG: RDD,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,PUBLIC,SE5 9RS,ERS-511041-84366,"90,923",Research for Patient Benefit,,
,,23/12/2013,Research & development,DG: RDD,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,PUBLIC,SE5 9RS,ERS-511041-84366,"88,604",Programme Grants for NHS Trusts,,
,,23/12/2013,Research & development,DG: RDD,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,PR7 1GZ,ERS-511043-84419,"25,377",Research for Patient Benefit,,
,,23/12/2013,Research & development,DG: RDD,LEEDS AND YORK PARTNERSHIP NHS FOUNDATION TRUST,PUBLIC,WF3 1WE,ERS-511045-84356,"23,722",Research for Patient Benefit,,
,,23/12/2013,Research & development,DG: RDD,LEEDS AND YORK PARTNERSHIP NHS FOUNDATION TRUST,PUBLIC,WF3 1WE,ERS-511045-84356,"7,044",HS & DR,,
,,23/12/2013,Research & development,DG: RDD,LEEDS AND YORK PARTNERSHIP NHS FOUNDATION TRUST,PUBLIC,WF3 1WE,ERS-511045-84356,"37,906",HTA Commissioned Research,,
,,23/12/2013,Research & development,DG: RDD,LEEDS AND YORK PARTNERSHIP NHS FOUNDATION TRUST,PUBLIC,WF3 1WE,ERS-511045-84356,"6,161",Research for Patient Benefit,,
,,23/12/2013,Research & development,DG: RDD,LEEDS TEACHING HOSPITAL NHS TRUST,PUBLIC,LS9 7TF,ERS-511046-84386,"91,815",Programme Grants for NHS Trusts,,
,,23/12/2013,Research & development,DG: RDD,LEEDS TEACHING HOSPITAL NHS TRUST,PUBLIC,LS9 7TF,ERS-511046-84386,"19,554",Research for Patient Benefit,,
,,23/12/2013,Research & development,DG: RDD,LEEDS TEACHING HOSPITAL NHS TRUST,PUBLIC,LS9 7TF,ERS-511046-84386,"14,832",Research for Patient Benefit,,
,,23/12/2013,Research & development,DG: RDD,LEEDS TEACHING HOSPITAL NHS TRUST,PUBLIC,LS9 7TF,ERS-511046-84386,"113,072",Programme Grants for NHS Trusts,,
,,23/12/2013,Research & development,DG: RDD,LEEDS TEACHING HOSPITAL NHS TRUST,PUBLIC,LS9 7TF,ERS-511046-84386,"44,067",HS & DR,,
,,23/12/2013,Research & development,DG: RDD,LEEDS TEACHING HOSPITAL NHS TRUST,PUBLIC,LS9 7TF,ERS-511046-84386,"100,933",Programme Grants for NHS Trusts,,
,,23/12/2013,Research & development,DG: RDD,MANCHESTER MENTAL HEALTH & SOCIAL CARE TRUST,PUBLIC,M21 9UN,ERS-511054-84484,"26,398",HS & DR,,
,,23/12/2013,Research & development,DG: RDD,MANCHESTER MENTAL HEALTH & SOCIAL CARE TRUST,PUBLIC,M21 9UN,ERS-511054-84484,"68,316",Programme Grants for NHS Trusts,,
,,23/12/2013,Research & development,DG: RDD,MANCHESTER MENTAL HEALTH & SOCIAL CARE TRUST,PUBLIC,M21 9UN,ERS-511054-84484,"18,734",Research for Patient Benefit,,
,,23/12/2013,Research & development,DG: RDD,MANCHESTER MENTAL HEALTH & SOCIAL CARE TRUST,PUBLIC,M21 9UN,ERS-511054-84484,"97,535",Programme Grants for NHS Trusts,,
,,23/12/2013,Research & development,DG: RDD,MANCHESTER MENTAL HEALTH & SOCIAL CARE TRUST,PUBLIC,M21 9UN,ERS-511054-84484,"56,602",Programme Grants for NHS Trusts,,
,,23/12/2013,Research & development,DG: RDD,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,PUBLIC,EC1V 2PD,ERS-511058-84379,"76,568",EME - ( NETSCC ),,
,,23/12/2013,Research & development,DG: RDD,NHS BLOOD AND TRANSPLANT (NHSBT),PUBLIC,LS15 7TW,ERS-511060-84482,"74,558",Programme Grants for NHS Trusts,,
,,23/12/2013,Research & development,DG: RDD,NHS BLOOD AND TRANSPLANT (NHSBT),PUBLIC,LS15 7TW,ERS-511060-84482,"185,431",Programme Grants for NHS Trusts,,
,,23/12/2013,Research & development,DG: RDD,NHS BLOOD AND TRANSPLANT (NHSBT),PUBLIC,LS15 7TW,ERS-511060-84482,"308,556",Programme Grants for NHS Trusts,,
,,23/12/2013,Research & development,DG: RDD,NHS BLOOD AND TRANSPLANT (NHSBT),PUBLIC,LS15 7TW,ERS-511060-84482,"337,174",Programme Grants for NHS Trusts,,
,,23/12/2013,Research & development,DG: RDD,NHS BLOOD AND TRANSPLANT (NHSBT),PUBLIC,LS15 7TW,ERS-511060-84482,"290,346",Programme Grants for NHS Trusts,,
,,23/12/2013,Research & development,DG: RDD,NHS Bradford Districts CCG 02R,PUBLIC,WF3 1WE,ERS-511061-84498,"83,900",Programme Grants for NHS Trusts,,
,,23/12/2013,Research & development,DG: RDD,NHS BRISTOL CCG 11H,PUBLIC,BS1 3NX,ERS-511062-84496,"94,753",Programme Grants for NHS Trusts,,
,,23/12/2013,Research & development,DG: RDD,NHS BRISTOL CCG 11H,PUBLIC,BS1 3NX,ERS-511062-84496,"88,592",Programme Grants for NHS Trusts,,
,,23/12/2013,Research & development,DG: RDD,NHS BRISTOL CCG 11H,PUBLIC,BS1 3NX,ERS-511062-84496,"48,527",Programme Grants for NHS Trusts,,
,,23/12/2013,Research & development,DG: RDD,NHS BRISTOL CCG 11H,PUBLIC,BS1 3NX,ERS-511062-84496,"32,111",Research for Patient Benefit,,
,,23/12/2013,Research & development,DG: RDD,NHS Cambridgeshire and Peterborough CCG 06H,PUBLIC,CB2 8FH,ERS-511063-84495,"23,495",Research for Patient Benefit,,
,,23/12/2013,Research & development,DG: RDD,NHS Cambridgeshire and Peterborough CCG 06H,PUBLIC,CB2 8FH,ERS-511063-84495,"18,731",Research for Patient Benefit,,
,,23/12/2013,Research & development,DG: RDD,NHS Cambridgeshire and Peterborough CCG 06H,PUBLIC,CB2 8FH,ERS-511063-84495,"146,641",Programme Grants for NHS Trusts,,
,,23/12/2013,Research & development,DG: RDD,NHS Cambridgeshire and Peterborough CCG 06H,PUBLIC,CB2 8FH,ERS-511063-84495,"105,245",Programme Grants for NHS Trusts,,
,,23/12/2013,Research & development,DG: RDD,NHS DIRECT NHS TRUST,PUBLIC,MK14 6DY,ERS-511064-84481,"81,977",Programme Grants for NHS Trusts,,
,,23/12/2013,Research & development,DG: RDD,NHS GREATER GLASGOW AND CLYDE,PUBLIC,G12 0XH,ERS-511065-84425,"23,869",HTA Commissioned Research,,
,,23/12/2013,Research & development,DG: RDD,NHS GREATER GLASGOW AND CLYDE,PUBLIC,G12 0XH,ERS-511065-84425,"43,536",HTA Researcher Lead,,
,,23/12/2013,Research & development,DG: RDD,NHS NORTH STAFFORDSHIRE CCG 05G,PUBLIC,ST5 1QG,ERS-511066-84497,"54,613",Programme Grants for NHS Trusts,,
,,23/12/2013,Research & development,DG: RDD,NHS NORTH STAFFORDSHIRE CCG 05G,PUBLIC,ST5 1QG,ERS-511066-84497,"5,741",Research for Patient Benefit,,
,,23/12/2013,Research & development,DG: RDD,NHS OXFORDSHIRE CCG 10Q,PUBLIC,OX4 2LH,ERS-511067-84494,"87,182",Programme Grants for NHS Trusts,,
,,23/12/2013,Research & development,DG: RDD,NHS OXFORDSHIRE CCG 10Q,PUBLIC,OX4 2LH,ERS-511067-84494,"93,510",Programme Grants for NHS Trusts,,
,,23/12/2013,Research & development,DG: RDD,NHS OXFORDSHIRE CCG 10Q,PUBLIC,OX4 2LH,ERS-511067-84494,"37,169",Programme Grants for NHS Trusts,,
,,23/12/2013,Research & development,DG: RDD,NHS OXFORDSHIRE CCG 10Q,PUBLIC,OX4 2LH,ERS-511067-84494,"19,653",Research for Patient Benefit,,
,,23/12/2013,Research & development,DG: RDD,NHS OXFORDSHIRE CCG 10Q,PUBLIC,OX4 2LH,ERS-511067-84494,"111,436",Programme Grants for NHS Trusts,,
,,23/12/2013,Research & development,DG: RDD,NHS SHEFFIELD CCG,PUBLIC,S36 2GB,ERS-511068-84500,"90,000",Programme Grants for NHS Trusts,,
,,23/12/2013,Research & development,DG: RDD,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,PUBLIC,NR4 7UY,ERS-511071-84372,"95,578",Programme Grants for NHS Trusts,,
,,23/12/2013,Research & development,DG: RDD,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,PUBLIC,NR4 7UY,ERS-511071-84372,"7,903",Research for Patient Benefit,,
,,23/12/2013,Research & development,DG: RDD,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,PUBLIC,NR4 7UY,ERS-511071-84372,"9,362",Research for Patient Benefit,,
,,23/12/2013,Research & development,DG: RDD,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,PUBLIC,NR4 7UY,ERS-511071-84372,"20,407",Research for Patient Benefit,,
,,23/12/2013,Research & development,DG: RDD,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,PUBLIC,NR4 7UY,ERS-511071-84372,"6,243",Research for Patient Benefit,,
,,23/12/2013,Research & development,DG: RDD,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,PUBLIC,NR4 7UY,ERS-511071-84372,"12,600",Research for Patient Benefit,,
,,23/12/2013,Research & development,DG: RDD,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,PUBLIC,NR4 7UY,ERS-511071-84372,"20,327",Research for Patient Benefit,,
,,23/12/2013,Research & development,DG: RDD,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,PUBLIC,NR4 7UY,ERS-511071-84372,"17,195",Research for Patient Benefit,,
,,23/12/2013,Research & development,DG: RDD,NORFOLK AND SUFFOLK NHS FOUNDATION TRUST,PUBLIC,NR6 5BE,ERS-511072-84375,"25,454",Research for Patient Benefit,,
,,23/12/2013,Research & development,DG: RDD,NORFOLK AND SUFFOLK NHS FOUNDATION TRUST,PUBLIC,NR6 5BE,ERS-511072-84375,"17,937",Research for Patient Benefit,,
,,23/12/2013,Research & development,DG: RDD,NORFOLK AND SUFFOLK NHS FOUNDATION TRUST,PUBLIC,NR6 5BE,ERS-511072-84375,"12,164",Research for Patient Benefit,,
,,23/12/2013,Research & development,DG: RDD,NORTH BRISTOL NHS TRUST,PUBLIC,BS1 2NP,ERS-511073-84401,"84,583",Programme Grants for NHS Trusts,,
,,23/12/2013,Research & development,DG: RDD,NORTH BRISTOL NHS TRUST,PUBLIC,BS1 2NP,ERS-511073-84401,"364,250",Programme Grants for NHS Trusts,,
,,23/12/2013,Research & development,DG: RDD,NORTH BRISTOL NHS TRUST,PUBLIC,BS1 2NP,ERS-511073-84401,"7,447",Research for Patient Benefit,,
,,23/12/2013,Research & development,DG: RDD,NORTH BRISTOL NHS TRUST,PUBLIC,BS1 2NP,ERS-511073-84401,"84,919",Programme Grants for NHS Trusts,,
,,23/12/2013,Research & development,DG: RDD,NORTH BRISTOL NHS TRUST,PUBLIC,BS1 2NP,ERS-511073-84401,"24,955",Research for Patient Benefit,,
,,23/12/2013,Research & development,DG: RDD,NORTH BRISTOL NHS TRUST,PUBLIC,BS1 2NP,ERS-511073-84401,"20,576",HTA Commissioned Research,,
,,23/12/2013,Research & development,DG: RDD,NORTH BRISTOL NHS TRUST,PUBLIC,BS1 2NP,ERS-511073-84401,"103,880",EME - ( NETSCC ),,
,,23/12/2013,Research & development,DG: RDD,NORTH BRISTOL NHS TRUST,PUBLIC,BS1 2NP,ERS-511073-84401,"20,759",Programme Grants for NHS Trusts,,
,,23/12/2013,Research & development,DG: RDD,NORTH BRISTOL NHS TRUST,PUBLIC,BS1 2NP,ERS-511073-84401,"60,726",HTA Researcher Lead,,
