Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description ,Supplier Postcode,Supplier Type,Expenditure Type
Cabinet Office,CABINET OFFICE,21/07/2014,RESOURCE GRANTS LOCAL AUTHORIT,OPEN DATA PROGRAMME,TAMESIDE METROPOLITAN BOROUGH COUNCIL,3000050903,42500,Support costs to enable the release of data not currently available in open reusable format,OL66DL,Non-SME,Grants
Cabinet Office,CABINET OFFICE,21/07/2014,CONTRACTORS & STAFF SUBSTITUTIONS,ERG COMMERCIAL PORTFOLIO TEAM,CAPITA RESOURCING LTD,3000050909,45014.89,Interim contractor costs ,SL61DP,Large,Admin
Cabinet Office,CABINET OFFICE,21/07/2014,PUBLICITY ADVERTISING MEDIA,OCS NATIONAL CITIZEN SERVICE,M4C,3000050883,71099.68,Radio advertising for National Citizen Service ,WC1X8RX,SME,Programme
Cabinet Office,CABINET OFFICE,22/07/2014,Research and Development (VAT recoverable),ERG CONTESTABLE POLICY FUND,DFE RM SHARED SERVICES,3000050949,25000,Matched funding for the Contestable Policy Fund project on improving the market for online courses,FY53TA,Government Department,Admin
Cabinet Office,CABINET OFFICE,22/07/2014,OTHER IS IT COSTS VAT RECOV,GDS PUBLISHING PLATFORM TECHNOLOGY,CREATIVE CHOICE CIC,3000050955,25750.78,Payment for interim IT specialists,SW1H0DJ,SME,Programme
Cabinet Office,CABINET OFFICE,22/07/2014,CONTRACTORS & STAFF SUBSTITUTIONS,GDS BUS DEV CONSULTANT AND STAFF COSTS,CAPITA BUSINESS SERVICES LTD,3000050943,44364.81,Payment for interim IT specialists,#N/A,Large,Programme
Cabinet Office,CABINET OFFICE,22/07/2014,STAFF RELATED COSTS,LEVESON INQUIRY,GATENBY SANDERSON,3000050954,49865.1,Advertising to recruit board members to the Press Regulation Recognition Panel established by the Royal Charter.,EC2A2AW,SME,Admin
Cabinet Office,CABINET OFFICE,22/07/2014,OTHER IS IT COSTS VAT RECOV,GDS ID ASSURANCE,TRUSTIS,3000050947,73385,Security services for the Identity Assurance project,RG196HN,Non-SME,Programme
Cabinet Office,CABINET OFFICE,23/07/2014,CONTRACTORS & STAFF SUBSTITUTIONS,GDS BUS DEV CONSULTANT AND STAFF COSTS,BADENOCH & CLARK LTD,3000050985,28124.58,Payment for interim IT specialists,W1T5AE,#N/A,Programme
Cabinet Office,CABINET OFFICE,23/07/2014,CONTRACTORS & STAFF SUBSTITUTIONS,GDS TRANSFORMATION,CAPITA RESOURCING LTD,3000050995,50432.95,Payment for interim IT specialists,SL61DP,Large,Programme
Cabinet Office,CABINET OFFICE,23/07/2014,CONTRACTORS & STAFF SUBSTITUTIONS,GDS BUS DEV CONSULTANT AND STAFF COSTS,CAPITA BUSINESS SERVICES LTD,3000050979,50616.16,Payment for interim IT specialists,#N/A,Large,Programme
Cabinet Office,CABINET OFFICE,23/07/2014,CONTRACTORS & STAFF SUBSTITUTIONS,PUBLIC SERVICES NETWORK,CAPITA RESOURCING LTD,3000050996,54132.18,Payment for interim IT specialists,SL61DP,Large,Programme
Cabinet Office,CABINET OFFICE,23/07/2014,CONTRACTORS & STAFF SUBSTITUTIONS,GDS ID ASSURANCE,CAPITA RESOURCING LTD,3000050995,65365.98,Payment for interim IT specialists,SL61DP,Large,Programme
Cabinet Office,CABINET OFFICE,23/07/2014,OTHER IS IT COSTS VAT RECOV,GRANTS PORTAL,NCVO,3000050999,69481.75,"Central Web Resource funding for the Voluntary, Community and Social Enterprise Sector",N19RL,SME,Programme
Cabinet Office,CABINET OFFICE,23/07/2014,CONTRACTORS & STAFF SUBSTITUTIONS,GDS BUS DEV CONSULTANT AND STAFF COSTS,CAPITA RESOURCING LTD,3000050995,77569.15,Payment for interim IT specialists,SL61DP,Large,Programme
Cabinet Office,CABINET OFFICE,23/07/2014,CONTRACTORS & STAFF SUBSTITUTIONS,PUBLIC SERVICES NETWORK,CAPITA RESOURCING LTD,3000050995,101821.91,Payment for interim IT specialists,SL61DP,Large,Programme
Cabinet Office,CABINET OFFICE,23/07/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,LANARKSHIRE VALUATION JOINT BOARD,3000050988,210642,Payment to fund the implementation of Individual Electoral Registration in 2014-15,ERS ML30LU,Non-SME,Grants
Cabinet Office,CABINET OFFICE,23/07/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,GLASGOW CITY COUNCIL,3000051001,425062,Payment to fund the implementation of Individual Electoral Registration in 2014-15,G29AF,#N/A,Grants
Cabinet Office,CABINET OFFICE,24/07/2014,FM CONTRACT VARIABLE,DECOMMISSION ADMIRALTY ARCH,BOUYGUES E&S FM UK LTD,3000051031,26745.6,Estate services ,BN11HG,Large,Admin
Cabinet Office,CABINET OFFICE,24/07/2014,OTHER IS IT COSTS VAT RECOV,CO IT SYSTEMS,E SYNERGY SOLUTIONS LTD,3000051024,48090,Payment for interim IT specialists,EC3M3JY,#N/A,Programme
Cabinet Office,CABINET OFFICE,24/07/2014,PENSIONS ADMINISTRATION - ADDITIONAL COSTS  (MyCSP),SME GOVERNANCE LEAD,MYCSP LTD,3000051028,48148.13,MyCSP website development,LS27UA,Non-SME,Admin
Cabinet Office,CABINET OFFICE,24/07/2014,CONSULTANTS VAT RECOVERABLE,ERG NEXT GENERATION SHARED SERVICES,ERNST & YOUNG LLP,3000051055,81197.9,"Support for the Independent Shared Service Centre 2 project including development of financial models, business transfer agreements, transitional arrangements for services and assets, and stakeholder engagement.",SE12AF,Large,Admin
Cabinet Office,CABINET OFFICE,24/07/2014,OTHER IS IT COSTS VAT RECOV,GDS TRANSFORMATION,THOUGHTWORKS LTD,3000051051,141168.5,Payment for interim IT specialists,WC1V7AA,Large,Programme
Cabinet Office,CABINET OFFICE,24/07/2014,OTHER IS IT COSTS VAT RECOV,CERT,SUREVINE LTD,3000051029,227617.2,"IT hardware to support the formation of CERT UK, which is a key component of the UK’s cyber security strategy. This will protect UK businesses by facilitating the sharing of information on cyber threats in real time using a secure virtual ‘collaboration environment’.  ",GU19ND,SME,Programme
Cabinet Office,CABINET OFFICE,24/07/2014,ADDITIONSAUC F/H RES CONSULTANCY (FEES) VAT REC,ERTP ERO DIGITAL,DWP,3000051037,421305.34,Costs associated with the delivery of Confirmation and Verification activity for the Individual Electoral Registration digital service.,FY53TA,Government Department,Programme
Cabinet Office,CABINET OFFICE,24/07/2014,PENSIONER PAYROLL CONTRACTOR,SME PENSIONS PROGRAMME,MYCSP LTD,3000051028,579685,MyCSP programme costs,LS27UA,Non-SME,Admin
Cabinet Office,CABINET OFFICE,24/07/2014,LEGAL ADVICE FROM TSOL,CENTRAL LEGAL COSTS,TREASURY SOLICITOR TSOL,3000051038,590530.2,Legal services ,WC2B4TS,Government Department,Admin
Cabinet Office,CABINET OFFICE,24/07/2014,CAPITAL GRANTS PRIV SEC - CDEL,COMMUNITY FIRST,COMMUNITY DEVELOPMENT FOUNDATION,3000051054,3750000,Endowment Match Challenge grant,ERS EC1V2PT,Large,Grants
Cabinet Office,CABINET OFFICE,25/07/2014,PENSIONER PAYROLL CONTRACTOR,SME PENSIONS PROGRAMME,MYCSP LTD,3000051068,664925,MyCSP programme costs,LS27UA,Non-SME,Admin
Cabinet Office,CABINET OFFICE,28/07/2014,CONTRACTORS & STAFF SUBSTITUTIONS,GDS BUS DEV CONSULTANT AND STAFF COSTS,CAPITA BUSINESS SERVICES LTD,3000051120,32427.06,Payment for interim IT specialists,#N/A,Large,Programme
Cabinet Office,CABINET OFFICE,28/07/2014,OTHER IS IT COSTS VAT RECOV,GDS TRANSFORMATION,WTG TECHNOLOGIES LTD,3000051088,106765,Managed services for the GDS transformation project,W148UD,SME,Programme
Cabinet Office,CABINET OFFICE,29/07/2014,OTHER IS IT COSTS VAT RECOV,GDS PUBLISHING PLATFORM TECHNOLOGY,CREATIVE CHOICE CIC,3000051163,25750.78,Managed services for Government digital projects,SW1H0DJ,SME,Programme
Cabinet Office,CABINET OFFICE,29/07/2014,OTHER IS IT COSTS VAT RECOV,PMO ICTS,VODAFONE LTD,3000051150,31766.41,Secure connection charges for emails and web browsing,WA81NN,Large,Admin
Cabinet Office,CABINET OFFICE,29/07/2014,ADDITIONSAUC F/H NON RES BLDGS,MODERNISATION PROGRAMME DS 13/14,BOUYGUES E&S FM UK LTD,3000051152,44910.52,Estate services ,BN11HG,Large,Admin
Cabinet Office,CABINET OFFICE,29/07/2014,ADDITIONSAUC F/H NON RES BLDGS,70 WHITEHALL,BOUYGUES E&S FM UK LTD,3000051170,217500,Facilities Management Services ,BN11HG,Large,Programme
Cabinet Office,CABINET OFFICE,29/07/2014,SOFTWARE LEASE/LICENSE,CCS RESILIENT TELECOMMUNICATIONS,ORDNANCE SURVEY,3000051169,481727.08,Support and maintenance of ResilienceDirect,SO164XH,Government Department,Programme
Cabinet Office,CABINET OFFICE,29/07/2014,PROFESSIONAL SERVICES NON VAT RECOVERABLE,ISA 2 Prog,ECONOMIC & SOCIAL RESEARCH COUNCIL,3000051172,500000,Research into Cyber Threats,SN21FF,#N/A,Programme
Cabinet Office,CABINET OFFICE,30/07/2014,STAFF TRAINING,GDS BUSINESS AND OFFICE COSTS,THE ART OF WORK,3000051181,27549.72,Staff training for Government Digital Services staff ,#N/A,#N/A,Programme
Cabinet Office,CABINET OFFICE,30/07/2014,OTHER IS IT COSTS VAT RECOV,GDS PERFORMANCE AND DELIVERY,SCRAPERWIKI LTD,3000051185,28262.73,Performance data obtained from departments and public bodies for publication on GOV.UK,SW1P2QF,#N/A,Programme
Cabinet Office,CABINET OFFICE,30/07/2014,OTHER IS IT COSTS VAT RECOV,GDS PUBLISHING PLATFORM TECHNOLOGY,UNBOXED CONSULTING LTD,3000051199,37586.3,Managed services for GOV.UK,E16PL,SME,Programme
Cabinet Office,CABINET OFFICE,30/07/2014,OTHER IS IT COSTS VAT RECOV,G CLOUD,6POINT6 LTD,3000051182,71126.5,Managed services to support G-Cloud,SE13UY,SME,Programme
Cabinet Office,CABINET OFFICE,30/07/2014,RESOURCE GRANTS PRIVATE SECTOR,COMPACT VOICE,NCVO,3000051202,94500,Compact Voice grant payment,N19RL,SME,Grants
Cabinet Office,CABINET OFFICE,30/07/2014,RESOURCE GRANTS PRIVATE SECTOR,CHARITABLE GIVING,RED TRUST,3000051190,107500,Transitional costs involved in transferring the Do-It service from YouthNet to Red Trust,ERS SE17NQ,Non-SME,Grants
Cabinet Office,CABINET OFFICE,30/07/2014,OTHER IS IT COSTS VAT RECOV,GDS TRANSFORMATION,VALTECH LTD,3000051189,145297.5,Managed services for the GDS transformation project,EC1A4JQ,SME,Programme
Cabinet Office,CABINET OFFICE,30/07/2014,RESOURCE GRANTS PRIVATE SECTOR,COMMUNITY ORGANISERS,LOCALITY,3000051203,462000,Funding for the cost of up to 500 newly qualified Community Organisers to ensure long term sutainability of social capital created as a result of main Community Organisers training bursary programme,ERS N16DR,Large,Programme
Cabinet Office,CABINET OFFICE,30/07/2014,OTHER IS IT COSTS VAT RECOV,GDS ID ASSURANCE,THOUGHTWORKS LTD,3000051206,733340.5,Payment for interim IT specialists,WC1V7AA,Large,Programme
Cabinet Office,CABINET OFFICE,31/07/2014,RESOURCE GRANTS PRIVATE SECTOR,YOUTH POLICY,BRITISH YOUTH COUNCIL.,3000051228,25710,Support for youth participation in public decision making,ERS SE19BG,Non-SME,Grants
Cabinet Office,CABINET OFFICE,31/07/2014,RESOURCE GRANTS PRIVATE SECTOR,CHARITABLE GIVING,INSTITUTE OF FUNDRAISING,3000051250,30000,Grant to promote payroll giving through Payroll Giving Awards and Payroll Giving Quality Mark,#N/A,SME,Grants
Cabinet Office,CABINET OFFICE,31/07/2014,OTHER IS IT COSTS VAT RECOV,GPU POLICY AND STRATEGY ADMIN,CORPORATE DOCUMENT SERVICES LTD,3000051249,38648.21,ePIMS maintenance ,LS27LY,Large,Admin
Cabinet Office,CABINET OFFICE,31/07/2014,INSIGNIA COSTS,HONOURS AND DIGNITIES,TREASURER TO THE QUEEN,1001076,68244,Central Chancery charges for administration of Honours,SW1A1AA,Government Department,Programme
Cabinet Office,CABINET OFFICE,31/07/2014,CONSULTANTS VAT RECOVERABLE,CENTRE FOR SOCIAL ACTION,THE BEHAVIOURAL INSIGHTS TEAM,1001077,89950,Behavioural Insights Work Programme charges ,EC4A1DE,Non-SME,Grants
Cabinet Office,CABINET OFFICE,31/07/2014,TELECOM RENTALS,CCS RESILIENT TELECOMMUNICATIONS,MINISTRY OF DEFENCE,3000051247,132686.88,High Integrity Telecomms System project costs,L23YL,Government Department,Programme
Cabinet Office,CABINET OFFICE,31/07/2014,PENSIONER PAYROLL CONTRACTOR,SME CONTRACT MANAGMENT LEAD,MYCSP LTD,3000051229,396961.22,MyCSP programme costs,LS27UA,Non-SME,Admin
Cabinet Office,CABINET OFFICE,31/07/2014,TELECOM SECURITY SERVICES,CCS RESILIENT TELECOMMUNICATIONS,MINISTRY OF DEFENCE,3000051247,793348.44,High Integrity Telecomms System project costs,L23YL,Government Department,Programme
