Department Family,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Transactions Number, Amount (�) ,VAT Registration Number
FCO,FCO,17-Dec-10,IT/IS Consultancy,DG CENTRAL GROUP,HAYS SPECIALIST RECRUITMENT LTD,1005750,"2,240.00",
FCO,FCO,17-Dec-10,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,HAYS SPECIALIST RECRUITMENT LTD,1005750,"5,161.20",
FCO,FCO,17-Dec-10,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,HAYS SPECIALIST RECRUITMENT LTD,1005750,369.8,
FCO,FCO,17-Dec-10,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,HAYS SPECIALIST RECRUITMENT LTD,1005750,94.6,
FCO,FCO,17-Dec-10,IT/IS Consultancy,DG CHANGE & DELIVERY,HAYS SPECIALIST RECRUITMENT LTD,1005750,"2,430.00",
FCO,FCO,17-Dec-10,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,HAYS SPECIALIST RECRUITMENT LTD,1005750,"6,451.68",
FCO,FCO,17-Dec-10,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,HAYS SPECIALIST RECRUITMENT LTD,1005750,582.4,
FCO,FCO,17-Dec-10,Temporary Staff (Admin and Clerical Only),DG FINANCE,HAYS SPECIALIST RECRUITMENT LTD,1005750,596.82,
FCO,FCO,17-Dec-10,Temporary Staff (Admin and Clerical Only),DG FINANCE,HAYS SPECIALIST RECRUITMENT LTD,1005750,"1,627.87",
FCO,FCO,17-Dec-10,Specialist Contractors,DG FINANCE,HAYS SPECIALIST RECRUITMENT LTD,1005750,"2,380.00",
FCO,FCO,17-Dec-10,Specialist Contractors,DG FINANCE,HAYS SPECIALIST RECRUITMENT LTD,1005750,328.64,
FCO,FCO,17-Dec-10,Temporary Staff (Admin and Clerical Only),DG FINANCE,HAYS SPECIALIST RECRUITMENT LTD,1005750,"1,847.18",
FCO,FCO,17-Dec-10,IT/IS Consultancy,DG CENTRAL GROUP,HAYS SPECIALIST RECRUITMENT LTD,1005750,"2,380.00",
FCO,FCO,17-Dec-10,Interim Managers,DG FINANCE,HAYS SPECIALIST RECRUITMENT LTD,1005750,"12,075.00",
FCO,FCO,17-Dec-10,Temporary Staff (Admin and Clerical Only),DG CHANGE & DELIVERY,HAYS SPECIALIST RECRUITMENT LTD,1005750,977.5,
FCO,FCO,17-Dec-10,Temporary Staff (Admin and Clerical Only),DG FINANCE,HAYS SPECIALIST RECRUITMENT LTD,1005750,155.87,
FCO,FCO,17-Dec-10,IT/IS Consultancy,DG CENTRAL GROUP,HAYS SPECIALIST RECRUITMENT LTD,1005750,"8,952.27",
FCO,FCO,17-Dec-10,IT/IS Consultancy,DG CENTRAL GROUP,HAYS SPECIALIST RECRUITMENT LTD,1005750,"1,799.88",
FCO,FCO,17-Dec-10,Temporary Staff (Admin and Clerical Only),DG FINANCE,HAYS SPECIALIST RECRUITMENT LTD,1005750,"2,042.62",
FCO,FCO,17-Dec-10,Temporary Staff (Admin and Clerical Only),DG FINANCE,HAYS SPECIALIST RECRUITMENT LTD,1005750,"4,195.12",
FCO,FCO,17-Dec-10,Specialist Contractors,DG FINANCE,HAYS SPECIALIST RECRUITMENT LTD,1005750,"2,846.25",
FCO,FCO,17-Dec-10,IT/IS Consultancy,DG CENTRAL GROUP,HAYS SPECIALIST RECRUITMENT LTD,1005750,"3,000.00",
FCO,FCO,17-Dec-10,Corporate Strategy Consultancy,DG CHANGE & DELIVERY,HAYS SPECIALIST RECRUITMENT LTD,1005750,"2,975.65",
FCO,FCO,17-Dec-10,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,HAYS SPECIALIST RECRUITMENT LTD,1005750,"6,639.75",
FCO,FCO,17-Dec-10,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,HAYS SPECIALIST RECRUITMENT LTD,1005750,"1,000.00",
FCO,FCO,17-Dec-10,IT/IS Consultancy,DG CHANGE & DELIVERY,HAYS SPECIALIST RECRUITMENT LTD,1005750,"2,645.00",
FCO,FCO,17-Dec-10,IT/IS Consultancy,DG CHANGE & DELIVERY,HAYS SPECIALIST RECRUITMENT LTD,1005750,"2,430.00",
FCO,FCO,17-Dec-10,IT/IS Consultancy,DG CHANGE & DELIVERY,HAYS SPECIALIST RECRUITMENT LTD,1005750,"2,041.20",
FCO,FCO,17-Dec-10,Specialist Contractors,DG FINANCE,HAYS SPECIALIST RECRUITMENT LTD,1005750,"1,317.41",
FCO,FCO,17-Dec-10,Specialist Contractors,DG FINANCE,HAYS SPECIALIST RECRUITMENT LTD,1005750,"7,140.00",
FCO,FCO,17-Dec-10,Temporary Staff (Admin and Clerical Only),DG CHANGE & DELIVERY,HAYS SPECIALIST RECRUITMENT LTD,1005750,"10,752.50",
FCO,FCO,17-Dec-10,IT/IS Consultancy,DG CENTRAL GROUP,HAYS SPECIALIST RECRUITMENT LTD,1005750,"5,624.63",
FCO,FCO,17-Dec-10,Specialist Contractors,DG FINANCE,HAYS SPECIALIST RECRUITMENT LTD,1005750,"11,385.00",
FCO,FCO,17-Dec-10,IT/IS Consultancy,DG CENTRAL GROUP,HAYS SPECIALIST RECRUITMENT LTD,1005750,"9,000.00",
FCO,FCO,17-Dec-10,Corporate Strategy Consultancy,DG CHANGE & DELIVERY,HAYS SPECIALIST RECRUITMENT LTD,1005750,"11,902.60",
FCO,FCO,17-Dec-10,IT/IS Consultancy,DG CENTRAL GROUP,HAYS SPECIALIST RECRUITMENT LTD,1005750,"3,720.85",
FCO,FCO,17-Dec-10,Temporary Staff (Admin and Clerical Only),DG CHANGE & DELIVERY,HAYS SPECIALIST RECRUITMENT LTD,1005750,"9,384.39",
FCO,FCO,17-Dec-10,IT/IS Consultancy,DG CENTRAL GROUP,HAYS SPECIALIST RECRUITMENT LTD,1005750,"3,720.85",
FCO,FCO,17-Dec-10,IT/IS Consultancy,DG CENTRAL GROUP,HAYS SPECIALIST RECRUITMENT LTD,1005750,"5,880.00",
FCO,FCO,17-Dec-10,IT/IS Consultancy,DG CENTRAL GROUP,HAYS SPECIALIST RECRUITMENT LTD,1005750,"8,960.00",
FCO,FCO,17-Dec-10,IT/IS Consultancy,DG CHANGE & DELIVERY,HAYS SPECIALIST RECRUITMENT LTD,1005750,"4,082.40",
FCO,FCO,17-Dec-10,IT/IS Consultancy,DG CHANGE & DELIVERY,HAYS SPECIALIST RECRUITMENT LTD,1005750,"7,935.00",
FCO,FCO,17-Dec-10,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,HAYS SPECIALIST RECRUITMENT LTD,1005750,"1,344.10",
FCO,FCO,17-Dec-10,IT/IS Consultancy,DG CHANGE & DELIVERY,HAYS SPECIALIST RECRUITMENT LTD,1005750,"2,430.00",
FCO,FCO,17-Dec-10,IT/IS Consultancy,DG CENTRAL GROUP,HAYS SPECIALIST RECRUITMENT LTD,1005750,"10,474.20",
FCO,FCO,17-Dec-10,IT/IS Consultancy,DG CENTRAL GROUP,HAYS SPECIALIST RECRUITMENT LTD,1005750,"6,664.00",
FCO,FCO,17-Dec-10,Temporary Staff (Admin and Clerical Only),DG FINANCE,HAYS SPECIALIST RECRUITMENT LTD,1005750,26.3,
FCO,FCO,17-Dec-10,Temporary Staff (Admin and Clerical Only),DG FINANCE,HAYS SPECIALIST RECRUITMENT LTD,1005750,69,
FCO,FCO,17-Dec-10,IT/IS Consultancy,DG CENTRAL GROUP,HAYS SPECIALIST RECRUITMENT LTD,1005750,"3,561.72",
FCO,FCO,17-Dec-10,IT/IS Consultancy,DG CENTRAL GROUP,HAYS SPECIALIST RECRUITMENT LTD,1005750,"2,335.08",
FCO,FCO,17-Dec-10,Specialist Contractors,DG FINANCE,HAYS SPECIALIST RECRUITMENT LTD,1005750,"12,290.72",
FCO,FCO,17-Dec-10,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,HAYS SPECIALIST RECRUITMENT LTD,1005750,"1,400.00",
FCO,FCO,17-Dec-10,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,HAYS SPECIALIST RECRUITMENT LTD,1005750,659.17,
FCO,FCO,17-Dec-10,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,HAYS SPECIALIST RECRUITMENT LTD,1005750,"2,000.00",
FCO,FCO,17-Dec-10,Specialist Contractors,DG FINANCE,HAYS SPECIALIST RECRUITMENT LTD,1005750,"1,428.00",
FCO,FCO,17-Dec-10,Specialist Contractors,DG FINANCE,HAYS SPECIALIST RECRUITMENT LTD,1005750,"3,234.40",
FCO,FCO,17-Dec-10,IT/IS Consultancy,DG CHANGE & DELIVERY,HAYS SPECIALIST RECRUITMENT LTD,1005750,"1,275.75",
FCO,FCO,17-Dec-10,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,HAYS SPECIALIST RECRUITMENT LTD,1005750,24.08,
FCO,FCO,17-Dec-10,Temporary Staff (Admin and Clerical Only),DG FINANCE,HAYS SPECIALIST RECRUITMENT LTD,1005750,85.05,
FCO,FCO,17-Dec-10,Temporary Staff (Admin and Clerical Only),DG FINANCE,HAYS SPECIALIST RECRUITMENT LTD,1005750,637.56,
FCO,FCO,17-Dec-10,Temporary Staff (Admin and Clerical Only),DG FINANCE,HAYS SPECIALIST RECRUITMENT LTD,1005750,606.57,
FCO,FCO,17-Dec-10,Temporary Staff (Admin and Clerical Only),DG FINANCE,HAYS SPECIALIST RECRUITMENT LTD,1005750,819.1,
FCO,FCO,17-Dec-10,Temporary Staff (Admin and Clerical Only),DG FINANCE,HAYS SPECIALIST RECRUITMENT LTD,1005750,819.09,
FCO,FCO,17-Dec-10,Temporary Staff (Admin and Clerical Only),DG FINANCE,HAYS SPECIALIST RECRUITMENT LTD,1005750,819.09,
FCO,FCO,17-Dec-10,Temporary Staff (Admin and Clerical Only),DG FINANCE,HAYS SPECIALIST RECRUITMENT LTD,1005750,816.88,
FCO,FCO,17-Dec-10,Temporary Staff (Admin and Clerical Only),DG FINANCE,HAYS SPECIALIST RECRUITMENT LTD,1005750,323.26,
FCO,FCO,17-Dec-10,Temporary Staff (Admin and Clerical Only),DG FINANCE,HAYS SPECIALIST RECRUITMENT LTD,1005750,357.46,
FCO,FCO,17-Dec-10,Temporary Staff (Admin and Clerical Only),DG FINANCE,HAYS SPECIALIST RECRUITMENT LTD,1005750,104.44,
FCO,FCO,17-Dec-10,Specialist Contractors,DG FINANCE,HAYS SPECIALIST RECRUITMENT LTD,1005750,416.5,
FCO,FCO,17-Dec-10,Temporary Staff (Admin and Clerical Only),DG CHANGE & DELIVERY,HAYS SPECIALIST RECRUITMENT LTD,1005750,"1,642.27",
FCO,FCO,17-Dec-10,Specialist Contractors,DG FINANCE,HAYS SPECIALIST RECRUITMENT LTD,1005750,"2,490.47",
FCO,FCO,17-Dec-10,Specialist Contractors,DG FINANCE,HAYS SPECIALIST RECRUITMENT LTD,1005750,"1,499.40",
FCO,FCO,17-Dec-10,Temporary Staff (Admin and Clerical Only),DG FINANCE,HAYS SPECIALIST RECRUITMENT LTD,1005750,284.88,
FCO,FCO,17-Dec-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,HAYS SPECIALIST RECRUITMENT LTD,1005750,"33,284.51",
FCO,FCO,17-Dec-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,HAYS SPECIALIST RECRUITMENT LTD,1005750,"3,851.38",
FCO,FCO,17-Dec-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,HAYS SPECIALIST RECRUITMENT LTD,1005750,-0.06,
FCO,FCO,17-Dec-10,Temporary Staff (Admin and Clerical Only),DG FINANCE,HAYS SPECIALIST RECRUITMENT LTD,1005750,"-4,667.87",
FCO,FCO,17-Dec-10,Temporary Staff (Admin and Clerical Only),DG FINANCE,HAYS SPECIALIST RECRUITMENT LTD,1005750,-816.88,
FCO,FCO,17-Dec-10,Temporary Staff (Admin and Clerical Only),DG FINANCE,HAYS SPECIALIST RECRUITMENT LTD,1005750,"4,667.87",
FCO,FCO,17-Dec-10,Temporary Staff (Admin and Clerical Only),DG FINANCE,HAYS SPECIALIST RECRUITMENT LTD,1005750,816.88,
FCO,FCO,17-Dec-10,Temporary Staff (Admin and Clerical Only),DG CHANGE & DELIVERY,HAYS SPECIALIST RECRUITMENT LTD,1005750,"-9,384.39",
FCO,FCO,17-Dec-10,Temporary Staff (Admin and Clerical Only),DG CHANGE & DELIVERY,HAYS SPECIALIST RECRUITMENT LTD,1005750,"-1,642.27",
FCO,FCO,17-Dec-10,Temporary Staff (Admin and Clerical Only),DG CHANGE & DELIVERY,HAYS SPECIALIST RECRUITMENT LTD,1005750,17.84,
FCO,FCO,17-Dec-10,Temporary Staff (Admin and Clerical Only),DG CHANGE & DELIVERY,HAYS SPECIALIST RECRUITMENT LTD,1005750,"9,366.55",
FCO,FCO,17-Dec-10,Temporary Staff (Admin and Clerical Only),DG CHANGE & DELIVERY,HAYS SPECIALIST RECRUITMENT LTD,1005750,"1,639.15",
FCO,FCO,17-Dec-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,HAYS SPECIALIST RECRUITMENT LTD,1005750,3.12,
FCO,FCO,17-Dec-10,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,HAYS SPECIALIST RECRUITMENT LTD,1005750,-659.17,
FCO,FCO,17-Dec-10,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,HAYS SPECIALIST RECRUITMENT LTD,1005750,485.88,
FCO,FCO,17-Dec-10,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,HAYS SPECIALIST RECRUITMENT LTD,1005750,173.29,
FCO,FCO,17-Dec-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,HAYS SPECIALIST RECRUITMENT LTD,1005750,0.01,
FCO,FCO,17-Dec-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,HAYS SPECIALIST RECRUITMENT LTD,1005750,-0.01,
FCO,FCO,23-Dec-10,Invest UK Briefing Tours,UK TRADE AND INVESTMENT DIRECTORATE,HESPERIA LONDON VICTORIA,1006206,"27,854.29",
FCO,FCO,23-Dec-10,Invest UK Briefing Tours,UK TRADE AND INVESTMENT DIRECTORATE,HESPERIA LONDON VICTORIA,1006206,"4,874.50",
FCO,FCO,23-Dec-10,Invest UK Briefing Tours,UK TRADE AND INVESTMENT DIRECTORATE,HESPERIA LONDON VICTORIA,1006206,"-27,854.29",
FCO,FCO,23-Dec-10,Invest UK Briefing Tours,UK TRADE AND INVESTMENT DIRECTORATE,HESPERIA LONDON VICTORIA,1006206,"-4,874.50",
FCO,FCO,23-Dec-10,Invest UK Briefing Tours,UK TRADE AND INVESTMENT DIRECTORATE,HESPERIA LONDON VICTORIA,1006206,"27,837.91",
FCO,FCO,23-Dec-10,Invest UK Briefing Tours,UK TRADE AND INVESTMENT DIRECTORATE,HESPERIA LONDON VICTORIA,1006206,16.38,
FCO,FCO,23-Dec-10,Invest UK Briefing Tours,UK TRADE AND INVESTMENT DIRECTORATE,HESPERIA LONDON VICTORIA,1006206,"4,871.63",
FCO,FCO,23-Dec-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,HESPERIA LONDON VICTORIA,1006206,0.01,
FCO,FCO,03-Dec-10,IT/IS Consultancy,DG CENTRAL GROUP,HEWLETT-PACKARD LTD,1004461,"55,000.00",
FCO,FCO,03-Dec-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,HEWLETT-PACKARD LTD,1004461,"9,625.00",
FCO,FCO,21-Dec-10,Information Systems Maintenance,DG CENTRAL GROUP,HEWLETT-PACKARD LTD,1005921,"37,064.00",
FCO,FCO,21-Dec-10,Information Systems Maintenance,DG CENTRAL GROUP,HEWLETT-PACKARD LTD,1005921,"6,486.20",
FCO,FCO,21-Dec-10,IT/IS Consultancy,DG CENTRAL GROUP,HEWLETT-PACKARD LTD,1005922,"1,534,815.86",
FCO,FCO,21-Dec-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,HEWLETT-PACKARD LTD,1005922,"268,592.78",
FCO,FCO,15-Dec-10,P.A.Y.E Income Tax (Oracle PAY Control Account),NON CASH & UNALLOCATED COSTS,HM REVENUE & CUSTOMS,3000531,"3,485,795.04",
FCO,FCO,15-Dec-10,National Insurance (NI) (Oracle PAY Control Account),NON CASH & UNALLOCATED COSTS,HM REVENUE & CUSTOMS,3000531,"1,806,554.16",
FCO,FCO,22-Dec-10,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,3000562,470,
FCO,FCO,22-Dec-10,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,3000562,"38,374.31",
FCO,FCO,22-Dec-10,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,3000562,509.09,
FCO,FCO,22-Dec-10,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,3000562,"6,631.71",
FCO,FCO,22-Dec-10,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,3000562,"22,925.20",
FCO,FCO,22-Dec-10,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,3000562,550,
FCO,FCO,22-Dec-10,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,3000562,470.03,
FCO,FCO,22-Dec-10,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,3000562,471.75,
FCO,FCO,22-Dec-10,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,3000562,"65,852.73",
FCO,FCO,22-Dec-10,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,3000562,"15,629.37",
FCO,FCO,22-Dec-10,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,3000562,"1,120.81",
FCO,FCO,22-Dec-10,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,3000562,"1,390.00",
FCO,FCO,22-Dec-10,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,3000562,"10,045.40",
FCO,FCO,22-Dec-10,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,3000562,575.08,
FCO,FCO,22-Dec-10,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,3000562,"1,409.99",
FCO,FCO,22-Dec-10,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,3000562,470,
FCO,FCO,22-Dec-10,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,3000562,470.06,
FCO,FCO,22-Dec-10,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,3000562,"8,024.82",
FCO,FCO,22-Dec-10,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,3000562,"3,594.08",
FCO,FCO,22-Dec-10,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,3000562,"5,000.58",
FCO,FCO,22-Dec-10,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,3000562,"3,116.64",
FCO,FCO,22-Dec-10,Home Office Visa Fees: Post Collection-Payment In UK,DG FINANCE,HOME OFFICE,3000562,65.24,
FCO,FCO,22-Dec-10,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,3000562,"15,236.99",
FCO,FCO,22-Dec-10,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,3000562,"2,907.40",
FCO,FCO,17-Dec-10,Inward Visits/Uk Conferences,DG CHANGE & DELIVERY,INDEPENDENT TELEVISION NEWS LTD,1005753,"62,033.00",
FCO,FCO,17-Dec-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,INDEPENDENT TELEVISION NEWS LTD,1005753,"10,855.78",
FCO,FCO,16-Dec-10,Rates Taxes Non-Residential,DG CHANGE & DELIVERY,INPREDSERVICE,2005591,"482,529.65",
FCO,FCO,08-Dec-10,Programme Spend (Oracle Projects Control Account),DG EUROPE AND GLOBALISATION,INSTITUTE FOR PUBLIC POLICY RESEARCH,1004742,"59,594.75",
FCO,FCO,30-Dec-10,Programme Spend (Oracle Projects Control Account),DG EUROPE AND GLOBALISATION,INSTITUTE FOR PUBLIC POLICY RESEARCH,1006381,"47,960.00",
FCO,FCO,07-Dec-10,Programme Spend (Oracle Projects Control Account),DG POLITICAL,INSTITUTE FOR WAR & PEACE REPORTING (IWPR),1004612,"72,996.00",
FCO,FCO,23-Dec-10,Programme Spend (Oracle Projects Control Account),DG POLITICAL,INTERNATIONAL COMMISSION OF JURISTS,300000205,"46,545.41",
FCO,FCO,15-Dec-10,Maintenance M and E,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10061,"2,295.24",
FCO,FCO,15-Dec-10,Maintenance B and Ce,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10061,254.73,
FCO,FCO,15-Dec-10,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10061,890.44,
FCO,FCO,15-Dec-10,Grounds Mainteance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10061,228.12,
FCO,FCO,15-Dec-10,Cleaning,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10061,"10,026.75",
FCO,FCO,15-Dec-10,Cleaning,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10061,326.41,
FCO,FCO,15-Dec-10,Miscellaneous Expenditure,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10061,113.24,
FCO,FCO,15-Dec-10,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10061,255.05,
FCO,FCO,15-Dec-10,Reception Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10061,"6,811.36",
FCO,FCO,15-Dec-10,Contract Porterage,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10061,"5,337.10",
FCO,FCO,15-Dec-10,Stationery - General,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10061,"1,702.84",
FCO,FCO,15-Dec-10,Corporate Strategy Consultancy,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10061,147.5,
FCO,FCO,15-Dec-10,Property and Construction Consultancy,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10061,"11,491.71",
FCO,FCO,15-Dec-10,Rematching / Reinstatement,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10061,174.16,
FCO,FCO,15-Dec-10,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10061,"6,011.15",
FCO,FCO,15-Dec-10,Maintenance M and E,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10062,"3,126.75",
FCO,FCO,15-Dec-10,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10062,619.27,
FCO,FCO,15-Dec-10,Grounds Mainteance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10062,448.63,
FCO,FCO,15-Dec-10,Cleaning,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10062,"3,622.99",
FCO,FCO,15-Dec-10,Cleaning,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10062,307.28,
FCO,FCO,15-Dec-10,Miscellaneous Expenditure,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10062,61.31,
FCO,FCO,15-Dec-10,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10062,338.81,
FCO,FCO,15-Dec-10,Reception Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10062,"6,225.38",
FCO,FCO,15-Dec-10,Contract Porterage,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10062,"4,443.12",
FCO,FCO,15-Dec-10,Stationery - General,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10062,"1,556.34",
FCO,FCO,15-Dec-10,Property and Construction Consultancy,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10062,931.42,
FCO,FCO,15-Dec-10,Rematching / Reinstatement,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10062,658.58,
FCO,FCO,15-Dec-10,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10062,"4,816.39",
FCO,FCO,09-Dec-10,Rent and Condominium Charges Non-Residential,DG CHANGE & DELIVERY,INVESTEC BANK (UK) LTD,1002918,"202,873.45",
FCO,FCO,09-Dec-10,Rent and Condominium Charges Non-Residential,DG CHANGE & DELIVERY,INVESTEC BANK (UK) LTD,1002918,"5,346.71",
FCO,FCO,21-Dec-10,Recharge Suspense Account (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,KEN EMPLOYEE EXPENSES,17697,"31,797.26",
FCO,FCO,10-Dec-10,IT/IS Consultancy,DG CENTRAL GROUP,LOGICA UK LTD,1004972,"158,643.48",
FCO,FCO,10-Dec-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,LOGICA UK LTD,1004972,"27,762.61",
FCO,FCO,31-Dec-10,Information Systems Maintenance,DG CHANGE & DELIVERY,LOGICA UK LTD,1006420,"34,046.93",
FCO,FCO,31-Dec-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,LOGICA UK LTD,1006420,"5,958.21",
FCO,FCO,31-Dec-10,Information Systems Maintenance,DG CHANGE & DELIVERY,LOGICA UK LTD,1006420,"-34,046.93",
FCO,FCO,31-Dec-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,LOGICA UK LTD,1006420,"-5,958.21",
FCO,FCO,31-Dec-10,Information Systems Maintenance,DG CHANGE & DELIVERY,LOGICA UK LTD,1006420,"34,046.93",
FCO,FCO,31-Dec-10,Information Systems Maintenance,DG CHANGE & DELIVERY,LOGICA UK LTD,1006420,"5,958.21",
FCO,FCO,15-Dec-10,Electricity Non-Residential,DG CHANGE & DELIVERY,LONDON ENERGY,1005521,"144,795.18",
FCO,FCO,15-Dec-10,Electricity Non-Residential,DG CHANGE & DELIVERY,LONDON ENERGY,1005521,232.91,
FCO,FCO,15-Dec-10,Electricity Non-Residential,DG CHANGE & DELIVERY,LONDON ENERGY,1005521,"25,339.16",
FCO,FCO,24-Dec-10,Electricity Non-Residential,DG CHANGE & DELIVERY,LONDON ENERGY,1006338,"36,749.47",
FCO,FCO,24-Dec-10,Electricity Non-Residential,DG CHANGE & DELIVERY,LONDON ENERGY,1006338,68.02,
FCO,FCO,24-Dec-10,Electricity Non-Residential,DG CHANGE & DELIVERY,LONDON ENERGY,1006338,"6,431.16",
FCO,FCO,16-Dec-10,Inward Visits/Uk Conferences,DG CHANGE & DELIVERY,MANTAPLAN LTD,1005655,"119,508.00",
FCO,FCO,16-Dec-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,MANTAPLAN LTD,1005655,"20,913.90",
