Department,Entity,Date,Expense Type,Expense Area,Supplier ,Transaction Number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,Vat Registration Num,
DEFRA,DEFRA,19/06/2015,FM Projects Non Capital Works,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00045417,108897.29,Sustainable Workplace maintenance projects over multiple sites - May 2015,BS32 4NH,,10195L,B0610000,Expense,,
DEFRA,DEFRA,19/06/2015,FM Projects Non Capital Works,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00045418,120797.16,Estates maintenance projects over multiple sites - May 2015,BS32 4NH,,10226,B0870000,Expense,,
DEFRA,DEFRA,29/06/2015,Clearing Construction in Progress (Building Works),Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00045431,111731.81,Sand Hutton Priority Capital works programme - May 2015,BS32 4NH,,10195B,FMR1415A,Asset,,
DEFRA,DEFRA,19/06/2015,FM Projects Non Capital Works,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00045419,54396.03,Estates maintenance projects over multiple sites - May 2015,BS32 4NH,,10195L,B0850000,Expense,,
DEFRA,DEFRA,29/06/2015,Agency Recharge,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00044484,29816.26,Thirsk - replacement of rotten roof timber - April 2015,BS32 4NH,,10226,FMR1415R,Asset,,
DEFRA,DEFRA,29/06/2015,Clearing Construction in Progress (Building Works),Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00045434,123709.18,Wildlife Unit - damp repair works to both internal and external walls of Block A - May 2015,BS32 4NH,,10226,B216P503,Asset,,
DEFRA,DEFRA,19/06/2015,Estates IFM Pass- Through Maintenance,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00045126,78881.60,Consumables provided to various foot and mouth disease (FMD) sites as part of the Facilities Management contract - April 2015,BS32 4NH,,10226,00000000,Expense,,
DEFRA,DEFRA,29/06/2015,Estates IFM Core Maintenance,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00045124,2594461.51,Core contract service charge - May 2015,BS32 4NH,,10226,00000000,Expense,,
DEFRA,DEFRA,29/06/2015,Reactive Element of Core IFM fee,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00045125,695796.83,Repair and Replacement Fund - May 2015,BS32 4NH,,,00000000,Expense,,
DEFRA,DEFRA,05/06/2015,Current Grants E,Policy Delivery DG,Isle Of Wight Council,260515,55906.00,Grant - Isle of Wight Area of Outstanding Natural Beauty (AONB) - 2014-15 Quarter 4,PO3O 1UD,,,IOFWIGHT,Expense,,
DEFRA,DEFRA,15/06/2015,Grant-in Aid Payments,Policy Delivery DG,Joint Nature Conservation Committee,040614,750000.00,Grant in aid - June 2015,PE1 1JY,SME,GIA,00000000,Expense,,
DEFRA,DEFRA,09/06/2015,Civil service Pension Administration,Chief Operating Officer DG,JSS Pensions Administration,RCPS10499,45768.94,Pension payments for the former Horticulture Research International staff - May 2015,SN2 1FF,,16500,00000000,Expense,,
DEFRA,DEFRA,15/06/2015,Other Current Payments E,Policy Delivery DG,JSS Pensions Administration,RCPS10504,109384.05,Pension payments made to members of the Nature Conservancy Council (NCC) pension scheme - May 2015,SN2 1UH,,,00000000,Expense,,
DEFRA,DEFRA,03/06/2015,Current Grants E,Policy Delivery DG,Kent County Council,220515,55917.70,Grant - Kent Downs Area of Outstanding Natural Beauty (AONB) - 2014-15 Quarter 4,ME14 1XX,,,KENTDOWN,Expense,,
DEFRA,DEFRA,11/06/2015,Current Grants E,"Strategy, International and Biosecurity DG",L T S International Ltd,2582,40586.37,Administration of the Darwin Initiative Grant Scheme - June 2015,EH26 0PH,SME,GIA,00000000,Expense,,
DEFRA,DEFRA,19/06/2015,Other Current Payments E,Policy Delivery DG,Lancaster University,8659693,62748.36,Management of the Toxic Organic Micro-Pollutants (TOMPS) Network extension to 31 March 2015 - first payment,LA1 4YW,,,00000000,Expense,,
DEFRA,DEFRA,24/06/2015,Other Current Payments (Evidence R&D),Policy Delivery DG,Lancaster University,8661022,-36469.00,Credit - Sustainable Nutrient Management and Water Resource Protection - 2014-15,LA1 4YW,,SCF0302,00000000,Expense,,
DEFRA,DEFRA,05/06/2015,Current Grants E,Policy Delivery DG,Lincolnshire County Council,270515,44581.25,Grant - Lincolnshire Wolds Area of Outstanding Natural Beauty (AONB) - 2014-15 Quarter 4,LN1 1YG,,,LINCWOLD,Expense,,
DEFRA,DEFRA,19/06/2015,Programme Consultancy Costs,Chief Operating Officer DG,Local Partnerships LLP,41101737,52701.55,Contract for the provision of support for Waste Infrastructure Delivery Programme - May 2015,SW1P 3HZ,SME,14265,00000000,Expense,,
DEFRA,DEFRA,29/06/2015,Current Grants E,Policy Delivery DG,Local Partnerships LLP,41101738,122000.00,Grant - Waste Infrastructure Delivery Programme - April-May 2015,SW1P 3HZ,SME,G.I.A - ECM 22123,WFUNDCON,Expense,,
DEFRA,DEFRA,29/06/2015,Programme Consultancy Costs,Policy Delivery DG,Local Partnerships LLP,41101736,116310.60,Contract for the provision of support for Waste Infrastructure Delivery Programme - April-June 2015,SW1P 3HZ,SME,ECM 22131,WFUNDCON,Expense,,
DEFRA,DEFRA,29/06/2015,Capital LA Grant E,Policy Delivery DG,Maidstone Borough Council,2009535,31332.00,Repair and Renew grant for flood-affected properties - 2014-15 Quarter 4,ME15 6JQ,,Grant,00000000,Expense,,
DEFRA,DEFRA,29/06/2015,Capital LA Grant E,Policy Delivery DG,Malvern Hills District Council,0605003347,46104.00,Repair and Renew grant for flood-affected properties - 2014-15 Quarter 4,WR14 3AF,,Grant,00000000,Expense,,
DEFRA,DEFRA,03/06/2015,Other Current Payments (Evidence R&D),Policy Delivery DG,Marine Biological Association,1031,100000.00,UK-wide update of the Sensitivity Evidence Base for marine habitats and species - 2014-15,PL1 2PB,SME,,00000000,Expense,,
DEFRA,DEFRA,01/06/2015,Grant-in Aid Payments,Policy Delivery DG,Marine Management Organisation,300515,2000000.00,Grant in aid - June 2015,NE4 7YH,,Grant,00000000,Expense,,
DEFRA,DEFRA,25/06/2015,Other Current Payments E,Policy Delivery DG,Melton Borough Council,1001336,50000.00,Grant - Local Development Orders for Food Enterprise Zones - 2015-16,LE13 1GH,,,00000000,Expense,,
DEFRA,DEFRA,29/06/2015,Other Current Payments E,Policy Delivery DG,Mendip District Council,3074529,30000.00,Grant - Local Development Orders for Food Enterprise Zones - 2015-16,BA4 5BT,,,00000000,Expense,,
DEFRA,DEFRA,19/06/2015,Other Current Payments (Evidence R&D),Policy Delivery DG,N I A B,NI9724,339239.13,Sustainable Intensification Platform - Integrated farm management - February-April 2015,CB3 0LE,SME,,00000000,Expense,,
DEFRA,DEFRA,23/06/2015,Current Grants E,Policy Delivery DG,National Farmers Union,OP0030140,177404.00,The Campaign for the Farmed Environment - 2014-15 Quarter 4,CV8 2TZ,SME,,00000000,Expense,,
DEFRA,DEFRA,05/06/2015,Other Current Payments (Evidence R&D),Policy Delivery DG,National Physical Laboratory,124653,26421.33,Airborne Particulate Concentrations and Numbers in the United Kingdom - April 2015,TW11 0LW,SME,,AQRDXXXX,Expense,,
DEFRA,DEFRA,19/06/2015,Other Current Payments (Evidence R&D),Policy Delivery DG,National Physical Laboratory,125282,26661.33,Airborne Particulate Concentrations and Numbers in the United Kingdom - May 2015,TW11 0LW,SME,,AQRDXXXX,Expense,,
DEFRA,DEFRA,01/06/2015,Travel UK,Chief Operating Officer DG,Natural England,8000022176,32994.09,Inward secondment of one person to the Common Agricultural Policy Delivery Programme - 2015-16 Quarter 1,YO1 7PX,,IGS,CAPDBA00,Asset,,
DEFRA,DEFRA,01/06/2015,Inwards Secondments,Chief Operating Officer DG,Natural England,8000022172,26763.65,Inward secondment of one person (inclusing expenses) to the Common Agricultural Policy Delivery Programme - 2014-15 Quarter 4,YO1 7PX,,IGS,CAPDBA00,Asset,,
DEFRA,DEFRA,15/06/2015,Inwards Secondments,Chief Operating Officer DG,Natural England,8000023311,28072.62,Inward secondment of one person to the Common Agricultural Policy Delivery Programme - 2014-15 Quarter 4,YO1 7PX,,IGS,00000000,Expense,,
DEFRA,DEFRA,23/06/2015,Inwards Secondments,Chief Operating Officer DG,Natural England,8000023327,32348.28,Inward secondment of one person to the Common Agricultural Policy Delivery Programme - 1 January-15 February 2015,YO1 7PX,,DEFRA FAMILY PAYMENTS,00000000,Expense,,
DEFRA,DEFRA,09/06/2015,Grant-in Aid Payments,Policy Delivery DG,Natural England,260515,9000000.00,Grant in Aid - May 2015,YO1 7PX,,DFP,00000000,Expense,,
DEFRA,DEFRA,23/06/2015,Inwards Secondments,Chief Operating Officer DG,Natural England,8000023318,40525.36,Inward secondment of one person to the Common Agricultural Policy Delivery Programme - 17 November 2014-31 March 2015,CW1 6GJ,,EXMPT,00000000,Expense,,
DEFRA,DEFRA,15/06/2015,Other Current Payments (Evidence R&D),Policy Delivery DG,Natural Environ Research Council,7060007763,124978.00,United Nations Economic Commission for Europe (UNECE) International Cooperative Programme on Vegetation - 2014-15,SN2 1EU,,AQ0833,AQRDXXXX,Expense,,
DEFRA,DEFRA,26/06/2015,Current Grants E,"Strategy, International and Biosecurity DG",Nature Kenya the E A N H S,190615,25473.00,Darwin Initiative Grant - Balancing development and conservation in Kenya’s largest freshwater wetland - 2014-15 Quarter 4,,,,DARWDFID,Expense,,
DEFRA,DEFRA,03/06/2015,Current Grants E,Policy Delivery DG,Nidderdale AONB,210515,69969.53,Grant - Nidderdale Area of Outstanding Natural Beauty (AONB) - 2014-15 Quarter 4,HG1 2SG,,GIA,NIDDDALE,Expense,,
DEFRA,DEFRA,03/06/2015,Current Grants E,Policy Delivery DG,Norfolk County Council,200515,38667.28,Grant - Norfolk Coast Area of Outstanding Natural Beauty (AONB) - 2014-15 Quarter 4,NR1 2SG,,GIA,NORFOLK1,Expense,,
DEFRA,DEFRA,15/06/2015,Other Current Payments E,Policy Delivery DG,North East Lincolnshire Council,S0533186,50000.00,Grant - Local Development Orders for Food Enterprise Zones - 2015-16,DN35 8LN,,,00000000,Expense,,
DEFRA,DEFRA,03/06/2015,Current Grants E,Policy Delivery DG,North Yorkshire County Council,220515,27970.00,Grant - Howardian Hills Area of Outstanding Natural Beauty (AONB) - 2014-15 Quarter 4,DL7 8AL,,,HOWARD01,Expense,,
DEFRA,DEFRA,03/06/2015,Current Grants E,Policy Delivery DG,Northumberland County Council,200515,45422.00,Grant - Northumberland Coast Area of Outstanding Natural Beauty (AONB) - 2014-15 Quarter 4,NE61 2EF,,G.I.A,NORTHMB1,Expense,,
DEFRA,DEFRA,11/06/2015,IT Maintenance,Chief Operating Officer DG,Oracle Corporation UK Ltd,1482163,165176.21,Oracle software update license and support - 2015-16,RG6 1RA,,13255,00000000,Expense,,
DEFRA,DEFRA,19/06/2015,Current Grants E,"Strategy, International and Biosecurity DG",R S P B,200515,25869.56,Darwin Initiative Grant Scheme - Sustainable management of the marine environment and resources of Tristan da Cunha - 2014-15 Quarter 4,SG19 2DL,,20036,DARWPLUS,Expense,,
DEFRA,DEFRA,11/06/2015,Redfern Suspense,Central Finance Group,Redfern Travel Ltd,107856,214436.32,Monthly charge for rail travel costs - May 2015,BD1 3AZ,SME,,00000000,Asset,,
DEFRA,DEFRA,23/06/2015,Evidence Non R&D,Policy Delivery DG,Ricardo-A E A Ltd,6159856,64519.00,Hydrocarbons Monitoring Network extension period - April-May 2015,OX11 0QR,,,AQNONRDX,Expense,,
DEFRA,DEFRA,15/06/2015,Evidence Non R&D,Policy Delivery DG,Ricardo-A E A Ltd,6159846,25818.00,Baseline measurements on UK Stratospheric Ozone and Spectral Ultraviolet - May 2015,OX11 0QR,,Exempt,AQNONRDX,Expense,,
DEFRA,DEFRA,29/06/2015,Evidence Non R&D,Policy Delivery DG,Ricardo-A E A Ltd,6160060,40818.00,Baseline measurements on UK Stratospheric Ozone and Spectral Ultraviolet - June 2015,OX11 0QR,,Exempt,AQNONRDX,Expense,,
DEFRA,DEFRA,23/06/2015,Other Current Payments (Evidence R&D),Policy Delivery DG,Ricardo-A E A Ltd,6159963,39296.50,UK National Atmospheric Emissions Inventory - May 2015,OX11 0QR,,AQ0726,AQRDXXXX,Expense,,
DEFRA,DEFRA,11/06/2015,Other Current Payments (Evidence R&D),Policy Delivery DG,Ricardo-A E A Ltd,6159497,39296.50,UK National Atmospheric Emissions Inventory - April 2015,OX11 0QR,,AQ0726,AQRDXXXX,Expense,,
DEFRA,DEFRA,05/06/2015,Other Current Payments (Evidence R&D),Policy Delivery DG,Ricardo-A E A Ltd,6159796,25474.00,Eutrophying and Acidifying Atmospheric Pollutants - May 2015,OX11 0QR,,Exempt,AQRDXXXX,Expense,,
DEFRA,DEFRA,25/06/2015,Other Current Payments (Evidence R&D),Policy Delivery DG,Ricardo-A E A Ltd,6160072,25474.00,Eutrophying and Acidifying Atmospheric Pollutants - June 2015,OX11 0QR,,Exempt,AQRDXXXX,Expense,,
DEFRA,DEFRA,15/06/2015,Other Current Payments E,Policy Delivery DG,Ricardo-A E A Ltd,6159780,64741.54,Farming Advice Service - April 2015,OX11 0QJ,,,00000000,Expense,,
DEFRA,DEFRA,29/06/2015,Other Current Payments E,Policy Delivery DG,Ricardo-A E A Ltd,6160003,45944.74,Farming Advice Service - May 2015,OX11 0QJ,,,00000000,Expense,,
DEFRA,DEFRA,11/06/2015,Other Current Payments (Evidence R&D),Policy Delivery DG,Ricardo-A E A Ltd,6159837,25219.00,Modelling of Ambient Air Quality (MAAQ) - May 2015,OX11 0QR,,AQ0650,AQRDXXXX,Expense,,
DEFRA,DEFRA,15/06/2015,Other Current Payments (Evidence R&D),Policy Delivery DG,Ricardo-A E A Ltd,6159785,53398.60,Exploring and appraising proposed measures to tackle air quality - 2014-15,OX11 0QR,,AQ0959,AQRDXXXX,Expense,,
DEFRA,DEFRA,29/06/2015,Other Current Payments (Evidence R&D),Policy Delivery DG,Ricardo-A E A Ltd,6160102,35583.00,Sustainable Pathways to Low Carbon Energy (SPLiCE) Research Programme - 2014-15 Milestone 3.2,OX11 0QR,,CCM0102,00000000,Expense,,
DEFRA,DEFRA,25/06/2015,Evidence Non R&D,Policy Delivery DG,Ricardo-A E A Ltd,6160066,46366.50,Quality Assurance and Quality Control services for the Automatic Urban and Rural Air Quality Monitoring Network (AURN) - 1-18 June 2015,OX11 0QR,,,AQNONRDX,Expense,,
DEFRA,DEFRA,05/06/2015,Evidence Non R&D,Policy Delivery DG,Ricardo-A E A Ltd,6159866,90353.00,Quality Assurance and Quality Control services for the Automatic Urban and Rural Air Quality Monitoring Network (AURN) - April 2015,OX11 0QR,,21316,AQNONRDX,Expense,,
DEFRA,DEFRA,05/06/2015,Evidence Non R&D,Policy Delivery DG,Ricardo-A E A Ltd,6159868,90353.00,Quality Assurance and Quality Control services for the Automatic Urban and Rural Air Quality Monitoring Network (AURN) - May 2015,OX11 0QR,,,AQNONRDX,Expense,,
DEFRA,DEFRA,01/06/2015,Grant-in Aid Payments,Policy Delivery DG,Royal Botanic Gardens Kew,KEWGIA031516,2500000.00,Grant in Aid - June 2015-16,TW9 3AB,,GIA,00000000,Expense,,
DEFRA,DEFRA,30/06/2015,Grant-in Aid Payments,Policy Delivery DG,Royal Botanic Gardens Kew,290615,530000.00,Loan for refurbishment of properties - 30 June 2015,TW9 3AB,,GIA,00000000,Expense,,
DEFRA,DEFRA,15/06/2015,Other Current Payments (Evidence R&D),Policy Delivery DG,Royal Haskoning D H V,1046389,50839.20,An analysis of how the capacity of roads on the East Coast would restrict the free flow of traffic in the event of a major evacuation from the coast,PE3 8DW,SME,FD2667,00000000,Expense,,
DEFRA,DEFRA,23/06/2015,Travel UK,Chief Operating Officer DG,Rural Payments Agency,ARI000431,721022.89,Travel and Subsistence Recharge for staff on secondment to Common Agricultural Policy Delivery Programme - 2014-15 Quarter 4,RG1 1AF,SME,DFP,00000000,Expense,,
DEFRA,DEFRA,23/06/2015,Contractor - Management Cover,Chief Operating Officer DG,Rural Payments Agency,ARI000433,919856.63,IT services for the Common Agricultural Policy Delivery Programme - 2014-15 Quarter 4,RG1 3BU,SME,CAP 308,CAPDFA10,Asset,,
DEFRA,DEFRA,23/06/2015,Clearing Construction in Progress (I.T.),Chief Operating Officer DG,Rural Payments Agency,ARI000435,27852.81,Support costs for Shared Services provided by Steria - 2014-15 Quarter 4,RG1 1AF,SME,,CAPDFA10,Asset,,
DEFRA,DEFRA,23/06/2015,IT Software,Chief Operating Officer DG,Rural Payments Agency,ARI000434,55608.60,Recharge for Call Centre Licences from Automated Intelligence - 2014-15 Quarter 4,RG1 3BU,SME,,CAPDFA05,Expense,,
DEFRA,DEFRA,15/06/2015,Other Current Payments E,Policy Delivery DG,Rural Payments Agency,340580,51600.14,School Milk Top Up scheme - 2014-15 Quarter 4,RG1 3YD,SME,FUNDING,LIV00022,Expense,,
DEFRA,DEFRA,29/06/2015,Software Services/Non-Standard Software,Chief Operating Officer DG,Rural Payments Agency,ARI000432,157344.19,Common Agricultural Policy Delivery Programme IT recharges - 2014-15,RG1 1AF,SME,EXEMPT,CAPDFA08,Expense,,
DEFRA,DEFRA,29/06/2015,Business Rates,Chief Operating Officer DG,Ryedale District Council,9826175121254300,45109.50,Business Rates for Sand Hutton - 2015-16,YO17 7HH,,,B2810000,Expense,,
DEFRA,DEFRA,29/06/2015,Other Current Payments (Evidence R&D),"Strategy, International and Biosecurity DG",Sac Commercial Ltd,20815248,30000.00,Collaborative research on the role of trade between the UK and China in supporting the Sustainable Intensification of agriculture and the food chain in both countries - 2014-15 Milestone 3,EH9 3JG,,SCF0306,RDEVFUND,Expense,,
DEFRA,DEFRA,19/06/2015,Current Grants E,"Strategy, International and Biosecurity DG",Save The Rhino International,280515,33746.00,Darwin Initiative Grant Scheme - Save the Rhino International: Reducing rhino horn demand through behaviour change in Vietnam - 2014-15 Quarter 4,SE1 9AQ,SME,21106,IWTXXXXX,Expense,,
DEFRA,DEFRA,15/06/2015,Other Current Payments (GB),"Strategy, International and Biosecurity DG",Scroll LLP,0806156942360,57853.00,Editorial Support for the Smarter Environmental Regulation Review (SERR) Guidance Project - April 2015,SW2,SME,,BREXPERT,Expense,,
DEFRA,DEFRA,29/06/2015,Contracted Out Services Fixed Charges,Chief Operating Officer DG,Shared Services Connected Ltd,100001123,502888.39,Fixed monthly charge for shared services work - June 2015,HP2 7AH,,.ecm_4524,00000000,Expense,,
DEFRA,DEFRA,25/06/2015,Business & Technical/Consultancy Assignments,Chief Operating Officer DG,Shared Services Connected Ltd,100001216,33360.00,Support to deliver a technical solution for migration of data - April 2015,HP2 7AH,,ecm_4524,00000000,Expense,,
DEFRA,DEFRA,11/06/2015,Overhead Incidental Expenses,Chief Operating Officer DG,Shared Services Connected Ltd,100001186,82318.80,Oracle Software licence fees for Shared Services Connected Limited (SSCL) staff - 2015-16 Schedule 1,HP2 7AH,,ecm_4524,00000000,Expense,,
DEFRA,DEFRA,15/06/2015,Clearing Construction in Progress (Building Works),Chief Operating Officer DG,Shepherd Engineering Services Ltd,4030261,59450.75,"Quarantine drainage, Sand Hutton site - April 2015",YO24 1GH,,,FEQDRAIN,Asset,,
DEFRA,DEFRA,03/06/2015,Current Grants E,Policy Delivery DG,Shropshire Council,210515,48060.00,Grant - Shropshire Hills Area of Outstanding Natural Beauty (AONB) - 2014-15 Quarter 4,SY2 6ND,,GIA,SHROPS01,Expense,,
DEFRA,DEFRA,05/06/2015,Application Services/Applications Delivery,Chief Operating Officer DG,Software AG UK Ltd,1109006284,126000.00,Departmental Interface Server (DIS) Application Software Support - 2015-16,DE24 8PU,SME,,00000000,Expense,,
DEFRA,DEFRA,01/06/2015,Clearing Construction in Progress (I.T.),Chief Operating Officer DG,Software AG UK Ltd,1109006353,34103.52,Decommissioning of the Standard Procurement System (SPS) online system - 2015,DE24 8PU,SME,,CAPDFA10,Asset,,
DEFRA,DEFRA,17/06/2015,IT Maintenance,Chief Operating Officer DG,Sopra Steria Ltd,100075457,39844.77,Software development testing and migration live support - March 2015,HP2 7AH,,,CAPDFA07,Expense,,
DEFRA,DEFRA,15/06/2015,Clearing Construction in Progress (I.T.),Chief Operating Officer DG,Sopra Steria Ltd,100072316,504995.75,Software development testing and migration - February 2015,HP2 7AH,,,CAPDFA02,Asset,,
DEFRA,DEFRA,17/06/2015,IT Maintenance,Chief Operating Officer DG,Sopra Steria Ltd,100075458,39844.77,Software development testing and migration live support - April 2015,HP2 7AH,,CAP 403,CAPDFA07,Expense,,
DEFRA,DEFRA,25/06/2015,Clearing Construction in Progress (I.T.),Chief Operating Officer DG,Sopra Steria Ltd,100075426,440474.75,Software development testing and migration - April 2015,HP2 7AH,,CAP380,CAPDFA02,Asset,,
DEFRA,DEFRA,17/06/2015,Subsidies made to private companies\entities.,Policy Delivery DG,South West Water Services Ltd,M0347688,11274838.00,Reduction of the water and sewerage charges levied on certain customers - 2015-16 Quarter 1,EX2 7HR,,,00000000,Expense,,
DEFRA,DEFRA,03/06/2015,IT Software,Chief Operating Officer DG,Specialist Computer Centres,OPL996004,131016.82,IT consultancy services for the Common Agricultural Policy Delivery Programme - February-March 2015,B11 2LE,SME,CAP081,CAPDFA01,Expense,,
DEFRA,DEFRA,25/06/2015,Clearing Construction in Progress (I.T.),Chief Operating Officer DG,Specialist Computer Centres,OPM011321,503154.36,Kainos Programme Resourcing Agile Developer,B11 2LE,SME,,CAPDFA01,Asset,,
DEFRA,DEFRA,25/06/2015,Clearing Construction in Progress (I.T.),Chief Operating Officer DG,Specialist Computer Centres,OPM014725,564703.43,Agile developers working on Common Agricultural Policy Delivery Programme - April-July 2015 ,B11 2LE,SME,,CAPDFA01,Asset,,
DEFRA,DEFRA,25/06/2015,IT Software,Chief Operating Officer DG,Specialist Computer Centres,OPM003253,136867.63,"""Business Objects"" Data Analysis Application support and maintenance - 2015-16",B11 2LE,SME,CAP387,CAPDFA06,Expense,,
DEFRA,DEFRA,25/06/2015,Clearing Construction in Progress (I.T.),Chief Operating Officer DG,Specialist Computer Centres,OPM015336,505448.85,Kainos Programme Resourcing Agile Developer,B11 2LE,SME,CAP010,CAPDFA01,Asset,,
DEFRA,DEFRA,25/06/2015,Clearing Construction in Progress (I.T.),Chief Operating Officer DG,Specialist Computer Centres,OPM015857,323827.79,Kainos Programme Resourcing Agile Developer - consultancy - 2015-16,B11 2LE,SME,CAP 409,CAPDFA01,Asset,,
DEFRA,DEFRA,19/06/2015,IT Maintenance,Chief Operating Officer DG,Specialist Computer Centres,OPM013584,48956.51,Common Agricultural Policy Delivery Programme Information Services Support Service annual support and maintenance - 2015-16,B11 2LE,SME,,CAPDFA07,Expense,,
DEFRA,DEFRA,25/06/2015,Clearing Construction in Progress (I.T.),Chief Operating Officer DG,Specialist Computer Centres,OPM003250,564703.43,Agile developers working on Common Agricultural Policy Delivery Programme - Retainer - April-July 2015 ,B11 2LE,SME,,CAPDFA01,Asset,,
DEFRA,DEFRA,01/06/2015,Other Current Payments (Evidence R&D),Policy Delivery DG,The Envmt & Sust Partnership Ltd,2016DEFRA063,42488.46,Encouraging and supporting Small and Medium sized Enterprises to improve their resource efficiency - Implementation Phase 3,CF36 3LW,SME,EV 0548,00000000,Expense,,
DEFRA,DEFRA,05/06/2015,Current Grants E,Policy Delivery DG,The National Association for AONBs,300515,31000.00,Area of Outstanding Natural Beauty (AONB) Grant - 2014-15 Quarter 4,GL54 3JH,SME,GIA,NAAONB01,Expense,,
DEFRA,DEFRA,01/06/2015,Current Grants E,Policy Delivery DG,The National Association for AONBs,060515,62000.00,Area of Outstanding Natural Beauty (AONB) Grant - 2015-16 Quarters 1 and 2,GL54 3JH,SME,,NAAONB01,Expense,,
DEFRA,DEFRA,29/06/2015,Other Current Payments (Evidence R&D),"Strategy, International and Biosecurity DG",The Pirbright Institute,ERS-558740-52457,76051.67,Planned Research and Development in support of Foot and Mouth Disease (FMD) diagnostic capability - June 2015,GU24 0NF,,,00000000,Expense,,
DEFRA,DEFRA,29/06/2015,Other Current Payments (Evidence R&D),"Strategy, International and Biosecurity DG",The Pirbright Institute,ERS-558743-52459,26169.00,Orbivirus molecular epidemiology studies and development of diagnostic assay systems - June 2015,GU24 0NF,,,00000000,Expense,,
DEFRA,DEFRA,29/06/2015,Other Current Payments (Evidence R&D),"Strategy, International and Biosecurity DG",The Pirbright Institute,ERS-558667-52455,35008.83,Molecular epidemiology of Foot and Mouth Disease (FMD) virus - June 2015,GU24 0NF,,SE2940,00000000,Expense,,
DEFRA,DEFRA,29/06/2015,Evidence Non R&D,Policy Delivery DG,The Sir Alister Hardy Foundation For Ocean Science,ERS-558526-52389,26666.58,The Continuous Plankton Recorder Survey: Monitoring Marine Biodiversity and Environmental Change in the World's Oceans - 2015-16,PL1 2PB,SME,ME 5308,00000000,Expense,,
DEFRA,DEFRA,15/06/2015,Capital LA Grant E,Policy Delivery DG,Tonbridge & Malling B C,0000046576,37468.94,Repair and Renew grant for flood-affected properties - 2014-15 Quarter 4,ME19 4LZ,,Grant,00000000,Expense,,
DEFRA,DEFRA,11/06/2015,International Subscriptions (Foreign Payments),Policy Delivery DG,United Nations Environment Prog,04061514405504,144055.04,UK Government's payment to the United Nations Environment Programme - 2015-16 Quarter 1,00100,,,00000000,Expense,,
DEFRA,DEFRA,11/06/2015,International Subscriptions (Foreign Payments),Policy Delivery DG,United Nations Environment Prog,100615,6816874.91,UK Government's payment to the United Nations Environment Programme - 2015-16 Quarter 2,00100,,,00000000,Expense,,
DEFRA,DEFRA,19/06/2015,Current Grants E,"Strategy, International and Biosecurity DG",University Of Exeter,290515,31077.75,Darwin Initiative Grant - Delivering a Marine Protected area (MPA) network for fisheries and biodiversity of Central Africa (Congo and Gabon) - 2014-15 Quarter 4,EX4 4QJ,,,DARWDFID,Expense,,
DEFRA,DEFRA,19/06/2015,Current Grants E,"Strategy, International and Biosecurity DG",University of Huddersfield HEC,210515,37629.00,Darwin Initiative Grant - Conservation of Ethiopia's wild coffee using participatory forest management - 2014-15 Quarter 4,HD1 3DH,,exempt,DARWDFID,Expense,,
DEFRA,DEFRA,15/06/2015,Current Grants E,"Strategy, International and Biosecurity DG",University Of Kent,0605153312375,33123.75,Darwin Initiative Grant - Reconnecting poverty-alleviation to biodiversity conservation in Kenya's Eastern Arc Mountains - 2015-16 Quarter 1,CT2 7NZ,,21107,DARWDFID,Expense,,
DEFRA,DEFRA,15/06/2015,Current Grants E,"Strategy, International and Biosecurity DG",University Of Kent,110515,35471.34,Darwin Initiative Grant - Reconnecting poverty-alleviation to biodiversity conservation in Kenya's Eastern Arc Mountains - 2014-15 Quarters 2-4,CT2 7NZ,,21107,DARWDFID,Expense,,
DEFRA,DEFRA,29/06/2015,Other Current Payments (Evidence R&D),Policy Delivery DG,University Of Newcastle Upon Tyne,9100059366,33054.59,Project on the characterisation and targeting of measures for (non-coal) polluted mine waters - 2014-15,NE1 7RU,,Exempt,00000000,Expense,,
DEFRA,DEFRA,29/06/2015,Other Current Payments (Evidence R&D),Policy Delivery DG,University Of Reading,ERS-558894-52397,49636.66,Optimising the efficiency of dietary nitrogen use to reduce emissions and waste in dairy systems - June 2015,RG6 6AH,,,SFFS0005,Expense,,
DEFRA,DEFRA,17/06/2015,Other Current Payments E,Policy Delivery DG,University Of Reading,107961,31637.08,"The Long Term Housing, Maintenance and Scientific Curation of the National Fruit Collections - June 2015",RG6 6AH,,GC0146,PGR00001,Expense,,
DEFRA,DEFRA,09/06/2015,Other Current Payments (Evidence R&D),Policy Delivery DG,University Of Sheffield,1800120991,45000.00,Grant - Water quality risks from light industrial estate runoff - 2013-14,S10 2UH,,WT0998,00000000,Expense,,
