Department Family,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Transactions Number, Amount (�) ,VAT Registration Number
FCO,FCO,01-Apr-10,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9163,"3,362.33",
FCO,FCO,01-Apr-10,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9163,285.18,
FCO,FCO,01-Apr-10,Miscellaneous Expenditure,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9163,56.9,
FCO,FCO,01-Apr-10,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9163,288.15,
FCO,FCO,01-Apr-10,Reception Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9163,"5,777.49",
FCO,FCO,01-Apr-10,Mail & Porterage Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9163,"4,123.45",
FCO,FCO,01-Apr-10,Office Support Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9163,"1,444.37",
FCO,FCO,01-Apr-10,Residential Property Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9163,864.41,
FCO,FCO,01-Apr-10,Rematching / Reinstatement,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9163,611.2,
FCO,FCO,01-Apr-10,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9163,"4,469.87",
FCO,FCO,01-Apr-10,Building Mechanical and Engineering Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9164,"2,298.98",
FCO,FCO,01-Apr-10,Building Fabric Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9164,236.4,
FCO,FCO,01-Apr-10,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9164,826.38,
FCO,FCO,01-Apr-10,Grounds Maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9164,211.7,
FCO,FCO,01-Apr-10,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9164,"9,305.37",
FCO,FCO,01-Apr-10,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9164,381.36,
FCO,FCO,01-Apr-10,Miscellaneous Expenditure,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9164,105.09,
FCO,FCO,01-Apr-10,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9164,475.45,
FCO,FCO,01-Apr-10,Reception Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9164,"6,321.31",
FCO,FCO,01-Apr-10,Mail & Porterage Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9164,"4,953.12",
FCO,FCO,01-Apr-10,Office Support Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9164,"1,580.33",
FCO,FCO,01-Apr-10,Estates Management Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9164,136.88,
FCO,FCO,01-Apr-10,Residential Property Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9164,"10,664.94",
FCO,FCO,01-Apr-10,Rematching / Reinstatement,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9164,161.63,
FCO,FCO,01-Apr-10,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9164,"5,578.67",
FCO,FCO,16-Apr-10,Building Mechanical and Engineering Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9175,"2,460.33",
FCO,FCO,16-Apr-10,Building Fabric Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9175,69.56,
FCO,FCO,16-Apr-10,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9175,945.44,
FCO,FCO,16-Apr-10,Grounds Maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9175,82.14,
FCO,FCO,16-Apr-10,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9175,"3,419.83",
FCO,FCO,16-Apr-10,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9175,196.07,
FCO,FCO,16-Apr-10,Miscellaneous Expenditure,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9175,145.52,
FCO,FCO,16-Apr-10,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9175,133.79,
FCO,FCO,16-Apr-10,Reception Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9175,"1,709.65",
FCO,FCO,16-Apr-10,Mail & Porterage Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9175,"2,203.12",
FCO,FCO,16-Apr-10,Office Support Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9175,427.41,
FCO,FCO,16-Apr-10,Estates Management Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9175,294.73,
FCO,FCO,16-Apr-10,Residential Property Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9175,"4,565.43",
FCO,FCO,16-Apr-10,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9175,"4,448.38",
FCO,FCO,16-Apr-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9175,"4,642.31",
FCO,FCO,16-Apr-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9175,0,
FCO,FCO,28-Apr-10,Building Mechanical and Engineering Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9229,"2,245.58",
FCO,FCO,28-Apr-10,Building Fabric Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9229,230.91,
FCO,FCO,28-Apr-10,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9229,807.18,
FCO,FCO,28-Apr-10,Grounds Maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9229,206.78,
FCO,FCO,28-Apr-10,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9229,"9,089.23",
FCO,FCO,28-Apr-10,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9229,372.51,
FCO,FCO,28-Apr-10,Miscellaneous Expenditure,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9229,102.65,
FCO,FCO,28-Apr-10,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9229,464.41,
FCO,FCO,28-Apr-10,Reception Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9229,"6,174.49",
FCO,FCO,28-Apr-10,Mail & Porterage Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9229,"4,838.07",
FCO,FCO,28-Apr-10,Office Support Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9229,"1,543.62",
FCO,FCO,28-Apr-10,Estates Management Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9229,133.7,
FCO,FCO,28-Apr-10,Residential Property Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9229,"10,417.22",
FCO,FCO,28-Apr-10,Rematching / Reinstatement,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9229,157.87,
FCO,FCO,28-Apr-10,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9229,"5,449.10",
FCO,FCO,28-Apr-10,Building Mechanical and Engineering Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9232,"2,395.68",
FCO,FCO,28-Apr-10,Building Fabric Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9232,67.73,
FCO,FCO,28-Apr-10,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9232,920.59,
FCO,FCO,28-Apr-10,Grounds Maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9232,79.98,
FCO,FCO,28-Apr-10,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9232,"3,329.96",
FCO,FCO,28-Apr-10,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9232,190.92,
FCO,FCO,28-Apr-10,Miscellaneous Expenditure,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9232,141.69,
FCO,FCO,28-Apr-10,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9232,130.28,
FCO,FCO,28-Apr-10,Reception Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9232,"1,664.72",
FCO,FCO,28-Apr-10,Mail & Porterage Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9232,"2,145.23",
FCO,FCO,28-Apr-10,Office Support Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9232,416.18,
FCO,FCO,28-Apr-10,Estates Management Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9232,286.99,
FCO,FCO,28-Apr-10,Residential Property Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9232,"4,445.46",
FCO,FCO,28-Apr-10,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9232,"4,331.48",
FCO,FCO,28-Apr-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9232,"4,520.32",
FCO,FCO,28-Apr-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9232,0,
FCO,FCO,28-Apr-10,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9232,"-4,331.48",
FCO,FCO,28-Apr-10,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9232,"4,331.48",
FCO,FCO,01-Apr-10,Building Mechanical and Engineering Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001441,"14,663.00",
FCO,FCO,01-Apr-10,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001441,"10,242.35",
FCO,FCO,01-Apr-10,Grounds Maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001441,527.54,
FCO,FCO,01-Apr-10,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001441,"31,056.57",
FCO,FCO,01-Apr-10,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001441,73.53,
FCO,FCO,01-Apr-10,Miscellaneous Expenditure,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001441,"1,114.93",
FCO,FCO,01-Apr-10,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001441,666.93,
FCO,FCO,01-Apr-10,Reception Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001441,"13,991.88",
FCO,FCO,01-Apr-10,Mail & Porterage Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001441,"8,738.51",
FCO,FCO,01-Apr-10,Office Support Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001441,"3,497.97",
FCO,FCO,01-Apr-10,Residential Property Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001441,"33,300.23",
FCO,FCO,01-Apr-10,Rematching / Reinstatement,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001441,"8,014.25",
FCO,FCO,01-Apr-10,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001441,"12,453.38",
FCO,FCO,01-Apr-10,Building Mechanical and Engineering Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001444,"2,816.07",
FCO,FCO,01-Apr-10,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001444,"1,206.89",
FCO,FCO,01-Apr-10,Grounds Maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001444,531.15,
FCO,FCO,01-Apr-10,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001444,"5,346.29",
FCO,FCO,01-Apr-10,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001444,268.29,
FCO,FCO,01-Apr-10,Miscellaneous Expenditure,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001444,102.78,
FCO,FCO,01-Apr-10,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001444,343.98,
FCO,FCO,01-Apr-10,Reception Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001444,"2,532.88",
FCO,FCO,01-Apr-10,Mail & Porterage Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001444,"3,780.19",
FCO,FCO,01-Apr-10,Office Support Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001444,633.22,
FCO,FCO,01-Apr-10,Residential Property Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001444,"1,555.24",
FCO,FCO,01-Apr-10,Rematching / Reinstatement,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001444,235.03,
FCO,FCO,01-Apr-10,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001444,"2,056.23",
FCO,FCO,01-Apr-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001444,"4,602.77",
FCO,FCO,01-Apr-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001444,0.01,
FCO,FCO,16-Apr-10,Building Mechanical and Engineering Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001447,"2,221.39",
FCO,FCO,16-Apr-10,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001447,504.86,
FCO,FCO,16-Apr-10,Grounds Maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001447,364.05,
FCO,FCO,16-Apr-10,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001447,"2,852.83",
FCO,FCO,16-Apr-10,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001447,213.54,
FCO,FCO,16-Apr-10,Miscellaneous Expenditure,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001447,445.66,
FCO,FCO,16-Apr-10,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001447,149.28,
FCO,FCO,16-Apr-10,Reception Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001447,"4,072.26",
FCO,FCO,16-Apr-10,Mail & Porterage Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001447,"2,222.34",
FCO,FCO,16-Apr-10,Office Support Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001447,"1,018.06",
FCO,FCO,16-Apr-10,Estates Management Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001447,127.06,
FCO,FCO,16-Apr-10,Residential Property Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001447,"6,448.96",
FCO,FCO,16-Apr-10,Rematching / Reinstatement,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001447,"3,019.13",
FCO,FCO,16-Apr-10,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001447,"3,950.93",
FCO,FCO,16-Apr-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001447,"5,245.96",
FCO,FCO,16-Apr-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001447,0.01,
FCO,FCO,16-Apr-10,Building Mechanical and Engineering Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001448,"6,012.21",
FCO,FCO,16-Apr-10,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001448,"1,075.56",
FCO,FCO,16-Apr-10,Grounds Maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001448,619.55,
FCO,FCO,16-Apr-10,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001448,"5,244.74",
FCO,FCO,16-Apr-10,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001448,404.29,
FCO,FCO,16-Apr-10,Miscellaneous Expenditure,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001448,399.4,
FCO,FCO,16-Apr-10,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001448,477.77,
FCO,FCO,16-Apr-10,Reception Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001448,"3,215.57",
FCO,FCO,16-Apr-10,Mail & Porterage Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001448,"3,969.58",
FCO,FCO,16-Apr-10,Office Support Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001448,803.89,
FCO,FCO,16-Apr-10,Estates Management Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001448,244.01,
FCO,FCO,16-Apr-10,Residential Property Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001448,"10,401.71",
FCO,FCO,16-Apr-10,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001448,"8,788.04",
FCO,FCO,16-Apr-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001448,"8,331.27",
FCO,FCO,16-Apr-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001448,-0.01,
FCO,FCO,27-Apr-10,Building Mechanical and Engineering Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001486,"14,694.27",
FCO,FCO,27-Apr-10,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001486,"10,264.19",
FCO,FCO,27-Apr-10,Grounds Maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001486,528.66,
FCO,FCO,27-Apr-10,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001486,"31,122.79",
FCO,FCO,27-Apr-10,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001486,73.68,
FCO,FCO,27-Apr-10,Miscellaneous Expenditure,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001486,"1,117.31",
FCO,FCO,27-Apr-10,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001486,668.35,
FCO,FCO,27-Apr-10,Reception Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001486,"14,021.71",
FCO,FCO,27-Apr-10,Mail & Porterage Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001486,"8,757.15",
FCO,FCO,27-Apr-10,Office Support Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001486,"3,505.43",
FCO,FCO,27-Apr-10,Residential Property Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001486,"33,371.24",
FCO,FCO,27-Apr-10,Rematching / Reinstatement,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001486,"8,031.34",
FCO,FCO,27-Apr-10,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001486,"12,479.94",
FCO,FCO,27-Apr-10,Building Mechanical and Engineering Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001488,"6,012.21",
FCO,FCO,27-Apr-10,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001488,"1,075.56",
FCO,FCO,27-Apr-10,Grounds Maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001488,619.55,
FCO,FCO,27-Apr-10,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001488,"5,244.74",
FCO,FCO,27-Apr-10,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001488,404.29,
FCO,FCO,27-Apr-10,Miscellaneous Expenditure,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001488,399.4,
FCO,FCO,27-Apr-10,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001488,477.77,
FCO,FCO,27-Apr-10,Reception Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001488,"3,215.57",
FCO,FCO,27-Apr-10,Mail & Porterage Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001488,"3,969.58",
FCO,FCO,27-Apr-10,Office Support Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001488,803.89,
FCO,FCO,27-Apr-10,Estates Management Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001488,244.01,
FCO,FCO,27-Apr-10,Residential Property Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001488,"10,401.71",
FCO,FCO,27-Apr-10,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001488,"8,788.04",
FCO,FCO,27-Apr-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001488,"8,331.27",
FCO,FCO,27-Apr-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001488,-0.01,
FCO,FCO,27-Apr-10,Building Mechanical and Engineering Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001491,"14,694.27",
FCO,FCO,27-Apr-10,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001491,"10,264.19",
FCO,FCO,27-Apr-10,Grounds Maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001491,528.66,
FCO,FCO,27-Apr-10,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001491,"31,122.79",
FCO,FCO,27-Apr-10,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001491,73.68,
FCO,FCO,27-Apr-10,Miscellaneous Expenditure,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001491,"1,117.31",
FCO,FCO,27-Apr-10,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001491,668.35,
FCO,FCO,27-Apr-10,Reception Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001491,"14,021.71",
FCO,FCO,27-Apr-10,Mail & Porterage Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001491,"8,757.15",
FCO,FCO,27-Apr-10,Office Support Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001491,"3,505.43",
FCO,FCO,27-Apr-10,Residential Property Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001491,"33,371.24",
FCO,FCO,27-Apr-10,Rematching / Reinstatement,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001491,"8,031.34",
FCO,FCO,27-Apr-10,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001491,"12,479.94",
FCO,FCO,27-Apr-10,Building Mechanical and Engineering Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001495,"2,221.39",
FCO,FCO,27-Apr-10,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001495,504.86,
FCO,FCO,27-Apr-10,Grounds Maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001495,364.05,
FCO,FCO,27-Apr-10,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001495,"2,852.83",
FCO,FCO,27-Apr-10,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001495,213.54,
FCO,FCO,27-Apr-10,Miscellaneous Expenditure,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001495,445.66,
FCO,FCO,27-Apr-10,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001495,149.28,
FCO,FCO,27-Apr-10,Reception Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001495,"4,072.26",
FCO,FCO,27-Apr-10,Mail & Porterage Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001495,"2,222.34",
FCO,FCO,27-Apr-10,Office Support Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001495,"1,018.06",
FCO,FCO,27-Apr-10,Estates Management Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001495,127.06,
FCO,FCO,27-Apr-10,Residential Property Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001495,"6,448.96",
FCO,FCO,27-Apr-10,Rematching / Reinstatement,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001495,"3,019.13",
FCO,FCO,27-Apr-10,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001495,"3,950.93",
FCO,FCO,27-Apr-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001495,"5,245.96",
FCO,FCO,27-Apr-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001495,0.01,
FCO,FCO,27-Apr-10,Building Mechanical and Engineering Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001499,"2,822.08",
FCO,FCO,27-Apr-10,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001499,"1,209.46",
FCO,FCO,27-Apr-10,Grounds Maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001499,532.28,
FCO,FCO,27-Apr-10,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001499,"5,357.69",
FCO,FCO,27-Apr-10,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001499,268.86,
FCO,FCO,27-Apr-10,Miscellaneous Expenditure,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001499,103,
FCO,FCO,27-Apr-10,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001499,344.72,
FCO,FCO,27-Apr-10,Reception Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001499,"2,538.28",
FCO,FCO,27-Apr-10,Mail & Porterage Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001499,"3,788.25",
FCO,FCO,27-Apr-10,Office Support Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001499,634.57,
FCO,FCO,27-Apr-10,Residential Property Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001499,"1,558.55",
FCO,FCO,27-Apr-10,Rematching / Reinstatement,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001499,235.53,
FCO,FCO,27-Apr-10,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001499,"2,060.61",
FCO,FCO,27-Apr-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001499,"4,612.58",
FCO,FCO,27-Apr-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001499,0.01,
FCO,FCO,14-Apr-10,Building Mechanical and Engineering Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1161841,"96,007.31",
FCO,FCO,14-Apr-10,Building Fabric Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1161841,"1,983.88",
FCO,FCO,14-Apr-10,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1161841,"40,655.79",
FCO,FCO,14-Apr-10,Grounds Maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1161841,"6,680.58",
FCO,FCO,14-Apr-10,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1161841,"127,999.11",
FCO,FCO,14-Apr-10,Miscellaneous Expenditure,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1161841,"1,508.01",
FCO,FCO,14-Apr-10,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1161841,"5,726.23",
FCO,FCO,14-Apr-10,Mail & Porterage Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1161841,"32,886.30",
FCO,FCO,14-Apr-10,Office Support Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1161841,"4,379.52",
FCO,FCO,14-Apr-10,Estates Management Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1161841,"2,246.14",
