Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Vat Registration Num
Department of Health,Department of Health,05/10/2010,Grants to non profit institutions (Current),POLICY & STRATEGY,EATING DISORDERS ASSOCIATION,ERS-405546-35288,"33,458.50",
Department of Health,Department of Health,05/10/2010,Grants to non profit institutions (Current),POLICY & STRATEGY,GENETIC INTEREST GROUP LTD,ERS-405706-35373,"37,913.00",
Department of Health,Department of Health,05/10/2010,Grants to non profit institutions (Current),POLICY & STRATEGY,LIVERPOOL OCCUPATIONAL HEALTH,ERS-405702-35372,"28,187.50",
Department of Health,Department of Health,05/10/2010,Grants to non profit institutions (Current),POLICY & STRATEGY,MACINTYRE CARE,ERS-405581-35301,"30,000.00",
Department of Health,Department of Health,05/10/2010,Grants to non profit institutions (Current),POLICY & STRATEGY,MENTAL HEALTH PROVIDERS FORUM,ERS-405680-35341,"40,000.00",
Department of Health,Department of Health,05/10/2010,Grants to non profit institutions (Current),POLICY & STRATEGY,NATIONAL DEVELOPMENT TEAM FOR INCLUSION NDTI,ERS-405540-35286,"25,386.00",
Department of Health,Department of Health,05/10/2010,Grants to non profit institutions (Current),POLICY & STRATEGY,NATIONAL GAMETE DONATION TRUST,ERS-405544-35287,"30,000.00",
Department of Health,Department of Health,05/10/2010,Grants to non profit institutions (Current),POLICY & STRATEGY,QISMET,ERS-405533-35284,"42,900.00",
Department of Health,Department of Health,05/10/2010,Grants to non profit institutions (Current),POLICY & STRATEGY,ST MUNGOS,ERS-405712-35375,"27,500.00",
Department of Health,Department of Health,05/10/2010,Grants to non profit institutions (Current),POLICY & STRATEGY,THE AFIYA TRUST,ERS-405554-35291,"25,873.00",
Department of Health,Department of Health,05/10/2010,Grants to non profit institutions (Current),POLICY & STRATEGY,THE COALITION FOR THE REMOVAL OF PIMPING (CROP),ERS-405716-35376,"25,523.00",
Department of Health,Department of Health,05/10/2010,Grants to non profit institutions (Current),POLICY & STRATEGY,THE HOUSING ASSOCIATIONS CHARITABLE TRUST,ERS-405690-35366,"40,871.00",
Department of Health,Department of Health,05/10/2010,Revenue Grant in Aid to NDPBs,REGIONAL DIRECTORS PUBLIC HEALTH,LEEDS TEACHING HOSPITALS TRUST,340474,"1,485,000.00",
Department of Health,Department of Health,05/10/2010,Outsourcing Contract,SOCIAL CARE,BROADCASTING SUPPORT SERVICES,S11-00231,"150,939.91",
Department of Health,Department of Health,05/10/2010,Secondees in invoiced costs,SOCIAL CARE,HULL PCT,80004394,"28,676.35",
Department of Health,Department of Health,05/10/2010,Revenue Grant in Aid to NDPBs,SOCIAL CARE,NOTTINGHAMSHIRE COUNTY COUNCIL,PRA053226,"200,000.00",
Department of Health,Department of Health,05/10/2010,Outsourcing Contract,WORKFORCE,CLARITY INFORMATICS GROUP LTD,68,"29,208.34",
Department of Health,Department of Health,05/10/2010,Outsourcing Contract,WORKFORCE,PUBLIC CONCERN AT WORK,26892,"46,902.48",
Department of Health,Department of Health,05/10/2010,Capital Grants Other to NDPBs & Other Bodies,WORKFORCE,SKILLS FOR CARE LTD,ERS-405505-35262,"1,000,000.00",
Department of Health,Department of Health,05/10/2010,Revenue Grants Other to NDPBs & Other Bodies,WORKFORCE,SKILLS FOR CARE LTD,ERS-405504-35261,"5,530,000.00",
Department of Health,Department of Health,06/10/2010,Outsourcing Contract,COMMISSIONING,CARERS FEDERATION LTD,1474,"44,124.75",
Department of Health,Department of Health,06/10/2010,Outsourcing Contract,COMMISSIONING,CARERS FEDERATION LTD,1476,"90,674.33",
Department of Health,Department of Health,06/10/2010,Outsourcing Contract,COMMISSIONING,CARERS FEDERATION LTD,1473,"96,023.25",
Department of Health,Department of Health,06/10/2010,Outsourcing Contract,COMMISSIONING,CARERS FEDERATION LTD,1475,"99,521.92",
Department of Health,Department of Health,06/10/2010,Outsourcing Contract,COMMISSIONING,South of Engl& Advocacy Projects,SIN001777,"133,911.08",
Department of Health,Department of Health,06/10/2010,Outsourcing Contract,COMMISSIONING,South of Engl& Advocacy Projects,SIN001776,"157,200.42",
Department of Health,Department of Health,06/10/2010,Rent of Land & Buildings (non-PFI operating lease),FINANCE & OPERATIONS,MEDICINES & HEALTHCARE PRODUCTS REGULATORY AGENCY (MHRA),1316371,"32,219.00",
Department of Health,Department of Health,06/10/2010,Addition Clearing - Leased - Other land & buildings,FINANCE & OPERATIONS,OFFICE PROJECTS LTD,8787,"646,181.74",
Department of Health,Department of Health,06/10/2010,Rates,FINANCE & OPERATIONS,READING BOROUGH COUNCIL,51134617OCT-DEC,"36,268.00",
Department of Health,Department of Health,06/10/2010,Rates,FINANCE & OPERATIONS,SOUTHWARK LONDON BOROUGH COUNCIL,NN25560080000001OCT-DEC,"417,916.00",
Department of Health,Department of Health,06/10/2010,Rates,FINANCE & OPERATIONS,WESTMINSTER CITY COUNCIL,400871826OCT-DEC,"373,537.00",
Department of Health,Department of Health,06/10/2010,Outsourcing Contract,HEALTH PROTECTION & IMPROVEMENT,DEPARTMENT FOR WORK & PENSIONS (DWP),2847147,"453,151.00",
Department of Health,Department of Health,06/10/2010,Research & development,HEALTH PROTECTION & IMPROVEMENT,FAMILY PLANNING ASSOCIATION,564183,"395,093.75",
Department of Health,Department of Health,06/10/2010,Research & development,HEALTH PROTECTION & IMPROVEMENT,HEALTH PROTECTION AGENCY (HPA),5275275,"477,637.50",
Department of Health,Department of Health,06/10/2010,Revenue Grants Other to NDPBs & Other Bodies,HEALTH PROTECTION & IMPROVEMENT,MEDICINES & HEALTHCARE PRODUCTS REGULATORY AGENCY (MHRA),1319776,"1,063,775.00",
Department of Health,Department of Health,06/10/2010,Research & development,HEALTH PROTECTION & IMPROVEMENT,THE TERRENCE HIGGINS TRUST,STAT003218,"146,875.00",
Department of Health,Department of Health,06/10/2010,Research & development,HEALTH PROTECTION & IMPROVEMENT,THE TERRENCE HIGGINS TRUST,STAT003219,"558,125.00",
Department of Health,Department of Health,06/10/2010,External Consultancy Fees,INFORMATICS,CABLE & WIRELESS UK,11735014,"126,846.00",
Department of Health,Department of Health,06/10/2010,Contr Other External,INFORMATICS,CABLE & WIRELESS UK,11689345,"544,174.37",
Department of Health,Department of Health,06/10/2010,Legal / Professional Fees,INFORMATICS,DLA PIPER UK LLP,11728717,"126,940.50",
Department of Health,Department of Health,06/10/2010,External Consultancy Fees,INFORMATICS,GS1 UK,11718997,"22,719.00",
Department of Health,Department of Health,06/10/2010,Computer Hardware Purchase,INFORMATICS,PROBRAND LTD,11705792,"25,744.25",
Department of Health,Department of Health,06/10/2010,Computer Maintenance,INFORMATICS,PROBRAND LTD,11705792,0.01,
Department of Health,Department of Health,06/10/2010,Contr Estate Management,INFORMATICS,SOFTWARE AG (UK) LTD,10223802,"28,850.00",
Department of Health,Department of Health,06/10/2010,Contr Estate Management,INFORMATICS,SOFTWARE AG (UK) LTD,11549664,"-28,850.00",
Department of Health,Department of Health,06/10/2010,Expense clearing Government Procurement Card (Short term),MORE THAN ONE DIRECTORATE,BARCLAYCARD BUSINESS,1548001-21-OCT-10,"10,869.96",
Department of Health,Department of Health,06/10/2010,Stock Essential Medicines Additions,NHS MEDICAL DIRECTOR,ACTAVIS UK LTD,10034805A,"132,932.47",
Department of Health,Department of Health,06/10/2010,Storage costs,NHS MEDICAL DIRECTOR,ALLIANCE PHARMACEUTICALS LTD,182356,"26,462.31",
Department of Health,Department of Health,06/10/2010,Grants to non profit institutions (Current),NHS MEDICAL DIRECTOR,MARIE CURIE CANCER CARE,ERS-405881-35502,"190,300.00",
Department of Health,Department of Health,06/10/2010,Grants to non-profit institutions (Capital),NHS MEDICAL DIRECTOR,MARTLETS HOSPICE,ERS-405879-35501,"149,615.00",
Department of Health,Department of Health,06/10/2010,Stock Essential Medicines Additions,NHS MEDICAL DIRECTOR,TEVA UK LTD,2310177599,"154,812.51",
Department of Health,Department of Health,06/10/2010,Stock Essential Medicines Additions,NHS MEDICAL DIRECTOR,TEVA UK LTD,2310177599,"7,718,933.68",
Department of Health,Department of Health,06/10/2010,Grants to non profit institutions (Current),NHS MEDICAL DIRECTOR,THE NATIONAL COUNCIL FOR PALLIATIVE CARE,ERS-405828-35401,"82,225.00",
Department of Health,Department of Health,06/10/2010,Grants to non profit institutions (Current),POLICY & STRATEGY,ASSIST UK,ERS-405871-35461,"53,969.00",
Department of Health,Department of Health,06/10/2010,Grants to non profit institutions (Current),POLICY & STRATEGY,M C C H SOCIETY LTD,ERS-405898-35521,"34,887.00",
Department of Health,Department of Health,06/10/2010,Grants to non profit institutions (Current),POLICY & STRATEGY,POHWER,ERS-405863-35421,"29,838.50",
Department of Health,Department of Health,06/10/2010,Consultancy/Professional Advice,WORKFORCE,PRICEWATERHOUSECOOPERS LLP,1353416133,"10,414.82",
Department of Health,Department of Health,06/10/2010,Consultancy/Professional Advice,WORKFORCE,PRICEWATERHOUSECOOPERS LLP,1353416133,"62,593.80",
Department of Health,Department of Health,06/10/2010,Professional fees,WORKFORCE,SALFORD ROYAL NHS FOUNDATION TRUST,1000112928,"35,000.00",
Department of Health,Department of Health,07/10/2010,Grants to non profit institutions (Current),CHIEF NURSING OFFICER,CHASE HOSPICE CARE FOR CHILDREN LTD,ERS-406129-35653,"30,955.00",
Department of Health,Department of Health,07/10/2010,Grants to non profit institutions (Current),CHIEF NURSING OFFICER,CHASE HOSPICE CARE FOR CHILDREN LTD,ERS-406126-35651,"68,739.00",
Department of Health,Department of Health,07/10/2010,Grants to non profit institutions (Current),CHIEF NURSING OFFICER,CLAIRE HOUSE CHILDRENS HOSPICE CHARITY SHOP,ERS-406131-35655,"78,416.00",
Department of Health,Department of Health,07/10/2010,Grants to non profit institutions (Current),CHIEF NURSING OFFICER,DEMELZA HOUSE CHILDRENS HOSPICE,ERS-406102-35646,"33,871.00",
Department of Health,Department of Health,07/10/2010,Grants to non profit institutions (Current),CHIEF NURSING OFFICER,JIGSAW4U,ERS-406137-35658,"56,629.00",
Department of Health,Department of Health,07/10/2010,Grants to non profit institutions (Current),CHIEF NURSING OFFICER,KEECH HOSPICE CARE,ERS-406099-35644,"36,500.00",
Department of Health,Department of Health,07/10/2010,Grants to non profit institutions (Current),CHIEF NURSING OFFICER,LITTLE HAVEN PROJECT APPEAL,ERS-406005-35602,"89,000.00",
Department of Health,Department of Health,07/10/2010,Grants to non profit institutions (Current),CHIEF NURSING OFFICER,MARTIN HOUSE,ERS-406101-35645,"41,165.00",
Department of Health,Department of Health,07/10/2010,Grants to non profit institutions (Current),CHIEF NURSING OFFICER,ST OSWALDS HOSPICE LTD,ERS-406089-35641,"45,667.00",
Department of Health,Department of Health,07/10/2010,Grants to non profit institutions (Current),CHIEF NURSING OFFICER,THE DONNA LOUISE TRUST,ERS-406117-35648,"32,034.00",
Department of Health,Department of Health,07/10/2010,Grants to non profit institutions (Current),CHIEF NURSING OFFICER,THE DONNA LOUISE TRUST,ERS-406123-35650,"81,155.00",
Department of Health,Department of Health,07/10/2010,Contactor/ Staff Subsitution,COMMISSIONING,HEALTH & SOCIAL CARE INFORMATION CENTRE,12591956,"29,738.35",
Department of Health,Department of Health,07/10/2010,Professional fees,FINANCE & OPERATIONS,DEPARTMENT FOR WORK & PENSIONS (DWP),2849308,"430,024.50",
Department of Health,Department of Health,07/10/2010,Professional fees,FINANCE & OPERATIONS,DEPARTMENT FOR WORK & PENSIONS (DWP),2849309,"430,024.50",
Department of Health,Department of Health,07/10/2010,Other programme expenditure,HEALTH PROTECTION & IMPROVEMENT,BRITISH MEDICAL ASSOCIATION (BMA),I0037161,"52,875.00",
Department of Health,Department of Health,07/10/2010,Grants to non-profit institutions (Capital),HEALTH PROTECTION & IMPROVEMENT,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-406043-35621,"178,606.00",
Department of Health,Department of Health,07/10/2010,Research & development,HEALTH PROTECTION & IMPROVEMENT,CENTRAL OFFICE OF INFORMATION (COI),729021,"171,321.88",
Department of Health,Department of Health,07/10/2010,Grants to non-profit institutions (Capital),HEALTH PROTECTION & IMPROVEMENT,LIVERPOOL UNIVERSITY OF,ERS-406042-35622,"319,592.00",
Department of Health,Department of Health,07/10/2010,Consultancy/Professional Advice,HEALTH PROTECTION & IMPROVEMENT,MOUCHEL MANAGEMENT CONSULTING LTD,90043779,"146,875.00",
Department of Health,Department of Health,07/10/2010,Grants to non-profit institutions (Capital),HEALTH PROTECTION & IMPROVEMENT,SALISBURY NHS FOUNDATION TRUST,ERS-406046-35623,"200,859.00",
Department of Health,Department of Health,07/10/2010,Grants to local authorities (Current),HEALTH PROTECTION & IMPROVEMENT,SLOUGH BOROUGH COUNCIL,ERS-406157-35665,"91,000.00",
Department of Health,Department of Health,07/10/2010,Grants to local authorities (Current),HEALTH PROTECTION & IMPROVEMENT,STOCKTON-ON-TEES BOROUGH COUNCIL,ERS-406003-35662,"44,000.00",
Department of Health,Department of Health,07/10/2010,Rent,INFORMATICS,DTZ DEBENHAM TIE LEUNG,11735012,"42,718.50",
Department of Health,Department of Health,07/10/2010,Expense clearing Government Procurement Card (Short term),MORE THAN ONE DIRECTORATE,BARCLAYCARD BUSINESS,1548001-21-OCT-10,"11,198.43",
Department of Health,Department of Health,07/10/2010,Other programme expenditure,NHS FINANCE PERFORMANCE & OPERATIONS,INHEALTH LTD,75,"1,804,296.72",
Department of Health,Department of Health,07/10/2010,Other programme expenditure,NHS FINANCE PERFORMANCE & OPERATIONS,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,4000262185,"59,200.00",
Department of Health,Department of Health,07/10/2010,Storage costs,NHS MEDICAL DIRECTOR,B BRAUN MEDICAL LTD,327429322,"98,761.34",
Department of Health,Department of Health,07/10/2010,Grants to non-profit institutions (Capital),NHS MEDICAL DIRECTOR,DR KERSHAWS HOSPICE,ERS-406182-35689,"51,122.00",
Department of Health,Department of Health,07/10/2010,Conferences & seminars,NHS MEDICAL DIRECTOR,HEALTHCARE QUALITY IMPROVEMENT PARTNERSHIP (HQIP),S0576,"23,500.00",
Department of Health,Department of Health,07/10/2010,Other programme expenditure,NHS MEDICAL DIRECTOR,HEALTHCARE QUALITY IMPROVEMENT PARTNERSHIP (HQIP),S0576,"341,395.23",
Department of Health,Department of Health,07/10/2010,Outsourcing Contract,NHS MEDICAL DIRECTOR,HEALTHCARE QUALITY IMPROVEMENT PARTNERSHIP (HQIP),S0552,"45,125.00",
Department of Health,Department of Health,07/10/2010,Grants to non-profit institutions (Capital),NHS MEDICAL DIRECTOR,NORTH LONDON HOSPICE,ERS-406184-35690,"36,166.00",
Department of Health,Department of Health,07/10/2010,Grants to non-profit institutions (Capital),NHS MEDICAL DIRECTOR,SEVERN HOSPICE LTD,ERS-406188-35691,"80,230.00",
Department of Health,Department of Health,07/10/2010,Grants to non-profit institutions (Capital),NHS MEDICAL DIRECTOR,ST BARNABAS HOSPICES (SUSSEX) LTD,ERS-406181-35688,"39,190.00",
Department of Health,Department of Health,07/10/2010,Grants to non profit institutions (Current),POLICY & STRATEGY,COOLTAN ARTS,ERS-406112-35647,"30,000.00",
Department of Health,Department of Health,07/10/2010,Grants to non profit institutions (Current),POLICY & STRATEGY,NEUROSUPPORT,ERS-406155-35663,"46,379.00",
Department of Health,Department of Health,07/10/2010,Grants to non profit institutions (Current),POLICY & STRATEGY,PEABODY TRUST,ERS-406185-35686,"40,000.00",
Department of Health,Department of Health,07/10/2010,Grants to non profit institutions (Current),POLICY & STRATEGY,PRIMHE,ERS-406178-35683,"42,828.50",
Department of Health,Department of Health,07/10/2010,Grants to non profit institutions (Current),POLICY & STRATEGY,THE SICKLE CELL SOCIETY,ERS-406171-35681,"58,045.67",
Department of Health,Department of Health,07/10/2010,Revenue Grants Other to NDPBs & Other Bodies,SOCIAL CARE,DEPARTMENT FOR COMMUNITIES & LOCAL GOVERNMENT (DCLG),ERS-405939-35541,"82,312,000.00",
Department of Health,Department of Health,07/10/2010,IT minor costs non capital,SOCIAL CARE,HEALTH & SOCIAL CARE INFORMATION CENTRE,12591963,"25,000.00",
Department of Health,Department of Health,07/10/2010,Addition Clearing - Software Licences,WORKFORCE,METHODS CONSULTING,100011848,"42,270.63",
Department of Health,Department of Health,07/10/2010,Computer Hardware Purchase,INFORMATICS,EUROPEAN ELECTRONIQUE LTD,11749816,"44,723.09",
Department of Health,Department of Health,07/10/2010,Computer Hardware Purchase,INFORMATICS,EUROPEAN ELECTRONIQUE LTD,11749816,"4,194.17",
Department of Health,Department of Health,08/10/2010,Grants to non profit institutions (Current),CHIEF NURSING OFFICER,ACORNS CHILDRENS HOSPICE TRUST,ERS-406371-35808,"33,700.00",
Department of Health,Department of Health,08/10/2010,Grants to non profit institutions (Current),CHIEF NURSING OFFICER,ACORNS CHILDRENS HOSPICE TRUST,ERS-406368-35805,"55,200.00",
Department of Health,Department of Health,08/10/2010,Grants to non profit institutions (Current),CHIEF NURSING OFFICER,ACORNS CHILDRENS HOSPICE TRUST,ERS-406379-35812,"57,900.00",
Department of Health,Department of Health,08/10/2010,Grants to non profit institutions (Current),CHIEF NURSING OFFICER,ACORNS CHILDRENS HOSPICE TRUST,ERS-406374-35809,"81,120.00",
Department of Health,Department of Health,08/10/2010,Grants to non profit institutions (Current),CHIEF NURSING OFFICER,CHILDRENS HOSPICES UK,ERS-406365-35802,"35,007.00",
Department of Health,Department of Health,08/10/2010,Grants to non profit institutions (Current),CHIEF NURSING OFFICER,CHILDRENS HOSPICES UK,ERS-406369-35806,"39,072.00",
Department of Health,Department of Health,08/10/2010,Grants to non profit institutions (Current),CHIEF NURSING OFFICER,CHILDRENS HOSPICES UK,ERS-406366-35803,"40,739.00",
Department of Health,Department of Health,08/10/2010,Grants to non profit institutions (Current),CHIEF NURSING OFFICER,KEECH HOSPICE CARE,ERS-406232-35716,"25,100.00",
Department of Health,Department of Health,08/10/2010,Grants to non profit institutions (Current),CHIEF NURSING OFFICER,KEECH HOSPICE CARE,ERS-406246-35720,"26,400.00",
Department of Health,Department of Health,08/10/2010,Grants to non profit institutions (Current),CHIEF NURSING OFFICER,NOAHS ARK CHILDRENS HOSPICE,ERS-406253-35721,"50,500.00",
Department of Health,Department of Health,08/10/2010,Grants to non profit institutions (Current),CHIEF NURSING OFFICER,ST OSWALDS HOSPICE LTD,ERS-406390-35815,"26,506.00",
Department of Health,Department of Health,08/10/2010,Grants to non profit institutions (Current),CHIEF NURSING OFFICER,THE CHILD BEREAVEMENT TRUST,ERS-406270-35729,"39,125.00",
Department of Health,Department of Health,08/10/2010,Grants to non profit institutions (Current),CHIEF NURSING OFFICER,THE DONNA LOUISE TRUST,ERS-406268-35728,"33,000.00",
Department of Health,Department of Health,08/10/2010,Grants to non profit institutions (Current),CHIEF NURSING OFFICER,THE JESSIE MAY TRUST,ERS-406261-35723,"28,500.00",
Department of Health,Department of Health,08/10/2010,Revenue resource discretionary funding inside boundary,COMMISSIONING,HEALTH & SOCIAL CARE INFORMATION CENTRE,12591964,"188,060.00",
Department of Health,Department of Health,08/10/2010,Contactor/ Staff Subsitution,COMMISSIONING,NORTHGATE HR LTD,91132032,"122,037.83",
Department of Health,Department of Health,08/10/2010,Service charge,COMMUNICATIONS,CENTRAL OFFICE OF INFORMATION (COI),729057,"29,000.00",
Department of Health,Department of Health,08/10/2010,Outsourcing Contract,COMMUNICATIONS,CENTRAL OFFICE OF INFORMATION (COI),729049,"80,000.00",
Department of Health,Department of Health,08/10/2010,Publicity & advertising,COMMUNICATIONS,CENTRAL OFFICE OF INFORMATION (COI),726552,"212,238.29",
Department of Health,Department of Health,08/10/2010,IT minor costs non capital,FINANCE & OPERATIONS,CSC COMPUTER SCIENCES LTD,5201203917,"28,047.23",
Department of Health,Department of Health,08/10/2010,Outsourcing Contract,FINANCE & OPERATIONS,CSC COMPUTER SCIENCES LTD,5201204545,"29,395.27",
Department of Health,Department of Health,08/10/2010,Outsourcing Contract,FINANCE & OPERATIONS,CSC COMPUTER SCIENCES LTD,5201204544,"100,000.00",
Department of Health,Department of Health,08/10/2010,Rates,FINANCE & OPERATIONS,DEPARTMENT FOR WORK & PENSIONS (DWP),142884,"101,694.80",
Department of Health,Department of Health,08/10/2010,Rent of Land & Buildings (non-PFI operating lease),FINANCE & OPERATIONS,DEPARTMENT FOR WORK & PENSIONS (DWP),142884,"478,453.10",
Department of Health,Department of Health,08/10/2010,Utilities,FINANCE & OPERATIONS,DEPARTMENT FOR WORK & PENSIONS (DWP),142884,"35,714.64",
Department of Health,Department of Health,08/10/2010,Facilities management: contract,FINANCE & OPERATIONS,MACLELLAN INTERNATIONAL LTD,FI00003881,"35,978.50",
Department of Health,Department of Health,08/10/2010,Facilities management: contract,FINANCE & OPERATIONS,MACLELLAN INTERNATIONAL LTD,FI00003882,"33,639.66",
Department of Health,Department of Health,08/10/2010,Facilities management: contract,FINANCE & OPERATIONS,MACLELLAN INTERNATIONAL LTD,FI00003884,"29,191.56",
Department of Health,Department of Health,08/10/2010,Facilities management: contract,FINANCE & OPERATIONS,MACLELLAN INTERNATIONAL LTD,FI00003883,"31,122.94",
Department of Health,Department of Health,08/10/2010,Facilities management: contract,FINANCE & OPERATIONS,MACLELLAN INTERNATIONAL LTD,FI00003886,"32,737.98",
Department of Health,Department of Health,08/10/2010,Facilities management: contract,FINANCE & OPERATIONS,MACLELLAN INTERNATIONAL LTD,FI00003891,"102,139.94",
Department of Health,Department of Health,08/10/2010,Outsourcing Contract,HEALTH PROTECTION & IMPROVEMENT,VERTEX DATA SCIENCE LTD,FI0406472,"108,498.26",
Department of Health,Department of Health,08/10/2010,Outsourcing Contract,HEALTH PROTECTION & IMPROVEMENT,VERTEX DATA SCIENCE LTD,FI0406471,"209,883.72",
Department of Health,Department of Health,08/10/2010,Contr Other External,INFORMATICS,BRITISH COMPUTER SOCIETY,11721151,"100,000.00",
Department of Health,Department of Health,08/10/2010,Service charge,INFORMATICS,BT GROUP PLC,CHAPS8/10/10,"64,889.83",
Department of Health,Department of Health,08/10/2010,Service charge,INFORMATICS,BT GROUP PLC,248242,"155,658.00",
Department of Health,Department of Health,08/10/2010,Service charge,INFORMATICS,BT GROUP PLC,247960PART PAYT,"1,129,584.65",
Department of Health,Department of Health,08/10/2010,Legal / Professional Fees,INFORMATICS,DLA PIPER UK LLP,11728716,"219,516.51",
Department of Health,Department of Health,08/10/2010,Computer Maintenance,INFORMATICS,PROBRAND LTD,11742451,"29,653.17",
Department of Health,Department of Health,08/10/2010,Expense clearing Government Procurement Card (Short term),MORE THAN ONE DIRECTORATE,BARCLAYCARD BUSINESS,1548001-21-OCT-10,"10,241.03",
Department of Health,Department of Health,08/10/2010,Storage costs,NHS MEDICAL DIRECTOR,BAXTER HEALTHCARE LTD,31967927,"580,494.70",
Department of Health,Department of Health,08/10/2010,Grants to non profit institutions (Current),POLICY & STRATEGY,AFRICAN HIV POLICY NETWORK,ERS-406283-35733,"47,350.00",
Department of Health,Department of Health,08/10/2010,Grants to non profit institutions (Current),POLICY & STRATEGY,AFTER ADOPTION YORKSHIRE,ERS-406381-35811,"45,000.00",
Department of Health,Department of Health,08/10/2010,Grants to non profit institutions (Current),POLICY & STRATEGY,AGAINST VIOLENCE & ABUSE (AVA),ERS-406423-35824,"33,174.00",
Department of Health,Department of Health,08/10/2010,Grants to non profit institutions (Current),POLICY & STRATEGY,BRITISH HEART FOUNDATION,ERS-406272-35730,"48,400.00",
Department of Health,Department of Health,08/10/2010,Grants to non profit institutions (Current),POLICY & STRATEGY,CANCER RESEARCH UK,ERS-406324-35773,"75,000.00",
Department of Health,Department of Health,08/10/2010,Grants to non profit institutions (Current),POLICY & STRATEGY,CONSORTIUM OF LGBT VCOS,ERS-406313-35741,"31,978.00",
Department of Health,Department of Health,08/10/2010,Grants to non profit institutions (Current),POLICY & STRATEGY,CRUSE BEREAVEMENT CARE LTD,ERS-406419-35823,"35,113.50",
Department of Health,Department of Health,08/10/2010,Grants to non profit institutions (Current),POLICY & STRATEGY,HOME GROUP LTD,ERS-406405-35819,"38,889.50",
Department of Health,Department of Health,08/10/2010,Grants to non profit institutions (Current),POLICY & STRATEGY,IRISH TRAVELLER MOVEMENT IN BRITAIN,ERS-406387-35814,"39,254.50",
Department of Health,Department of Health,08/10/2010,Grants to non profit institutions (Current),POLICY & STRATEGY,NAAPS UK LTD,ERS-406418-35821,"35,826.00",
Department of Health,Department of Health,08/10/2010,Grants to non profit institutions (Current),POLICY & STRATEGY,THE LESBIAN & GAY FOUNDATION,ERS-406321-35772,"75,000.00",
Department of Health,Department of Health,08/10/2010,Grants to non profit institutions (Current),POLICY & STRATEGY,THE STROKE ASSOCIATION,ERS-406267-35726,"25,000.00",
Department of Health,Department of Health,08/10/2010,Grants to non profit institutions (Current),POLICY & STRATEGY,TURNING POINT,ERS-406395-35816,"54,227.50",
Department of Health,Department of Health,08/10/2010,Research & development,RESEARCH & DEVELOPMENT,HEALTH PROTECTION AGENCY (HPA),ERS-406203-35705,2625000,
Department of Health,Department of Health,08/10/2010,Research & development,RESEARCH & DEVELOPMENT,WEST OF ENGLAND UNIVERSITY OF (UWE),ERS-406207-35712,36353,
Department of Health,Department of Health,08/10/2010,Research & development,RESEARCH & DEVELOPMENT,WORLD HEALTH ORGANISATION,1042502810C6S2UN,63290,
Department of Health,Department of Health,08/10/2010,Grants to local authorities (Current),SOCIAL CARE,BRADFORD CITY COUNCIL,ERS-406288-35743,"29,575.00",
Department of Health,Department of Health,08/10/2010,Grants to local authorities (Current),SOCIAL CARE,BRISTOL CITY COUNCIL,ERS-406289-35745,"35,625.00",
Department of Health,Department of Health,08/10/2010,Outsourcing Contract,SOCIAL CARE,BROADCASTING SUPPORT SERVICES,S11-00333,"155,674.03",
Department of Health,Department of Health,08/10/2010,Grants to local authorities (Current),SOCIAL CARE,EAST SUSSEX COUNTY COUNCIL,ERS-406292-35748,"28,841.00",
Department of Health,Department of Health,08/10/2010,Grants to local authorities (Current),SOCIAL CARE,LANCASHIRE COUNTY COUNCIL,ERS-406291-35752,"34,225.00",
Department of Health,Department of Health,08/10/2010,Grants to local authorities (Current),SOCIAL CARE,LINCOLNSHIRE COUNTY COUNCIL,ERS-406295-35754,"33,310.00",
Department of Health,Department of Health,08/10/2010,Grants to local authorities (Current),SOCIAL CARE,MEDWAY COUNCIL,ERS-406296-35755,"35,625.00",
Department of Health,Department of Health,08/10/2010,Grants to local authorities (Current),SOCIAL CARE,NORFOLK COUNTY COUNCIL,ERS-406297-35757,"35,625.00",
Department of Health,Department of Health,08/10/2010,Grants to local authorities (Current),SOCIAL CARE,NORTH TYNESIDE METROPOLITAN BOROUGH COUNCIL,ERS-406298-35758,"34,975.00",
Department of Health,Department of Health,08/10/2010,Grants to local authorities (Current),SOCIAL CARE,OXFORDSHIRE COUNTY COUNCIL,ERS-406299-35760,"35,625.00",
Department of Health,Department of Health,08/10/2010,Grants to local authorities (Current),SOCIAL CARE,SOMERSET COUNTY COUNCIL,ERS-406301-35762,"35,350.00",
Department of Health,Department of Health,08/10/2010,Grants to local authorities (Current),SOCIAL CARE,SUFFOLK COUNTY COUNCIL,ERS-406302-35765,"35,625.00",
Department of Health,Department of Health,08/10/2010,Grants to local authorities (Current),SOCIAL CARE,WARWICKSHIRE COUNTY COUNCIL,ERS-406303-35769,"35,625.00",
Department of Health,Department of Health,08/10/2010,Grants to local authorities (Current),SOCIAL CARE,WIGAN METROPOLITAN BOROUGH COUNCIL,ERS-406286-35770,"30,000.00",
Department of Health,Department of Health,08/10/2010,Grants to local authorities (Current),SOCIAL CARE,WORCESTERSHIRE COUNTY COUNCIL,ERS-406304-35771,"26,480.00",
