Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Supplier Type,Supplier Site Postcode,Transaction Number,Amount,Vat Registration Num,PO Line Description,Expenditure Type,Contract Number
Department of Health,Department of Health,11/10/2011,Staff Consultancy & Suppt,Informatics,QI CONSULTING,,,13761274,21562.18,,,,
Department of Health,Department of Health,11/10/2011,Staff Consultancy & Suppt,Informatics,PA CONSULTING SERVICES LTD,,,13746777,24923.85,,,,
Department of Health,Department of Health,11/10/2011,Computer Software/License,Informatics,TRUSTMARQUE SOLUTIONS LTD,,,13725245,25651.94,,,,
Department of Health,Department of Health,11/10/2011,Computer Software/License,Informatics,COMPUWARE LTD,,,13753157,30621.6,,,,
Department of Health,Department of Health,11/10/2011,Staff Consultancy & Suppt,Informatics,PA CONSULTING SERVICES LTD,,,13746785,33916.34,,,,
Department of Health,Department of Health,11/10/2011,Hardware & Crockery,Informatics,PROBRAND LTD,,,13761278,67739.14,,,,
Department of Health,Department of Health,11/10/2011,IT minor costs non capital,Informatics,HEALTH AND SOCIAL CARE INFORMATION CENTRE,PUBLIC,WF3 1WE,12592281,722958,,NHSC: Data - Indicator Charging Schedule for 2010/11: Services to be agreed.,Programme,
Department of Health,Department of Health,13/10/2011,Mobile Phones,Informatics,VODAFONE CORPORATE LTD,,,13722707,48337.84,,,,
Department of Health,Department of Health,17/10/2011,External Consultancy Fees,Informatics,QI CONSULTING,,,13746831,323212.78,,,,
Department of Health,Department of Health,18/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13797572,-229.76,,,,
Department of Health,Department of Health,18/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13797572,-36.12,,,,
Department of Health,Department of Health,18/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13797572,28.29,,,,
Department of Health,Department of Health,18/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13797572,59.32,,,,
Department of Health,Department of Health,18/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13797572,59.61,,,,
Department of Health,Department of Health,18/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13797572,85.84,,,,
Department of Health,Department of Health,18/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13797572,85.84,,,,
Department of Health,Department of Health,18/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13797572,105.32,,,,
Department of Health,Department of Health,18/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13797572,140.44,,,,
Department of Health,Department of Health,18/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13797572,147.34,,,,
Department of Health,Department of Health,18/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13797572,157.18,,,,
Department of Health,Department of Health,18/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13797572,158.2,,,,
Department of Health,Department of Health,18/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13797572,179.9,,,,
Department of Health,Department of Health,18/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13797572,193.43,,,,
Department of Health,Department of Health,18/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13797572,259.86,,,,
Department of Health,Department of Health,18/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13797572,261.59,,,,
Department of Health,Department of Health,18/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13797572,280.61,,,,
Department of Health,Department of Health,18/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13797572,307.44,,,,
Department of Health,Department of Health,18/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13797572,309.98,,,,
Department of Health,Department of Health,18/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13797572,335.02,,,,
Department of Health,Department of Health,18/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13797572,347.53,,,,
Department of Health,Department of Health,18/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13797572,425.69,,,,
Department of Health,Department of Health,18/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13797572,438.86,,,,
Department of Health,Department of Health,18/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13797572,473.64,,,,
Department of Health,Department of Health,18/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13797572,492.95,,,,
Department of Health,Department of Health,18/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13797572,529.15,,,,
Department of Health,Department of Health,18/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13797572,552.28,,,,
Department of Health,Department of Health,18/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13797572,587.46,,,,
Department of Health,Department of Health,18/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13797572,607.09,,,,
Department of Health,Department of Health,18/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13797572,617.5,,,,
Department of Health,Department of Health,18/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13797572,636.62,,,,
Department of Health,Department of Health,18/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13797572,648.01,,,,
Department of Health,Department of Health,18/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13797572,649.97,,,,
Department of Health,Department of Health,18/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13797572,686.08,,,,
Department of Health,Department of Health,18/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13797572,704.88,,,,
Department of Health,Department of Health,18/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13797572,723.22,,,,
Department of Health,Department of Health,18/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13797572,727.68,,,,
Department of Health,Department of Health,18/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13797572,750.87,,,,
Department of Health,Department of Health,18/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13797572,796.65,,,,
Department of Health,Department of Health,18/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13797572,807.46,,,,
Department of Health,Department of Health,18/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13797572,979.82,,,,
Department of Health,Department of Health,18/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13797572,995.2,,,,
Department of Health,Department of Health,18/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13797572,1012.59,,,,
Department of Health,Department of Health,18/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13797572,1033.84,,,,
Department of Health,Department of Health,18/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13797572,1113.71,,,,
Department of Health,Department of Health,18/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13797572,1140.24,,,,
Department of Health,Department of Health,18/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13797572,1259.93,,,,
Department of Health,Department of Health,18/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13797572,1329.39,,,,
Department of Health,Department of Health,18/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13797572,1363.22,,,,
Department of Health,Department of Health,18/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13797572,1487.64,,,,
Department of Health,Department of Health,18/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13797572,1496.25,,,,
Department of Health,Department of Health,18/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13797572,1703.63,,,,
Department of Health,Department of Health,18/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13797572,1735.5,,,,
Department of Health,Department of Health,18/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13797572,1784.94,,,,
Department of Health,Department of Health,18/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13797572,1824.55,,,,
Department of Health,Department of Health,18/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13797572,1862.37,,,,
Department of Health,Department of Health,18/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13797572,2078.15,,,,
Department of Health,Department of Health,18/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13797572,2086.98,,,,
Department of Health,Department of Health,18/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13797572,2094.02,,,,
Department of Health,Department of Health,18/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13797572,2618.58,,,,
Department of Health,Department of Health,18/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13797572,2894.81,,,,
Department of Health,Department of Health,18/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13797572,2949.27,,,,
Department of Health,Department of Health,18/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13797572,3113.58,,,,
Department of Health,Department of Health,18/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13797572,3189.85,,,,
Department of Health,Department of Health,18/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13797572,3390.59,,,,
Department of Health,Department of Health,18/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13797572,3547.61,,,,
Department of Health,Department of Health,18/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13797572,4418.52,,,,
Department of Health,Department of Health,18/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13797572,4571.82,,,,
Department of Health,Department of Health,18/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13797572,4832.72,,,,
Department of Health,Department of Health,18/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13797572,5058.5,,,,
Department of Health,Department of Health,18/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13797572,5200.21,,,,
Department of Health,Department of Health,18/10/2011,Staff Consultancy & Suppt,Informatics,CAPGEMINI UK PLC,,,13790934,31239.5,,,,
Department of Health,Department of Health,18/10/2011,Staff Consultancy & Suppt,Informatics,CAPGEMINI UK PLC,,,13797743,45475,,,,
Department of Health,Department of Health,18/10/2011,Staff Consultancy & Suppt,Informatics,CAPGEMINI UK PLC,,,13797742,53298,,,,
Department of Health,Department of Health,18/10/2011,Staff Consultancy & Suppt,Informatics,CAPGEMINI UK PLC,,,13790934,56734,,,,
Department of Health,Department of Health,18/10/2011,Service charge,Informatics,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201247508,85414.81,,Revenue: FY 20011/12 Revenue Budget Requirements,Programme,
Department of Health,Department of Health,18/10/2011,Service charge,Informatics,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201251606,85500.39,,Revenue: FY 20011/12 Revenue Budget Requirements,Programme,
Department of Health,Department of Health,18/10/2011,Addition Clearing - SW LIC,Informatics,BT GROUP PLC,LARGE,NW9 6LB,272263PART PAYT,188001.63,,Capital: FY 2011/12 - Capital Budget Requirements,Programme,
Department of Health,Department of Health,18/10/2011,Service charge,Informatics,BT GROUP PLC,LARGE,NW9 6LB,278189,194606.82,,Revenue: FY 2011/12 - Revenue Budget Requirements,Programme,
Department of Health,Department of Health,19/10/2011,Contr Other External,Informatics,CAPITA BUSINESS SERVICES LTD,,,13797736,1587828.98,,,,
Department of Health,Department of Health,20/10/2011,Travel & Subsistence,Informatics,HRG UK,,,13685634,-37388.27,,,,
Department of Health,Department of Health,20/10/2011,Travel & Subsistence,Informatics,HRG UK,,,13823489,-75.49,,,,
Department of Health,Department of Health,20/10/2011,Travel & Subsistence,Informatics,HRG UK,,,13823489,81.4,,,,
Department of Health,Department of Health,20/10/2011,Travel & Subsistence,Informatics,HRG UK,,,13823489,83.4,,,,
Department of Health,Department of Health,20/10/2011,Travel & Subsistence,Informatics,HRG UK,,,13823489,87.4,,,,
Department of Health,Department of Health,20/10/2011,Travel & Subsistence,Informatics,HRG UK,,,13823489,87.4,,,,
Department of Health,Department of Health,20/10/2011,Travel & Subsistence,Informatics,HRG UK,,,13823489,88.4,,,,
Department of Health,Department of Health,20/10/2011,Travel & Subsistence,Informatics,HRG UK,,,13823489,117.4,,,,
Department of Health,Department of Health,20/10/2011,Travel & Subsistence,Informatics,HRG UK,,,13823489,123.4,,,,
Department of Health,Department of Health,20/10/2011,Travel & Subsistence,Informatics,HRG UK,,,13823489,161.38,,,,
Department of Health,Department of Health,20/10/2011,Travel & Subsistence,Informatics,HRG UK,,,13823489,217.8,,,,
Department of Health,Department of Health,20/10/2011,Travel & Subsistence,Informatics,HRG UK,,,13823489,219.8,,,,
Department of Health,Department of Health,20/10/2011,Travel & Subsistence,Informatics,HRG UK,,,13823489,236.4,,,,
Department of Health,Department of Health,20/10/2011,Travel & Subsistence,Informatics,HRG UK,,,13823489,241.8,,,,
Department of Health,Department of Health,20/10/2011,Travel & Subsistence,Informatics,HRG UK,,,13823489,253.8,,,,
Department of Health,Department of Health,20/10/2011,Travel & Subsistence,Informatics,HRG UK,,,13823489,266.81,,,,
Department of Health,Department of Health,20/10/2011,Travel & Subsistence,Informatics,HRG UK,,,13823489,285.8,,,,
Department of Health,Department of Health,20/10/2011,Travel & Subsistence,Informatics,HRG UK,,,13823489,291.2,,,,
Department of Health,Department of Health,20/10/2011,Travel & Subsistence,Informatics,HRG UK,,,13823489,300.67,,,,
Department of Health,Department of Health,20/10/2011,Travel & Subsistence,Informatics,HRG UK,,,13823489,306.08,,,,
Department of Health,Department of Health,20/10/2011,Travel & Subsistence,Informatics,HRG UK,,,13823489,322.19,,,,
Department of Health,Department of Health,20/10/2011,Travel & Subsistence,Informatics,HRG UK,,,13823489,325.58,,,,
Department of Health,Department of Health,20/10/2011,Travel & Subsistence,Informatics,HRG UK,,,13823489,353.62,,,,
Department of Health,Department of Health,20/10/2011,Travel & Subsistence,Informatics,HRG UK,,,13823489,403.2,,,,
Department of Health,Department of Health,20/10/2011,Travel & Subsistence,Informatics,HRG UK,,,13823489,403.6,,,,
Department of Health,Department of Health,20/10/2011,Travel & Subsistence,Informatics,HRG UK,,,13823489,404.8,,,,
Department of Health,Department of Health,20/10/2011,Travel & Subsistence,Informatics,HRG UK,,,13823489,467,,,,
Department of Health,Department of Health,20/10/2011,Travel & Subsistence,Informatics,HRG UK,,,13823489,479.99,,,,
Department of Health,Department of Health,20/10/2011,Travel & Subsistence,Informatics,HRG UK,,,13823489,486.05,,,,
Department of Health,Department of Health,20/10/2011,Travel & Subsistence,Informatics,HRG UK,,,13823489,552.4,,,,
Department of Health,Department of Health,20/10/2011,Travel & Subsistence,Informatics,HRG UK,,,13823489,568.8,,,,
Department of Health,Department of Health,20/10/2011,Travel & Subsistence,Informatics,HRG UK,,,13823489,592.8,,,,
Department of Health,Department of Health,20/10/2011,Travel & Subsistence,Informatics,HRG UK,,,13823489,619.28,,,,
Department of Health,Department of Health,20/10/2011,Travel & Subsistence,Informatics,HRG UK,,,13823489,625.6,,,,
Department of Health,Department of Health,20/10/2011,Travel & Subsistence,Informatics,HRG UK,,,13823489,645.5,,,,
Department of Health,Department of Health,20/10/2011,Travel & Subsistence,Informatics,HRG UK,,,13823489,782.6,,,,
Department of Health,Department of Health,20/10/2011,Travel & Subsistence,Informatics,HRG UK,,,13823489,807.38,,,,
Department of Health,Department of Health,20/10/2011,Travel & Subsistence,Informatics,HRG UK,,,13823489,851.8,,,,
Department of Health,Department of Health,20/10/2011,Travel & Subsistence,Informatics,HRG UK,,,13823489,865.8,,,,
Department of Health,Department of Health,20/10/2011,Travel & Subsistence,Informatics,HRG UK,,,13823489,888.38,,,,
Department of Health,Department of Health,20/10/2011,Travel & Subsistence,Informatics,HRG UK,,,13823489,1154.81,,,,
Department of Health,Department of Health,20/10/2011,Travel & Subsistence,Informatics,HRG UK,,,13823489,1181.4,,,,
Department of Health,Department of Health,20/10/2011,Travel & Subsistence,Informatics,HRG UK,,,13823489,1238.98,,,,
Department of Health,Department of Health,20/10/2011,Travel & Subsistence,Informatics,HRG UK,,,13823489,1265.15,,,,
Department of Health,Department of Health,20/10/2011,Travel & Subsistence,Informatics,HRG UK,,,13823489,1283.38,,,,
Department of Health,Department of Health,20/10/2011,Travel & Subsistence,Informatics,HRG UK,,,13823489,1378.8,,,,
Department of Health,Department of Health,20/10/2011,Travel & Subsistence,Informatics,HRG UK,,,13823489,1409.21,,,,
Department of Health,Department of Health,20/10/2011,Travel & Subsistence,Informatics,HRG UK,,,13823489,1624.01,,,,
Department of Health,Department of Health,20/10/2011,Travel & Subsistence,Informatics,HRG UK,,,13823489,1786.99,,,,
Department of Health,Department of Health,20/10/2011,Travel & Subsistence,Informatics,HRG UK,,,13823489,1902.07,,,,
Department of Health,Department of Health,20/10/2011,Travel & Subsistence,Informatics,HRG UK,,,13823489,2114.58,,,,
Department of Health,Department of Health,20/10/2011,Travel & Subsistence,Informatics,HRG UK,,,13823489,2686.6,,,,
Department of Health,Department of Health,20/10/2011,Travel & Subsistence,Informatics,HRG UK,,,13823489,2773.1,,,,
Department of Health,Department of Health,20/10/2011,Travel & Subsistence,Informatics,HRG UK,,,13823489,3005.41,,,,
Department of Health,Department of Health,20/10/2011,Travel & Subsistence,Informatics,HRG UK,,,13823489,3434.76,,,,
Department of Health,Department of Health,20/10/2011,Travel & Subsistence,Informatics,HRG UK,,,13823489,4160.14,,,,
Department of Health,Department of Health,20/10/2011,Travel & Subsistence,Informatics,HRG UK,,,13823489,4613.57,,,,
Department of Health,Department of Health,20/10/2011,Travel & Subsistence,Informatics,HRG UK,,,13823489,6771.38,,,,
Department of Health,Department of Health,20/10/2011,Travel & Subsistence,Informatics,HRG UK,,,13823489,9013.08,,,,
Department of Health,Department of Health,21/10/2011,Service charge,Informatics,BT GROUP PLC,LARGE,NW9 5BA,278834,204364.06,,N3 services core contract to cover additional spend over budget in 2010 - 11 in line with agreed forecast,Programme,
Department of Health,Department of Health,21/10/2011,Service charge,Informatics,BT GROUP PLC,LARGE,NW9 6LB,278945,387338.55,,Revenue: FY 2011/12 - Revenue Budget Requirements,Programme,
Department of Health,Department of Health,21/10/2011,Service charge,Informatics,BT GROUP PLC,LARGE,NW9 6LB,278944,1292770.48,,Revenue: FY 2011/12 - Revenue Budget Requirements,Programme,
Department of Health,Department of Health,21/10/2011,Service charge,Informatics,BT GROUP PLC,LARGE,NW9 6LB,CHAPS21/10/11,2636995.43,,Revenue:  FY 2011/12 - Revenue Budget Requirements,Programme,
Department of Health,Department of Health,21/10/2011,Service charge,Informatics,BT GROUP PLC,LARGE,NW9 6LB,278939,3253266.63,,Revenue: FY 2011/12 - Revenue Budget Requirements,Programme,
Department of Health,Department of Health,21/10/2011,Service charge,Informatics,BT GROUP PLC,LARGE,NW9 6LB,CHAPS21/10/11,3685920.2,,Revenue: FY 2011/12 Revenue Budget Requirements ( April to Sept 11),Programme,
Department of Health,Department of Health,21/10/2011,Service charge,Informatics,BT GROUP PLC,LARGE,NW9 5BA,278834,8008854.73,,N3 Services core contract to cover spend for services delivered in July to March 2012 as per EBC,Programme,
Department of Health,Department of Health,21/10/2011,Addition Clearing - SW LIC,Informatics,BT GROUP PLC,LARGE,NW9 6LB,CHAPS21/10/11,9699918.27,,Capital:  FY 2011/12 - Capital Budget Requirements,Programme,
Department of Health,Department of Health,24/10/2011,Contr Other External,Informatics,CAPITA BUSINESS SERVICES LTD,,,13838657,1573238.18,,,,
Department of Health,Department of Health,25/10/2011,Staff Consultancy & Suppt,Informatics,PA CONSULTING SERVICES LTD,,,13815694,23430,,,,
Department of Health,Department of Health,25/10/2011,Staff Consultancy & Suppt,Informatics,PA CONSULTING SERVICES LTD,,,13815696,24150,,,,
Department of Health,Department of Health,25/10/2011,Staff Consultancy & Suppt,Informatics,PA CONSULTING SERVICES LTD,,,13815690,25625,,,,
Department of Health,Department of Health,25/10/2011,Staff Consultancy & Suppt,Informatics,PA CONSULTING SERVICES LTD,,,13815692,35200,,,,
Department of Health,Department of Health,26/10/2011,Staff Consultancy & Suppt,Informatics,PARITY RESOURCES LTD,,,13799310,23012.54,,,,
Department of Health,Department of Health,26/10/2011,Computer Maintenance,Informatics,PROBRAND LTD,,,13830422,104553,,,,
Department of Health,Department of Health,27/10/2011,Service charge,Informatics,BT GROUP PLC,LARGE,NW9 6LB,278999,38607.24,,QMAS Retained Test Resources April 2011 to March 2012 (CCN690),Programme,
Department of Health,Department of Health,27/10/2011,Staff Consultancy & Suppt,Informatics,CAPGEMINI UK PLC,,,13848775,52663.5,,,,
Department of Health,Department of Health,27/10/2011,Service charge,Informatics,BT GROUP PLC,LARGE,NW9 6LB,278941,107508.44,,QMAS monthly service charges April 2011 to March 2012 (CCN690),Programme,
Department of Health,Department of Health,28/10/2011,Staff Consultancy & Suppt,Informatics,PA CONSULTING SERVICES LTD,,,13815691,22400,,,,
Department of Health,Department of Health,28/10/2011,Service charge,Informatics,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201256437,27370.86,,PACS NWWM Cluster Store Charges FY 2011/12,Programme,
Department of Health,Department of Health,28/10/2011,Service charge,Informatics,THE ACCENTURE GROUP,LARGE,EC4N 4TW,3003158850,33490,,PACS NE Cluster Store Service Charges FY 2011/12,Programme,
Department of Health,Department of Health,28/10/2011,Service charge,Informatics,THE ACCENTURE GROUP,LARGE,EC4N 4TW,3003165005,33490,,PACS NE Cluster Store Service Charges FY 2011/12,Programme,
Department of Health,Department of Health,31/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13860937,13.53,,,,
Department of Health,Department of Health,31/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13860937,52.17,,,,
Department of Health,Department of Health,31/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13860937,55.21,,,,
Department of Health,Department of Health,31/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13860937,65.78,,,,
Department of Health,Department of Health,31/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13860937,67.44,,,,
Department of Health,Department of Health,31/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13860937,76.93,,,,
Department of Health,Department of Health,31/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13860937,116.3,,,,
Department of Health,Department of Health,31/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13860937,116.88,,,,
Department of Health,Department of Health,31/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13860937,128.42,,,,
Department of Health,Department of Health,31/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13860937,168.92,,,,
Department of Health,Department of Health,31/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13860937,184.69,,,,
Department of Health,Department of Health,31/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13860937,197.52,,,,
Department of Health,Department of Health,31/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13860937,219.43,,,,
Department of Health,Department of Health,31/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13860937,224.01,,,,
Department of Health,Department of Health,31/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13860937,225.91,,,,
Department of Health,Department of Health,31/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13860937,230.68,,,,
Department of Health,Department of Health,31/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13860937,237.57,,,,
Department of Health,Department of Health,31/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13860937,249.35,,,,
Department of Health,Department of Health,31/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13860937,285.2,,,,
Department of Health,Department of Health,31/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13860937,285.42,,,,
Department of Health,Department of Health,31/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13860937,290.85,,,,
Department of Health,Department of Health,31/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13860937,300,,,,
Department of Health,Department of Health,31/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13860937,326.1,,,,
Department of Health,Department of Health,31/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13860937,337.54,,,,
Department of Health,Department of Health,31/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13860937,343.79,,,,
Department of Health,Department of Health,31/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13860937,400.49,,,,
Department of Health,Department of Health,31/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13860937,419.28,,,,
Department of Health,Department of Health,31/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13860937,436.63,,,,
Department of Health,Department of Health,31/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13860937,461.85,,,,
Department of Health,Department of Health,31/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13860937,486.09,,,,
Department of Health,Department of Health,31/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13860937,529.63,,,,
Department of Health,Department of Health,31/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13860937,551.85,,,,
Department of Health,Department of Health,31/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13860937,559.02,,,,
Department of Health,Department of Health,31/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13860937,592.7,,,,
Department of Health,Department of Health,31/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13860937,611.46,,,,
Department of Health,Department of Health,31/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13860937,648.12,,,,
Department of Health,Department of Health,31/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13860937,673.55,,,,
Department of Health,Department of Health,31/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13860937,735.63,,,,
Department of Health,Department of Health,31/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13860937,800.13,,,,
Department of Health,Department of Health,31/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13860937,810.47,,,,
Department of Health,Department of Health,31/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13860937,830.43,,,,
Department of Health,Department of Health,31/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13860937,927.42,,,,
Department of Health,Department of Health,31/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13860937,935.33,,,,
Department of Health,Department of Health,31/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13860937,950.38,,,,
Department of Health,Department of Health,31/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13860937,982.25,,,,
Department of Health,Department of Health,31/10/2011,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,,,13860937,991.12,,,,
