Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Postcode ,Project Code,Expenditure Type,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,RUPERT A C PARDOE,130272059,"45,252.55",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,"O'NEILL, WRIGHT & NASH",130387567,"45,100.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,WESTGARTHS,130387847,"45,036.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,LAWTONS SOLICITORS LTD,130386723,"45,000.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,THE CASTLE PARTNERSHIP,130387301,"45,000.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,SUSSEX DEFENCE SOLICITORS,130387315,"45,000.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,CRIMINAL DEFENCE MILTON KEYNES SOLICITORS,130387336,"45,000.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,FISHER COWE,130386749,"44,900.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,DENNINGS SOLICITORS LTD,130387471,"44,900.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,SWITALSKI'S LLP,130387861,"44,891.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,KEMPS,130387918,"44,870.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,BKRW,130387990,"44,775.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,NOBLE SOLICITORS,130386716,"44,700.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,CARTER OSBORNE & CO,130387665,"44,696.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,MORGAN CULLEN BALL LTD,130388376,"44,378.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,MCLARTYS SOLICITORS,130386881,"44,100.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,ROSS SOLICITORS LTD,130271680,"43,559.27",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,WANNOPS LLP,130388386,"43,527.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,BENEDICT J MILLS,130271214,"43,410.78",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,SWAIN & CO SOLICITORS LLP,130386963,"43,400.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,DJMS SOLICITORS LTD TA PETER THUBRON & CO,130387837,"43,240.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,SHARMA LAW SOLICITORS,130388313,"43,060.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,M H LEGAL,130385789,"43,000.00",Legal Aid Payments: Legal Help,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,BOND JOSEPH,130387989,"42,776.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,"TANG,BENTLEY & JACKSON LIMITED",130387327,"42,300.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,JONES KNOWLES WARBURTON LTD,130387973,"42,085.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,ALISON BALL QC,130280749,"42,022.62",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,PALMERS CRIMINAL DEFENCE SOLICITORS,130387293,"42,000.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,WILSON DEVONALD LTD,130386606,"41,900.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,INGRAMS  SOLICITORS,130387143,"41,800.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,FORBES SOLICITORS,130387217,"41,800.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,ROSS SOLICITORS LTD,130387431,"41,700.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,KESAR & CO SOLICITORS,130368359,"41,644.00",Legal Aid Payments: Legal Help,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,NARITA BAHRA,130298503,"41,511.26",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,KAIM TODNER SOLICITORS LIMITED,130387736,"41,417.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,DAVID W LYONS,130324036,"41,340.36",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,GERARD MAYE LEGAL LTD,130388005,"41,302.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,SWAIN & CO SOLICITORS LLP,130385857,"41,300.00",Legal Aid Payments: Legal Help,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,THE JOHNSON PARTNERSHIP,130386674,"41,200.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,MARK N STEVENS,130347673,"41,173.60",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,NOBLE SOLICITORS,130386718,"41,100.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,B H MOHAMMED,130387485,"41,000.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,HDH LAW,130387563,"40,800.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,GANS & CO SOLICITORS LLP,130387784,"40,764.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,NEIL P HINTON,130323950,"40,670.76",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,DAVID J MALONE,130388698,"40,658.29",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,G T STEWART SOLICITORS,130388217,"40,648.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,TATES,130387127,"40,600.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,BAILEY NICHOLSON GRAYSON,130386798,"40,400.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,"GAMMON,PIERCY & GAIGER",130388014,"40,245.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,MARK DACEY,130389274,"40,101.65",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,SULTAN LLOYD SOLICITORS LTD,130385120,"40,000.00",Legal Aid Payments: Legal Help,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,GUILE NICHOLAS-INC DONALD GALBRAITH & CO,130385551,"40,000.00",Legal Aid Payments: Legal Help,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,SWAIN & CO SOLICITORS LLP,130386805,"40,000.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,GLOUCESTER LAW CENTRE,130385898,"39,900.00",Legal Aid Payments: Legal Help,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,TRANTERS CRIMINAL LAW PRACTICE,130387257,"39,700.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,RMNJ SOLICITORS ***,130386191,"39,670.00",Legal Aid Payments: Legal Help,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,TURPIN & MILLER LLP,130386411,"39,514.00",Legal Aid Payments: Legal Help,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,LLM SOLICITORS (LONDON) LTD,130388296,"39,308.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,NORRIE WAITE & SLATER,130387076,"39,100.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,REEDS SOLICITORS LTD,130388377,"38,963.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,TILLY BAILEY & IRVINE LLP,130387044,"38,900.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,JAMES M MULHOLLAND Q.C.,130298671,"38,846.74",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,LAWRENCES,130387664,"38,814.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,GERARD MAYE LEGAL LTD,130388007,"38,737.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,DOMINIC BENTHALL,130347661,"38,717.82",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,ANGELA PORTER SOLCITORS,130388039,"38,704.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,SMITH PARTNERSHIP,130387496,"38,600.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,WILLIAMSON SOLICITORS LTD,130387140,"38,400.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,DUNCAN LEWIS,130385510,"38,300.00",Legal Aid Payments: Legal Help,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,DJMS SOLICITORS LTD TA HANNAYS CRIME,130388391,"38,232.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,GULLANDS,130387278,"38,100.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,O'GARRAS SOLICITORS,130299417,"38,065.38",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,GRAHAME STOWE BATESON,130386182,"37,988.00",Legal Aid Payments: Legal Help,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,ALEXANDER SOLICITORS LTD,130386722,"37,900.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,THALIWAL  BRIDGE,130386355,"37,789.00",Legal Aid Payments: Legal Help,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,RICHARD BODY & CO,130387290,"37,700.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,KESAR & CO SOLICITORS,130388312,"37,689.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,PEARSON CAULFIELD,130387853,"37,613.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,THE PURKISS PRACTICE,130387302,"37,600.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,ELLIOT MATHER LLP,130386683,"37,500.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,ROY FOREMAN & CO SOLICITORS,130387123,"37,500.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,ALBIN & CO LTD,130387358,"37,500.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,EDWARDS DUTHIE,130386808,"37,350.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,CARTWRIGHT KING SOLICITORS,130386694,"37,300.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,CARTWRIGHT KING SOLICITORS,130323571,"37,293.92",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,SMITH PARTNERSHIP,130386688,"37,000.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,BULLIVANT & PARTNERS LTD,130386801,"37,000.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,FREEMANS SOLICITORS.,130386922,"37,000.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,ACHOM & PARTNERS,130388283,"36,979.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,STEEL & SHAMASH,130386954,"36,900.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,HOGANS,130313764,"36,720.51",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,SALHAN  & CO LTD,130271248,"36,719.63",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,DANIEL WOODMAN & CO LTD,130387406,"36,700.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,MONTAGUE SOLICITORS LLP,130368882,"36,694.00",Legal Aid Payments: Legal Help,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,THE JOHNSON PARTNERSHIP INC:SARAH MARGIOTTA,130386671,"36,600.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,JOSEPH HILL & CO,130386867,"36,600.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,LANYON BOWDLER SOLICITORS,130387452,"36,600.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,CHILD LAW PARTNERSHIP LTD,130336432,"36,548.09",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,BUTLER & CO,130385202,"36,500.00",Legal Aid Payments: Legal Help,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,HAY & KILNER,130387026,"36,500.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,JOHN ROBINSON & CO,130387142,"36,500.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,DI MIDDLETON,130297641,"36,494.34",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,QUALITYSOLICITORS GOODHAND & FORSYTH,130388183,"36,434.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,KHADIM AL HASSAN,130347196,"36,327.42",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,GEOFFREY FORRESTER & CO,130387031,"36,300.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,COBLEYS LLP,130387829,"36,275.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,CUNNINGHAMS DRAYCOTT BROWNE LTD,130271942,"36,274.69",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,ARON ROLLIN,130323859,"36,234.65",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,BHATIA BEST LTD,130386645,"36,200.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,MACNAB CLARKE SOLICITORS,130387366,"36,200.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,CHIVERS SOLICITORS LLP,130387106,"36,100.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,STOCK MORAN & SWALWELL,130387165,"35,900.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,LESTER MORRILL INC DAVIES GORE LOMAX,130329751,"35,822.78",Legal Aid Payments: Legal Help,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,DAVID GRAY LLP,130331540,"35,649.56",Legal Aid Payments: Civil Representation,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,JOHN FOWLERS LLP,130385320,"35,600.00",Legal Aid Payments: Legal Help,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,ALEXANDER DOS SANTOS,130389065,"35,585.57",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,HORSMAN SOLICITORS LTD,130387985,"35,582.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,WALKER LAHIVE,130388054,"35,566.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,STRAW & PEARCE,130386648,"35,400.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,BOUSFIELD GASKIN MCGLOIN SOLICITORS,130387857,"35,344.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,BLACKWELLS,130387104,"35,300.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,RONALD FLETCHER BAKER LLP,130387767,"35,257.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,EBR ATTRIDGE,130386842,"35,200.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,FOXES SOLICITORS,130271260,"35,188.44",Legal Aid Payments: Crime Higher,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,LLOYD & ROWE,130386609,"35,000.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,LUMB & MACGILL,130387103,"35,000.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,O'GARRAS SOLICITORS,130387135,"35,000.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,NUNN RICKARD SOLICITOR ADVOCATES,130387416,"35,000.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,MCGRATH & CO SOLICITORS,130387488,"35,000.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,OWEN NASH & CO,130387509,"35,000.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,PS LAW LLP,130387590,"35,000.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,KEMPS,130387920,"34,929.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,LOUND MULRENAN SOLICITORS,130386957,"34,900.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,MARTYN HEWETT,130387292,"34,900.00",Legal Aid Payments: Crime Lower,,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,28/8/2013,,LEGAL AID FUND - Programme Costs,JSP LAW LIMITED,130388275,"34,884.00",Legal Aid Payments: Crime Lower,,,,,
