Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Category,Sub-Category,Micro-Category
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł274.84,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł507.20,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł15.48,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł58.31,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł63.88,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł41.88,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł121.35,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł35.70,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł47.80,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł28.09,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Corporate,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,F&C,XEROX UK LTD,2022781776,Ł24.42,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł119.38,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł15.86,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł19.84,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł75.66,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł25.50,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł119.27,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł73.54,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł27.24,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł21.99,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł44.68,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł7.34,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł23.46,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł88.28,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł13.74,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł10.36,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł159.43,Print & Associated Services,Print,Core Print
Department for Work and Pensions,"Pension, Disability Carers Services",10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł178.36,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł48.69,Print & Associated Services,Print,Core Print
Department for Work and Pensions,"Pension, Disability Carers Services",10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł18.46,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł20.72,Print & Associated Services,Print,Core Print
Department for Work and Pensions,"Pension, Disability Carers Services",10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł18.31,Print & Associated Services,Print,Core Print
Department for Work and Pensions,"Pension, Disability Carers Services",10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł302.47,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł137.67,Print & Associated Services,Print,Core Print
Department for Work and Pensions,"Pension, Disability Carers Services",10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł203.22,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł91.18,Print & Associated Services,Print,Core Print
Department for Work and Pensions,"Pension, Disability Carers Services",10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł10.00,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł104.98,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł0.90,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł20.37,Print & Associated Services,Print,Core Print
Department for Work and Pensions,"Pension, Disability Carers Services",10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł79.61,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł95.84,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł20.72,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł80.67,Print & Associated Services,Print,Core Print
Department for Work and Pensions,"Pension, Disability Carers Services",10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł165.94,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł3.88,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł12.23,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł22.69,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł4.16,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł9.52,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł49.12,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł69.92,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł95.51,Print & Associated Services,Print,Core Print
Department for Work and Pensions,"Pension, Disability Carers Services",10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł55.68,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł28.98,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł3.88,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł140.63,Print & Associated Services,Print,Core Print
Department for Work and Pensions,"Pension, Disability Carers Services",10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł15.35,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł162.21,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł56.34,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł17.83,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł4.11,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł6.00,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł14.80,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł37.15,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł0.34,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł11.66,Print & Associated Services,Print,Core Print
Department for Work and Pensions,"Pension, Disability Carers Services",10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł84.11,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł130.93,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł195.78,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł48.59,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł8.20,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł59.88,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł53.81,Print & Associated Services,Print,Core Print
Department for Work and Pensions,"Pension, Disability Carers Services",10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł8.00,Print & Associated Services,Print,Core Print
Department for Work and Pensions,"Pension, Disability Carers Services",10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł328.00,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł17.01,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł0.32,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł3.00,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł71.63,Print & Associated Services,Print,Core Print
Department for Work and Pensions,"Pension, Disability Carers Services",10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł6.00,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,-Ł5.76,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł3.78,Print & Associated Services,Print,Core Print
Department for Work and Pensions,"Pension, Disability Carers Services",10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł28.30,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł45.91,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł1.33,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł20.72,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł12.22,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł3.00,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł88.66,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł170.78,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł25.00,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł10.36,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł10.36,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł34.62,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł54.32,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł138.13,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł54.18,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł13.24,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł129.35,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł123.44,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł97.30,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł39.49,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł15.00,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł10.36,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł9.11,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł44.14,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł119.45,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł1.56,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł42.45,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł8.15,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł17.84,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł113.78,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł184.21,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł4.29,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł99.61,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł33.26,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł10.36,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł150.63,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł63.83,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł78.30,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł37.40,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł5.57,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł32.46,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł17.36,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł11.90,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł1.40,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł21.28,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł43.44,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł46.15,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł1.04,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł4.16,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł10.36,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł23.37,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł169.29,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł6.41,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł111.50,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł51.19,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł80.53,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł7.12,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł31.11,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł11.14,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł69.20,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł4.62,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł28.90,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł113.10,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł42.66,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł34.80,Print & Associated Services,Print,Core Print
Department for Work and Pensions,"Pension, Disability Carers Services",10-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022781776,Ł75.57,Print & Associated Services,Print,Core Print
