MODGPC00148445,08-Jun-16,Transportation, LOCAL COMMUTER TRANSPORT,"£2,382.00",,,,,,,,,,,
MODGPC00146560,27-Jun-16,Business To Business Facility/, INDUSTRIAL SUPPLIES - DEF,"£2,373.29",,,,,,,,,,,
MODGPC00147239,15-Jun-16,Other Supplies, MISC GENERAL MERCHANDISE,"£2,371.20",,,,,,,,,,,
MODGPC00148444,20-Jun-16,Hotels And Motels, HILTON,"£2,366.99",,,,,,,,,,,
MODGPC00148444,09-Jun-16,Hotels And Motels, HOTELS/MOTELS/RESORTS,"£2,366.49",,,,,,,,,,,
MODGPC00146759,23-Jun-16,Utilities, COMPUTER NETWORK/INFO SVCS,"£2,365.28",,,,,,,,,,,
MODGPC00146578,27-Jun-16,Retail, SPORTS/RIDING APPAREL STORES,"£2,362.99",,,,,,,,,,,
MODGPC00147300,15-Jun-16,Government, SCHOOLS - DEFAULT,"£2,357.91",,,,,,,,,,,
MODGPC00147533,13-Jun-16,Government, GOV'T SERV - DEFAULT,"£2,344.65",,,,,,,,,,,
MODGPC00147367,14-Jun-16,Retail, SPORTING GOODS STORES,"£2,340.00",,,,,,,,,,,
MODGPC00147865,08-Jun-16,Government, COLLEGES/UNIV/JC/PROFESSION,"£2,340.00",,,,,,,,,,,
MODGPC00148213,02-Jun-16,Miscellaneous, MISC PERSONAL SERV - DEF,"£2,339.29",,,,,,,,,,,
MODGPC00147087,17-Jun-16,Professional Services, COMPUTER PROGRAM/SYS DESIGN,"£2,338.01",,,,,,,,,,,
MODGPC00148444,08-Jun-16,Hotels And Motels, HOTELS/MOTELS/RESORTS,"£2,330.16",,,,,,,,,,,
MODGPC00148444,23-Jun-16,Hotels And Motels, HOTEL MERCURE,"£2,327.50",,,,,,,,,,,
MODGPC00148445,29-Jun-16,Transportation, CRUISE LINES,"£2,321.30",,,,,,,,,,,
MODGPC00147413,14-Jun-16,Government, SCHOOLS - DEFAULT,"£2,320.50",,,,,,,,,,,
MODGPC00147622,10-Jun-16,Government, GOV'T SERV - DEFAULT,"£2,318.40",,,,,,,,,,,
MODGPC00148445,17-Jun-16,Transportation, CRUISE LINES,"£2,315.00",,,,,,,,,,,
MODGPC00147760,09-Jun-16,Professional Services, ARCHITECTURAL/ENG/SURVEY,"£2,312.00",,,,,,,,,,,
MODGPC00147465,14-Jun-16,Medical," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT","£2,307.45",,,,,,,,,,,
MODGPC00147162,17-Jun-16,Equipment And Furniture, FURNITURE/EQUIP STORES,"£2,296.58",,,,,,,,,,,
MODGPC00148444,23-Jun-16,Hotels And Motels, HOTELS/MOTELS/RESORTS,"£2,293.73",,,,,,,,,,,
MODGPC00148159,03-Jun-16,Other Supplies, MISC SPECIALTY RETAIL,"£2,292.78",,,,,,,,,,,
MODGPC00148444,09-Jun-16,Hotels And Motels, SAS HOTELS,"£2,292.48",,,,,,,,,,,
MODGPC00148445,09-Jun-16,Transportation, LOCAL COMMUTER TRANSPORT,"£2,291.00",,,,,,,,,,,
MODGPC00147738,09-Jun-16,Freight/Courier/Warehouse Svcs, MOTOR FREIGHT CARRIERS,"£2,290.68",,,,,,,,,,,
MODGPC00146687,23-Jun-16,Business Services, BUSINESS SERVICES - DEFAULT,"£2,290.00",,,,,,,,,,,
MODGPC00146522,27-Jun-16,Miscellaneous, MISC PERSONAL SERV - DEF,"£2,286.42",,,,,,,,,,,
MODGPC00148444,04-Jun-16,Hotels And Motels, HOTELS/MOTELS/RESORTS,"£2,284.36",,,,,,,,,,,
MODGPC00148444,24-Jun-16,Hotels And Motels, HOTELS/MOTELS/RESORTS,"£2,274.63",,,,,,,,,,,
MODGPC00148444,27-Jun-16,Hotels And Motels, HOTELS/MOTELS/RESORTS,"£2,270.08",,,,,,,,,,,
MODGPC00146611,24-Jun-16,Government, GOV'T SERV - DEFAULT,"£2,260.80",,,,,,,,,,,
MODGPC00148444,14-Jun-16,Hotels And Motels, HOLIDAY INN,"£2,257.21",,,,,,,,,,,
MODGPC00148338,01-Jun-16,Government, GOV'T SERV - DEFAULT,"£2,251.60",,,,,,,,,,,
MODGPC00147017,20-Jun-16,Miscellaneous, MEMBER ORGANIZATIONS - DEF,"£2,251.20",,,,,,,,,,,
MODGPC00148444,20-Jun-16,Hotels And Motels, PREMIER INN,"£2,249.46",,,,,,,,,,,
MODGPC00148444,31-May-16,Hotels And Motels, HOTELS/MOTELS/RESORTS,"£2,249.00",,,,,,,,,,,
MODGPC00148240,02-Jun-16,Business To Business Facility/," PAINT, VARNISHES & SUPPLIES","£2,248.80",,,,,,,,,,,
MODGPC00148091,06-Jun-16,Equipment And Furniture, FURNITURE/EQUIP STORES,"£2,248.52",,,,,,,,,,,
MODGPC00148444,14-Jun-16,Hotels And Motels, RADISSON HOTEL,"£2,244.20",,,,,,,,,,,
MODGPC00146338,29-Jun-16,Facilities/Repair Services, ELECTRICAL CONTRACTORS,"£2,242.66",,,,,,,,,,,
MODGPC00147312,15-Jun-16,Business To Business Facility/, INDUSTRIAL SUPPLIES - DEF,"£2,242.39",,,,,,,,,,,
MODGPC00148444,27-Jun-16,Hotels And Motels, HOTELS/MOTELS/RESORTS,"£2,233.00",,,,,,,,,,,
MODGPC00147915,08-Jun-16,Equipment And Furniture, FURNITURE/EQUIP STORES,"£2,232.00",,,,,,,,,,,
MODGPC00147065,20-Jun-16,Business To Business Eqpt/Furn, COMPUTER SOFTWARE STORES,"£2,230.94",,,,,,,,,,,
MODGPC00147765,09-Jun-16,Government, GOV'T SERV - DEFAULT,"£2,229.60",,,,,,,,,,,
MODGPC00146925,21-Jun-16,Business Expenses/Services, BOOKS/PERIODICALS/NEWSPAPERS,"£2,226.43",,,,,,,,,,,
MODGPC00147608,10-Jun-16,Business Services, BUSINESS SERVICES - DEFAULT,"£2,226.27",,,,,,,,,,,
MODGPC00148445,06-Jun-16,Transportation," MARINAS, SERVICE & SUPPLY","£2,222.33",,,,,,,,,,,
MODGPC00147206,16-Jun-16,Government, SCHOOLS - DEFAULT,"£2,220.00",,,,,,,,,,,
MODGPC00147636,10-Jun-16,Government, SCHOOLS - DEFAULT,"£2,214.00",,,,,,,,,,,
MODGPC00148445,29-Jun-16,Transportation," MARINAS, SERVICE & SUPPLY","£2,212.80",,,,,,,,,,,
MODGPC00147523,13-Jun-16,Professional Services, ARCHITECTURAL/ENG/SURVEY,"£2,208.56",,,,,,,,,,,
MODGPC00148444,09-Jun-16,Hotels And Motels, HOTELS/MOTELS/RESORTS,"£2,208.25",,,,,,,,,,,
MODGPC00146467,28-Jun-16,Government, SCHOOLS - DEFAULT,"£2,208.00",,,,,,,,,,,
MODGPC00148444,06-Jun-16,Hotels And Motels, HOTELS/MOTELS/RESORTS,"£2,205.16",,,,,,,,,,,
MODGPC00147491,13-Jun-16,Business Services, BUSINESS SERVICES - DEFAULT,"£2,203.20",,,,,,,,,,,
MODGPC00148301,01-Jun-16,Professional Services, MGMT/CONSULT/PUBLIC REL SER,"£2,200.00",,,,,,,,,,,
MODGPC00148418,31-May-16,Government, SCHOOLS - DEFAULT,"£2,200.00",,,,,,,,,,,
MODGPC00147864,08-Jun-16,Government, COLLEGES/UNIV/JC/PROFESSION,"£2,196.00",,,,,,,,,,,
MODGPC00147696,10-Jun-16,Equipment And Furniture, FURNITURE/EQUIP STORES,"£2,193.00",,,,,,,,,,,
MODGPC00147819,09-Jun-16,Business To Business Eqpt/Furn, COMMERCIAL EQUIPMENT - DEFAULT,"£2,191.20",,,,,,,,,,,
MODGPC00147193,16-Jun-16,Government, GOV'T SERV - DEFAULT,"£2,187.80",,,,,,,,,,,
MODGPC00147310,15-Jun-16,Government, GOV'T SERV - DEFAULT,"£2,187.80",,,,,,,,,,,
MODGPC00147851,08-Jun-16,Government, GOV'T SERV - DEFAULT,"£2,187.80",,,,,,,,,,,
MODGPC00147852,08-Jun-16,Government, GOV'T SERV - DEFAULT,"£2,187.80",,,,,,,,,,,
MODGPC00147855,08-Jun-16,Government, GOV'T SERV - DEFAULT,"£2,187.80",,,,,,,,,,,
MODGPC00147857,08-Jun-16,Government, GOV'T SERV - DEFAULT,"£2,187.80",,,,,,,,,,,
MODGPC00147858,08-Jun-16,Government, GOV'T SERV - DEFAULT,"£2,187.80",,,,,,,,,,,
MODGPC00148378,01-Jun-16,Equipment And Furniture, FURNITURE/EQUIP STORES,"£2,184.86",,,,,,,,,,,
MODGPC00146506,28-Jun-16,Business To Business Eqpt/Furn, COMMERCIAL EQUIPMENT - DEFAULT,"£2,184.00",,,,,,,,,,,
MODGPC00147493,13-Jun-16,Professional Services, MGMT/CONSULT/PUBLIC REL SER,"£2,181.00",,,,,,,,,,,
MODGPC00148444,27-Jun-16,Hotels And Motels, HOTELS/MOTELS/RESORTS,"£2,173.73",,,,,,,,,,,
MODGPC00147943,07-Jun-16,Freight/Courier/Warehouse Svcs, MOTOR FREIGHT CARRIERS,"£2,170.00",,,,,,,,,,,
MODGPC00146762,23-Jun-16,Business To Business Eqpt/Furn, COMPUTERS/PERIPHERALS/SOFTWARE,"£2,167.56",,,,,,,,,,,
MODGPC00148444,10-Jun-16,Hotels And Motels, HOTELS/MOTELS/RESORTS,"£2,166.85",,,,,,,,,,,
MODGPC00148444,13-Jun-16,Hotels And Motels, CROWNE PLAZA HOTELS,"£2,166.79",,,,,,,,,,,
MODGPC00146889,21-Jun-16,Freight/Courier/Warehouse Svcs, MOTOR FREIGHT CARRIERS,"£2,165.64",,,,,,,,,,,
MODGPC00147020,20-Jun-16,Government, SCHOOLS - DEFAULT,"£2,160.00",,,,,,,,,,,
MODGPC00148124,03-Jun-16,Government, SCHOOLS - DEFAULT,"£2,160.00",,,,,,,,,,,
MODGPC00147316,15-Jun-16,Business To Business Facility/, INDUSTRIAL SUPPLIES - DEF,"£2,154.85",,,,,,,,,,,
MODGPC00147784,09-Jun-16,Retail," HOBBY, TOY & GAME SHOPS","£2,149.98",,,,,,,,,,,
MODGPC00148444,24-Jun-16,Hotels And Motels, HOTELS/MOTELS/RESORTS,"£2,149.70",,,,,,,,,,,
MODGPC00146744,23-Jun-16,Auto/Vehicle Dealers, BOAT DEALERS,"£2,147.22",,,,,,,,,,,
MODGPC00148444,02-Jun-16,Hotels And Motels, HOTELS/MOTELS/RESORTS,"£2,144.13",,,,,,,,,,,
MODGPC00148445,29-Jun-16,Transportation, TRAVEL AGENCIES,"£2,139.08",,,,,,,,,,,
MODGPC00147349,15-Jun-16,Retail, ELECTRONICS STORES,"£2,135.77",,,,,,,,,,,
MODGPC00148366,31-May-16,Eating And Drinking Places, RESTAURANTS,"£2,132.23",,,,,,,,,,,
MODGPC00148444,01-Jun-16,Hotels And Motels, HOTELS/MOTELS/RESORTS,"£2,126.00",,,,,,,,,,,
MODGPC00148444,24-Jun-16,Hotels And Motels, HOTELS/MOTELS/RESORTS,"£2,125.00",,,,,,,,,,,
MODGPC00148444,16-Jun-16,Hotels And Motels, HOTELS/MOTELS/RESORTS,"£2,114.27",,,,,,,,,,,
MODGPC00148444,16-Jun-16,Hotels And Motels, HOTELS/MOTELS/RESORTS,"£2,114.27",,,,,,,,,,,
MODGPC00146941,21-Jun-16,Miscellaneous, FINANCIAL INST/MERCHANDISE,"£2,112.50",,,,,,,,,,,
MODGPC00148414,31-May-16,Government, GOV'T SERV - DEFAULT,"£2,104.26",,,,,,,,,,,
MODGPC00148186,03-Jun-16,Business To Business Facility/, ELECTRICAL PARTS/EQUIPMENT,"£2,103.52",,,,,,,,,,,
MODGPC00147833,08-Jun-16,Business To Business Eqpt/Furn, BOOK STORES,"£2,100.00",,,,,,,,,,,
MODGPC00146983,20-Jun-16,Facilities/Repair Services," HEATING, PLUMBING, AIR COND","£2,095.99",,,,,,,,,,,
MODGPC00147842,08-Jun-16,Business Services, BUSINESS SERVICES - DEFAULT,"£2,094.00",,,,,,,,,,,
MODGPC00147823,09-Jun-16,Business To Business Facility/, HARDWARE EQUIPMENT/SUPPLIES,"£2,088.12",,,,,,,,,,,
MODGPC00146573,27-Jun-16,Eating And Drinking Places, RESTAURANTS,"£2,082.00",,,,,,,,,,,
MODGPC00146406,28-Jun-16,Auto/Vehicle Dealers, MISC AUTO DEALERS - DEFAULT,"£2,076.76",,,,,,,,,,,
MODGPC00148444,02-Jun-16,Hotels And Motels, HOTELS/MOTELS/RESORTS,"£2,074.97",,,,,,,,,,,
MODGPC00146547,27-Jun-16,Professional Services, ARCHITECTURAL/ENG/SURVEY,"£2,071.20",,,,,,,,,,,
MODGPC00148111,03-Jun-16,Professional Services, MGMT/CONSULT/PUBLIC REL SER,"£2,070.00",,,,,,,,,,,
MODGPC00148445,17-Jun-16,Transportation, TAXICABS/LIMOUSINES,"£2,069.76",,,,,,,,,,,
MODGPC00147117,17-Jun-16,Professional Services, ACCOUNTANTS/AUDITORS/BOOKPR,"£2,069.65",,,,,,,,,,,
MODGPC00148276,02-Jun-16,Equipment And Furniture, FURNITURE/EQUIP STORES,"£2,067.32",,,,,,,,,,,
MODGPC00148444,03-Jun-16,Hotels And Motels, HOTELS/MOTELS/RESORTS,"£2,055.61",,,,,,,,,,,
MODGPC00147172,17-Jun-16,Business To Business Eqpt/Furn, COMMERCIAL EQUIPMENT - DEFAULT,"£2,052.00",,,,,,,,,,,
MODGPC00147370,14-Jun-16,Entertainment, THEATRICAL PRODUCERS,"£2,051.22",,,,,,,,,,,
MODGPC00147614,10-Jun-16,Business Services, BUSINESS SERVICES - DEFAULT,"£2,051.07",,,,,,,,,,,
MODGPC00146909,21-Jun-16,Professional Services, PROFESSIONAL SERVICES - DEF,"£2,045.00",,,,,,,,,,,
MODGPC00147384,14-Jun-16,Professional Services, COMPUTER PROGRAM/SYS DESIGN,"£2,044.26",,,,,,,,,,,
MODGPC00148293,01-Jun-16,Business To Business Services, MISC PUBLISHING & PRINTING,"£2,038.80",,,,,,,,,,,
MODGPC00147569,13-Jun-16,Facilities/Repair Supplies, BICYCLE SHOPS/SALES/SERVICE,"£2,034.40",,,,,,,,,,,
MODGPC00147732,09-Jun-16,Business Services, BUSINESS SERVICES - DEFAULT,"£2,034.00",,,,,,,,,,,
MODGPC00147797,09-Jun-16,Clothing/Shoes/Uniforms, MENS/WOMENS CLOTHING STORES,"£2,030.40",,,,,,,,,,,
MODGPC00148081,01-Jun-16,Business To Business Facility/, ELECTRICAL PARTS/EQUIPMENT,"£2,029.58",,,,,,,,,,,
MODGPC00147419,14-Jun-16,Government, COLLEGES/UNIV/JC/PROFESSION,"£2,026.00",,,,,,,,,,,
MODGPC00148152,03-Jun-16,Eating And Drinking Places, RESTAURANTS,"£2,025.00",,,,,,,,,,,
MODGPC00146865,22-Jun-16,Automobile Services & Supplies, SERVICE STATIONS,"£2,012.74",,,,,,,,,,,
MODGPC00146531,27-Jun-16,Business Services, BUSINESS SERVICES - DEFAULT,"£2,008.80",,,,,,,,,,,
MODGPC00146592,24-Jun-16,Retail, SPORTING GOODS STORES,"£2,007.00",,,,,,,,,,,
MODGPC00147610,10-Jun-16,Business Services, BUSINESS SERVICES - DEFAULT,"£2,006.70",,,,,,,,,,,
MODGPC00148445,12-Jun-16,Airlines," AIRLINES, AIR CARRIERS","£2,004.53",,,,,,,,,,,
MODGPC00148445,10-Jun-16,Transportation, CRUISE LINES,"£2,001.50",,,,,,,,,,,
MODGPC00147197,16-Jun-16,Government, GOV'T SERV - DEFAULT,"£2,000.00",,,,,,,,,,,
MODGPC00148369,01-Jun-16,Facilities/Repair Supplies, AUTOMOTIVE PARTS STORES,"£2,000.00",,,,,,,,,,,
MODGPC00146870,21-Jun-16,Facilities/Repair Services," HEATING, PLUMBING, AIR COND","£1,999.00",,,,,,,,,,,
MODGPC00147958,07-Jun-16,Government, GOV'T SERV - DEFAULT,"£1,998.91",,,,,,,,,,,
MODGPC00147339,15-Jun-16,Facilities/Repair Supplies, AUTOMOTIVE PARTS STORES,"£1,997.24",,,,,,,,,,,
MODGPC00147269,15-Jun-16,Miscellaneous, BUYING/SHOPPING SERVICES,"£1,995.00",,,,,,,,,,,
MODGPC00148444,09-Jun-16,Hotels And Motels, HOTELS/MOTELS/RESORTS,"£1,992.26",,,,,,,,,,,
MODGPC00147016,20-Jun-16,Miscellaneous, MEMBER ORGANIZATIONS - DEF,"£1,992.00",,,,,,,,,,,
MODGPC00146435,28-Jun-16,Business Services, BUSINESS SERVICES - DEFAULT,"£1,990.32",,,,,,,,,,,
MODGPC00147611,10-Jun-16,Business Services, BUSINESS SERVICES - DEFAULT,"£1,983.56",,,,,,,,,,,
MODGPC00147746,09-Jun-16,Government, COLLEGES/UNIV/JC/PROFESSION,"£1,980.00",,,,,,,,,,,
MODGPC00147712,10-Jun-16,Facilities/Repair Supplies, AUTOMOTIVE PARTS STORES,"£1,976.60",,,,,,,,,,,
MODGPC00147332,15-Jun-16,Other Supplies, MISC SPECIALTY RETAIL,"£1,975.00",,,,,,,,,,,
MODGPC00147262,15-Jun-16,Facilities/Repair Services, ROOFING/SIDING/SHEET METAL,"£1,972.92",,,,,,,,,,,
MODGPC00147407,14-Jun-16,Government, SCHOOLS - DEFAULT,"£1,970.55",,,,,,,,,,,
MODGPC00148445,17-Jun-16,Transportation, LOCAL COMMUTER TRANSPORT,"£1,970.00",,,,,,,,,,,
MODGPC00146754,23-Jun-16,Clothing/Shoes/Uniforms, MENS/WOMENS CLOTHING STORES,"£1,968.84",,,,,,,,,,,
MODGPC00147970,07-Jun-16,Business To Business Facility/, INDUSTRIAL SUPPLIES - DEF,"£1,968.58",,,,,,,,,,,
MODGPC00148445,14-Jun-16,Transportation, TRANSPORTATION SVCS - DEFAULT,"£1,964.61",,,,,,,,,,,
MODGPC00147685,10-Jun-16,Retail, MUSIC STORES/PIANOS,"£1,963.80",,,,,,,,,,,
MODGPC00148445,23-Jun-16,Transportation, TRAVEL AGENCIES,"£1,956.83",,,,,,,,,,,
MODGPC00148195,02-Jun-16,Retail, SPORTING GOODS STORES,"£1,954.15",,,,,,,,,,,
MODGPC00147804,09-Jun-16,Facilities/Repair Supplies, FLOOR COVERING STORES,"£1,953.50",,,,,,,,,,,
MODGPC00148445,20-Jun-16,Transportation, CRUISE LINES,"£1,950.82",,,,,,,,,,,
MODGPC00148444,28-Jun-16,Hotels And Motels, HOTELS/MOTELS/RESORTS,"£1,948.00",,,,,,,,,,,
MODGPC00148327,01-Jun-16,Government, GOV'T SERV - DEFAULT,"£1,944.00",,,,,,,,,,,
MODGPC00146680,23-Jun-16,Miscellaneous, SPORT/RECREATIONAL CAMPS,"£1,941.06",,,,,,,,,,,
MODGPC00146596,24-Jun-16,Auto/Vehicle Expenses, AUTO SERVICE SHOPS/NON DEALER,"£1,937.14",,,,,,,,,,,
MODGPC00146753,23-Jun-16,Clothing/Shoes/Uniforms, MENS/WOMENS CLOTHING STORES,"£1,935.00",,,,,,,,,,,
MODGPC00146956,21-Jun-16,Business To Business Eqpt/Furn, COMPUTER SOFTWARE STORES,"£1,924.44",,,,,,,,,,,
MODGPC00146639,24-Jun-16,Eating And Drinking Places, RESTAURANTS,"£1,922.25",,,,,,,,,,,
MODGPC00148445,10-Jun-16,Transportation, CRUISE LINES,"£1,920.50",,,,,,,,,,,
MODGPC00148444,18-Jun-16,Hotels And Motels, HOTELS/MOTELS/RESORTS,"£1,918.37",,,,,,,,,,,
MODGPC00148444,14-Jun-16,Hotels And Motels, HOTELS/MOTELS/RESORTS,"£1,917.44",,,,,,,,,,,
MODGPC00146479,28-Jun-16,Business To Business Eqpt/Furn, DURABLE GOODS - DEFAULT,"£1,914.00",,,,,,,,,,,
MODGPC00147180,16-Jun-16,Business Services, BUSINESS SERVICES - DEFAULT,"£1,914.00",,,,,,,,,,,
MODGPC00147728,09-Jun-16,Business Services, BUSINESS SERVICES - DEFAULT,"£1,914.00",,,,,,,,,,,
MODGPC00146986,20-Jun-16,Entertainment, MEMBER CLUBS/SPORT/REC/GOLF,"£1,913.20",,,,,,,,,,,
MODGPC00148444,11-Jun-16,Hotels And Motels, CROWNE PLAZA HOTELS,"£1,909.56",,,,,,,,,,,
MODGPC00148444,29-Jun-16,Hotels And Motels, COMFORT INN,"£1,907.14",,,,,,,,,,,
MODGPC00147651,10-Jun-16,Medical, MEDICAL/DENTAL LABS,"£1,906.63",,,,,,,,,,,
MODGPC00148445,29-Jun-16,Transportation, LOCAL COMMUTER TRANSPORT,"£1,905.56",,,,,,,,,,,
MODGPC00148019,06-Jun-16,Entertainment, MEMBER CLUBS/SPORT/REC/GOLF,"£1,904.00",,,,,,,,,,,
MODGPC00147977,07-Jun-16,Other Supplies, MISC SPECIALTY RETAIL,"£1,903.89",,,,,,,,,,,
MODGPC00146707,23-Jun-16,Government, GOV'T SERV - DEFAULT,"£1,903.71",,,,,,,,,,,
MODGPC00146595,24-Jun-16,Entertainment, MEMBER CLUBS/SPORT/REC/GOLF,"£1,900.00",,,,,,,,,,,
MODGPC00146431,28-Jun-16,Entertainment, TOURIST ATTRACTIONS AND XHBT,"£1,892.00",,,,,,,,,,,
MODGPC00148049,06-Jun-16,Government, SCHOOLS - DEFAULT,"£1,890.00",,,,,,,,,,,
MODGPC00148444,03-Jun-16,Hotels And Motels, HOTELS/MOTELS/RESORTS,"£1,888.44",,,,,,,,,,,
MODGPC00147178,16-Jun-16,Entertainment, MEMBER CLUBS/SPORT/REC/GOLF,"£1,886.80",,,,,,,,,,,
MODGPC00147831,08-Jun-16,Facilities/Repair Services, GEN CONTRACTORS RESIDENTL/COML,"£1,885.70",,,,,,,,,,,
MODGPC00148445,20-Jun-16,Transportation, TAXICABS/LIMOUSINES,"£1,884.02",,,,,,,,,,,
MODGPC00147422,14-Jun-16,Medical, MED/HEALTH SERVICES - DEF,"£1,884.00",,,,,,,,,,,
MODGPC00148445,22-Jun-16,Transportation, CRUISE LINES,"£1,884.00",,,,,,,,,,,
MODGPC00147754,09-Jun-16,Professional Services, ARCHITECTURAL/ENG/SURVEY,"£1,882.53",,,,,,,,,,,
MODGPC00148444,02-Jun-16,Hotels And Motels, HOTELS/MOTELS/RESORTS,"£1,881.96",,,,,,,,,,,
MODGPC00148445,17-Jun-16,Airlines, BRITISH AIRWAYS,"£1,873.43",,,,,,,,,,,
MODGPC00148444,07-Jun-16,Hotels And Motels, HOTELS/MOTELS/RESORTS,"£1,870.00",,,,,,,,,,,
MODGPC00148215,02-Jun-16,Miscellaneous, MISC PERSONAL SERV - DEF,"£1,869.00",,,,,,,,,,,
MODGPC00148444,01-Jun-16,Hotels And Motels, HAMPTON INNS,"£1,868.65",,,,,,,,,,,
MODGPC00146704,23-Jun-16,Professional Services, PROFESSIONAL SERVICES - DEF,"£1,866.00",,,,,,,,,,,
MODGPC00146372,29-Jun-16,Business To Business Facility/, INDUSTRIAL SUPPLIES - DEF,"£1,865.81",,,,,,,,,,,
MODGPC00148445,16-Jun-16,Transportation, TRAVEL AGENCIES,"£1,863.41",,,,,,,,,,,
MODGPC00146603,24-Jun-16,Equipment And Furniture, TOOL HIRE,"£1,860.00",,,,,,,,,,,
MODGPC00147759,09-Jun-16,Professional Services, ARCHITECTURAL/ENG/SURVEY,"£1,858.83",,,,,,,,,,,
MODGPC00146587,27-Jun-16,Business To Business Eqpt/Furn, COMMERCIAL EQUIPMENT - DEFAULT,"£1,858.23",,,,,,,,,,,
MODGPC00146489,29-Jun-16,Other Supplies, MISC SPECIALTY RETAIL,"£1,858.02",,,,,,,,,,,
MODGPC00147328,15-Jun-16,Other Supplies, CATALOG MERCHANT,"£1,856.40",,,,,,,,,,,
MODGPC00146888,21-Jun-16,Retail, SPORTING GOODS STORES,"£1,849.08",,,,,,,,,,,
MODGPC00147917,07-Jun-16,Facilities/Repair Supplies, AUTOMOTIVE PARTS STORES,"£1,849.05",,,,,,,,,,,
MODGPC00148286,01-Jun-16,Retail, SPORTS/RIDING APPAREL STORES,"£1,848.00",,,,,,,,,,,
MODGPC00148106,02-Jun-16,Professional Services, DETECTIVE/PROTECTIVE AGEN,"£1,838.02",,,,,,,,,,,
MODGPC00148444,02-Jun-16,Hotels And Motels, HOTELS/MOTELS/RESORTS,"£1,836.84",,,,,,,,,,,
MODGPC00147200,16-Jun-16,Professional Services, PROFESSIONAL SERVICES - DEF,"£1,836.00",,,,,,,,,,,
MODGPC00147911,08-Jun-16,Equipment And Furniture, TELECOMMUNICATION EQUIPMENT,"£1,835.75",,,,,,,,,,,
MODGPC00147425,14-Jun-16,Freight/Courier/Warehouse Svcs, MOTOR FREIGHT CARRIERS,"£1,835.10",,,,,,,,,,,
MODGPC00146501,28-Jun-16,Business To Business Facility/, HARDWARE EQUIPMENT/SUPPLIES,"£1,833.00",,,,,,,,,,,
MODGPC00148445,14-Jun-16,Transportation, LOCAL COMMUTER TRANSPORT,"£1,830.40",,,,,,,,,,,
MODGPC00148445,14-Jun-16,Transportation, LOCAL COMMUTER TRANSPORT,"£1,825.40",,,,,,,,,,,
MODGPC00148445,14-Jun-16,Transportation, LOCAL COMMUTER TRANSPORT,"£1,820.40",,,,,,,,,,,
MODGPC00146498,28-Jun-16,Automobile Services & Supplies, CAR & TRUCK DEALERS/NEW/USED,"£1,819.37",,,,,,,,,,,
MODGPC00147592,10-Jun-16,Business To Business Facility/, ELECTRICAL PARTS/EQUIPMENT,"£1,818.72",,,,,,,,,,,
MODGPC00148444,04-Jun-16,Hotels And Motels, HILTON INTERNATIONAL,"£1,817.49",,,,,,,,,,,
MODGPC00146335,29-Jun-16,Facilities/Repair Services," HEATING, PLUMBING, AIR COND","£1,815.55",,,,,,,,,,,
MODGPC00148314,01-Jun-16,Facilities/Repair Supplies, BICYCLE SHOPS/SALES/SERVICE,"£1,811.82",,,,,,,,,,,
MODGPC00146943,20-Jun-16,Eating And Drinking Places, RESTAURANTS,"£1,811.19",,,,,,,,,,,
MODGPC00148445,22-Jun-16,Transportation, CRUISE LINES,"£1,811.00",,,,,,,,,,,
MODGPC00148445,27-Jun-16,Transportation, LOCAL COMMUTER TRANSPORT,"£1,810.00",,,,,,,,,,,
MODGPC00148445,07-Jun-16,Transportation, TRANSPORTATION SVCS - DEFAULT,"£1,810.00",,,,,,,,,,,
MODGPC00148372,01-Jun-16,Clothing/Uniform Services, TAILOR/SEAMSTRESS/ALTERS,"£1,809.44",,,,,,,,,,,
MODGPC00148417,31-May-16,Government, GOV'T SERV - DEFAULT,"£1,805.32",,,,,,,,,,,
MODGPC00147046,20-Jun-16,Other Supplies, MISC SPECIALTY RETAIL,"£1,805.00",,,,,,,,,,,
MODGPC00147916,07-Jun-16,Facilities/Repair Supplies, AUTOMOTIVE PARTS STORES,"£1,804.52",,,,,,,,,,,
MODGPC00146810,21-Jun-16,Government, SCHOOLS - DEFAULT,"£1,800.00",,,,,,,,,,,
MODGPC00147010,20-Jun-16,Professional Services, PROFESSIONAL SERVICES - DEF,"£1,800.00",,,,,,,,,,,
MODGPC00147627,10-Jun-16,Miscellaneous, CHARITABLE/SOC SERVICE ORGS,"£1,800.00",,,,,,,,,,,
MODGPC00147936,07-Jun-16,Retail, SPORTING GOODS STORES,"£1,800.00",,,,,,,,,,,
MODGPC00147946,07-Jun-16,Government, COLLEGES/UNIV/JC/PROFESSION,"£1,800.00",,,,,,,,,,,
MODGPC00148309,01-Jun-16,Entertainment, COMMERCIAL/PRO SPORTS,"£1,800.00",,,,,,,,,,,
MODGPC00147900,08-Jun-16,Eating And Drinking Places, BARS/TAVERNS/LOUNGES/DISCOS,"£1,795.75",,,,,,,,,,,
MODGPC00146425,28-Jun-16,Business To Business Services, MISC PUBLISHING & PRINTING,"£1,794.00",,,,,,,,,,,
MODGPC00148444,02-Jun-16,Hotels And Motels, CROWNE PLAZA HOTELS,"£1,793.67",,,,,,,,,,,
