DEPARTMENT,ENTITY,ACCOUNTING_DATE,EXPENSE_TYPE,SUPPLIER_OBS_TYPE,EXPENSE_AREA,SUPPLIER_OBS_TYPE_1,SUPPLIER,TRANSACTION_NUM, AMOUNT ,DESCRIPTION,POSTCODE,SUPPLIER_TYPE,CONTRACT_NUMBER,PROJECT_CODE,EXPENDITURE_TYPE,VAT_REGISTRATION_NUM
DEFRA,DEFRA ORGANISATION,12/01/2012,Other Current Payments (Evidence R&D),Supplier,Food and Farming Group,Supplier,A D A S UK Ltd,90112,78094.20,Understanding the behaviour of livestock manure multiple pollutants through contrasting cracking clay soils,WV6 8TQ,,,0,Expense,
DEFRA,DEFRA ORGANISATION,18/01/2012,Other Current Payments (Evidence R&D),Public Body,Food and Farming Group,Public Body,The Royal Veterinary College,120112,200000.00,Payment for Animal Health and Welfare Research Project,AL9 7TA,,Exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,24/01/2012,Other Current Payments UK,Supplier,Food and Farming Group,Supplier,Soil Association Certification Ltd,172330,31035.50,Organic farming (SACL) soil association certification Ltd  third quarter payment to organic control bodies,BS1 3NX,SME,exempt,ORPTCB01,Expense,
DEFRA,DEFRA ORGANISATION,24/01/2012,Other Current Payments (GB),Defra Executive Agency,Food and Farming Group,Defra Executive Agency,Rural Payments Agency,330844,251720.78,RPA sheeps and Goats inspections,RG1 3YD,,exempt,SGTINSP1,Expense,
DEFRA,DEFRA ORGANISATION,24/01/2012,Other Current Payments (GB),Defra Executive Agency,Food and Farming Group,Defra Executive Agency,Rural Payments Agency,330871,29348.75,Sheeps and Goats inspections admin work carried out by BCMS,RG1 3YD,,exempt,SGTINSP1,Expense,
DEFRA,DEFRA ORGANISATION,24/01/2012,Other Current Payments (GB),OGD,Food and Farming Group,OGD,Food Standards Agency,1701269,38165.96,Funding for Animal by product as per SLA ( Service Level Agreement),YO1 2YX,,Exempt,ABPO0001,Expense,
DEFRA,DEFRA ORGANISATION,16/01/2012,Other Current Payments E,OGD,Food and Farming Group,OGD,Food Standards Agency,1701277,67687.37,CLEANSING and DISINFECTING SUPERVISION costs,YO1 2YX,,Exempt,MHS00946,Expense,
DEFRA,DEFRA ORGANISATION,12/01/2012,Other Current Payments (Evidence R&D),Public Body,Food and Farming Group,Public Body,University Of Plymouth,6032302,25840.00,Obstacles to export growth for small and medium sized agrifood companies,PL4 8AA,,Exempt,SFFS0003,Expense,
DEFRA,DEFRA ORGANISATION,20/01/2012,Other Current Payments (Evidence R&D),Supplier,Food and Farming Group,Supplier,SAC,10407833,96432.07,The environmental consequences of using home-grown legumes as a protein source in pig diets - SAC,EH9 3JG,SME,,0,Expense,
DEFRA,DEFRA ORGANISATION,12/01/2012,Other Current Payments (Evidence R&D),Supplier,Food and Farming Group,Supplier,Campden Technology Limited,20039945,71170.00,National Country of Origin Labelling evaluation,GL55 6LD,SME,exempt,SFFS0003,Expense,
DEFRA,DEFRA ORGANISATION,12/01/2012,Other Current Payments (Evidence R&D),Supplier,Food and Farming Group,Supplier,Sac Commercial Ltd,20416397,68806.00,Economic evaluation of the 2005 reform to the European sugar regime and sugar industry restructuring,EH9 3JG,SME,Exempt,FCAG0002,Expense,
DEFRA,DEFRA ORGANISATION,26/01/2012,Evidence Non R&D,Public Body,Food and Farming Group,Public Body,The Scottish Agricultural College,20417123,41678.40,Research Report: Assessment of the Impact of Agricultural and Trade Policy Reform on Land Use in the EU,EH9 3JG,,exempt,FCAG0002,Expense,
DEFRA,DEFRA ORGANISATION,24/01/2012,Evidence Non R&D,Non Supplier,Food and Farming Group,Non Supplier,L G C Limited,50123250,155171.30,Funding to private labs for the testing of TSE (Transmissible Spongiform Encephalopathies),TW11 0LY,SME,Exempt,TSE00963,Expense,
DEFRA,DEFRA ORGANISATION,26/01/2012,Evidence Non R&D,Supplier,Food and Farming Group,Supplier,Mouchel Ltd,90076328,99600.00,Preparation and publication of CAP Beneficiary data,GU21 6QX,SME,12123,FCAG0002,Expense,
DEFRA,DEFRA ORGANISATION,26/01/2012,Evidence Non R&D,Supplier,Food and Farming Group,Supplier,Mouchel Ltd,90084857,57207.72,Hosting charges for CAP Beneficiary Database,GU21 6QX,SME,12123,FCAG0002,Expense,
DEFRA,DEFRA ORGANISATION,20/01/2012,Other Current Payments (Evidence R&D),OGD,Food and Farming Group,OGD,B B S R C,150000728,202739.26,Insect Pollinator Initiative,SN2 1UH,,exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,03/01/2012,Other Current Payments (GB),Local Authority,Food and Farming Group,Local Authority,Worcestershire County Council,2202034724,85870.59,Local authority supervision and enforcement of animal movement and record-keeping requirements. ,WR5 2XF,,Exempt,02LMSNEW,Expense,
DEFRA,DEFRA ORGANISATION,24/01/2012,Other Current Payments E,Defra Executive Agency,Food and Farming Group,Defra Executive Agency,Animal Health and Veterinary Laboratories Agency,5000004432,134562.80,Funding to protect the food chain from TSE,YO1 7PX,,Exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,16/01/2012,Other Current Payments E,Defra Executive Agency,Food and Farming Group,Defra Executive Agency,Animal Health and Veterinary Laboratories Agency,5000004436,4240595.93,Funding to AHVLA to cover TB quality assurance ,YO1 7PX,,exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,30/01/2012,Other Current Payments E,Defra Executive Agency,Food and Farming Group,Defra Executive Agency,Animal Health and Veterinary Laboratories Agency,5000005314,170865.41,Funding to AHVLA to protect the food chain,YO1 7PX,,Exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,24/01/2012,Other Current Payments E,Defra Executive Agency,Food and Farming Group,Defra Executive Agency,Animal Health and Veterinary Laboratories Agency,5000005319,4846756.55,Funding to AHVLA to cover TB charges,YO1 7PX,,exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,10/01/2012,Payments to Agencies GB,Defra Executive Agency,Food and Farming Group,Defra Executive Agency,Animal Health and Veterinary Laboratories Agency,5000006016,318372.75,Payment for Veterinary and Scientific advice,YO1 7PX,,Exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,03/01/2012,Payments to Agencies GB,Defra Executive Agency,Food and Farming Group,Defra Executive Agency,Animal Health and Veterinary Laboratories Agency,5000006041,86868.84,Payment for Veterinary and Scientific advice,YO1 7PX,,exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,03/01/2012,Other Current Payments (GB),Defra Executive Agency,Food and Farming Group,Defra Executive Agency,Animal Health and Veterinary Laboratories Agency,5000006251,70438.71,Payment for Veterinary Field Surveillance,YO1 7PX,,Exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,10/01/2012,Payments to Agencies GB,Defra Executive Agency,Food and Farming Group,Defra Executive Agency,Animal Health and Veterinary Laboratories Agency,5000006252,335443.47,Payment for Veterinary Field Surveillance,YO1 7PX,,,0,Expense,
DEFRA,DEFRA ORGANISATION,16/01/2012,Other Current Payments E,Defra Executive Agency,Food and Farming Group,Defra Executive Agency,Animal Health and Veterinary Laboratories Agency,5000006325,136514.82,Funding of disease resilence for Animal by product,YO1 7PX,,Exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,16/01/2012,Other Current Payments E,Defra Executive Agency,Food and Farming Group,Defra Executive Agency,Animal Health and Veterinary Laboratories Agency,5000006326,80259.94,Funding of disease resilence registration and movement charges,YO1 7PX,,Exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,30/01/2012,Other Current Payments E,Defra Executive Agency,Food and Farming Group,Defra Executive Agency,Animal Health and Veterinary Laboratories Agency,5000006328,1160418.14,Funding to Animal Health Veterinary Laboratory Agencies for TB,YO1 7PX,,exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,03/01/2012,Other Current Payments (GB),Defra Executive Agency,Food and Farming Group,Defra Executive Agency,Animal Health and Veterinary Laboratories Agency,5000006331,86012.61,Payment for Veterinary Field Surveillance,YO1 7PX,,Exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,10/01/2012,Payments to Agencies GB,Defra Executive Agency,Food and Farming Group,Defra Executive Agency,Animal Health and Veterinary Laboratories Agency,5000006332,401629.59,Payment for Veterinary Field Surveillance,YO1 7PX,,,0,Expense,
DEFRA,DEFRA ORGANISATION,30/01/2012,Other Current Payments IT Projects,Supplier,Food and Farming Group,Supplier,IBM United Kingdom Ltd,5801120849,96000.00,APR11D-017 Farming Online CCT and June Survey 2012 Updates (Release 11),GU1 2LD,,FRW10040-00,FFD00003,Expense,
DEFRA,DEFRA ORGANISATION,06/01/2012,Other Current Payments IT Projects,Supplier,Food and Farming Group,Supplier,IBM United Kingdom Ltd,5812111468,96000.00,APR11D-017 Farming Online CCT and June Survey 2012 Updates (Release 11),GU1 2LD,,FRW10040-00,FFD00003,Expense,
DEFRA,DEFRA ORGANISATION,12/01/2012,Other Current Payments (Evidence R&D),Supplier,Food and Farming Group,Supplier,A D A S UK Ltd,9.01E+11,25494.33,Greenhouse Gases Platform - Nitrous Oxide Emissions Factors ,WV6 8TQ,,exempt,SFFS0005,Expense,
DEFRA,DEFRA ORGANISATION,12/01/2012,Other Current Payments (Evidence R&D),Supplier,Food and Farming Group,Supplier,A D A S UK Ltd,9.01E+11,28205.00,Potential for nitrification inhibitors and fertiliser nitrogen application timing strategies to reduce direct and indirect nitrous oxide emissions from UK agriculture,WV6 8TQ,,exempt,SFFS0005,Expense,
DEFRA,DEFRA ORGANISATION,12/01/2012,Other Current Payments (Evidence R&D),Supplier,Food and Farming Group,Supplier,A D A S UK Ltd,9.01E+11,29102.66,Air quality measurements on cracking clay soils ,WV6 8TQ,,exempt,SFFS0005,Expense,
DEFRA,DEFRA ORGANISATION,18/01/2012,Other Current Payments (Evidence R&D),Public Body,Food and Farming Group,Public Body,The Royal Veterinary College,1.20E+12,29397.40,Payment for Animal Health and Welfare Research Project,AL9 7TA,,Exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,18/01/2012,Other Current Payments (Evidence R&D),Public Body,Food and Farming Group,Public Body,The Royal Veterinary College,1.20E+12,50000.00,Payment for Animal Health and Welfare Research Project,AL9 7TA,,Exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,18/01/2012,Other Current Payments (Evidence R&D),Public Body,Food and Farming Group,Public Body,The Royal Veterinary College,1.20E+12,58794.80,Payment for Animal Health and Welfare Research Project,AL9 7TA,,Exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,27/01/2012,Other Current Payments (Evidence R&D),Public Body,Food and Farming Group,Public Body,University Of Bristol,ERS-11-JAN-12-37427,26888.83,The impact of keel bone fractures on the welfare of laying hens ,BS40 5DU,,Exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,27/01/2012,Other Current Payments E,Public Body,Food and Farming Group,Public Body,University Of Reading,ERS-491307-37450,35109.92,Funding for National Fruit Collection,RG6 6AH,,Exempt,PGR00001,Expense,
DEFRA,DEFRA ORGANISATION,25/01/2012,Evidence Non R&D,Defra Executive Agency,Food and Farming Group,Defra Executive Agency,Animal Health and Veterinary Laboratories Agency,ERS-491504-37621,567666.00,Payment for Animal Disease Surveillance and Laboratory Services,KT15 3NB,,exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,25/01/2012,Evidence Non R&D,Defra Executive Agency,Food and Farming Group,Defra Executive Agency,Animal Health and Veterinary Laboratories Agency,ERS-491505-37622,295597.00,Payment for Animal Disease Surveillance and Laboratory Services,KT15 3NB,,exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,25/01/2012,Evidence Non R&D,Defra Executive Agency,Food and Farming Group,Defra Executive Agency,Animal Health and Veterinary Laboratories Agency,ERS-491507-37623,410971.00,Payment for Animal Disease Surveillance and Laboratory Services,KT15 3NB,,exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,25/01/2012,Evidence Non R&D,Defra Executive Agency,Food and Farming Group,Defra Executive Agency,Animal Health and Veterinary Laboratories Agency,ERS-491509-37625,33301.00,Payment for Animal Disease Surveillance and Laboratory Services,KT15 3NB,,Exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,25/01/2012,Payments to Agencies GB,Defra Executive Agency,Food and Farming Group,Defra Executive Agency,Animal Health and Veterinary Laboratories Agency,ERS-491512-37626,1499833.00,Charges to cover facilities and estates depreciation costs,KT15 3NB,,Exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,25/01/2012,Payments to Agencies GB,Defra Executive Agency,Food and Farming Group,Defra Executive Agency,Animal Health and Veterinary Laboratories Agency,ERS-491513-37627,744750.00,Charges to cover facilities and estates depreciation costs,KT15 3NB,,Exempt,CAPCHARG,Expense,
DEFRA,DEFRA ORGANISATION,27/01/2012,Other Current Payments (Evidence R&D),Public Body,Food and Farming Group,Public Body,University Of Edinburgh,ERS-491638-37435,26393.91,Payment for Animal Health and Welfare Research Project,EH1 1HT,,,0,Expense,
DEFRA,DEFRA ORGANISATION,25/01/2012,Other Current Payments (Evidence R&D) (Agency),Defra Executive Agency,Food and Farming Group,Defra Executive Agency,Veterinary Laboratories Agency,ERS-491640-37465,55124.41,Payment for Animal Health and Welfare Research Project,KT15 3NB,,,0,Expense,
DEFRA,DEFRA ORGANISATION,25/01/2012,Other Current Payments (Evidence R&D) (Agency),Defra Executive Agency,Food and Farming Group,Defra Executive Agency,Veterinary Laboratories Agency,ERS-491647-37470,48965.83,Payment for Animal Health and Welfare Research Project,KT15 3NB,,Exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,25/01/2012,Other Current Payments (Evidence R&D) (Agency),Defra Executive Agency,Food and Farming Group,Defra Executive Agency,Veterinary Laboratories Agency,ERS-491648-37471,34304.83,Payment for Animal Health and Welfare Research Project,KT15 3NB,,,0,Expense,
DEFRA,DEFRA ORGANISATION,27/01/2012,Other Current Payments (Evidence R&D),OGD,Food and Farming Group,OGD,B B S R C,ERS-491667-37369,94545.46,Payment for Animal Health and Welfare Research Project,SN2 1UH,,exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,27/01/2012,Other Current Payments (Evidence R&D),Public Body,Food and Farming Group,Public Body,Institute For Animal Health,ERS-491668-37390,56287.33,Payment for Animal Health and Welfare Research Project,RG20 7NN,,exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,27/01/2012,Other Current Payments (Evidence R&D),Public Body,Food and Farming Group,Public Body,Institute For Animal Health,ERS-491670-37391,27198.00,Payment for Animal Health and Welfare Research Project,RG20 7NN,,Exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,27/01/2012,Other Current Payments (Evidence R&D),Public Body,Food and Farming Group,Public Body,Institute For Animal Health,ERS-491681-37393,25333.34,Payment for Animal Health and Welfare Research Project,RG20 7NN,,exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,27/01/2012,Other Current Payments (Evidence R&D),Public Body,Food and Farming Group,Public Body,Institute For Animal Health,ERS-491688-37399,27220.08,Payment for Animal Health and Welfare Research Project,RG20 7NN,,,0,Expense,
DEFRA,DEFRA ORGANISATION,25/01/2012,Other Current Payments (Evidence R&D) (Agency),Defra Executive Agency,Food and Farming Group,Defra Executive Agency,Veterinary Laboratories Agency,ERS-491701-37492,46016.16,Payment for Animal Health and Welfare Research Project,KT15 3NB,,,0,Expense,
DEFRA,DEFRA ORGANISATION,25/01/2012,Other Current Payments (Evidence R&D) (Agency),Defra Executive Agency,Food and Farming Group,Defra Executive Agency,Animal Health and Veterinary Laboratories Agency,ERS-491702-37640,36825.22,Payment for Animal Health and Welfare Research Project,KT15 3NB,,Exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,25/01/2012,Other Current Payments (Evidence R&D) (Agency),Defra Executive Agency,Food and Farming Group,Defra Executive Agency,Food and Environment Research Agency,ERS-491707-37573,70977.34,Payment for Animal Health and Welfare Research Project,YO41 1LZ,,Exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,25/01/2012,Other Current Payments (Evidence RandD) (Agency),Defra Executive Agency,Food and Farming Group,Defra Executive Agency,Veterinary Laboratories Agency,ERS-491711-37496,28996.16,Payment for Animal Health and Welfare Research Project,KT15 3NB,,Exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,25/01/2012,Other Current Payments (Evidence R&D) (Agency),Defra Executive Agency,Food and Farming Group,Defra Executive Agency,Veterinary Laboratories Agency,ERS-491712-37497,91334.00,Payment for Animal Health and Welfare Research Project,KT15 3NB,,exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,25/01/2012,Other Current Payments (Evidence R&D) (Agency),Defra Executive Agency,Food and Farming Group,Defra Executive Agency,Veterinary Laboratories Agency,ERS-491717-37498,27418.25,Payment for Animal Health and Welfare Research Project,KT15 3NB,,exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,25/01/2012,Other Current Payments (Evidence R&D) (Agency),Defra Executive Agency,Food and Farming Group,Defra Executive Agency,Animal Health and Veterinary Laboratories Agency,ERS-491719-37643,64202.00,Payment for Animal Health and Welfare Research Project,KT15 3NB,,Exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,25/01/2012,Other Current Payments (Evidence R&D) (Agency),Defra Executive Agency,Food and Farming Group,Defra Executive Agency,Animal Health and Veterinary Laboratories Agency,ERS-491732-37646,34023.34,Payment for Animal Health and Welfare Research Project,KT15 3NB,,Exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,25/01/2012,Other Current Payments (Evidence R&D) (Agency),Defra Executive Agency,Food and Farming Group,Defra Executive Agency,Animal Health and Veterinary Laboratories Agency,ERS-491733-37647,27751.50,Payment for Animal Health and Welfare Research Project,KT15 3NB,,Exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,27/01/2012,Other Current Payments (Evidence R&D),Non Supplier,Food and Farming Group,Non Supplier,North Wyke Research.,ERS-491871-37563,32770.00,Greenhouse Gases Platform - Nitrous Oxide Emissions Factors,AL5 2JQ,SME,Exempt,SFFS0005,Expense,
DEFRA,DEFRA ORGANISATION,27/01/2012,Other Current Payments (Evidence R&D),Public Body,Food and Farming Group,Public Body,University Of Warwick,ERS-491890-37462,45365.58,Leafy Vegetable Genetic Improvement Network (VeGIN): Pre-breeding research to support sustainable farming of leafy vegetables and salads,CV4 7AL,,Exempt,SFFS0006,Expense,
DEFRA,DEFRA ORGANISATION,25/01/2012,Evidence Non R&D,Defra Executive Agency,Food and Farming Group,Defra Executive Agency,Veterinary Laboratories Agency,ERS-491983-37505,272166.67,Funding to Veterinary Laboratory Agency,KT15 3NB,,Exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,25/01/2012,Evidence Non R&D,Defra Executive Agency,Food and Farming Group,Defra Executive Agency,Veterinary Laboratories Agency,ERS-491984-37506,175000.00,Funding to Veterinary Laboratory Agency,KT15 3NB,,exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,25/01/2012,Evidence Non R&D,Defra Executive Agency,Food and Farming Group,Defra Executive Agency,Animal Health and Veterinary Laboratories Agency,ERS-492289-37650,257666.67,Funding to Animal Health and Veterinary Agency,KT15 3NB,,Exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,10/01/2012,Other Current Payments E,Defra Executive Agency,Food and Farming Group,Defra Executive Agency,Food & Environment Research Agency,F0019358,41333.75,Grant payment to FERA (for project T4ZG),YO41 1LZ,,exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,24/01/2012,Evidence Non R&D,Defra Executive Agency,Food and Farming Group,Defra Executive Agency,Food & Environment Research Agency,F0019360,2724359.00,Funding to FERA to cover plant policy evidence ,YO41 1LZ,,Exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,24/01/2012,Other Current Payments (GB),Defra Executive Agency,Food and Farming Group,Defra Executive Agency,Food & Environment Research Agency,F0019361,999429.00,Funding to FERA to cover plant policy Non-Evidence ,YO41 1LZ,,Exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,10/01/2012,Other Current Payments E,Defra Executive Agency,Food and Farming Group,Defra Executive Agency,Food & Environment Research Agency,F0019557,1292666.68,Funding to FERA for Structural Funding ,YO41 1LZ,,exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,16/01/2012,Evidence Non R&D,Defra Executive Agency,Food and Farming Group,Defra Executive Agency,Veterinary Medicines Directorate,FI00017100,96125.00,Payment for Animal Disease Surveillance and Laboratory Services,KT15 3LS,,Exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,10/01/2012,Payments to Agencies GB,Defra Executive Agency,Food and Farming Group,Defra Executive Agency,Veterinary Medicines Directorate,FI00017101,768500.00,Funding to Veterinary Laboratories Agency to cover policy charges,KT15 3LS,,exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,16/01/2012,Other Current Payments (Evidence R&D),Public Body,Food and Farming Group,Public Body,Brunel University,FI145145,32522.77,Integrated thermal energy storage in food refrigeration equiptment for energy and CO2 emissions reduction,UB8 3PH,,exempt,SFFS0003,Expense,
DEFRA,DEFRA ORGANISATION,27/01/2012,Current Transfers Abroad UK,OGD,Food and Farming Group,OGD,United Nations Environment Prog,FUND9340UK280911,151113.58,Foreign payment- general trust fund for the core programme budget for the biosafety protocol ,100,,,0,Expense,
DEFRA,DEFRA ORGANISATION,16/01/2012,Other Current Payments UK,Defra NDPB,Food and Farming Group,Defra NDPB,Gangmasters Licensing Authority,GIAKAJJAN2012,202464.00,Funding  to Gangmaster Licensing Authority to cover  enforcement cost ,NG8 9AF,,exempt,GLA00002,Expense,
DEFRA,DEFRA ORGANISATION,16/01/2012,Grant-in Aid Payments,Defra NDPB,Food and Farming Group,Defra NDPB,Gangmasters Licensing Authority,GIAKAJJAN201214703200,147032.00,Funding to Gangmaster Licensing Authority to cover compliance cost ,NG8 9AF,,exempt,GLA00005,Expense,
DEFRA,DEFRA ORGANISATION,06/01/2012,Other Current Payments E,Supplier,Food and Farming Group,Supplier,National Farmers Union,OP0026658,99815.19,Grant payment to FERA (for CFE local activity)),CV8 2TZ,SME,Exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,26/01/2012,Other Current Payments (GB),Supplier,Food and Farming Group,Supplier,A D A S UK Ltd,RIRP058333,28310.40,Funding to cover EU protected food names,WV6 8TQ,,11126/1,0,Expense,
DEFRA,DEFRA ORGANISATION,16/01/2012,Other Current Payments (Evidence R&D),Public Body,Food and Farming Group,Public Body,Natural Resources Institute,SN005709,25103.00,Payment for Animal Health and Welfare Research Project,ME4 4TB,,exempt,SFFS0002,Expense,
DEFRA,DEFRA ORGANISATION,03/01/2012,Other Current Payments (Evidence R&D),Supplier,Green Economy and Corporate Services Group,Supplier,Environmental Services Association,1657,70000.00,"Quality Protocol for Incinerator Bottom Ash Aggregate,",SW1W 9TR,SME,exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,30/01/2012,Civil service Pension Administration,OGD,Green Economy and Corporate Services Group,OGD,JSS Pensions Administration,3435,33987.30,Administration charges for Horticulture Research Institute Pensions 2011/12,SN2 1UY,,13548,0,Expense,
DEFRA,DEFRA ORGANISATION,30/01/2012,Other Current Payments (Evidence R&D),Public Body,Green Economy and Corporate Services Group,Public Body,University Of Reading,96006,40000.00,Research and delivery for the Defra Policy Evaluation Project Board,RG6 6AH,,exempt,RDEVFUND,Expense,
DEFRA,DEFRA ORGANISATION,23/01/2012,Other Current Payments E,Supplier,Green Economy and Corporate Services Group,Supplier,Associacao UICN,141211,35000.00,Contribution to a Brazilian National Road Map,70.862-530,SME,,0,Expense,
DEFRA,DEFRA ORGANISATION,24/01/2012,Clearing Construction in Progress (Building Works),Supplier,Green Economy and Corporate Services Group,Supplier,Rotary Yorkshire Ltd,141211,36471.32,Third phase of Biomass Boiler Rollout in Southgate Street ,LS7 2HG,SME,11113,B087P085,Asset,
DEFRA,DEFRA ORGANISATION,03/01/2012,Estates Professional Fees & Services,Supplier,Green Economy and Corporate Services Group,Supplier,D T Z,180054,35404.82,Defra Property Portfolio. DTZ Asset Management Fee ,EH3 9QG,,X,DTZ00000,Expense,
DEFRA,DEFRA ORGANISATION,23/01/2012,Other Current Payments E,OGD,Green Economy and Corporate Services Group,OGD,United Nations Environment Prog,201201,32000.00,Foreign payment - contribution towards African Elephant Fund,1219,,,0,Expense,
DEFRA,DEFRA ORGANISATION,10/01/2012,Payments to Agencies UK,Defra Executive Agency,Green Economy and Corporate Services Group,Defra Executive Agency,Rural Payments Agency,330573,46058.50,Re-charge of IBM costs,RG1 3BU,,exempt,P0700010,Expense,
DEFRA,DEFRA ORGANISATION,24/01/2012,Clearing Construction in Progress (Building Works),Defra Executive Agency,Green Economy and Corporate Services Group,Defra Executive Agency,Rural Payments Agency,330852,91676.00,Re-charge of IBM costs -North Gate House Project 2011,RG1 3BU,,exempt,B642P003,Asset,
DEFRA,DEFRA ORGANISATION,16/01/2012,Computer & IT Services,OGD,Green Economy and Corporate Services Group,OGD,Department For Work & Pensions,2891679,37800.00,Government Gateway Alerts Online services for 01/01/12 - 31/03/12 ,FY5 3TA,,Exempt,ISONB110,Expense,
DEFRA,DEFRA ORGANISATION,06/01/2012,Other Current Payments (Evidence R&D),Supplier,Green Economy and Corporate Services Group,Supplier,A E A Technology - SPM Lead Contract,6145993,28177.50,Evaluation of Waste Reward and Recognition Fund Milestone 2,OX11 0QJ,,exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,24/01/2012,Evidence Non R&D,Supplier,Green Economy and Corporate Services Group,Supplier,A E A Technology - SPM Lead Contract,6146231,152259.77,Sustainable Consumption and Production - Lead Contract - Energy Using Products,OX11 0QJ,,10548,0,Expense,
DEFRA,DEFRA ORGANISATION,24/01/2012,Gas,Supplier,Green Economy and Corporate Services Group,Supplier,Corona Energy,6595144,58799.29," GAS 1.8.11 TO 1.9.11 for Veterinary Laboratory, Weybridge.",WD17 1JW,,,0,Expense,
DEFRA,DEFRA ORGANISATION,24/01/2012,Gas,Supplier,Green Economy and Corporate Services Group,Supplier,Corona Energy,6601206,52396.02," GAS 1.9.11-1.10.11 for Veterinary Laboratory, Weybridge.",WD17 1JW,,,B0870000,Expense,
DEFRA,DEFRA ORGANISATION,24/01/2012,Gas,Supplier,Green Economy and Corporate Services Group,Supplier,Corona Energy,6697375,35260.09," GAS MAR-APR 11 for Veterinary Laboratory, Weybridge.",WD17 1JW,,,B0870000,Expense,
DEFRA,DEFRA ORGANISATION,24/01/2012,Gas,Supplier,Green Economy and Corporate Services Group,Supplier,Corona Energy,6745548,52989.86," GAS 1.10.11 - 1.11.11 for Veterinary Laboratory, Weybridge.",WD17 1JW,,,B0870000,Expense,
DEFRA,DEFRA ORGANISATION,24/01/2012,Gas,Supplier,Green Economy and Corporate Services Group,Supplier,Corona Energy,6745700,51664.97," GAS NOV 11 for Veterinary Laboratory, Weybridge.",WD17 1JW,,,B0870000,Expense,
DEFRA,DEFRA ORGANISATION,20/01/2012,Other Current Payments (Evidence R&D),Public Body,Green Economy and Corporate Services Group,Public Body,University Of Surrey,85003470,188000.00,Sustainable Lifesytles Research Group: Additional cost Habit and Habit Discontinuities Project,GU2 7XH,,Exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,16/01/2012,Electricity,Supplier,Green Economy and Corporate Services Group,Supplier,E D F Energy,123030112,297049.15,ELECTRICITY 01/11/11-31/12/11 for York Central Science Laboratory Sand Hutton,PL3 5XQ,,,B2810000,Expense,
DEFRA,DEFRA ORGANISATION,20/01/2012,Electricity,Supplier,Green Economy and Corporate Services Group,Supplier,E D F Energy,129030112,27512.01,ELECTRICITY 1.12.11-31.12.11 for Lowestoft- Fish Lab-Pakfield Road  ,PL3 5XQ,,,B0940000,Expense,
DEFRA,DEFRA ORGANISATION,24/01/2012,Overhead Incidental Expenses,OGD,Green Economy and Corporate Services Group,OGD,Cabinet Office,250004145,113167.00,"Human Resource Expert Services including Learning, Employee Policy and Resourcing ",RG21 4HG,,Exempt,0,Expense,
