Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Postcode ,Project Code,Expenditure Type,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,NEEDHAM POULIER & PARTNERS,129753637,"43,421.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,SWAIN & CO SOLICITORS LLP,129752761,"43,400.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,JOHN ROBINSON & CO,129752945,"43,400.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,EBR ATTRIDGE,129738777,"43,340.63",Legal Aid Payments: Crime Higher,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,MICHAEL PURDON,129753673,"43,176.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,M H LEGAL,129751558,"43,000.00",Legal Aid Payments: Legal Help,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,BRAIDWOOD LAW PRACTICE SOLICITORS,129782967,"42,755.17",Legal Aid Payments: Crime Higher,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,MORGAN HALL LTD,129662890,"42,669.23",Legal Aid Payments: Civil Representation,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,BERRY REDMOND GORDON &  PENNEY LLP,129753882,"42,373.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,THALIWAL  BRIDGE,129752135,"42,300.00",Legal Aid Payments: Legal Help,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,"TANG,BENTLEY & JACKSON LIMITED",129753139,"42,300.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,GANS & CO SOLICITORS LLP,129753612,"42,197.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,KANGS SOLICITORS,129689590,"42,140.36",Legal Aid Payments: Crime Higher,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,SAMUEL STEIN,129701467,"42,130.87",Legal Aid Payments: Crime Higher,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,G WILLIAM LOWE QC,129676855,"42,116.74",Legal Aid Payments: Crime Higher,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,LEWIS N POWER,129677649,"41,959.10",Legal Aid Payments: Crime Higher,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,WILSON DEVONALD LTD,129752393,"41,900.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,WELLS BURCOMBE LLP,129753508,"41,888.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,GREATER MANCHESTER IMMIGRATION AID UNIT,129752213,"41,885.00",Legal Aid Payments: Legal Help,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,ROBIN W BELBEN,129606005,"41,856.00",Legal Aid Payments: Civil Representation,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,INGRAMS  SOLICITORS,129752946,"41,800.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,FORBES SOLICITORS,129753023,"41,800.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,"GAMMON,PIERCY & GAIGER",129753829,"41,787.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,ROSS SOLICITORS LTD,129753245,"41,700.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,MALCOLM T P GIBNEY,129726915,"41,662.80",Legal Aid Payments: Crime Higher,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,TURPIN & MILLER LLP,129752191,"41,391.00",Legal Aid Payments: Legal Help,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,SWAIN & CO SOLICITORS LLP,129751631,"41,300.00",Legal Aid Payments: Legal Help,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,THE JOHNSON PARTNERSHIP,129752461,"41,200.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,YARWOOD & STUBLEY,129752812,"41,200.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,NOBLE SOLICITORS,129752508,"41,100.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,B H MOHAMMED,129753302,"41,000.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,CARTWRIGHT KING SOLICITORS,129751611,"40,912.98",Legal Aid Payments: Legal Help,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,BOND JOSEPH,129753805,"40,893.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,KESAR & CO SOLICITORS,129688333,"40,874.00",Legal Aid Payments: Legal Help,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,DAVID B NATHAN,129677244,"40,805.69",Legal Aid Payments: Crime Higher,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,HDH LAW,129753384,"40,800.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,M & N SOLICITORS,129753336,"40,700.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,TATES,129752930,"40,600.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,BAILEY NICHOLSON GRAYSON,129752587,"40,400.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,SWITALSKI'S LLP,129689795,"40,224.85",Legal Aid Payments: Civil Representation,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,SULTAN LLOYD SOLICITORS LTD,129750864,"40,000.00",Legal Aid Payments: Legal Help,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,GUILE NICHOLAS-INC DONALD GALBRAITH & CO,129751310,"40,000.00",Legal Aid Payments: Legal Help,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,BHATIA BEST LTD,129752432,"40,000.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,SWAIN & CO SOLICITORS LLP,129752595,"40,000.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,DEIGHTON PIERCE GLYNN LTD,129772564,"40,000.00",Legal Aid Payments: Civil Representation,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,EXCEL SOLICITORS,129754134,"39,783.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,ANGELA PORTER SOLCITORS,129753851,"39,772.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,TRANTERS CRIMINAL LAW PRACTICE,129753065,"39,700.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,EBR ATTRIDGE,129738776,"39,453.77",Legal Aid Payments: Crime Higher,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,NORRIE WAITE & SLATER,129752879,"39,100.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,GUNEY CLARK & RYAN LTD CO,129753601,"38,909.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,TILLY BAILEY & IRVINE LLP,129752846,"38,900.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,SWITALSKI'S LLP,129714291,"38,882.01",Legal Aid Payments: Civil Representation,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,DDE LAW LTD,129783020,"38,849.62",Legal Aid Payments: Crime Higher,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,DAVID PHILLIPS & PARTNERS,129752650,"38,700.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,LLM SOLICITORS (LONDON) LTD,129754110,"38,683.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,SMITH PARTNERSHIP,129753316,"38,600.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,WILLIAMSON SOLICITORS LTD,129752943,"38,400.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,DUNCAN LEWIS,129751268,"38,300.00",Legal Aid Payments: Legal Help,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,MOWBRAY WOODWARDS SOLICITORS,129751805,"38,265.00",Legal Aid Payments: Legal Help,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,GULLANDS,129753087,"38,100.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,CHURCHERS,129753141,"38,100.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,HC SOLICITORS LLP,129751064,"38,000.00",Legal Aid Payments: Legal Help,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,BEN HOARE BELL LLP,129751507,"38,000.00",Legal Aid Payments: Legal Help,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,RICHARD J CAREY-HUGHES Q.C.,129677669,"37,914.29",Legal Aid Payments: Crime Higher,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,KERIM FUAD QC,129726866,"37,914.29",Legal Aid Payments: Crime Higher,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,ALEXANDER SOLICITORS LTD,129752512,"37,900.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,SALLIE A BENNETT JENKINS QC,129754782,"37,898.64",Legal Aid Payments: Crime Higher,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,SHEPHERD REYNOLDS SOLICITORS LTD,129753790,"37,728.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,RICHARD BODY & CO,129753101,"37,700.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,KEMPS,129753740,"37,646.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,ELLIOT MATHER LLP,129752470,"37,500.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,ROY FOREMAN & CO SOLICITORS,129752926,"37,500.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,ALBIN & CO LTD,129753172,"37,500.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,MCQUEENS SOLICITORS,129701321,"37,401.68",Legal Aid Payments: Crime Higher,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,NATHAN AARON SOLICITORS,129688369,"37,397.00",Legal Aid Payments: Legal Help,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,BOLTON CAB,129685574,"37,359.00",Legal Aid Payments: Legal Help,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,EDWARDS DUTHIE,129752598,"37,350.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,CARTWRIGHT KING SOLICITORS,129752481,"37,300.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,HAYGARTH JONES,129753645,"37,106.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,FRANCES M T OLDHAM,129677174,"37,042.54",Legal Aid Payments: Crime Higher,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,SMITH PARTNERSHIP,129752475,"37,000.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,FREEMANS SOLICITORS.,129752715,"37,000.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,GLEDHILL SOLICITORS,129751776,"36,946.00",Legal Aid Payments: Legal Help,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,STEEL & SHAMASH,129752749,"36,900.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,CHRISTOPHER J MILLINGTON,129701969,"36,851.10",Legal Aid Payments: Crime Higher,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,GURNEY HARDEN,129753799,"36,811.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,IRVING & CO,129752025,"36,746.00",Legal Aid Payments: Legal Help,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,WITHY KING LLP,129708381,"36,739.41",Legal Aid Payments: Civil Representation,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,DANIEL WOODMAN & CO LTD,129753220,"36,700.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,THE JOHNSON PARTNERSHIP INC:SARAH MARGIOTTA,129752458,"36,600.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,LANYON BOWDLER SOLICITORS,129753267,"36,600.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,BUTLER & CO,129750949,"36,500.00",Legal Aid Payments: Legal Help,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,HAY & KILNER,129752828,"36,500.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,RUSSELL & RUSSELL SOLICITORS,129752953,"36,500.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,CHARLES R PARSLEY,129734253,"36,306.00",Legal Aid Payments: Civil Representation,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,GEOFFREY FORRESTER & CO,129752833,"36,300.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,TAYLOR HALDANE BARLEX LLP,129753535,"36,264.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,MACNAB CLARKE SOLICITORS,129753180,"36,200.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,SOUTHERNS SOLICITORS,129753764,"36,166.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,CHIVERS SOLICITORS LLP,129752909,"36,100.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,STOCK MORAN & SWALWELL,129752969,"35,900.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,BAKE & CO SOLICITORS,129688356,"35,879.00",Legal Aid Payments: Legal Help,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,LLOYDS PR LTD,129753505,"35,860.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,EBR ATTRIDGE,129726872,"35,788.22",Legal Aid Payments: Crime Higher,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,BSB SOLICITORS-ADVOCATE,129677097,"35,748.59",Legal Aid Payments: Crime Higher,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,BLACKFORDS LLP,129782615,"35,715.84",Legal Aid Payments: Crime Higher,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,WANNOPS LLP,129754208,"35,678.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,KAIM TODNER SOLICITORS LIMITED,129753562,"35,623.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,JOHN FOWLERS LLP,129751071,"35,600.00",Legal Aid Payments: Legal Help,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,SLATER & GORDON (UK) LLP,129717997,"35,476.80",Legal Aid Payments: Crime Higher,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,KSP SOLICITORS,129754103,"35,449.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,PARKER BIRD GARDNER,129740688,"35,402.34",Legal Aid Payments: Civil Representation,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,STRAW & PEARCE,129752435,"35,400.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,STERNBERG REED SOLICITORS,129735357,"35,385.84",Legal Aid Payments: Crime Higher,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,BLACKWELLS,129752907,"35,300.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,C W BOOTH & CO,129753656,"35,235.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,EBR ATTRIDGE,129752633,"35,200.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,LINSKILLS,129752782,"35,200.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,BOLTON CAB,129752216,"35,068.00",Legal Aid Payments: Legal Help,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,LLOYD & ROWE,129752396,"35,000.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,BANNER JONES LTD,129752476,"35,000.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,LUMB & MACGILL,129752906,"35,000.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,O'GARRAS SOLICITORS,129752938,"35,000.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,NUNN RICKARD SOLICITOR ADVOCATES,129753230,"35,000.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,MCGRATH & CO SOLICITORS,129753305,"35,000.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,OWEN NASH & CO,129753329,"35,000.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,PS LAW LLP,129753411,"35,000.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,PEARSON CAULFIELD,129753676,"34,952.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,LOUND MULRENAN SOLICITORS,129752752,"34,900.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,MARTYN HEWETT,129753103,"34,900.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,BRIAN L ST LOUIS,129782904,"34,817.27",Legal Aid Payments: Crime Higher,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,LICHFIELD REYNOLDS,129753289,"34,800.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,NUMBER ONE LAW LLP,129753938,"34,653.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,DAPINDERPAUL SINGH,129689620,"34,645.80",Legal Aid Payments: Crime Higher,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,SHAW GRAHAM KERSH,129752723,"34,600.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,DUNCAN LEWIS,129685432,"34,585.00",Legal Aid Payments: Legal Help,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,KIRWANS,129753647,"34,563.00",Legal Aid Payments: Crime Lower,,,,
