Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number, Amount ,PO Line Description,Supplier Site Postcode,Supplier Type,Latest Contract Number,Project Code,Expenditure Type
,,27/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,NORTH EAST LONDON NHS FOUNDATION TRUST,ERS-554569-119524," 41,010.00 ",Research Capability Funding (STANDARD),CM8 2TL,PUBLIC,,,
,,27/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,NORTH BRISTOL NHS TRUST,ERS-554568-119543," 75,884.00 ",Research Capability Funding (STANDARD),BS1 2NP,PUBLIC,,,
,,27/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,NHS South Norfolk Clinical Commissioning Group 06Y,ERS-554565-119571," 35,392.29 ",HS & DR,NR7 0WG,PUBLIC,,,
,,27/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,NHS BRISTOL CCG 11H,ERS-554562-119572," 89,406.00 ",Research Capability Funding (STANDARD),BS1 3NX,PUBLIC,,,
,,27/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,MANCHESTER MENTAL HEALTH & SOCIAL CARE TRUST,ERS-554559-119566," 38,770.00 ",Research Capability Funding (STANDARD),M21 9UN,PUBLIC,,,
,,27/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,CAMDEN AND ISLINGTON NHS FOUNDATION TRUST,ERS-554548-119567," 59,343.00 ",Research Capability Funding (STANDARD),NW1 0PE,PUBLIC,,,
,,27/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-554543-119521," 56,405.00 ",Research Capability Funding (STANDARD),WF3 1WE,PUBLIC,,,
,,26/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,PUBLIC HEALTH ENGLAND PHE033,ERS-554487-119507," 39,428.00 ",PROJECTS,SP4 0JG,PUBLIC,,,
,,26/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,PORTSMOUTH HOSPITAL NHS TRUST,ERS-554484-119502," 50,112.00 ",AD-HOC - ETC,PO6 3LY,PUBLIC,,,
,,21/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,LEEDS TEACHING HOSPITAL NHS TRUST,1410042425," 157,607.08 ",NCCRCD Management,LS9 7TF,PUBLIC,,,
,,20/04/2016,Outsourcing Contract,DG: RESEARCH & DEVELOPMENT,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,8226219," 198,961.00 ",UK Cochrane Centre ,OX3 7HE,PUBLIC,,,
,,19/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,ERS-554333-119321," 60,705.09 ",Invention for Innovation,S75 2PY,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-554311-119274," 2,176,579.00 ",Comprehensive Networks,LE5 4QF,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-554311-119274," 15,000.00 ",NIHR Senior Investigator's Funding,LE5 4QF,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-554311-119274," 135,163.00 ",Biomedical Units,LE5 4QF,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-554311-119274," 83,333.00 ",Biomedical Units,LE5 4QF,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-554311-119274," 83,333.00 ",Biomedical Units,LE5 4QF,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-554310-119241," 1,313,590.00 ",Comprehensive Networks,BS99 1YF,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-554310-119241," 14,088.00 ",HTA Commissioned Research,BS99 1YF,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-554310-119241," 165,696.00 ",CLAHRCs,BS99 1YF,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-554310-119241," 133,413.00 ",Biomedical Units,BS99 1YF,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-554310-119241," 123,286.00 ",Biomedical Units,BS99 1YF,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-554309-119249," 121,910.00 ",Biomedical Units,SO52 9AB,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-554309-119249," 177,416.00 ",Bio-Medical Centres,SO52 9AB,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-554309-119249," 168,076.00 ",CRFs - CRII,SO52 9AB,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-554309-119249," 172,450.00 ",CLAHRCs,SO52 9AB,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-554309-119249," 1,657,411.00 ",Comprehensive Networks,SO52 9AB,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,ERS-554308-119256," 15,000.00 ",NIHR Senior Investigator's Funding,M23 9LT,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,ERS-554308-119256," 45,455.00 ",CRFs - CRII,M23 9LT,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-554307-119265," 166,666.00 ",CLAHRCs,B15 2PR,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-554307-119265," 255,204.00 ",CRFs - CRII,B15 2PR,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-554307-119265," 127,791.00 ",Biomedical Units,B15 2PR,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-554303-119266," 1,838,629.00 ",Bio-Medical Centres,NW1 2BX,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-554303-119266," 33,438.00 ",Research for Patient Benefit,NW1 2BX,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-554303-119266," 83,333.00 ",Biomedical Units,NW1 2BX,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-554303-119266," 100,000.00 ",CRFs - CRII,NW1 2BX,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,THE ROYAL WOLVERHAMPTON NHS TRUST,ERS-554301-119254," 2,927,241.00 ",Comprehensive Networks,WV10 0QP,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,THE ROYAL MARSDEN NHS FOUNDATION TRUST,ERS-554300-119261," 1,024,729.00 ",Bio-Medical Centres,SM2  5PT,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,THE ROYAL MARSDEN NHS FOUNDATION TRUST,ERS-554300-119261," 53,615.00 ",CRFs - CRII,SM2  5PT,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,THE ROYAL MARSDEN NHS FOUNDATION TRUST,ERS-554300-119261," 15,000.00 ",NIHR Senior Investigator's Funding,SM2  5PT,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,THE ROYAL MARSDEN NHS FOUNDATION TRUST,ERS-554300-119261," 15,000.00 ",NIHR Senior Investigator's Funding,SM2  5PT,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,THE ROYAL MARSDEN NHS FOUNDATION TRUST,ERS-554300-119261," 15,000.00 ",NIHR Senior Investigator's Funding,SM2  5PT,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-554299-119269," 1,941,255.00 ",Comprehensive Networks,NE7 7DN,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-554299-119269," 72,727.00 ",CRFs - CRII,NE7 7DN,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-554299-119269," 83,333.00 ",Bio-Medical Centres,NE7 7DN,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-554299-119269," 373,776.00 ",Bio-Medical Centres,NE7 7DN,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,THE CHRISTIE NHS FOUNDATION TRUST,ERS-554298-119244," 81,818.00 ",CRFs - CRII,M20 4BX,PUBLIC,,,
,,01/04/2016,Outsourcing Contract,DG: PUBLIC & INTERNATIONAL HEALTH,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),0000023946," 61,420.09 ",Service Level Agreement between NHS Business Services Authority and Secretary of State for Health for the management of services relating to the Healthy Food Schemes (HFS) - 2015-16,NE1 6SN,PUBLIC,,,
,,01/04/2016,Arm Length Bodies-Revenue Subsidy,DG: PUBLIC & INTERNATIONAL HEALTH,NHS BLOOD AND TRANSPLANT (NHSBT),953403," 405,891.14 ",NHSBT revenue drawdown for 2015/16,LS15 7TW,PUBLIC,,,
,,05/04/2016,Outsourcing Contract,DG: PUBLIC & INTERNATIONAL HEALTH,NHS SUPPLY CHAIN,9046000103," 66,969.60 ",NHS Supply Chain - School Fruit Vegetable Scheme (SFVS) Distributor funding 2015/16 - 1st September 2015 to 31st March 2016,DE55 4QJ,PUBLIC,,,
,,05/04/2016,Outsourcing Contract,DG: PUBLIC & INTERNATIONAL HEALTH,NHS SUPPLY CHAIN,9046000104," 927,067.66 ",NHS Supply Chain - School Fruit Vegetable Scheme (SFVS) Distributor funding 2015/16 - 1st September 2015 to 31st March 2016,DE55 4QJ,PUBLIC,,,
,,05/04/2016,Outsourcing Contract,DG: PUBLIC & INTERNATIONAL HEALTH,NHS SUPPLY CHAIN,9046000105," 54,781.75 ",NHS Supply Chain - School Fruit Vegetable Scheme (SFVS) Distributor funding 2015/16 - 1st September 2015 to 31st March 2016,DE55 4QJ,PUBLIC,,,
,,05/04/2016,Outsourcing Contract,DG: PUBLIC & INTERNATIONAL HEALTH,NHS BLOOD AND TRANSPLANT (NHSBT),953315," 282,100.00 ",Improving stem cell services UK 2015/16,LS15 7TW,PUBLIC,,,
,,05/04/2016,Outsourcing Contract,DG: PUBLIC & INTERNATIONAL HEALTH,NHS BLOOD AND TRANSPLANT (NHSBT),953426," 630,950.00 ",Improving stem cell services UK 2015/16,LS15 7TW,PUBLIC,,,
,,14/04/2016,Outsourcing Contract,DG: PUBLIC & INTERNATIONAL HEALTH,NHS SUPPLY CHAIN,9047000000," 39,696.54 ",NHS Supply Chain - School Fruit Vegetable Scheme (SFVS) Distributor funding 2015/16 - 1st September 2015 to 31st March 2016,DE55 4QJ,PUBLIC,,,
,,14/04/2016,Outsourcing Contract,DG: PUBLIC & INTERNATIONAL HEALTH,NHS SUPPLY CHAIN,9047000001," 1,529,028.59 ",NHS Supply Chain - School Fruit Vegetable Scheme (SFVS) Distributor funding 2015/16 - 1st September 2015 to 31st March 2016,DE55 4QJ,PUBLIC,,,
,,14/04/2016,Outsourcing Contract,DG: PUBLIC & INTERNATIONAL HEALTH,NHS SUPPLY CHAIN,9047000002," 133,139.00 ",NHS Supply Chain - Pesticide testing costs 2015/16 - 1st September 2015 to 31st March 2016,DE55 4QJ,PUBLIC,,,
,,14/04/2016,Outsourcing Contract,DG: PUBLIC & INTERNATIONAL HEALTH,NHS SUPPLY CHAIN,9047000002," 1,620,486.16 ",NHS Supply Chain - School Fruit Vegetable Scheme (SFVS) Distributor funding 2015/16 - 1st September 2015 to 31st March 2016,DE55 4QJ,PUBLIC,,,
,,26/04/2016,Outsourcing Contract,DG: PUBLIC & INTERNATIONAL HEALTH,NHS SUPPLY CHAIN,9047000005," 1,539,298.72 ",NHS Supply Chain - School Fruit Vegetable Scheme (SFVS) Distributor funding 2015/16 - 1st September 2015 to 31st March 2016,DE55 4QJ,PUBLIC,,,
,,06/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,THE CHRISTIE NHS FOUNDATION TRUST,ERS-554035-119041," 70,704.00 ",HTA - Support for Clinical Trials,M20 4BX,PUBLIC,,,
,,12/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,CAMDEN AND ISLINGTON NHS FOUNDATION TRUST,ERS-554141-119067," 82,521.00 ",Programme Grants for NHS Trusts,NW1 0PE,PUBLIC,,,
,,15/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST.,ERS-554188-119221," 115,778.00 ",Invention for Innovation,ST4 7LN,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,ERS-554245-119243," 36,364.00 ",CRFs - CRII,L12 2AP,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,BARTS HEALTH NHS TRUST,ERS-554246-119305," 3,282,645.00 ",Comprehensive Networks,E1 8PR,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,BARTS HEALTH NHS TRUST,ERS-554246-119305," 166,664.00 ",CLAHRCs,E1 8PR,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,BARTS HEALTH NHS TRUST,ERS-554246-119305," 109,290.00 ",Biomedical Units,E1 8PR,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,BARTS HEALTH NHS TRUST,ERS-554246-119305," 159,734.00 ",Programme Grants for NHS Trusts,E1 8PR,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,BRIGHTON & SUSSEX UNIVERSITY HOSPITALS NHS TRUST,ERS-554249-119276," 54,545.00 ",CRFs - CRII,BN2 3EW,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-554251-119246," 15,000.00 ",NIHR Senior Investigator's Funding,CB2 2QQ,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-554251-119246," 197,255.00 ",CRFs - CRII,CB2 2QQ,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-554251-119246," 83,333.00 ",Biomedical Units,CB2 2QQ,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-554251-119246," 2,062,642.00 ",Bio-Medical Centres,CB2 2QQ,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,ERS-554253-119267," 176,666.00 ",CLAHRCs,CB1 5EE,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-554254-119272," 2,020,324.00 ",Comprehensive Networks,M13 0JR,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-554254-119272," 15,000.00 ",NIHR Senior Investigator's Funding,M13 0JR,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-554254-119272," 15,000.00 ",NIHR Senior Investigator's Funding,M13 0JR,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-554254-119272," 15,000.00 ",NIHR Senior Investigator's Funding,M13 0JR,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-554254-119272," 100,000.00 ",CRFs - CRII,M13 0JR,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-554254-119272," 84,083.00 ",Biomedical Units,M13 0JR,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,ERS-554255-119263," 166,666.00 ",CLAHRCs,SW10 9NH,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,ERS-554259-119259," 690,990.00 ",Bio-Medical Centres,WC1N 3JH,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,ERS-554259-119259," 10,720.00 ",Research for Patient Benefit,WC1N 3JH,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-554261-119251," 2,442,017.00 ",Comprehensive Networks,SE1 9RT,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-554261-119251," 10,929.00 ",Health Technology Co-operatives,SE1 9RT,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-554261-119251," 102,604.00 ",CRFs - CRII,SE1 9RT,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-554261-119251," 1,018,611.00 ",Bio-Medical Centres,SE1 9RT,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,ERS-554263-119273," 76,498.00 ",Programme Grants for NHS Trusts,HU16 5JQ,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ERS-554264-119278," 197,927.00 ",CRFs - CRII,W12 0HS,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ERS-554264-119278," 1,900,697.00 ",Bio-Medical Centres,W12 0HS,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ERS-554264-119278," 129,920.00 ",Quality and Safety Research Centres,W12 0HS,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ERS-554264-119278," 1,388,092.00 ",Comprehensive Networks,W12 0HS,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,KINGS COLLEGE HOSPITAL NHS FOUNDATION TRUST,ERS-554267-119253," 169,999.00 ",CLAHRCs,SE5 9RS,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,LEEDS TEACHING HOSPITAL NHS TRUST,ERS-554269-119264," 112,276.00 ",Biomedical Units,LS9 7TF,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,LEEDS TEACHING HOSPITAL NHS TRUST,ERS-554269-119264," 11,037.00 ",CRFs - CRII,LS9 7TF,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ERS-554276-119260," 15,000.00 ",NIHR Senior Investigator's Funding,EC1V 2PD,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ERS-554276-119260," 492,587.00 ",Bio-Medical Centres,EC1V 2PD,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ERS-554276-119260," 104,309.00 ",CRFs - CRII,EC1V 2PD,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,NHS LIVERPOOL CCG,ERS-554278-119306," 165,153.00 ",CLAHRCs,L1 4AZ,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ERS-554279-119255," 2,070,311.00 ",Comprehensive Networks,NR4 7UY,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-554280-119275," 104,288.00 ",Biomedical Units,NG7 2UK,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-554280-119275," 121,090.00 ",Biomedical Units,NG7 2UK,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST,ERS-554282-119248," 166,666.00 ",CLAHRCs,NG3 6AA,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,OXFORD HEALTH NHS FOUNDATION TRUST,ERS-554283-119258," 166,666.00 ",CLAHRCs,OX4 2GX,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-554284-119270," 1,273,942.00 ",Comprehensive Networks,OX3 7HE,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-554284-119270," 15,000.00 ",NIHR Senior Investigator's Funding,OX3 7HE,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-554284-119270," 15,000.00 ",NIHR Senior Investigator's Funding,OX3 7HE,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-554284-119270," 15,000.00 ",NIHR Senior Investigator's Funding,OX3 7HE,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-554284-119270," 67,969.00 ",CRFs - CRII,OX3 7HE,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-554284-119270," 1,705,558.00 ",Bio-Medical Centres,OX3 7HE,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-554284-119270," 166,667.00 ",Biomedical Units,OX3 7HE,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,ERS-554288-119268," 15,000.00 ",NIHR Senior Investigator's Funding,UB9 6JH,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,ERS-554288-119268," 15,000.00 ",NIHR Senior Investigator's Funding,UB9 6JH,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,ERS-554288-119268," 15,000.00 ",NIHR Senior Investigator's Funding,UB9 6JH,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,ERS-554288-119268," 147,148.00 ",Biomedical Units,UB9 6JH,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,ERS-554288-119268," 160,114.00 ",Biomedical Units,UB9 6JH,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ERS-554289-119247," 104,333.00 ",CRFs - CRII,EX2 5DW,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ERS-554289-119247," 180,903.00 ",CLAHRCs,EX2 5DW,PUBLIC,,,
,,18/04/2016,Research & development,DG: RESEARCH & DEVELOPMENT,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ERS-554289-119247," 1,246,873.00 ",Comprehensive Networks,EX2 5DW,PUBLIC,,,
