EXAMPLES OF GPC EXPENDITURE,,,,,
,,,,,
MODGPC128174,01-Oct-15,General Retail and Wholesale       , FURNITURE/EQUIP STORES,4380.48,128174
MODGPC128175,12-Oct-15,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,1092.6,128175
MODGPC128176,02-Oct-15,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,768,128176
MODGPC128177,07-Oct-15,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,24727,128177
MODGPC128178,08-Oct-15,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,796.99,128178
MODGPC128179,02-Oct-15,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",1197.6,128179
MODGPC128180,03-Oct-15,Books and Periodicals              , BOOK STORES,876.75,128180
MODGPC128181,13-Oct-15,Building Materials                 , GLASS/PAINT/WALLPAPER STORES,600.43,128181
MODGPC128182,02-Oct-15,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,1815,128182
MODGPC128183,02-Oct-15,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,1265,128183
MODGPC128184,08-Oct-15,General Retail and Wholesale       , SPORTING GOODS STORES,1299.36,128184
MODGPC128185,12-Oct-15,Print and Advertising              , MISC PUBLISHING & PRINTING,539.1,128185
MODGPC128186,06-Oct-15,Mail and Courier Services          , POSTAGE STAMPS,1150,128186
MODGPC128187,06-Oct-15,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,1052.11,128187
MODGPC128188,06-Oct-15,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,814.8,128188
MODGPC128189,06-Oct-15,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,814.8,128189
MODGPC128190,05-Oct-15,Leisure Activities                 , BOAT DEALERS,1361.93,128190
MODGPC128191,06-Oct-15,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,8477.12,128191
MODGPC128192,07-Oct-15,Financial Services                 , INSURANCE SALES/UNDERWRITE,2120,128192
MODGPC128193,08-Oct-15,Leisure Activities                 ," MARINAS, SERVICE & SUPPLY",791.5,128193
MODGPC128194,08-Oct-15,General Retail and Wholesale       , ELECTRONICS STORES,519,128194
MODGPC128195,07-Oct-15,Statutory Bodies                   , GOV'T SERV - DEFAULT,500,128195
MODGPC128196,09-Oct-15,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,2060,128196
MODGPC128197,08-Oct-15,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,1199.95,128197
MODGPC128198,13-Oct-15,Cleaning Services and Supplies     , CLEAN/MAINT/JANITORAL SERV,584.58,128198
MODGPC128199,05-Oct-15,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,1554.95,128199
MODGPC128200,08-Oct-15,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,1005,128200
MODGPC128201,05-Oct-15,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,703.14,128201
MODGPC128202,07-Oct-15,General Retail and Wholesale       , MISC SPECIALTY RETAIL,710.22,128202
MODGPC128203,05-Oct-15,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,624,128203
MODGPC128204,05-Oct-15,Books and Periodicals              , BOOK STORES,642.6,128204
MODGPC128205,09-Oct-15,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,594,128205
MODGPC128206,02-Oct-15,Telecommunication Services         , TELECOMMUNICATION EQUIPMENT,2521.8,128206
MODGPC128207,02-Oct-15,Telecommunication Services         , TELECOMMUNICATION EQUIPMENT,2521.8,128207
MODGPC128208,02-Oct-15,Telecommunication Services         , TELECOMMUNICATION EQUIPMENT,1869.3,128208
MODGPC128209,02-Oct-15,General Retail and Wholesale       , MISC SPECIALTY RETAIL,996.58,128209
MODGPC128210,09-Oct-15,Miscellaneous Industrial/Commercial, CHEMICALS/ALLIED PRODS - DEF,1117.63,128210
MODGPC128211,13-Oct-15,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,1056.28,128211
MODGPC128212,07-Oct-15,Mail and Courier Services          , POSTAGE STAMPS,500,128212
MODGPC128213,01-Oct-15,Statutory Bodies                   , GOV'T SERV - DEFAULT,787,128213
MODGPC128214,06-Oct-15,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,1220.35,128214
MODGPC128215,01-Oct-15,General Retail and Wholesale       ," GIFT, CARD, NOVELTY STORES",830.4,128215
MODGPC128216,05-Oct-15,Statutory Bodies                   , GOV'T SERV - DEFAULT,1500,128216
MODGPC128217,07-Oct-15,Professional Services              , ESTATE AGENTS AND PROPERTY SERVICES,1785,128217
MODGPC128218,07-Oct-15,Print and Advertising              , MISC PUBLISHING & PRINTING,889.92,128218
MODGPC128219,09-Oct-15,Print and Advertising              , MISC PUBLISHING & PRINTING,695.52,128219
MODGPC128220,09-Oct-15,Print and Advertising              , MISC PUBLISHING & PRINTING,714,128220
MODGPC128221,09-Oct-15,Print and Advertising              , MISC PUBLISHING & PRINTING,1000,128221
MODGPC128222,12-Oct-15,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,804,128222
MODGPC128223,01-Oct-15,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,768,128223
MODGPC128224,01-Oct-15,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,1319.6,128224
MODGPC128225,01-Oct-15,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,1015.2,128225
MODGPC128226,05-Oct-15,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,1048.62,128226
MODGPC128227,06-Oct-15,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,831.48,128227
MODGPC128228,07-Oct-15,Utilities and Non Automotive Fuel  , UTILITIES/ELEC/GAS/H2O/SANI,1441.07,128228
MODGPC128229,13-Oct-15,"Office Stationery, Equipment and Su", STATIONERY STORES,951.46,128229
MODGPC128230,08-Oct-15,Training and Educational           , TRADE/VOCATIONAL SCHOOLS,1707.48,128230
MODGPC128231,08-Oct-15,Training and Educational           , TRADE/VOCATIONAL SCHOOLS,2827.44,128231
MODGPC128232,08-Oct-15,Telecommunication Services         , TELECOMMUNICATION EQUIPMENT,3075,128232
MODGPC128233,09-Oct-15,Statutory Bodies                   , GOV'T SERV - DEFAULT,794.4,128233
MODGPC128234,12-Oct-15,Books and Periodicals              , BOOKS/PERIODICALS/NEWSPAPERS,962.86,128234
MODGPC128235,06-Oct-15,General Retail and Wholesale       , SPORTING GOODS STORES,630,128235
MODGPC128236,07-Oct-15,Mail Order / Direct Selling        , CATALOG MERCHANT,795,128236
MODGPC128237,12-Oct-15,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,1475.6,128237
MODGPC128238,01-Oct-15,"Vehicles, Servicing and Spares     ", AUTO SERVICE SHOPS/NON DEALER,1302.7,128238
MODGPC128239,12-Oct-15,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,1782,128239
MODGPC128240,06-Oct-15,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,726,128240
MODGPC128241,03-Oct-15,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,579,128241
MODGPC128242,02-Oct-15,Miscellaneous Industrial/Commercial, CHEMICALS/ALLIED PRODS - DEF,725.62,128242
MODGPC128243,05-Oct-15,Mail Order / Direct Selling        , CATALOG MERCHANT,3923.4,128243
MODGPC128244,13-Oct-15,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,1267.2,128244
MODGPC128245,07-Oct-15,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,504.64,128245
MODGPC128246,07-Oct-15,"Vehicles, Servicing and Spares     ", MOTOR VEHICLE SUPPLY/NEW PARTS,1609.5,128246
MODGPC128247,09-Oct-15,General Retail and Wholesale       , COMBINATION CATALOG & RETAIL,2006.4,128247
MODGPC128248,09-Oct-15,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,575.24,128248
MODGPC128249,06-Oct-15,General Retail and Wholesale       , FURNITURE/EQUIP STORES,549,128249
MODGPC128250,06-Oct-15,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,829.02,128250
MODGPC128251,01-Oct-15,Mail Order / Direct Selling        , CONTINUITY/SUBSCRIPTION MERCHT,2832,128251
MODGPC128252,13-Oct-15,Building Services                  ," HEATING, PLUMBING, AIR COND",502.8,128252
MODGPC128253,02-Oct-15,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,654.46,128253
MODGPC128254,12-Oct-15,Professional Services              , PROFESSIONAL SERVICES - DEF,2484,128254
MODGPC128255,13-Oct-15,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,667.56,128255
MODGPC128256,06-Oct-15,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,603.98,128256
MODGPC128257,01-Oct-15,General Retail and Wholesale       , HARDWARE STORES,2705.47,128257
MODGPC128258,08-Oct-15,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,1216.18,128258
MODGPC128259,07-Oct-15,General Retail and Wholesale       , HARDWARE STORES,4950,128259
MODGPC128260,08-Oct-15,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,21979.98,128260
MODGPC128261,09-Oct-15,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,6827.04,128261
MODGPC128262,06-Oct-15,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,1267.68,128262
MODGPC128263,12-Oct-15,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,1884,128263
MODGPC128264,13-Oct-15,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,508.8,128264
MODGPC128265,01-Oct-15,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,2284.8,128265
MODGPC128266,13-Oct-15,Training and Educational           , TRADE/VOCATIONAL SCHOOLS,1425.96,128266
MODGPC128267,13-Oct-15,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,5673.7,128267
MODGPC128268,12-Oct-15,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,2671.97,128268
MODGPC128269,08-Oct-15,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,5441.53,128269
MODGPC128270,08-Oct-15,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,4999.99,128270
MODGPC128271,08-Oct-15,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,1991.52,128271
MODGPC128272,08-Oct-15,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,2655.36,128272
MODGPC128273,09-Oct-15,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,1987.2,128273
MODGPC128274,02-Oct-15,Building Services                  , ELECTRICAL CONTRACTORS,996.3,128274
MODGPC128275,12-Oct-15,Building Services                  , ELECTRICAL CONTRACTORS,5824.04,128275
MODGPC128276,05-Oct-15,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,869.01,128276
MODGPC128277,08-Oct-15,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,4623,128277
MODGPC128278,13-Oct-15,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,4394.58,128278
MODGPC128279,06-Oct-15,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,2460,128279
MODGPC128280,07-Oct-15,Personal Services                  , DETECTIVE/PROTECTIVE AGEN,2450.69,128280
MODGPC128281,07-Oct-15,Personal Services                  , DETECTIVE/PROTECTIVE AGEN,16956.72,128281
MODGPC128282,07-Oct-15,Personal Services                  , DETECTIVE/PROTECTIVE AGEN,2833.61,128282
MODGPC128283,07-Oct-15,Personal Services                  , DETECTIVE/PROTECTIVE AGEN,4092.84,128283
MODGPC128284,05-Oct-15,General Retail and Wholesale       , FURNITURE/EQUIP STORES,4848,128284
MODGPC128285,08-Oct-15,Leisure Activities                 ," MARINAS, SERVICE & SUPPLY",1716.24,128285
MODGPC128286,08-Oct-15,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,1351.63,128286
MODGPC128287,07-Oct-15,"Vehicles, Servicing and Spares     ", MOTOR VEHICLE SUPPLY/NEW PARTS,786.28,128287
MODGPC128288,07-Oct-15,"Vehicles, Servicing and Spares     ", AUTO BODY REPAIR SHOPS,954.13,128288
MODGPC128289,01-Oct-15,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,2430,128289
MODGPC128290,08-Oct-15,Estate and Garden Services         ," NURSERIES, LAWN/GARDEN SUPPLY",1620,128290
MODGPC128291,13-Oct-15,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,1388,128291
MODGPC128292,12-Oct-15,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,3206.75,128292
MODGPC128293,05-Oct-15,General Retail and Wholesale       , PRECIOUS STONES/METALS/JEWELRY,1049,128293
MODGPC128294,07-Oct-15,General Retail and Wholesale       , DISCOUNT STORES,1119.92,128294
MODGPC128295,01-Oct-15,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,634.97,128295
MODGPC128296,05-Oct-15,"Vehicles, Servicing and Spares     ", CAR & TRUCK DEALERS/USED ONLY,594.57,128296
MODGPC128297,06-Oct-15,General Retail and Wholesale       , ELECTRONICS STORES,1769.28,128297
MODGPC128298,06-Oct-15,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,709.2,128298
MODGPC128299,06-Oct-15,Professional Services              , PROFESSIONAL SERVICES - DEF,8970.24,128299
MODGPC128300,06-Oct-15,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,534.6,128300
MODGPC128301,08-Oct-15,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,692,128301
MODGPC128302,08-Oct-15,Training and Educational           , BUSINESS/SECRETARIAL SCHOOL,1339.82,128302
MODGPC128303,08-Oct-15,Training and Educational           , BUSINESS/SECRETARIAL SCHOOL,1339.82,128303
MODGPC128304,05-Oct-15,General Retail and Wholesale       , SPORTING GOODS STORES,1968.75,128304
MODGPC128305,05-Oct-15,General Retail and Wholesale       , SPORTING GOODS STORES,3746.25,128305
MODGPC128306,08-Oct-15,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,6759.45,128306
MODGPC128307,02-Oct-15,Professional Services              , PROFESSIONAL SERVICES - DEF,534,128307
MODGPC128308,01-Oct-15,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,1700.72,128308
MODGPC128309,13-Oct-15,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,827.2,128309
MODGPC128310,01-Oct-15,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,993.6,128310
MODGPC128311,01-Oct-15,Books and Periodicals              , BOOK STORES,767.52,128311
MODGPC128312,06-Oct-15,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,746.61,128312
MODGPC128313,07-Oct-15,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,1526.4,128313
MODGPC128314,05-Oct-15,Cleaning Services and Supplies     , CLEAN/MAINT/JANITORAL SERV,509.15,128314
MODGPC128315,12-Oct-15,Medical Supplies and Services      , MED/HEALTH SERVICES - DEF,825,128315
MODGPC128316,07-Oct-15,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,600,128316
MODGPC128317,05-Oct-15,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,529.96,128317
MODGPC128318,05-Oct-15,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,2782.72,128318
MODGPC128319,05-Oct-15,Training and Educational           , SCHOOLS - DEFAULT,1020,128319
MODGPC128320,06-Oct-15,Training and Educational           , SCHOOLS - DEFAULT,1846.8,128320
MODGPC128321,08-Oct-15,Training and Educational           , BUSINESS/SECRETARIAL SCHOOL,2562,128321
MODGPC128322,09-Oct-15,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,2712.6,128322
MODGPC128323,09-Oct-15,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,2712.6,128323
MODGPC128324,09-Oct-15,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,2712.6,128324
MODGPC128325,09-Oct-15,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,2712.6,128325
MODGPC128326,07-Oct-15,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,1972,128326
MODGPC128327,05-Oct-15,Miscellaneous Industrial/Commercial, TOOL HIRE,792,128327
MODGPC128328,05-Oct-15,Books and Periodicals              , BOOK STORES,1111.45,128328
MODGPC128329,06-Oct-15,Professional Services              , PROFESSIONAL SERVICES - DEF,1975.2,128329
MODGPC128330,08-Oct-15,Mail Order / Direct Selling        , CATALOG MERCHANT,505.47,128330
MODGPC128331,13-Oct-15,Cleaning Services and Supplies     , CLEAN/MAINT/JANITORAL SERV,959.36,128331
MODGPC128332,06-Oct-15,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,954,128332
MODGPC128333,08-Oct-15,Statutory Bodies                   , GOV'T SERV - DEFAULT,612.75,128333
MODGPC128334,06-Oct-15,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,1274.4,128334
MODGPC128335,08-Oct-15,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,8800,128335
MODGPC128336,02-Oct-15,General Retail and Wholesale       , ELECTRONICS STORES,2889,128336
MODGPC128337,09-Oct-15,"Vehicles, Servicing and Spares     ", AUTO SERVICE SHOPS/NON DEALER,791.02,128337
MODGPC128338,06-Oct-15,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,1359.12,128338
MODGPC128339,07-Oct-15,Professional Services              , PROFESSIONAL SERVICES - DEF,1914,128339
MODGPC128340,12-Oct-15,Professional Services              , PROFESSIONAL SERVICES - DEF,648,128340
MODGPC128341,07-Oct-15,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,708,128341
MODGPC128342,07-Oct-15,General Retail and Wholesale       , HARDWARE STORES,4826.88,128342
MODGPC128343,13-Oct-15,General Retail and Wholesale       , HARDWARE STORES,684,128343
MODGPC128344,08-Oct-15,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,4896,128344
MODGPC128345,13-Oct-15,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,1520.04,128345
MODGPC128346,09-Oct-15,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,1048.78,128346
MODGPC128347,02-Oct-15,General Retail and Wholesale       , MISC SPECIALTY RETAIL,11616,128347
MODGPC128348,06-Oct-15,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",5561.11,128348
MODGPC128349,07-Oct-15,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",639.3,128349
MODGPC128350,09-Oct-15,Medical Supplies and Services      , HEARING AID/SALES/SERVICE,839.86,128350
MODGPC128351,08-Oct-15,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,956.16,128351
MODGPC128352,08-Oct-15,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,531.2,128352
MODGPC128353,05-Oct-15,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",671.75,128353
MODGPC128354,05-Oct-15,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",556.36,128354
MODGPC128355,06-Oct-15,Medical Supplies and Services      , MED/HEALTH SERVICES - DEF,686.4,128355
MODGPC128356,06-Oct-15,Medical Supplies and Services      , OPTICIANS,944.52,128356
MODGPC128357,06-Oct-15,Medical Supplies and Services      , OPTICIANS,541.5,128357
MODGPC128358,13-Oct-15,Medical Supplies and Services      , OPTICIANS,680,128358
MODGPC128359,02-Oct-15,Mail Order / Direct Selling        , CONTINUITY/SUBSCRIPTION MERCHT,841.2,128359
MODGPC128360,06-Oct-15,Medical Supplies and Services      , OPTICIANS,593.96,128360
MODGPC128361,09-Oct-15,Personal Services                  , DETECTIVE/PROTECTIVE AGEN,525,128361
MODGPC128362,05-Oct-15,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,730,128362
MODGPC128363,06-Oct-15,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,555.6,128363
MODGPC128364,06-Oct-15,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",929.77,128364
MODGPC128365,07-Oct-15,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",846.79,128365
MODGPC128366,07-Oct-15,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",509.96,128366
MODGPC128367,05-Oct-15,Medical Supplies and Services      , OPTICIANS,576,128367
MODGPC128368,07-Oct-15,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,2445,128368
MODGPC128369,07-Oct-15,Books and Periodicals              , BOOKS/PERIODICALS/NEWSPAPERS,1375.5,128369
MODGPC128370,13-Oct-15,"Office Stationery, Equipment and Su", QUICK COPY/REPRO SERVICES,2045.18,128370
MODGPC128371,13-Oct-15,Mail Order / Direct Selling        , CONTINUITY/SUBSCRIPTION MERCHT,540,128371
MODGPC128372,07-Oct-15,Medical Supplies and Services      , HOSPITALS,1915,128372
MODGPC128373,02-Oct-15,Leisure Activities                 , THEATRICAL PRODUCERS,810,128373
MODGPC128374,01-Oct-15,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,4652.4,128374
MODGPC128375,01-Oct-15,General Retail and Wholesale       , MISC APPAREL/ACCESS STORES,844.52,128375
MODGPC128376,05-Oct-15,Hotels\Restaurants\Bars               , RESTAURANTS,651.73,128376
MODGPC128377,09-Oct-15,Medical Supplies and Services      , MEDICAL/DENTAL LABS,519,128377
MODGPC128378,09-Oct-15,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,4050,128378
MODGPC128379,01-Oct-15,Professional Services              , PROFESSIONAL SERVICES - DEF,900,128379
MODGPC128380,06-Oct-15,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,1064,128380
MODGPC128381,08-Oct-15,Books and Periodicals              , BOOKS/PERIODICALS/NEWSPAPERS,3794,128381
MODGPC128382,06-Oct-15,General Retail and Wholesale       , FURNITURE/EQUIP STORES,566.5,128382
MODGPC128383,04-Oct-15,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,981,128383
MODGPC128384,02-Oct-15,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,1505,128384
MODGPC128385,05-Oct-15,Print and Advertising              , MISC PUBLISHING & PRINTING,673.25,128385
MODGPC128386,01-Oct-15,Professional Services              , ARCHITECTURAL/ENG/SURVEY,4200,128386
MODGPC128387,05-Oct-15,Statutory Bodies                   , GOV'T SERV - DEFAULT,1200,128387
MODGPC128388,09-Oct-15,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,720,128388
MODGPC128389,12-Oct-15,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,927.6,128389
MODGPC128390,05-Oct-15,Professional Services              , ACCOUNTANTS/AUDITORS/BOOKPR,2157.3,128390
MODGPC128391,01-Oct-15,General Retail and Wholesale       , BICYCLE SHOPS/SALES/SERVICE,1050.1,128391
MODGPC128392,02-Oct-15,General Retail and Wholesale       , SPORTING GOODS STORES,624,128392
MODGPC128393,09-Oct-15,General Retail and Wholesale       , SPORTING GOODS STORES,2063.1,128393
MODGPC128394,09-Oct-15,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,3040.25,128394
MODGPC128395,12-Oct-15,General Retail and Wholesale       , SPORTS/RIDING APPAREL STORES,1088.33,128395
MODGPC128396,02-Oct-15,Leisure Activities                 , RECREATION SERVICES,4900,128396
MODGPC128397,05-Oct-15,Books and Periodicals              , BOOK STORES,542.95,128397
MODGPC128398,07-Oct-15,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,2146.91,128398
MODGPC128399,12-Oct-15,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,4332,128399
MODGPC128400,12-Oct-15,Statutory Bodies                   , GOV'T SERV - DEFAULT,1500.61,128400
MODGPC128401,08-Oct-15,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,621.6,128401
MODGPC128402,02-Oct-15,"Vehicles, Servicing and Spares     ", AUTO SERVICE SHOPS/NON DEALER,540,128402
MODGPC128403,02-Oct-15,"Vehicles, Servicing and Spares     ", AUTO SERVICE SHOPS/NON DEALER,530,128403
MODGPC128404,08-Oct-15,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,952.69,128404
MODGPC128405,08-Oct-15,Hotels\Restaurants\Bars               , RESTAURANTS,605.4,128405
MODGPC128406,02-Oct-15,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,734.88,128406
MODGPC128407,02-Oct-15,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,919.2,128407
MODGPC128408,07-Oct-15,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,624,128408
MODGPC128409,09-Oct-15,Leisure Activities                 , RECREATION SERVICES,1264.31,128409
MODGPC128410,02-Oct-15,Business Clothing and Footwear     , UNIFORMS & COMMERCIAL CLOTHING,1476.96,128410
MODGPC128411,02-Oct-15,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,569.6,128411
MODGPC128412,13-Oct-15,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,704.82,128412
MODGPC128413,12-Oct-15,Building Services                  , SPEC CONTRACTORS - DEFAULT,1206,128413
MODGPC128414,07-Oct-15,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,3110.57,128414
MODGPC128415,13-Oct-15,General Retail and Wholesale       , SPORTING GOODS STORES,555.54,128415
MODGPC128416,12-Oct-15,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,1200,128416
MODGPC128417,02-Oct-15,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,686.31,128417
MODGPC128418,08-Oct-15,Building Services                  , GEN CONTRACTORS RESIDENTL/COML,647.32,128418
MODGPC128419,05-Oct-15,Books and Periodicals              , BOOK STORES,2255,128419
MODGPC128420,08-Oct-15,Building Services                  , SPEC CONTRACTORS - DEFAULT,4665.6,128420
MODGPC128421,09-Oct-15,Professional Services              , VETERINARY SERVICES,949.25,128421
MODGPC128422,09-Oct-15,Professional Services              , VETERINARY SERVICES,1625.99,128422
MODGPC128423,12-Oct-15,General Retail and Wholesale       , MISC SPECIALTY RETAIL,602.8,128423
MODGPC128424,09-Oct-15,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,530,128424
MODGPC128425,08-Oct-15,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,705.48,128425
MODGPC128426,08-Oct-15,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,733.96,128426
MODGPC128427,12-Oct-15,Statutory Bodies                   , GOV'T SERV - DEFAULT,850,128427
MODGPC128428,12-Oct-15,Training and Educational           , TRADE/VOCATIONAL SCHOOLS,700,128428
MODGPC128429,13-Oct-15,Print and Advertising              , MISC PUBLISHING & PRINTING,548.95,128429
MODGPC128430,02-Oct-15,General Retail and Wholesale       , MISC SPECIALTY RETAIL,1683.37,128430
MODGPC128431,07-Oct-15,Professional Services              , PROFESSIONAL SERVICES - DEF,961.9,128431
MODGPC128432,06-Oct-15,General Retail and Wholesale       , HARDWARE STORES,567.75,128432
