Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Vat Registration Num
Department of Health,Department of Health,14/09/2011,Travel & Subsistence,Informatics,HRG UK,13615202,91.4,
Department of Health,Department of Health,14/09/2011,Travel & Subsistence,Informatics,HRG UK,13615202,123.4,
Department of Health,Department of Health,14/09/2011,Travel & Subsistence,Informatics,HRG UK,13615202,123.4,
Department of Health,Department of Health,14/09/2011,Travel & Subsistence,Informatics,HRG UK,13615202,123.4,
Department of Health,Department of Health,14/09/2011,Travel & Subsistence,Informatics,HRG UK,13615202,133.4,
Department of Health,Department of Health,14/09/2011,Travel & Subsistence,Informatics,HRG UK,13615202,134.4,
Department of Health,Department of Health,14/09/2011,Travel & Subsistence,Informatics,HRG UK,13615202,140.81,
Department of Health,Department of Health,14/09/2011,Travel & Subsistence,Informatics,HRG UK,13615202,166.8,
Department of Health,Department of Health,14/09/2011,Travel & Subsistence,Informatics,HRG UK,13615202,168.4,
Department of Health,Department of Health,14/09/2011,Travel & Subsistence,Informatics,HRG UK,13615202,178.4,
Department of Health,Department of Health,14/09/2011,Travel & Subsistence,Informatics,HRG UK,13615202,220.8,
Department of Health,Department of Health,14/09/2011,Travel & Subsistence,Informatics,HRG UK,13615202,222.8,
Department of Health,Department of Health,14/09/2011,Travel & Subsistence,Informatics,HRG UK,13615202,255.79,
Department of Health,Department of Health,14/09/2011,Travel & Subsistence,Informatics,HRG UK,13615202,255.8,
Department of Health,Department of Health,14/09/2011,Travel & Subsistence,Informatics,HRG UK,13615202,283.2,
Department of Health,Department of Health,14/09/2011,Travel & Subsistence,Informatics,HRG UK,13615202,300.19,
Department of Health,Department of Health,14/09/2011,Travel & Subsistence,Informatics,HRG UK,13615202,313.8,
Department of Health,Department of Health,14/09/2011,Travel & Subsistence,Informatics,HRG UK,13615202,340.8,
Department of Health,Department of Health,14/09/2011,Travel & Subsistence,Informatics,HRG UK,13615202,349.58,
Department of Health,Department of Health,14/09/2011,Travel & Subsistence,Informatics,HRG UK,13615202,354.8,
Department of Health,Department of Health,14/09/2011,Travel & Subsistence,Informatics,HRG UK,13615202,381.04,
Department of Health,Department of Health,14/09/2011,Travel & Subsistence,Informatics,HRG UK,13615202,410.2,
Department of Health,Department of Health,14/09/2011,Travel & Subsistence,Informatics,HRG UK,13615202,419.94,
Department of Health,Department of Health,14/09/2011,Travel & Subsistence,Informatics,HRG UK,13615202,421.99,
Department of Health,Department of Health,14/09/2011,Travel & Subsistence,Informatics,HRG UK,13615202,440.21,
Department of Health,Department of Health,14/09/2011,Travel & Subsistence,Informatics,HRG UK,13615202,440.59,
Department of Health,Department of Health,14/09/2011,Travel & Subsistence,Informatics,HRG UK,13615202,484.8,
Department of Health,Department of Health,14/09/2011,Travel & Subsistence,Informatics,HRG UK,13615202,563.99,
Department of Health,Department of Health,14/09/2011,Travel & Subsistence,Informatics,HRG UK,13615202,605.09,
Department of Health,Department of Health,14/09/2011,Travel & Subsistence,Informatics,HRG UK,13615202,614.81,
Department of Health,Department of Health,14/09/2011,Travel & Subsistence,Informatics,HRG UK,13615202,626.2,
Department of Health,Department of Health,14/09/2011,Travel & Subsistence,Informatics,HRG UK,13615202,766.6,
Department of Health,Department of Health,14/09/2011,Travel & Subsistence,Informatics,HRG UK,13615202,813.95,
Department of Health,Department of Health,14/09/2011,Travel & Subsistence,Informatics,HRG UK,13615202,829.66,
Department of Health,Department of Health,14/09/2011,Travel & Subsistence,Informatics,HRG UK,13615202,901.01,
Department of Health,Department of Health,14/09/2011,Travel & Subsistence,Informatics,HRG UK,13615202,970.8,
Department of Health,Department of Health,14/09/2011,Travel & Subsistence,Informatics,HRG UK,13615202,1004.4,
Department of Health,Department of Health,14/09/2011,Travel & Subsistence,Informatics,HRG UK,13615202,1009.98,
Department of Health,Department of Health,14/09/2011,Travel & Subsistence,Informatics,HRG UK,13615202,1294.09,
Department of Health,Department of Health,14/09/2011,Travel & Subsistence,Informatics,HRG UK,13615202,1384.21,
Department of Health,Department of Health,14/09/2011,Travel & Subsistence,Informatics,HRG UK,13615202,1515.19,
Department of Health,Department of Health,14/09/2011,Travel & Subsistence,Informatics,HRG UK,13615202,1651,
Department of Health,Department of Health,14/09/2011,Facilities management: contract,NHS FINANCE PERFORMANCE & OPERATIONS,New Century Property Developments Ltd,0342116029/09/11,1652.04,
Department of Health,Department of Health,14/09/2011,Travel & Subsistence,Informatics,HRG UK,13615202,1814.6,
Department of Health,Department of Health,14/09/2011,Travel & Subsistence,Informatics,HRG UK,13615202,1828.88,
Department of Health,Department of Health,14/09/2011,Travel & Subsistence,Informatics,HRG UK,13615202,1946.48,
Department of Health,Department of Health,14/09/2011,Travel & Subsistence,Informatics,HRG UK,13615202,2070.28,
Department of Health,Department of Health,14/09/2011,Travel & Subsistence,Informatics,HRG UK,13615202,2166.85,
Department of Health,Department of Health,14/09/2011,Travel & Subsistence,Informatics,HRG UK,13615202,2187,
Department of Health,Department of Health,14/09/2011,Travel & Subsistence,Informatics,HRG UK,13615202,2880.13,
Department of Health,Department of Health,14/09/2011,Expense clearing GPC (ST),More than one Directorate,BARCLAYCARD BUSINESS,2224001-19-SEP-11,2935.3,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,YORK UNIVERSITY OF,ERS-440817-51143,3073,
Department of Health,Department of Health,14/09/2011,Travel & Subsistence,Informatics,HRG UK,13615202,3849.37,
Department of Health,Department of Health,14/09/2011,Travel & Subsistence,Informatics,HRG UK,13615202,4016.09,
Department of Health,Department of Health,14/09/2011,Travel & Subsistence,Informatics,HRG UK,13615202,4721.27,
Department of Health,Department of Health,14/09/2011,Travel & Subsistence,Informatics,HRG UK,13615202,5059.5,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,BIRMINGHAM UNIVERSITY OF,ERS-440707-51115,6063,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,QUEEN MARY AND WESTFIELD COLLEGE,ERS-440778-51136,6359,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,BRISTOL UNIVERSITY OF,ERS-440713-51116,8579,
Department of Health,Department of Health,14/09/2011,Travel & Subsistence,Informatics,HRG UK,13615202,8941.06,
Department of Health,Department of Health,14/09/2011,Service charge,NHS FINANCE PERFORMANCE & OPERATIONS,New Century Property Developments Ltd,0342116029/09/11,9109.38,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,SHEFFIELD UNIVERSITY OF,ERS-440785-51137,9302,
Department of Health,Department of Health,14/09/2011,Travel & Subsistence,Informatics,HRG UK,13615202,10244.89,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,LEEDS UNIVERSITY OF,ERS-440751-51126,10302,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,NEWCASTLE UNIVERSITY,ERS-440763-51132,10475,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,MANCHESTER UNIVERSITY OF,ERS-440759-51130,10999,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,BRISTOL UNIVERSITY OF,ERS-440713-51116,11000,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,ERS-440731-51093,11504,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,BRISTOL UNIVERSITY OF,ERS-440713-51116,11577,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,BIRMINGHAM UNIVERSITY OF,ERS-440707-51115,11779,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,EAST ANGLIA UNIVERSITY OF,ERS-440729-51118,11779,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,KEELE UNIVERSITY OF,ERS-440742-51123,11779,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,MANCHESTER UNIVERSITY OF,ERS-440759-51130,11779,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,QUEEN MARY AND WESTFIELD COLLEGE,ERS-440778-51136,11779,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,SHEFFIELD UNIVERSITY OF,ERS-440785-51137,11779,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,WARWICK UNIVERSITY OF,ERS-440815-51141,11779,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,ERS-440731-51093,11927,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,YORK UNIVERSITY OF,ERS-440817-51143,12102,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,IMPERIAL COLLEGE LONDON,ERS-440739-51122,12548,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-440757-51121,12590,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,YORK UNIVERSITY OF,ERS-440817-51143,13040,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,HAMMERSMITH AND FULHAM PCT,ERS-440735-51047,13297,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,SHEFFIELD UNIVERSITY OF,ERS-440785-51137,13567,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,BRISTOL UNIVERSITY OF,ERS-440713-51116,13634,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,BIRMINGHAM UNIVERSITY OF,ERS-440707-51115,13750,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,LIVERPOOL UNIVERSITY OF,ERS-440756-51128,14311,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,LIVERPOOL UNIVERSITY OF,ERS-440756-51128,14364,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,LEEDS TEACHING HOSPITAL NHS TRUST,ERS-440749-51088,14410,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,KEELE UNIVERSITY OF,ERS-440742-51123,14503,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,BIRMINGHAM UNIVERSITY OF,ERS-440707-51115,15245,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,BIRMINGHAM UNIVERSITY OF,ERS-440707-51115,15388,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,LEEDS UNIVERSITY OF,ERS-440751-51126,15393,
Department of Health,Department of Health,14/09/2011,Service charge,NHS FINANCE PERFORMANCE & OPERATIONS,THREADNEEDLE PENSIONS LTD,TPN/1013792,15724.03,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,BRISTOL UNIVERSITY OF,ERS-440713-51116,16477,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,WARWICK UNIVERSITY OF,ERS-440815-51141,16819,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-440733-51075,17052,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,EAST ANGLIA UNIVERSITY OF,ERS-440729-51118,17101,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,BIRMINGHAM UNIVERSITY OF,ERS-440707-51115,17495,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,BRISTOL UNIVERSITY OF,ERS-440713-51116,17554,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,UNIVERSITY COLLEGE LONDON (UCL),ERS-440808-51129,17648,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,MANCHESTER UNIVERSITY OF,ERS-440759-51130,18235,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,KINGS COLLEGE LONDON,ERS-440743-51124,18767,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-440802-51092,19405,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,THE CHRISTIE HOSPITAL NHS FOUNDATION TRUST,ERS-440801-51066,19523,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,MANCHESTER UNIVERSITY OF,ERS-440759-51130,19766,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,QUEEN MARY AND WESTFIELD COLLEGE,ERS-440778-51136,20020,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,QUEEN MARY AND WESTFIELD COLLEGE,ERS-440778-51136,20059,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,BIRMINGHAM UNIVERSITY OF,ERS-440707-51115,20131,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-440757-51121,20260,
Department of Health,Department of Health,14/09/2011,Rent of Land & Buildings (non-PFI operating lease),NHS FINANCE PERFORMANCE & OPERATIONS,THREADNEEDLE PENSIONS LTD,TPN/1013792,20303.26,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,CAMBRIDGE UNIVERSITY OF,ERS-440715-51117,20508,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,LANCASTER UNIVERSITY,ERS-440747-51125,20635,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,SOUTHAMPTON UNIVERSITY OF,ERS-440793-51138,20640,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,UNIVERSITY COLLEGE LONDON (UCL),ERS-440808-51129,20656,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,KINGS COLLEGE LONDON,ERS-440743-51124,20959,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,IMPERIAL COLLEGE LONDON,ERS-440739-51122,21210.55,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,BRISTOL UNIVERSITY OF,ERS-440713-51116,21510,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,LEEDS UNIVERSITY OF,ERS-440751-51126,21532,
Department of Health,Department of Health,14/09/2011,Rent of Land & Buildings (non-PFI operating lease),NHS FINANCE PERFORMANCE & OPERATIONS,New Century Property Developments Ltd,0342116029/09/11,21582,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,SHEFFIELD UNIVERSITY OF,ERS-440785-51137,21662,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,BRISTOL UNIVERSITY OF,ERS-440713-51116,21907,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,LEICESTER UNIVERSITY OF,ERS-440755-51127,22088,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,BRISTOL UNIVERSITY OF,ERS-440713-51116,22182,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,QUEEN MARY AND WESTFIELD COLLEGE,ERS-440778-51136,22263,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,NEWCASTLE UNIVERSITY,ERS-440763-51132,22326,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,SHEFFIELD UNIVERSITY OF,ERS-440785-51137,22332,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,NEWCASTLE UNIVERSITY,ERS-440763-51132,22379,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,IMPERIAL COLLEGE LONDON,ERS-440739-51122,22448,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,SOUTHAMPTON UNIVERSITY OF,ERS-440793-51138,22491,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,SOUTHAMPTON UNIVERSITY OF,ERS-440793-51138,22836.65,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,YORK UNIVERSITY OF,ERS-440817-51143,23386,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,QUEEN MARY AND WESTFIELD COLLEGE,ERS-440778-51136,23507,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,BRISTOL UNIVERSITY OF,ERS-440713-51116,23517,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,LANCASTER UNIVERSITY,ERS-440747-51125,23531,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,BRISTOL UNIVERSITY OF,ERS-440713-51116,23558,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,LEICESTER UNIVERSITY OF,ERS-440755-51127,23558,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,WARWICK UNIVERSITY OF,ERS-440815-51141,23624,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,MANCHESTER UNIVERSITY OF,ERS-440759-51130,23775,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,NEWCASTLE UNIVERSITY,ERS-440763-51132,23806,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,NEWCASTLE UNIVERSITY,ERS-440763-51132,24641,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,MANCHESTER UNIVERSITY OF,ERS-440759-51130,24714,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,BRISTOL UNIVERSITY OF,ERS-440713-51116,24971,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,MANCHESTER UNIVERSITY OF,ERS-440759-51130,25075,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,SOUTHAMPTON UNIVERSITY OF,ERS-440793-51138,25153,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,KINGS COLLEGE LONDON,ERS-440743-51124,25199,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,AINTREE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-440699-51068,25323,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,NEWCASTLE UNIVERSITY,ERS-440763-51132,25622,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,KINGS COLLEGE LONDON,ERS-440743-51124,25826,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,YORK UNIVERSITY OF,ERS-440817-51143,25987,
Department of Health,Department of Health,14/09/2011,Grants to non profit institutions (CUR),SOCIAL CARE,UK SIKH HEALTHCARE CHAPLAINCY GROUP,ERS-440748-51042,26000,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,BRISTOL UNIVERSITY OF,ERS-440713-51116,26031,
Department of Health,Department of Health,14/09/2011,Staff Consultancy & Suppt,Informatics,METHODS CONSULTING LTD,13586798,26255.24,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,LEICESTER UNIVERSITY OF,ERS-440755-51127,26463,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,LIVERPOOL UNIVERSITY OF,ERS-440756-51128,26568,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,NOTTINGHAM UNIVERSITY OF,ERS-440770-51133,26882,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,MANCHESTER UNIVERSITY OF,ERS-440759-51130,26888,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,NEWCASTLE UNIVERSITY,ERS-440763-51132,27070,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,LIVERPOOL UNIVERSITY OF,ERS-440756-51128,27073,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,KINGS COLLEGE LONDON,ERS-440743-51124,27275,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-440875-51175,27310.5,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,EXETER UNIVERSITY OF,ERS-440730-51120,27339,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,UNIVERSITY COLLEGE LONDON (UCL),ERS-440808-51129,27820,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,LIVERPOOL UNIVERSITY OF,ERS-440756-51128,27927,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,IMPERIAL COLLEGE LONDON,ERS-440739-51122,28136,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,BIRMINGHAM UNIVERSITY OF,ERS-440707-51115,28376,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,KINGS COLLEGE LONDON,ERS-440743-51124,28583,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,KINGS COLLEGE LONDON,ERS-440743-51124,28868,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,IMPERIAL COLLEGE LONDON,ERS-440739-51122,29007,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,OXFORD UNIVERSITY,ERS-440775-51134,29104,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,UNIVERSITY COLLEGE LONDON (UCL),ERS-440808-51129,29298,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,ST GEORGES HOSPITAL MEDICAL SCHOOL,ERS-440798-51139,29612,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,UNIVERSITY OF THE WEST OF ENGLAND,ERS-440814-51142,30004,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,ERS-440779-51091,30011,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,ACADEMY OF MEDICAL SCIENCES,ERS-440698-51114,30045,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,IMPERIAL COLLEGE LONDON,ERS-440739-51122,30287,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,LEEDS UNIVERSITY OF,ERS-440751-51126,30598,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,NOTTINGHAM UNIVERSITY OF,ERS-440770-51133,31011,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,KINGS COLLEGE LONDON,ERS-440743-51124,31130,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,KINGS COLLEGE LONDON,ERS-440743-51124,31347,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-440721-51101,31348,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,HEALTH PROTECTION AGENCY (HPA),ERS-440858-51164,31443,
Department of Health,Department of Health,14/09/2011,Contr Other External,Informatics,CABLE & WIRELESS UK,13605963,31714.58,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,WARWICK UNIVERSITY OF,ERS-440815-51141,32051,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,SUSSEX UNIVERSITY OF,ERS-440800-51140,32180,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,EAST ANGLIA UNIVERSITY OF,ERS-440729-51118,32256,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,UNIVERSITY COLLEGE LONDON (UCL),ERS-440808-51129,34251,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,LEEDS UNIVERSITY OF,ERS-440751-51126,34263,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,UNIVERSITY COLLEGE LONDON (UCL),ERS-440808-51129,34460,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,MANCHESTER UNIVERSITY OF,ERS-440759-51130,34582,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,SURREY UNIVERSITY OF,ERS-440860-51170,34875,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,KINGS COLLEGE LONDON,ERS-440743-51124,35337,
Department of Health,Department of Health,14/09/2011,Revenue Grants to Other Bodies,WORKFORCE,OFFICE OF THE HEALTH PROFESSIONS ADJUDICATOR OHPA,OPHA30-SEPT-11,35501,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,LIVERPOOL UNIVERSITY OF,ERS-440756-51128,35975,
Department of Health,Department of Health,14/09/2011,Printing,COMMUNICATIONS,CENTRAL OFFICE OF INFORMATION (COI),736487,36033,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-440757-51121,36041,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,UNIVERSITY COLLEGE LONDON (UCL),ERS-440808-51129,36041,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,OXFORD UNIVERSITY,ERS-440775-51134,36485,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,KINGS COLLEGE LONDON,ERS-440743-51124,36595,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,BRISTOL UNIVERSITY OF,ERS-440713-51116,37017,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,ROYAL FREE HAMPSTEAD NHS TRUST,ERS-440876-51172,37220.86,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,MANCHESTER UNIVERSITY OF,ERS-440759-51130,37250,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,NEWCASTLE UNIVERSITY,ERS-440763-51132,37290,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,OXFORD UNIVERSITY,ERS-440775-51134,37324,
Department of Health,Department of Health,14/09/2011,Publicity & advertising,COMMUNICATIONS,CENTRAL OFFICE OF INFORMATION (COI),736522,37465,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,UNIVERSITY COLLEGE LONDON (UCL),ERS-440808-51129,37476,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,YORK UNIVERSITY OF,ERS-440884-51188,37810,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,UNIVERSITY COLLEGE LONDON (UCL),ERS-440808-51129,38192,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,OXFORD UNIVERSITY,ERS-440775-51134,38586,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,IMPERIAL COLLEGE LONDON,ERS-440739-51122,39301,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,LEEDS UNIVERSITY OF,ERS-440751-51126,40745,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,LIVERPOOL UNIVERSITY OF,ERS-440756-51128,42128,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,UNIVERSITY COLLEGE LONDON (UCL),ERS-440808-51129,42146,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,QUEEN MARY AND WESTFIELD COLLEGE,ERS-440778-51136,42496,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,LEEDS UNIVERSITY OF,ERS-440751-51126,42773,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-440867-51162,43534,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,BIRMINGHAM UNIVERSITY OF,ERS-440707-51115,45877,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,OXFORD UNIVERSITY,ERS-440775-51134,46275,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,QUEEN MARY AND WESTFIELD COLLEGE,ERS-440778-51136,47197,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,CAMBRIDGE UNIVERSITY OF,ERS-440715-51117,48721,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,BRISTOL UNIVERSITY OF,ERS-440713-51116,50208,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,IMPERIAL COLLEGE LONDON,ERS-440739-51122,50479,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,IMPERIAL COLLEGE LONDON,ERS-440739-51122,50603,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,UNIVERSITY COLLEGE LONDON (UCL),ERS-440808-51129,50819,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-440757-51121,53254,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,KINGS COLLEGE LONDON,ERS-440743-51124,56547,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-440757-51121,60359,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,KENT UNIVERSITY OF,ERS-440888-51182,60706,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,UNIVERSITY COLLEGE LONDON (UCL),ERS-440882-51185,62237,
Department of Health,Department of Health,14/09/2011,Printing,COMMUNICATIONS,CENTRAL OFFICE OF INFORMATION (COI),736486,62830,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,MANCHESTER UNIVERSITY OF,ERS-440759-51130,64255,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,IMPERIAL COLLEGE LONDON,ERS-440739-51122,65954,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,KINGS COLLEGE LONDON,ERS-440743-51124,69543,
Department of Health,Department of Health,14/09/2011,Research & development,R&D,DORSET PCT,ERS-440727-51060,70678,
