Departmental Family,Entity,Date,Expense Type,Expense Area,GL Division Discription,Supplier,Transaction Number, Amount ,PO Line Description,Supplier Site Postcode,Project code,Expenditure Type,Supplier Type,Contract Number
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,BELFAST QUEENS UNIVERSITY OF,ERS-565627-131225," 26,065 ",NIHR Public Health Research ( NETSCC ),BT7 1NN,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,KINGS COLLEGE LONDON,ERS-565628-132190," 59,404 ",HS & DR,SE1 8WA,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-565630-131882," 113,224 ",Invention for Innovation,SE1 9RT,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST,ERS-565631-131207," 27,090 ",Research Capability Funding (STANDARD),B15 2PZ,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST,ERS-565632-131208," 95,958 ",Programme Grants for NHS Trusts,B15 2PZ,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,NEWCASTLE UNIVERSITY,ERS-565633-132310," 56,509 ",HTA Commissioned Research,NE1 7RU,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,BIRMINGHAM CHILDREN'S HOSPITAL NHS FOUNDATION TRUST,ERS-565636-131150," 25,740 ",Research for Patient Benefit,B4 6NL,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,ERS-565637-132025," 39,421 ",Research Capability Funding (STANDARD),EX2 7HY,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUNDATION TRUST RYW,ERS-565638-131413," 47,704 ",Programme Grants for NHS Trusts,B13 8JL,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,LIVERPOOL UNIVERSITY OF,ERS-565639-132243," 30,509 ",Commissioned EME,L69 3BX,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUNDATION TRUST RYW,ERS-565640-131414," 39,990 ",Programme Grants for NHS Trusts,B13 8JL,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,STIRLING UNIVERSITY OF,ERS-565642-132427," 25,213 ",HS & DR,FK9 4LA,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,BIRMINGHAM UNIVERSITY OF,ERS-565644-131226," 472,999 ",Horizon Scanning,B15 2TT,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ERS-565646-132027," 47,289 ",Research for Patient Benefit,W12 0HS,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,BIRMINGHAM UNIVERSITY OF,ERS-565649-131228," 44,174 ",EME - ( NETSCC ),B15 2TT,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,LEEDS UNIVERSITY OF,ERS-565650-132222," 82,840 ",HS & DR,LS2 9JT,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,OXFORD UNIVERSITY OF,ERS-565652-132339," 27,461 ",HS & DR,OX1 2XN,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,BIRMINGHAM UNIVERSITY OF,ERS-565653-131229," 106,769 ",Commissioned EME,B15 2TT,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-565654-132148," 30,153 ",HS & DR,WC1E 7HT,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,BIRMINGHAM UNIVERSITY OF,ERS-565655-131230," 111,108 ",Professorship Awards,B15 2TT,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,BIRMINGHAM UNIVERSITY OF,ERS-565657-131231," 266,530 ",Rus - Regional Design Service,B15 2TT,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,UNIVERSITY HOSPITALS COVENTRY & WARWICKSHIRE NHS TRUST,ERS-565658-131905," 62,884 ",HTA Commissioned Research,CV2 2DX,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,BIRMINGHAM UNIVERSITY OF,ERS-565659-131232," 45,713 ",Clinician Scientist Awards,B15 2TT,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,GLASGOW UNIVERSITY OF,ERS-565660-132132," 38,779 ",NIHR Public Health Research ( NETSCC ),G12 8QQ,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,BIRMINGHAM UNIVERSITY OF,ERS-565661-131233," 110,985 ",HS & DR,B15 2TT,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,BIRMINGHAM UNIVERSITY OF,ERS-565662-131234," 78,440 ",HTA Researcher Lead,B15 2TT,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,BIRMINGHAM UNIVERSITY OF,ERS-565663-132049," 28,343 ",Commissioned EME,B15 2TT,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,BIRMINGHAM UNIVERSITY OF,ERS-565664-131235," 34,975 ",Cochrane (CRG) Programme Grants,B15 2TT,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,EDINBURGH UNIVERSITY OF,ERS-565665-132117," 78,130 ",Commissioned EME,EH1 1HT,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,BIRMINGHAM UNIVERSITY OF,ERS-565667-131237," 83,486 ",HTA Researcher Lead,B15 2TT,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,LIVERPOOL UNIVERSITY OF,ERS-565668-132244," 32,047 ",Commissioned EME,L69 3BX,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,BIRMINGHAM UNIVERSITY OF,ERS-565669-131238," 55,241 ",NIHR Public Health Research ( NETSCC ),B15 2TT,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,UNIVERSITY COLLEGE LONDON UCL,ERS-565670-132259," 234,975 ",PROJECTS,WC1E 6BT,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,BIRMINGHAM UNIVERSITY OF,ERS-565672-131239," 48,924 ",HTA Commissioned Research,B15 2TT,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,BIRMINGHAM UNIVERSITY OF,ERS-565674-131240," 38,843 ",HTA Commissioned Research,B15 2TT,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,BIRMINGHAM UNIVERSITY OF,ERS-565676-131241," 58,260 ",HTA Commissioned Research,B15 2TT,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,LEEDS UNIVERSITY OF,ERS-565677-132223," 41,406 ",PROJECTS,LS2 9JT,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,BIRMINGHAM UNIVERSITY OF,ERS-565678-131242," 42,868 ",EME - ( NETSCC ),B15 2TT,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,LEEDS BECKETT UNIVERSITY,ERS-565679-132218," 52,000 ",PROJECTS,LS1 3HE,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,BIRMINGHAM UNIVERSITY OF,ERS-565680-131243," 52,117 ",HS & DR,B15 2TT,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,BIRMINGHAM WOMENS NHS FOUNDATION TRUST,ERS-565681-131909," 31,367 ",Research for Patient Benefit,B16 6TW,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,BIRMINGHAM UNIVERSITY OF,ERS-565682-131244," 34,488 ",EME - ( NETSCC ),B15 2TT,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-565685-131101," 62,250 ",Health Technology Co-operatives,WF3 1WE,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-565686-131102," 85,873 ",Programme Grants for NHS Trusts,WF3 1WE,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,BIRMINGHAM UNIVERSITY OF,ERS-565687-132050," 27,499 ",NIHR Fellowships,B15 2TT,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-565689-131103," 59,373 ",Programme Grants for NHS Trusts,WF3 1WE,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,OXFORD UNIVERSITY OF,ERS-565692-132340," 71,937 ",HTA Commissioned Research,OX1 2XN,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-565694-131883," 36,654 ",Research for Patient Benefit,SE1 9RT,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-565695-131105," 56,405 ",Research Capability Funding (STANDARD),WF3 1WE,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,PORTSMOUTH HOSPITAL NHS TRUST,ERS-565696-131880," 26,983 ",Research for Patient Benefit,PO6 3LY,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-565697-131106," 48,759 ",HS & DR,WF3 1WE,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-565698-131107," 28,867 ",Research for Patient Benefit,WF3 1WE,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,BRIGHTON & SUSSEX UNIVERSITY HOSPITALS NHS TRUST,ERS-565700-131198," 80,660 ",Programme Grants for NHS Trusts,BN2 3EW,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,POOLE HOSPITAL NHS FOUNDATION TRUST,ERS-565701-131852," 26,181 ",Research for Patient Benefit,BH15 2JB,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,BRIGHTON & SUSSEX UNIVERSITY HOSPITALS NHS TRUST,ERS-565703-131199," 54,545 ",CRFs - CRII,BN2 3EW,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,LIVERPOOL UNIVERSITY OF,ERS-565705-132245," 25,577 ",Cochrane Review Groupss(CRG),L69 3BX,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,LIVERPOOL UNIVERSITY OF,ERS-565707-132246," 39,059 ",Cochrane Review Groupss(CRG),L69 3BX,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,BRISTOL UNIVERSITY OF,ERS-565708-131246," 130,213 ",HTA Researcher Lead,BS8 1TH,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,BRISTOL UNIVERSITY OF,ERS-565709-131247," 91,776 ",School for Public Health,BS8 1TH,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,LIVERPOOL UNIVERSITY OF,ERS-565710-132247," 48,775 ",Cochrane Review Groupss(CRG),L69 3BX,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,BRISTOL UNIVERSITY OF,ERS-565711-131248," 81,547 ",Professorship Awards,BS8 1TH,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,BRISTOL UNIVERSITY OF,ERS-565714-131251," 46,528 ",NIHR Fellowships,BS8 1TH,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,OXFORD UNIVERSITY OF,ERS-565715-132341," 32,788 ",Cochrane Review Groupss(CRG),OX1 2XN,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,BRISTOL UNIVERSITY OF,ERS-565717-131253," 212,279 ",NIHR Health Protection Research Units,BS8 1TH,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,OXFORD UNIVERSITY OF,ERS-565718-132342," 32,788 ",Cochrane Review Groupss(CRG),OX1 2XN,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,OXFORD UNIVERSITY OF,ERS-565719-132343," 35,508 ",Cochrane Review Groupss(CRG),OX1 2XN,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,BRISTOL UNIVERSITY OF,ERS-565720-131254," 99,038 ",PROJECTS,BS8 1TH,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,OXFORD UNIVERSITY OF,ERS-565722-132344," 33,444 ",Cochrane Review Groupss(CRG),OX1 2XN,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,ABERDEEN UNIVERSITY OF,ERS-565723-132031," 35,508 ",Cochrane Review Groupss(CRG),AB24 3FX,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,MANCHESTER UNIVERSITY OF,ERS-565724-132288," 47,525 ",Cochrane Review Groupss(CRG),M13 9PL,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,BRISTOL UNIVERSITY OF,ERS-565725-131256," 36,407 ",NIHR Public Health Research ( NETSCC ),BS8 1TH,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,BRISTOL UNIVERSITY OF,ERS-565726-131257," 79,583 ",NIHR Public Health Research ( NETSCC ),BS8 1TH,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,MANCHESTER UNIVERSITY OF,ERS-565727-132289," 35,508 ",Cochrane Review Groupss(CRG),M13 9PL,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,MANCHESTER UNIVERSITY OF,ERS-565729-132290," 39,059 ",Cochrane Review Groupss(CRG),M13 9PL,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-565730-131113," 53,816 ",HTA Customer Priority Research,CB2 2QQ,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-565733-131116," 197,255 ",CRFs - CRII,CB2 2QQ,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,NOTTINGHAM UNIVERSITY OF,ERS-565734-132328," 35,508 ",Cochrane Review Groupss(CRG),NG7 2RD,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-565735-131117," 60,810 ",Health Technology Co-operatives,CB2 2QQ,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-565736-132149," 35,508 ",Cochrane Review Groupss(CRG),WC1E 7HT,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-565738-132150," 39,059 ",Cochrane Review Groupss(CRG),WC1E 7HT,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,ERS-565739-131850," 32,788 ",Cochrane Review Groupss(CRG),BA1 3NJ,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-565740-131945," 35,508 ",Cochrane Review Groupss(CRG),NW1 2BX,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-565741-131962," 39,059 ",Cochrane Review Groupss(CRG),OX4 2PG,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,SOUTHAMPTON UNIVERSITY OF,ERS-565742-132415," 49,065 ",HS & DR,SO17 1BJ,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,IMPERIAL COLLEGE LONDON,ERS-565743-132164," 25,969 ",HS & DR,SW7 2AZ,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-565744-131874," 58,156 ",HTA Researcher Lead,S5 7AU,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,IMPERIAL COLLEGE LONDON,ERS-565745-132165," 54,930 ",HTA Commissioned Research,SW7 2AZ,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,LONDON NORTH WEST HEALTHCARE NHS TRUST,ERS-565747-132504," 31,285 ",Research for Patient Benefit,HA1 3UJ,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,NOTTINGHAM UNIVERSITY OF,ERS-565749-132329," 48,025 ",PROJECTS,NG7 2RD,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,UNIVERSITY COLLEGE LONDON UCL,ERS-565750-132260," 36,883 ",NIHR Fellowships,WC1E 6BT,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-565751-131118," 551,807 ",Research Capability Funding (STANDARD),CB2 2QQ,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-565753-131119," 83,333 ",Biomedical Units,CB2 2QQ,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,QUEEN MARY UNIVERSITY OF LONDON,ERS-565754-132383," 47,516 ",NIHR Fellowships,E1 2AX,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-565755-131120," 2,062,642 ",Bio-Medical Centres,CB2 2QQ,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-565756-131121," 34,084 ",Research for Patient Benefit,CB2 2QQ,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,BIRMINGHAM UNIVERSITY OF,ERS-565757-132051," 29,986 ",NIHR Fellowships,B15 2TT,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,CAMBRIDGE UNIVERSITY OF,ERS-565758-131258," 284,760 ",PRU,CB2 1TN,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,CAMBRIDGE UNIVERSITY OF,ERS-565760-131259," 95,975 ",School for Public Health,CB2 1TN,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,STIRLING UNIVERSITY OF,ERS-565761-132428," 33,576 ",HS & DR,FK9 4LA,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,CAMBRIDGE UNIVERSITY OF,ERS-565763-131260," 97,272 ",Professorship Awards,CB2 1TN,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,CAMBRIDGE UNIVERSITY OF,ERS-565764-131261," 40,245 ",Clinician Scientist Awards,CB2 1TN,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,SHEFFIELD UNIVERSITY OF,ERS-565765-132398," 65,387 ",HS & DR,S10 2UH,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST,ERS-565767-131865," 42,696 ",HS & DR,NG3 6AA,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,CAMBRIDGE UNIVERSITY OF,ERS-565769-131264," 107,527 ",Professorship Awards,CB2 1TN,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,ERS-565770-131851," 96,203 ",Programme Grants for NHS Trusts,BA1 3NJ,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,CAMBRIDGE UNIVERSITY OF,ERS-565771-131265," 54,384 ",Commissioned EME,CB2 1TN,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,CAMBRIDGE UNIVERSITY OF,ERS-565772-131266," 29,056 ",PROJECTS,CB2 1TN,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,CAMBRIDGE UNIVERSITY OF,ERS-565774-131267," 49,531 ",HTA Commissioned Research,CB2 1TN,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,BRISTOL UNIVERSITY OF,ERS-565775-132067," 64,490 ",NIHR Public Health Research ( NETSCC ),BS8 1TH,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,GLASGOW UNIVERSITY OF,ERS-565776-132133," 43,239 ",NIHR Public Health Research ( NETSCC ),G12 8QQ,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,KINGS COLLEGE LONDON,ERS-565777-132191," 42,667 ",EME - ( NETSCC ),SE1 8WA,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,ERS-565778-131166," 176,666 ",CLAHRCs,CB1 5EE,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,ERS-565779-131167," 56,774 ",Research Capability Funding (STANDARD),CB1 5EE,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,KINGS COLLEGE LONDON,ERS-565780-132192," 69,838 ",EME - ( NETSCC ),SE1 8WA,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,LONDON NORTH WEST HEALTHCARE NHS TRUST,ERS-565782-132505," 28,641 ",Research Capability Funding (STANDARD),HA1 3UJ,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,CAMDEN AND ISLINGTON NHS FOUNDATION TRUST,ERS-565785-131408," 113,140 ",Programme Grants for NHS Trusts,NW1 0PE,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,CAMDEN AND ISLINGTON NHS FOUNDATION TRUST,ERS-565787-131409," 59,343 ",Research Capability Funding (STANDARD),NW1 0PE,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,CANCER RESEARCH UK,ERS-565788-131399," 82,287 ",Experimental Cancer Research Secretariat,EC1V 4AD,,,VCS,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,MANCHESTER UNIVERSITY OF,ERS-565789-132291," 25,864 ",PROJECTS,M13 9PL,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,CANCER RESEARCH UK,ERS-565790-131400," 59,000 ",Cancer Programme,EC1V 4AD,,,VCS,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,YORK UNIVERSITY OF,ERS-565791-132455," 115,000 ",PROJECTS,YO10 5DD,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,CARDIFF AND VALE UNIVERSITY LOCAL HEALTH BOARD,ERS-565792-131217," 36,689 ",HTA Researcher Lead,CF4 4XW,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,CARDIFF UNIVERSITY,ERS-565795-131269," 100,098 ",HTA Researcher Lead,CF24 0DE,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,CARDIFF UNIVERSITY,ERS-565796-131270," 46,351 ",HS & DR,CF24 0DE,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,CARDIFF UNIVERSITY,ERS-565797-131271," 111,638 ",HS & DR,CF24 0DE,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,CARDIFF UNIVERSITY,ERS-565798-131272," 98,928 ",HTA Researcher Lead,CF24 0DE,,,PUBLIC,
