Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number, Amount ,PO Line Description,Supplier Site Postcode,Project code,Expenditure Type,Supplier Type,Contract Number,Vat Registration Num
,,07/07/2015,Revenue Grants to non-profit institutions,DG: SCLGCP,NATIONAL COUNCIL FOR VOLUNTARY YOUTH SERVICES,ERS-540956-106967,"45,250.00",SP National Council for Voluntary Youth Service Grants Payment Q1-Q4 15/16,N1 6DZ,,,VCS,,GB991837077
,,08/07/2015,Outsourcing Contract,DG: GOAD,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,7510075781,"25,500.00",,NE27 0QJ,,,PUBLIC,,
,,08/07/2015,Outsourcing Contract,DG: ERD,MCKESSON INFORMATION SOLUTIONS UK LTD,INV012012,"96,784.95",FY15/16 Payslip Printing & Delivery Charges,CV34 6NZ,,,LARGE,,GB927438206
,,08/07/2015,Outsourcing Contract,DG: ERD,MCKESSON INFORMATION SOLUTIONS UK LTD,INV012019,"482,000.00",FY15/16 Residual Services,CV34 6NZ,,,LARGE,,GB927438206
,,08/07/2015,Outsourcing Contract,DG: ERD,MCKESSON INFORMATION SOLUTIONS UK LTD,INV012020,"482,000.00",FY15/16 Residual Services,CV34 6NZ,,,LARGE,,GB927438206
,,08/07/2015,IT minor costs non capital,DG: GOAD,INOVEM LTD TAS KAHOOTZ,1505, -   ,,RG20 8JE,,,SME,,
,,08/07/2015,IT minor costs non capital,DG: GOAD,INOVEM LTD TAS KAHOOTZ,1505,"72,540.00",,RG20 8JE,,,SME,,
,,08/07/2015,Utilities,DG: GOAD,EDF ENERGY PLC,8177210000/000000520441,"50,654.68",,PL3 5XQ,,,LARGE,,
,,08/07/2015,Utilities,DG: GOAD,EDF ENERGY PLC,8177210000/000000520441,-0.01,,PL3 5XQ,,,LARGE,,
,,08/07/2015,Addition Clearing - IT,DG: GOAD,Optevia Ltd,DFH018,"57,426.00",,ME18 5JH,,,SME,,GB785918076
,,08/07/2015,Telephone costs,DG: GOAD,NETCALL TELECOM LTD,MINV006735,"26,610.00",,HP1 1BB,,,SME,,GB865241323
,,08/07/2015,Outsourcing Contract,DG: SFNHS,COLLINSON GRANT HEALTHCARE LTD,CHAPS8/7/15,"60,525.00",Workforce Analysis in 2 NHS organisations,SW1Y 4JS,,,SME,,GB673339319
,,08/07/2015,Addition Clearing - SW LIC,DG: IGT,BT GROUP PLC,371096,"24,743.84",Capital:  BTGlobal - Spine 2 Data Migration Package  CCN850,NW9 5BA,,,LARGE,,GB245719348
,,08/07/2015,Addition Clearing - SW LIC,DG: IGT,BT GROUP PLC,371096,"64,069.10","Capital: 2014/15 Spine 2  BT - PO 513802 WP2 Dynamic - CCN 850 Original PO shortfall and Indexation shortfall 	 ",NW9 5BA,,,LARGE,,GB245719348
,,08/07/2015,Addition Clearing - SW LIC,DG: IGT,BT GROUP PLC,371112,"112,182.61","Capital: 2014/15 Spine 2  BT - PO 513802 WP2 Dynamic - CCN 850 Original PO shortfall and Indexation shortfall 	 ",NW9 5BA,,,LARGE,,GB245719348
,,08/07/2015,Outsourcing Contract,DG: GOAD,MINISTRY OF JUSTICE (MOJ),IOH162HQ/11579,"37,918.80",,SW1H 9AJ,,,PUBLIC,,
,,08/07/2015,Service charge,DG: IGT,MICROSOFT LTD,9620826548,"601,227.00","Revenue: 2015/16 -  Microsoft NHS Mail 2 - 1 year contract with Microsoft for the Windows Server 2003 Custom Support Agreement	 ",RG6 1WG,,,LARGE,,
,,08/07/2015,Capital Grants to non-profit institutions,DG: IGT,Peace Hospice Care,ERS-540978-107041,"63,442.00",2014/020 Peace Hospice Care - Nursing Technology Fund,WD17 3PH,,,VCS,,
,,08/07/2015,Revenue Grants to non-profit institutions,DG: PHD,YOUTH SPORT TRUST,ERS-541007-107101,"530,750.00",2015/004 Youth Sport Trust - Change4Life,LE11 3QF,,,VCS,,GB653639416
,,08/07/2015,Revenue Grants to non-profit institutions,DG: SCLGCP,CARERS UK,ERS-540968-107001,"39,000.00",2015/16 Strategic Partner Payments - Carers UK,SE1 4LX,,,VCS,,
,,08/07/2015,Revenue Grants to non-profit institutions,DG: SCLGCP,CRUSE BEREAVEMENT CARE LTD,ERS-540975-107021,"32,278.00",2012-13 - IESD - Cruse Bereavement Care - Project: Early intervention to prevent the onset of prolonged grief disorder in recently bereaved people - AIMS 1754812,TW9 1UR,,,VCS,,
,,09/07/2015,Service charge,DG: IGT,GUYS AND ST THOMAS NHS FOUNDATION TRUST,3170442,"107,013.89",NHS Mail extension - revenue costs 14/15 iro salary recharge SJA assignment number 23667066,SE1 9RT,,,PUBLIC,,GB654923417
,,09/07/2015,Professional fees,DG: SCLGCP,TEES ESK AND WEAR VALLEYS NHS FOUNDATION TRUST,4810005360,"60,000.00",Regional Mental Health Act Approval Panels :Panel 1 period of 01-04-15 to 31-03-2016. CPA NO. 513745,TS6 0SZ,,,PUBLIC,,
,,09/07/2015,Outsourcing Contract,DG: SFNHS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-438,"296,116.52",April 15 - March 16 CCN Charges,SL1 2EJ,,,LARGE,,GB904440552
,,09/07/2015,Contractor/Staff Substitution,DG: Central Technical,DLA PIPER UK LLP,54776553,"166,621.62",Professional service s in respect -Fujitsu arbitration - up and including July 2014 - invoices 54772859,LS1 4BY,,,LARGE,,GB823809815
,,09/07/2015,Service charge,DG: IGT,CABLE AND WIRELESS COMMUNICATION (VODAFONE),453637,"30,687.07","Revenue NHS Mail charges for the  Period commencing FY15/16: Core contract to cover spend for AVAS support services and AVAS licenses between April - September 2015 	 ",RG12 1RW,,,LARGE,,GB232303710
,,09/07/2015,Service charge,DG: IGT,MASTEK UK LTD,90334489,"67,041.02","Revenue: 2015/16 SUS Spine Mastek WP8 - Amendment to the Mastek Agreement 14 months 	 ",RG1 8BW,,,LARGE,,GB849750580
,,09/07/2015,Other Admin expenditure,DG: SFNHS,HM REVENUE AND CUSTOMS HMRC,CHAPS,"95,753.21",,NE98 1ZZ,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,BARKING AND DAGENHAM LONDON BOROUGH COUNCIL,ERS-541016-107481,"220,393.00","Local Reform & Community Voices, DOLs and Prison grants",RM10 7BY,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,BARNET LONDON BOROUGH COUNCIL,ERS-541017-107482,"349,393.00","Local Reform & Community Voices, DOLs and Prison grants 2015/16",NW4 4BG,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,BARNSLEY METROPOLITAN BOROUGH COUNCIL,ERS-541018-107483,"358,708.80","Local Reform & Community Voices, DOLs and Prison grants 2015/16",S70 2TJ,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,BATH AND NORTH EAST SOMERSET COUNCIL,ERS-541019-107484,"176,146.00","Local Reform & Community Voices, DOLs and Prison grants 2015/16",BA1 5AW,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,BEDFORD BOROUGH COUNCIL,ERS-541020-107485,"228,751.00","Local Reform & Community Voices, DOLs and Prison grants 2015/16",MK40 1SH,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,BEXLEY LONDON BOROUGH COUNCIL,ERS-541021-107486,"224,091.00","Local Reform & Community Voices, DOLs and Prison grants 2015/16",DA8 1TL,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,BARKING AND DAGENHAM LONDON BOROUGH COUNCIL,ERS-541022-107321,"508,000.00",Social Care Capital Grant 2015/16,RM10 7BY,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,BIRMINGHAM CITY COUNCIL,ERS-541023-107487,"1,556,601.00","Local Reform & Community Voices, DOLs and Prison grants 2015/16",B3 3AB,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,BARNET LONDON BOROUGH COUNCIL,ERS-541024-107322,"806,000.00",Social Care Capital Grant 2015/16,NW4 4BG,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,BARNSLEY METROPOLITAN BOROUGH COUNCIL,ERS-541025-107323,"690,000.00",Social Care Capital Grant 2015/16,S70 2TJ,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,BATH AND NORTH EAST SOMERSET COUNCIL,ERS-541026-107324,"406,000.00",Social Care Capital Grant 2015/16,BA1 5AW,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,BLACKBURN WITH DARWEN BOROUGH COUNCIL,ERS-541027-107489,"184,515.00","Local Reform & Community Voices, DOLs and Prison grants 2015/16",BB1 7DY,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,BEDFORD BOROUGH COUNCIL,ERS-541028-107325,"346,000.00",Social Care Capital Grant 2015/16,MK40 1SH,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,BEXLEY LONDON BOROUGH COUNCIL,ERS-541029-107326,"517,000.00",Social Care Capital Grant 2015/16,DA8 1TL,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,BLACKPOOL BOROUGH COUNCIL,ERS-541030-107488,"218,130.00","Local Reform & Community Voices, DOLs and Prison grants 2015/16",FY1 1NF,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,BIRMINGHAM CITY COUNCIL,ERS-541031-107327,"3,118,000.00",Social Care Capital Grant 2015/16,B3 3AB,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,BLACKBURN WITH DARWEN BOROUGH COUNCIL,ERS-541032-107329,"426,000.00",Social Care Capital Grant 2015/16,BB1 7DY,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,BOLTON METROPOLITAN BOROUGH COUNCIL,ERS-541033-107490,"335,542.00","Local Reform & Community Voices, DOLs and Prison grants 2015/16",BL1 1RX,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,BLACKPOOL BOROUGH COUNCIL,ERS-541034-107328,"503,000.00",Social Care Capital Grant 2015/16,FY1 1NF,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,BOLTON METROPOLITAN BOROUGH COUNCIL,ERS-541035-107330,"774,000.00",Social Care Capital Grant 2015/16,BL1 1RX,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,BOURNEMOUTH COUNCIL,ERS-541036-107331,"492,000.00",Social Care Capital Grant 2015/16,BH2 6DY,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,BRACKNELL FOREST BOROUGH COUNCIL,ERS-541037-107332,"201,000.00",Social Care Capital Grant 2015/16,RG12 1AQ,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,BOURNEMOUTH COUNCIL,ERS-541038-107491,"213,357.00","Local Reform & Community Voices, DOLs and Prison grants 2015/16",BH2 6DY,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,BRADFORD CITY COUNCIL,ERS-541039-107333,"1,279,000.00",Social Care Capital Grant 2015/16,BD1 1HX,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,BRENT LONDON BOROUGH COUNCIL,ERS-541041-107476,"748,000.00",Social Care Capital Grant 2015/16,HA9 8AD,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,BRIGHTON AND HOVE CITY COUNCIL,ERS-541042-107334,"684,000.00",Social Care Capital Grant 2015/16,BN3 2SR,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,BRISTOL CITY COUNCIL,ERS-541043-107335,"1,129,000.00",Social Care Capital Grant 2015/16,BS1 5SP,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,BROMLEY LONDON BOROUGH COUNCIL,ERS-541044-107336,"663,000.00",Social Care Capital Grant 2015/16,BR1 3UH,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,BUCKINGHAMSHIRE COUNTY COUNCIL,ERS-541045-107337,"931,000.00",Social Care Capital Grant 2015/16,HP20 1UA,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,BURY METROPOLITAN BOROUGH COUNCIL,ERS-541046-107338,"455,000.00",Social Care Capital Grant 2015/16,BL9 0SP,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,CALDERDALE METROPOLITAN BOROUGH COUNCIL,ERS-541047-107339,"513,000.00",Social Care Capital Grant 2015/16,HX1 1TP,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,BRACKNELL FOREST BOROUGH COUNCIL,ERS-541048-107492,"87,340.00","Local Reform & Community Voices, DOLs and Prison grants 2015/16",RG12 1AQ,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,CAMBRIDGESHIRE COUNTY COUNCIL,ERS-541049-107340,"1,294,000.00",Social Care Capital Grant 2015/16,CB3 0AP,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,CAMDEN LONDON BOROUGH COUNCIL,ERS-541050-107341,"716,000.00",Social Care Capital Grant 2015/16,WC1H 8NG,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,CENTRAL BEDFORDSHIRE UNITARY AUTHORITY,ERS-541051-107474,"482,000.00",Social Care Capital Grant 2015/16,SG17 5TQ,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,BRADFORD CITY COUNCIL,ERS-541052-107493,"554,498.00","Local Reform & Community Voices, DOLs and Prison grants 2015/16",BD1 1HX,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,CHESHIRE EAST UNITARY AUTHORITY,ERS-541053-107473,"808,000.00",Social Care Capital Grant 2015/16,CW10 OHU,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,CHESHIRE WEST AND CHESTER COUNCIL,ERS-541054-107477,"817,000.00",Social Care Capital Grant 2015/16,CH34 9DB,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,CITY OF LONDON CORPORATION,ERS-541055-107343,"27,000.00",Social Care Capital Grant 2015/16,EC2P 2EJ,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,BRENT LONDON BOROUGH COUNCIL,ERS-541056-107575,"324,181.00","Local Reform & Community Voices, DOLs and Prison grants 2015/16",HA9 8AD,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,CORNWALL COUNTY COUNCIL,ERS-541057-107342,"1,555,000.00",Social Care Capital Grant 2015/16,TR1 3AY,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,BRIGHTON AND HOVE CITY COUNCIL,ERS-541058-107494,"296,573.00","Local Reform & Community Voices, DOLs and Prison grants 2015/16",BN3 2SR,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,BRISTOL CITY COUNCIL,ERS-541059-107495,"598,962.00","Local Reform & Community Voices, DOLs and Prison grants",BS1 5SP,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,BROMLEY LONDON BOROUGH COUNCIL,ERS-541060-107496,"287,350.00","Local Reform & Community Voices, DOLs and Prison grants 2015/16",BR1 3UH,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,BUCKINGHAMSHIRE COUNTY COUNCIL,ERS-541061-107497,"483,905.00","Local Reform & Community Voices, DOLs and Prison grants 2015/16",HP20 1UA,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,BURY METROPOLITAN BOROUGH COUNCIL,ERS-541062-107498,"197,136.00","Local Reform & Community Voices, DOLs and Prison grants 2015/16",BL9 0SP,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,CALDERDALE METROPOLITAN BOROUGH COUNCIL,ERS-541063-107499,"222,217.00","Local Reform & Community Voices, DOLs and Prison grants 2015/16",HX1 1TP,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,CAMBRIDGESHIRE COUNTY COUNCIL,ERS-541064-107500,"900,014.00","Local Reform & Community Voices, DOLs and Prison grants 2015/16",CB3 0AP,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,CAMDEN LONDON BOROUGH COUNCIL,ERS-541065-107501,"310,355.00","Local Reform & Community Voices, DOLs and Prison grants 2015/16",WC1H 8NG,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,COVENTRY CITY COUNCIL,ERS-541066-107344,"864,000.00",Social Care Capital Grant 2015/16,CV1 5RR,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,CENTRAL BEDFORDSHIRE UNITARY AUTHORITY,ERS-541067-107573,"209,027.00","Local Reform & Community Voices, DOLs and Prison grants 2015/16",SG17 5TQ,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,CROYDON LONDON BOROUGH COUNCIL,ERS-541068-107345,"780,000.00",Social Care Capital Grant 2015/16,CR9 1BQ,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,CUMBRIA COUNTY COUNCIL,ERS-541069-107346,"1,396,000.00",Social Care Capital Grant 2015/16,CA3 8NA,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,DARLINGTON BOROUGH COUNCIL,ERS-541070-107347,"279,000.00",Social Care Capital Grant 2015/16,DL1 5QT,,,PUBLIC,,GB259097816
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,CHESHIRE EAST UNITARY AUTHORITY,ERS-541071-107572,"420,086.00","Local Reform & Community Voices, DOLs and Prison grants 2015/16",CW10 OHU,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,DERBY CITY COUNCIL,ERS-541072-107348,"640,000.00",Social Care Capital Grant 2015/16,DE1 2FS,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,DERBYSHIRE COUNTY COUNCIL,ERS-541073-107349,"2,020,000.00",Social Care Capital Grant 2015/16,DE4 3AG,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,DEVON COUNTY COUNCIL,ERS-541074-107350,"1,991,000.00",Social Care Capital Grant 2015/16,EX2 4QJ,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,CHESHIRE WEST AND CHESTER COUNCIL,ERS-541075-107576,"354,155.00","Local Reform & Community Voices, DOLs and Prison grants 2015/16",CH34 9DB,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,DONCASTER METROPOLITAN BOROUGH COUNCIL,ERS-541076-107351,"841,000.00",Social Care Capital Grant 2015/16,DN1 1GG,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,DORSET COUNTY COUNCIL,ERS-541078-107352,"1,078,000.00",Social Care Capital Grant 2015/16,DT1 1XJ,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,DUDLEY METROPOLITAN BOROUGH COUNCIL,ERS-541079-107354,"870,000.00",Social Care Capital Grant 2015/16,DY1 1HG,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,DURHAM COUNTY COUNCIL,ERS-541080-107355,"1,572,000.00",Social Care Capital Grant 2015/16,DH1 5UL,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,EALING LONDON BOROUGH COUNCIL,ERS-541082-107356,"789,000.00",Social Care Capital Grant 2015/16,W5 2HL,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,EAST RIDING OF YORKSHIRE COUNCIL,ERS-541083-107419,"805,000.00",Social Care Capital Grant 2015/16,HU17 9BA,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,EAST SUSSEX COUNTY COUNCIL,ERS-541084-107357,"1,440,000.00",Social Care Capital Grant 2015/16,BN21 3UU,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,CORNWALL COUNTY COUNCIL,ERS-541085-107502,"674,264.00","Local Reform & Community Voices, DOLs and Prison grants 2015/16",TR1 3AY,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,ENFIELD LONDON BOROUGH COUNCIL,ERS-541086-107358,"723,000.00",Social Care Capital Grant 2015/16,EN1 3XL,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,ESSEX COUNTY COUNCIL,ERS-541087-107359,"3,296,000.00",Social Care Capital Grant 2015/16,CM1 1JZ,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,COVENTRY CITY COUNCIL,ERS-541088-107504,"374,393.00","Local Reform & Community Voices, DOLs and Prison grants 2015/16",CV1 5RR,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,CROYDON LONDON BOROUGH COUNCIL,ERS-541089-107505,"338,254.00","Local Reform & Community Voices, DOLs and Prison grants 2015/16",CR9 1BQ,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,CUMBRIA COUNTY COUNCIL,ERS-541090-107506,"649,099.00","Local Reform & Community Voices, DOLs and Prison grants 2015/16",CA3 8NA,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,DARLINGTON BOROUGH COUNCIL,ERS-541091-107507,"120,972.00","Local Reform & Community Voices, DOLs and Prison grants 2015/16",DL1 5QT,,,PUBLIC,,GB259097816
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,GATESHEAD COUNCIL,ERS-541092-107475,"631,000.00",Social Care Capital Grant 2015/16,NE8 1HH,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,DERBY CITY COUNCIL,ERS-541093-107508,"277,241.00","Local Reform & Community Voices, DOLs and Prison grants 2015/16",DE1 2FS,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,GLOUCESTERSHIRE COUNTY COUNCIL,ERS-541094-107360,"1,409,000.00",Social Care Capital Grant 2015/16,GL1 2TG,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,GREENWICH LONDON BOROUGH COUNCIL,ERS-541095-107361,"741,000.00",Social Care Capital Grant 2015/16,SE18 6PW,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,HACKNEY LONDON BOROUGH COUNCIL,ERS-541096-107362,"782,000.00",Social Care Capital Grant 2015/16,E8 4RU,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,HALTON BOROUGH COUNCIL,ERS-541097-107363,"356,000.00",Social Care Capital Grant 2015/16,WA8 6NB,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,DERBYSHIRE COUNTY COUNCIL,ERS-541098-107509,"995,699.00","Local Reform & Community Voices, DOLs and Prison grants 2015/16",DE4 3AG,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,HAMMERSMITH AND FULHAM LONDON BOROUGH COUNCIL,ERS-541099-107364,"511,000.00",Social Care Capital Grant 2015/16,W6 9JT,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,HAMPSHIRE COUNTY COUNCIL,ERS-541100-107365,"2,647,000.00",Social Care Capital Grant 2015/16,SO23 8UJ,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,HARINGEY LONDON BOROUGH COUNCIL,ERS-541101-107366,"639,000.00",Social Care Capital Grant 2015/16,N22 7TR,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,HARROW LONDON BOROUGH COUNCIL,ERS-541102-107367,"540,000.00",Social Care Capital Grant 2015/16,HA1 2UL,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,HARTLEPOOL BOROUGH COUNCIL,ERS-541103-107368,"279,000.00",Social Care Capital Grant 2015/16,TS24 8AY,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,DEVON COUNTY COUNCIL,ERS-541104-107510,"1,199,636.00","Local Reform & Community Voices, DOLs and Prison grants 2015/16",EX2 4QJ,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,HAVERING LONDON BOROUGH COUNCIL,ERS-541106-107369,"560,000.00",Social Care Capital Grant 2015/16,RM1 3BB,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,DONCASTER METROPOLITAN BOROUGH COUNCIL,ERS-541107-107511,"740,991.00","Local Reform & Community Voices, DOLs and Prison Grants 2015/16",DN1 1GG,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,HEREFORDSHIRE COUNCIL,ERS-541108-107371,"490,000.00",Social Care Capital Grant 2015/16,HR1 2XW,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,HERTFORDSHIRE COUNTY COUNCIL,ERS-541109-107372,"2,302,000.00",Social Care Capital Grant 2015/16,SG13 8DF,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,HILLINGDON LONDON BOROUGH COUNCIL,ERS-541111-107373,"580,000.00",Social Care Capital Grant 2015/16,UB8 1UW,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,HOUNSLOW LONDON BOROUGH COUNCIL,ERS-541112-107374,"556,000.00",Social Care Capital Grant 2015/16,TW3 4DN,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,ISLE OF WIGHT COUNCIL,ERS-541113-107465,"427,000.00",Social Care Capital Grant 2015/16,ISLE OF WIGHT,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,DORSET COUNTY COUNCIL,ERS-541115-107512,"547,588.00","Local Reform & Community Voices, DOLs and Prison Grants 2015/16",DT1 1XJ,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,ISLINGTON LONDON BOROUGH COUNCIL,ERS-541116-107376,"716,000.00",Social Care Capital Grant 2015/16,EC1V 7LQ,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,KENSINGTON AND CHELSEA COUNCIL ROYAL BOROUGH OF,ERS-541117-107378,"483,000.00",Social Care Capital Grant 2015/16,W8 7NX,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,KENT COUNTY COUNCIL,ERS-541118-107379,"3,432,000.00",Social Care Capital Grant 2015/16,ME14 1XQ,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,KINGSTON UPON HULL CITY COUNCIL,ERS-541119-107375,"809,000.00",Social Care Capital Grant 2015/16,HU1 2AB,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,KINGSTON UPON THAMES COUNCIL ROYAL BOROUGH OF,ERS-541120-107422,"319,000.00",Social Care Capital Grant 2015/16,KT1 1EU,,,PUBLIC,,GB216333883
