EXAMPLES OF GPC EXPENDITURE,,,,,
,,,,,
MODGPC137622,15-Feb-16,Colleges/Univ/Jc/Profession, COLLEGES/UNIV/JC/PROFESSION,2570,137622
MODGPC137623,15-Feb-16,Steamship/Cruise Lines, CRUISE LINES,1485,137623
MODGPC137624,15-Feb-16,Misc Speciality Retail, MISC SPECIALTY RETAIL,555,137624
MODGPC137625,15-Feb-16,Electrical Parts/Equipment, ELECTRICAL PARTS/EQUIPMENT,1052.4,137625
MODGPC137626,14-Feb-16,Airports/Fields/Terminals, AIRPORTS/FIELDS/TERMINALS,6354.53,137626
MODGPC137627,14-Feb-16,Fairmont Hotel, FAIRMONT HOTEL,4574.69,137627
MODGPC137628,14-Feb-16,Moevenpick Hotels, MOVENPICK HOTELS,2738.83,137628
MODGPC137629,14-Feb-16,Moevenpick Hotels, MOVENPICK HOTELS,1027.06,137629
MODGPC137630,10-Feb-16,Automobile Rental Agency, AUTOMOBILE RENTAL AGENCY,715.95,137630
MODGPC137631,15-Feb-16,Sporting Goods Stores, SPORTING GOODS STORES,2616,137631
MODGPC137632,15-Feb-16,Business Services - Default, BUSINESS SERVICES - DEFAULT,3207.6,137632
MODGPC137633,15-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,4333.79,137633
MODGPC137634,15-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,1155.68,137634
MODGPC137635,15-Feb-16,Drapery & Upholstery Stores, DRAPERY & UPHOLSTERY STORES,9587.32,137635
MODGPC137636,15-Feb-16,Stationery/Office Supplies, STATIONERY/OFFICE SUPPLIES,1779.24,137636
MODGPC137637,15-Feb-16,Stationery/Office Supplies, STATIONERY/OFFICE SUPPLIES,536.02,137637
MODGPC137638,15-Feb-16,Stationery/Office Supplies, STATIONERY/OFFICE SUPPLIES,2486.69,137638
MODGPC137639,15-Feb-16,Commercial Furniture, COMMERCIAL FURNITURE,2668.8,137639
MODGPC137640,15-Feb-16,Drapery & Upholstery Stores, DRAPERY & UPHOLSTERY STORES,1247.41,137640
MODGPC137641,15-Feb-16,Drapery & Upholstery Stores, DRAPERY & UPHOLSTERY STORES,2830.61,137641
MODGPC137642,15-Feb-16,Stationery/Office Supplies, STATIONERY/OFFICE SUPPLIES,1454.88,137642
MODGPC137643,15-Feb-16,Local Commuter Transport, LOCAL COMMUTER TRANSPORT,1611.6,137643
MODGPC137644,15-Feb-16,Veterinary Services, VETERINARY SERVICES,784.39,137644
MODGPC137645,16-Feb-16,Stationery Stores, STATIONERY STORES,1979.97,137645
MODGPC137646,16-Feb-16,Stationery Stores, STATIONERY STORES,1900.76,137646
MODGPC137647,15-Feb-16,Office/Photo Equipment, OFFICE/PHOTO EQUIPMENT,4590,137647
MODGPC137648,15-Feb-16,Commercial Furniture, COMMERCIAL FURNITURE,1807.2,137648
MODGPC137649,15-Feb-16,Clean/Maint/Janitoral Serv, CLEAN/MAINT/JANITORAL SERV,1104,137649
MODGPC137650,15-Feb-16,Grocery Stores/Supermarkets, GROCERY STORES/SUPERMARKETS,552.25,137650
MODGPC137651,15-Feb-16,Stationery Stores, STATIONERY STORES,2152.97,137651
MODGPC137652,15-Feb-16,Professional Services - Def, PROFESSIONAL SERVICES - DEF,1290,137652
MODGPC137653,14-Feb-16,Crowne Plaza Hotels, CROWNE PLAZA HOTELS,2157.37,137653
MODGPC137654,14-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,756.3,137654
MODGPC137655,15-Feb-16,Mens/Womens Clothing Stores, MENS/WOMENS CLOTHING STORES,624,137655
MODGPC137656,13-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,938.99,137656
MODGPC137657,11-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,1094.17,137657
MODGPC137658,15-Feb-16,Motor Vehicle Supply/New Parts, MOTOR VEHICLE SUPPLY/NEW PARTS,3030,137658
MODGPC137659,15-Feb-16,Local Commuter Transport, LOCAL COMMUTER TRANSPORT,1394.76,137659
MODGPC137660,15-Feb-16,Mens/Womens Clothing Stores, MENS/WOMENS CLOTHING STORES,4286.77,137660
MODGPC137661,14-Feb-16,Courtyard By Marriott, COURTYARD BY MARRIOTT,964,137661
MODGPC137662,15-Feb-16,Misc Publishing & Printing, MISC PUBLISHING & PRINTING,2335.9,137662
MODGPC137663,15-Feb-16,Govt Serv - Default, GOV'T SERV - DEFAULT,1777.2,137663
MODGPC137664,15-Feb-16,Govt Serv - Default, GOV'T SERV - DEFAULT,1000,137664
MODGPC137665,12-Feb-16,Electronics Sales, ELECTRONICS STORES,1588.95,137665
MODGPC137666,15-Feb-16,Commercial Equipment - Default, COMMERCIAL EQUIPMENT - DEFAULT,546.88,137666
MODGPC137667,15-Feb-16,Household Appliance Stores, HOUSEHOLD APPLIANCE STORES,654.99,137667
MODGPC137668,15-Feb-16,Lumber/Build. Supply Stores, LUMBER/BUILD. SUPPLY STORES,1520,137668
MODGPC137669,15-Feb-16,Lumber/Build. Supply Stores, LUMBER/BUILD. SUPPLY STORES,680,137669
MODGPC137670,15-Feb-16,Lumber/Build. Supply Stores, LUMBER/BUILD. SUPPLY STORES,2000,137670
MODGPC137671,15-Feb-16,Mens/Womens Clothing Stores, MENS/WOMENS CLOTHING STORES,4311.96,137671
MODGPC137672,15-Feb-16,Architectural/Eng/Survey, ARCHITECTURAL/ENG/SURVEY,1785,137672
MODGPC137673,15-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,614.79,137673
MODGPC137674,15-Feb-16,Colleges/Univ/Jc/Profession, COLLEGES/UNIV/JC/PROFESSION,920,137674
MODGPC137675,15-Feb-16,Commercial Equipment - Default, COMMERCIAL EQUIPMENT - DEFAULT,925.2,137675
MODGPC137676,15-Feb-16,Sports/Riding Apparel Store, SPORTS/RIDING APPAREL STORES,1544.88,137676
MODGPC137677,15-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,3840,137677
MODGPC137678,15-Feb-16,Durable Goods - Default, DURABLE GOODS - DEFAULT,1794,137678
MODGPC137679,15-Feb-16,Postage Stamps, POSTAGE STAMPS,803.94,137679
MODGPC137680,15-Feb-16,Motor Freight Carriers, MOTOR FREIGHT CARRIERS,1405.8,137680
MODGPC137681,15-Feb-16,Misc Personal Serv - Def, MISC PERSONAL SERV - DEF,985.65,137681
MODGPC137682,15-Feb-16,Govt Serv - Default, GOV'T SERV - DEFAULT,1114.8,137682
MODGPC137683,15-Feb-16,Stationery/Office Supplies, STATIONERY/OFFICE SUPPLIES,3000,137683
MODGPC137684,15-Feb-16,Colleges/Univ/Jc/Profession, COLLEGES/UNIV/JC/PROFESSION,3087,137684
MODGPC137685,15-Feb-16,Schools - Default, SCHOOLS - DEFAULT,2070,137685
MODGPC137686,15-Feb-16,Schools - Default, SCHOOLS - DEFAULT,1701,137686
MODGPC137687,15-Feb-16,Schools - Default, SCHOOLS - DEFAULT,1759.5,137687
MODGPC137688,15-Feb-16,Misc Speciality Retail, MISC SPECIALTY RETAIL,1803.6,137688
MODGPC137689,15-Feb-16,Misc Publishing & Printing, MISC PUBLISHING & PRINTING,1864.58,137689
MODGPC137690,15-Feb-16,Member Organizations - Def, MEMBER ORGANIZATIONS - DEF,3291.6,137690
MODGPC137691,15-Feb-16,Motor Vehicle Supply/New Parts, MOTOR VEHICLE SUPPLY/NEW PARTS,1332,137691
MODGPC137692,15-Feb-16,Steamship/Cruise Lines, CRUISE LINES,5000,137692
MODGPC137693,15-Feb-16,Steamship/Cruise Lines, CRUISE LINES,1725.94,137693
MODGPC137694,15-Feb-16,Local Commuter Transport, LOCAL COMMUTER TRANSPORT,675.08,137694
MODGPC137695,15-Feb-16,Local Commuter Transport, LOCAL COMMUTER TRANSPORT,1410.52,137695
MODGPC137696,15-Feb-16,Local Commuter Transport, LOCAL COMMUTER TRANSPORT,1071.98,137696
MODGPC137697,15-Feb-16,Local Commuter Transport, LOCAL COMMUTER TRANSPORT,1547.6,137697
MODGPC137698,15-Feb-16,Commercial Furniture, COMMERCIAL FURNITURE,1075.68,137698
MODGPC137699,15-Feb-16,Boat Rentals & Leases, BOAT RENTALS & LEASING,569.5,137699
MODGPC137700,15-Feb-16,Boat Rentals & Leases, BOAT RENTALS & LEASING,604.5,137700
MODGPC137701,15-Feb-16,Combination Catalog & Retail, COMBINATION CATALOG & RETAIL,2341.86,137701
MODGPC137702,15-Feb-16,Industrial Supplies - Def, INDUSTRIAL SUPPLIES - DEF,890.33,137702
MODGPC137703,15-Feb-16,Computer Software Stores, COMPUTER SOFTWARE STORES,1032.29,137703
MODGPC137704,15-Feb-16,Architectural/Eng/Survey, ARCHITECTURAL/ENG/SURVEY,3382.15,137704
MODGPC137705,15-Feb-16,Electrical Contractors, ELECTRICAL CONTRACTORS,1924.94,137705
MODGPC137706,15-Feb-16,Industrial Supplies - Def, INDUSTRIAL SUPPLIES - DEF,1482.95,137706
MODGPC137707,15-Feb-16,Electrical Parts/Equipment, ELECTRICAL PARTS/EQUIPMENT,899.28,137707
MODGPC137708,15-Feb-16,Industrial Supplies - Def, INDUSTRIAL SUPPLIES - DEF,500.98,137708
MODGPC137709,12-Feb-16,Sporting Goods Stores, SPORTING GOODS STORES,926.4,137709
MODGPC137710,15-Feb-16,Hilton, HILTON,830.1,137710
MODGPC137711,15-Feb-16,Electrical Parts/Equipment, ELECTRICAL PARTS/EQUIPMENT,1483.2,137711
MODGPC137712,15-Feb-16,Business Services - Default, BUSINESS SERVICES - DEFAULT,1920,137712
MODGPC137713,15-Feb-16,Business Services - Default, BUSINESS SERVICES - DEFAULT,1437.6,137713
MODGPC137714,15-Feb-16,Business Services - Default, BUSINESS SERVICES - DEFAULT,1437.6,137714
MODGPC137715,15-Feb-16,Sporting Goods Stores, SPORTING GOODS STORES,1323,137715
MODGPC137716,15-Feb-16,Motor Freight Carriers, MOTOR FREIGHT CARRIERS,680.16,137716
MODGPC137717,12-Feb-16,Automobile Rental Agency, AUTOMOBILE RENTAL AGENCY,4418.04,137717
MODGPC137718,13-Feb-16,Marriott, MARRIOTT,662.15,137718
MODGPC137719,12-Feb-16,Colleges/Univ/Jc/Profession, COLLEGES/UNIV/JC/PROFESSION,74845.84,137719
MODGPC137720,12-Feb-16,British Awys, BRITISH AIRWAYS,1010.46,137720
MODGPC137721,12-Feb-16,Qantas, QANTAS,822.53,137721
MODGPC137722,13-Feb-16,Marriott, MARRIOTT,592.86,137722
MODGPC137723,14-Feb-16,Thy (Turkey), THY (TURKEY),1326.25,137723
MODGPC137724,11-Feb-16,Phone Serv/Equip Utility, TELECOMMUNICATION SERVICES,1379.41,137724
MODGPC137725,11-Feb-16,Phone Serv/Equip Utility, TELECOMMUNICATION SERVICES,24208.04,137725
MODGPC137726,12-Feb-16,Colleges/Univ/Jc/Profession, COLLEGES/UNIV/JC/PROFESSION,2852,137726
MODGPC137727,12-Feb-16,Taxicabs/Limousines, TAXICABS/LIMOUSINES,1364.69,137727
MODGPC137728,12-Feb-16,Transportation Svcs - Default, TRANSPORTATION SVCS - DEFAULT,615,137728
MODGPC137729,12-Feb-16,Auto Service Shops/Non Dealer, AUTO SERVICE SHOPS/NON DEALER,1060,137729
MODGPC137730,12-Feb-16,Other Direct Marketers, OTHER DIRECT MARKETERS,748.12,137730
MODGPC137731,12-Feb-16,Employment/Temp Help Agen, EMPLOYMENT/TEMP HELP AGEN,3915.84,137731
MODGPC137732,12-Feb-16,Catalog Merchant, CATALOG MERCHANT,822.92,137732
MODGPC137733,11-Feb-16,Charitable/Soc Service Orgs, CHARITABLE/SOC SERVICE ORGS,654,137733
MODGPC137734,12-Feb-16,Other Direct Marketers, OTHER DIRECT MARKETERS,703.34,137734
MODGPC137735,12-Feb-16,Sporting Goods Stores, SPORTING GOODS STORES,2189.64,137735
MODGPC137736,12-Feb-16,Sports/Riding Apparel Store, SPORTS/RIDING APPAREL STORES,10799,137736
MODGPC137737,12-Feb-16,Business/Secretarial School, BUSINESS/SECRETARIAL SCHOOL,8094,137737
MODGPC137738,12-Feb-16,Govt Serv - Default, GOV'T SERV - DEFAULT,1034,137738
MODGPC137739,12-Feb-16,Industrial Supplies - Def, INDUSTRIAL SUPPLIES - DEF,1044,137739
MODGPC137740,12-Feb-16,Best Western, BEST WESTERN,1027,137740
MODGPC137741,12-Feb-16,Non-Durable Goods - Default, NON-DURABLE GOODS - DEFAULT,6840,137741
MODGPC137742,14-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,750,137742
MODGPC137743,13-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,1622.14,137743
MODGPC137744,11-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,1428.83,137744
MODGPC137745,12-Feb-16,Auto Service Shops/Non Dealer, AUTO SERVICE SHOPS/NON DEALER,864,137745
MODGPC137746,11-Feb-16,Industrial Supplies - Def, INDUSTRIAL SUPPLIES - DEF,599.88,137746
MODGPC137747,12-Feb-16,Misc Publishing & Printing, MISC PUBLISHING & PRINTING,11760,137747
MODGPC137748,11-Feb-16,Crowne Plaza Hotels, CROWNE PLAZA HOTELS,568.26,137748
MODGPC137749,11-Feb-16,Crowne Plaza Hotels, CROWNE PLAZA HOTELS,1697.62,137749
MODGPC137750,12-Feb-16,Petroleum/Petroleum Products, PETROLEUM/PETROLEUM PRODUCTS,1185.37,137750
MODGPC137751,12-Feb-16,Fairmont Hotel, FAIRMONT HOTEL,544.5,137751
MODGPC137752,12-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,637.36,137752
MODGPC137753,13-Feb-16,Marriott, MARRIOTT,887.93,137753
MODGPC137754,13-Feb-16,Marriott, MARRIOTT,569.7,137754
MODGPC137755,12-Feb-16,Fairmont Hotel, FAIRMONT HOTEL,544.5,137755
MODGPC137756,11-Feb-16,Delta, DELTA,507.97,137756
MODGPC137757,12-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,900,137757
MODGPC137758,11-Feb-16,Electrical Parts/Equipment, ELECTRICAL PARTS/EQUIPMENT,846.6,137758
MODGPC137759,10-Feb-16,Auto Service Shops/Non Dealer, AUTO SERVICE SHOPS/NON DEALER,3975.53,137759
MODGPC137760,12-Feb-16,Misc Gen Merchandise - Def, MISC GENERAL MERCHANDISE,660,137760
MODGPC137761,12-Feb-16,Business Services - Default, BUSINESS SERVICES - DEFAULT,3582,137761
MODGPC137762,14-Feb-16,Embassy Suites, EMBASSY SUITES,698.3,137762
MODGPC137763,13-Feb-16,Computers/Peripherals/Software, COMPUTERS/PERIPHERALS/SOFTWARE,1740.5,137763
MODGPC137764,12-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,1839.49,137764
MODGPC137765,13-Feb-16,Industrial Supplies - Def, INDUSTRIAL SUPPLIES - DEF,856.46,137765
MODGPC137766,12-Feb-16,Sporting Goods Stores, SPORTING GOODS STORES,761.95,137766
MODGPC137767,12-Feb-16,Business Services - Default, BUSINESS SERVICES - DEFAULT,750,137767
MODGPC137768,12-Feb-16,Sporting Goods Stores, SPORTING GOODS STORES,617.57,137768
MODGPC137769,11-Feb-16,Mens/Womens Clothing Stores, MENS/WOMENS CLOTHING STORES,5113.6,137769
MODGPC137770,12-Feb-16,Electrical Parts/Equipment, ELECTRICAL PARTS/EQUIPMENT,862.49,137770
MODGPC137771,11-Feb-16,Holiday Inn, HOLIDAY INN,4109.35,137771
MODGPC137772,12-Feb-16,Business Services - Default, BUSINESS SERVICES - DEFAULT,2518,137772
MODGPC137773,12-Feb-16,Industrial Supplies - Def, INDUSTRIAL SUPPLIES - DEF,1075.68,137773
MODGPC137774,11-Feb-16,Sas Hotels, SAS HOTELS,501.35,137774
MODGPC137775,12-Feb-16,Moevenpick Hotels, MOVENPICK HOTELS,635.55,137775
MODGPC137776,12-Feb-16,Commercial Furniture, COMMERCIAL FURNITURE,2877.47,137776
MODGPC137777,14-Feb-16,Holiday Inn, HOLIDAY INN,535.92,137777
MODGPC137778,11-Feb-16,Electrical Parts/Equipment, ELECTRICAL PARTS/EQUIPMENT,4675.27,137778
MODGPC137779,11-Feb-16,Fuel Dealers, FUEL DEALERS,1642.74,137779
MODGPC137780,11-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,798.73,137780
MODGPC137781,12-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,1171.54,137781
MODGPC137782,13-Feb-16,Hilton, HILTON,2422.21,137782
MODGPC137783,12-Feb-16,Embassy Suites, EMBASSY SUITES,7142.36,137783
MODGPC137784,13-Feb-16,Hilton, HILTON,579.71,137784
MODGPC137785,12-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,637.36,137785
MODGPC137786,12-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,4086.31,137786
MODGPC137787,12-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,1468.37,137787
MODGPC137788,13-Feb-16,Hilton, HILTON,1358.84,137788
MODGPC137789,11-Feb-16,Moevenpick Hotels, MOVENPICK HOTELS,2542.2,137789
MODGPC137790,13-Feb-16,Moevenpick Hotels, MOVENPICK HOTELS,975.27,137790
MODGPC137791,11-Feb-16,Best Western, BEST WESTERN,899.27,137791
MODGPC137792,13-Feb-16,Marriott, MARRIOTT,1949.28,137792
MODGPC137793,12-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,807.6,137793
MODGPC137794,10-Feb-16,Crowne Plaza Hotels, CROWNE PLAZA HOTELS,601.74,137794
MODGPC137795,12-Feb-16,Sas Hotels, SAS HOTELS,10937.45,137795
MODGPC137796,12-Feb-16,Home Supply Warehouse Stores, HOME SUPPLY WAREHOUSE STORES,633.33,137796
MODGPC137797,12-Feb-16,Govt Serv - Default, GOV'T SERV - DEFAULT,2119.98,137797
MODGPC137798,12-Feb-16,Govt Serv - Default, GOV'T SERV - DEFAULT,821.34,137798
MODGPC137799,12-Feb-16,Govt Serv - Default, GOV'T SERV - DEFAULT,819.35,137799
MODGPC137800,12-Feb-16,Govt Serv - Default, GOV'T SERV - DEFAULT,1643.83,137800
MODGPC137801,12-Feb-16,Schools - Default, SCHOOLS - DEFAULT,620,137801
MODGPC137802,11-Feb-16,Music Stores/Pianos, MUSIC STORES/PIANOS,621.35,137802
MODGPC137803,12-Feb-16,Govt Serv - Default, GOV'T SERV - DEFAULT,1160.4,137803
MODGPC137804,12-Feb-16,Misc Speciality Retail, MISC SPECIALTY RETAIL,636.51,137804
MODGPC137805,12-Feb-16,Theatrical Producers, THEATRICAL PRODUCERS,1332.51,137805
MODGPC137806,12-Feb-16,Professional Services - Def, PROFESSIONAL SERVICES - DEF,698.4,137806
MODGPC137807,12-Feb-16,Transportation Svcs - Default, TRANSPORTATION SVCS - DEFAULT,500,137807
MODGPC137808,13-Feb-16,Westin Hotels, WESTIN HOTELS,743.95,137808
MODGPC137809,13-Feb-16,Westin Hotels, WESTIN HOTELS,743.95,137809
MODGPC137810,13-Feb-16,Westin Hotels, WESTIN HOTELS,743.95,137810
MODGPC137811,13-Feb-16,Westin Hotels, WESTIN HOTELS,743.95,137811
MODGPC137812,13-Feb-16,Westin Hotels, WESTIN HOTELS,743.95,137812
MODGPC137813,13-Feb-16,Westin Hotels, WESTIN HOTELS,743.95,137813
MODGPC137814,13-Feb-16,Westin Hotels, WESTIN HOTELS,743.95,137814
MODGPC137815,11-Feb-16,Holiday Inn, HOLIDAY INN,554.93,137815
MODGPC137816,13-Feb-16,Westin Hotels, WESTIN HOTELS,743.95,137816
MODGPC137817,11-Feb-16,Holiday Inn, HOLIDAY INN,554.93,137817
MODGPC137818,12-Feb-16,Colleges/Univ/Jc/Profession, COLLEGES/UNIV/JC/PROFESSION,1500,137818
MODGPC137819,12-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,1281.3,137819
MODGPC137820,13-Feb-16,Budget Rent-A-Car, BUDGET RENT-A-CAR,2190.75,137820
MODGPC137821,12-Feb-16,Lab/Med/Hospital Equipment," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",3365.28,137821
MODGPC137822,12-Feb-16,Sporting Goods Stores, SPORTING GOODS STORES,4986.6,137822
MODGPC137823,12-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,1020.23,137823
MODGPC137824,12-Feb-16,Govt Serv - Default, GOV'T SERV - DEFAULT,5000,137824
MODGPC137825,12-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,1125,137825
MODGPC137826,12-Feb-16,Electronics Sales, ELECTRONICS STORES,952,137826
MODGPC137827,12-Feb-16,Office/Photo Equipment, OFFICE/PHOTO EQUIPMENT,1066.03,137827
MODGPC137828,12-Feb-16,Lumber/Build. Supply Stores, LUMBER/BUILD. SUPPLY STORES,922.95,137828
MODGPC137829,12-Feb-16,Business Services - Default, BUSINESS SERVICES - DEFAULT,1212,137829
MODGPC137830,12-Feb-16,Computer Software Stores, COMPUTER SOFTWARE STORES,1036.66,137830
MODGPC137831,12-Feb-16,Lab/Med/Hospital Equipment," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",673.71,137831
MODGPC137832,12-Feb-16,Architectural/Eng/Survey, ARCHITECTURAL/ENG/SURVEY,1740,137832
MODGPC137833,11-Feb-16,Member Organizations - Def, MEMBER ORGANIZATIONS - DEF,989.4,137833
MODGPC137834,12-Feb-16,Camera & Photo Supply Store, CAMERA & PHOTO SUPPLY STORE,676,137834
MODGPC137835,13-Feb-16,Computer Software Stores, COMPUTER SOFTWARE STORES,5179.44,137835
MODGPC137836,12-Feb-16,Industrial Supplies - Def, INDUSTRIAL SUPPLIES - DEF,1014.34,137836
MODGPC137837,12-Feb-16,Veterinary Services, VETERINARY SERVICES,1101.49,137837
MODGPC137838,12-Feb-16,Veterinary Services, VETERINARY SERVICES,1101.49,137838
MODGPC137839,12-Feb-16,Camera & Photo Supply Store, CAMERA & PHOTO SUPPLY STORE,631.07,137839
MODGPC137840,12-Feb-16,Electronics Sales, ELECTRONICS STORES,1086.88,137840
MODGPC137841,12-Feb-16,Business Services - Default, BUSINESS SERVICES - DEFAULT,27257.4,137841
MODGPC137842,13-Feb-16,Hilton, HILTON,722.34,137842
MODGPC137843,11-Feb-16,Industrial Supplies - Def, INDUSTRIAL SUPPLIES - DEF,509.7,137843
MODGPC137844,12-Feb-16,Men/Boys Clothing/Acc Stores, MEN/BOYS CLOTHING/ACC STORES,5094.6,137844
MODGPC137845,12-Feb-16,Men/Boys Clothing/Acc Stores, MEN/BOYS CLOTHING/ACC STORES,1740,137845
MODGPC137846,12-Feb-16,Men/Boys Clothing/Acc Stores, MEN/BOYS CLOTHING/ACC STORES,5618.4,137846
MODGPC137847,12-Feb-16,Men/Boys Clothing/Acc Stores, MEN/BOYS CLOTHING/ACC STORES,513.6,137847
MODGPC137848,12-Feb-16,Taxicabs/Limousines, TAXICABS/LIMOUSINES,969.41,137848
MODGPC137849,12-Feb-16,Books/Periodicals/Newspapers, BOOKS/PERIODICALS/NEWSPAPERS,3146.35,137849
MODGPC137850,12-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,670,137850
MODGPC137851,12-Feb-16,Member Organizations - Def, MEMBER ORGANIZATIONS - DEF,2907.6,137851
MODGPC137852,02-Feb-16,Automobile Rental Agency, AUTOMOBILE RENTAL AGENCY,702.8,137852
MODGPC137853,12-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,727.72,137853
MODGPC137854,02-Feb-16,Automobile Rental Agency, AUTOMOBILE RENTAL AGENCY,1504.38,137854
MODGPC137855,11-Feb-16,Mens/Womens Clothing Stores, MENS/WOMENS CLOTHING STORES,1142.1,137855
MODGPC137856,12-Feb-16,Equip/Furn Rent/Lease Serv, TOOL HIRE,580.01,137856
MODGPC137857,12-Feb-16,Industrial Supplies - Def, INDUSTRIAL SUPPLIES - DEF,4344,137857
MODGPC137858,12-Feb-16,Misc Speciality Retail, MISC SPECIALTY RETAIL,1799.9,137858
MODGPC137859,12-Feb-16,Spec Contractors - Default, SPEC CONTRACTORS - DEFAULT,1817.23,137859
MODGPC137860,12-Feb-16,Furniture/Equip Stores, FURNITURE/EQUIP STORES,1360.8,137860
MODGPC137861,12-Feb-16,Govt Serv - Default, GOV'T SERV - DEFAULT,5000,137861
MODGPC137862,12-Feb-16,Govt Serv - Default, GOV'T SERV - DEFAULT,2000,137862
MODGPC137863,12-Feb-16,Transportation Svcs - Default, TRANSPORTATION SVCS - DEFAULT,615,137863
MODGPC137864,11-Feb-16,Variety Stores, VARIETY STORES,8115,137864
MODGPC137865,11-Feb-16,Business/Secretarial School, BUSINESS/SECRETARIAL SCHOOL,500,137865
MODGPC137866,12-Feb-16,Architectural/Eng/Survey, ARCHITECTURAL/ENG/SURVEY,3169.2,137866
MODGPC137867,12-Feb-16,Electronics Sales, ELECTRONICS STORES,845.33,137867
MODGPC137868,12-Feb-16,Steamship/Cruise Lines, CRUISE LINES,2838.14,137868
MODGPC137869,11-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,2442.02,137869
MODGPC137870,12-Feb-16,Govt Serv - Default, GOV'T SERV - DEFAULT,624,137870
MODGPC137871,12-Feb-16,Misc Speciality Retail, MISC SPECIALTY RETAIL,505.66,137871
MODGPC137872,12-Feb-16,Misc Speciality Retail, MISC SPECIALTY RETAIL,575.59,137872
MODGPC137873,12-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,755,137873
MODGPC137874,12-Feb-16,Business Services - Default, BUSINESS SERVICES - DEFAULT,960,137874
MODGPC137875,12-Feb-16,Business Services - Default, BUSINESS SERVICES - DEFAULT,960,137875
MODGPC137876,11-Feb-16,Detective/Protective Agen, DETECTIVE/PROTECTIVE AGEN,1443.24,137876
MODGPC137877,12-Feb-16,Electrical Parts/Equipment, ELECTRICAL PARTS/EQUIPMENT,3896.4,137877
MODGPC137878,12-Feb-16,Electrical Parts/Equipment, ELECTRICAL PARTS/EQUIPMENT,3129.48,137878
MODGPC137879,12-Feb-16,Business Services - Default, BUSINESS SERVICES - DEFAULT,1429.2,137879
MODGPC137880,12-Feb-16,Electrical Parts/Equipment, ELECTRICAL PARTS/EQUIPMENT,1016.4,137880
MODGPC137881,11-Feb-16,Hardware Stores, HARDWARE STORES,4572.12,137881
MODGPC137882,12-Feb-16,Industrial Supplies - Def, INDUSTRIAL SUPPLIES - DEF,2836.02,137882
MODGPC137883,12-Feb-16,Computer Software Stores, COMPUTER SOFTWARE STORES,920.4,137883
MODGPC137884,11-Feb-16,Misc Speciality Retail, MISC SPECIALTY RETAIL,1908.85,137884
MODGPC137885,11-Feb-16,Detective/Protective Agen, DETECTIVE/PROTECTIVE AGEN,6927.55,137885
MODGPC137886,11-Feb-16,Detective/Protective Agen, DETECTIVE/PROTECTIVE AGEN,5459.04,137886
MODGPC137887,12-Feb-16,Architectural/Eng/Survey, ARCHITECTURAL/ENG/SURVEY,1036.72,137887
MODGPC137888,13-Feb-16,Hilton, HILTON,958.55,137888
MODGPC137889,12-Feb-16,Hilton, HILTON,4929.69,137889
MODGPC137890,11-Feb-16,Hilton, HILTON,2738.72,137890
MODGPC137891,11-Feb-16,Industrial Supplies - Def, INDUSTRIAL SUPPLIES - DEF,838.44,137891
