Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description ,Supplier Postcode,Supplier Type,Expenditure Type
Cabinet Office,CABINET OFFICE,26/02/2014,CONTRACTORS & STAFF SUBSTITUTIONS,ERG COMMERCIAL REVIEW,CAPITA BUSINESS SERVICES LTD,3000045094,37144.69,"Support including development of technical standards, project management for the delivery of key services, stakeholder engagement and commercial advice",DL19HN-1,Large,Admin
Cabinet Office,CABINET OFFICE,26/02/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CUSTOMER REGISTRATION,NOTTINGHAM CITY COUNCIL,3000045138,38132,Local authority funding to help with the costs of activities to maximise registration levels as part of the transition to Individual Electoral Registration.,DL19HN,Large,Grants
Cabinet Office,CABINET OFFICE,26/02/2014,RESOURCE GRANTS PRIVATE SECTOR,ERTP ERO CUSTOMER REGISTRATION,HANSARD SOCIETY LTD,3000045093,39035,"Voter registration scheme.  Funding to develop and test innovative ideas on democratic engagement with groups of people who feel most distant from the political process, in order to encourage them to register to vote.  ",EC2V8EA,SME,Grants
Cabinet Office,CABINET OFFICE,26/02/2014,PUBLICITY PRODUCTION COST,GREAT CAMPAIGN PROGRAMME,RADLEY YELDAR LTD,3000045117,39730.94,GREAT Campaign,EC2A 3PB,SME,Programme
Cabinet Office,CABINET OFFICE,26/02/2014,CONTRACTORS & STAFF SUBSTITUTIONS,ERG COMMERCIAL REVIEW,CAPITA RESOURCING LTD,3000045122,44406.98,"Support including development of technical standards, project management for the delivery of key services, stakeholder engagement and commercial advice",DL19HN,Large,Admin
Cabinet Office,CABINET OFFICE,26/02/2014,OTHER IS IT COSTS VAT RECOV,SME CONTRACT MANAGMENT LEAD,MYCSP LTD,3000045106,216173.47, DWP data migration charge,SK30XN,Large,Admin
Cabinet Office,CABINET OFFICE,26/02/2014,RESOURCE GRANTS PRIVATE SECTOR,GDS ID ASSURANCE,OPEN IDENTITY EXCHANGE UK LTD,3000045104,350000,Open Identity Exchange grant payment,WC1R4JS,Large,Programme
Cabinet Office,CABINET OFFICE,26/02/2014,PENSIONER PAYROLL CONTRACTOR,SME PENSIONS PROGRAMME,MYCSP LTD,3000045106,461393,MyCSP administration costs,SK30XN,Large,Admin
Cabinet Office,CABINET OFFICE,26/02/2014,OTHER IS IT COSTS VAT RECOV,FLEX,HM TREASURY,3000045131,10441379.96,Flex service charge,SW1A 2HQ,Government Department,Admin
Cabinet Office,CABINET OFFICE,27/02/2014,PROFESSIONAL ADVICE & OPINION VAT RECOVERABLE,"MEDIA PLANNING, BUYING AND EVALUATION",EBIQUITY ASSOCIATES LTD,3000045196,29845,Media Audit Services,W1F7QH,SME,Admin
Cabinet Office,CABINET OFFICE,27/02/2014,MANAGEMENT CONFERENCES,TECHNICAL ASSISTANCE,REWIRED STATE LTD,3000045204,32526,"Costs for ‘Hackathon’ weekend where data scientists, programmers, designers and user experience experts come together to work on a single IT challenge. ",E182AN,SME,Grants
Cabinet Office,CABINET OFFICE,27/02/2014,NON PRIME UTILITIES,PMO FACILITIES MANAGEMENT,BOUYGUES E&S FM UK LTD,3000045176,33055, Facilities management services,BN11HG,Large,Admin
Cabinet Office,CABINET OFFICE,27/02/2014,PUBLICITY ADVERTISING MEDIA,GREAT CAMPAIGN PROGRAMME,CREATIVE ENGLAND LTD,3000045203,50000,GREAT Campaign ,BS15SP,Large,Programme
Cabinet Office,CABINET OFFICE,27/02/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CUSTOMER REGISTRATION,BIRMINGHAM CITY COUNCIL,3000045251,79190,Local authority funding to help with the costs of activities to maximise registration levels as part of the transition to Individual Electoral Registration.,B47AD,SME,Grants
Cabinet Office,CABINET OFFICE,27/02/2014,CONTRACTORS & STAFF SUBSTITUTIONS,GDS BUS DEV CONSULTANT AND STAFF COSTS,CAPITA RESOURCING LTD,3000045178,95338.22,Payment for interim IT specialists,DL19HN,Large,Programme
Cabinet Office,CABINET OFFICE,27/02/2014,CONTRACTORS & STAFF SUBSTITUTIONS,GDS BUS DEV CONSULTANT AND STAFF COSTS,CAPITA RESOURCING LTD,3000045179,123339.45,Payment for interim IT specialists,DL19HN,Large,Programme
Cabinet Office,CABINET OFFICE,27/02/2014,ADDITIONSAUC F/H NON RES BLDGS,70 WHITEHALL,BOUYGUES E&S FM UK LTD,3000045176,303026.4,Facilities Management Services ,BN11HG,Large,Programme
Cabinet Office,CABINET OFFICE,27/02/2014,RESOURCE GRANTS PRIVATE SECTOR,YOUTH POLICY,KIDS COMPANY,1000943,500000,"Grant for improving outcomes for children, young people and families.",SE5 9BS,Large,Grants
Cabinet Office,Government Procurement Service,27/02/2014,Customer & Supplier Registration Contract,Enablement Projects,Dun & Bradstreet Ltd,PINDOH 37471,648960,Customer & Supplier Registration Contract costs,SL7 1AJ,Large,Admin
Cabinet Office,CABINET OFFICE,28/02/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CUSTOMER REGISTRATION,LONDON BOROUGH OF CROYDON,3000045269,25871,Local authority funding to help with the costs of activities to maximise registration levels as part of the transition to Individual Electoral Registration. ,CR93JS,Large,Grants
Cabinet Office,CABINET OFFICE,28/02/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CUSTOMER REGISTRATION,KIRKLEES METROPOLITAN COUNCIL,3000045323,26250,Local authority funding to help with the costs of activities to maximise registration levels as part of the transition to Individual Electoral Registration.,HD12NF,Large,Grants
Cabinet Office,CABINET OFFICE,28/02/2014,CONTRACTORS & STAFF SUBSTITUTIONS,GDS PROJECT STAFF COSTS,CAPITA RESOURCING LTD,3000045320,26578.81,Payment for interim IT specialists,DL19HN,Large,Programme
Cabinet Office,CABINET OFFICE,28/02/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CUSTOMER REGISTRATION,LONDON BOROUGH OF CAMDEN,3000045357,26957,Local authority funding to help with the costs of activities to maximise registration levels as part of the transition to Individual Electoral Registration.,WC1H8NJ,Large,Grants
Cabinet Office,CABINET OFFICE,28/02/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CUSTOMER REGISTRATION,LONDON BOROUGH OF BRENT,3000045328,29394,Local authority funding to help with the costs of activities to maximise registration levels as part of the transition to Individual Electoral Registration.,HA99HD,Non-SME,Grants
Cabinet Office,CABINET OFFICE,28/02/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CUSTOMER REGISTRATION,MANCHESTER CITY COUNCIL,3000045272,35800,Local authority funding to help with the costs of activities to maximise registration levels as part of the transition to Individual Electoral Registration.,ERS M602LA,Large,Grants
Cabinet Office,CABINET OFFICE,28/02/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CUSTOMER REGISTRATION,LONDON BOROUGH OF BARNET,3000045293,36721,Local authority funding to help with the costs of activities to maximise registration levels as part of the transition to Individual Electoral Registration.,N111NP,Large,Grants
Cabinet Office,CABINET OFFICE,28/02/2014,RESOURCE GRANTS PRIVATE SECTOR,TECHNICAL ASSISTANCE,LAW COMMISSION,3000045303,37500,Grant to deliver a new social investment duty for charity trustees.,W1H9AG,Government Department,Grants
Cabinet Office,CABINET OFFICE,28/02/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CUSTOMER REGISTRATION,LONDON BOROUGH OF TOWER HAMLETS,3000045290,39413,Local authority funding to help with the costs of activities to maximise registration levels as part of the transition to Individual Electoral Registration.,E142BG,Large,Grants
Cabinet Office,CABINET OFFICE,28/02/2014,RESOURCE GRANTS PRIVATE SECTOR,TECHNICAL ASSISTANCE,NEW PHILANTHROPY CAPITAL,3000045312,40000,Inspiring Impact Project Grant,SE19BG,Large,Grants
Cabinet Office,CABINET OFFICE,28/02/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CUSTOMER REGISTRATION,BRADFORD METROPOLITAN BOROUGH COUNCIL,3000045267,42150,Local authority funding to help with the costs of activities to maximise registration levels as part of the transition to Individual Electoral Registration.,BD11HY,Large,Grants
Cabinet Office,CABINET OFFICE,28/02/2014,CONTRACTORS & STAFF SUBSTITUTIONS,GDS BUS DEV CONSULTANT AND STAFF COSTS,CAPITA RESOURCING LTD,3000045313,43983.92,Payment for interim IT specialists,DL19HN,Large,Programme
Cabinet Office,CABINET OFFICE,28/02/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CUSTOMER REGISTRATION,SHEFFIELD CITY COUNCIL,3000045292,47254,Local authority funding to help with the costs of activities to maximise registration levels as part of the transition to Individual Electoral Registration.,S12HH,Large,Grants
Cabinet Office,CABINET OFFICE,28/02/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CUSTOMER REGISTRATION,LEEDS CITY COUNCIL,3000045369,53860,Local authority funding to help with the costs of activities to maximise registration levels as part of the transition to Individual Electoral Registration.,LS11JF,Large,Grants
Cabinet Office,CABINET OFFICE,28/02/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CUSTOMER REGISTRATION,LIVERPOOL CITY COUNCIL,3000045366,57693,Local authority funding to help with the costs of activities to maximise registration levels as part of the transition to Individual Electoral Registration.,L2 2DH,Large,Grants
Cabinet Office,CABINET OFFICE,28/02/2014,RESOURCE GRANTS PRIVATE SECTOR,A & I PROGRAMME EXPENDITURE,NEW ECONOMICS FOUNDATION,3000045305,25000,Embedding Wellbeing Science in Decision Making project grant,DL1 9HN,Large,Grants
Cabinet Office,CABINET OFFICE,28/02/2014,RESOURCE GRANTS PRIVATE SECTOR,COMPACT VOICE,NCVO,3000045341,90750,Compact Voice Grant ,N19RL,SME,Grants
Cabinet Office,CABINET OFFICE,28/02/2014,CONTRACTORS & STAFF SUBSTITUTIONS,GDS BUS DEV CONSULTANT AND STAFF COSTS,CAPITA RESOURCING LTD,3000045320,145781.85,Payment for interim IT specialists,DL19HN,Large,Programme
Cabinet Office,CABINET OFFICE,28/02/2014,CAPITAL GRANTS PRIV SEC - CDEL,COMMUNITY FIRST,COMMUNITY DEVELOPMENT FOUNDATION,3000045364,5453087,Neighbourhood Matched Fund Grant ,EC1V 2PT,Large,Grants
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,, ,,,,,,
