Department Family,Entity,Transaction Date,Expense Type,Expense Area,Supplier Name,Transaction Number,Amount
DFID,DFID,40526,Accomodation costs,West and Southern Africa,KOIZA INTERNATIONAL LTD,400133024,19191.47
DFID,DFID,40526,Accomodation costs,West and Southern Africa,KOIZA INTERNATIONAL LTD,400133024,1994.5
DFID,DFID,40525,Technical & Advisory services,West and Southern Africa,LIVERPOOL ASSOCIATES IN TROP. HEALTH,400133025,40255.13
DFID,DFID,40526,Research & Development,Policy and Research Directorate,THE UNIVERSITY OF MANCHESTER,400133027,87342.22
DFID,DFID,40526,Accomodation costs,Asia Division,Neptune Properties,400133036,236614.19
DFID,DFID,40526,Accomodation costs,Asia Division,Neptune Properties,400133036,261520.95
DFID,DFID,40526,Aid to international organisations,East and Central Africa,IBRD (HSBC)  C/O THE WORLD BANK,400133058,5000000
DFID,DFID,40526,Aid to civil society organisations / NGOs,Policy and Research Directorate,AGA KHAN FOUNDATION (UK),400133059,148750
DFID,DFID,40526,Aid to civil society organisations / NGOs,Policy and Research Directorate,INTERNATIONAL INSTITUTE FOR ENVIRO,400133060,185000
DFID,DFID,40526,Aid to civil society organisations / NGOs,Policy and Research Directorate,ONE WORLD ACTION,400133062,172500
DFID,DFID,40526,Emergency / Humanitarian Assistance,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",MINISTRY OF DEFENCE - HQ BRITFOR,400133070,610333.66
DFID,DFID,40527,Aid to civil society organisations / NGOs,International Relations Division,New York University (GBP),400133073,100000
DFID,DFID,40526,Aid to international organisations,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",UNDP CONTRIBUTIONS GBP,400133078,100000
DFID,DFID,40527,Aid to civil society organisations / NGOs,West and Southern Africa,University of Cape Town,400133085,244948.1
DFID,DFID,40526,Aid to civil society organisations / NGOs,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",SAVE THE CHILDREN,400133087,50965
DFID,DFID,40527,Aid to civil society organisations / NGOs,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",Geneva Call,400133116,39798.28
DFID,DFID,40532,Technical & Advisory services,West and Southern Africa,THE CROWN AGENTS,400133144,64628.04
DFID,DFID,40526,Aid to civil society organisations / NGOs,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",MINES ADVISORY GROUP,400133146,1000000
DFID,DFID,40527,Aid to civil society organisations / NGOs,Policy and Research Directorate,ACTION ON DISABILITY AND DE,400133160,260000
DFID,DFID,40527,Research & Development,Policy and Research Directorate,Population Council,400133163,77798
DFID,DFID,40526,Aid to civil society organisations / NGOs,Policy and Research Directorate,ETHICAL TRADING INITIATIVE,400133167,137500
DFID,DFID,40533,Technical & Advisory services,Policy and Research Directorate,KPMG Development Services,400133170,39763.19
DFID,DFID,40526,Aid to civil society organisations / NGOs,Policy and Research Directorate,CHRISTIAN AID,400133173,1300000
DFID,DFID,40533,Technical & Advisory services,Policy and Research Directorate,KPMG Development Services,400133174,120419.95
DFID,DFID,40527,Technical & Advisory services,Policy and Research Directorate,HLSP LIMITED,400133176,23118.42
DFID,DFID,40526,Aid to civil society organisations / NGOs,Policy and Research Directorate,WORLD VISION UNITED KINGDOM,400133180,672500
DFID,DFID,40526,Technical & Advisory services,West and Southern Africa,OPTIONS CONSULTANCY SERVICES LIMITED,400133189,50366.09
DFID,DFID,40532,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",OPTIONS CONSULTANCY SERVICES LIMITED,400133194,54009.59
DFID,DFID,40526,Aid to other bilateral donors,Asia Division,IBRD HSBC T,400133208,979624
DFID,DFID,40526,Aid to international organisations,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",National Integrity Action Forum -UWI,400133213,100000
DFID,DFID,40526,Aid to international organisations,Western Asia and Stabilisation Division,UNDP CONTRIBUTIONS ACCOUNT,400133240,576762
DFID,DFID,40527,Emergency / Humanitarian Assistance,Asia Division,International Organization for Migration Geneva(IOM),400133272,110000
DFID,DFID,40528,Technical & Advisory services,Western Asia and Stabilisation Division,HTSPE LTD,400133274,33733.26
DFID,DFID,40527,Technical & Advisory services,Asia Division,PRICEWATERHOUSECOOPERS PRIVATE LTD,400133278,200017.39
DFID,DFID,40532,Aid to civil society organisations / NGOs,Asia Division,SAVE THE CHILDREN,400133281,350000
DFID,DFID,40533,Technical & Advisory services,Asia Division,INFRASTRUCTURE PROFESSIONALS ENTERPRISE,400133282,60460.37
DFID,DFID,40533,Technical & Advisory services,Asia Division,INFRASTRUCTURE PROFESSIONALS ENTERPRISE,400133282,-4737.18
DFID,DFID,40526,Aid to international organisations,Asia Division,UNDP CONTRIBUTIONS GBP,400133286,500000
DFID,DFID,40526,Aid to international organisations,Asia Division,UNDP CONTRIBUTIONS GBP,400133286,1000000
DFID,DFID,40534,Aid to international organisations,International Relations Division,FOOD AND AGRICULTURE ORGANIZATION (EURO),400133292,11800099.74
DFID,DFID,40534,Aid to international organisations,International Relations Division,FOOD AND AGRICULTURE ORGANISATION (USD),400133300,9205980.46
DFID,DFID,40541,Aid to civil society organisations / NGOs,Asia Division,BRAC,400133314,4000000
DFID,DFID,40527,Aid to civil society organisations / NGOs,West and Southern Africa, OXFAM,400133344,210761.46
DFID,DFID,40526,Aid to partner government,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",THE CROWN AGENTS,400133348,323530.65
DFID,DFID,40526,Aid to partner government,West and Southern Africa,THE CROWN AGENTS,400133349,265000
DFID,DFID,40526,Aid to partner government,International Relations Division,THE CROWN AGENTS,400133351,284964
DFID,DFID,40528,Aid to partner government,East and Central Africa,THE CROWN AGENTS,400133352,39596.56
DFID,DFID,40526,Emergency / Humanitarian Assistance,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",THE CROWN AGENTS,400133353,114555.45
DFID,DFID,40526,Technical & Advisory services,Policy and Research Directorate,PRICEWATERHOUSECOOPERS,400133354,322000
DFID,DFID,40527,Aid to international organisations,East and Central Africa,WHO (GENEVA),400133445,100000
DFID,DFID,40529,Aid to international organisations,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",United Nations General Trust Fund Account,400133450,40000000
DFID,DFID,40527,Technical & Advisory services,Policy and Research Directorate,PRICEWATERHOUSECOOPERS,400133471,247000
DFID,DFID,40527,Technical & Advisory services,Policy and Research Directorate,Engineering & Physical Sciences Research Council,400133477,81000
DFID,DFID,40527,Technical & Advisory services,Policy and Research Directorate,PRICEWATERHOUSECOOPERS,400133482,84653.77
DFID,DFID,40527,Technical & Advisory services,Policy and Research Directorate,PRICEWATERHOUSECOOPERS,400133482,15318.76
DFID,DFID,40527,Aid to civil society organisations / NGOs,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",Chatham House Enterprises,400133484,25007.93
DFID,DFID,40528,Direct Programme training / facilitation,Western Asia and Stabilisation Division,COFFEY INTERNATIONAL DEVELOPMENT LTD,400133502,27696.63
DFID,DFID,40528,Staff training & Conferences,Western Asia and Stabilisation Division,COFFEY INTERNATIONAL DEVELOPMENT LTD,400133502,32732.39
DFID,DFID,40533,Aid to international organisations,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",IBRD (HSBC)  C/O THE WORLD BANK,400133523,900000
DFID,DFID,40527,Aid to partner government,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",THE CROWN AGENTS,400133532,575200
DFID,DFID,40528,Aid to international organisations,Policy and Research Directorate,SOUTH AFRICAN REVENUE SERVICE,400133536,250000
DFID,DFID,40529,Aid to partner government,International Relations Division,THE CROWN AGENTS,400133542,1000000
DFID,DFID,40528,Aid to international organisations,Policy and Research Directorate,THE UN OFFICE on DRUGS AND CRIME,400133543,150000
DFID,DFID,40529,Aid to partner government,West and Southern Africa,THE CROWN AGENTS,400133547,1200000
DFID,DFID,40527,Aid to civil society organisations / NGOs,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",OXFAM,400133551,346722
DFID,DFID,40527,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",THE CROWN AGENTS,400133555,26612.27
DFID,DFID,40527,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",THE CROWN AGENTS,400133555,1907.38
DFID,DFID,40527,Aid to international organisations,Asia Division,IBRD HSBC T,400133557,480000
DFID,DFID,40527,Aid to civil society organisations / NGOs,West and Southern Africa,CAFOD,400133559,652305
DFID,DFID,40527,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",THE CROWN AGENTS,400133568,13571.58
DFID,DFID,40527,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",THE CROWN AGENTS,400133568,14268.43
DFID,DFID,40527,Aid to civil society organisations / NGOs,East and Central Africa,OVERSEAS DEVELOPMENT INSTITUTE (ODI),400133576,53533.01
DFID,DFID,40527,Technical & Advisory services,Evaluation Department,IIED,400133578,47417.13
DFID,DFID,40527,Technical & Advisory services,Asia Division,OPTIONS CONSULTANCY SERVICES LIMITED,400133579,52149
DFID,DFID,40527,Aid to civil society organisations / NGOs,West and Southern Africa,SAVE THE CHILDREN UK,400133580,133524
DFID,DFID,40529,Aid to international organisations,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division", UNHCR,400133583,19000000
DFID,DFID,40533,Technical & Advisory services,Policy and Research Directorate,LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE,400133596,146770.31
DFID,DFID,40533,Technical & Advisory services,Policy and Research Directorate,LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE,400133596,141389.83
DFID,DFID,40533,Technical & Advisory services,Policy and Research Directorate,LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE,400133596,1696.94
DFID,DFID,40528,Aid to other bilateral donors,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",International Monetary Fund (GBP),400133603,1000000
DFID,DFID,40527,Aid to international organisations,West and Southern Africa, UNICEF,400133605,328298
DFID,DFID,40527,Aid to civil society organisations / NGOs,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",THE HALO TRUST,400133610,1000000
DFID,DFID,40532,Technical & Advisory services,West and Southern Africa,RE-ACTION,400133611,7105.23
DFID,DFID,40532,Technical & Advisory services,West and Southern Africa,RE-ACTION,400133611,23284
DFID,DFID,40527,Aid to civil society organisations / NGOs,Policy and Research Directorate,INTERNATIONAL HIV/AIDS ALLIANCE,400133618,925000
DFID,DFID,40528,Technical & Advisory services,Asia Division,BMB MOTT  MACDONALD,400133620,58067.35
DFID,DFID,40528,Technical & Advisory services,Asia Division,BMB MOTT  MACDONALD,400133625,632045.46
DFID,DFID,40528,Aid to international organisations,East and Central Africa,UNFPA,400133630,4000000
DFID,DFID,40528,Aid to international organisations,Policy and Research Directorate,INTERNATIONAL DEVELOPMENT RESEARCH CENTRE,400133634,632075
DFID,DFID,40527,Debt Relief,International Finance Division,ECGD ACCOUNT,400133640,40750359.07
DFID,DFID,40533,Energy Costs,Human Resources Division,EDF ENERGY,400133642,23.5
DFID,DFID,40533,Energy Costs,Human Resources Division,EDF ENERGY,400133642,31226.82
DFID,DFID,40527,Aid to civil society organisations / NGOs,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",ROYAL SOCIETY FOR THE PROTECTION OF BIRDS,400133649,28288.54
DFID,DFID,40532,Aid to international organisations,Asia Division,IBRD (HSBC)  C/O THE WORLD BANK,400133657,4000000
DFID,DFID,40528,Technical & Advisory services,West and Southern Africa,EFFECTIVE DEVELOPMENT GROUP (EDG),400133658,328168.41
DFID,DFID,40541,Aid to civil society organisations / NGOs,Policy and Research Directorate,Fairtrade Labelling Organizations International e.V.,400133798,750000
DFID,DFID,40528,Aid to civil society organisations / NGOs,Policy and Research Directorate,PLAN INTERNATIONAL UK,400133812,617500
DFID,DFID,40533,Aid to civil society organisations / NGOs,West and Southern Africa,Action Against Hunger - USA,400133815,477898.23
DFID,DFID,40529,Aid to partner government,West and Southern Africa,THE CROWN AGENTS,400133816,3100000
DFID,DFID,40528,Aid to international organisations,International Finance Division,IBRD HSBC T,400133822,2000000
DFID,DFID,40528,Aid to partner government,Policy and Research Directorate,THE CROWN AGENTS,400133825,2000000
DFID,DFID,40528,Aid to partner government,East and Central Africa,THE CROWN AGENTS,400133830,3000000
DFID,DFID,40528,Aid to civil society organisations / NGOs,Communications Division,MARIE STOPES INTERNATIONAL,400133833,36172
DFID,DFID,40528,Technical & Advisory services,West and Southern Africa, UNICEF,400133838,3500000
DFID,DFID,40528,Technical & Advisory services,Policy and Research Directorate,University Of Oxford,400133843,30000
DFID,DFID,40529,Aid to civil society organisations / NGOs,West and Southern Africa,CHREAA,400133847,27097.61
DFID,DFID,40532,Shared Services,Central Department Division,FOREIGN AND COMMONWEALTH OFFICE,400133849,1246375.06
DFID,DFID,40532,Aid to civil society organisations / NGOs,West and Southern Africa,Malawi Economic Justice Network,400133851,27523.32
DFID,DFID,40528,Technical & Advisory services,West and Southern Africa,GRM INTERNATIONAL LTD,400133881,98471.46
DFID,DFID,40528,Aid to international organisations,East and Central Africa,NETHERLANDS EMBASSY,400133884,536373.22
DFID,DFID,40529,Aid to international organisations,Asia Division,UNOPS,400133891,750000
DFID,DFID,40528,Technical & Advisory services,West and Southern Africa,THE CROWN AGENTS,400133898,33973.27
DFID,DFID,40528,Technical & Advisory services,West and Southern Africa,GRM INTERNATIONAL LTD,400133899,312310.89
DFID,DFID,40528,Software,Business Solutions Division Level,ORACLE CORPORATION UK LIMITED,400133902,31373.54
DFID,DFID,40528,Technical & Advisory services,West and Southern Africa,THE CROWN AGENTS,400133904,40025.29
DFID,DFID,40528,Software,Business Solutions Division Level,ORACLE CORPORATION UK LIMITED,400133906,32207.87
DFID,DFID,40528,Aid to other bilateral donors,East and Central Africa,IBRD (HSBC)  C/O THE WORLD BANK,400133908,439328
DFID,DFID,40528,Technical & Advisory services,West and Southern Africa,THE CROWN AGENTS,400133910,73202.9
DFID,DFID,40529,Technical & Advisory services,Western Asia and Stabilisation Division,THE CROWN AGENTS,400133913,25531.81
DFID,DFID,40533,Aid to civil society organisations / NGOs,West and Southern Africa,OXFAM,400133915,691346
DFID,DFID,40528,Aid to partner government,Asia Division,THE CROWN AGENTS,400133919,35250000
DFID,DFID,40528,Aid to partner government,Asia Division,THE CROWN AGENTS,400133919,11750000
DFID,DFID,40528,Technical & Advisory services,Communications Division,BRITISH COUNCIL,400133920,631340.16
DFID,DFID,40528,Technical & Advisory services,Communications Division,BRITISH COUNCIL,400133920,932117.63
DFID,DFID,40528,Aid to partner government,Asia Division,THE CROWN AGENTS,400133922,30000000
DFID,DFID,40528,Aid to international organisations,Asia Division,UNDP CONTRIBUTIONS GBP,400133925,360000
DFID,DFID,40528,Technical & Advisory services,East and Central Africa,LIVERPOOL ASSOCIATES IN TROP. HEALTH,400133932,177224.46
DFID,DFID,40528,Aid to civil society organisations / NGOs,East and Central Africa,Medecins du Monde UK International Funds,400133938,65413
DFID,DFID,40528,Technical & Advisory services,Asia Division,MAXWELL STAMP PLC,400133941,65.13
DFID,DFID,40528,Aid to civil society organisations / NGOs,Asia Division,MAXWELL STAMP PLC,400133941,244500
DFID,DFID,40528,Technical & Advisory services,Asia Division,MAXWELL STAMP PLC,400133941,200000
DFID,DFID,40528,Technical & Advisory services,Asia Division,MAXWELL STAMP PLC,400133947,129112.94
DFID,DFID,40528,Aid to international organisations,East and Central Africa, UNICEF,400133951,3500000
DFID,DFID,40528,Technical & Advisory services,Policy and Research Directorate,ANDREW ROBY,400133952,25744
DFID,DFID,40533,Technical & Advisory services,Asia Division,CONSTELLA FUTURES,400133957,40426.44
DFID,DFID,40528,Research & Development,West and Southern Africa,HEALTH PARTNERS INTERNATIONAL,400133962,82721.67
DFID,DFID,40528,Technical & Advisory services,West and Southern Africa,GRM INTERNATIONAL LTD,400133969,65190.18
DFID,DFID,40528,Aid to civil society organisations / NGOs,East and Central Africa,CARE INTERNATIONAL,400133974,61521.59
DFID,DFID,40533,Aid to international organisations,Policy and Research Directorate,WHO (GENEVA),400133981,350000
DFID,DFID,40528,Aid to international organisations,Asia Division,UNDP CONTRIBUTIONS GBP,400133986,125000
DFID,DFID,40528,Aid to international organisations,East and Central Africa,IBRD (HSBC)  C/O THE WORLD BANK,400133987,916666
DFID,DFID,40532,Aid to civil society organisations / NGOs,East and Central Africa,AFRICA EDUCATIONAL TRUST,400133996,161670
DFID,DFID,40536,Aid to other bilateral donors,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",SOCIAL DEVELOPMENT FUND,400134002,3000000
DFID,DFID,40528,Aid to civil society organisations / NGOs,Asia Division,HEALTH POVERTY ACTION,400134009,181860
DFID,DFID,40529,Aid to international organisations,Policy and Research Directorate,UNCTAD,400134010,30000
DFID,DFID,40532,Aid to partner government,East and Central Africa,IBRD HSBC T,400134015,17700000
DFID,DFID,40528,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",THE CROWN AGENTS,400134020,489288
DFID,DFID,40528,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",THE CROWN AGENTS,400134020,-5221.14
DFID,DFID,40533,Aid to international organisations,East and Central Africa, UNICEF,400134021,4879361
DFID,DFID,40528,Aid to civil society organisations / NGOs,Policy and Research Directorate,Triple Line Consulting Limited,400134022,305640.84
DFID,DFID,40528,Aid to partner government,East and Central Africa,THE CROWN AGENTS,400134026,500000
DFID,DFID,40528,Aid to partner government,West and Southern Africa,THE CROWN AGENTS,400134030,270000
DFID,DFID,40528,Aid to partner government,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",THE CROWN AGENTS,400134033,550000
DFID,DFID,40528,Aid to civil society organisations / NGOs,Policy and Research Directorate,WATERAID,400134034,255000
DFID,DFID,40528,Aid to partner government,East and Central Africa,THE CROWN AGENTS,400134040,11500000
DFID,DFID,40528,Technical & Advisory services,Western Asia and Stabilisation Division,THE CROWN AGENTS,400134045,9800
DFID,DFID,40528,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",THE CROWN AGENTS,400134045,144800
DFID,DFID,40528,Aid to international organisations,East and Central Africa,UNDP CONTRIBUTIONS ACCOUNT,400134048,750000
DFID,DFID,40528,Aid to international organisations,East and Central Africa,UNDP CONTRIBUTIONS ACCOUNT,400134048,400000
DFID,DFID,40528,Aid to international organisations,East and Central Africa,UNDP CONTRIBUTIONS ACCOUNT,400134048,200000
DFID,DFID,40528,Aid to international organisations,International Finance Division,IBRD (HSBC)  C/O THE WORLD BANK,400134050,700000
DFID,DFID,40533,Technical & Advisory services,West and Southern Africa,THE CROWN AGENTS,400134051,186059.68
DFID,DFID,40528,Aid to civil society organisations / NGOs,East and Central Africa,OVERSEAS DEVELOPMENT INSTITUTE,400134053,77936.07
DFID,DFID,40529,Aid to international organisations,Policy and Research Directorate,The World  Bank IBRD,400134058,494802
DFID,DFID,40529,Aid to civil society organisations / NGOs,West and Southern Africa,IPAS,400134061,1497654.36
DFID,DFID,40528,Aid to civil society organisations / NGOs,Policy and Research Directorate,PROGRESSIO,400134062,890000
DFID,DFID,40541,Aid to international organisations,East and Central Africa,USAID Washington,400134066,6500000
DFID,DFID,40528,Communications,Asia Division,THE CROWN AGENTS,400134067,183768.26
DFID,DFID,40528,Research & Development,Policy and Research Directorate,Natural Environment Research Council,400134074,288860
DFID,DFID,40529,Technical & Advisory services,West and Southern Africa,OPTIONS CONSULTANCY SERVICES LIMITED,400134079,139067.98
DFID,DFID,40529,Aid to civil society organisations / NGOs,East and Central Africa,PACT INC,400134085,150000
DFID,DFID,40529,Aid to international organisations,East and Central Africa,GTZ GmBH Eschborn,400134098,310040
DFID,DFID,40529,Aid to other bilateral donors,East and Central Africa, ECOWAS COMMISSION,400134104,1000000
DFID,DFID,40541,Aid to civil society organisations / NGOs,East and Central Africa,TRADEMARK EAST AFRICA,400134187,2500000
DFID,DFID,40529,Aid to other bilateral donors,Asia Division,IBRD HSBC T,400134191,200000
DFID,DFID,40535,Aid to partner government,West and Southern Africa,THE CROWN AGENTS,400134213,57274.5
DFID,DFID,40529,Accomodation costs,West and Southern Africa,JUSTICE CORNELIUS AUGUSTINE HARDING,400134218,20000
DFID,DFID,40529,Accomodation costs,West and Southern Africa,JUSTICE CORNELIUS AUGUSTINE HARDING,400134218,20000
DFID,DFID,40529,Aid to partner government,West and Southern Africa,THE CROWN AGENTS,400134229,7000000
DFID,DFID,40529,Aid to partner government,West and Southern Africa,THE CROWN AGENTS,400134235,2500000
DFID,DFID,40529,Aid to partner government,West and Southern Africa,THE CROWN AGENTS,400134239,327692.5
DFID,DFID,40533,Aid to civil society organisations / NGOs,Western Asia and Stabilisation Division,HANDS,400134248,1636851
DFID,DFID,40529,Aid to partner government,East and Central Africa,THE CROWN AGENTS,400134251,1294196.7
DFID,DFID,40529,Aid to partner government,West and Southern Africa,THE CROWN AGENTS,400134257,5170000
DFID,DFID,40529,Technical & Advisory services,Asia Division,CARE INTERNATIONAL,400134262,39455.67
DFID,DFID,40529,Aid to partner government,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",THE CROWN AGENTS,400134271,50000
DFID,DFID,40533,Emergency / Humanitarian Assistance,West and Southern Africa,THE INTERNATIONAL COMMITTEE OF THE RED CROSS (ICRC),400134274,4000000
DFID,DFID,40529,Emergency / Humanitarian Assistance,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",THE CROWN AGENTS,400134278,49009.52
DFID,DFID,40529,Emergency / Humanitarian Assistance,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",THE CROWN AGENTS,400134278,352.5
DFID,DFID,40532,Technical & Advisory services,Asia Division,CROWN AGENTS (INDIA) PVT. LTD,400134283,35899.6
DFID,DFID,40529,Emergency / Humanitarian Assistance,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",THE CROWN AGENTS,400134285,758.63
DFID,DFID,40529,Emergency / Humanitarian Assistance,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",THE CROWN AGENTS,400134285,33984.19
DFID,DFID,40532,Technical & Advisory services,Asia Division,WSP INTERNATIONAL LIMITED,400134288,308284.94
DFID,DFID,40529,Aid to partner government,West and Southern Africa,THE CROWN AGENTS,400134292,48000000
DFID,DFID,40533,Technical & Advisory services,Asia Division,CROWN AGENTS (INDIA) PVT. LTD,400134293,50201.34
DFID,DFID,40533,Aid to civil society organisations / NGOs,Policy and Research Directorate, WORLD RESOURCES INSTITUTE (USD),400134303,225762.3
DFID,DFID,40529,Technical & Advisory services,Asia Division,CROWN AGENTS (INDIA) PVT. LTD,400134304,58710.05
DFID,DFID,40529,Technical & Advisory services,Asia Division,GRM INTERNATIONAL LTD,400134308,35765.1
DFID,DFID,40533,Aid to civil society organisations / NGOs,Western Asia and Stabilisation Division,Rural Support Programmes Network (RSPN),400134334,305139
DFID,DFID,40532,Aid to civil society organisations / NGOs,Policy and Research Directorate,INTERNATIONAL INSTITUTE FOR SUSTAINABLE DEVELOPMENT,400134336,204300
DFID,DFID,40532,Aid to civil society organisations / NGOs,Policy and Research Directorate,INTERNATIONAL INSTITUTE FOR SUSTAINABLE DEVELOPMENT,400134336,-156307
DFID,DFID,40532,Aid to civil society organisations / NGOs,Asia Division,INTERNATIONAL INSTITUTE FOR SUSTAINABLE DEVELOPMENT,400134341,26256.62
DFID,DFID,40533,Aid to international organisations,East and Central Africa,THE INTERNATIONAL COMMITTEE OF THE RED CROSS (ICRC),400134349,4000000
DFID,DFID,40532,Research & Development,Policy and Research Directorate,GBS Re DFID Third Party Monies,400134474,39621.84
DFID,DFID,40532,Accomodation costs,Asia Division,Jia Ao Real Extate Development,400134481,50596.24
DFID,DFID,40532,Aid to civil society organisations / NGOs,East and Central Africa,Justice for All-Prison Fellowship Eth,400134523,43410.91
DFID,DFID,40532,Aid to civil society organisations / NGOs,Western Asia and Stabilisation Division,PLAN INTERNATIONAL UK,400134617,557347.16
DFID,DFID,40532,Aid to civil society organisations / NGOs,Policy and Research Directorate,PRACTICAL ACTION LTD,400134624,272500
DFID,DFID,40532,Aid to civil society organisations / NGOs,Western Asia and Stabilisation Division,SAVE THE CHILDREN UK,400134638,4000000
DFID,DFID,40532,Aid to international organisations,Policy and Research Directorate,IBRD HSBC T,400134643,3000000
DFID,DFID,40532,Aid to international organisations,Policy and Research Directorate,IBRD HSBC T,400134647,3500000
DFID,DFID,40532,Aid to international organisations,Policy and Research Directorate,IBRD HSBC T,400134654,3750000
DFID,DFID,40533,Technical & Advisory services,Communications Division,TRIPLE LINE CONSULTING LTD,400134655,26653
DFID,DFID,40533,Consultancy Services,Communications Division,TRIPLE LINE CONSULTING LTD,400134655,1052.25
DFID,DFID,40533,Technical & Advisory services,East and Central Africa,Health Research for Action (HERA),400134656,133378.15
DFID,DFID,40532,Technical & Advisory services,West and Southern Africa,THE CROWN AGENTS,400134661,42856.5
DFID,DFID,40532,Technical & Advisory services,International Relations Division,OXFORD POLICY MANAGEMENT,400134664,77132.46
DFID,DFID,40532,Technical & Advisory services,Policy and Research Directorate,PRICEWATERHOUSECOOPERS,400134665,77454.24
DFID,DFID,40532,Aid to civil society organisations / NGOs,Policy and Research Directorate,WATERAID,400134676,21436
DFID,DFID,40532,Aid to civil society organisations / NGOs,Policy and Research Directorate,WATERAID,400134676,27453
DFID,DFID,40532,Aid to civil society organisations / NGOs,West and Southern Africa,ACTION AGAINST HUNGER UK,400134681,429809
DFID,DFID,40532,Emergency / Humanitarian Assistance,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",HANDICAP INTERNATIONAL UK,400134690,246124.18
DFID,DFID,40532,Aid to partner government,West and Southern Africa,THE CROWN AGENTS,400134716,42168.17
DFID,DFID,40533,Aid to other bilateral donors,East and Central Africa,GTZ Health Sector Program,400134722,250000
DFID,DFID,40541,Aid to partner government,West and Southern Africa,THE CROWN AGENTS,400134725,520000
DFID,DFID,40532,Aid to partner government,West and Southern Africa,THE CROWN AGENTS,400134728,44440
DFID,DFID,40536,Aid to civil society organisations / NGOs,West and Southern Africa,The Story Workshop,400134747,35704
DFID,DFID,40532,Aid to civil society organisations / NGOs,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",Wildscreen,400134749,29134.57
DFID,DFID,40532,Aid to partner government,Western Asia and Stabilisation Division,THE CROWN AGENTS,400134752,7500000
DFID,DFID,40532,Aid to partner government,Asia Division,THE CROWN AGENTS,400134754,932074.02
DFID,DFID,40532,Aid to partner government,Asia Division,THE CROWN AGENTS,400134754,501886.01
DFID,DFID,40533,Aid to civil society organisations / NGOs,West and Southern Africa,Paralegal Advisory Service Institute,400134764,47320.64
DFID,DFID,40532,Technical & Advisory services,East and Central Africa,IAN M ROBINSON,400134766,28764
DFID,DFID,40532,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",WSP INTERNATIONAL LIMITED,400134767,69645
DFID,DFID,40533,Aid to civil society organisations / NGOs,West and Southern Africa,The Body of Case Handling Institutions,400134771,40219.39
DFID,DFID,40533,Aid to international organisations,East and Central Africa,UNDP MULTI-DONOR TRUST FUND OFFICE (USD) ACCOUNT,400134772,400000
DFID,DFID,40533,Aid to civil society organisations / NGOs,West and Southern Africa,CONCERN UNIVERSAL,400134775,86521.86
DFID,DFID,40533,Technical & Advisory services,West and Southern Africa,BRITISH COUNCIL,400134778,160533.81
DFID,DFID,40533,Technical & Advisory services,West and Southern Africa,BRITISH COUNCIL,400134778,512675.6
DFID,DFID,40533,Aid to civil society organisations / NGOs,East and Central Africa, THE RESEARCH FOUNDATION,400134779,30432.63
DFID,DFID,40534,Aid to civil society organisations / NGOs,East and Central Africa,Tanzania Private Sector Foundation,400134781,444502.91
