Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description ,Supplier Postcode,Supplier Type,Expenditure Type
Cabinet Office,CABINET OFFICE,14/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,NORTH LINCOLNSHIRE COUNCIL,3000047462,42283,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS DN150AX,Large,Grants
Cabinet Office,CABINET OFFICE,14/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,SCARBOROUGH BOROUGH COUNCIL,3000047458,44360,Payment to local authorities fund the implementation of Individual Electoral Registration ,ERS YO112HG,Large,Grants
Cabinet Office,CABINET OFFICE,14/04/2014,BUSINESS RATES - DIRECT LOCAL AUTHORITIES,CARLTON GARDENS,WESTMINSTER CITY COUNCIL,3000047475,45610.77,Rates charges,SW1E6QP,Large,Admin
Cabinet Office,CABINET OFFICE,14/04/2014,BUSINESS RATES - DIRECT LOCAL AUTHORITIES,ADMIRALTY HOUSE,WESTMINSTER CITY COUNCIL,3000047475,51248.44,Rates charges,SW1E6QP,Large,Admin
Cabinet Office,CABINET OFFICE,14/04/2014,CONTRACTORS & STAFF SUBSTITUTIONS,GDS BUS DEV CONSULTANT AND STAFF COSTS,CAPITA RESOURCING LTD,3000047465,51560.16,Payment for interim IT specialists,DL19HN,Large,Programme
Cabinet Office,CABINET OFFICE,14/04/2014,GRANT FUND MANAGEMENT,YOUTH POLICY,METHODS CONSULTING LTD,3000047484,51852.6,"Improving Outcomes for Children, Young People and Families administrative grant",WC2H 8AD,SME,Grants
Cabinet Office,CABINET OFFICE,14/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,HARROGATE BOROUGH COUNCIL,3000047505,55390,Payment to local authorities fund the implementation of Individual Electoral Registration ,ERS HG12SG,Large,Grants
Cabinet Office,CABINET OFFICE,14/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,NORTH EAST LINCOLNSHIRE COUNCIL,3000047463,56262,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS DN311HU,Large,Grants
Cabinet Office,CABINET OFFICE,14/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,BARNSLEY METROPOLITAN BOROUGH COUNCIL,3000047508,57890,Payment to local authorities fund the implementation of Individual Electoral Registration ,ERS S702AQ,Large,Grants
Cabinet Office,CABINET OFFICE,14/04/2014,TELECOM RENTALS,TELEPHONE SERVICES,VODAFONE LTD,3000047515,61709.98,Mobile phone provision,MK35JP,Large,Admin
Cabinet Office,CABINET OFFICE,14/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,ROTHERHAM METROPOLITAN BOROUGH COUNCIL,3000047460,75395,Payment to local authorities fund the implementation of Individual Electoral Registration ,ERS S601AE,Large,Grants
Cabinet Office,CABINET OFFICE,14/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,CALDERDALE METROPOLITAN BOROUGH COUNCIL,3000047507,84268,Payment to local authorities to fund the implementation of Individual Electoral Registration ,HX11UJ,Large,Grants
Cabinet Office,CABINET OFFICE,14/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,WAKEFIELD  DISTRICT COUNCIL,3000047490,92930,Payment to local authorities fund the implementation of Individual Electoral Registration ,ERS WF12QW,Large,Grants
Cabinet Office,CABINET OFFICE,14/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,EAST RIDING OF YORKSHIRE BOROUGH COUNCIL,3000047480,96137,Payment to local authorities fund the implementation of Individual Electoral Registration ,ERS HU179BA,Large,Grants
Cabinet Office,CABINET OFFICE,14/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,CITY OF YORK COUNCIL,3000047491,118416,Payment to local authorities fund the implementation of Individual Electoral Registration ,YO16GA,Large,Grants
Cabinet Office,CABINET OFFICE,14/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,DONCASTER METROPOLITAN BOROUGH COUNCIL,3000047455,120679,Payment to local authorities fund the implementation of Individual Electoral Registration ,ERS DN13BU,Large,Grants
Cabinet Office,CABINET OFFICE,14/04/2014,OTHER IS IT COSTS VAT RECOV,GDS TRANSFORMATION,KAINOS SOFTWARE LTD,3000047482,122503.58,Identity Assurance Programme software development ,BT71NT,SME,Programme
Cabinet Office,CABINET OFFICE,14/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,KIRKLEES METROPOLITAN COUNCIL,3000047467,143504,Payment to local authorities fund the implementation of Individual Electoral Registration ,HD12NF,Large,Grants
Cabinet Office,CABINET OFFICE,14/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,KINGSTON UPON HULL CITY COUNCIL,3000047477,149206,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS HU12AA,Large,Grants
Cabinet Office,CABINET OFFICE,14/04/2014,OTHER IS IT COSTS VAT RECOV,CISP,SUREVINE LTD,3000047452,178198.76,"IT hardware to support the formation of CERT UK, which is a key component of the UK’s cyber security strategy. This will protect UK businesses by facilitating the sharing of information on cyber threats in real time using a secure virtual ‘collaboration environment’.  ",GU19ND,SME,Programme
Cabinet Office,CABINET OFFICE,14/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,BRADFORD METROPOLITAN BOROUGH COUNCIL,3000047488,242279,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS BD11HY,Large,Grants
Cabinet Office,CABINET OFFICE,14/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,SHEFFIELD CITY COUNCIL,3000047506,250365,Payment to local authorities fund the implementation of Individual Electoral Registration ,S12HH,Large,Grants
Cabinet Office,CABINET OFFICE,14/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,LEEDS CITY COUNCIL,3000047476,345332,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS LS11UR,Large,Grants
Cabinet Office,CABINET OFFICE,14/04/2014,BUSINESS RATES - DIRECT LOCAL AUTHORITIES,35 GREAT SMITH STREET,WESTMINSTER CITY COUNCIL,3000047475,637540,Rates charges,SW1E6QP,Large,Admin
Cabinet Office,CABINET OFFICE,14/04/2014,RESOURCE GRANTS PRIVATE SECTOR,YOUTH POLICY,KIDS COMPANY,3000047449,1000000,"Improving Outcomes for Children, Young People and Families grant",SE59BS,Large,Grants
Cabinet Office,CABINET OFFICE,14/04/2014,BUSINESS RATES - DIRECT LOCAL AUTHORITIES,70 WHITEHALL,WESTMINSTER CITY COUNCIL,3000047475,1536120,Rates charges,SW1E6QP,Large,Programme
Cabinet Office,CABINET OFFICE,14/04/2014,RESOURCE GRANTS TO NDPB'S,LEGAL ADVICE FUND,BIG LOTTERY ADVICE SERVICES TRANSITION FUND,3000047447,4062500,Advice Services Transition Fund grant,NE14BE,Large,Grants
Cabinet Office,CABINET OFFICE,15/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,CHESTERFIELD BOROUGH COUNCIL,3000047549,25522,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS S401LP,Large,Grants
Cabinet Office,CABINET OFFICE,15/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,HARBOROUGH DISTRICT COUNCIL,3000047535,25736,Payment to local authorities fund the implementation of Individual Electoral Registration ,ERS LE167AG,Large,Grants
Cabinet Office,CABINET OFFICE,15/04/2014,BUSINESS RATES - DIRECT LOCAL AUTHORITIES,GPU RESIDUAL ESTATE ADMIN,SOUTH GLOUCESTERSHIRE COUNCIL,3000047577,25787,Rates charges,BS150DS,Large,Admin
Cabinet Office,CABINET OFFICE,15/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,HINCKLEY & BOSWORTH BOROUGH COUNCIL,3000047547,26185,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS LE101BZ,Large,Grants
Cabinet Office,CABINET OFFICE,15/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,DAVENTRY DISTRICT COUNCIL,3000047556,26857,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS NN114FP,Large,Grants
Cabinet Office,CABINET OFFICE,15/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,EREWASH BOROUGH COUNCIL,3000047558,29704,Payment to local authorities fund the implementation of Individual Electoral Registration ,ERS DE75RP,Large,Grants
Cabinet Office,CABINET OFFICE,15/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,AMBER VALLEY BOROUGH COUNCIL,3000047567,30172,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS DE53BT,Large,Grants
Cabinet Office,CABINET OFFICE,15/04/2014,ADDITIONS IT HARDWARE,CERT,SPECIALIST COMPUTER CENTRES PLC,3000047574,31681.75,"IT hardware to support the formation of CERT UK, which is a key component of the UK’s cyber security strategy. This will protect UK businesses by facilitating the sharing of information on cyber threats in real time using a secure virtual ‘collaboration environment’.  ",WA37PS,Large,Programme
Cabinet Office,CABINET OFFICE,15/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,ASHFIELD DISTRICT COUNCIL,3000047563,32191,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS NG178DA,Large,Grants
Cabinet Office,CABINET OFFICE,15/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,MANSFIELD DISTRICT COUNCIL,3000047552,32783,Payment to local authorities to fund the implementation of Individual Electoral Registration ,NG197BH,Large,Grants
Cabinet Office,CABINET OFFICE,15/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,NORTH KESTEVEN DISTRICT COUNCIL,3000047543,34581,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS NG347EF,Large,Grants
Cabinet Office,CABINET OFFICE,15/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,BROXTOWE BOROUGH COUNCIL,3000047564,39421,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS NG91AB,Large,Grants
Cabinet Office,CABINET OFFICE,15/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,SOUTH KESTEVEN DISTRICT COUNCIL,3000047539,39635,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS NG316PZ,Large,Grants
Cabinet Office,CABINET OFFICE,15/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,NEWARK & SHERWOOD DISTRICT COUNCIL,3000047544,40487,Payment to local authorities fund the implementation of Individual Electoral Registration ,ERS NG235QX,Large,Grants
Cabinet Office,CABINET OFFICE,15/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,LINCOLN CITY COUNCIL,3000047568,48008,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS LN11DB,Large,Grants
Cabinet Office,CABINET OFFICE,15/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,RUSHCLIFFE BOROUGH COUNCIL,3000047534,48293,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS NG26BN,Large,Grants
Cabinet Office,CABINET OFFICE,15/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,EAST LINDSEY DISTRICT COUNCIL,3000047566,58042,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS LN118UP,Large,Grants
Cabinet Office,CABINET OFFICE,15/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,CHARNWOOD BOROUGH COUNCIL,3000047565,65905,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS LE112TU,Large,Grants
Cabinet Office,CABINET OFFICE,15/04/2014,OTHER IS IT COSTS VAT RECOV,G CLOUD,6POINT6 LTD,3000047522,66875.25,G-Cloud development services ,SE13UY,Large,Programme
Cabinet Office,CABINET OFFICE,15/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,NORTHAMPTON BOROUGH COUNCIL,3000047555,89833,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS NN11DE,Large,Grants
Cabinet Office,CABINET OFFICE,15/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,DERBY CITY COUNCIL,3000047569,111356,Payment to local authorities to fund the implementation of Individual Electoral Registration ,DE12FS,Large,Grants
Cabinet Office,CABINET OFFICE,15/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,NOTTINGHAM CITY COUNCIL,3000047537,209492,Payment to local authorities to fund the implementation of Individual Electoral Registration ,NG23NG,Large,Grants
Cabinet Office,CABINET OFFICE,15/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,LEICESTER CITY COUNCIL,3000047561,221497,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS LE16ZG,Large,Grants
Cabinet Office,CABINET OFFICE,15/04/2014,ADDITIONSAUC F/H NON RES BLDGS,ESTATES STRATEGY,BOUYGUES E&S FM UK LTD,3000047573,627070.28,Facilities Management Services ,BN11HG,Large,Admin
Cabinet Office,CABINET OFFICE,16/04/2014,NATIONAL CITIZEN SERVICE. CIVIL SOCIETY TRAINING & DEVELOP,HR DEVELOPING CAPABILITY TEAM,HMRC,3000047620,25920,Senior Leadership Scheme administration cost,SW1A 2BQ,Government Department,Admin
Cabinet Office,CABINET OFFICE,16/04/2014,CONTRACTORS & STAFF SUBSTITUTIONS,PUBLIC SERVICES NETWORK,CAPITA RESOURCING LTD,3000047612,26505.9,Payment for interim IT specialists,DL19HN,Large,Programme
Cabinet Office,CABINET OFFICE,16/04/2014,OTHER IS IT COSTS VAT RECOV,GPU POLICY AND STRATEGY ADMIN,CORPORATE DOCUMENT SERVICES LTD,3000047628,42723.25,"Support, maintenance and minor developments of e-PIMS.",LS27LY,Large,Admin
Cabinet Office,CABINET OFFICE,16/04/2014,SERVICE CHARGES,MOD,DEPARTMENT FOR BUSINESS INNOVATION & SKILLS,3000047600,82000,Estate services ,NP108QQ,Government Department,Admin
Cabinet Office,CABINET OFFICE,16/04/2014,OTHER IS IT COSTS VAT RECOV,GDS TRANSFORMATION,WTG TECHNOLOGIES LTD,3000047603,117710,Technical services for the GDS Transformation Programme,W148UD,SME,Programme
Cabinet Office,CABINET OFFICE,16/04/2014,BUSINESS RATES - DIRECT LOCAL AUTHORITIES,ROSEBERY COURT FM CONTRACT,BROADLAND DISTRICT COUNCIL,3000047614,407290,Rates charges,ERS NR70DU,Large,Admin
Cabinet Office,CABINET OFFICE,17/04/2014,CONSULTANTS VAT RECOVERABLE,MUTUALS,MUTUAL VENTURES,3000047688,26875,Support provided under the Mutuals Support Programme to support aspiring public service mutuals,SE18HP,SME,Programme
Cabinet Office,CABINET OFFICE,17/04/2014,NATIONAL CITIZEN SERVICE. CIVIL SOCIETY TRAINING & DEVELOP,CENTRE FOR SOCIAL ACTION,GLOBAL ACTION PLAN,3000047674,28720.8,Training Provider for the Social Action Energy Pilots,WC2B4AY,SME,Grants
Cabinet Office,CABINET OFFICE,17/04/2014,OTHER LEGAL FEES,ISSC2,DLA PIPER UK,3000047654,42437.41,"Support for the Independent Shared Service Centre 2 project including development of financial models, business transfer agreements, transitional arrangements for services and assets, and stakeholder engagement.",L20NH,Large,Admin
Cabinet Office,CABINET OFFICE,17/04/2014,CONTRACTORS & STAFF SUBSTITUTIONS,GDS BUS DEV CONSULTANT AND STAFF COSTS,CAPITA BUSINESS SERVICES LTD,3000047646,42812.37,Payment for interim IT specialists,SL6 1DP,Large,Programme
Cabinet Office,CABINET OFFICE,17/04/2014,CONTRACTORS & STAFF SUBSTITUTIONS,PUBLIC SERVICES NETWORK,CESG,3000047676,90000,Support for Public Services Network Technical Work streams.,GL510EX,Government Department,Programme
Cabinet Office,CABINET OFFICE,17/04/2014,SUB-CONTRACTED TRAINING COURSE,ERTP ERO DELIVERY,IDOX SOFTWARE LTD,3000047691,113575,"Delivery of IT training for local authority staff on new Electoral Management Software functionality, including the development and production of supporting training materials",G27JZ,SME,Programme
Cabinet Office,CABINET OFFICE,17/04/2014,CONSULTANTS VAT RECOVERABLE,GDS OFFICE OF CHIEF TECHNOLOGY OFFICER,ATKINS MANAGEMENT CONSULTANTS,3000047668,220237,Management of the Crown Hosting Services ,KT 1 85BW,SME,Programme
Cabinet Office,CABINET OFFICE,17/04/2014,CAPITAL GRANTS PRIV SEC - CDEL,COMMUNITY FIRST,COMMUNITY DEVELOPMENT FOUNDATION,3000047685,2500000,Endowment Match Challenge grant,EC1V2PT,Large,Grants
Cabinet Office,CABINET OFFICE,22/04/2014,OPERATING LEASES - RENT,CARLTON GARDENS,BNP PARIBAS REAL ESTATE,3000047697,75016.44,Rent for accommodation,B32BJ,SME,Admin
Cabinet Office,CABINET OFFICE,22/04/2014,OTHER IS IT COSTS VAT RECOV,GPU POLICY AND STRATEGY ADMIN,CORPORATE DOCUMENT SERVICES LTD,3000047732,84432.38,"Support, maintenance and minor developments of e-PIMS.",LS27LY,Large,Admin
Cabinet Office,CABINET OFFICE,22/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,GPU POLICY AND STRATEGY,IMPROVEMENT & DEVELOPMENT AGENCY,3000047703,119029.13,One Public Estate programme grant,SW1P3HZ,Large,Grants
Cabinet Office,CABINET OFFICE,22/04/2014,CONTRACTORS & STAFF SUBSTITUTIONS,GDS BUS DEV CONSULTANT AND STAFF COSTS,CAPITA RESOURCING LTD,3000047719,180758.17,Payment for interim IT specialists,DL19HN,Large,Programme
Cabinet Office,CABINET OFFICE,22/04/2014,CONTRACTORS & STAFF SUBSTITUTIONS,GDS BUS DEV CONSULTANT AND STAFF COSTS,CAPITA RESOURCING LTD,3000047718,253200.04,Payment for interim IT specialists,DL19HN,Large,Programme
Cabinet Office,CABINET OFFICE,23/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,BROXBOURNE BOROUGH COUNCIL,3000047748,25729,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS EN89XQ,Large,Grants
Cabinet Office,CABINET OFFICE,23/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,STEVENAGE BOROUGH COUNCIL,3000047735,25910,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS SG11HN,Large,Grants
Cabinet Office,CABINET OFFICE,23/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,BRENTWOOD BOROUGH COUNCIL.,3000047744,26798,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS CM158AY,Large,Grants
Cabinet Office,CABINET OFFICE,23/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,MID SUFFOLK DISTRICT COUNCIL,3000047768,30027,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS IP68DL,Large,Grants
Cabinet Office,CABINET OFFICE,23/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,FENLAND DISTRICT COUNCIL,3000047750,30711,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS PE158NQ,Large,Grants
Cabinet Office,CABINET OFFICE,23/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,HERTSMERE BOROUGH COUNCIL,3000047741,31686,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS WD61WA,Large,Grants
Cabinet Office,CABINET OFFICE,23/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,NORTH NORFOLK DISTRICT COUNCIL,3000047770,32517,Payment to local authorities fund the implementation of Individual Electoral Registration ,ERS NR279EN,Large,Grants
Cabinet Office,CABINET OFFICE,23/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,ST EDMUNDSBURY BOROUGH COUNCIL,3000047762,32556,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS IP333YU,Large,Grants
Cabinet Office,CABINET OFFICE,23/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,TENDRING DISTRICT COUNCIL,3000047739,33309,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS CO151SE,Large,Grants
Cabinet Office,CABINET OFFICE,23/04/2014,CONTRACTORS & STAFF SUBSTITUTIONS,GDS BUS DEV CONSULTANT AND STAFF COSTS,CAPITA BUSINESS SERVICES LTD,3000047811,33969.19,Payment for interim IT specialists,SL6 1DP,Large,Programme
Cabinet Office,CABINET OFFICE,23/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,BROADLAND DISTRICT COUNCIL,3000047765,35112,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS NR70DU,Large,Grants
Cabinet Office,CABINET OFFICE,23/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,EPPING FOREST DISTRICT COUNCIL,3000047759,35633,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS CM164BZ,Large,Grants
Cabinet Office,CABINET OFFICE,23/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,SUFFOLK COASTAL DISTRICT COUNCIL,3000047740,36284,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS IP121AU,Large,Grants
Cabinet Office,CABINET OFFICE,23/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,CASTLE POINT BOROUGH COUNCIL,3000047771,36857,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS SS71TF,Large,Grants
Cabinet Office,CABINET OFFICE,23/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,ST ALBANS DISTRICT COUNCIL,3000047756,37294,Payment to local authorities fund the implementation of Individual Electoral Registration ,ERS AL13JE,Large,Grants
Cabinet Office,CABINET OFFICE,23/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,SOUTH NORFOLK DISTRICT COUNCIL,3000047754,38446,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS NR152XE,Large,Grants
Cabinet Office,CABINET OFFICE,23/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,BRAINTREE DISTRICT COUNCIL,3000047757,38590,Payment to local authorities fund the implementation of Individual Electoral Registration ,ERS CM79HB,Large,Grants
Cabinet Office,CABINET OFFICE,23/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,GREAT YARMOUTH BOROUGH COUNCIL,3000047742,42327,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS NR302QG,Large,Grants
Cabinet Office,CABINET OFFICE,23/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,MALDON DISTRICT COUNCIL,3000047772,42396,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS CM95DL,Large,Grants
Cabinet Office,CABINET OFFICE,23/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,EAST CAMBRIDGE DISTRICT COUNCIL,3000047773,42857,Payment to local authorities fund the implementation of Individual Electoral Registration ,ERS CB74EE,Large,Grants
Cabinet Office,CABINET OFFICE,23/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,BASILDON DISTRICT COUNCIL,3000047746,43506,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS SS141DL,Large,Grants
Cabinet Office,CABINET OFFICE,23/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,EAST HERTFORDSHIRE DISTRICT COUNCIL,3000047819,43648,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS SG138EQ,Large,Grants
Cabinet Office,CABINET OFFICE,23/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,DACORUM BOROUGH COUNCIL,3000047743,44516,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS HP11HH,Large,Grants
Cabinet Office,CABINET OFFICE,23/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,BEDFORD BOROUGH COUNCIL,3000047745,46070,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS MK429AP,Large,Grants
Cabinet Office,CABINET OFFICE,23/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,NORTH HERTFORDSHIRE DISTRICT COUNCIL,3000047782,46311,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS SG63JF,Large,Grants
Cabinet Office,CABINET OFFICE,23/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,WELWYN HATFIELD DISTRICT COUNCIL,3000047821,48635,Payment to local authorities fund the implementation of Individual Electoral Registration ,ERS AL86AE,Large,Grants
Cabinet Office,CABINET OFFICE,23/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,KINGS LYNN & WEST NORFOLK BOROUGH COUNCIL,3000047820,49848,Payment to local authorities to fund the implementation of Individual Electoral Registration ,PE301EX,Large,Grants
Cabinet Office,CABINET OFFICE,23/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,BRECKLAND DISTRICT COUNCIL,3000047766,51512,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS NR191EE,Large,Grants
Cabinet Office,CABINET OFFICE,23/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,CENTRAL BEDFORDSHIRE DISTRICT COUNCIL,3000047764,56315,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS SG175TQ,Large,Grants
Cabinet Office,CABINET OFFICE,23/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,IPSWICH BOROUGH COUNCIL,3000047763,59042,Payment to local authorities fund the implementation of Individual Electoral Registration ,ERS IP12DE,Large,Grants
