Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description ,Supplier Postcode,Supplier Type,Expenditure Type
Cabinet Office,CABINET OFFICE,25/06/2014,RESOURCE GRANTS PRIVATE SECTOR,YOUTH POLICY,BRITISH YOUTH COUNCIL.,3000050060,25000,Grant to support youth participation in public decision making,ERS SE19BG,Large,Grants
Cabinet Office,CABINET OFFICE,25/06/2014,OTHER IS IT COSTS VAT RECOV,CISP,SUREVINE LTD,3000050062,27682.5,Software engineering costs for the Cyber Security Information Sharing Partnership,GU19ND,SME,Programme
Cabinet Office,CABINET OFFICE,25/06/2014,CONSULTANTS VAT RECOVERABLE,ERG NEXT GENERATION SHARED SERVICES,ERNST & YOUNG LLP,3000050084,44550,"Support for the Independent Shared Service Centre 2 project including development of financial models, business transfer agreements, transitional arrangements for services and assets, and stakeholder engagement.",SE12AF,Large,Admin
Cabinet Office,CABINET OFFICE,25/06/2014,STAFF TRAINING VAT RECOVERABLE,POLICY DELIVERY,CAPITA BUSINESS SERVICES LTD,3000050079,45050,Delivery of coaching training,DL19HN,Large,Admin
Cabinet Office,CABINET OFFICE,26/06/2014,OTHER IS IT COSTS VAT RECOV,GDS PUBLISHING PLATFORM TECHNOLOGY,CREATIVE CHOICE CIC,3000050100,25750.78,Managed services for Cabinet Office IT projects,SW1H0DJ,SME,Programme
Cabinet Office,CABINET OFFICE,26/06/2014,CONTRACTORS & STAFF SUBSTITUTIONS,GDS ID ASSURANCE,CAPITA RESOURCING LTD,3000050114,27863.69,Payment for interim IT specialists,SL61DP,Large,Programme
Cabinet Office,CABINET OFFICE,26/06/2014,CONTRACTORS & STAFF SUBSTITUTIONS,PUBLIC SERVICES NETWORK,CAPITA RESOURCING LTD,3000050114,29949.53,Payment for interim IT specialists,SL61DP,Large,Programme
Cabinet Office,CABINET OFFICE,26/06/2014,STAFF RELATED COSTS VAT RECOVERABLE,GDS BUSINESS AND OFFICE COSTS,BOYDEN EXECUTIVE SEARCH,3000050089,30000,Managed services for Cabinet Office IT projects,SW1Y6LA,SME,Programme
Cabinet Office,CABINET OFFICE,26/06/2014,CONTRACTORS & STAFF SUBSTITUTIONS,PUBLIC SERVICES NETWORK,CAPITA RESOURCING LTD,3000050113,31330.76,Payment for interim IT specialists,SL61DP,Large,Programme
Cabinet Office,CABINET OFFICE,26/06/2014,OTHER IS IT COSTS VAT RECOV,GDS BUSINESS TECHNOLOGY,CLOUD TECHNOLOGY SOLUTIONS LTD,3000050106,31837.5,Services for Cabinet Office IT projects,M23AW,SME,Programme
Cabinet Office,CABINET OFFICE,26/06/2014,CONSULTANTS VAT RECOVERABLE,ERG MAJOR PROJECTS TEAM,CAPITA BUSINESS SERVICES LTD,3000050096,34961.15,Review of major projects ,DL19HN,Large,Admin
Cabinet Office,CABINET OFFICE,26/06/2014,CONTRACTORS & STAFF SUBSTITUTIONS,GDS BUS DEV CONSULTANT AND STAFF COSTS,CAPITA BUSINESS SERVICES LTD,3000050096,45220.61,Payment for interim IT specialists,DL19HN,Large,Programme
Cabinet Office,CABINET OFFICE,26/06/2014,CONTRACTORS & STAFF SUBSTITUTIONS,GDS BUS DEV CONSULTANT AND STAFF COSTS,CAPITA RESOURCING LTD,3000050114,139064.48,Payment for interim IT specialists,SL61DP,Large,Programme
Cabinet Office,CABINET OFFICE,27/06/2014,CONSULTANCY SERVICES  'NOT' RECOVERABLE,ERTP ERO CONFIRMATION & VERIFICATION,ENGINE PARTNERS UK LLP,3000050146,48000,Communications support,W1W7RT,Large,Grants
Cabinet Office,Crown Commercial Service,27/06/2014,Legal services fee,Legal Services,Treasury Solicitors,PINDOH 39129,62638.2,Legal services fee,WC2B 4TS,Large,Admin 
Cabinet Office,CABINET OFFICE,27/06/2014,CONSULTANTS VAT RECOVERABLE,CENTRE FOR SOCIAL ACTION,THE BEHAVIOURAL INSIGHTS TEAM,3000050138,89950,Behavioural Insights Work Programme charge,EC4A1DE,Large,Grants
Cabinet Office,CABINET OFFICE,30/06/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,FOREST HEATH DISTRICT COUNCIL,3000050176,31209,Payment to fund IT and hardware requirements as a result of the introduction of Individual Electoral Registration in 2014-15,IP287EY,Large,Grants
Cabinet Office,CABINET OFFICE,30/06/2014,CAPITAL GRANTS LOCAL AUTH-CDEL,ERTP ERO DIGITAL,LEEDS CITY COUNCIL,3000050166,34821.6,Payment to fund IT and hardware requirements as a result of the introduction of Individual Electoral Registration in 2014-15,ERS LS13AD,Large,Programme
Cabinet Office,CABINET OFFICE,30/06/2014,PENSIONS ADMINISTRATION - ADDITIONAL COSTS  (MyCSP),SME CONTRACT MANAGMENT LEAD,MYCSP LTD,3000050174,36000,Pension management fee,LS27UA,Large,Admin
Cabinet Office,CABINET OFFICE,30/06/2014,OTHER LEGAL FEES,ERG DEBT MARKET INTEGRATOR,FIELD FISHER WATERHOUSE LLP,3000050187,267361.7,Legal services ,EC3N2AA,Large,Admin
Cabinet Office,CABINET OFFICE,30/06/2014,SUNNINGDALE PARK PFI CHARGE,NSG TRANSITION COSTS,DE VERE VENUES LTD,3000050193,356913.86,PFI Service Charge,W1B1PU,large,Admin
