Department,Entity,Date,Expense Type,Expense Area,Supplier ,Transaction Number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,Vat Registration Num,,,
DEFRA,DEFRA,21/11/2014,Agency Recharge,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00037179,95694.82,"Replacement of steam and condensate pipework distribution - Animal Health and Veterinary Laboratory Agency, Weybridge - August 2014",BS32 4NH,,,B0870000,Asset,,,,
DEFRA,DEFRA,05/11/2014,Agency Recharge,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00033677,46958.40,Weybridge - Priority capital works programme - Fumigation Panel Modification and Repairs - March 2014 Second installment,BS32 4NH,,10195L,FMR1314A,Asset,,,,
DEFRA,DEFRA,05/11/2014,Agency Recharge,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00033663,26088.00,Weybridge - Priority capital works programme - Fumigation Panel Modification and Repairs - March 2014 first installment,BS32 4NH,,10195L,FMR1314A,Asset,,,,
DEFRA,DEFRA,25/11/2014,Other Current Payments E,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00038540,26970.28,Foot and Mouth disease site costs - September 2014 ,BS32 4NH,,10226,00000000,Expense,,,,
DEFRA,DEFRA,25/11/2014,Estates IFM Pass- Through Maintenance,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00038541,168258.58,Consumables provided to various sites as part of the Facilities Management contract - September 2014,BS32 4NH,,10226,00000000,Expense,,,,
DEFRA,DEFRA,11/11/2014,FM Projects Non Capital Works,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00037943,58648.23,Estates maintenance projects over multiple sites - September 2014,BS32 4NH,,10195,B0720000,Asset,,,,
DEFRA,DEFRA,13/11/2014,Reactive Element of Core IFM fee,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00038481,579830.69,Repair and Replacement Fund for the Defra Estate - October 2014,BS32 4NH,,10195L,00000000,Expense,,,,
DEFRA,DEFRA,13/11/2014,Estates IFM Core Maintenance,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00038530,2155205.70,Core Facilities Management Fee - October 2014,BS32 4NH,,10321,00000000,Expense,,,,
DEFRA,DEFRA,13/11/2014,FM Projects Non Capital Works,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00037944,79643.23,Estates maintenance projects over multiple sites - September 2014,BS32 4NH,,10195L,B0720000,Expense,,,,
DEFRA,DEFRA,07/11/2014,Clearing Construction in Progress (Building Works),Chief Operating Officer DG,Jacobs Engineering UK Ltd,B1723044002,31876.80,Design Fees for the relocation of staff from Hadrian House to Edenbridge House in Carlisle - October 2014,G2 7HX,,20023,B177P003,Asset,,,,
DEFRA,DEFRA,27/11/2014,Other Current Payments (Evidence R&D),Policy Delivery DG,John Innes Centre,INV013217,40964.00,The Wheat Genetic Improvement Network (WGIN) - Improving the environmental footprint of farming through crop genetics and targeted traits analysis - 2013-14,NR4 7UH,,,SFFS0006,Expense,,,,
DEFRA,DEFRA,13/11/2014,Grant-in Aid Payments,Policy Delivery DG,Joint Nature Conservation Committee,051114,839000.00,Grant in Aid - November 2014,PE1 1JY,SME,GIA,00000000,Expense,,,,
DEFRA,DEFRA,11/11/2014,Civil service Pension Administration,Chief Operating Officer DG,JSS Pensions Administration,RCPS10353,41347.31,Pension payments for the former Horticulture Research International staff - October 2014,SN2 1FF,,16500,00000000,Expense,,,,
DEFRA,DEFRA,11/11/2014,Other Current Payments E,Policy Delivery DG,JSS Pensions Administration,RCPS10355,114405.32,Pension payments made to members of the Nature Conservancy Council (NCC) pension scheme - October 2014,SN2 1FF,,re-charge,00000000,Expense,,,,
DEFRA,DEFRA,07/11/2014,Evidence Non R&D,Policy Delivery DG,Keep Britain Tidy,109086,41666.67,Keep Britain Tidy Grant - November 2014,WN3 4EX,SME,Grant,00000000,Expense,,,,
DEFRA,DEFRA,19/11/2014,Clearing Construction in Progress (Building Works),Chief Operating Officer DG,Kier Construction Western & Wales,14050019,323003.21,"Fees for the strip-out and refurbishment works at Polwhele and for relocation from Pydar House, Truro - November 2014",BS15 4WW,,20397,B067P001,Asset,,,,
DEFRA,DEFRA,19/11/2014,Evidence Non R&D,Policy Delivery DG,L T S International Ltd,2464,37570.85,"Advice, support and communications on the Government's timber procurement policy, EU Timber and the Forest Law Enforcement Governance and Trade (FLEGT) regulations, palm oil and sustainable wood fuel - October 2014",EH26 0PH,SME,16445,00000000,Expense,,,,
DEFRA,DEFRA,27/11/2014,Other Current Payments (Evidence R&D),Policy Delivery DG,Lancaster University,ERS-548273-50424,164921.36,Catchment scale testing of measures to mitigate diffuse agricultural pollution on the Eden - 2014-15 November 2015,LA1 4YW,,WQ0210,00000000,Expense,,,,
DEFRA,DEFRA,03/11/2014,Grant-in Aid Payments,Policy Delivery DG,Marine Management Organisation,281014,2100000.00,Grant in Aid - November 2014,NE4 7YH,SME,Grant,00000000,Expense,,,,
DEFRA,DEFRA,17/11/2014,Current Grants E,"Strategy, International and Biosecurity DG","MARTIN, T C & D A~07/138/0025",WS1609920,34464.00,Redacted,PL30 3AX,SME,,TBCC0001,Expense,,,,
DEFRA,DEFRA,25/11/2014,Current Grants E,"Strategy, International and Biosecurity DG","MILLINGTON, W H & N J~17/041/0005",WS1616347,31285.00,Redacted,HR2 0AR,SME,,TBCC0001,Expense,,,,
DEFRA,DEFRA,24/11/2014,Other Current Payments (GB),Chief Operating Officer DG,Ministry Of Justice,CRNX950HQ10364,-239000.40,Redacted,NP20 9BB,,21031,00000000,Expense,,,,
DEFRA,DEFRA,11/11/2014,Other Current Payments (GB),Chief Operating Officer DG,Ministry Of Justice,INX950HQ10694,239000.40,Redacted,NP20 9FN,,21031,00000000,Expense,,,,
DEFRA,DEFRA,21/11/2014,Other Current Payments E,Policy Delivery DG,N F Y F C,3936,26000.00,National Federation of Young Farmers forum for seminars and training - 2014-15 first Instalment,CV8 2LG,SME,GIA,00000000,Expense,,,,
DEFRA,DEFRA,19/11/2014,Current Grants E,Policy Delivery DG,National Farmers Union,OP0029541,154979.00,The Campaign for the Farmed Environment - July-September 2014,CV8 2TZ,SME,26033,00000000,Expense,,,,
DEFRA,DEFRA,11/11/2014,Evidence Non R&D,Policy Delivery DG,National Physical Laboratory,122513,85466.26,Heavy Metal Monitoring - 2014-15 July-September 2014,TW11 0LW,SME,14769,AQNONRDX,Expense,,,,
DEFRA,DEFRA,03/11/2014,Grant-in Aid Payments,Policy Delivery DG,Natural England,241014,17000000.00,Grant In Aid - November 2014,YO1 7PX,,IGS GIA,00000000,Expense,,,,
DEFRA,DEFRA,03/11/2014,Inwards Secondments,Chief Operating Officer DG,Natural England,8000019106,31035.57,Secondment of one person to the Common Agricultural Policy Delivery Programme - April 2014-March 2015,YO1 7PX,,IGS,CAPDFA01,Asset,,,,
DEFRA,DEFRA,03/11/2014,Inwards Secondments,Chief Operating Officer DG,Natural England,8000019107,28708.20,Inward secondment of one person to the Common Agricultural Policy Delivery Programme - April 2014-March 2015,YO1 7PX,,IGS,CAPDFA01,Expense,,,,
DEFRA,DEFRA,17/11/2014,Other Current Payments (Evidence R&D),Policy Delivery DG,Natural Environ Research Council,7060007060,28250.00,"Test integrated diffuse pollution mitigation measures for arable cropping, livestock, dairy and other farming systems - 2014-15",SN2 1EU,,WQ0255,00000000,Expense,,,,
DEFRA,DEFRA,03/11/2014,Other Current Payments (Evidence R&D),Policy Delivery DG,NERC Proudman Oceanographic Laboratory,7060006977,39009.00,"Contract variation of Marine Environmental Data and Information Network (MEDIN) funding agreement, to archive the Marine Conservation Zones  survey data for winter-spring 2012-13 ",SN2 1FF,,AE1703,00000000,Expense,,,,
DEFRA,DEFRA,03/11/2014,Contractor - Management Cover,Chief Operating Officer DG,Oak Ridge Associates Ltd,DEFRACAPD020914,54000.00,Common Agricultural Policy Delivery Officer -  27 May-25 July 2014,RG8 7LR,SME,21336,CAPDPROG,Expense,,,,
DEFRA,DEFRA,13/11/2014,Contractor - Management Cover,Chief Operating Officer DG,Pricewaterhouse Coopers,1354243640,93386.40,Common Agricultural Policy Delivery Programme data management support - August 2014,WC2N 6NN,,CAP203,00000000,Expense,,,,
DEFRA,DEFRA,03/11/2014,Consultancy Non-Scheme,Chief Operating Officer DG,Pricewaterhouse Coopers,1354266409,99630.00,Future of Food and Environment Research Agency Project: Time costs for sprints during August-September 2014,WC2N 6NN,,20584,00000000,Expense,,,,
DEFRA,DEFRA,03/11/2014,Current Grants E,"Strategy, International and Biosecurity DG","QUICKE & PARTNERS, J G~10/077/0065",WS1601527,31698.00,Redacted,EX5 5AY,SME,,TBCC0001,Expense,,,,
DEFRA,DEFRA,03/11/2014,Other Current Payments (Evidence R&D),Policy Delivery DG,R S P B,SLINV00026752,40504.00,Evaluation of electric fencing as a means of increasing lapwing chick survival and overall productivity on fallow plots - 2014-15 Milestones 3-9,SG19 2DL,,LM0108,00000000,Expense,,,,
DEFRA,DEFRA,07/11/2014,Evidence Non R&D,Policy Delivery DG,Ricardo-A E A Ltd,6157340,25532.00,Baseline measurements - UK Stratospheric Ozone and Spectral Ultra Violet - October 2014,OX11 0QR,,Exempt,AQNONRDX,Expense,,,,
DEFRA,DEFRA,05/11/2014,Other Current Payments (Evidence R&D),Policy Delivery DG,Ricardo-A E A Ltd,6157280,40218.45,UK National Atmospheric Emissions Inventory - October 2014,OX11 0QR,,AQ0726,AQRDXXXX,Expense,,,,
DEFRA,DEFRA,05/11/2014,Other Current Payments (Evidence R&D),Policy Delivery DG,Ricardo-A E A Ltd,6157039,40218.45,UK National Atmospheric Emissions Inventory - September 2014,OX11 0QR,,Exempt,AQRDXXXX,Expense,,,,
DEFRA,DEFRA,07/11/2014,Other Current Payments (Evidence R&D),Policy Delivery DG,Ricardo-A E A Ltd,6157272,45150.00,Community Multi-Scale Air Quality (CIMAQ) Development for National Modelling - 2014-15 Final invoice,OX11 0QR,,exempt,AQRDXXXX,Expense,,,,
DEFRA,DEFRA,11/11/2014,Other Current Payments (Evidence R&D),Policy Delivery DG,Ricardo-A E A Ltd,6157306,25709.00,Eutrophying and Acidifying Atmospheric Pollutants - October 2014,OX11 0QR,,Exempt,AQRDXXXX,Expense,,,,
DEFRA,DEFRA,05/11/2014,Other Current Payments E,Policy Delivery DG,Ricardo-A E A Ltd,6157246,49587.00,Farming Advice Service - September 2014,OX11 0QR,,,00000000,Expense,,,,
DEFRA,DEFRA,27/11/2014,Other Current Payments E,Policy Delivery DG,Ricardo-A E A Ltd,6157436,56682.18,Farming Advice Service - October 2014,OX11 0QR,,,00000000,Expense,,,,
DEFRA,DEFRA,21/11/2014,Other Current Payments (Evidence R&D),Policy Delivery DG,Ricardo-A E A Ltd,6157319,40132.00,Modelling of Ambient Air Quality - 2014-15 October 2014,OX11 0QR,,AQ0650,AQRDXXXX,Expense,,,,
DEFRA,DEFRA,03/11/2014,Grant-in Aid Payments,Policy Delivery DG,Royal Botanic Gardens Kew,KEWGIA081415,1913928.00,Grant in Aid - November 2014,TW9 3AB,,GIA,00000000,Expense,,,,
DEFRA,DEFRA,11/11/2014,Estates Professional Fees & Services,Chief Operating Officer DG,Royal Botanic Gardens Kew,5500093,120000.00,Support to fund commercial development expertise in developing an Estates strategy to 2020 - October 2014,TW9 3AB,,Funding,00000000,Expense,,,,
DEFRA,DEFRA,19/11/2014,Current Grants E,"Strategy, International and Biosecurity DG",Royal Botanic Gardens Kew,2710142864250,28642.50,"Balancing conservation and livelihoods in the Chimanimani forest belt, Mozambique Darwin Initiative Grant Scheme - October-December 2014",TW9 3AB,,21109,DARWDFID,Expense,,,,
DEFRA,DEFRA,17/11/2014,Other Current Payments E,Policy Delivery DG,Rural Payments Agency,338942,41823.51,School Milk Scheme Top up - July-September 2014,RG1 3YD,SME,FUNDING DFP,LIV00022,Expense,,,,
DEFRA,DEFRA,17/11/2014,Payover,Central Finance Group,Rural Payments Agency,111114,1406250.75,Defra paying the Rural Payments Agency their portion of VAT refund - 2014-15 Quarter 2,RG1 1AF,SME,,00000000,Liability,,,,
DEFRA,DEFRA,11/11/2014,Evidence Non R&D,Policy Delivery DG,Sea Mammal Research Unit,RG045764,30000.00,Cetacean Bycatch Observer Monitoring Scheme - 2013-14 - Milestone 10.5,KY16 8LB,SME,14518,00000000,Expense,,,,
DEFRA,DEFRA,11/11/2014,Evidence Non R&D,Policy Delivery DG,Sea Mammal Research Unit,RG045550,40586.00,Cetacean Bycatch Observer Monitoring Scheme - April-June 2014,KY16 8LB,SME,14518,00000000,Expense,,,,
DEFRA,DEFRA,27/11/2014,Contracted Out Services Fixed Charges,Chief Operating Officer DG,Shared Services Connected Ltd,100000559,502091.78,Shared Services provided by Steria - Fixed Monthly Charge - November 2014,HP2 7AH,,ecm_4524,00000000,Expense,,,,
DEFRA,DEFRA,05/11/2014,Clearing Construction in Progress (Building Works),Chief Operating Officer DG,Shepherd Engineering Services Ltd,373980008,33609.52,Project to co-locate the existing mass spectrometer machines operated around the Sand Hutton site into one purpose built area - July 2014,YO24 1GH,,20245,B281P007,Asset,,,,
DEFRA,DEFRA,13/11/2014,Evidence Non R&D,Policy Delivery DG,Sinclair Knight Merz (Europe) Ltd,KU092400005SP,27096.16,Waste Data Flow administration and management - October 2014,CB3 6DP,,20407,00000000,Expense,,,,
DEFRA,DEFRA,21/11/2014,IT Software,Chief Operating Officer DG,Software Box Ltd,INV72796,89488.80,Provision of Information Technology Services,YO61 1ET,SME,CAP294,CAPDFA01,Expense,,,,
DEFRA,DEFRA,11/11/2014,Other Current Payments E,"Strategy, International and Biosecurity DG",South Western B P S (UK) Ltd,30000147,70691.18,"Provision of an electronic reporting system and database for sheep, goats and deer (Variable costs) - October 2014",NW1 5RA,SME,17731,00000000,Expense,,,,
DEFRA,DEFRA,26/11/2014,Overhead Incidental Expenses,Chief Operating Officer DG,Specialist Computer Centres,OPC136477,-55664.40,Agile developers working on Common Agricultural Policy Delivery Programme Credit - 12 December 2013-8 January 2014,B11 2LE,SME,CAP010,00000000,Expense,,,,
DEFRA,DEFRA,03/11/2014,Contractor - Management Cover,Chief Operating Officer DG,Specialist Computer Centres,OPL918236,1143351.10,"Integrated Management and Control of the EU, Regional and National Common Agricultural policies - August 2014",B11 2LE,SME,CAP081,00000000,Asset,,,,
DEFRA,DEFRA,03/11/2014,Contractor - Management Cover,Chief Operating Officer DG,Specialist Computer Centres,OPL901337,1139646.12,"Integrated Management and Control of the EU, Regional and National Common Agricultural policies - June-October 2014",B11 2LE,SME,CAP081,00000000,Asset,,,,
DEFRA,DEFRA,05/11/2014,Contractor - Management Cover,Chief Operating Officer DG,Specialist Computer Centres,OPL916399,512637.53,"Integrated Management and Control of the EU, Regional and National Common Agricultural policies - June-October 2014",B11 2LE,SME,CAP081,00000000,Asset,,,,
DEFRA,DEFRA,27/11/2014,Clearing Construction in Progress (I.T.),Chief Operating Officer DG,Specialist Computer Centres,OPL925006,919957.56,Agile developers working on Common Agricultural Policy Delivery Programme - 18 September-15 October 2014,B11 2LE,SME,CAP010,CAPDFA01,Asset,,,,
DEFRA,DEFRA,12/11/2014,Clearing Construction in Progress (I.T.),Chief Operating Officer DG,Specialist Computer Centres,OPC136386,-410427.90,Credit - Agile developers working on Common Agricultural Policy Delivery Programme - 21 August-3 September 2014,B11 2LE,SME,CAP010,CAPDFA01,Asset,,,,
DEFRA,DEFRA,27/11/2014,Clearing Construction in Progress (I.T.),Chief Operating Officer DG,Specialist Computer Centres,OPL915836,405804.18,Agile developers working on Common Agricultural Policy Delivery Programme - 21 August-3 September 2014,B11 2LE,SME,CAP010,CAPDFA01,Asset,,,,
DEFRA,DEFRA,13/11/2014,Other Current Payments (Evidence R&D),Policy Delivery DG,Technology Strategy Board,001053,26744.32,Knowledge Transfer Partnership Programme - July-September 2014,SN2 1JF,,IGS,SFFS0003,Expense,,,,
DEFRA,DEFRA,21/11/2014,Current Grants E,"Strategy, International and Biosecurity DG",The James Hutton Institute,281014,25305.00,Darwin Initiative Grant Scheme - Building mycological capacity for sustainable resource management in Lao People's Democratic Republic - October-December 2014,DD2 5DA,SME,21095,DARWINXX,Expense,,,,
DEFRA,DEFRA,27/11/2014,Other Current Payments (Evidence R&D),"Strategy, International and Biosecurity DG",The Pirbright Institute,ERS-548395-50553,71295.08,Further development of Reverse Transcription - Polymerase Chain Reaction technology in support of Foot and Mouth Disease diagnosis - November 2014,GU24 0NF,,exempt,00000000,Expense,,,,
DEFRA,DEFRA,27/11/2014,Other Current Payments (Evidence R&D),"Strategy, International and Biosecurity DG",The Pirbright Institute,ERS-548403-50556,35008.83,Molecular epidemiology of Foot and Mouth Disease virus - November 2014,GU24 0NF,,SE2940,00000000,Expense,,,,
DEFRA,DEFRA,21/11/2014,Current Grants E,"Strategy, International and Biosecurity DG",Tree Aid,291014,30177.00,Darwin Grant - Wof Washa Forest: Sustainable Management for Resilient Livelihoods - October-December 2014,BS2 8PE,SME,20063,DARWDFID,Expense,,,,
DEFRA,DEFRA,18/11/2014,Other Current Payments E,"Strategy, International and Biosecurity DG",U N Economic Commission For Europe,071114,29470.00,United Nations Economic Commission for Europe - UK annual member contribution for 2015,,,,00000000,Expense,,,,
DEFRA,DEFRA,19/11/2014,Current Grants E,"Strategy, International and Biosecurity DG",University Of East Anglia,241014,92172.00,Managing the landscape-scale sustainability of Amazonian freshwater fisheries - July 2013-March 2014,NR4 7TJ,,20058,DARWINXX,Expense,,,,
DEFRA,DEFRA,27/11/2014,Other Current Payments (Evidence R&D),Policy Delivery DG,University Of East Anglia,ERS-548274-50442,179352.68,Catchment scale testing of measures to mitigate diffuse agricultural pollution on the Wensum - April 2014-November 2015,NR4 7TJ,,WQ0212,00000000,Expense,,,,
DEFRA,DEFRA,19/11/2014,Other Current Payments (Evidence R&D),"Strategy, International and Biosecurity DG",University Of Glasgow,131114,106131.00,Development and testing of Operational Models of Bovine Tuberculosis in British Cattle and Badgers - November 2014,G12 8QQ,,SE3290,00000000,Expense,,,,
DEFRA,DEFRA,27/11/2014,Other Current Payments (Evidence R&D),Policy Delivery DG,University Of Reading,ERS-548235-50455,45601.83,Optimising the efficiency of dietary nitrogen use to reduce emissions and waste in dairy systems - November 2014,RG6 6AH,,,SFFS0005,Expense,,,,
DEFRA,DEFRA,11/11/2014,Other Current Payments (Evidence R&D),"Strategy, International and Biosecurity DG",University Of Reading,103383,27392.80,"Provision of social research fellowship from University of Reading in policy evaluation, social impacts and behaviour change - July-September 2014",RG6 6AH,,SD0462,RDEVFUND,Expense,,,,
DEFRA,DEFRA,17/11/2014,Other Current Payments E,Policy Delivery DG,University Of Reading,103952,30947.75,"The long term housing, maintenance and scientific curation of the National Fruit Collections - November 2014",RG6 6AH,,GC0146,PGR00001,Expense,,,,
DEFRA,DEFRA,27/11/2014,Other Current Payments (Evidence R&D),Policy Delivery DG,University Of Stirling,23004081,51030.00,Woodland creation and ecological networks: Quantifying the relative importance of different attributes on biodiversity - Phase 2,FK9 4LA,,LM0315,00000000,Expense,,,,
DEFRA,DEFRA,17/11/2014,Other Current Payments (Evidence R&D),Policy Delivery DG,University Of Wales Aberystwyth,20050432,109410.38,Genetic Improvements of Miscanthus (GIM) as a Sustainable Feedstock for Bioenergy in the UK - July-September 2014,SY23 2AX,,exempt,SFFS0005,Expense,,,,
DEFRA,DEFRA,05/11/2014,Other Current Payments (Evidence R&D),Policy Delivery DG,University Of Wales Aberystwyth,20050243,32941.57,Treatment of non-coal mine water - establishing new pilot trials using alternative technologies - July-September 2014,SY23 2AX,,Exempt,00000000,Expense,,,,
DEFRA,DEFRA,03/11/2014,Current Grants E,Policy Delivery DG,Vehicle Certification Agency,SIAR189158,44000.00,Memorandum of Understanding in respect of duties imposed by The Waste Batteries and Accumulators Regulations 2009 - August-September 2014,BS5 6XX,SME,IGS,WPPWM006,Expense,,,,
DEFRA,DEFRA,03/11/2014,Contractor - Management Cover,Chief Operating Officer DG,Veredus,WN4016828,32396.11,Provisions of a Science Campus Development Manager Week - 4 May-22 June 2014,DL1 9HN,SME,20006,00000000,Expense,,,,
DEFRA,DEFRA,17/11/2014,Payover,Central Finance Group,Veterinary Medicines Directorate,111114,39064.69,Defra paying Veterinary Medicines Directorate their portion of the VAT refund - 2014-15 Quarter 2,KT15 3LS,SME,,00000000,Liability,,,,
DEFRA,DEFRA,19/11/2014,Other Current Payments (Evidence R&D),"Strategy, International and Biosecurity DG",W S P Environmental Ltd,64207989,48000.00,Farm Visits to improve the evidence base and identify options to change and improve - Milestone 1,WC2A 1AF,,BR0125,BRFARMEB,Expense,,,,
DEFRA,DEFRA,17/11/2014,Current Grants E,Policy Delivery DG,Waste & Resources Action Programme,NOV1061114,1480487.00,Funding for the Waste and Resources Action Programme (WRAP) - November 2014,OX16 0AH,,Grant,00000000,Expense,,,,
DEFRA,DEFRA,11/11/2014,Other Current Payments (GB),"Strategy, International and Biosecurity DG",Welsh Assembly Government,1800053252,25200.00,Payment to Welsh Assembly Government on the basis for the proportion of Sheep and Goat Annual Inventory forms sent out to Welsh farmers - 2014-15,CF10 3NQ,SME,IGS,SGTINV01,Expense,,,,
DEFRA,DEFRA,17/11/2014,Current Grants E,"Strategy, International and Biosecurity DG","WINNINGTON, D J & D S~37/187/0070",WS1608611,37080.00,Redacted,ST20 0JB,SME,,TBCC0001,Expense,,,,
DEFRA,DEFRA,19/11/2014,Current Grants E,"Strategy, International and Biosecurity DG",Zoological Society Of London,2909142541125,25411.25,Darwin Grant for Community-based conservation for livelihood development in Lake Ossa Manatee Reserve - 2014 Quarter 3,NW1 4RY,,21103,DARWDFID,Expense,,,,
DEFRA,DEFRA,19/11/2014,Current Grants E,"Strategy, International and Biosecurity DG",Zoological Society Of London,2509142541125,25411.25,Darwin Grant for Community-based conservation for livelihood development in Lake Ossa Manatee Reserve - 2014 Quarter 2,NW1 4RY,,21103,DARWDFID,Expense,,,,
DEFRA,AHDB,14/11/2014,Invoice,,University of Nottingham,6983478,25000.00,English Beef and Lamb Executive Research and Development project - Increasing lifetime productivity of the heifer,NG7 2RD,,,,,GB690391225,,,
DEFRA,AHDB,21/11/2014,Invoice,,Mylnefield Research Service,SLINV/00001882.,25794.75,Home Grown Cereals Authority  Research and Development project - Platforms to test and demonstrate sustainable soil management: integration of major UK field experiments,DD2 5DA,,,,,GB108249520,,,
DEFRA,AHDB,14/11/2014,Invoice,,TNS UK Ltd,260141169,26269.73,"Market Intelligence, DairyCo - Retail and Usage data on meat, dairy and potato sectors",W5 1UA,,,,,GB210325428,,,
DEFRA,AHDB,21/11/2014,Invoice,,SAC Commercial Ltd,20785190,26419.00,"English Beef and Lamb Executive Research and Development - Lifetime growth pattern and beef eating quality, milestone 3",EH9 2JG,,,,,GB435882817,,,
DEFRA,AHDB,28/11/2014,Invoice,,SOPEXA France,724,28301.66,English Beef and Lamb Executive - Third payment for French export market supply chain development work,,,,,,,,,
DEFRA,AHDB,26/11/2014,Invoice,,ITV Broadcasting Limited (ITV1),7-95774,29106.72,English Beef and Lamb Executive - Beef advert 'Jetpack Journey Home' - ITV2 airtime October 2014. Approved spend under Cabinet Office Marketing and Advertising Spending Controls,SE1 9LT,,,,,GB197004167,,,
DEFRA,AHDB,21/11/2014,Invoice,,Rothamsted Research,INV103301,30826.50,Home Grown Cereals Authority Research and Development - Production of ferulic acid from wheat bran - Quarters  1 and 2,AL5 2JQ,,,,,GB197420151,,,
DEFRA,AHDB,28/11/2014,Invoice,,Interaction Conseil,5712/3772/798,32041.33,English Beef and Lamb Executive – Système d'Information et d'Aide aux Lauréats de Concours (SIAL) Event France Stand and Build: Approved spend under Cabinet Office Marketing and Adertising  Spending Controls,,,,,,,,,
DEFRA,AHDB,21/11/2014,Invoice,,The Arable Group Limited,CU66,33059.95,Potato Council Research and Development - Improving cultivation practices in potatoes - July-September 2014,CB3 0LE,,,,,GB100132207,,,
DEFRA,AHDB,14/11/2014,Invoice,,TNS UK Ltd,260141169,33625.25,"Market Intelligence, English Beef and Lamb Executive - Retail and Usage on meat, dairy and potato sectors",W5 1UA,,,,,GB210325428,,,
DEFRA,AHDB,14/11/2014,Invoice,,TNS UK Ltd,260141169,33625.25,"Market Intelligence, British Pig Executive -  Retail and Usage on meat, dairy and potato sectors",W5 1UA,,,,,GB210325428,,,
DEFRA,AHDB,26/11/2014,Invoice,,ITV Broadcasting Limited (ITV1),3-203513,35565.36,English Beef and Lamb Executive - Beef advert 'Jetpack Journey Home' – ITV Central airtime October 2014. Approved spend under Cabinet Office Marketing and Advertising Spending Controls,SE1 9LT,,,,,GB197004167,,,
DEFRA,AHDB,14/11/2014,Invoice,,John Innes Centre,INV013402,37652.00,Horticultural Development Company Research and Development: Pea Downy Mildew diversity in the UK project,,,,,,,,,
DEFRA,AHDB,26/11/2014,Invoice,,ITV Broadcasting Limited (ITV1),3-203514,39896.96,English Beef and Lamb Executive - Beef advert 'Jetpack Journey Home' – ITV South airtime October 2014. Approved spend under Cabinet Office Marketing and Advertising Spending Controls,SE1 9LT,,,,,GB197004167,,,
DEFRA,AHDB,10/11/2014,Invoice,,ADAS UK Ltd,RIRP079200,41250.00,Home Grown Cereals Authority Research and Development: Sustainable Crop and Environment Protection Targeting Research for Edibles,WV9 5AP,,,,,GB685426895,,,
DEFRA,AHDB,26/11/2014,Invoice,,ITV Broadcasting Limited (ITV1),3-203516,41796.88,English Beef and Lamb Executive - Beef advert 'Jetpack Journey Home' – ITV North airtime October 2014. Approved spend under Cabinet Office Marketing and advertising Spending Controls,SE1 9LT,,,,,GB197004167,,,
DEFRA,AHDB,26/11/2014,Invoice,,ITV Broadcasting Limited (ITV1),3-203515,58895.48,English Beef and Lamb Executive - Beef advert 'Jetpack Journey Home' – ITV London Carlton airtime October 2014. Approved spend under Cabinet Office Marketing and Advertising Spending Controls,SE1 9LT,,,,,GB197004167,,,
DEFRA,AHVLA,24/11/2014,LVI Claims,Chief Operating Officer DG,XL FARMCARE WESSEX LIMITED~172798072,LVI164094,90864.21,Payment to veterinary practice for services provided in an official capacity on behalf of Animal and Plant Health Agency,ST15 8NA,SME,,00000000,Expense,,,,
DEFRA,AHVLA,24/11/2014,LVI Claims,Chief Operating Officer DG,The Willows Veterinary Group~159052757,LVI164064,31345.51,Payment to veterinary practice for services provided in an official capacity on behalf of Animal and Plant Health Agency,CW8 1LP,SME,,00000000,Expense,,,,
DEFRA,AHVLA,24/11/2014,LVI Claims,Chief Operating Officer DG,PRIORY VETS CARDIGAN~122926971,LVI164003,31598.22,Payment to veterinary practice for services provided in an official capacity on behalf of Animal and Plant Health Agency,SA43 1EW,,,00000000,Expense,,,,
DEFRA,AHVLA,18/11/2014,Cost Scientific and Research,,Life Technologies,2254658RI,31176.00,Capital Purchase of a Kingfisher Flex 96 well head (scientific equipment)  ,PA4 9RE,,,00000000,Asset,,,,
DEFRA,AHVLA,24/11/2014,LVI Claims,Chief Operating Officer DG,SOUTH MOOR LTD T/A SOUTHMOOR VETS~141491191,LVI164042,27326.63,Payment to veterinary practice for services provided in an official capacity on behalf of Animal and Plant Health Agency,TQ7 1JL,SME,,00000000,Expense,,,,
DEFRA,AHVLA,24/11/2014,LVI Claims,Chief Operating Officer DG,TIBBS AND SIMMONS LTD~900711374,LVI164374,25989.16,Payment to veterinary practice for services provided in an official capacity on behalf of Animal and Plant Health Agency,BS40 5TZ,SME,,00000000,Expense,,,,
DEFRA,AHVLA,24/11/2014,LVI Claims,Chief Operating Officer DG,ST. DAVID'S FARM LTD~826206836,LVI164355,25860.31,Payment to veterinary practice for services provided in an official capacity on behalf of Animal and Plant Health Agency,EX8 5AN,,,00000000,Expense,,,,
