Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Postcode ,Project Code,Expenditure Type
Ministry of Justice,MoJ HQ,11/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HOME OFFICE,2789,"49,153.69",To engage Fujitsu services to assist with the data and user migration of the Parole Board from the HO Poise Domain to the MOJ Quantum domain.,NP20 9BB,0,Admin
Ministry of Justice,MoJ HQ,14/03/2013,512000-Intangible GBV - Additions,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1096090,"49,345.47",CCN L-R-3631-01 - HMCTS 256  DWCC Storage solution CCN  L-R-3631-01,CF31 9AP,E209,Programme
Ministry of Justice,MoJ HQ,28/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1097587,"49,975.20",CCN No: F441 YJB Connectivity Relocation and Additional Support 01/08/12 - 31/07/13 ONGOING CHARGES,WA3 9BD,0,Programme
Ministry of Justice,MoJ HQ,05/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HOME OFFICE,2748,"51,896.46",HOIT Testing Services to deliver the stipulated FITS Programme - FITS Level 2 Test Support activities.,NP20 9BB,0,Programme
Ministry of Justice,MoJ HQ,14/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1096004,"52,122.71",FJS Licensing  Managed Service (Schedule),WA3 9BD,0,Programme
Ministry of Justice,MoJ HQ,25/03/2013,512000-Intangible GBV - Additions,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1097178,"52,129.00",L-S-2061-03 - Libra Oracle Upgrade,CF31 9AP,E144,Programme
Ministry of Justice,MoJ HQ,28/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1097587,"53,484.32",CCN No: 432 - YJB Connectivity Hosting 01/04/12 - 31/07/13,WA3 9BD,0,Programme
Ministry of Justice,MoJ HQ,25/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1097023,"55,478.00",CCN 2277-01 - CIR_1346 Resources Nov 12 to March 13 ,WV10 6UH,E149,Programme
Ministry of Justice,MoJ HQ,25/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,CAPITA SECURE INFORMATION SOLUTIONS LTD,1097061,"58,538.00",Oasys Support 2012-2013,DL1 9HN,0,Programme
Ministry of Justice,MoJ HQ,25/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1097178,"58,651.00",L-R-3650-02 LLD and Server Build Proposal for PPO and AS Transitions,CF31 9AP,0,Admin
Ministry of Justice,MoJ HQ,04/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1095160,"63,001.00",CCN2277-01 - NOP Main CCN,WV10 6UH,E149,Programme
Ministry of Justice,MoJ HQ,18/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1096288,"63,001.00",CCN2277-01 - NOP Main CCN,WV10 6UH,E149,Programme
Ministry of Justice,MoJ HQ,11/03/2013,512000-Intangible GBV - Additions,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1095785,"64,003.61",CCN L-R-3631-01 - HMCTS 256  DWCC Storage solution CCN  L-R-3631-01,CF31 9AP,E209,Programme
Ministry of Justice,MoJ HQ,18/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,LIBERATA UK LTD,1096404,"65,121.05",ICT Printing - Liberata Print Charges,NP10 9XA,0,Programme
Ministry of Justice,MoJ HQ,25/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1097178,"65,526.33",ICT App Maint & Supp (Schedule),CF31 9AP,0,Programme
Ministry of Justice,MoJ HQ,18/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,CACI LTD,1096320,"66,379.00",3230-001-v003  Remand to Youth Detention Accommodation section 102 and Section 226(B),W14 8TS,0,Programme
Ministry of Justice,MoJ HQ,11/03/2013,222003-CIS Labour TFM Estates,PZ501-MoJ ICT Feeder,G4S INTEGRATED SERVICES (UK) LTD,1095750,"67,035.58",NOP Programme draw down,CIS-WR12 7LJ,E149,Programme
Ministry of Justice,MoJ HQ,11/03/2013,512000-Intangible GBV - Additions,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1095785,"67,749.10",CCN L-R-3631-01 - HMCTS 256  DWCC Storage solution CCN  L-R-3631-01,CF31 9AP,E209,Programme
Ministry of Justice,MoJ HQ,25/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1097023,"68,310.00",CCN 2277-01 - Resources - One off charge,WV10 6UH,E149,Programme
Ministry of Justice,MoJ HQ,25/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,STERIA LTD,1097291,"68,697.88",Steria ICT Other (VAT Rec) FY12/13 (Schedule),M14 0WN,0,Programme
Ministry of Justice,MoJ HQ,28/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,VP TREEN & ASSOCIATES,1097965,"68,850.00","Contracted support cost for CACTUS database and ACOCAO xGSI Network (non-DSIC contract) - 1st Q (01/04/2012 to 30/06/2012), 2nd Q  (01/07/2012 to 30/09/2012), 3rd Q (01/10/2012 to 31/12/2012)& 4th Q 01/01/2013 to 31/03/2013",TW2 7PJ,0,Programme
Ministry of Justice,MoJ HQ,28/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,VP TREEN & ASSOCIATES,1097965,"68,850.00","Contracted support cost for CACTUS database and ACOCAO xGSI Network (non-DSIC contract) - 1st Q (01/04/2012 to 30/06/2012), 2nd Q  (01/07/2012 to 30/09/2012), 3rd Q (01/10/2012 to 31/12/2012)& 4th Q 01/01/2013 to 31/03/2014",TW2 7PJ,0,Programme
Ministry of Justice,MoJ HQ,04/03/2013,512000-Intangible GBV - Additions,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1095244,"70,828.55"," CCN-3686-01  Card Payment Engine Project-HMCTS 249 MCOL and PCOL Remediation CCN-3686-01 re Remove card transactions fm existing MCOLapp,install card paymnt engine&improve existingsecurity-One Off Charge",CF31 9AP,E185,Programme
Ministry of Justice,MoJ HQ,25/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1097023,"71,232.00",CCN2277-01 - Powerdowns,WV10 6UH,E149,Programme
Ministry of Justice,MoJ HQ,04/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1095227,"72,759.39",HP NICTS Telephony (NON VAT Rec) FY12/13,RG12 1HN,0,Programme
Ministry of Justice,MoJ HQ,28/03/2013,512000-Intangible GBV - Additions,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1097657,"73,720.36",PB508 - HP Project Implementation Costs - Replaces PO 10000024857,RG12 1HN,E148,Programme
Ministry of Justice,MoJ HQ,28/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1097391,"74,466.00",ICT Laptops (Schedule),WV10 6UH,0,Programme
Ministry of Justice,MoJ HQ,11/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HOME OFFICE,2791,"75,000.00",CCN 3152 - YJ MIS GWS Hosted Infrastructure - Application Migration (Savvis)  (GWS CAN 130),NP20 9BB,0,Programme
Ministry of Justice,MoJ HQ,28/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1097391,"75,364.74",ICT Laptops (Schedule),WV10 6UH,0,Programme
Ministry of Justice,MoJ HQ,04/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1095244,"75,951.25",CCN L-R-3650-01 - Further T&M Cover for Logica to complete activities,CF31 9AP,0,Admin
Ministry of Justice,MoJ HQ,21/03/2013,512000-Intangible GBV - Additions,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1096786,"76,172.38",CCN-3685-01  Secure Data Transfer-HMCTS 246 Civil Num. + Secure Data CCN-3685-01 re Strategic solution for existing secure data transfer arrangements used by bulk customers-One Off Charge,CF31 9AP,E184,Programme
Ministry of Justice,MoJ HQ,14/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1096033,"77,432.00",HP NICTS Exit (VAT Rec) FY12/13,RG12 1HN,0,Programme
Ministry of Justice,MoJ HQ,28/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1097391,"77,953.88",ICT Laptops (Schedule),WV10 6UH,0,Programme
Ministry of Justice,MoJ HQ,28/03/2013,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,STERIA LTD,1097910,"78,018.03",PQ108 - OMNI-T Capital Expenditure FY1112- Contract no 3368393.12,M14 0WN,E012,Programme
Ministry of Justice,MoJ HQ,28/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,CACI LTD,1097463,"78,606.00",CA-3229-01-v2 - Software Development Services for the Advocacy Retendering Project,W14 8TS,0,Programme
Ministry of Justice,MoJ HQ,11/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HOME OFFICE,2793,"79,200.00",CCN 3152 - YJ MIS GWS Hosted Infrastructure - Application Migration (Savvis)  (GWS CAN 130),NP20 9BB,0,Programme
Ministry of Justice,MoJ HQ,28/03/2013,512000-Intangible GBV - Additions,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1097735,"83,300.34",CCN L-R-3580-02 - ET Fees Requirements (One off charge),CF31 9AP,E181,Programme
Ministry of Justice,MoJ HQ,04/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1095227,"85,615.30",HP NICTS Telephony (NON VAT Rec) FY12/13,RG12 1HN,0,Programme
Ministry of Justice,MoJ HQ,07/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1095354,"85,693.44",HQ287-DSE-AS3673-03-WR084/2 - Replacement of Site Visit team(fixed price service) 4 Specialists Dec - Jan 13,WV10 6UH,E196,Programme
Ministry of Justice,MoJ HQ,28/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1097391,"85,693.44",HQ287-DSE-AS3673-04-WR084/3 DSE Replacement of the site visit team with a fixed price service - 4 Senior Support Specialists Feb-Mar 13,WV10 6UH,E196,Programme
Ministry of Justice,MoJ HQ,28/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1097391,"85,704.05",ICT Desktops (Schedule),WV10 6UH,0,Programme
Ministry of Justice,MoJ HQ,28/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,DETICA LTD,1097528,"86,267.00",This PO is for the services of the IA Managed Service. For the period October 2012 onwards.   It relates to non-rechargeable costs (Schedule),GU2 7YP,0,Admin
Ministry of Justice,MoJ HQ,21/03/2013,222003-CIS Labour TFM Estates,PZ501-MoJ ICT Feeder,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1096818,"87,644.59",NOP Programme draw down,CIS-PO2 8AD,E149,Programme
Ministry of Justice,MoJ HQ,04/03/2013,512000-Intangible GBV - Additions,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1095244,"88,155.00",CCN L-R-3514-01 (HMCTS 283) - HMCTS283 Caseman Bulk Print Fixed Price Logica - One Off Charge,CF31 9AP,E213,Programme
Ministry of Justice,MoJ HQ,14/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1096004,"88,892.32",FJS Solution Assurance   Managed Service (Schedule),WA3 9BD,0,Programme
Ministry of Justice,MoJ HQ,25/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1097178,"89,116.39",L-R-3650-03 - Further T&M Cover for Logica to complete activities,CF31 9AP,0,Admin
Ministry of Justice,MoJ HQ,25/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1097023,"93,125.00",CCN2277-01A-Resource NOP October 2012 - March 2013,WV10 6UH,E149,Programme
Ministry of Justice,MoJ HQ,25/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1097023,"93,705.00",CCN2277-01 - Resources June 12 to March 13,WV10 6UH,E149,Programme
Ministry of Justice,MoJ HQ,14/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HOME OFFICE IT,2822,"98,453.05",HOIT - NOP Programme - Testing Services,NP20 9BB,E149,Programme
Ministry of Justice,MoJ HQ,14/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1096004,"101,827.94",FJS Security Management  Managed Service (Schedule),WA3 9BD,0,Programme
Ministry of Justice,MoJ HQ,28/03/2013,264000-Consultancy,PZ501-MoJ ICT Feeder,MICROSOFT UK LTD,1097766,"110,000.00",Provision of Enterprise Strategy Portfolio services plus expenses for one year,RG6 1WG,0,Admin
Ministry of Justice,MoJ HQ,18/03/2013,512000-Intangible GBV - Additions,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1096407,"112,917.41"," CCN-3686-01  Card Payment Engine Project-HMCTS 249 MCOL and PCOL Remediation CCN-3686-01 re Remove card transactions fm existing MCOLapp,install card paymnt engine&improve existingsecurity-One Off Charge",CF31 9AP,E185,Programme
Ministry of Justice,MoJ HQ,14/03/2013,512000-Intangible GBV - Additions,PZ501-MoJ ICT Feeder,JADU LTD,1096041,"113,000.00","HMCTS 192 ET Fees- Specialist Cloud Services, Jadu resources for 2 weeks initial work in lieu of agreeing full contract milestones/deliverables providing commercial cover for Jadu. This will be off-set against the contract deliverables",LE19 1RJ,E181,Programme
Ministry of Justice,MoJ HQ,25/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,CAPITA SECURE INFORMATION SOLUTIONS LTD,1097061,"117,076.00",Oasys Support 2012-2013,DL1 9HN,0,Programme
Ministry of Justice,MoJ HQ,21/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1096546,"117,918.00",CCN2277-01 - NOP Main CCN,WV10 6UH,E149,Programme
Ministry of Justice,MoJ HQ,14/03/2013,512000-Intangible GBV - Additions,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1096090,"119,225.14",CCN L-R-3580-02 - ET Fees Requirements (One off charge),CF31 9AP,E181,Programme
Ministry of Justice,MoJ HQ,11/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ACTICA CONSULTING LTD,1095692,"119,425.00",This PO is for the services of the Architecture Managed Service. For the period October 2012 onwards.  It relates to non rechargeable costs (Schedule),GU2 7YF,0,Admin
Ministry of Justice,MoJ HQ,14/03/2013,512000-Intangible GBV - Additions,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1096090,"128,929.91"," CCN-3686-01  Card Payment Engine Project-HMCTS 249 MCOL and PCOL Remediation CCN-3686-01 re Remove card transactions fm existing MCOLapp,install card paymnt engine&improve existingsecurity-One Off Charge							",CF31 9AP,E185,Programme
Ministry of Justice,MoJ HQ,28/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1097391,"129,192.13",ICT Laptops (Schedule),WV10 6UH,0,Programme
Ministry of Justice,MoJ HQ,28/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1097391,"129,865.00",ICT Laptops (Schedule),WV10 6UH,0,Programme
Ministry of Justice,MoJ HQ,21/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1096546,"134,400.00",CCN2277-01 Powerdowns,WV10 6UH,E149,Programme
Ministry of Justice,MoJ HQ,25/03/2013,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,STERIA LTD,1097291,"142,756.50",RFS 111878 v.3.0 and ER01 against this proposal - Support for deploy Citrix and Cisco hardware (ongoing charges),M14 0WN,0,Programme
Ministry of Justice,MoJ HQ,25/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,STERIA LTD,1097291,"143,622.13",Steria ICT Telephony (NON VAT Rec) FY12/13 (Schedule),M14 0WN,0,Programme
Ministry of Justice,MoJ HQ,14/03/2013,512000-Intangible GBV - Additions,PZ501-MoJ ICT Feeder,STERIA LTD,1096210,"144,000.00","CCN48 (Steria)-PMIL109a MIS reporting training system testing complete and jointly certified: £144,000 being £169k new milestone, less £25k retention",M14 0WN,E059,Programme
Ministry of Justice,MoJ HQ,25/03/2013,512000-Intangible GBV - Additions,PZ501-MoJ ICT Feeder,STERIA LTD,1097291,"145,759.54",Lotus Notes (RFS 97044) (Schedule),M14 0WN,0,Programme
Ministry of Justice,MoJ HQ,14/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1096004,"146,534.86",FJS Service Management   Managed Service (Schedule),WA3 9BD,0,Programme
Ministry of Justice,MoJ HQ,07/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1095354,"147,691.58",Atos - Central billing for various CCN requests.,WV10 6UH,0,Programme
Ministry of Justice,MoJ HQ,11/03/2013,222003-CIS Labour TFM Estates,PZ501-MoJ ICT Feeder,G4S INTEGRATED SERVICES (UK) LTD,1095750,"152,155.02",NOP Programme draw down,CIS-WR12 7LJ,E149,Programme
Ministry of Justice,MoJ HQ,28/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1097391,"154,721.48",ICT Laptops (Schedule),WV10 6UH,0,Programme
Ministry of Justice,MoJ HQ,04/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1095160,"157,224.00",CCN2277-01 - NOP Main CCN,WV10 6UH,E149,Programme
Ministry of Justice,MoJ HQ,28/03/2013,512000-Intangible GBV - Additions,PZ501-MoJ ICT Feeder,JADU LTD,1097676,"158,076.00","HMCTS 192 ET Fees- Specialist Cloud Services, Jadu resources to cover initial work in lieu of agreeing full contract milestones/deliverables providing commercial cover for Jadu. This will be off-set against the contract deliverables",LE19 1RJ,E181,Programme
Ministry of Justice,MoJ HQ,04/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1095244,"165,207.58",ICT Other (Schedule),CF31 9AP,0,Programme
Ministry of Justice,MoJ HQ,28/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1097391,"165,683.86",Atos ICT Hosting (VAT Rec) FY12/13 (Schedule),WV10 6UH,0,Programme
Ministry of Justice,MoJ HQ,18/03/2013,222003-CIS Labour TFM Estates,PZ501-MoJ ICT Feeder,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1096424,"166,021.63",NOP Programme draw down,CIS-PO2 8AD,E149,Programme
Ministry of Justice,MoJ HQ,11/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1095705,"170,067.98",CCN A-R-03104-02-v03 - YJB to MOJ ICT Transition - Design and Transition (Ongoing charge to Mar-2017),WV10 6UH,0,Programme
Ministry of Justice,MoJ HQ,25/03/2013,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1097023,"171,050.40",A-R-01986-21-V03 - LSC Further IDP Implementation Resources 2012,WV10 6UH,0,Programme
Ministry of Justice,MoJ HQ,21/03/2013,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1096546,"181,477.00",A-S-3659-03v06 HQ288-02 LSC RI/SE CCN 03659-03 LSC Recovery Island,WV10 6UH,E210,Programme
Ministry of Justice,MoJ HQ,14/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1096004,"186,009.44",FJS Operations - Production Environment   Managed Service (Schedule),WA3 9BD,0,Programme
Ministry of Justice,MoJ HQ,04/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1095244,"187,857.51",ICT Printing (Schedule),CF31 9AP,0,Programme
Ministry of Justice,MoJ HQ,25/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,CAPITA SECURE INFORMATION SOLUTIONS LTD,1097061,"190,788.00",Oasys Support 2012-2013,DL1 9HN,0,Programme
Ministry of Justice,MoJ HQ,21/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1096546,"194,196.00",CCN2277-01 - NOP Main CCN,WV10 6UH,E149,Programme
Ministry of Justice,MoJ HQ,21/03/2013,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,HOME OFFICE IT,2850,"195,844.60",Consultancy services delivered to the LSC IDP Programme running from 1st April to 12th October 2012,NP20 9BB,0,Programme
Ministry of Justice,MoJ HQ,21/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1096546,"200,000.00",CCN2277-01 - NOP Main CCN,WV10 6UH,E149,Programme
Ministry of Justice,MoJ HQ,21/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1096546,"200,000.00",CCN2277-01 - NOP Main CCN,WV10 6UH,E149,Programme
Ministry of Justice,MoJ HQ,21/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1096546,"200,000.00",CCN2277-01 - NOP Main CCN,WV10 6UH,E149,Programme
Ministry of Justice,MoJ HQ,21/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1096546,"200,000.00",CCN2277-01 - NOP Main CCN,WV10 6UH,E149,Programme
Ministry of Justice,MoJ HQ,21/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1096546,"200,000.00",CCN2277-01 - NOP Main CCN,WV10 6UH,E149,Programme
Ministry of Justice,MoJ HQ,21/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1096546,"200,000.00",CCN2277-01 - NOP Main CCN,WV10 6UH,E149,Programme
Ministry of Justice,MoJ HQ,21/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1096546,"200,000.00",CCN2277-01 - NOP Main CCN,WV10 6UH,E149,Programme
Ministry of Justice,MoJ HQ,21/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1096546,"200,000.00",CCN2277-01 - NOP Main CCN,WV10 6UH,E149,Programme
Ministry of Justice,MoJ HQ,21/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1096546,"200,000.00",CCN2277-01 - NOP Main CCN,WV10 6UH,E149,Programme
Ministry of Justice,MoJ HQ,21/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1096546,"200,000.00",CCN2277-01 - NOP Main CCN,WV10 6UH,E149,Programme
Ministry of Justice,MoJ HQ,21/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1096546,"200,000.00",CCN2277-01 - NOP Main CCN,WV10 6UH,E149,Programme
Ministry of Justice,MoJ HQ,21/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1096546,"200,000.00",CCN2277-01 - NOP Main CCN,WV10 6UH,E149,Programme
Ministry of Justice,MoJ HQ,27/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,CABLE & WIRELESS WORLDWIDE,1097352,"206,393.27",SM-SMXi CJS Secure E-mail Managed Service (Schedule),MK3 5JP,0,Programme
Ministry of Justice,MoJ HQ,14/03/2013,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1095895,"216,565.00",CCN A-S-3659-02v03 - HQ288-02 LSC RI/SE CCN 03659-02 LSC Recovery Island supply of servers and storage,WV10 6UH,E210,Programme
Ministry of Justice,MoJ HQ,14/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1096033,"230,962.36",HP NICTS Security (VAT Rec) FY12/13,RG12 1HN,0,Programme
Ministry of Justice,MoJ HQ,21/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1096738,"233,272.00",HP NICTS SIAM (VAT Rec) FY12/13,RG12 1HN,0,Programme
Ministry of Justice,MoJ HQ,28/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,STERIA LTD,1097910,"233,275.43",CJSE - Base Support(Fixed) (Schedule),M14 0WN,0,Programme
Ministry of Justice,MoJ HQ,25/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1097023,"238,033.00",CCN A-R-3463-01-v07-Procurement   - One Off Charge,WV10 6UH,0,Admin
Ministry of Justice,MoJ HQ,28/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,DETICA LTD,1097528,"238,927.34",This PO is for the services of the IA Managed Service. For the period October 2012 onwards.   It relates to Re-chargeable costs (Schedule),GU2 7YP,0,Admin
Ministry of Justice,MoJ HQ,28/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1097587,"239,156.22",FJS Operations - Other + Discount & Gain Share   Managed Service (Schedule),WA3 9BD,0,Programme
Ministry of Justice,MoJ HQ,14/03/2013,512000-Intangible GBV - Additions,PZ501-MoJ ICT Feeder,STERIA LTD,1096210,"240,000.00","CCN48 (Steria)-PMIL108a MIS performance testing complete and signed off: balance of £895,300 being £1,279,000 less initial payment of £383,700 made by CHAPS Dec-12. Total comprises HOA £1,777k less retention £267k & MMP £231k adjustment 			",M14 0WN,E059,Programme
Ministry of Justice,MoJ HQ,14/03/2013,512000-Intangible GBV - Additions,PZ501-MoJ ICT Feeder,STERIA LTD,1096210,"250,000.00","CCN48 (Steria)- PMIL110a CRAMS pilot sucessfully implemented into Live: £250,000 being £250k new milestone, no retention",M14 0WN,E059,Programme
Ministry of Justice,MoJ HQ,28/03/2013,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1097391,"258,960.00",CCNAS03481-01 - HMCTS247-SPS-CCNAS03481-01-102 PF MFDs-ATOS,WV10 6UH,E154,Programme
Ministry of Justice,MoJ HQ,25/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,STERIA LTD,1097291,"265,116.55",Steria ICT App Maint & Supp (VAT Rec) FY12/13 (Schedule),M14 0WN,0,Programme
Ministry of Justice,MoJ HQ,25/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,STERIA LTD,1097291,"268,308.94",Steria ICT Licences (VAT Rec) FY12/13 (Schedule),M14 0WN,0,Programme
Ministry of Justice,MoJ HQ,11/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ACTICA CONSULTING LTD,1095692,"268,633.45",This PO is for the services of the Architecture Managed Service. For the period October 2012 onwards.  It relates to rechargeable costs (Schedule),GU2 7YF,0,Admin
