Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Vat Registration Num
Department of Health,Department of Health,07/07/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,13238551,371.32,
Department of Health,Department of Health,07/07/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,13238551,777.49,
Department of Health,Department of Health,07/07/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,13238551,339.92,
Department of Health,Department of Health,07/07/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,13238551,293.63,
Department of Health,Department of Health,07/07/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,13238551,543.95,
Department of Health,Department of Health,07/07/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,13238551,2430.65,
Department of Health,Department of Health,07/07/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,13238551,20.27,
Department of Health,Department of Health,07/07/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,13238551,-86.72,
Department of Health,Department of Health,07/07/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,13238551,10800.82,
Department of Health,Department of Health,07/07/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,13238551,2291.33,
Department of Health,Department of Health,07/07/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,13238551,490.11,
Department of Health,Department of Health,07/07/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,13238551,426.94,
Department of Health,Department of Health,07/07/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,13238551,876.44,
Department of Health,Department of Health,07/07/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,13238551,8028.41,
Department of Health,Department of Health,07/07/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,13238551,788.45,
Department of Health,Department of Health,07/07/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,13238551,3730.93,
Department of Health,Department of Health,07/07/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,13238551,2990.64,
Department of Health,Department of Health,07/07/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,13238551,1276.13,
Department of Health,Department of Health,07/07/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,13238551,2591.93,
Department of Health,Department of Health,07/07/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,13238551,518.89,
Department of Health,Department of Health,07/07/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,13238551,538.36,
Department of Health,Department of Health,07/07/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,13238551,244.07,
Department of Health,Department of Health,07/07/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,13238551,1661.94,
Department of Health,Department of Health,07/07/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,13238551,1872.36,
Department of Health,Department of Health,07/07/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,13238551,168.54,
Department of Health,Department of Health,07/07/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,13238551,858.03,
Department of Health,Department of Health,07/07/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,13238551,345.13,
Department of Health,Department of Health,07/07/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,13238551,1671.42,
Department of Health,Department of Health,07/07/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,13238551,472.72,
Department of Health,Department of Health,07/07/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,13238551,2068.26,
Department of Health,Department of Health,07/07/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,13238551,2237.98,
Department of Health,Department of Health,07/07/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,13238551,461.3,
Department of Health,Department of Health,07/07/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,13238551,450.91,
Department of Health,Department of Health,07/07/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,13238551,1352.25,
Department of Health,Department of Health,07/07/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,13238551,243.29,
Department of Health,Department of Health,07/07/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,13238551,6863.31,
Department of Health,Department of Health,07/07/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,13238551,157.18,
Department of Health,Department of Health,07/07/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,13238551,4885.21,
Department of Health,Department of Health,07/07/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,13238551,4009.79,
Department of Health,Department of Health,07/07/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,13238551,4549.86,
Department of Health,Department of Health,07/07/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,13238551,3256.86,
Department of Health,Department of Health,07/07/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,13238551,699.57,
Department of Health,Department of Health,07/07/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,13238551,2362.66,
Department of Health,Department of Health,07/07/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,13238551,1168.46,
Department of Health,Department of Health,07/07/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,13238551,911.55,
Department of Health,Department of Health,07/07/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,13238551,3001.67,
Department of Health,Department of Health,07/07/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,13238551,319.5,
Department of Health,Department of Health,07/07/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,13238551,9064.42,
Department of Health,Department of Health,07/07/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,13238551,604.63,
Department of Health,Department of Health,07/07/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,13238551,1381.46,
Department of Health,Department of Health,07/07/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,13238551,4894.77,
Department of Health,Department of Health,07/07/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,13238551,163.05,
Department of Health,Department of Health,07/07/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,13238551,327.51,
Department of Health,Department of Health,07/07/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,13238551,1477.2,
Department of Health,Department of Health,07/07/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,13238551,6856.4,
Department of Health,Department of Health,07/07/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,13238551,259.51,
Department of Health,Department of Health,07/07/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,13238551,548.01,
Department of Health,Department of Health,07/07/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,13238551,969.62,
Department of Health,Department of Health,07/07/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,13238551,1253.91,
Department of Health,Department of Health,07/07/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,13238551,127.09,
Department of Health,Department of Health,07/07/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,13238551,2292.18,
Department of Health,Department of Health,07/07/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,13238551,196.39,
Department of Health,Department of Health,07/07/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,13238551,474.84,
Department of Health,Department of Health,07/07/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,13238551,819.02,
Department of Health,Department of Health,07/07/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,13238551,43.97,
Department of Health,Department of Health,07/07/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,13238551,243.29,
Department of Health,Department of Health,07/07/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,13238551,1042.02,
Department of Health,Department of Health,07/07/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,13238551,714.01,
Department of Health,Department of Health,07/07/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,13238551,3130.67,
Department of Health,Department of Health,07/07/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,13238551,-124.06,
Department of Health,Department of Health,07/07/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,13238551,116.68,
Department of Health,Department of Health,07/07/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,13238551,780.84,
Department of Health,Department of Health,07/07/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,13238551,954.47,
Department of Health,Department of Health,07/07/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,13238551,6118.28,
Department of Health,Department of Health,07/07/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,13238551,157.18,
Department of Health,Department of Health,07/07/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,13238551,960.9,
Department of Health,Department of Health,07/07/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,13238551,10031.91,
Department of Health,Department of Health,07/07/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,13238551,497.16,
Department of Health,Department of Health,07/07/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,13238551,1304.62,
Department of Health,Department of Health,07/07/2011,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,13238551,970.52,
Department of Health,Department of Health,07/07/2011,Legal / Prof Fees,INFORMATICS,DLA PIPER UK LLP,13255079,113212,
Department of Health,Department of Health,07/07/2011,Legal / Prof Fees,INFORMATICS,DLA PIPER UK LLP,13254628,240577.51,
Department of Health,Department of Health,07/07/2011,Legal / Prof Fees,INFORMATICS,DLA PIPER UK LLP,13254639,160868,
Department of Health,Department of Health,07/07/2011,Legal / Prof Fees,INFORMATICS,DLA PIPER UK LLP,13254637,245678.5,
Department of Health,Department of Health,07/07/2011,Mobile Phones,INFORMATICS,VODAFONE CORPORATE LTD,13225640,49014.3,
Department of Health,Department of Health,07/07/2011,Expense clearing GPC (ST),More than one directorate,BARCLAYCARD BUSINESS,2146001-18-JUL-11,5095.02,
Department of Health,Department of Health,07/07/2011,Outsourcing Contract,NHS Improvement and Efficiency,South of England Advocacy Projects,SIN002068,291111.5,
Department of Health,Department of Health,07/07/2011,Outsourcing Contract,"POLICY, STRATEGY & FINANCE",FRESENIUS MEDICAL CARE RENAL SERVICES LTD,1060017432,1022101.03,
Department of Health,Department of Health,07/07/2011,Outsourcing Contract,"POLICY, STRATEGY & FINANCE",INHEALTH MOLECULAR IMAGING LTD,SIM000061,903089.78,
Department of Health,Department of Health,07/07/2011,Outsourcing Contract,"POLICY, STRATEGY & FINANCE",ALLIANCE MEDICAL LTD,PET0100,911216.34,
Department of Health,Department of Health,07/07/2011,Outsourcing Contract,"POLICY, STRATEGY & FINANCE",CARE UK CLINICAL SERVICES LTD,25779186,1580892.26,
Department of Health,Department of Health,07/07/2011,Outsourcing Contract,"POLICY, STRATEGY & FINANCE",RAMSAY HEALTH CARE UK OPERATIONS LTD T/AS EUXTON HALL HOSPITAL,55,601489.71,
Department of Health,Department of Health,07/07/2011,Outsourcing Contract,"POLICY, STRATEGY & FINANCE",CARE UK CLINICAL SERVICES LTD,25779186,189975.69,
Department of Health,Department of Health,07/07/2011,Outsourcing Contract,"POLICY, STRATEGY & FINANCE",UKSH SOUTH WEST LTD,UKSHSW/119,2831281.58,
Department of Health,Department of Health,07/07/2011,Outsourcing Contract,"POLICY, STRATEGY & FINANCE",INHEALTH LTD,93,312500,
Department of Health,Department of Health,07/07/2011,Outsourcing Contract,"POLICY, STRATEGY & FINANCE",INHEALTH LTD,94,2092920.07,
Department of Health,Department of Health,07/07/2011,Outsourcing Contract,"POLICY, STRATEGY & FINANCE",RAMSAY HEALTH CARE UK OPERATIONS LTD T/AS EUXTON HALL HOSPITAL,55,2274134.14,
Department of Health,Department of Health,07/07/2011,Outsourcing Contract,"POLICY, STRATEGY & FINANCE",PARTNERSHIP HEALTH GROUP LTD,25779273,2060779.5,
Department of Health,Department of Health,07/07/2011,Outsourcing Contract,"POLICY, STRATEGY & FINANCE",SPIRE HEALTHCARE LTD,CM090260,646598.07,
Department of Health,Department of Health,07/07/2011,Outsourcing Contract,"POLICY, STRATEGY & FINANCE",SPIRE HEALTHCARE LTD,CM090261,1419826.1,
Department of Health,Department of Health,07/07/2011,Grants to non profit institutions (CUR),SOCIAL CARE,THE NEUROLOGICAL ALLIANCE,ERS-436225-49241,25000,
Department of Health,Department of Health,07/07/2011,Grants to non profit institutions (CUR),SOCIAL CARE,CRUSE BEREAVEMENT CARE LTD,ERS-436244-49261,33718,
Department of Health,Department of Health,07/07/2011,Grants to local authorities (CAP),SOCIAL CARE,ST HELENS METROPOLITAN BOROUGH COUNCIL,ERS-436261-49282,2958486,
Department of Health,Department of Health,07/07/2011,Grants to local authorities (CAP),SOCIAL CARE,STAFFORDSHIRE COUNTY COUNCIL,ERS-436263-49283,19648908,
Department of Health,Department of Health,07/07/2011,Grants to local authorities (CAP),SOCIAL CARE,STOCKPORT METROPOLITAN BOROUGH COUNCIL,ERS-436264-49284,5603818,
Department of Health,Department of Health,07/07/2011,Grants to local authorities (CAP),SOCIAL CARE,STOCKTON-ON-TEES BOROUGH COUNCIL,ERS-436265-49285,1227204,
Department of Health,Department of Health,07/07/2011,Grants to local authorities (CAP),SOCIAL CARE,ROCHDALE BOROUGH COUNCIL,ERS-436260-49281,7952891,
Department of Health,Department of Health,08/07/2011,Conferences & seminars,CORPORATE DEVELOPMENT,EXPOTEL HOTEL RESERVATIONS LTD,728592,33521.14,
Department of Health,Department of Health,08/07/2011,Travel & subsistence staff,CORPORATE DEVELOPMENT,EXPOTEL HOTEL RESERVATIONS LTD,728283,56808.4,
Department of Health,Department of Health,08/07/2011,Addition Clearing - OLB,CORPORATE DEVELOPMENT,EMCOR FACILITIES SERVICES LTD,00200533RI,57269.84,
Department of Health,Department of Health,08/07/2011,Addition Clearing - L-OLB,CORPORATE DEVELOPMENT,EMCOR FACILITIES SERVICES LTD,00200534RI,59593.7,
Department of Health,Department of Health,08/07/2011,Rates,CORPORATE DEVELOPMENT,DEPARTMENT FOR WORK AND PENSIONS (DWP),5024067,112286,
Department of Health,Department of Health,08/07/2011,Rent of Land & Buildings (non-PFI operating lease),CORPORATE DEVELOPMENT,DEPARTMENT FOR WORK AND PENSIONS (DWP),5024102,484377.05,
Department of Health,Department of Health,08/07/2011,Utilities,CORPORATE DEVELOPMENT,DEPARTMENT FOR WORK AND PENSIONS (DWP),5024067,40474.13,
Department of Health,Department of Health,08/07/2011,Rent of Land & Buildings (non-PFI operating lease),CORPORATE DEVELOPMENT,MAPELEY BETA ACQUISITION CO LTD,786338,91985,
Department of Health,Department of Health,08/07/2011,Consultancy/Professional Advice,COMMISSIONING,ERNST AND YOUNG LLP,GB10300002662,44637.38,
Department of Health,Department of Health,08/07/2011,Other programme expenditure,HPIH & SD,BIRMINGHAM WOMENS NHS FOUNDATION TRUST,OP/C011258ADJ,141006.5,
Department of Health,Department of Health,08/07/2011,Admin Capital Grant-in-Aid to ENDPBs,HPIH & SD,NHS BLOOD AND TRANSPLANT (NHSBT),946493,1000000,
Department of Health,Department of Health,08/07/2011,Staff Consultancy & Suppt,INFORMATICS,PA CONSULTING SERVICES LTD,13238713,28000,
Department of Health,Department of Health,08/07/2011,Staff Consultancy & Suppt,INFORMATICS,ASE CONSULTING LTD,13151529,89100,
Department of Health,Department of Health,08/07/2011,Legal / Prof Fees,INFORMATICS,DLA PIPER UK LLP,13254490,162716,
Department of Health,Department of Health,08/07/2011,Legal / Prof Fees,INFORMATICS,DLA PIPER UK LLP,13254491,109680.25,
Department of Health,Department of Health,08/07/2011,Legal / Prof Fees,INFORMATICS,DLA PIPER UK LLP,13254492,29158.48,
Department of Health,Department of Health,08/07/2011,Computer Software/License,INFORMATICS,ERNST & YOUNG LLP,13195780,65000,
Department of Health,Department of Health,08/07/2011,External Consultancy Fees,INFORMATICS,ERNST & YOUNG LLP,13195780,427235.14,
Department of Health,Department of Health,08/07/2011,Expense clearing GPC (ST),More than one directorate,BARCLAYCARD BUSINESS,2146001-18-JUL-11,3775.64,
Department of Health,Department of Health,08/07/2011,Contactor/ Staff Subsitution,"POLICY, STRATEGY & FINANCE",SAND RESOURCES LTD,SAND38533,37012.98,
Department of Health,Department of Health,08/07/2011,Contactor/ Staff Subsitution,"POLICY, STRATEGY & FINANCE",SAND RESOURCES LTD,SAND39268,23780,
Department of Health,Department of Health,08/07/2011,Research & development,Research and Development,BIRMINGHAM UNIVERSITY OF,ERS-436353-49343,255968,
Department of Health,Department of Health,08/07/2011,Research & development,Research and Development,SOUTHAMPTON UNIVERSITY OF,ERS-436354-49350,258189,
Department of Health,Department of Health,08/07/2011,Research & development,Research and Development,KINGS COLLEGE LONDON,ERS-436355-49346,284880,
Department of Health,Department of Health,08/07/2011,Research & development,Research and Development,SHEFFIELD UNIVERSITY OF,ERS-436356-49349,256875,
Department of Health,Department of Health,08/07/2011,Research & development,Research and Development,KENT UNIVERSITY OF,ERS-436357-49345,250739,
Department of Health,Department of Health,08/07/2011,Research & development,Research and Development,NEWCASTLE UNIVERSITY,ERS-436358-49347,260528,
Department of Health,Department of Health,08/07/2011,Research & development,Research and Development,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ERS-436359-49341,256622,
Department of Health,Department of Health,08/07/2011,Research & development,Research and Development,ESSEX UNIVERSITY OF,ERS-436360-49344,256874,
Department of Health,Department of Health,08/07/2011,Research & development,Research and Development,EAST & NORTH HERTFORDSHIRE NHS TRUST,ERS-436352-49342,204794,
Department of Health,Department of Health,08/07/2011,Outsourcing Contract,SOCIAL CARE,DURHAM UNIVERSITY OF,230255,137500,
Department of Health,Department of Health,08/07/2011,Grants to non profit institutions (CUR),SOCIAL CARE,THE CHILDRENS SOCIETY (CHARITY),ERS-436342-49321,26940,
Department of Health,Department of Health,08/07/2011,Outsourcing Contract,WORKFORCE,MOUCHEL MANAGEMENT CONSULTING LTD,70038363,111085,
Department of Health,Department of Health,08/07/2011,Outsourcing Contract,WORKFORCE,MOUCHEL MANAGEMENT CONSULTING LTD,90073080,54634,
Department of Health,Department of Health,08/07/2011,Addition Clearing - IT,WORKFORCE,MCKESSON INFORMATION SOLUTIONS UK LTD,INV007077,47867.07,
Department of Health,Department of Health,09/07/2011,Expense clearing GPC (ST),More than one directorate,BARCLAYCARD BUSINESS,2146001-18-JUL-11,343,
Department of Health,Department of Health,11/07/2011,Other Admin expenditure,CORPORATE DEVELOPMENT,CABINET OFFICE,250002761,227970,
Department of Health,Department of Health,11/07/2011,Arm Length Bodies-Revenue Subsidy,HPIH & SD,MEDICINES AND HEALTHCARE PRODUCTS REGULATORY AGENCY (MHRA),1355045,1000000,
Department of Health,Department of Health,11/07/2011,Contr Other External,INFORMATICS,CABLE & WIRELESS UK,13261202,33249.04,
Department of Health,Department of Health,11/07/2011,Legal / Prof Fees,INFORMATICS,DLA PIPER UK LLP,13254483,85388.52,
Department of Health,Department of Health,11/07/2011,Legal / Prof Fees,INFORMATICS,DLA PIPER UK LLP,13254489,283999.79,
Department of Health,Department of Health,11/07/2011,Computer Software/License,INFORMATICS,MCKESSON INFORMATION SOLUTIONS UK LTD,13275577,365745.6,
Department of Health,Department of Health,11/07/2011,Expense clearing GPC (ST),More than one directorate,BARCLAYCARD BUSINESS,2146001-18-JUL-11,4382.92,
Department of Health,Department of Health,11/07/2011,Outsourcing Contract,NHS MEDICAL DIRECTOR,HEALTHCARE QUALITY IMPROVEMENT PARTNERSHIP (HQIP),S0729,325442.75,
Department of Health,Department of Health,11/07/2011,Storage costs,"POLICY, STRATEGY & FINANCE",ALLIANCE PHARMACEUTICALS LTD,202336,58450,
Department of Health,Department of Health,11/07/2011,Storage costs,"POLICY, STRATEGY & FINANCE",SANOFI AVENTIS,4700000165,95684.02,
Department of Health,Department of Health,11/07/2011,Storage costs,"POLICY, STRATEGY & FINANCE",SANOFI AVENTIS,4700000165,3223.26,
Department of Health,Department of Health,11/07/2011,Research & development,Research and Development,UNIVERSITY COLLEGE LONDON (UCL),ERS-436384-49363,42339.3,
Department of Health,Department of Health,11/07/2011,Initial Revenue Budget Upload (Near Cash),SOCIAL CARE,EDINBURGH UNIVERSITY OF,Z0020398,54336.5,
Department of Health,Department of Health,11/07/2011,Other programme expenditure,SOCIAL CARE,EDINBURGH UNIVERSITY OF,Z0020398,100,
Department of Health,Department of Health,12/07/2011,Travel & subsistence staff,CORPORATE DEVELOPMENT,FCM TRAVEL SOLUTIONS,1049604509,41632.23,
Department of Health,Department of Health,12/07/2011,Addition Clearing - OLB,CORPORATE DEVELOPMENT,EC HARRIS LLP,75046504,5526.49,
Department of Health,Department of Health,12/07/2011,Estate management: contract,CORPORATE DEVELOPMENT,EC HARRIS LLP,75046504,36953.51,
Department of Health,Department of Health,12/07/2011,Travel -Trains,CORPORATE DEVELOPMENT,FCM TRAVEL SOLUTIONS,1049604509,16653.84,
Department of Health,Department of Health,12/07/2011,Outsourcing Contract,COMMISSIONING,FUTUREBUILDERS ENGLAND FUND MANAGEMENT LTD,TSI010,610389.6,
Department of Health,Department of Health,12/07/2011,Secondees in invoiced costs,HPIH & SD,BRIGHTON & HOVE CITY TEACHING PCT,13431961,64000,
Department of Health,Department of Health,12/07/2011,Contactor/ Staff Subsitution,HPIH & SD,RANDSTAD INTERIM EXECUTIVES,IM14215,21670,
Department of Health,Department of Health,12/07/2011,Secondees in invoiced costs,HPIH & SD,IMPERIAL COLLEGE LONDON,20088858,154184.27,
Department of Health,Department of Health,12/07/2011,Addition Clearing - IT,INFORMATICS,EGTON MEDICAL INFORMATION SYSTEMS LTD,IN46786-1,405862,
Department of Health,Department of Health,12/07/2011,Addition Clearing - IT,INFORMATICS,EGTON MEDICAL INFORMATION SYSTEMS LTD,IN46787-1,1529373,
Department of Health,Department of Health,12/07/2011,Service charge,INFORMATICS,CSC COMPUTER SCIENCES LTD,5201243023,880137.17,
Department of Health,Department of Health,12/07/2011,Service charge,INFORMATICS,CSC COMPUTER SCIENCES LTD,5201243024,201511.05,
Department of Health,Department of Health,12/07/2011,Service charge,INFORMATICS,CSC COMPUTER SCIENCES LTD,5201243025,780463.86,
Department of Health,Department of Health,12/07/2011,Service charge,INFORMATICS,CSC COMPUTER SCIENCES LTD,5201241274,1184012.43,
Department of Health,Department of Health,12/07/2011,Service charge,INFORMATICS,CSC COMPUTER SCIENCES LTD,5201241275,1015114.47,
Department of Health,Department of Health,12/07/2011,Service charge,INFORMATICS,CSC COMPUTER SCIENCES LTD,5201241276,296535.03,
Department of Health,Department of Health,12/07/2011,Service charge,INFORMATICS,CSC COMPUTER SCIENCES LTD,5201241277,475027.8,
Department of Health,Department of Health,12/07/2011,Service charge,INFORMATICS,CSC COMPUTER SCIENCES LTD,5201243049,1418183.9,
Department of Health,Department of Health,12/07/2011,Service charge,INFORMATICS,BT GROUP PLC,270765,3400000,
Department of Health,Department of Health,12/07/2011,Service charge,INFORMATICS,BT GROUP PLC,270886,325195,
Department of Health,Department of Health,12/07/2011,Addition Clearing - SW LIC,INFORMATICS,EGTON MEDICAL INFORMATION SYSTEMS LTD,IN46786-1,22020,
Department of Health,Department of Health,12/07/2011,Service charge,INFORMATICS,BT GROUP PLC,270947,1127415.45,
Department of Health,Department of Health,12/07/2011,Service charge,INFORMATICS,BT GROUP PLC,270948,3349983.38,
Department of Health,Department of Health,12/07/2011,Service charge,INFORMATICS,BT GROUP PLC,270949,125265.52,
Department of Health,Department of Health,12/07/2011,Service charge,INFORMATICS,BT GROUP PLC,270951,50546.6,
Department of Health,Department of Health,12/07/2011,Service charge,INFORMATICS,BT GROUP PLC,270952,25059.96,
Department of Health,Department of Health,12/07/2011,Computer Software/License,INFORMATICS,SOFTWARE BOX LTD,13284268,59840.64,
Department of Health,Department of Health,12/07/2011,Hardware & Crockery,INFORMATICS,PROBRAND LTD,13261244,95592.53,
Department of Health,Department of Health,12/07/2011,Expense clearing GPC (ST),More than one directorate,BARCLAYCARD BUSINESS,2146001-18-JUL-11,7181.3,
Department of Health,Department of Health,12/07/2011,Stock Essential Medicines Additions,"POLICY, STRATEGY & FINANCE",DEXCEL PHARMA LTD,1092256,40756.34,
Department of Health,Department of Health,12/07/2011,Storage costs,"POLICY, STRATEGY & FINANCE",WINTHROP PHARMACEUTICALS UK LTD,4700000003,50440.66,
Department of Health,Department of Health,12/07/2011,Research & development,Research and Development,INSTITUTE OF EDUCATION (IOE),ERS-436523-49421,143077,
Department of Health,Department of Health,12/07/2011,Research & development,Research and Development,BARNET PCT,ERS-436505-49401,98596,
Department of Health,Department of Health,12/07/2011,Research & development,Research and Development,NORTH WEST SHA,ERS-436512-49403,278968.25,
Department of Health,Department of Health,12/07/2011,Research & development,Research and Development,MANCHESTER UNIVERSITY OF,ERS-436513-49409,125253,
Department of Health,Department of Health,12/07/2011,Research & development,Research and Development,ABERDEEN UNIVERSITY OF,ERS-436514-49407,30953,
Department of Health,Department of Health,12/07/2011,Research & development,Research and Development,UNIVERSITY HOSPITAL OF NORTH STAFFORDSHIRE,ERS-436509-49404,54850,
Department of Health,Department of Health,12/07/2011,Research & development,Research and Development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-436508-49406,31965,
Department of Health,Department of Health,12/07/2011,Grants to local authorities (CAP),SOCIAL CARE,DURHAM COUNTY COUNCIL,ERS-436491-49381,9762173,
Department of Health,Department of Health,12/07/2011,Professional fees,WORKFORCE,ATOS ORIGIN IT SERVICES UK LTD,5584081285,27587.82,
Department of Health,Department of Health,12/07/2011,Contactor/ Staff Subsitution,WORKFORCE,ATOS ORIGIN IT SERVICES UK LTD,5584081285,937.6,
Department of Health,Department of Health,13/07/2011,Utilities,CORPORATE DEVELOPMENT,SCOTTISH AND SOUTHERN ENERGY PLC,P04A00401,40341.19,
Department of Health,Department of Health,13/07/2011,Travel -Trains,CORPORATE DEVELOPMENT,FCM TRAVEL SOLUTIONS,1049604549,66970.76,
Department of Health,Department of Health,13/07/2011,Publicity & advertising,COMMUNICATIONS,CENTRAL OFFICE OF INFORMATION (COI),735417,24624,
Department of Health,Department of Health,13/07/2011,Secondees in invoiced costs,HPIH & SD,EAST MIDLANDS SHA,11011657,29095.38,
Department of Health,Department of Health,13/07/2011,Outsourcing Contract,HPIH & SD,AFRICAN HEALTH POLICY NETWORK,AHPN11-2011Q2,250000,
Department of Health,Department of Health,13/07/2011,Secondees in invoiced costs,HPIH & SD,MID ESSEX PCT,MX8000000579,81591.48,
Department of Health,Department of Health,13/07/2011,Contactor/ Staff Subsitution,HPIH & SD,CENTRAL OFFICE OF INFORMATION (COI),735441,26208,
Department of Health,Department of Health,13/07/2011,Staff Consultancy & Suppt,INFORMATICS,PA CONSULTING SERVICES LTD,13238711,32000,
Department of Health,Department of Health,13/07/2011,Staff Consultancy & Suppt,INFORMATICS,ASE CONSULTING LTD,13151524,128700,
Department of Health,Department of Health,13/07/2011,Staff Consultancy & Suppt,INFORMATICS,ASE CONSULTING LTD,13151515,168544,
Department of Health,Department of Health,13/07/2011,Expense clearing GPC (ST),More than one directorate,BARCLAYCARD BUSINESS,2146001-18-JUL-11,5543.18,
