Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,PO Line Description,Supplier Site Postcode,Supplier Type,Latest Contract Number,Project Code,Expenditure Type
,,14/03/2016,Research & development,DG: Research & Development,THE SOLENT NHS TRUST R1C,ERS-552473-117714,"£50,189.00",Research Capability Funding (STANDARD),SO16 4XE,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-552475-117427,"£474,973.00",Research Capability Funding (STANDARD),NW1 2BX,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-552476-117428,"£100,000.00",CRFs - CRII,NW1 2BX,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-552477-117429,"£83,337.00",Biomedical Units,NW1 2BX,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-552478-117430,"£1,827,381.00",Bio-Medical Centres,NW1 2BX,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-552479-117431,"£105,000.00",Research for Patient Benefit,NW1 2BX,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-552502-117422,"£128,335.00",Biomedical Units,B15 2PR,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-552503-117423,"£209,137.00",Research Capability Funding (STANDARD),B15 2PR,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-552504-117424,"£252,394.00",CRFs - CRII,B15 2PR,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-552505-117425,"£49,741.00",Health Technology Co-operatives,B15 2PR,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-552506-117426,"£166,674.00",CLAHRCs,B15 2PR,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,ERS-552507-117388,"£34,553.00",Research Capability Funding (STANDARD),M23 9LT,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,ERS-552508-117389,"£45,450.00",CRFs - CRII,M23 9LT,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-552509-117362,"£119,377.00",Research Capability Funding (STANDARD),SO52 9AB,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-552510-117363,"£121,910.00",Biomedical Units,SO52 9AB,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-552511-117364,"£170,214.00",Bio-Medical Centres,SO52 9AB,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-552512-117365,"£168,073.00",CRFs - CRII,SO52 9AB,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-552513-117366,"£172,458.00",CLAHRCs,SO52 9AB,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-552515-117323,"£133,170.00",Biomedical Units,BS99 1YF,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-552516-117324,"£137,070.00",Research Capability Funding (STANDARD),BS99 1YF,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-552517-117325,"£53,652.00",Biomedical Units,BS99 1YF,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-552518-117326,"£166,091.00",CLAHRCs,BS99 1YF,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,UNIVERSITY HOSPITALS COVENTRY & WARWICKSHIRE NHS TRUST,ERS-552525-117383,"£78,183.00",Research Capability Funding (STANDARD),CV2 2DX,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-552526-117472,"£105,426.00",Research Capability Funding (STANDARD),LE5 4QF,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-552527-117473,"£83,337.00",Biomedical Units,LE5 4QF,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-552528-117474,"£83,337.00",Biomedical Units,LE5 4QF,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-552529-117475,"£135,080.00",Biomedical Units,LE5 4QF,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,WHITTINGTON HOSPITAL NHS TRUST,ERS-552536-117384,"£34,551.00",Research Capability Funding (STANDARD),N19 5NF,PUBLIC,,,
,,14/03/2016,Professional fees,"DG: Finance, Commercial & NHS",PRICEWATERHOUSECOOPERS LLP,1354510337,"£6,925.06",DH internal Audit Review Work,E14 9SQ,LARGE,,,
,,14/03/2016,Professional fees,"DG: Finance, Commercial & NHS",PRICEWATERHOUSECOOPERS LLP,1354510337,"£17,010.40",DH internal Audit Review Work,E14 9SQ,LARGE,,,
,,14/03/2016,Professional fees,"DG: Finance, Commercial & NHS",PRICEWATERHOUSECOOPERS LLP,1354511049,"£9,788.95",DH internal Audit Review Work,E14 9SQ,LARGE,,,
,,14/03/2016,Professional fees,"DG: Finance, Commercial & NHS",PRICEWATERHOUSECOOPERS LLP,1354511049,"£38,451.31",DH internal Audit Review Work,E14 9SQ,LARGE,,,
,,14/03/2016,Professional fees,"DG: Finance, Commercial & NHS",PRICEWATERHOUSECOOPERS LLP,1354525524,"£2,167.94",DH internal Audit Review Work,E14 9SQ,LARGE,,,
,,14/03/2016,Professional fees,"DG: Finance, Commercial & NHS",PRICEWATERHOUSECOOPERS LLP,1354525524,"£30,211.05",DH internal Audit Review Work,E14 9SQ,LARGE,,,
,,14/03/2016,Outsourcing Contract,DG: Strategy & External Relations,MOUCHEL MANAGEMENT CONSULTING LTD,90206952,"£57,810.62",BP6 - Communications,GU21 6QX,LARGE,,,
,,14/03/2016,Outsourcing Contract,DG: Strategy & External Relations,MOUCHEL MANAGEMENT CONSULTING LTD,90206795,-£0.01,,GU21 6QX,LARGE,,,
,,14/03/2016,Outsourcing Contract,DG: Strategy & External Relations,MOUCHEL MANAGEMENT CONSULTING LTD,90206795,"£1,131.47",OC/2015/05 - OPC Adjustment Charge,GU21 6QX,LARGE,,,
,,14/03/2016,Outsourcing Contract,DG: Strategy & External Relations,MOUCHEL MANAGEMENT CONSULTING LTD,90206795,"£40,703.96",OC/2015/09- Business Support,GU21 6QX,LARGE,,,
,,14/03/2016,Outsourcing Contract,DG: Strategy & External Relations,MOUCHEL MANAGEMENT CONSULTING LTD,90206795,"£16,406.57",OC/2015/08 - Premises,GU21 6QX,LARGE,,,
,,14/03/2016,Outsourcing Contract,DG: Strategy & External Relations,MOUCHEL MANAGEMENT CONSULTING LTD,90206795,"£24,666.66",OC/2015/07 - Other overheads and profit,GU21 6QX,LARGE,,,
,,14/03/2016,Outsourcing Contract,DG: Strategy & External Relations,MOUCHEL MANAGEMENT CONSULTING LTD,90206795,"£5,828.27",OC/2015/04 - Transferring Staff,GU21 6QX,LARGE,,,
,,14/03/2016,Outsourcing Contract,DG: Strategy & External Relations,MOUCHEL MANAGEMENT CONSULTING LTD,90206795,"£10,098.47",OC/2015/06 - Expenses,GU21 6QX,LARGE,,,
,,14/03/2016,Outsourcing Contract,DG: Strategy & External Relations,MOUCHEL MANAGEMENT CONSULTING LTD,90206795,"£246,711.53",OC/2015/01 - Non Transferring staff,GU21 6QX,LARGE,,,
,,14/03/2016,Outsourcing Contract,"DG: Social Care, Local Growth & Care Partnerships",ASSOCIATION OF DIRECTORS OF ADULT SOCIAL SERVICES,5430,"£82,500.00",Efficient and effective carer interventions,SW8 2LL,PUBLIC,,,
,,14/03/2016,Essential Meds SPG - Additions,"DG: Innovation, Growth & Technology",ACCORD HEALTHCARE LTD,DAADF81786,"£177,473.91",,,LARGE,,,
,,14/03/2016,Essential Meds SPG - Additions,"DG: Innovation, Growth & Technology",SIGMA PHARMACEUTICALS PLC,I748001,"£549,629.24",,,SME,,,
,,14/03/2016,Essential Meds SPG - Additions,"DG: Innovation, Growth & Technology",SIGMA PHARMACEUTICALS PLC,I748001,£20.76,,,SME,,,
,,14/03/2016,Research & development,DG: Research & Development,BIRMINGHAM UNIVERSITY OF,ERS-552112-117506,"£33,763.00",NIHR Fellowships,B15 2TT,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,BIRMINGHAM UNIVERSITY OF,ERS-552113-117507,"£111,109.00",Professorship Awards,B15 2TT,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,BIRMINGHAM UNIVERSITY OF,ERS-552114-117508,"£44,838.00",Clinician Scientist Awards,B15 2TT,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,BIRMINGHAM UNIVERSITY OF,ERS-552116-117510,"£27,200.00",NIHR Fellowships,B15 2TT,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,BIRMINGHAM UNIVERSITY OF,ERS-552117-117511,"£29,660.00",NIHR Fellowships,B15 2TT,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,BIRMINGHAM UNIVERSITY OF,ERS-552120-117514,"£40,260.00",NIHR Fellowships,B15 2TT,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,BRISTOL UNIVERSITY OF,ERS-552130-117517,"£96,046.00",School for Public Health,BS8 1TH,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,BRISTOL UNIVERSITY OF,ERS-552131-117518,"£80,965.00",Professorship Awards,BS8 1TH,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,BRISTOL UNIVERSITY OF,ERS-552135-117522,"£46,023.00",NIHR Fellowships,BS8 1TH,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,CAMBRIDGE UNIVERSITY OF,ERS-552149-117526,"£97,271.50",Professorship Awards,CB2 1TN,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,CAMBRIDGE UNIVERSITY OF,ERS-552151-117527,"£37,214.00",NIHR Fellowships,CB2 1TN,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,CAMBRIDGE UNIVERSITY OF,ERS-552155-117530,"£107,527.00",Professorship Awards,CB2 1TN,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,CAMBRIDGE UNIVERSITY OF,ERS-552157-117532,"£27,123.00",NIHR Fellowships,CB2 1TN,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,CAMBRIDGE UNIVERSITY OF,ERS-552158-117533,"£31,561.00",NIHR Fellowships,CB2 1TN,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,EAST ANGLIA UNIVERSITY OF,ERS-552177-117534,"£26,570.00",NIHR Fellowships,NR4 7TJ,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,EAST ANGLIA UNIVERSITY OF,ERS-552179-117536,"£28,754.00",NIHR Fellowships,NR4 7TJ,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,EAST ANGLIA UNIVERSITY OF,ERS-552181-117538,"£35,904.00",NIHR Fellowships,NR4 7TJ,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,EXETER UNIVERSITY OF,ERS-552186-117539,"£103,745.00",School for Public Health,EX4 4QJ,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,EXETER UNIVERSITY OF,ERS-552187-117540,"£33,220.00",NIHR Fellowships,EX4 4QJ,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,EXETER UNIVERSITY OF,ERS-552188-117541,"£30,428.00",NIHR Fellowships,EX4 4QJ,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,IMPERIAL COLLEGE LONDON,ERS-552211-117550,"£68,386.00",Professorship Awards,SW7 2AZ,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,IMPERIAL COLLEGE LONDON,ERS-552212-117551,"£86,553.00",Professorship Awards,SW7 2AZ,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,IMPERIAL COLLEGE LONDON,ERS-552216-117555,"£92,434.00",Professorship Awards,SW7 2AZ,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,IMPERIAL COLLEGE LONDON,ERS-552217-117556,"£26,213.00",NIHR Fellowships,SW7 2AZ,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,IMPERIAL COLLEGE LONDON,ERS-552219-117558,"£44,234.00",NIHR Fellowships,SW7 2AZ,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,IMPERIAL COLLEGE LONDON,ERS-552220-117559,"£242,515.00",Professorship Awards,SW7 2AZ,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,KEELE UNIVERSITY OF,ERS-552222-117561,"£62,573.00",Professorship Awards,ST5 5BG,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,KEELE UNIVERSITY OF,ERS-552224-117562,"£79,023.00",Professorship Awards,ST5 5BG,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,KENT UNIVERSITY OF,ERS-552230-117566,"£45,923.00",NIHR Fellowships,CT2 7NZ,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,KINGS COLLEGE LONDON,ERS-552233-117567,"£40,504.00",Clinician Scientist Awards,SE1 8WA,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,KINGS COLLEGE LONDON,ERS-552235-117568,"£93,960.00",Professorship Awards,SE1 8WA,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,KINGS COLLEGE LONDON,ERS-552244-117575,"£41,396.00",NIHR Fellowships,SE1 8WA,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,KINGS COLLEGE LONDON,ERS-552246-117577,"£61,075.00",Professorship Awards,SE1 8WA,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,KINGS COLLEGE LONDON,ERS-552247-117578,"£30,093.00",NIHR Fellowships,SE1 8WA,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,LANCASTER UNIVERSITY,ERS-552253-117581,"£33,133.00",NIHR Fellowships,LA1 4YT,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,LEEDS UNIVERSITY OF,ERS-552262-117583,"£116,201.00",Professorship Awards,LS2 9JT,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,LEEDS UNIVERSITY OF,ERS-552263-117584,"£32,596.00",Clinician Scientist Awards,LS2 9JT,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,LEEDS UNIVERSITY OF,ERS-552266-117587,"£50,450.00",Clinician Scientist Awards,LS2 9JT,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,LEEDS UNIVERSITY OF,ERS-552268-117589,"£27,456.00",NIHR Fellowships,LS2 9JT,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,LEEDS UNIVERSITY OF,ERS-552269-117590,"£41,019.00",NIHR Fellowships,LS2 9JT,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,LEEDS UNIVERSITY OF,ERS-552270-117591,"£36,370.00",NIHR Fellowships,LS2 9JT,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,LEEDS UNIVERSITY OF,ERS-552271-117592,"£31,395.00",NIHR Fellowships,LS2 9JT,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,LEEDS UNIVERSITY OF,ERS-552272-117593,"£42,231.00",NIHR Fellowships,LS2 9JT,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,LEICESTER UNIVERSITY OF,ERS-552274-117595,"£65,175.00",Clinician Scientist Awards,LE1 7RH,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,LEICESTER UNIVERSITY OF,ERS-552276-117597,"£33,380.00",NIHR Fellowships,LE1 7RH,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,LEICESTER UNIVERSITY OF,ERS-552278-117599,"£67,933.00",NIHR Fellowships,LE1 7RH,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,LIVERPOOL UNIVERSITY OF,ERS-552280-117601,"£115,179.00",School for Public Health,L69 3BX,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,LIVERPOOL UNIVERSITY OF,ERS-552281-117602,"£34,541.00",NIHR Fellowships,L69 3BX,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,LIVERPOOL UNIVERSITY OF,ERS-552282-117603,"£32,854.00",NIHR Fellowships,L69 3BX,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,LIVERPOOL UNIVERSITY OF,ERS-552283-117604,"£41,649.00",Clinician Scientist Awards,L69 3BX,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,LIVERPOOL UNIVERSITY OF,ERS-552285-117606,"£28,398.00",NIHR Fellowships,L69 3BX,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,LONDON SCHOOL OF ECONOMICS,ERS-552287-117626,"£105,304.00",NIHR Fellowships,WC2A 2AE,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-552288-117543,"£51,161.00",Clinician Scientist Awards,WC1E 7HT,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-552289-117544,"£120,172.00",School for Public Health,WC1E 7HT,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-552291-117546,"£41,504.00",NIHR Fellowships,WC1E 7HT,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-552293-117548,"£30,238.00",NIHR Fellowships,WC1E 7HT,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,MANCHESTER UNIVERSITY OF,ERS-552297-117627,"£59,357.00",Clinician Scientist Awards,M13 9PL,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,MANCHESTER UNIVERSITY OF,ERS-552298-117628,"£46,472.00",Clinician Scientist Awards,M13 9PL,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,MANCHESTER UNIVERSITY OF,ERS-552299-117629,"£47,037.00",Clinician Scientist Awards,M13 9PL,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,MANCHESTER UNIVERSITY OF,ERS-552300-117630,"£67,929.00",Clinician Scientist Awards,M13 9PL,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,MANCHESTER UNIVERSITY OF,ERS-552303-117633,"£26,190.00",Clinician Scientist Awards,M13 9PL,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,MANCHESTER UNIVERSITY OF,ERS-552305-117635,"£37,322.00",Clinician Scientist Awards,M13 9PL,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,MANCHESTER UNIVERSITY OF,ERS-552307-117637,"£26,264.00",NIHR Fellowships,M13 9PL,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,MANCHESTER UNIVERSITY OF,ERS-552308-117638,"£41,458.00",NIHR Fellowships,M13 9PL,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,NEWCASTLE UNIVERSITY,ERS-552314-117639,"£190,203.00",NIHR Fellowships,NE1 7RU,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,NEWCASTLE UNIVERSITY,ERS-552317-117641,"£43,539.00",Clinician Scientist Awards,NE1 7RU,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,NEWCASTLE UNIVERSITY,ERS-552318-117642,"£120,625.00",School for Public Health,NE1 7RU,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,NEWCASTLE UNIVERSITY,ERS-552319-117643,"£78,005.00",Professorship Awards,NE1 7RU,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,NEWCASTLE UNIVERSITY,ERS-552320-117644,"£43,176.00",Professorship Awards,NE1 7RU,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,NEWCASTLE UNIVERSITY,ERS-552321-117645,"£31,148.00",NIHR Fellowships,NE1 7RU,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,NEWCASTLE UNIVERSITY,ERS-552324-117647,"£26,123.00",NIHR Fellowships,NE1 7RU,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,NEWCASTLE UNIVERSITY,ERS-552326-117649,"£39,905.00",Clinician Scientist Awards,NE1 7RU,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,NEWCASTLE UNIVERSITY,ERS-552327-117650,"£35,267.00",Clinician Scientist Awards,NE1 7RU,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,NOTTINGHAM UNIVERSITY OF,ERS-552361-117656,"£36,068.00",NIHR Fellowships,NG7 2RD,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,OXFORD UNIVERSITY OF,ERS-552375-117659,"£76,194.00",Professorship Awards,OX1 2XN,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,OXFORD UNIVERSITY OF,ERS-552377-117661,"£88,420.00",Professorship Awards,OX1 2XN,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,OXFORD UNIVERSITY OF,ERS-552378-117662,"£27,244.00",NIHR Fellowships,OX1 2XN,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,OXFORD UNIVERSITY OF,ERS-552379-117663,"£42,269.00",NIHR Fellowships,OX1 2XN,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,OXFORD UNIVERSITY OF,ERS-552380-117664,"£41,361.00",Clinician Scientist Awards,OX1 2XN,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,OXFORD UNIVERSITY OF,ERS-552381-117665,"£86,754.00",Professorship Awards,OX1 2XN,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,OXFORD UNIVERSITY OF,ERS-552382-117666,"£28,834.00",NIHR Fellowships,OX1 2XN,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,OXFORD UNIVERSITY OF,ERS-552384-117668,"£29,152.00",NIHR Fellowships,OX1 2XN,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,OXFORD UNIVERSITY OF,ERS-552385-117669,"£32,977.00",NIHR Fellowships,OX1 2XN,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,OXFORD UNIVERSITY OF,ERS-552390-117674,"£86,296.00",Professorship Awards,OX1 2XN,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,OXFORD UNIVERSITY OF,ERS-552391-117675,"£36,610.00",NIHR Fellowships,OX1 2XN,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,OXFORD UNIVERSITY OF,ERS-552392-117676,"£26,704.00",NIHR Fellowships,OX1 2XN,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,OXFORD UNIVERSITY OF,ERS-552393-117677,"£68,631.00",NIHR Fellowships,OX1 2XN,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,PENINSULA COLLEGE OF MEDICINE AND DENTISTRY (PCMD),ERS-552395-117678,"£36,474.00",NIHR Fellowships,PL4 8AA,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,QUEEN MARY AND WESTFIELD COLLEGE,ERS-552398-117679,"£71,997.50",Professorship Awards,E1 2AX,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,QUEEN MARY AND WESTFIELD COLLEGE,ERS-552399-117680,"£47,000.00",NIHR Fellowships,E1 2AX,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,READING UNIVERSITY OF,ERS-552401-117682,"£91,854.00",Professorship Awards,RG6 6AH,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,SHEFFIELD UNIVERSITY OF,ERS-552436-117685,"£619,639.00",School for Public Health,S10 2UH,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,SHEFFIELD UNIVERSITY OF,ERS-552438-117687,"£103,428.00",Professorship Awards,S10 2UH,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,SHEFFIELD UNIVERSITY OF,ERS-552439-117688,"£25,026.00",NIHR Fellowships,S10 2UH,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,SOUTHAMPTON UNIVERSITY OF,ERS-552450-117693,"£46,874.00",NIHR Fellowships,SO17 1BJ,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,ST GEORGES HOSPITAL MEDICAL SCHOOL,ERS-552453-117696,"£38,138.00",Clinician Scientist Awards,SW17 0RE,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,UNIVERSITY COLLEGE LONDON UCL,ERS-552480-117607,"£128,348.00",School for Public Health,WC1E 6BT,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,UNIVERSITY COLLEGE LONDON UCL,ERS-552482-117608,"£68,326.00",Professorship Awards,WC1E 6BT,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,UNIVERSITY COLLEGE LONDON UCL,ERS-552483-117609,"£102,345.00",Professorship Awards,WC1E 6BT,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,UNIVERSITY COLLEGE LONDON UCL,ERS-552489-117613,"£153,960.00",Professorship Awards,WC1E 6BT,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,UNIVERSITY COLLEGE LONDON UCL,ERS-552490-117614,"£26,027.00",NIHR Fellowships,WC1E 6BT,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,UNIVERSITY COLLEGE LONDON UCL,ERS-552493-117617,"£26,480.00",NIHR Fellowships,WC1E 6BT,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,UNIVERSITY COLLEGE LONDON UCL,ERS-552495-117618,"£78,112.00",Professorship Awards,WC1E 6BT,PUBLIC,,,
,,14/03/2016,Research & development,DG: Research & Development,UNIVERSITY COLLEGE LONDON UCL,ERS-552496-117619,"£60,006.00",Clinician Scientist Awards,WC1E 6BT,PUBLIC,,,
