Ministry of Justice,HMCTS,13-Jan-12,532000-Tangible GBV - Additions,GZ999-North West Region,GLENBEIGH CONSTRUCTION LTD T/A GLENBEIGH OFF SITE LTD,1882392,"£32,811.52",Trafford Courthouse - Cells heating ECSC/MW/HMCTS/2011-12/GM003,CIS-SO18 2RZ,0,Programme,,SME
Ministry of Justice,MoJ HQ,30-Jan-12,222002-Other Property Costs,NZ406-Strategic Estates Feeder,CARLISLE SECURITY SERVICES LTD,1066910,"£32,830.90",Providing a years Manned Guarding Service (Security Officers) to Clive House,AL7 1TW,0,Admin,,
Ministry of Justice,HMCTS,20-Jan-12,222001-Maintenance,HZ999-North East Region,TASS EUROPE LTD,1893300,"£32,867.32",HA102 - Consolidated - Statutory Testing,B70 6RP,0,Programme,,
Ministry of Justice,MoJ HQ,09-Jan-12,223000-Other Expenditure,QY300-Fleet Car Mgmt,LEX AUTOLEASE LTD,1065449,"£33,030.48",MoJ Lease Car charges FY 11-12,BL9 8RT,0,Admin,,
Ministry of Justice,MoJ HQ,30-Jan-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1066954,"£33,122.43",MOJ HMPS  Replacement Intranet Support,RG12 1HN,0,Programme,,
Ministry of Justice,HMCTS,10-Jan-12,222002-Other Property Costs,AP999-HQ - Strategy & Change,RESOURCE FURNITURE SERVICES LTD (RFS WORKPLACE SOLUTIONS),1878282,"£33,179.02",Fleetwood Bank House - Resource Furniture - To relocate staff from Audit House to Fleetbank House; collecting furniture from Horseferry Magistrates Court and delivering to Fleetbank House.  Removing and recycling (where possible),SE18 5PH,0,Programme,,
Ministry of Justice,MoJ HQ,26-Jan-12,264000-Consultancy,PZ501-MoJ ICT Feeder,ERNST & YOUNG LLP,1066666,"£33,188.40",,SE1 2AF,0,Programme,,
Ministry of Justice,HMCTS,26-Jan-12,710800-Creditor <1 yr - Third Party Monies,SL999-Centralised Frontline,ONE TIME CAPS,565445,"£33,385.54",,WA1 1GG,0,Programme
Ministry of Justice,MoJ HQ,05-Jan-12,223000-Other Expenditure,QY300-Fleet Car Mgmt,ARVAL UK LTD,1065165,"£33,394.17",MoJ Lease Car Service and Fuel Costs FY 11-12,SN5 6PQ,0,Admin
Ministry of Justice,MoJ HQ,30-Jan-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,STERIA LTD,1067012,"£33,591.25",OMNI Project Services,M14 0WN,0,Programme
Ministry of Justice,HMCTS,06-Jan-12,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,CARILLION PLANNED MAINTENANCE,1875444,"£33,652.60","Maintenance, non-structural repair and cleaning of buildings",WV1 9US,0,Balance Sheet
Ministry of Justice,HMCTS,19-Jan-12,226000-Court Costs,SL999-Centralised Frontline,MESSRS DLA PIPER UK LLP#DX 14304,560676,"£34,032.16",,DX 14304,0,Programme
Ministry of Justice,HMCTS,05-Jan-12,226000-Court Costs,SL999-Centralised Frontline,MESSRS DASS SOLICITORS#DX 149245,548837,"£34,094.15",,DX 149245,0,Programme
Ministry of Justice,HMCTS,18-Jan-12,610400-Debtors <1 year - Prepayments & Accrued Income,HZ999-North East Region,STOREYS:SSP,1890171,"£34,176.12",,NE1 8AU,0,Programme
Ministry of Justice,HMCTS,20-Jan-12,610400-Debtors <1 year - Prepayments & Accrued Income,HZ999-North East Region,STOREYS:SSP,1893282,"£34,176.12",,NE1 8AU,0,Programme
Ministry of Justice,MoJ HQ,26-Jan-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,IBM UNITED KINGDOM LTD,1066718,"£34,178.89",Addition of Service Extension for Lotus Domino v7.0 on Windows for a period of 3 months starting 01/10/2011 to 31/12/2011.,PO6 3AE,0,Programme
Ministry of Justice,HMCTS,19-Jan-12,710800-Creditor <1 yr - Third Party Monies,SL999-Centralised Frontline,ONE TIME CAPS,557938,"£34,216.14",,BD1 4XZ,0,Programme
Ministry of Justice,HMCTS,20-Jan-12,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,IRON MOUNTAIN UK LTD,1892229,"£34,390.63",Provision under a PFI agreement of accommodation for office or other governmental use,EH54 7DF,0,Balance Sheet
Ministry of Justice,MoJ HQ,09-Jan-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1065426,"£34,519.30",QBD BlackBerry,RG12 1HN,0,Programme
Ministry of Justice,HMCTS,04-Jan-12,223001-Printing Postage and Office expenditure,DZ999-South West Region,ROYAL MAIL GROUP PLC,547139,"£34,551.37",South West Region DA170-223515- Royal Mail Variable Charges10/12,PE4 5BR,0,Programme
Ministry of Justice,MoJ HQ,16-Jan-12,223000-Other Expenditure,QY200-OU10 Billback,HM PRISON SERVICE,1065921,"£34,602.95",Prison Industries Newgate Furniture - Monthly Consolidated billing,NP20 9BB,0,Admin
Ministry of Justice,MoJ HQ,26-Jan-12,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1066595,"£34,706.00",CCN A-S-02274 v 0.2 IAC Fees Project CCN,WV10 6UH,E125,Programme
Ministry of Justice,MoJ HQ,09-Jan-12,246000-Current Grants,RB999-JPG - CJRD,ROAD VICTIMS TRUST,1065518,"£34,911.00",Payments to voluntary sector organisations to provide specialist support to victims and witnesses of crime from the 2011/12 Victim & Witness General Fund - 4th qtr payment , MK42 8BH,0,Grant
Ministry of Justice,MoJ HQ,30-Jan-12,263000-Other Contracted Out Services,RG999-CFLAP Accumulator,STAFFORDSHIRE COUNTY COUNCIL,1067011,"£35,183.00",,ST16 2NF,0,Programme,,
Ministry of Justice,MoJ HQ,30-Jan-12,263000-Other Contracted Out Services,RG999-CFLAP Accumulator,STAFFORDSHIRE COUNTY COUNCIL,1067011,"£35,183.00",,ST16 2NF,0,Programme,,
Ministry of Justice,HMCTS,12-Jan-12,710800-Creditor <1 yr - Third Party Monies,SL999-Centralised Frontline,ONE TIME CAPS,554103,"£35,194.17",,WA1 1GG,0,Programme,,
Ministry of Justice,HMCTS,25-Jan-12,222001-Maintenance,BZ999-London Region,SYKES & SON LTD,1899357,"£35,205.26",London Estates - Sykes - monthly B+CE contract 11/12,CIS-WC2R 3JY,0,Programme,,
Ministry of Justice,HMCTS,13-Jan-12,261000-Fuel and Utilities,BZ999-London Region,EDF ENERGY LTD,1882341,"£35,301.90",EDF Energy Ltd - Electricity Costs for RCJ. Strand. Period April 2011 to March 2012. (Account No. 13592343). Business Entity IH701. NAC 222142.,PL3 5XQ,0,Programme,,
Ministry of Justice,HMCTS,31-Jan-12,222001-Maintenance,CZ999-South East Region,NORLAND MANAGED SERVICES LTD,1903771,"£35,356.31",SE Estates - Norland (Thames Valley & Beds ) - PPM Monthly Contract 2011/2012,CIS-SE1 1RU,0,Programme,,
Ministry of Justice,MoJ HQ,16-Jan-12,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,DETICA LTD,1065900,"£35,384.93",Computer services supplied to the specification of the recipient,GU2 7YP,0,Balance Sheet,,
Ministry of Justice,MoJ HQ,16-Jan-12,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,DETICA LTD,1065900,"£35,384.93",Computer services supplied to the specification of the recipient,GU2 7YP,0,Balance Sheet,,
Ministry of Justice,HMCTS,25-Jan-12,222001-Maintenance,BZ999-London Region,SYKES & SON LTD,1899357,"£35,561.16",London Estates - Sykes - monthly B+CE contract 11/12,CIS-WC2R 3JY,0,Programme,,
Ministry of Justice,MoJ HQ,09-Jan-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1065426,"£35,692.60",QBD Application Charges,RG12 1HN,0,Programme,,
Ministry of Justice,HMCTS,10-Jan-12,532000-Tangible GBV - Additions,BZ999-London Region,ATOS IT SERVICES UK LTD,1877458,"£35,885.00",RCJDISCORDER 021(B) - ATOS IT SERVICES UK LTD - CCN No A-R-02121-18-v02 Rolls Building for One-Off Costs of Additional Videoconferencing Requirement. Req by Jenny Beck 02/09/2011. 20-IA101-532605-000-F079,WV10 6UH,F079,Programme,,
Ministry of Justice,HMCTS,13-Jan-12,532000-Tangible GBV - Additions,GZ999-North West Region,GLENBEIGH CONSTRUCTION LTD T/A GLENBEIGH OFF SITE LTD,1882392,"£35,908.50",Stockport Courthouse - Cells heating ECSC/MW/HMCTS/2011-12/GM002,CIS-SO18 2RZ,0,Programme,,SME
Ministry of Justice,MoJ HQ,09-Jan-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1065404,"£36,236.00",YJB CCN F368 - Ongoing - Core YJB ICT Services - Service Charge,WA3 9BD,0,Programme,,
Ministry of Justice,HMCTS,10-Jan-12,261000-Fuel and Utilities,BZ999-London Region,EDF ENERGY LTD,1877635,"£36,287.81",EDF Energy Ltd - Electricity Costs for RCJ. Strand. Period April 2011 to March 2012. (Account No. 13592343). Business Entity IH701. NAC 222142.,PL3 5XQ,0,Programme,,
Ministry of Justice,HMCTS,19-Jan-12,226000-Court Costs,SL999-Centralised Frontline,MESSRS HINE SOLICITORS#DX 40265,1890344,"£36,393.66",,DX 40265,0,Programme,,
Ministry of Justice,HMCTS,10-Jan-12,265000-IT & Telecommunications,AP999-HQ - Strategy & Change,DOLPHIN COMMUNICATIONS (VOICE SYSTEMS) LTD,1877620,"£36,433.90","Telephony upgrade at Loughborough Support Centre, Crown House, Southfield Road, Loughborough, LE11 2TW",E7 8DR,B713,Programme,,
Ministry of Justice,HMCTS,20-Jan-12,532000-Tangible GBV - Additions,BZ999-London Region,SYKES & SON LTD,1893296,"£36,503.00",CIS Labour-Bromley Magistrates'-Sykes & Son-Conversion of office space to create additional hearing & consultation rooms (works under term contract),CIS-WC2R 3JY,B716,Programme,,
Ministry of Justice,MoJ HQ,09-Jan-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1065404,"£36,573.00",YJB - CCN F373 - Connectivity Hosting Services - Symantec AV and Netbackup Support and Maintenance & Annual Service Charge,WA3 9BD,0,Programme,,
Ministry of Justice,HMCTS,11-Jan-12,222001-Maintenance,DZ999-South West Region,NORLAND MANAGED SERVICES LTD,1881114,"£36,707.35","CIS labour - internal refurbishment and decant at The Crescent Centre, Bristol, BCP 11/12 (23)",CIS-BS4 4EE,0,Programme,,
Ministry of Justice,HMCTS,06-Jan-12,222001-Maintenance,FZ999-Midlands Region,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1875786,"£36,765.21",Mansfield MC - Mitie Ltd - CIS LABOUR - Convert kitchen to interview room ( works carried out under term contract),CIS-M32 0FP,0,Programme,,
Ministry of Justice,HMCTS,24-Jan-12,221000-Property Rent and Rates,FZ999-Midlands Region,STANDARD LIFE INVESTMENTS,1896422,"£36,937.50",,EH2 2LL-RENTNG1,0,Programme,,
Ministry of Justice,HMCTS,24-Jan-12,221000-Property Rent and Rates,FZ999-Midlands Region,STANDARD LIFE INVESTMENTS,1896422,"£36,937.50",,EH2 2LL-RENTNG1,0,Programme,,
Ministry of Justice,HMCTS,06-Jan-12,222001-Maintenance,FZ999-Midlands Region,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1875786,"£37,032.48",Mansfield MC - Mitie Ltd - CIS LABOUR - Convert kitchen to interview room ( works carried out under term contract),CIS-M32 0FP,0,Programme,,
Ministry of Justice,MoJ HQ,19-Jan-12,223000-Other Expenditure,RE999-CJG - Research & Analysis,TNS BMRB,1066253,"£37,400.00",RE141 - Police & CPS casefile database & analysis - Milestone 6,W5 1UA,0,Programme,,
Ministry of Justice,HMCTS,20-Jan-12,532000-Tangible GBV - Additions,GZ999-North West Region,VINCI CONSTRUCTION UK LIMITED,1893340,"£37,803.39",Carlisle Combined Court - Internal alterations at first floor level to court No:2 to form a secure dock including speech enhancement system,CIS-RM13 8RH,0,Programme,,SME
Ministry of Justice,HMCTS,19-Jan-12,710800-Creditor <1 yr - Third Party Monies,SL999-Centralised Frontline,ONE TIME CAPS,558296,"£37,957.04",,BD19 4XT,0,Programme,,
Ministry of Justice,MoJ HQ,30-Jan-12,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,STERIA LTD,1067012,"£38,018.60",Computer services supplied to the specification of the recipient,M14 0WN,0,Balance Sheet,,
Ministry of Justice,HMCTS,17-Jan-12,532000-Tangible GBV - Additions,FZ999-Midlands Region,DH FATHERS LTD,1885746,"£38,100.00","CIS-LABOUR - Installation of New Lighting System including New Wiring, new ceilings - DH FATHERS LTD - Leicester Crown Court",CIS-NG16 3SU,0,Programme,,
Ministry of Justice,MoJ HQ,09-Jan-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1065404,"£38,202.00",CCN377 - OPG system Replacement Project: 05/09/2011 to November 2011 - Preparation of OBC.    Detailed Analysis Report - a detailed assessment of the customer issue or opportunity area,WA3 9BD,E073,Admin,,
Ministry of Justice,MoJ HQ,09-Jan-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1065404,"£38,202.00",HQ Demand CCNF377 WP2 - Digital CJS Detailed Analysis - MoJ- Final report 30 Sep -PK200,WA3 9BD,0,Admin,,
Ministry of Justice,HMCTS,20-Jan-12,222002-Other Property Costs,SJ999-Scotland,JONES LANG LASALLE LTD,1892245,"£38,350.00",,E14 5WQ-SERVICE,0,Programme,,
Ministry of Justice,HMCTS,26-Jan-12,710800-Creditor <1 yr - Third Party Monies,SL999-Centralised Frontline,ONE TIME CAPS,564126,"£38,351.93",,BD19 4XT,0,Programme,,
Ministry of Justice,MoJ HQ,16-Jan-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1065926,"£38,791.86",,RG12 1HN,0,Programme,,
Ministry of Justice,MoJ HQ,26-Jan-12,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1066713,"£38,917.30",PQ109-PB630 ( NOMS015)  Portfolio Services,RG12 1HN,E113,Programme,,
Ministry of Justice,MoJ HQ,16-Jan-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,IBM UNITED KINGDOM LTD,1065930,"£38,917.36",MOJ Service Extension Contracts GBSW3013 MOJ Support Bundle v2 r1,PO6 3AE,0,Programme,,
Ministry of Justice,HMCTS,31-Jan-12,222001-Maintenance,HZ999-North East Region,NG BAILEY FACILITIES SERVICES LTD,1903767,"£39,034.15",HA102 COSOLIDATED ORDER - (CIS - Labour) - Contractual Fees M & E April - January 2012 (not inc Lodgings),CIS-LS12 6EH,0,Programme,,
Ministry of Justice,MoJ HQ,30-Jan-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1066970,"£39,084.00",CCN2444-01 - Capgemini as an Authority Nominated Supplier Ongoing,CF31 9AP,0,Programme,,
Ministry of Justice,MoJ HQ,26-Jan-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1066678,"£39,149.14",CCN F375 Provision of Service Integration and Deployment Services (AB)- PO301,WA3 9BD,0,Programme,,
Ministry of Justice,HMCTS,06-Jan-12,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,HI-SPEC FACILITIES SUPPORT CO PLC,1875620,"£39,203.30","Maintenance, non-structural repair and cleaning of buildings",SE16 7PF,0,Balance Sheet,,
Ministry of Justice,HMCTS,31-Jan-12,222001-Maintenance,HZ999-North East Region,NG BAILEY FACILITIES SERVICES LTD,1903767,"£39,574.44",HA102 COSOLIDATED ORDER - (CIS - Labour) - Contractual Fees M & E April - January 2012 (not inc Lodgings),CIS-LS12 6EH,0,Programme,,
Ministry of Justice,MoJ HQ,12-Jan-12,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,QINETIQ LTD,1065782,"£39,858.00",,PO12 2AG,E003,Programme,,
Ministry of Justice,HMCTS,31-Jan-12,222002-Other Property Costs,HZ999-North East Region,RENTOKIL INITIAL UK LIMITED,1903861,"£39,971.88",North East Consol Account - Contractual Cleaning contract continuation replacing PO 20000128717 - Rentokil - 11/12,DY1 4RR,0,Programme,,
Ministry of Justice,MoJ HQ,09-Jan-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,CABLE & WIRELESS WORLDWIDE,1065353,"£40,022.00",PS150-Account no:UK13060928 - Prison Videolinks,MK3 5JP,0,Programme,,
Ministry of Justice,MoJ HQ,09-Jan-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1065452,"£40,837.50",LR-3119-01 V01 - LSC CCMS Initial analysis T&M,CF31 9AP,0,Programme,,
Ministry of Justice,HMCTS,20-Jan-12,532000-Tangible GBV - Additions,HZ999-North East Region,VINCI CONSTRUCTION UK LIMITED,1893340,"£40,935.70",Newcastle upon Tyne CCC - MW / HMCTS / 2011-12 / - Resurfacing external areas,CIS-RM13 8RH,0,Programme,,SME
Ministry of Justice,HMCTS,12-Jan-12,710800-Creditor <1 yr - Third Party Monies,SL999-Centralised Frontline,ONE TIME CAPS,552105,"£41,042.51",,BD1 4XZ,0,Programme,,
Ministry of Justice,HMCTS,27-Jan-12,222001-Maintenance,FZ999-Midlands Region,WILLMOTT DIXON PARTNERSHIPS LTD,1901613,"£41,073.78",CIS Labour - Various sites for works completed on valuation 38 DS -  works completed under term contract,CIS-SG5 1DJ,0,Programme,,
Ministry of Justice,HMCTS,06-Jan-12,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,IRON MOUNTAIN UK LTD,1875657,"£41,176.12",Provision under a PFI agreement of accommodation for office or other governmental use,EH54 7DF,0,Balance Sheet,,
Ministry of Justice,HMCTS,31-Jan-12,222001-Maintenance,BZ999-London Region,WILSON JAMES LTD,1904049,"£41,254.61",CIS Labour - RCJ Rolls Building PAR 2010/195 Floorbox Relocation - Wilson James,CIS-SS0 9HR,F079,Programme,,SME
Ministry of Justice,MoJ HQ,12-Jan-12,263000-Other Contracted Out Services,NX900-MOJ Shared Services,CAPITA HARTSHEAD LTD,1065669,"£41,290.50",Capita Hartshead Pension Services - Monthly Pension Charges for the new financial year 11-12 - NX416,DL1 9HN,0,Admin,,
Ministry of Justice,HMCTS,10-Jan-12,265000-IT & Telecommunications,BZ999-London Region,RTS COMMUNICATIONS,1878299,"£41,375.00",,SW8 1RY,0,Programme,,
Ministry of Justice,HMCTS,31-Jan-12,262000-SCA Costs,AP999-HQ - Strategy & Change,LIBERATA UK LTD,1903652,"£41,609.44",As per FSMO RFC 174 (Part A) Liberata consultancy team to work on the Payment by Account (PbA) Phase 2 solution,NP10 8BA,0,Programme,,
Ministry of Justice,MoJ HQ,12-Jan-12,263000-Other Contracted Out Services,NX900-MOJ Shared Services,CAPITA HARTSHEAD LTD,1065669,"£41,793.19",Capita Hartshead Pension Services - Monthly Pension Charges for the new financial year 11-12 - NX416,DL1 9HN,0,Admin,,
Ministry of Justice,MoJ HQ,26-Jan-12,261000-Fuel and Utilities,NZ406-Strategic Estates Feeder,EDF ENERGY LTD,1066662,"£41,824.10","Electricity supply to 102 Petty France (BER NE130), April 2011-March 2012",PL3 5XQ,0,Admin,,
Ministry of Justice,HMCTS,10-Jan-12,532000-Tangible GBV - Additions,GZ999-North West Region,PLANSCAPE GROUP LIMITED,1878247,"£41,862.54",Salford Business Centre - Refurbishment and fit out of ground and first floor,CIS-M4 1DW,B714,Programme,,
Ministry of Justice,HMCTS,31-Jan-12,223001-Printing Postage and Office expenditure,AQ999-HQ - Finance & Governance,XEROX (UK) LTD,1904067,"£42,078.10",Xerox Consolidated PO for Financial Year 11/12 - AIT copy charges,BN13 1QG,0,Admin,,
Ministry of Justice,HMCTS,20-Jan-12,222001-Maintenance,FZ999-Midlands Region,SITEC INTERIORS LTD,1893259,"£42,334.30","CIS Labour - Various Midland Courts - Sitec - Reinforcement of fire integrity to door, panels etc. Includes building construction works",CIS-B1 3AP,0,Programme,,SME
Ministry of Justice,MoJ HQ,26-Jan-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,TRIBAL CONSULTING LTD,1066845,"£42,375.00",IAPS Support and Maintenance from Tribal from Apr11 to Mar12 - monthly support costs & IAPS Expenses,DL1 9HN,0,Programme,,
Ministry of Justice,MoJ HQ,09-Jan-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1065404,"£42,408.42",Managed Service - Service Desk Apr-11 to Mar-12,WA3 9BD,0,Programme,,
Ministry of Justice,HMCTS,25-Jan-12,222001-Maintenance,CZ999-South East Region,METSHAPE LTD,1899236,"£42,480.75","CIS Labour-Lewes Combined Court-Metshape Mechanical Services Ltd-Replace the gas fired boiler installation, carry out duct work repairs & replace AHU 3 to the custody area.",CIS-BD16 1PY,0,Programme,,
Ministry of Justice,MoJ HQ,16-Jan-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,GLOBAL CROSSING (UK) TELECOMMUNICATIONS LTD,1065910,"£42,595.00",CCN GC001.1 Telephony Services - DISC to Mint- PO305,RG24 8NA,0,Programme,,
Ministry of Justice,HMCTS,19-Jan-12,226000-Court Costs,SL999-Centralised Frontline,MESSRS WILSONS SOLICITORS LLP#DX 58003,560951,"£42,861.40",,DX 58003,0,Programme,,
Ministry of Justice,MoJ HQ,26-Jan-12,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,FUJITSU SERVICES LTD,1066678,"£42,921.14",Computer services supplied to the specification of the recipient,WA3 9BD,0,Balance Sheet,,
Ministry of Justice,HMCTS,25-Jan-12,710200-Creditors < 1 year - Trade & Other Creditors,BZ999-London Region,OFFICIAL RECEIVER (BANKRUPTCY)#RIE41305448,562320,"£43,400.00",,DX 44450,0,Programme,,
Ministry of Justice,HMCTS,13-Jan-12,262000-SCA Costs,HZ999-North East Region,MODERN COURTS (HUMBERSIDE) LTD,1882590,"£43,479.77","Beverly, Hull & Bridlington - Moder Courts (Humberside) Ltd - Unitary Charges for Humberside PFI - Monthly - 11/12",BR8 7AG,0,Programme,,
Ministry of Justice,MoJ HQ,19-Jan-12,265000-IT & Telecommunications,RB999-JPG - CJRD,LOGICA UK LTD,1066164,"£43,550.00",CCN L-R-2897-01 - CJ MIS Transfer to DISC,CF31 9AP,0,Programme,,
Ministry of Justice,HMCTS,24-Jan-12,223001-Printing Postage and Office expenditure,BZ999-London Region,XEROX (UK) LTD,1896562,"£43,650.51",London Region Consolidated - Rental - Xerox - 11/12,BN13 1QG,0,Programme,,
Ministry of Justice,HMCTS,10-Jan-12,532000-Tangible GBV - Additions,EZ999-Wales Region,WATES CONSTRUCTION LTD,1878423,"£43,783.60",,CIS-KT22 7SW,F090,Programme,,
Ministry of Justice,HMCTS,18-Jan-12,223001-Printing Postage and Office expenditure,AQ999-HQ - Finance & Governance,XEROX (UK) LTD,1890224,"£44,319.68",Xerox Consolidated PO for financial year 11/12 - AIT Rental charges,BN13 1QG,0,Admin,,
Ministry of Justice,MoJ HQ,11-Jan-12,223000-Other Expenditure,LZ510-Combined CFO/OSPT Operations,NATWEST#LJ30700358,1065624,"£44,584.00",,EC2R 8PA,0,Programme,,
Ministry of Justice,MoJ HQ,30-Jan-12,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1066935,"£44,683.40",EIP2NetSec (E134) Fujitsu CCNF391-02 AV Boundary- One off charge,WA3 9BD,E134,Programme,,
Ministry of Justice,MoJ HQ,19-Jan-12,265000-IT & Telecommunications,NZ406-Strategic Estates Feeder,ATOS IT SERVICES UK LTD,1066019,"£44,727.00","CCN AR 02883-02-01	-One off Hardware Costs-NG210",WV10 6UH,0,Admin,,
Ministry of Justice,HMCTS,17-Jan-12,532000-Tangible GBV - Additions,GZ999-North West Region,GARSIDE & LAYCOCK LTD,1885858,"£44,755.28",Ormskirk Magistrates Court - Renewal of the 2 no. pitched slate roof coverings and 3 no. rear flat roof coverings.  Contract no. MW/HMCS/2011-2012/06 refers,CIS-PR5 6AW,0,Programme,,SME
Ministry of Justice,HMCTS,18-Jan-12,222002-Other Property Costs,BZ999-London Region,BEACHCROFT,1888910,"£44,980.10",,BS99 7UR,0,Programme,,SME
Ministry of Justice,HMCTS,12-Jan-12,710800-Creditor <1 yr - Third Party Monies,SL999-Centralised Frontline,ONE TIME CAPS,552520,"£45,048.76",,BD19 4XT,0,Programme,,
Ministry of Justice,MoJ HQ,19-Jan-12,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1066164,"£45,343.29",CCN L-S 2763-07 IAC Fees Full Project CCN (One Off Costs),CF31 9AP,E125,Programme,,
Ministry of Justice,HMCTS,06-Jan-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,BROADGATE ESTATES LTD,1875406,"£45,361.29",,NW1 3BG,0,Programme,,SME
Ministry of Justice,MoJ HQ,03-Jan-12,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,TNT UK LTD,1065127,"£45,951.56","Storage, distribution and goods disposal services",BL0 9AR,0,Balance Sheet,,
Ministry of Justice,HMCTS,13-Jan-12,222001-Maintenance,AP999-HQ - Strategy & Change,EC HARRIS LLP,1882336,"£46,200.00",Works at Fleetbank House -MA fees.,M60 3NT,0,Programme,,
Ministry of Justice,MoJ HQ,03-Jan-12,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,CABLE & WIRELESS WORLDWIDE,1064938,"£46,242.85",Computer services supplied to the specification of the recipient,MK3 5JP,0,Balance Sheet,,
Ministry of Justice,MoJ HQ,30-Jan-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1066885,"£46,332.00",CCN 3072-02  (05/09/11 - 31/10/11) - Resource,WV10 6UH,E149,Programme
Ministry of Justice,HMCTS,17-Jan-12,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,MITIE SECURITY LTD,1886285,"£46,391.92",Security Services,MK6 2WX,0,Balance Sheet
Ministry of Justice,HMCTS,06-Jan-12,222002-Other Property Costs,AG999-HQ - Estates,DEPARTMENT FOR WORK & PENSIONS (DWP),1875512,"£46,490.96",,CF14 3UW,0,Programme
Ministry of Justice,HMCTS,27-Jan-12,222002-Other Property Costs,AG999-HQ - Estates,DEPARTMENT FOR WORK & PENSIONS (DWP),1900506,"£46,490.96",,CF14 3UW,0,Programme
Ministry of Justice,MoJ HQ,26-Jan-12,262000-SCA Costs,QZ600-CPG Other,LIBERATA UK LTD,1066738,"£46,537.50",FSMO 216 -  MoJ 11-12 Accounts Production - Variable - Time & Materials,NP10 9XA,0,Admin
Ministry of Justice,HMCTS,24-Jan-12,222002-Other Property Costs,AG999-HQ - Estates,DEPARTMENT FOR WORK & PENSIONS (DWP),1895309,"£46,642.53",,CF14 3UW,0,Programme
Ministry of Justice,MoJ HQ,19-Jan-12,261000-Fuel and Utilities,NZ406-Strategic Estates Feeder,EDF ENERGY LTD,1066085,"£46,715.84","Electricity supply to 102 Petty France (BER NE130), April 2011-March 2012",PL3 5XQ,0,Admin
Ministry of Justice,HMCTS,18-Jan-12,222002-Other Property Costs,GZ999-North West Region,RENTOKIL INITIAL UK LIMITED,1890133,"£46,833.02",NW Region - Rentokil Cleaning - Apr 11 - Mar 12,DY1 4TA,0,Programme
Ministry of Justice,HMCTS,27-Jan-12,222002-Other Property Costs,GZ999-North West Region,RENTOKIL INITIAL UK LIMITED,1901446,"£46,833.02",NW Region - Rentokil Cleaning - Apr 11 - Mar 12,DY1 4TA,0,Programme
Ministry of Justice,HMCTS,31-Jan-12,222001-Maintenance,GZ999-North West Region,NG BAILEY FACILITIES SERVICES LTD,1903767,"£47,654.01",Cumbria & Lancashire area M&E PPM charges from April 2011 to January 2012,CIS-LS12 6EH,0,Programme
