Department,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Home Office,UKBA - UK Border Agency,30/08/2011,Politics & Civic Affairs.REFUGEE PROG. SECT 95,UKBA - UK Border Agency,CLEARSPRINGS MANAGEMENT LTD,1001150430,"427,246.20"
Home Office,UKBA - UK Border Agency,30/08/2011,Politics & Civic Affairs.Emergency house services,UKBA - UK Border Agency,CLEARSPRINGS MANAGEMENT LTD,1001150430,"311,474.88"
Home Office,UKBA - UK Border Agency,30/08/2011,Politics & Civic Affairs.Human aid & relief Sect 4,UKBA - UK Border Agency,CLEARSPRINGS MANAGEMENT LTD,1001150430,"198,083.31"
Home Office,UKBA - UK Border Agency,30/08/2011,Politics & Civic Affairs.REFUGEE PROG. SECT 95,UKBA - UK Border Agency,CLEARSPRINGS MANAGEMENT LTD,1001150430,"150,124.40"
Home Office,UKBA - UK Border Agency,30/08/2011,Politics & Civic Affairs.Human aid & relief Sect 4,UKBA - UK Border Agency,CLEARSPRINGS MANAGEMENT LTD,1001150430,"30,489.25"
Home Office,UKBA - UK Border Agency,30/08/2011,Politics & Civic Affairs.REFUGEE PROG. SECT 95,UKBA - UK Border Agency,CLEARSPRINGS MANAGEMENT LTD,1001150430,"139,815.24"
Home Office,UKBA - UK Border Agency,30/08/2011,Politics & Civic Affairs.Human aid & relief Sect 4,UKBA - UK Border Agency,CLEARSPRINGS MANAGEMENT LTD,1001150430,"42,479.61"
Home Office,UKBA - UK Border Agency,30/08/2011,Politics & Civic Affairs.REFUGEE PROG. SECT 95,UKBA - UK Border Agency,CLEARSPRINGS MANAGEMENT LTD,1001150430,"185,677.49"
Home Office,UKBA - UK Border Agency,30/08/2011,Politics & Civic Affairs.Emergency house services,UKBA - UK Border Agency,CLEARSPRINGS MANAGEMENT LTD,1001150430,"53,577.48"
Home Office,UKBA - UK Border Agency,30/08/2011,Politics & Civic Affairs.Human aid & relief Sect 4,UKBA - UK Border Agency,CLEARSPRINGS MANAGEMENT LTD,1001150430,"52,351.50"
Home Office,UKBA - UK Border Agency,23/08/2011,Grants,UKBA - UK Border Agency,COVENTRY CITY COUNCIL 1 (G),1001148840,"57,101.00"
Home Office,UKBA - UK Border Agency,05/08/2011,"Messenger, Portering and Reception Services",UKBA - UK Border Agency,DEPARTMENT FOR WORK & PENSIONS (DWP),3000043224,"29,949.28"
Home Office,UKBA - UK Border Agency,18/08/2011,Professional & Admin Services.Business admin services.Consultancy -business administration,UKBA - UK Border Agency,DRIVER AND VEHICLE LICENSING AGENCY (DVLA),3000043286,"116,842.92"
Home Office,UKBA - UK Border Agency,18/08/2011,Professional & Admin Services.Business admin services.Consultancy -business administration,UKBA - UK Border Agency,DRIVER AND VEHICLE LICENSING AGENCY (DVLA),3000043286,"441,575.11"
Home Office,UKBA - UK Border Agency,24/08/2011,"Messenger, Portering and Reception Services",UKBA - UK Border Agency,DRIVER AND VEHICLE LICENSING AGENCY (DVLA),3000043350,"81,857.06"
Home Office,UKBA - UK Border Agency,18/08/2011,Professional & Admin Services.Business admin services.Consultancy -business administration,UKBA - UK Border Agency,DRIVER AND VEHICLE LICENSING AGENCY (DVLA),3000043286,"46,823.34"
Home Office,UKBA - UK Border Agency,18/08/2011,Professional & Admin Services.Business admin services.Consultancy -business administration,UKBA - UK Border Agency,DRIVER AND VEHICLE LICENSING AGENCY (DVLA),3000043286,"67,561.09"
Home Office,UKBA - UK Border Agency,24/08/2011,Grants,UKBA - UK Border Agency,DURHAM COUNTY COUNCIL 1 (G),1001149322,"28,028.00"
Home Office,UKBA - UK Border Agency,24/08/2011,Grants,UKBA - UK Border Agency,EAST RIDING OF YORKSHIRE COUNCIL 1 (G),1001149323,"46,043.00"
Home Office,UKBA - UK Border Agency,11/08/2011,Grants,UKBA - UK Border Agency,ESSEX COUNTY COUNCIL 1 (G),1001144701,"105,710.00"
Home Office,UKBA - UK Border Agency,04/08/2011,"Science, Technical & Research.Computer services - ADMN",UKBA - UK Border Agency,EXPERIAN LTD,1001142089,"48,000.00"
Home Office,UKBA - UK Border Agency,15/08/2011,IT & Telecoms Components.Computer Equip (FA),UKBA - UK Border Agency,FCO SERVICES,3000043267,"109,778.29"
Home Office,UKBA - UK Border Agency,12/08/2011,IT & Telecoms Components.Computer Equip (FA),UKBA - UK Border Agency,FCO SERVICES,3000043262,"66,109.56"
Home Office,UKBA - UK Border Agency,04/08/2011,IT & Telecoms Components.Computer Equip (FA),UKBA - UK Border Agency,FUJITSU SERVICES (ALCEDO) LTD,1001142090,"385,036.56"
Home Office,UKBA - UK Border Agency,04/08/2011,IT & Telecoms Components.Computer Equip (FA),UKBA - UK Border Agency,FUJITSU SERVICES (ALCEDO) LTD,1001142090,"680,220.73"
Home Office,UKBA - UK Border Agency,09/08/2011,"IT,TelecommsManaged ServiceAMS.Development - ADMN",UKBA - UK Border Agency,FUJITSU SERVICES (ALCEDO) LTD,1001143421,"384,331.50"
Home Office,UKBA - UK Border Agency,30/08/2011,Politics & Civic Affairs.Refugee repatriation.serv,UKBA - UK Border Agency,G4S CARE & JUSTICE SERVICES (UK) LTD,1001150441,"295,692.67"
Home Office,UKBA - UK Border Agency,19/08/2011,"Transport, Storage & Mail Serv.Parking fees - PROG",UKBA - UK Border Agency,GATWICK AIRPORT LTD,1001147477,846.00
Home Office,UKBA - UK Border Agency,11/08/2011,Grants,UKBA - UK Border Agency,GLASGOW CITY COUNCIL 1 (G),1001144703,"97,533.00"
Home Office,UKBA - UK Border Agency,17/08/2011,"Transport, Storage & Mail Serv.Mailing Mail Del Serv - PROG",UKBA - UK Border Agency,GOVERNMENT CAR AND DESPATCH AGENCY (GCDA),3000043283,"26,728.19"
Home Office,UKBA - UK Border Agency,19/08/2011,"Transport, Storage & Mail Serv.Mailing Mail Del Serv - PROG",UKBA - UK Border Agency,GOVERNMENT CAR AND DESPATCH AGENCY (GCDA),3000043294,"26,728.19"
Home Office,UKBA - UK Border Agency,22/08/2011,"Transport, Storage & Mail Serv.Mailing Mail Del Serv - PROG",UKBA - UK Border Agency,GOVERNMENT CAR AND DESPATCH AGENCY (GCDA),3000043301,"26,728.19"
Home Office,UKBA - UK Border Agency,19/08/2011,Grants,UKBA - UK Border Agency,HAMPSHIRE COUNTY COUNCIL 1 (G),1001147784,"67,126.00"
Home Office,UKBA - UK Border Agency,02/08/2011,Politics & Civic Affairs.REFUGEE PROG. SECT 95,UKBA - UK Border Agency,HAPPY HOMES UK LTD,1001140610,"307,654.64"
Home Office,UKBA - UK Border Agency,02/08/2011,Politics & Civic Affairs.Emergency house services,UKBA - UK Border Agency,HAPPY HOMES UK LTD,1001140610,"104,499.57"
Home Office,UKBA - UK Border Agency,02/08/2011,Politics & Civic Affairs.Human aid & relief Sect 4,UKBA - UK Border Agency,HAPPY HOMES UK LTD,1001140610,"32,539.56"
Home Office,UKBA - UK Border Agency,30/08/2011,Politics & Civic Affairs.REFUGEE PROG. SECT 95,UKBA - UK Border Agency,HAPPY HOMES UK LTD,1001150445,"301,662.16"
Home Office,UKBA - UK Border Agency,30/08/2011,Politics & Civic Affairs.Emergency house services,UKBA - UK Border Agency,HAPPY HOMES UK LTD,1001150445,"111,961.41"
Home Office,UKBA - UK Border Agency,30/08/2011,Politics & Civic Affairs.Human aid & relief Sect 4,UKBA - UK Border Agency,HAPPY HOMES UK LTD,1001150445,"31,922.14"
Home Office,UKBA - UK Border Agency,18/08/2011,Grants,UKBA - UK Border Agency,HERTFORDSHIRE COUNTY COUNCIL 1 (G),1001147329,"52,500.00"
Home Office,UKBA - UK Border Agency,08/08/2011,IT & Telecoms Components.Computer Equip (FA),UKBA - UK Border Agency,IBM DIRECT UNITED KINGDOM LTD,1001142932,"650,234.05"
Home Office,UKBA - UK Border Agency,08/08/2011,IT & Telecoms Components.Computer Equip (FA),UKBA - UK Border Agency,IBM DIRECT UNITED KINGDOM LTD,1001142932,"634,659.74"
Home Office,UKBA - UK Border Agency,08/08/2011,IT & Telecoms Components.Computer Equip (FA),UKBA - UK Border Agency,IBM DIRECT UNITED KINGDOM LTD,1001142932,"2,082,655.00"
Home Office,UKBA - UK Border Agency,12/08/2011,IT & Telecoms Components.Computer Equip (FA),UKBA - UK Border Agency,IBM DIRECT UNITED KINGDOM LTD,1001144926,"5,476,186.00"
Home Office,UKBA - UK Border Agency,18/08/2011,IT & Telecoms Components.Computer Equip (FA),UKBA - UK Border Agency,IBM DIRECT UNITED KINGDOM LTD,1001147088,"102,729.72"
Home Office,UKBA - UK Border Agency,18/08/2011,IT & Telecoms Components.Computer Equip (FA),UKBA - UK Border Agency,IBM DIRECT UNITED KINGDOM LTD,1001147088,"223,438.49"
Home Office,UKBA - UK Border Agency,18/08/2011,IT & Telecoms Components.Computer Equip (FA),UKBA - UK Border Agency,IBM DIRECT UNITED KINGDOM LTD,1001147088,"93,413.36"
Home Office,UKBA - UK Border Agency,18/08/2011,IT & Telecoms Components.Computer Equip (FA),UKBA - UK Border Agency,IBM DIRECT UNITED KINGDOM LTD,1001147088,"379,178.16"
Home Office,UKBA - UK Border Agency,30/08/2011,IT & Telecoms Components.Computer Equip (FA),UKBA - UK Border Agency,IBM DIRECT UNITED KINGDOM LTD,1001150448,"724,919.00"
Home Office,UKBA - UK Border Agency,08/08/2011,IT & Telecoms Components.Computer Equip (FA),UKBA - UK Border Agency,IBM DIRECT UNITED KINGDOM LTD,1001142932,"-650,234.05"
Home Office,UKBA - UK Border Agency,30/08/2011,Other Government Departments,UKBA - UK Border Agency,IOM INTERNATIONAL ORGANIZATION FOR MIGRATION,7000006163,"1,092,762.72"
Home Office,UKBA - UK Border Agency,30/08/2011,Other Government Departments,UKBA - UK Border Agency,IOM INTERNATIONAL ORGANIZATION FOR MIGRATION,1001150452,"245,608.00"
Home Office,UKBA - UK Border Agency,02/08/2011,Politics & Civic Affairs.REFUGEE PROG. SECT 95,UKBA - UK Border Agency,JOMAST PROPERTY AND FINANCE CO LTD,1001140630,"568,485.94"
Home Office,UKBA - UK Border Agency,02/08/2011,Politics & Civic Affairs.Human aid & relief Sect 4,UKBA - UK Border Agency,JOMAST PROPERTY AND FINANCE CO LTD,1001140630,"125,761.82"
Home Office,UKBA - UK Border Agency,30/08/2011,Politics & Civic Affairs.REFUGEE PROG. SECT 95,UKBA - UK Border Agency,JOMAST PROPERTY AND FINANCE CO LTD,1001150453,"579,077.33"
Home Office,UKBA - UK Border Agency,30/08/2011,Politics & Civic Affairs.Human aid & relief Sect 4,UKBA - UK Border Agency,JOMAST PROPERTY AND FINANCE CO LTD,1001150453,"121,899.36"
Home Office,UKBA - UK Border Agency,17/08/2011,Grants,UKBA - UK Border Agency,LB OF BRENT CHILDRENS DIRECTORATE (G),1001146973,"28,307.14"
Home Office,UKBA - UK Border Agency,18/08/2011,Grants,UKBA - UK Border Agency,LB OF BRENT CHILDRENS DIRECTORATE (G),1001147330,"202,658.00"
Home Office,UKBA - UK Border Agency,04/08/2011,Politics & Civic Affairs.REFUGEE PROG. SECT 95,UKBA - UK Border Agency,LEEDS CITY COUNCIL,1001142101,"532,170.30"
Home Office,UKBA - UK Border Agency,04/08/2011,Politics & Civic Affairs.Emergency house services,UKBA - UK Border Agency,LEEDS CITY COUNCIL,1001142101,"173,618.28"
Home Office,UKBA - UK Border Agency,04/08/2011,Politics & Civic Affairs.Human aid & relief Sect 4,UKBA - UK Border Agency,LEEDS CITY COUNCIL,1001142101,"136,792.90"
Home Office,UKBA - UK Border Agency,03/08/2011,Grants,UKBA - UK Border Agency,LEEDS CITY COUNCIL 1 (G),1001141940,"69,600.00"
Home Office,UKBA - UK Border Agency,24/08/2011,Grants,UKBA - UK Border Agency,LEEDS CITY COUNCIL 1 (G),1001149326,"270,364.00"
Home Office,UKBA - UK Border Agency,11/08/2011,Grants,UKBA - UK Border Agency,LEICESTERSHIRE COUNTY COUNCIL 1 (G),1001144706,"62,594.00"
Home Office,UKBA - UK Border Agency,18/08/2011,Grants,UKBA - UK Border Agency,LEICESTERSHIRE COUNTY COUNCIL 1 (G),1001147331,"31,200.00"
Home Office,UKBA - UK Border Agency,03/08/2011,Grants,UKBA - UK Border Agency,LIVERPOOL CITY COUNCIL 1 (G),1001141941,"123,150.00"
Home Office,UKBA - UK Border Agency,19/08/2011,Grants,UKBA - UK Border Agency,LONDON BOROUGH  WALTHAM FOREST (G),1001147786,"42,945.00"
Home Office,UKBA - UK Border Agency,15/08/2011,Grants,UKBA - UK Border Agency,LONDON BOROUGH OF BARKING & DAGENHAM (G),1001145652,"28,247.00"
Home Office,UKBA - UK Border Agency,15/08/2011,Grants,UKBA - UK Border Agency,LONDON BOROUGH OF BARNET 1 (G),1001145653,"33,258.00"
Home Office,UKBA - UK Border Agency,15/08/2011,Grants,UKBA - UK Border Agency,LONDON BOROUGH OF GREENWICH 1 (G),1001145655,"103,714.00"
Home Office,UKBA - UK Border Agency,15/08/2011,Grants,UKBA - UK Border Agency,LONDON BOROUGH OF HARINGEY 1 (G),1001145656,"78,253.00"
Home Office,UKBA - UK Border Agency,19/08/2011,Grants,UKBA - UK Border Agency,LONDON BOROUGH OF HILLINGDON 1 (G),1001147789,"308,911.00"
Home Office,UKBA - UK Border Agency,15/08/2011,Grants,UKBA - UK Border Agency,LONDON BOROUGH OF ISLINGTON (G),1001145657,"87,166.00"
Home Office,UKBA - UK Border Agency,03/08/2011,Grants,UKBA - UK Border Agency,LONDON BOROUGH OF KENSINGTON & CHELSEA (G),1001141942,"27,900.00"
Home Office,UKBA - UK Border Agency,15/08/2011,Grants,UKBA - UK Border Agency,LONDON BOROUGH OF KENSINGTON & CHELSEA (G),1001145658,"56,964.00"
Home Office,UKBA - UK Border Agency,15/08/2011,Grants,UKBA - UK Border Agency,LONDON BOROUGH OF LAMBETH 1 (G),1001145659,"137,663.00"
Home Office,UKBA - UK Border Agency,15/08/2011,Grants,UKBA - UK Border Agency,LONDON BOROUGH OF REDBRIDGE 1 (G),1001145661,"29,160.00"
Home Office,UKBA - UK Border Agency,03/08/2011,Grants,UKBA - UK Border Agency,LONDON BOROUGH TOWER HAMLETS (G),1001141943,"34,200.00"
Home Office,UKBA - UK Border Agency,02/08/2011,Politics & Civic Affairs.REFUGEE PROG. SECT 95,UKBA - UK Border Agency,MANCHESTER CITY COUNCIL,1001140647,"624,988.93"
Home Office,UKBA - UK Border Agency,02/08/2011,Politics & Civic Affairs.Human aid & relief Sect 4,UKBA - UK Border Agency,MANCHESTER CITY COUNCIL,1001140647,"15,141.40"
Home Office,UKBA - UK Border Agency,31/08/2011,Politics & Civic Affairs.REFUGEE PROG. SECT 95,UKBA - UK Border Agency,MANCHESTER CITY COUNCIL,1001150889,"629,505.40"
Home Office,UKBA - UK Border Agency,31/08/2011,Politics & Civic Affairs.Human aid & relief Sect 4,UKBA - UK Border Agency,MANCHESTER CITY COUNCIL,1001150889,"14,771.26"
Home Office,UKBA - UK Border Agency,03/08/2011,Grants,UKBA - UK Border Agency,MANCHESTER CITY COUNCIL (G),1001141944,"170,250.00"
Home Office,UKBA - UK Border Agency,03/08/2011,Grants,UKBA - UK Border Agency,MANCHESTER CITY COUNCIL (G),1001141944,"232,713.00"
Home Office,UKBA - UK Border Agency,17/08/2011,Grants,UKBA - UK Border Agency,MANCHESTER CITY COUNCIL (G),1001146975,"88,289.00"
Home Office,UKBA - UK Border Agency,02/08/2011,Public Order .Jail or prison services.Detention costs,UKBA - UK Border Agency,METROPOLITAN POLICE AUTHORITY,1001140652,"45,605.00"
Home Office,UKBA - UK Border Agency,02/08/2011,Politics & Civic Affairs.REFUGEE PROG. SECT 95,UKBA - UK Border Agency,METROPOLITAN SUPPORT TRUST (EAST MIDLANDS),1001140653,"-129,737.60"
Home Office,UKBA - UK Border Agency,02/08/2011,Politics & Civic Affairs.Human aid & relief Sect 4,UKBA - UK Border Agency,METROPOLITAN SUPPORT TRUST (EAST MIDLANDS),1001140653,"-56,500.13"
Home Office,UKBA - UK Border Agency,02/08/2011,Politics & Civic Affairs.REFUGEE PROG. SECT 95,UKBA - UK Border Agency,METROPOLITAN SUPPORT TRUST (EAST MIDLANDS),1001140653,"172,254.70"
Home Office,UKBA - UK Border Agency,02/08/2011,Politics & Civic Affairs.Human aid & relief Sect 4,UKBA - UK Border Agency,METROPOLITAN SUPPORT TRUST (EAST MIDLANDS),1001140653,"58,529.92"
Home Office,UKBA - UK Border Agency,16/08/2011,"Messenger, Portering and Reception Services",UKBA - UK Border Agency,MM TELEPERFORMANCE LTD T/A TELEPERFORMANCE,1001145894,"44,492.42"
Home Office,UKBA - UK Border Agency,11/08/2011,Grants,UKBA - UK Border Agency,MONMOUTHSHIRE COUNTY COUNCIL 1 (G),1001144709,"28,369.00"
Home Office,UKBA - UK Border Agency,17/08/2011,Other Government Departments,UKBA - UK Border Agency,NEWHAM REGISTER OFFICE,1001146634,"27,428.00"
Home Office,UKBA - UK Border Agency,11/08/2011,Grants,UKBA - UK Border Agency,NORFOLK COUNTY COUNCIL 1 (G),1001144710,"82,438.00"
Home Office,UKBA - UK Border Agency,11/08/2011,Grants,UKBA - UK Border Agency,NORTHAMPTONSHIRE COUNTY COUNCIL (G),1001144713,"185,336.00"
Home Office,UKBA - UK Border Agency,24/08/2011,Grants,UKBA - UK Border Agency,NORTHAMPTONSHIRE COUNTY COUNCIL (G),1001149330,"99,000.00"
Home Office,UKBA - UK Border Agency,26/08/2011,Politics & Civic Affairs.REFUGEE PROG. SECT 95,UKBA - UK Border Agency,NORTHERN IRELAND HOUSING EXEC,1001150017,"125,190.11"
Home Office,UKBA - UK Border Agency,26/08/2011,Politics & Civic Affairs.Human aid & relief Sect 4,UKBA - UK Border Agency,NORTHERN IRELAND HOUSING EXEC,1001150017,"16,833.56"
Home Office,UKBA - UK Border Agency,26/08/2011,Politics & Civic Affairs.REFUGEE PROG. SECT 95,UKBA - UK Border Agency,NORTHERN IRELAND HOUSING EXEC,1001150017,"121,626.15"
Home Office,UKBA - UK Border Agency,26/08/2011,Politics & Civic Affairs.Human aid & relief Sect 4,UKBA - UK Border Agency,NORTHERN IRELAND HOUSING EXEC,1001150017,"16,912.78"
Home Office,UKBA - UK Border Agency,04/08/2011,Grants,UKBA - UK Border Agency,NORTHERN IRELAND LOCAL GOVERNMENT ASSOCIATION (G),1001142054,"25,699.50"
Home Office,UKBA - UK Border Agency,23/08/2011,Grants,UKBA - UK Border Agency,NOTTINGHAM CITY COUNCIL (G),1001148888,"48,305.00"
Home Office,UKBA - UK Border Agency,11/08/2011,Grants,UKBA - UK Border Agency,NOTTINGHAMSHIRE COUNTY COUNCIL 2 (G),1001144714,"36,960.00"
Home Office,UKBA - UK Border Agency,23/08/2011,"Messenger, Portering and Reception Services",UKBA - UK Border Agency,NPIA (National Policing Improvement Agency),1001148534,"64,653.12"
Home Office,UKBA - UK Border Agency,17/08/2011,Grants,UKBA - UK Border Agency,OISC (G),1001146977,"291,076.00"
Home Office,UKBA - UK Border Agency,16/08/2011,Other Government Departments,UKBA - UK Border Agency,OSAG - OFFICE OF THE ADVOCATE GENERAL,3000043279,"48,329.52"
Home Office,UKBA - UK Border Agency,15/08/2011,Grants,UKBA - UK Border Agency,OXFORDSHIRE COUNTY COUNCIL 1 (G),1001145662,"104,389.00"
Home Office,UKBA - UK Border Agency,26/08/2011,Politics & Civic Affairs.REFUGEE PROG. SECT 95,UKBA - UK Border Agency,PRIORITY PROPERTIES NORTH WEST,1001150022,"114,443.75"
Home Office,UKBA - UK Border Agency,26/08/2011,Politics & Civic Affairs.Human aid & relief Sect 4,UKBA - UK Border Agency,PRIORITY PROPERTIES NORTH WEST,1001150022,"30,739.81"
Home Office,UKBA - UK Border Agency,26/08/2011,Politics & Civic Affairs.REFUGEE PROG. SECT 95,UKBA - UK Border Agency,PRIORITY PROPERTIES NORTH WEST,1001150022,"311,765.02"
Home Office,UKBA - UK Border Agency,26/08/2011,Politics & Civic Affairs.Human aid & relief Sect 4,UKBA - UK Border Agency,PRIORITY PROPERTIES NORTH WEST,1001150022,"43,664.43"
Home Office,UKBA - UK Border Agency,26/08/2011,Politics & Civic Affairs.REFUGEE PROG. SECT 95,UKBA - UK Border Agency,PRIORITY PROPERTIES NORTH WEST,1001150022,"353,547.88"
Home Office,UKBA - UK Border Agency,26/08/2011,Politics & Civic Affairs.Human aid & relief Sect 4,UKBA - UK Border Agency,PRIORITY PROPERTIES NORTH WEST,1001150022,"89,977.84"
Home Office,UKBA - UK Border Agency,23/08/2011,Politics & Civic Affairs.REFUGEE PROG. SECT 95,UKBA - UK Border Agency,PRIORITY PROPERTIES NORTH WEST,1001148545,"292,000.00"
Home Office,UKBA - UK Border Agency,26/08/2011,Politics & Civic Affairs.REFUGEE PROG. SECT 95,UKBA - UK Border Agency,PRIORITY PROPERTIES NORTH WEST,1001150022,"138,132.41"
Home Office,UKBA - UK Border Agency,26/08/2011,Politics & Civic Affairs.Human aid & relief Sect 4,UKBA - UK Border Agency,PRIORITY PROPERTIES NORTH WEST,1001150022,"32,272.24"
Home Office,UKBA - UK Border Agency,19/08/2011,Grants,UKBA - UK Border Agency,REFUGEE ACTION (G),1001147797,"187,976.14"
Home Office,UKBA - UK Border Agency,11/08/2011,Grants,UKBA - UK Border Agency,REFUGEE COUNCIL 1 (G),1001144719,"201,950.48"
Home Office,UKBA - UK Border Agency,24/08/2011,Grants,UKBA - UK Border Agency,REFUGEE COUNCIL 1 (G),1001149331,"202,268.19"
Home Office,UKBA - UK Border Agency,19/08/2011,"Messenger, Portering and Reception Services",UKBA - UK Border Agency,SIEMENS BUSINESS SERVICES LTD,1001147522,"54,361.15"
Home Office,UKBA - UK Border Agency,19/08/2011,Grants,UKBA - UK Border Agency,SLOUGH BOROUGH COUNCIL (G),1001147798,"60,558.00"
Home Office,UKBA - UK Border Agency,03/08/2011,Asylum Provision.Asylum serv Sect4Vouchers,UKBA - UK Border Agency,SODEXHO PASS LTD,1001141644,"124,116.41"
Home Office,UKBA - UK Border Agency,08/08/2011,Asylum Provision.Asylum serv Cash Supp,UKBA - UK Border Agency,SODEXHO PASS LTD,1001142962,"250,427.54"
Home Office,UKBA - UK Border Agency,04/08/2011,Asylum Provision.Asylum serv Cash Supp,UKBA - UK Border Agency,SODEXHO PASS LTD,1001142127,"232,227.54"
Home Office,UKBA - UK Border Agency,08/08/2011,Asylum Provision.Asylum serv Cash Supp,UKBA - UK Border Agency,SODEXHO PASS LTD,1001142962,"915,773.78"
Home Office,UKBA - UK Border Agency,09/08/2011,Asylum Provision.Asylum serv Cash Supp,UKBA - UK Border Agency,SODEXHO PASS LTD,1001143482,"936,521.62"
Home Office,UKBA - UK Border Agency,09/08/2011,Asylum Provision.Asylum serv Sect4Vouchers,UKBA - UK Border Agency,SODEXHO PASS LTD,1001143482,"122,863.53"
Home Office,UKBA - UK Border Agency,17/08/2011,Asylum Provision.Asylum serv Cash Supp,UKBA - UK Border Agency,SODEXHO PASS LTD,1001146689,"941,923.23"
Home Office,UKBA - UK Border Agency,17/08/2011,Asylum Provision.Asylum serv Sect4Vouchers,UKBA - UK Border Agency,SODEXHO PASS LTD,1001146689,"122,334.09"
Home Office,UKBA - UK Border Agency,19/08/2011,Asylum Provision.Asylum serv Cash Supp,UKBA - UK Border Agency,SODEXHO PASS LTD,1001147524,"933,699.98"
Home Office,UKBA - UK Border Agency,19/08/2011,Asylum Provision.Asylum serv Sect4Vouchers,UKBA - UK Border Agency,SODEXHO PASS LTD,1001147524,"123,324.60"
Home Office,UKBA - UK Border Agency,31/08/2011,Asylum Provision.Asylum serv Cash Supp,UKBA - UK Border Agency,SODEXHO PASS LTD,1001150917,"939,308.99"
Home Office,UKBA - UK Border Agency,31/08/2011,Asylum Provision.Asylum serv Sect4Vouchers,UKBA - UK Border Agency,SODEXHO PASS LTD,1001150917,"122,711.49"
Home Office,UKBA - UK Border Agency,08/08/2011,Asylum Provision.Asylum serv Cash Supp,UKBA - UK Border Agency,SODEXHO PASS LTD,1001142962,"-250,427.54"
Home Office,UKBA - UK Border Agency,23/08/2011,Grants,UKBA - UK Border Agency,SOLIHULL MBC,1001148901,"245,084.00"
Home Office,UKBA - UK Border Agency,24/08/2011,Grants,UKBA - UK Border Agency,SOLIHULL MBC,1001149334,"243,000.00"
Home Office,UKBA - UK Border Agency,19/08/2011,Grants,UKBA - UK Border Agency,SOUTHAMPTON CITY COUNCIL 1 (G),1001147799,"26,443.00"
Home Office,UKBA - UK Border Agency,10/08/2011,IT & Telecoms Components.Computer Equip (FA),UKBA - UK Border Agency,SPECIALIST COMPUTER CENTRES PLC,1001144038,"61,133.40"
Home Office,UKBA - UK Border Agency,10/08/2011,IT & Telecoms Components.Computer Equip (FA),UKBA - UK Border Agency,SPECIALIST COMPUTER CENTRES PLC,1001144038,"525,385.16"
Home Office,UKBA - UK Border Agency,12/08/2011,IT & Telecoms Components.Computer Equip (FA),UKBA - UK Border Agency,SPECIALIST COMPUTER CENTRES PLC,1001144969,"41,325.24"
Home Office,UKBA - UK Border Agency,16/08/2011,IT & Telecoms Components.Computer Equip (FA),UKBA - UK Border Agency,SPECIALIST COMPUTER CENTRES PLC,1001145926,"92,168.66"
Home Office,UKBA - UK Border Agency,09/08/2011,IT & Telecoms Components.Computer Equip (FA),UKBA - UK Border Agency,SPECIALIST COMPUTER CENTRES PLC,1001143489,"61,133.40"
Home Office,UKBA - UK Border Agency,25/08/2011,IT & Telecoms Components.Computer Equip (FA),UKBA - UK Border Agency,SPECIALIST COMPUTER CENTRES PLC,1001149586,"45,082.08"
Home Office,UKBA - UK Border Agency,24/08/2011,Grants,UKBA - UK Border Agency,SUNDERLAND CITY COUNCIL (G),1001149337,"25,020.00"
Home Office,UKBA - UK Border Agency,03/08/2011,Grants,UKBA - UK Border Agency,TRAFFORD METROPOLITAN BOROUGH COUNCIL (G),1001141950,"38,766.00"
Home Office,UKBA - UK Border Agency,16/08/2011,Other Government Departments,UKBA - UK Border Agency,TREASURY SOLICITORS OFFICE,3000043280,"757,836.10"
Home Office,UKBA - UK Border Agency,16/08/2011,Other Government Departments,UKBA - UK Border Agency,TREASURY SOLICITORS OFFICE,3000043280,"215,865.96"
Home Office,UKBA - UK Border Agency,16/08/2011,Other Government Departments,UKBA - UK Border Agency,TREASURY SOLICITORS OFFICE,3000043280,"84,314.50"
Home Office,UKBA - UK Border Agency,16/08/2011,Other Government Departments,UKBA - UK Border Agency,TREASURY SOLICITORS OFFICE,3000043280,"111,880.71"
Home Office,UKBA - UK Border Agency,16/08/2011,Other Government Departments,UKBA - UK Border Agency,TREASURY SOLICITORS OFFICE,3000043280,"42,927.50"
Home Office,UKBA - UK Border Agency,16/08/2011,Other Government Departments,UKBA - UK Border Agency,TREASURY SOLICITORS OFFICE,3000043280,"10,781.28"
Home Office,UKBA - UK Border Agency,16/08/2011,Other Government Departments,UKBA - UK Border Agency,TREASURY SOLICITORS OFFICE,3000043280,"213,935.00"
Home Office,UKBA - UK Border Agency,16/08/2011,Other Government Departments,UKBA - UK Border Agency,TREASURY SOLICITORS OFFICE,3000043280,"94,762.95"
Home Office,UKBA - UK Border Agency,16/08/2011,Other Government Departments,UKBA - UK Border Agency,TREASURY SOLICITORS OFFICE,3000043280,"101,245.00"
Home Office,UKBA - UK Border Agency,16/08/2011,Other Government Departments,UKBA - UK Border Agency,TREASURY SOLICITORS OFFICE,3000043280,"15,922.77"
Home Office,UKBA - UK Border Agency,16/08/2011,Other Government Departments,UKBA - UK Border Agency,TREASURY SOLICITORS OFFICE,3000043280,"34,707.00"
Home Office,UKBA - UK Border Agency,16/08/2011,Other Government Departments,UKBA - UK Border Agency,TREASURY SOLICITORS OFFICE,3000043280,"7,610.44"
