Ministry of Justice,MoJ HQ,12-Dec-11,263000-Other Contracted Out Services,RG999-CFLAP Accumulator,STAFFORDSHIRE COUNTY COUNCIL,1063407,"£29,703.20",,ST16 2NF,0,Programme
Ministry of Justice,HMCTS,13-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,MITIE SECURITY LTD,1849936,"£29,766.31",Security Services,MK6 2WX,0,Balance Sheet
Ministry of Justice,HMCTS,13-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,MITIE SECURITY LTD,1849936,"£29,766.31",Security Services,MK6 2WX,0,Balance Sheet
Ministry of Justice,HMCTS,16-Dec-11,221000-Property Rent and Rates,FZ999-Midlands Region,HELIX PROPERTIES,1855734,"£29,934.00",,W1K 6ZD-RENTBUN,0,Programme
Ministry of Justice,MoJ HQ,15-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,FUJITSU SERVICES LTD,1063754,"£29,935.47",Computer services supplied to the specification of the recipient,WA3 9BD,0,Balance Sheet
Ministry of Justice,HMCTS,09-Dec-11,265000-IT & Telecommunications,AP999-HQ - Strategy & Change,LOGICA UK LTD,1847296,"£29,939.60",Time & Materials cover to enable LOGICA to elaborate its solution and plan in order to provide a Fixed Price Change Control Note (CCN) for the delivery and support of the solution.,CF31 9AP,0,Programme
Ministry of Justice,MoJ HQ,01-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,HP ENTERPRISE SERVICES UK LTD,1062562,"£29,940.20",Computer services supplied to the specification of the recipient,RG12 1HN,0,Balance Sheet
Ministry of Justice,MoJ HQ,01-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,ATOS IT SERVICES UK LTD,1062459,"£29,984.20",Computer services supplied to the specification of the recipient,WV10 6UH,0,Balance Sheet
Ministry of Justice,MoJ HQ,01-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,STERIA LTD,1062658,"£30,049.00",PO201-OMNI Contract - Visor,M14 0WN,0,Programme
Ministry of Justice,MoJ HQ,23-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,STERIA LTD,1064747,"£30,049.00",PO201-OMNI Contract - Visor,M14 0WN,0,Programme
Ministry of Justice,MoJ HQ,23-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,STERIA LTD,1064747,"£30,049.00",PO201-OMNI Contract - Visor,M14 0WN,0,Programme
Ministry of Justice,HMCTS,21-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,HZ999-North East Region,HULL CITY COUNCIL,1860077,"£30,063.41",,RATES,0,Programme
Ministry of Justice,HMCTS,21-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,CHELMSFORD BOROUGH COUNCIL,1860003,"£30,063.41",,RATES,0,Programme
Ministry of Justice,HMCTS,21-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF CROYDON,1860097,"£30,094.38",,RATES,0,Programme
Ministry of Justice,MoJ HQ,01-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1062459,"£30,115.00",CCN1308-01 CCN1308-08 CCN1308-19 - London HQ Accommodation Programme Ongoing,WV10 6UH,0,Programme
Ministry of Justice,MoJ HQ,01-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1062459,"£30,115.00",CCN1308-01 CCN1308-08 CCN1308-19 - London HQ Accommodation Programme Ongoing,WV10 6UH,0,Programme
Ministry of Justice,MoJ HQ,19-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1064001,"£30,115.00",CCN1308-01 CCN1308-08 CCN1308-19 - London HQ Accommodation Programme Ongoing,WV10 6UH,0,Programme
Ministry of Justice,HMCTS,09-Dec-11,265000-IT & Telecommunications,AT899-HQ - ICT,LOGICA UK LTD,1847296,"£30,136.54",CCN L-S-2777-01 Extend the Logica team to support this CCN 1. MCOL DD Switch-on 2.Progress the detailed requirements and test stratwgy for the strategic CCBC Solution 3. Progress the detailed requirements and test strategy for HMCTS/Custome,CF31 9AP,0,Programme
Ministry of Justice,HMCTS,22-Dec-11,710800-Creditor <1 yr - Third Party Monies,SL999-Centralised Frontline,ONE TIME CAPS,541666,"£30,173.92",,WA1 1GG,0,Programme
Ministry of Justice,MoJ HQ,05-Dec-11,222001-Maintenance,NZ406-Strategic Estates Feeder,WATES CONSTRUCTION LTD,1062885,"£30,181.68",,KT22 7SW,0,Admin
Ministry of Justice,HMCTS,22-Dec-11,710800-Creditor <1 yr - Third Party Monies,SL999-Centralised Frontline,ONE TIME CAPS,542509,"£30,187.57",,BD3 7YD,0,Programme
Ministry of Justice,MoJ HQ,15-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1063676,"£30,208.00",CCN A-R-02421-01-V05 - System access to the Government Banking Service,WV10 6UH,E007,Programme
Ministry of Justice,HMCTS,01-Dec-11,710800-Creditor <1 yr - Third Party Monies,SL999-Centralised Frontline,ONE TIME CAPS,525498,"£30,224.40",,BD19 4XT,0,Programme
Ministry of Justice,HMCTS,21-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,FZ999-Midlands Region,CITY OF STOKE ON TRENT,1860013,"£30,279.69",,RATES,0,Programme
Ministry of Justice,MoJ HQ,05-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1062799,"£30,307.00",L-S-2771-01  Logica Project Costing & Estimating Service (PCES) 11-12,CF31 9AP,0,Programme
Ministry of Justice,HMCTS,21-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF BROMLEY,1860095,"£30,320.65",,RATES,0,Programme
Ministry of Justice,HMCTS,13-Dec-11,222001-Maintenance,DZ999-South West Region,NORLAND MANAGED SERVICES LTD,1849978,"£30,323.30","Mechanical & electrical maintenance 2011, HMCS SW Region Area 3",CIS-BS4 4EE,0,Programme
Ministry of Justice,MoJ HQ,01-Dec-11,265000-IT & Telecommunications,NZ406-Strategic Estates Feeder,HEWLETT PACKARD LTD,1062554,"£30,402.14",,RG12 1HN,0,Admin
Ministry of Justice,MoJ HQ,19-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1064112,"£30,531.89",PB607 (CP2.3) WAN Optimisation Rollout,RG12 1HN,0,Programme
Ministry of Justice,MoJ HQ,22-Dec-11,223000-Other Expenditure,RE999-CJG - Research & Analysis,NATIONAL CENTRE FOR SOCIAL RESEARCH (NATCEN),1064492,"£30,551.00",Milestone 20:   Draft main report for start of order data -RE150,EC1V 0AX,0,Admin
Ministry of Justice,HMCTS,02-Dec-11,532000-Tangible GBV - Additions,BZ999-London Region,ATOS IT SERVICES UK LTD,1837615,"£30,605.00",RCJDISORDER 083 - 10. ATOS ORIGIN IT SERVICES UK LTD - CCN No A-R-02121-03-v02 - Rolls Building Infrastructure - DAR Installations,WV10 6UH,F079,Programme
Ministry of Justice,HMCTS,06-Dec-11,222001-Maintenance,EZ999-Wales Region,KIER FACILITIES SERVICES LTD,1841138,"£30,608.00",MWW area wide - Kier fixed maintenance costs 2011/12.,CIS-RG21 4HG,0,Programme
Ministry of Justice,HMCTS,06-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,MITIE SECURITY LTD,1841255,"£30,632.59",Security Services,MK6 2WX,0,Balance Sheet
Ministry of Justice,HMCTS,15-Dec-11,710800-Creditor <1 yr - Third Party Monies,SL999-Centralised Frontline,ONE TIME CAPS,535778,"£30,688.28",,WA1 1GG,0,Programme
Ministry of Justice,HMCTS,22-Dec-11,710800-Creditor <1 yr - Third Party Monies,SL999-Centralised Frontline,ONE TIME CAPS,540025,"£30,695.02",,BD1 4XZ,0,Programme,,
Ministry of Justice,MoJ HQ,19-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,LOGICA UK LTD,1064144,"£30,758.22",Computer services supplied to the specification of the recipient,CF31 9AP,0,Balance Sheet,,
Ministry of Justice,HMCTS,22-Dec-11,710800-Creditor <1 yr - Third Party Monies,SL999-Centralised Frontline,ONE TIME CAPS,541886,"£30,785.02",,NG1 5ZZ,0,Programme,,
Ministry of Justice,MoJ HQ,01-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,ATOS IT SERVICES UK LTD,1062459,"£30,800.00",Computer services supplied to the specification of the recipient,WV10 6UH,0,Balance Sheet,,
Ministry of Justice,HMCTS,21-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,DZ999-South West Region,SOUTHAMPTON CITY COUNCIL,1860192,"£30,928.54",,RATES,0,Programme,,
Ministry of Justice,HMCTS,21-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,FZ999-Midlands Region,LEICESTER CITY COUNCIL,1860088,"£30,928.54",,RATES,0,Programme,,
Ministry of Justice,HMCTS,16-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,DZ999-South West Region,LONDONDERRY ADMINISTRATIVE SERVICES,1855948,"£30,937.50",,DT9 3BU,0,Programme,,
Ministry of Justice,HMCTS,13-Dec-11,222002-Other Property Costs,FZ999-Midlands Region,KARDEX SYSTEMS (UK) LTD,1849791,"£30,955.25","Various - Courts and offices across the Midlands Region -  KARDEX SYSTEMS (UK) LTD - Preventative maintenance and callout contract of Times 2, Mobile & Data stack storage units across the Region.  Contract to run from 1.3.11 to 28.2.12.",CM16 5LL,0,Programme,,
Ministry of Justice,HMCTS,16-Dec-11,222001-Maintenance,GZ999-North West Region,HURD ROLLAND PARTNERSHIP,1855776,"£31,035.00",Bolton,M2 5GP,F072,Programme,,SME
Ministry of Justice,MoJ HQ,01-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1062590,"£31,055.51",ARIA,CF31 9AP,0,Programme,,
Ministry of Justice,MoJ HQ,19-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1064144,"£31,055.51",ARIA,CF31 9AP,0,Programme,,
Ministry of Justice,HMCTS,16-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,CP & CJ BROWN,1855479,"£31,250.00",,OX25 4AL,0,Programme,,
Ministry of Justice,HMCTS,06-Dec-11,222001-Maintenance,BZ999-London Region,SYKES & SON LTD,1841612,"£31,313.36",SYKES & SON LTD: CIS Labour B&CE  RCJ Monthly Fixed costs- 2011/12,CIS-WC2R 3JY,0,Programme,,
Ministry of Justice,HMCTS,23-Dec-11,222002-Other Property Costs,HZ999-North East Region,LANDA ASSET MANAGEMENT PLC,1866983,"£31,385.00",,W1B 1PN,0,Programme,,
Ministry of Justice,HMCTS,02-Dec-11,261000-Fuel and Utilities,FZ999-Midlands Region,BRITISH GAS BUSINESS,1837671,"£31,391.75",BGB electricity for  HMCTS Midlands 2011/12.,OX4 2JY,0,Programme,,
Ministry of Justice,HMCTS,21-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF SOUTHWARK,1860113,"£31,452.02",,RATES,0,Programme,,
Ministry of Justice,HMCTS,21-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,CITY OF WESTMINSTER,1860014,"£31,488.21",,RATES,0,Programme
Ministry of Justice,MoJ HQ,01-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,ATOS IT SERVICES UK LTD,1062459,"£31,500.00",Computer services supplied to the specification of the recipient,WV10 6UH,0,Balance Sheet
Ministry of Justice,MoJ HQ,19-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,ATOS IT SERVICES UK LTD,1064001,"£31,500.00",Computer services supplied to the specification of the recipient,WV10 6UH,0,Balance Sheet
Ministry of Justice,HMCTS,21-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,LUTON BOROUGH COUNCIL,1860117,"£31,577.39",,RATES,0,Programme
Ministry of Justice,HMCTS,21-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF NEWHAM,1860110,"£31,678.29",,RATES,0,Programme
Ministry of Justice,HMCTS,14-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,DZ999-South West Region,JONES LANG LASALLE LTD,1852515,"£31,731.00",,BS8 9AQ,0,Programme
Ministry of Justice,HMCTS,20-Dec-11,226000-Court Costs,BZ999-London Region,SELLERS LEGAL SERVICES LTD,1859760,"£31,893.68",London Region Consolidated - Loggers - Sellars - 2011/12,SL1 3UE,0,Programme
Ministry of Justice,MoJ HQ,19-Dec-11,266000-Judicial Costs,MF600-Directorate of Judicial Offices,CALDER CONFERENCES LTD,1064027,"£31,947.73",Venue Hire relating to training events for Judiciary,LS16 6RF,0,Programme
Ministry of Justice,HMCTS,23-Dec-11,221000-Property Rent and Rates,BZ999-London Region,CBRE CB RICHARD ELLIS,1866655,"£32,025.00",,EC2V 5WB-WLLNTN,0,Programme
Ministry of Justice,HMCTS,06-Dec-11,222001-Maintenance,DZ999-South West Region,KIER FACILITIES SERVICES LTD,1841138,"£32,092.15","Mechanical & electrical maintenance 2011, HMCS SW Region Area 1",CIS-RG21 4HG,0,Programme
Ministry of Justice,HMCTS,19-Dec-11,710100-Creditors < 1 year - Other Taxation & Social Security,WW000-Balance Sheet,HMRC,1177,"£32,099.00",,BD98 8AA-PAYE,0,Balance Sheet
Ministry of Justice,MoJ HQ,23-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,STERIA LTD,1064747,"£32,157.95",Computer services supplied to the specification of the recipient,M14 0WN,0,Balance Sheet
Ministry of Justice,MoJ HQ,01-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,LOGICA UK LTD,1062590,"£32,162.27",Computer services supplied to the specification of the recipient,CF31 9AP,0,Balance Sheet
Ministry of Justice,HMCTS,29-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,GZ999-North West Region,OAKLAWN,1870855,"£32,182.65",,N18 1SY,0,Programme
Ministry of Justice,HMCTS,29-Dec-11,265000-IT & Telecommunications,BZ999-London Region,RTS COMMUNICATIONS,1870913,"£32,190.00",,SW8 1RY,0,Programme
Ministry of Justice,HMCTS,21-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,ST ALBANS CITY & DISTRICT COUNCIL,1860195,"£32,442.52",,RATES,0,Programme
Ministry of Justice,MoJ HQ,01-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,STERIA LTD,1062658,"£32,496.83",OMNI Legacy Applications,M14 0WN,0,Programme
Ministry of Justice,MoJ HQ,23-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,STERIA LTD,1064747,"£32,496.83",OMNI Legacy Applications,M14 0WN,0,Programme
Ministry of Justice,MoJ HQ,23-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,STERIA LTD,1064747,"£32,496.83",OMNI Legacy Applications,M14 0WN,0,Programme
Ministry of Justice,MoJ HQ,19-Dec-11,222002-Other Property Costs,NZ406-Strategic Estates Feeder,CBRE CB RICHARD ELLIS,1064036,"£32,587.19","Rent/Service Charges - 5th Floor, 30 Millbank",G2 6UA-COLUMBIN,0,Admin
Ministry of Justice,HMCTS,09-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,SUFFOLKLIFE,1847656,"£32,593.00",,IP1 1QJ,0,Programme
Ministry of Justice,MoJ HQ,19-Dec-11,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1064112,"£32,712.80",PQ109 - PB642 ( NOMS019) (CP2.1) Business User LAN Upgrade,RG12 1HN,E066,Programme
Ministry of Justice,MoJ HQ,21-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,WW000-Balance Sheet,LONDON BOROUGH OF ISLINGTON,1064262,"£32,809.66",Rates Invoice,RATES,0,Balance Sheet
Ministry of Justice,HMCTS,23-Dec-11,221000-Property Rent and Rates,CZ999-South East Region,SAVILLS COMMERCIAL LTD,1867552,"£32,853.00",,M2 4AW,0,Programme
Ministry of Justice,HMCTS,15-Dec-11,710800-Creditor <1 yr - Third Party Monies,SL999-Centralised Frontline,ONE TIME CAPS,534161,"£32,970.65",,BD1 4XZ,0,Programme
Ministry of Justice,HMCTS,09-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,ATOS IT SERVICES UK LTD,1846927,"£33,000.00",Computer services supplied to the specification of the recipient,WV10 6UH,0,Balance Sheet
Ministry of Justice,HMCTS,09-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,ATOS IT SERVICES UK LTD,1846927,"£33,000.00",Computer services supplied to the specification of the recipient,WV10 6UH,0,Balance Sheet
Ministry of Justice,MoJ HQ,23-Dec-11,266000-Judicial Costs,MF600-Directorate of Judicial Offices,CALDER CONFERENCES LTD,1064659,"£33,037.49",Venue Hire relating to training events for Judiciary,LS16 6RF,0,Programme
Ministry of Justice,MoJ HQ,08-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1063044,"£33,122.43",MOJ HMPS  Replacement Intranet Support,RG12 1HN,0,Programme
Ministry of Justice,MoJ HQ,23-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,STERIA LTD,1064747,"£33,146.12",OMNI Blackberry Support,M14 0WN,0,Programme
Ministry of Justice,HMCTS,21-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,BASILDON DISTRICT COUNCIL,1859967,"£33,307.66",,RATES,0,Programme
Ministry of Justice,MoJ HQ,19-Dec-11,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1064112,"£33,427.81",,RG12 1HN,E064,Programme
Ministry of Justice,MoJ HQ,12-Dec-11,265000-IT & Telecommunications,NZ406-Strategic Estates Feeder,ATOS IT SERVICES UK LTD,1063241,"£33,581.00","CCN A-R-03121-01	The restack of approximately 1200 people in 102 Petty France.",WV10 6UH,0,Admin
Ministry of Justice,HMCTS,13-Dec-11,226000-Court Costs,DZ999-South West Region,MERRILL LEGAL SOLUTIONS,1849922,"£33,598.28",South West Regional Office DA170- Merrill Legal Solutions (Wordwave International Ltd.) Court Reporting CAT & Attendance Logger (226202) 11/12,EC4A 2DY,0,Programme
Ministry of Justice,HMCTS,21-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,FZ999-Midlands Region,WOLVERHAMPTON CITY COUNCIL,1860234,"£33,740.23",,RATES,0,Programme
Ministry of Justice,HMCTS,13-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,GREAT CAPITAL PARTNERSHIP (GP) LTD,1849662,"£33,750.00",,W1G 0PW,0,Programme
Ministry of Justice,HMCTS,16-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,EZ999-Wales Region,SCOTTS PROPERTY LLP,1856418,"£33,750.00",,HU1 2AN,0,Programme
Ministry of Justice,MoJ HQ,01-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,STERIA LTD,1062658,"£33,894.01",OMNI Blackberry Support,M14 0WN,0,Programme
Ministry of Justice,HMCTS,06-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,FZ999-Midlands Region,BOND WOLFE ASSETS LTD,1840724,"£33,905.70",,B70 6JJ,0,Programme
Ministry of Justice,HMCTS,21-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,CITY OF LONDON,1860012,"£34,012.45",,RATES,0,Programme
Ministry of Justice,MoJ HQ,12-Dec-11,222002-Other Property Costs,NZ406-Strategic Estates Feeder,CARLISLE SECURITY SERVICES LTD,1063269,"£34,043.10",Providing a years Manned Guarding Service (Security Officers) to Clive House,AL7 1TW,0,Admin
Ministry of Justice,HMCTS,21-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,FZ999-Midlands Region,BIRMINGHAM CITY COUNCIL,1859972,"£34,177.00",,RATES,0,Programme
Ministry of Justice,MoJ HQ,22-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,HOME OFFICE,1064421,"£34,221.45","Maintenance, non-structural repair and cleaning of buildings",NP20 9BB,0,Balance Sheet
Ministry of Justice,HMCTS,02-Dec-11,226000-Court Costs,"AM999-HQ - Civil, Family & Tribunals",SIGN SOLUTIONS,1838951,"£34,228.00",Interpreting Service for 'The Civil and Family Court Service',B48 7SX,0,Programme
Ministry of Justice,HMCTS,15-Dec-11,710800-Creditor <1 yr - Third Party Monies,SL999-Centralised Frontline,ONE TIME CAPS,534490,"£34,302.77",,BD19 4XT,0,Programme
Ministry of Justice,HMCTS,21-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,DZ999-South West Region,EXETER CITY COUNCIL,1860056,"£34,409.00",,RATES,0,Programme
Ministry of Justice,MoJ HQ,01-Dec-11,265000-IT & Telecommunications,NZ406-Strategic Estates Feeder,ATOS IT SERVICES UK LTD,1062459,"£34,480.00",A-R-03103-01 - LSC Proof of Concept (PoC),WV10 6UH,0,Admin
Ministry of Justice,MoJ HQ,01-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1062562,"£34,519.30",QBD BlackBerry,RG12 1HN,0,Programme
Ministry of Justice,MoJ HQ,01-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1062590,"£34,806.00",Ediary (LOCCS),CF31 9AP,0,Programme
Ministry of Justice,MoJ HQ,19-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1064144,"£34,806.00",Ediary (LOCCS),CF31 9AP,0,Programme
Ministry of Justice,HMCTS,21-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,FZ999-Midlands Region,NOTTINGHAM CITY COUNCIL,538022,"£34,821.64",,RATES,0,Programme
Ministry of Justice,MoJ HQ,23-Dec-11,266000-Judicial Costs,LZ600-Transforming Justice,CHILD POVERTY ACTION GROUP,1064665,"£34,991.90",CPAG: Housing Benefit and Council Tax Benefit Legislation 2011/2012 24th edition,N1 9PF,0,Admin
Ministry of Justice,HMCTS,06-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,HZ999-North East Region,GVA GRIMLEY LTD T/A GVA,1840993,"£35,000.00",,B1 2JJ-VALAD,0,Programme
Ministry of Justice,MoJ HQ,15-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1063676,"£35,000.00",CCN-A-R-02510-01 V05-LSC - Provide and support Infrastructure for Oracle Business Intelligence in Andover and Birmingham,WV10 6UH,0,Programme
Ministry of Justice,MoJ HQ,01-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,STERIA LTD,1062658,"£35,020.52",OMNI Project Services,M14 0WN,0,Programme
Ministry of Justice,HMCTS,21-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,CITY OF WESTMINSTER,1860014,"£35,025.24",,RATES,0,Programme
Ministry of Justice,MoJ HQ,13-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1063510,"£35,204.09",Managed Service - Governance Apr-11 to Mar-12,WA3 9BD,0,Programme
Ministry of Justice,MoJ HQ,08-Dec-11,223001-Printing Postage and Office expenditure,NZ406-Strategic Estates Feeder,GOVERNMENT CAR & DESPATCH AGENCY,1063017,"£35,257.82",,SW8 5AX,0,Admin
Ministry of Justice,HMCTS,20-Dec-11,222001-Maintenance,CZ999-South East Region,NORLAND MANAGED SERVICES LTD,1859411,"£35,356.31",SE Estates - Norland (Thames Valley & Beds ) - PPM Monthly Contract 2011/2012,CIS-SE1 1RU,0,Programme
Ministry of Justice,HMCTS,29-Dec-11,221000-Property Rent and Rates,HZ999-North East Region,STANDARD LIFE INVESTMENTS,1870940,"£35,537.50",,EH2 2LL#,0,Programme
Ministry of Justice,MoJ HQ,23-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,STERIA LTD,1064747,"£35,546.15",OMNI Project Services,M14 0WN,0,Programme
Ministry of Justice,MoJ HQ,01-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1062590,"£35,644.25",XHIBIT,CF31 9AP,0,Programme
Ministry of Justice,MoJ HQ,19-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1064144,"£35,644.25",XHIBIT,CF31 9AP,0,Programme
Ministry of Justice,MoJ HQ,08-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1063044,"£35,692.60",QBD Application Charges,RG12 1HN,0,Programme
Ministry of Justice,HMCTS,21-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF BRENT,1860094,"£35,751.21",,RATES,0,Programme
Ministry of Justice,HMCTS,06-Dec-11,261000-Fuel and Utilities,DZ999-South West Region,CORONA ENERGY,1840821,"£35,915.11",SW Regional Office (DA170) - Corona Energy - Consolidated Billing - GAS 222143,NW4 3RJ-RET 4,0,Programme
Ministry of Justice,HMCTS,21-Dec-11,226000-Court Costs,HZ999-North East Region,J L HARPHAM LTD,1862679,"£36,057.85",North East Consol Account - Cats & Loggers contract continuation replacing PO 20000128716 - JL Harpham - 11/12,S1 2DX,0,Programme
Ministry of Justice,MoJ HQ,12-Dec-11,266000-Judicial Costs,MF600-Directorate of Judicial Offices,CALDER CONFERENCES LTD,1063266,"£36,191.39",Venue Hire relating to training events for Judiciary,LS16 6RF,0,Programme
Ministry of Justice,MoJ HQ,05-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1062759,"£36,236.00",YJB CCN F368 - Ongoing - Core YJB ICT Services - Service Charge,WA3 9BD,0,Programme
Ministry of Justice,MoJ HQ,08-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1063005,"£36,236.00",YJB CCN F368 - Ongoing - Core YJB ICT Services - Service Charge,WA3 9BD,0,Programme
Ministry of Justice,HMCTS,06-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,IRON MOUNTAIN UK LTD,1841088,"£36,292.03",Provision under a PFI agreement of accommodation for office or other governmental use,EH54 7DF,0,Balance Sheet
Ministry of Justice,MoJ HQ,15-Dec-11,223001-Printing Postage and Office expenditure,PZ501-MoJ ICT Feeder,LIBERATA UK LTD,1063827,"£36,346.21",PS115- PRINT ROOM,NP10 8BA,0,Programme
Ministry of Justice,HMCTS,02-Dec-11,265000-IT & Telecommunications,AT899-HQ - ICT,LOGICA UK LTD,1838053,"£36,419.89",L-S-2757-03 CREST Extended Life Demo and Project Design,CF31 9AP,0,Programme
Ministry of Justice,HMCTS,29-Dec-11,221000-Property Rent and Rates,BZ999-London Region,GBR PHOENIX BEARD,1870722,"£36,489.87",,B3 3PJ-RENT,0,Programme
Ministry of Justice,MoJ HQ,23-Dec-11,266000-Judicial Costs,MF600-Directorate of Judicial Offices,CALDER CONFERENCES LTD,1064659,"£36,551.39",Venue Hire relating to training events for Judiciary,LS16 6RF,0,Programme
Ministry of Justice,HMCTS,21-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,CANTERBURY CITY COUNCIL,1859997,"£36,551.91",,RATES,0,Programme
