Department,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Supplier Post Code,Transaction Number,Payment Description,Total
Ministry of Defence,Ministry of Defence,05/10/2015,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,ASPIRE DEFENCE LIMITED,SP9 7QD,60132,Property dwellings private finance initiative - service concession arrangement service charge,"Ł23,845,278.38"
Ministry of Defence,Ministry of Defence,13/10/2015,Development costs for military equipment,Defence Equipment + Support,BAE SYSTEMS SURFACE SHIPS LIMITED,GU14 6YU,62741,Intangible single use military equipment asset  - in year capital addition,"Ł17,852,799.23"
Ministry of Defence,Ministry of Defence,13/10/2015,Design services and minor equipment purchases,Defence Equipment + Support,BABCOCK DSG LTD,SP11 8HT,62732,Equipment support non-project costs,"Ł12,564,073.07"
Ministry of Defence,Ministry of Defence,23/10/2015,Development costs for military equipment,Defence Equipment + Support,AGUSTAWESTLAND LIMITED,BA20 2YB,66345,Intangible fiscal asset  - in year capital addition,"Ł11,745,918.00"
Ministry of Defence,Ministry of Defence,23/10/2015,Fees for professional services,DEFENCE INFRASTRUCTURE ORGANISATION,CAPITA BUSINESS SERVICES LTD,SW1H 0XA,66429,Fees for professional services excluding legal fees,"Ł10,256,205.00"
Ministry of Defence,Ministry of Defence,15/10/2015,Government Procurement Card,Ministry of Defence,BARCLAYS BANK PLC,TS17 6YG,11636,Monthly GPC Payment,"Ł10,148,178.06"
Ministry of Defence,Ministry of Defence,30/10/2015,Payment of utilities,DEFENCE INFRASTRUCTURE ORGANISATION,EDF ENERGY CUSTOMERS PLC,PL3 5XQ,68741,Utilities consumed - electricity,"Ł9,794,327.04"
Ministry of Defence,Ministry of Defence,16/10/2015,Government Procurement Card,Ministry of Defence,BARCLAYS BANK PLC,TS17 6YG,11638,Monthly GPC Payment,"Ł9,580,358.63"
Ministry of Defence,Ministry of Defence,05/10/2015,Fees for professional services,HO+CS,CSC COMPUTER SCIENCES LIMITED.,GU11 1PZ,60222,Fees for professional services excluding legal fees,"Ł9,104,425.38"
Ministry of Defence,Ministry of Defence,14/10/2015,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,MODUS SERVICES LIMITED,SW1A 2HB,63281,Property non dwellings private finance initiative - service concession arrangement service charge,"Ł8,200,747.56"
Ministry of Defence,Ministry of Defence,22/10/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLIONAMEY LIMITED,WV1 4HY,65912,Estate core services charge,"Ł7,477,906.28"
Ministry of Defence,Ministry of Defence,02/10/2015,Purchase of buildings and military equipment ,Defence Equipment + Support,H M REVENUE & CUSTOMS,CF14 5XZ,59788,Fiscal asset under construction - capital in year addition,"Ł7,011,983.27"
Ministry of Defence,Ministry of Defence,26/10/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLIONAMEY (HOUSING PRIME) LIMITED,WV3 0SR,66928,Estate core services charge,"Ł6,412,209.15"
Ministry of Defence,Ministry of Defence,12/10/2015,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,RMPA SERVICES PLC,CO2 7ST,62568,Property dwellings private finance initiative - service concession arrangement service charge,"Ł6,017,476.39"
Ministry of Defence,Ministry of Defence,15/10/2015,Grants to NDPBs,Land Forces,COUNCIL OF RESERVE FORCES' AND CADETS' ASSOCIATIONS,EC2A 4EY,63595,Grant in aid to the council of reserve forces and cadet associations,"Ł5,860,908.00"
Ministry of Defence,Ministry of Defence,17/10/2015,Government Procurement Card,Ministry of Defence,BARCLAYS BANK PLC,TS17 6YG,11637,Monthly GPC Payment,"Ł5,850,341.18"
Ministry of Defence,Ministry of Defence,21/10/2015,Purchase of buildings and military equipment ,Defence Equipment + Support,BALFOUR BEATTY GROUP LIMITED,SW1V 1LQ,65294,Fiscal asset under construction - capital in year addition,"Ł5,804,368.80"
Ministry of Defence,Ministry of Defence,19/10/2015,Estate management,Land Forces,HOLDFAST TRAINING SERVICES LTD,ME4 4UG,64650,Estate + facilities management services - accommodation inventory + service,"Ł5,317,095.01"
Ministry of Defence,Ministry of Defence,01/10/2015,Fees for professional services,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLION CONSTRUCTION LIMITED,WV3 0SR,59334,Fees for professional services excluding legal fees,"Ł5,217,028.40"
Ministry of Defence,Ministry of Defence,27/10/2015,Spend on Inventory - General,Defence Equipment + Support,H M REVENUE & CUSTOMS,CF14 5XZ,67502,Spend on Inventory - General,"Ł5,091,294.22"
Ministry of Defence,Ministry of Defence,16/10/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,LANDMARC SUPPORT SERVICES LIMITED,SP3 4RS,64211,Estate core services charge,"Ł5,069,619.20"
Ministry of Defence,Ministry of Defence,01/10/2015,Design services and minor equipment purchases,Defence Equipment + Support,"LEIDOS EUROPE, LIMITED",CB25 9QE,59437,Equipment support non-project costs,"Ł4,900,258.79"
Ministry of Defence,Ministry of Defence,29/10/2015,Fees for professional services,Land Forces,CAPITA BUSINESS SERVICES LTD,DL1 9HN,68308,Fees for professional services excluding legal fees,"Ł4,754,021.18"
Ministry of Defence,Ministry of Defence,05/10/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLIONAMEY LIMITED,WV1 4HY,60193,Estate core services charge,"Ł4,665,365.99"
Ministry of Defence,Ministry of Defence,05/10/2015,Purchase of buildings and military equipment ,Defence Equipment + Support,BALFOUR BEATTY GROUP LIMITED,SW1V 1LQ,60160,Fiscal asset under construction - capital in year addition,"Ł4,614,996.20"
Ministry of Defence,Ministry of Defence,29/10/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLIONAMEY LIMITED,WV1 4HY,68312,Estate core services charge,"Ł4,584,532.07"
Ministry of Defence,Ministry of Defence,19/10/2015,Spend on Inventory - General,Defence Equipment + Support,SOURCE VAGABOND SYSTEMS LTD,,3200835,Spend on Inventory - General,"Ł4,442,443.82"
Ministry of Defence,Ministry of Defence,02/10/2015,Fees for professional services,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLION CONSTRUCTION LIMITED,WV3 0SR,59686,Fees for professional services excluding legal fees,"Ł4,315,903.00"
Ministry of Defence,Ministry of Defence,30/10/2015,Fees for professional services,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLION CONSTRUCTION LIMITED,WV3 0SR,68646,Fees for professional services excluding legal fees,"Ł4,242,791.80"
Ministry of Defence,Ministry of Defence,26/10/2015,Development costs for military equipment,Defence Equipment + Support,QINETIQ LIMITED,GU14 0LX,67231,Intangible fiscal asset  - in year capital addition,"Ł3,895,006.80"
Ministry of Defence,Ministry of Defence,20/10/2015,Research and development,Defence Equipment + Support,BAE SYSTEMS SURFACE SHIPS LIMITED,G14 0XN,64949,Research and development at the pre main gate stage of a project,"Ł3,881,205.00"
Ministry of Defence,Ministry of Defence,05/10/2015,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,DEBUT SERVICES LIMITED,B75 7RL,60228,Fiscal asset under construction - capital in year addition,"Ł3,795,961.91"
Ministry of Defence,Ministry of Defence,23/10/2015,Externally delivered education and training,Air Command,BABCOCK LAND LIMITED,BH23 6BS,66375,External military training ,"Ł3,772,108.09"
Ministry of Defence,Ministry of Defence,05/10/2015,General services and support,Defence Equipment + Support,AQUILA AIR TRAFFIC MANAGEMENT SERVICES LIMITED,PO15 7FL,60121,Defence equipment CLS/IOS service charge,"Ł3,665,539.20"
Ministry of Defence,Ministry of Defence,09/10/2015,Rental of plant and machinery,Defence Equipment + Support,ALC (SPC) LIMITED,OX25 2LD,61766,Plant + machinery private finance initiative - service concession arrangements service charge,"Ł3,283,069.02"
Ministry of Defence,Ministry of Defence,06/10/2015,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,LAGAN LACOVOU JV,,4000000154,Fiscal asset under construction - capital in year addition,"Ł3,170,398.55"
Ministry of Defence,Ministry of Defence,15/10/2015,Payment of utilities,DEFENCE INFRASTRUCTURE ORGANISATION,CORONA ENERGY RETAIL 4 LIMITED,WD17 1JW,63590,Utilities consumed - gas,"Ł2,968,467.29"
Ministry of Defence,Ministry of Defence,07/10/2015,Design services and minor equipment purchases,Defence Equipment + Support,AGUSTAWESTLAND LIMITED,BA20 2YB,60892,Equipment support non-project costs,"Ł2,834,569.10"
Ministry of Defence,Ministry of Defence,22/10/2015,Spend on Inventory - General,Defence Equipment + Support,PURPLE FOODSERVICE SOLUTIONS LIMITED,GU32 3QD,66197,Spend on Inventory - General,"Ł2,693,010.68"
Ministry of Defence,Ministry of Defence,20/10/2015,Design services and minor equipment purchases,Defence Equipment + Support,BAE SYSTEMS MARINE LTD,LA14 1AF,64948,Equipment support non-project costs,"Ł2,593,154.40"
Ministry of Defence,Ministry of Defence,06/10/2015,Property leases,JFC,DEFENCE MANAGEMENT (WATCHFIELD) LIMITED,SN6 8TS,60679,Property non dwellings private finance initiative - service concession arrangement service charge,"Ł2,518,078.19"
Ministry of Defence,Ministry of Defence,29/10/2015,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,DEBUT SERVICES LIMITED,B75 7RL,68340,Fiscal asset under construction - capital in year addition,"Ł2,477,646.00"
Ministry of Defence,Ministry of Defence,15/10/2015,Fees for professional services,HO+CS,CSC COMPUTER SCIENCES LIMITED.,GU11 1PZ,63598,Fees for professional services excluding legal fees,"Ł2,424,756.74"
Ministry of Defence,Ministry of Defence,01/10/2015,Inventory Accruals,Defence Equipment + Support,TERBERG DTS (UK) LIMITED,HX5 9DA,59568,Contract Expenditure on Capital Spares that are managed by DE+S Inventory Systems.,"Ł2,404,506.05"
Ministry of Defence,Ministry of Defence,22/10/2015,Fees for professional services,DES Bespoke Trading Entity,MCKINSEY & COMPANY INC  UNITED KINGDOM,SW1Y 4UH,66113,The provision of advice and guidance related to management of ongoing programmes and projects,"Ł2,274,785.20"
Ministry of Defence,Ministry of Defence,20/10/2015,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,ASPIRE DEFENCE LIMITED,SP9 7QD,64935,Fiscal asset under construction - capital in year addition,"Ł2,273,295.52"
Ministry of Defence,Ministry of Defence,22/10/2015,"Adminstration, claims, compensation and awards",HO+CS,ASSOCIATED BRITISH PORTS,WC2B 4HN,65845,Cost of claims/compensation and related expenses against MOD,"Ł2,200,000.00"
Ministry of Defence,Ministry of Defence,12/10/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,BABCOCK SUPPORT SERVICES LIMITED,BS3 2HQ,6000006800,Estate core services charge,"Ł2,162,565.40"
Ministry of Defence,Ministry of Defence,21/10/2015,Development costs for military equipment,Defence Equipment + Support,THALES UK LIMITED,BS16 1FJ,187418,Intangible fiscal asset  - in year capital addition,"Ł2,022,000.00"
Ministry of Defence,Ministry of Defence,21/10/2015,Fees for professional services,DEFENCE INFRASTRUCTURE ORGANISATION,SKANSKA UK PLC,WD3 9SW,65705,Fees for professional services excluding legal fees,"Ł2,018,090.00"
Ministry of Defence,Ministry of Defence,16/10/2015,Medical treatment & stores and welfare services,HO+CS,THE AIR AMBULANCE SERVICE,CV23 9QA,64398,Specific Grants to Charities,"Ł2,000,000.00"
Ministry of Defence,Ministry of Defence,14/10/2015,Grants to NDPBs,DEFENCE INFRASTRUCTURE ORGANISATION,COUNCIL OF RESERVE FORCES' AND CADETS' ASSOCIATIONS,EC2A 4EY,63142,Grant in aid to the council of reserve forces and cadet associations,"Ł1,976,424.00"
Ministry of Defence,Ministry of Defence,08/10/2015,Research and development,Defence Equipment + Support,BAE SYSTEMS (OPERATIONS) LIMITED,PR4 1AX,61316,Research and development excluding defence science and technology laboratory,"Ł1,875,589.00"
Ministry of Defence,Ministry of Defence,21/10/2015,Grants to NDPBs,Air Command,ROYAL AIR FORCE MUSEUM,NW9 5LL,65666,Operating costs grant in aid to the Royal Air Force museum,"Ł1,850,000.00"
Ministry of Defence,Ministry of Defence,21/10/2015,Purchase of buildings and military equipment ,Defence Equipment + Support,AQUILA AIR TRAFFIC MANAGEMENT SERVICES LIMITED,PO15 7FL,65271,Fiscal asset under construction - capital in year addition,"Ł1,806,188.29"
Ministry of Defence,Ministry of Defence,14/10/2015,Transport hire charges,Air Command,BABCOCK AEROSPACE LIMITED,BH23 6BS,63079,Transport fighting equipment operating lease,"Ł1,799,864.14"
Ministry of Defence,Ministry of Defence,02/10/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,ISS MEDICLEAN LIMITED,GU21 5RW,59812,Estate + facilities management services - accommodation inventory + service,"Ł1,794,576.58"
Ministry of Defence,Defence Science and Technology Laboratory,16/10/2015,Facility Management Costs,Infrastructure,SERCO LIMITED,RG27 9UY,V - 9000167514 - 00213206,Facility Management Costs,"Ł1,753,868.86"
Ministry of Defence,Ministry of Defence,09/10/2015,Medical treatment & stores and welfare services,HO+CS,SERVICES SOUND & VISION CORPORATION,SL9 8TN,62070,Welfare services including sports equipment and ministers of religion.,"Ł1,721,166.00"
Ministry of Defence,Ministry of Defence,09/10/2015,Property leases,Land Forces,DEFENCE TRAINING SERVICES LIMITED,BA2 3RH,61867,Property non dwellings private finance initiative - service concession arrangement service charge,"Ł1,695,370.22"
Ministry of Defence,Ministry of Defence,21/10/2015,Grants to Reserves Forces and Cadets Association,DEFENCE INFRASTRUCTURE ORGANISATION,COUNCIL OF RESERVE FORCES' AND CADETS' ASSOCIATIONS,EC2A 4EY,65365,Grants to reserve forces and cadet associations,"Ł1,695,001.00"
Ministry of Defence,Ministry of Defence,07/10/2015,Externally delivered education and training,Navy Command,BABCOCK FLAGSHIP LIMITED,BS23 6BS,60925,External military training ,"Ł1,660,203.08"
Ministry of Defence,Ministry of Defence,16/10/2015,Fees for professional services,JFC,SERCO LIMITED,RG27 9UY,64350,Fees for professional services excluding legal fees,"Ł1,657,906.43"
Ministry of Defence,Ministry of Defence,21/10/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,INTERSERVE (DEFENCE) LTD,BS32 4NH,6000007254,Estate core services charge,"Ł1,635,307.28"
Ministry of Defence,Ministry of Defence,06/10/2015,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,FALCON SUPPORT SERVICES LIMITED,RG10 9JU,60702,Property dwellings private finance initiative - service concession arrangement service charge,"Ł1,557,686.69"
Ministry of Defence,Ministry of Defence,26/10/2015,IT and communication services,JFC,FUJITSU SERVICES LIMITED,TW18 3BF,67015,Information technology services,"Ł1,520,982.02"
Ministry of Defence,Ministry of Defence,29/10/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,INTERSERVE (DEFENCE) LTD,BS32 4NH,6000007511,Works - estate management,"Ł1,400,718.49"
Ministry of Defence,Ministry of Defence,27/10/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,BUNDESKASSE HALLE,,6000007450,Works - estate management,"Ł1,381,239.53"
Ministry of Defence,Ministry of Defence,14/10/2015,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,INTERSERVE (DEFENCE) LTD,B70 1DA,63226,Fiscal asset under construction - capital in year addition,"Ł1,348,311.69"
Ministry of Defence,Ministry of Defence,02/10/2015,Spend on Inventory - General,Defence Equipment + Support,MACTAGGART  SCOTT & COMPANY LTD,EH20 9SP,59838,Spend on Inventory - General,"Ł1,335,972.06"
Ministry of Defence,Ministry of Defence,19/10/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,SODEXO LTD,M50 0AL,64835,Estate + facilities management services - accommodation inventory + service,"Ł1,319,618.44"
Ministry of Defence,Ministry of Defence,26/10/2015,"Adminstration, claims, compensation and awards",HO+CS,LOTHIAN HEALTH BOARD.,EH14 1TY,67101,Cost of claims/compensation and related expenses against MOD,"Ł1,280,293.00"
Ministry of Defence,Ministry of Defence,30/10/2015,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,LOVELL PARTNERSHIPS LIMITED,ST16 3AS,68837,Fiscal asset under construction - capital in year addition,"Ł1,244,313.00"
Ministry of Defence,Ministry of Defence,06/10/2015,Spend on Inventory - General,Defence Equipment + Support,ITURRI SA,OX16 3TA,3200774,Spend on Inventory - General,"Ł1,208,964.24"
Ministry of Defence,Ministry of Defence,26/10/2015,Fees for professional services,DEFENCE INFRASTRUCTURE ORGANISATION,GVA GRIMLEY LIMITED,B1 2JB,67034,Fees for professional services excluding legal fees,"Ł1,184,880.72"
Ministry of Defence,Defence Science and Technology Laboratory,23/10/2015,IT Hardware,Infrastructure,SOPRA STERIA LIMITED,TW8 9DH,V - 9000167594 - 00213515,IT Hardware,"Ł1,162,107.42"
Ministry of Defence,Ministry of Defence,14/10/2015,Design services and minor equipment purchases,Defence Equipment + Support,BAE SYSTEMS SURFACE SHIPS LIMITED,PO1 9NW,63091,Equipment support non-project costs,"Ł1,118,781.64"
Ministry of Defence,Ministry of Defence,29/10/2015,Design services and minor equipment purchases,DES Bespoke Trading Entity,INZPIRE LIMITED,LN6 3TA,68395,Equipment support non-project costs,"Ł1,099,668.18"
Ministry of Defence,Ministry of Defence,14/10/2015,Design services and minor equipment purchases,Defence Equipment + Support,SELEX ES LTD,SS14 3EL,63393,Equipment support non-project costs,"Ł1,099,434.84"
Ministry of Defence,Ministry of Defence,28/10/2015,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLIONAMEY (HOUSING PRIME) LIMITED,WV1 4HY,67863,Fiscal asset under construction - capital in year addition,"Ł1,081,221.54"
Ministry of Defence,Ministry of Defence,27/10/2015,Property leases,JFC,MINERVA EDUCATION AND TRAINING  LIMITED,RG10 9JU,67557,Property non dwellings private finance initiative - service concession arrangement service charge,"Ł1,049,370.23"
Ministry of Defence,Ministry of Defence,02/10/2015,Design services and minor equipment purchases,Defence Equipment + Support,"LEIDOS EUROPE, LIMITED",CB25 9QE,59830,Equipment support non-project costs,"Ł1,030,861.25"
Ministry of Defence,Ministry of Defence,15/10/2015,Grants to NDPBs,Land Forces,ROYAL HOSPITAL,SW3 4SR,63823,Operating costs grant in aid to the Royal Hospital Chelsea,"Ł989,583.00"
Ministry of Defence,Ministry of Defence,28/10/2015,Design services and minor equipment purchases,Defence Equipment + Support,JAMES FISHER MARINE   SERVICES LIMITED,LA14 1HR,67965,Equipment support non-project costs,"Ł959,197.00"
Ministry of Defence,Ministry of Defence,30/10/2015,Fees for professional services,HO+CS,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,68686,Costs of administration services/manpower support provided by Defence Science and Technology laboratory excluding research and development,"Ł955,758.00"
Ministry of Defence,Ministry of Defence,19/10/2015,Food and clothing,Defence Equipment + Support,PURPLE FOODSERVICE SOLUTIONS LIMITED,GU32 3QD,64784,Cost of food purchases,"Ł938,378.90"
Ministry of Defence,Ministry of Defence,09/10/2015,Design services and minor equipment purchases,Defence Equipment + Support,BABCOCK AEROSPACE LIMITED,BH23 6BS,61788,Equipment support non-project costs,"Ł923,651.75"
Ministry of Defence,Ministry of Defence,23/10/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,INTERSERVE (DEFENCE) LTD,B70 1DA,66562,Estate core services charge,"Ł900,033.24"
Ministry of Defence,Defence Science and Technology Laboratory,02/10/2015,Repairs & Maintenance,Infrastructure,SERCO LIMITED,RG27 9UY,V - 9000167292 - 00212596,Repairs & Maintenance,"Ł899,914.16"
Ministry of Defence,Ministry of Defence,05/10/2015,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,VOLKERSTEVIN LIMITED,PR2 5PE,60562,Fiscal asset under construction - capital in year addition,"Ł886,565.12"
Ministry of Defence,Defence Science and Technology Laboratory,30/10/2015,Sub Contracted Research,Divisions,SYSTEMS ENGINEERING & ASSESSMENT LIMITED,BA11  6TB,V - 9000167666 - 00212720,Sub Contracted Research,"Ł885,500.00"
Ministry of Defence,Ministry of Defence,30/10/2015,Fees for professional services,DES Bespoke Trading Entity,BECHTEL MANAGEMENT COMPANY LIMITED,EC4 6RN,68605,Costs of administration services/manpower support provided by Defence Science and Technology laboratory excluding research and development,"Ł882,083.81"
Ministry of Defence,Ministry of Defence,01/10/2015,Fees for professional services,DES Bespoke Trading Entity,BECHTEL MANAGEMENT COMPANY LIMITED,EC4 6RN,59301,Costs of administration services/manpower support provided by Defence Science and Technology laboratory excluding research and development,"Ł871,338.07"
Ministry of Defence,Ministry of Defence,29/10/2015,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,BABCOCK DYNCORP LIMITED,PE28 2EA,68277,Fiscal asset under construction - capital in year addition,"Ł869,357.70"
Ministry of Defence,Ministry of Defence,02/10/2015,Fees for professional services,DES Bespoke Trading Entity,BECHTEL MANAGEMENT COMPANY LIMITED,EC4 6RN,59661,Costs of administration services/manpower support provided by Defence Science and Technology laboratory excluding research and development,"Ł863,881.15"
Ministry of Defence,Ministry of Defence,12/10/2015,Service and civilian recruitment,Air Command,DENTSU AEGIS LONDON LIMITED,NW1 3BF,62277,Service recruitment excluding recruitment related external assistance,"Ł854,917.29"
Ministry of Defence,Ministry of Defence,28/10/2015,Fees for professional services,DES Bespoke Trading Entity,BECHTEL MANAGEMENT COMPANY LIMITED,EC4 6RN,67833,Costs of administration services/manpower support provided by Defence Science and Technology laboratory excluding research and development,"Ł853,401.62"
Ministry of Defence,Ministry of Defence,26/10/2015,General services and support,Defence Equipment + Support,BOEING DEFENCE U K LTD,BS16 1EJ,2000001322,Defence equipment CLS/IOS service charge,"Ł846,144.73"
Ministry of Defence,Ministry of Defence,07/10/2015,"Transportation of personnel, freight and travel expenses",DES Bespoke Trading Entity,AGILITY LOGISTICS LIMITED,RG1 2LG,60891,Freight movement costs,"Ł815,484.64"
Ministry of Defence,Ministry of Defence,15/10/2015,Purchase of buildings and military equipment ,Defence Equipment + Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,63608,Fiscal asset under construction - capital in year addition,"Ł809,420.96"
Ministry of Defence,Ministry of Defence,07/10/2015,Fees for professional services,DES Bespoke Trading Entity,PRICEWATERHOUSECOOPERS LLP,E14 9SQ,61149,Costs of administration services/manpower support provided by Defence Science and Technology laboratory excluding research and development,"Ł804,282.00"
Ministry of Defence,Ministry of Defence,20/10/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,BABCOCK AEROSPACE LIMITED,BH23 6BS,64939,Estate + facilities management services - accommodation inventory + service,"Ł789,955.73"
Ministry of Defence,Ministry of Defence,26/10/2015,Design services and minor equipment purchases,Defence Equipment + Support,UK DOCKS MARINE SERVICES NORTH LIMITED,NE33 1LH,67327,Equipment support project costs,"Ł789,269.14"
Ministry of Defence,Ministry of Defence,27/10/2015,Design services and minor equipment purchases,Defence Equipment + Support,BRIGGS EQUIPMENT UK LIMITED,OX14 1RG,67395,Equipment support non-project costs,"Ł785,795.44"
Ministry of Defence,Ministry of Defence,09/10/2015,Grants to NDPBs,Navy Command,SEA CADET CORPS,SE1 7JF,62067,Operating costs grant in aid to the royal navy marine society and sea cadets.,"Ł774,788.00"
Ministry of Defence,Ministry of Defence,21/10/2015,Fees for professional services,DEFENCE INFRASTRUCTURE ORGANISATION,CAPITA BUSINESS SERVICES LTD,SW1H 0XA,65329,Fees for professional services excluding legal fees,"Ł761,565.00"
Ministry of Defence,Ministry of Defence,02/10/2015,Fees for professional services,DES Bespoke Trading Entity,KPMG LLP,WD17 1DE,59826,Costs of administration services/manpower support provided by Defence Science and Technology laboratory excluding research and development,"Ł760,120.00"
Ministry of Defence,Ministry of Defence,06/10/2015,IT and communication services,JFC,ATOS IT SERVICES UK LIMITED,WV10 6UH,60610,Information technology services,"Ł753,944.00"
Ministry of Defence,Defence Science and Technology Laboratory,09/10/2015,Capital Asset expenditure,Infrastructure,SERCO LIMITED,RG27 9UY,V - 9000167403 - 00211960,Capital Asset expenditure,"Ł745,087.17"
Ministry of Defence,Ministry of Defence,21/10/2015,Rental of plant and machinery,Defence Equipment + Support,ALC (SPC) LIMITED,OX25 2LD,65263,Plant + machinery private finance initiative - service concession arrangements service charge,"Ł743,077.28"
Ministry of Defence,Ministry of Defence,21/10/2015,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,WILTSHIRE COUNCIL,BA14 4DS,65787,Rent buildings - non civil estate property and married quarter property,"Ł741,653.66"
Ministry of Defence,Ministry of Defence,20/10/2015,Purchase of buildings and military equipment ,JFC,HMRC SHIPLEY,BD98 8AA,65047,Fiscal asset under construction - capital in year addition,"Ł739,211.86"
Ministry of Defence,Ministry of Defence,26/10/2015,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,TRICOMM HOUSING LIMITED,EH3 7HL,67322,Property dwellings private finance initiative - service concession arrangement service charge,"Ł735,197.34"
Ministry of Defence,Ministry of Defence,13/10/2015,Design services and minor equipment purchases,Air Command,SERCO LIMITED,RG27 9UY,62975,Equipment support non-project costs,"Ł734,196.73"
Ministry of Defence,Ministry of Defence,13/10/2015,Design services and minor equipment purchases,Defence Equipment + Support,LOCKHEED MARTIN AERONAUTICS  COMPANY,,2000001235,Equipment support project costs,"Ł728,748.32"
Ministry of Defence,Ministry of Defence,14/10/2015,Purchase of buildings and military equipment ,Defence Equipment + Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,63152,Fiscal asset under construction - capital in year addition,"Ł701,389.28"
Ministry of Defence,Ministry of Defence,09/10/2015,Fees for professional services,Land Forces,BABCOCK LAND LIMITED,BH23 9BS,61789,Fees for professional services excluding legal fees,"Ł700,074.03"
Ministry of Defence,Ministry of Defence,08/10/2015,Purchase of buildings and military equipment ,Defence Equipment + Support,SAAB AB (PUBL),,3200786,Single use military equipment asset under construction - capital in year addition,"Ł699,604.00"
Ministry of Defence,Ministry of Defence,16/10/2015,Food and clothing,DEFENCE INFRASTRUCTURE ORGANISATION,ELIOR UK PLC,SK11 6ET,64114,Cost of food services,"Ł698,631.00"
Ministry of Defence,Ministry of Defence,07/10/2015,Design services and minor equipment purchases,Defence Equipment + Support,ULTRA ELECTRONICS LIMITED,UB6 8UA,61240,Equipment support non-project costs,"Ł691,458.40"
Ministry of Defence,Ministry of Defence,13/10/2015,"Transportation of personnel, freight and travel expenses",Land Forces,AGILITY LOGISTICS LIMITED,RG1 2LG,62711,Movement of service personnel,"Ł689,060.51"
Ministry of Defence,Ministry of Defence,19/10/2015,IT and communication services,JFC,CGI IT UK LIMITED,CF31 9AP,64550,Information technology services,"Ł671,299.18"
Ministry of Defence,Ministry of Defence,22/10/2015,IT and communication services,HO+CS,AIRWAVE SOLUTIONS LIMITED,SL1 2EJ,65824,Hire charges IT and communications,"Ł670,517.92"
Ministry of Defence,Ministry of Defence,02/10/2015,Purchase of plant and machinery,Defence Equipment + Support,TELEDYNE WEBB RESEARCH,MA 02556,3200768,Plant and machinery Asset - in year capital addition,"Ł670,134.00"
Ministry of Defence,Ministry of Defence,13/10/2015,Food and clothing,Defence Equipment + Support,PURPLE FOODSERVICE SOLUTIONS LIMITED,GU32 3QD,62949,Cost of food purchases,"Ł669,358.78"
Ministry of Defence,Ministry of Defence,07/10/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,SODEXO LTD,M50 0AL,61188,Estate + facilities management services - accommodation inventory + service,"Ł663,492.06"
Ministry of Defence,Ministry of Defence,26/10/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,INTERSERVE (DEFENCE) LTD,BS32 4NH,6000007426,Estate core services charge,"Ł650,764.71"
Ministry of Defence,Defence Science and Technology Laboratory,23/10/2015,Sub Contracted Work,Divisions,SYSTEMS ENGINEERING & ASSESSMENT LIMITED,BA11  6TB,V - 9000167576 - 00213475,Sub Contracted Work,"Ł650,000.00"
