Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Expenditure Description,Supplier Type
Department for Education,DEPARTMENT FOR EDUCATION,25/10/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,THE MOVEMENT FOR NON MOBILE,4000064108,75102,Current Grants to third sector organisation / not for profit organisation,VCS
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,THE SCHOOL FOR PROFOUND EDUCATION,4000063282,50993,"Current Grants payments to Local Authorities.
Payments from the Standards Fund relating to Teachers Salary Thresholds 
",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,17/10/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,TOGETHER TRUST,705135,46832,"Current Grants payments to Local Authorities.
Payments from the Standards Fund relating to Teachers Salary Thresholds 
",VCS
Department for Education,DEPARTMENT FOR EDUCATION,17/10/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,TOGETHER TRUST,705135,114999,"Current Grants payments to Local Authorities.
Payments from the Standards Fund relating to Teachers Salary Thresholds 
",VCS
Department for Education,DEPARTMENT FOR EDUCATION,24/10/2011,Current Grants,Supporting Children and Young People Group 2,TOMORROWS PEOPLE TRUST LTD,4000064004,41061.05,"Current Grants to third sector organisation / not for profit organisation.
Part of the grant award to 118 VCS organisations for the next 2 years. This one is part of theme 6: Young People",VCS
Department for Education,DEPARTMENT FOR EDUCATION,11/10/2011,Current Grants,Children Young People and Families Supporting Delivery Group,TORBAY COUNCIL,4000063066,120000,Current Grants paid to local authorities within the aggregate external funding total,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,18/10/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,TOWNSEND TRUST ROYAL SCHOOL FOR DEAF CHILDREN & WESTGATE,4000063644,30866,"Current Grants payments to Local Authorities.
Payments from the Standards Fund relating to Teachers Salary Thresholds 
",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,18/10/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,TOWNSEND TRUST ROYAL SCHOOL FOR DEAF CHILDREN & WESTGATE,4000063644,45483,"Current Grants payments to Local Authorities.
Payments from the Standards Fund relating to Teachers Salary Thresholds 
",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,19/10/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,TOWNSEND TRUST ROYAL SCHOOL FOR DEAF CHILDREN & WESTGATE,4000063740,50902,"Current Grants payments to Local Authorities.
Payments from the Standards Fund relating to Teachers Salary Thresholds 
",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,21/10/2011,Current Grants,Supporting Children and Young People Group 2,TRANSITIONS PLUS UK,4000063894,118679.49,Part of the grant award to 118 VCS organisations for the next 2 years. This one is part of theme 6: Young People,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,28/10/2011,Current Grants,Supporting Children and Young People Group 2,TRANSITIONS PLUS UK,4000064366,200193.04,Part of the grant award to 118 VCS organisations for the next 2 years. This one is part of theme 6: Young People,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,31/10/2011,Current Grants,Supporting Children and Young People Group 2,TRANSITIONS PLUS UK,4000064442,103848.24,Part of the grant award to 118 VCS organisations for the next 2 years. This one is part of theme 6: Young People,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,25/10/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,TREEHOUSE SCHOOL,4000064114,23416,"Current Grants payments to Local Authorities.
Payments from the Standards Fund relating to Teachers Salary Thresholds 
",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,25/10/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,TREEHOUSE SCHOOL,4000064114,49321,"Current Grants payments to Local Authorities.
Payments from the Standards Fund relating to Teachers Salary Thresholds 
",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,18/10/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,TRELOAR TRUST,4000063645,30866,"Current Grants payments to Local Authorities.
Payments from the Standards Fund relating to Teachers Salary Thresholds 
",VCS
Department for Education,DEPARTMENT FOR EDUCATION,18/10/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,TRELOAR TRUST,4000063645,10098,"Current Grants payments to Local Authorities.
Payments from the Standards Fund relating to Teachers Salary Thresholds 
",VCS
Department for Education,DEPARTMENT FOR EDUCATION,19/10/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,TRELOAR TRUST,4000063741,45361,"Current Grants payments to Local Authorities.
Payments from the Standards Fund relating to Teachers Salary Thresholds 
",VCS
Department for Education,DEPARTMENT FOR EDUCATION,24/10/2011,Current Grants,Supporting Children and Young People Group 2,UK YOUTH,4000064006,25363.31,"Current Grants to third sector organisation / not for profit organisation.
Part of the grant award to 118 VCS organisations for the next 2 years. This one is part of theme 6: Young People",VCS
Department for Education,DEPARTMENT FOR EDUCATION,21/10/2011,Current Grants,Supporting Children and Young People Group 2,V THE NATIONAL YOUNG VOLUNTEERS SERVICE,4000063897,127369,"Current Grants to third sector organisation / not for profit organisation.
Part of the grant award to 118 VCS organisations for the next 2 years. This one is part of theme 6: Young People",VCS
Department for Education,DEPARTMENT FOR EDUCATION,12/10/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,VICTORIA SCHOOL,4000063186,30866,"Current Grants payments to Local Authorities.
Payments from the Standards Fund relating to Teachers Salary Thresholds 
",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,VICTORIA SCHOOL,4000063286,72594.66,"Current Grants payments to Local Authorities.
Payments from the Standards Fund relating to Teachers Salary Thresholds 
",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,WARGRAVE HOUSE SCHOOL,4000063288,70730.53,"Current Grants payments to Local Authorities.
Payments from the Standards Fund relating to Teachers Salary Thresholds 
",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,12/10/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,WEST KIRBY RESIDENTIAL SCHOOL,4000063188,30866,"Current Grants payments to Local Authorities.
Payments from the Standards Fund relating to Teachers Salary Thresholds 
",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,WEST KIRBY RESIDENTIAL SCHOOL,4000063289,72550.61,"Current Grants payments to Local Authorities.
Payments from the Standards Fund relating to Teachers Salary Thresholds 
",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,12/10/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,WEST OF ENGLAND EXTR,4000063189,30866,"Current Grants payments to Local Authorities.
Payments from the Standards Fund relating to Teachers Salary Thresholds 
",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,WEST OF ENGLAND EXTR,4000063290,76896,"Current Grants payments to Local Authorities.
Payments from the Standards Fund relating to Teachers Salary Thresholds 
",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,19/10/2011,Current Grants,Families Group,WEST SUSSEX COUNTY COUNCIL,4000063743,27500,"Current Grants to third sector organisation / not for profit organisation.
Specifically for Intensive Based Evidence Pilots for Children in Care",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,18/10/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,WHITSTONE HEAD SCHOOL,4000063647,23416,"Current Grants payments to Local Authorities.
Payments from the Standards Fund relating to Teachers Salary Thresholds 
",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,18/10/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,WHITSTONE HEAD SCHOOL,4000063647,22170,"Current Grants payments to Local Authorities.
Payments from the Standards Fund relating to Teachers Salary Thresholds 
",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,19/10/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,WHITSTONE HEAD SCHOOL,4000063745,36361,"Current Grants payments to Local Authorities.
Payments from the Standards Fund relating to Teachers Salary Thresholds 
",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,WILLIAM HENRY SMITH SCHOOL,4000063291,63783.18,"Current Grants payments to Local Authorities.
Payments from the Standards Fund relating to Teachers Salary Thresholds 
",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,06/10/2011,Current Grants to Arms Length Bodies,Families Group,CAFCASS,2000460,10241389,Funding to arms length bodies for DfE's contribution to fund activity,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,07/10/2011,Current Grants to Arms Length Bodies,Supporting Children and Young People Group 2,OFFICE OF THE CHILDRENS COMMISSIONER,2000465,181790.76,Funding to arms length bodies for DfE's contribution to fund activity,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,12/10/2011,DfE Programme Costs,Children Young People and Families Safeguarding Group,BEAT BULLYING LTD,4000063118,33831,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract. Specifically this was for the Cybermentors Programme, a peer mentoring project and contributes to the aim of improving the safety of children online. ",VCS
Department for Education,DEPARTMENT FOR EDUCATION,28/10/2011,DfE Programme Costs,Children Young People and Families Early Years Extended Schools and Special Needs Group,BLACKPOOL COUNCIL,4000064328,32502.14,Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,14/10/2011,DfE Programme Costs,Families Group,BRITISH ASSOCIATION FOR ADOPTION & FOSTERING,4000063331,87732,Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract. Specifically for activity on the Adoption Register & Independent Review Mechanism (BAAF),VCS
Department for Education,DEPARTMENT FOR EDUCATION,17/10/2011,DfE Programme Costs,Children Young People and Families Early Years Extended Schools and Special Needs Group,CAPITA BUSINESS SERVICES LTD,4000063398,33001.2,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically consultancy costs in relation to Special Educational Need and Disability",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,25/10/2011,DfE Programme Costs,Children Young People and Families Early Years Extended Schools and Special Needs Group,CAPITA BUSINESS SERVICES LTD,4000064070,33001.2,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically consultancy costs in relation to Special Educational Need and Disability",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,20/10/2011,DfE Programme Costs,Families Group,CHILDRENS LEGAL CENTRE,4000063777,49220.33,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically to provided the Child Law Advice Line service to provide information, advice and guidance and intensive support services through digital and telephony services to all parents and other family members in England",VCS
Department for Education,DEPARTMENT FOR EDUCATION,20/10/2011,DfE Programme Costs,Families Group,CONTACT A FAMILY,4000063778,40668.53,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically to provided the Child Law Advice Line service to provide information, advice and guidance and intensive support services through digital and telephony services to all parents and other family members in England",VCS
Department for Education,DEPARTMENT FOR EDUCATION,20/10/2011,DfE Programme Costs,Children Young People and Families Early Years Extended Schools and Special Needs Group,EC HARRIS LLP,4000063782,8595.11,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically to provide data support on Children's Centre Institutional Data",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,05/10/2011,DfE Programme Costs,Families Group,FAMILY LIVES,4000062786,129122.77,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically for the supply of Family Support Services",VCS
Department for Education,DEPARTMENT FOR EDUCATION,20/10/2011,DfE Programme Costs,Families Group,FAMILY LIVES,4000063783,263998.4,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically for the supply of Family Support Services",VCS
Department for Education,DEPARTMENT FOR EDUCATION,18/10/2011,DfE Programme Costs,Families Group,FAMILY MATTERS INSTITUTE,4000063597,43932,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically for the supply of Family Support Services",VCS
Department for Education,DEPARTMENT FOR EDUCATION,25/10/2011,DfE Programme Costs,Families Group,FAMILY MATTERS INSTITUTE,4000064086,30959,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically for the supply of Family Support Services",VCS
Department for Education,DEPARTMENT FOR EDUCATION,12/10/2011,DfE Programme Costs,Families Group,FAMILY RIGHTS GROUP LTD,4000063132,34241,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically for the supply of Family Support Services",VCS
Department for Education,DEPARTMENT FOR EDUCATION,20/10/2011,DfE Programme Costs,Families Group,FAMILY RIGHTS GROUP LTD,4000063784,29422.87,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically for the supply of Family Support Services",VCS
Department for Education,DEPARTMENT FOR EDUCATION,10/10/2011,DfE Programme Costs,Families Group,GINGERBREAD,4000062944,68449.32,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically to provide the Gingerbread Single Parent Helpline and website giving information, advice, guidance and intensive support services through digital and telephony services to single",VCS
Department for Education,DEPARTMENT FOR EDUCATION,21/10/2011,DfE Programme Costs,Families Group,GINGERBREAD,4000063864,34224.66,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically to provide the Gingerbread Single Parent Helpline and website giving information, advice, guidance and intensive support services through digital and telephony services to single",VCS
Department for Education,DEPARTMENT FOR EDUCATION,27/10/2011,DfE Programme Costs,Children Young People and Families Safeguarding Group,HOME OFFICE,4000064264,1675000,Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,04/10/2011,DfE Programme Costs,Families Group,KINGS COLLEGE LONDON,4000062725,284826,Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,17/10/2011,DfE Programme Costs,Children Young People and Families Early Years Extended Schools and Special Needs Group,PRICE WATERHOUSE COOPERS LLP,4000063421,316400,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically for the provision of services to deliver the Achievement for All (AFA) Programme",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,24/10/2011,DfE Programme Costs,Children Young People and Families Early Years Extended Schools and Special Needs Group,ROYAL COLLEGE OF SPEECH & LANGUAGE THERAPISTS,4000063989,75369.22,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically to host the communication council",VCS
Department for Education,DEPARTMENT FOR EDUCATION,21/10/2011,DfE Programme Costs,Families Group,SINGLE PARENT ACTION NETWORK,4000063891,32538,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically to provide the OneSpace Service providing information, advice, guidance and intensive support services through digital services to single parents.",VCS
Department for Education,DEPARTMENT FOR EDUCATION,21/10/2011,DfE Programme Costs,Children Young People and Families Early Years Extended Schools and Special Needs Group,SQW LTD,4000063892,117378,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically to provide research, analysis and advice relating to Special Educational Needs and Disability",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,12/10/2011,DfE Programme Costs,Families Group,THE FOSTERING NETWORK,4000063175,28768.99,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically to run the Fosterline Helpline",VCS
Department for Education,DEPARTMENT FOR EDUCATION,14/10/2011,DfE Programme Costs,Children Young People and Families Early Years Extended Schools and Special Needs Group,THE UNIVERSITY OF WARWICK,4000063359,150000,Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,21/10/2011,DfE Programme Costs,Families Group,YOUNG MINDS,4000063899,38452,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically to deliver the supply of Family Support Services",VCS
Department for Education,DEPARTMENT FOR EDUCATION,12/10/2011,ICT,Children Young People and Families Safeguarding Group,CAPGEMINI UK PLC,4000063125,102204,"Costs related to the provision of computer equipment and components (non capital). 
Specifically the hosting charge for National Common Assessment Framework (eCAF) hosting.",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,10/10/2011,ICT,Children Young People and Families Improving Information Sharing and Management Group,LOGICA UK LTD,4000062952,184704.6,Costs related to the provision of IT costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Children Young People and Families Directorate Support Group,VODAFONE CORPORATE,4000063287,13.54,"Costs related to fixed and mobile telecoms including call charges, line rental and equipment for mobile phones and pagers",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Children Young People and Families Directorate Support Group,VODAFONE CORPORATE,4000063287,121.8,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Families Group,VODAFONE CORPORATE,4000063287,41.4,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Families Group,VODAFONE CORPORATE,4000063287,0.33,"Costs related to fixed and mobile telecoms including call charges, line rental and equipment for mobile phones and pagers",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Families Group,VODAFONE CORPORATE,4000063287,108.66,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Families Group,VODAFONE CORPORATE,4000063287,2.19,"Costs related to fixed and mobile telecoms including call charges, line rental and equipment for mobile phones and pagers",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Families Group,VODAFONE CORPORATE,4000063287,41.4,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Families Group,VODAFONE CORPORATE,4000063287,26.75,"Costs related to fixed and mobile telecoms including call charges, line rental and equipment for mobile phones and pagers",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Families Group,VODAFONE CORPORATE,4000063287,123.9,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Families Group,VODAFONE CORPORATE,4000063287,15.9,"Costs related to fixed and mobile telecoms including call charges, line rental and equipment for mobile phones and pagers",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Families Group,VODAFONE CORPORATE,4000063287,108,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Families Group,VODAFONE CORPORATE,4000063287,4.04,"Costs related to fixed and mobile telecoms including call charges, line rental and equipment for mobile phones and pagers",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Families Group,VODAFONE CORPORATE,4000063287,113.77,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Children Young People and Families Supporting Delivery Group,VODAFONE CORPORATE,4000063287,26.58,"Costs related to fixed and mobile telecoms including call charges, line rental and equipment for mobile phones and pagers",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Children Young People and Families Supporting Delivery Group,VODAFONE CORPORATE,4000063287,191.1,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Children Young People and Families Supporting Delivery Group,VODAFONE CORPORATE,4000063287,0.2,"Costs related to fixed and mobile telecoms including call charges, line rental and equipment for mobile phones and pagers",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Children Young People and Families Supporting Delivery Group,VODAFONE CORPORATE,4000063287,25.5,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Children Young People and Families Supporting Delivery Group,VODAFONE CORPORATE,4000063287,19.81,"Costs related to fixed and mobile telecoms including call charges, line rental and equipment for mobile phones and pagers",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Children Young People and Families Supporting Delivery Group,VODAFONE CORPORATE,4000063287,21.34,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Children Young People and Families Supporting Delivery Group,VODAFONE CORPORATE,4000063287,2.21,"Costs related to fixed and mobile telecoms including call charges, line rental and equipment for mobile phones and pagers",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Children Young People and Families Supporting Delivery Group,VODAFONE CORPORATE,4000063287,211.5,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Supporting Children and Young People Group 1,VODAFONE CORPORATE,4000063287,8.66,"Costs related to fixed and mobile telecoms including call charges, line rental and equipment for mobile phones and pagers",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Supporting Children and Young People Group 1,VODAFONE CORPORATE,4000063287,20.7,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Supporting Children and Young People Group 1,VODAFONE CORPORATE,4000063287,9.08,"Costs related to fixed and mobile telecoms including call charges, line rental and equipment for mobile phones and pagers",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Supporting Children and Young People Group 1,VODAFONE CORPORATE,4000063287,121.5,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Supporting Children and Young People Group 1,VODAFONE CORPORATE,4000063287,40.39,"Costs related to fixed and mobile telecoms including call charges, line rental and equipment for mobile phones and pagers",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Supporting Children and Young People Group 1,VODAFONE CORPORATE,4000063287,149.7,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Supporting Children and Young People Group 1,VODAFONE CORPORATE,4000063287,22.62,"Costs related to fixed and mobile telecoms including call charges, line rental and equipment for mobile phones and pagers",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Supporting Children and Young People Group 1,VODAFONE CORPORATE,4000063287,101.4,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Children Young People and Families Safeguarding Group,VODAFONE CORPORATE,4000063287,3.12,"Costs related to fixed and mobile telecoms including call charges, line rental and equipment for mobile phones and pagers",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Children Young People and Families Safeguarding Group,VODAFONE CORPORATE,4000063287,170.1,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Children Young People and Families Safeguarding Group,VODAFONE CORPORATE,4000063287,32.74,"Costs related to fixed and mobile telecoms including call charges, line rental and equipment for mobile phones and pagers",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Children Young People and Families Safeguarding Group,VODAFONE CORPORATE,4000063287,71.7,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Children Young People and Families Safeguarding Group,VODAFONE CORPORATE,4000063287,0.45,"Costs related to fixed and mobile telecoms including call charges, line rental and equipment for mobile phones and pagers",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Children Young People and Families Safeguarding Group,VODAFONE CORPORATE,4000063287,102.9,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Children Young People and Families Safeguarding Group,VODAFONE CORPORATE,4000063287,32.64,"Costs related to fixed and mobile telecoms including call charges, line rental and equipment for mobile phones and pagers",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Children Young People and Families Safeguarding Group,VODAFONE CORPORATE,4000063287,108,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Children Young People and Families Safeguarding Group,VODAFONE CORPORATE,4000063287,0.53,"Costs related to fixed and mobile telecoms including call charges, line rental and equipment for mobile phones and pagers",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Children Young People and Families Safeguarding Group,VODAFONE CORPORATE,4000063287,62.1,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Children Young People and Families Safeguarding Group,VODAFONE CORPORATE,4000063287,20.7,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Children Young People and Families Improving Information Sharing and Management Group,VODAFONE CORPORATE,4000063287,1.39,"Costs related to fixed and mobile telecoms including call charges, line rental and equipment for mobile phones and pagers",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Children Young People and Families Improving Information Sharing and Management Group,VODAFONE CORPORATE,4000063287,31.74,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Children Young People and Families Early Years Extended Schools and Special Needs Group,VODAFONE CORPORATE,4000063287,0.37,"Costs related to fixed and mobile telecoms including call charges, line rental and equipment for mobile phones and pagers",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Children Young People and Families Early Years Extended Schools and Special Needs Group,VODAFONE CORPORATE,4000063287,87.6,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Children Young People and Families Early Years Extended Schools and Special Needs Group,VODAFONE CORPORATE,4000063287,0.55,"Costs related to fixed and mobile telecoms including call charges, line rental and equipment for mobile phones and pagers",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Children Young People and Families Early Years Extended Schools and Special Needs Group,VODAFONE CORPORATE,4000063287,41.4,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Children Young People and Families Early Years Extended Schools and Special Needs Group,VODAFONE CORPORATE,4000063287,1.02,"Costs related to fixed and mobile telecoms including call charges, line rental and equipment for mobile phones and pagers",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Children Young People and Families Early Years Extended Schools and Special Needs Group,VODAFONE CORPORATE,4000063287,165.6,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
