Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description ,Supplier Postcode,Supplier Type,Expenditure Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,10/12/13,RESOURCE GRANTS LOCAL AUTHORIT,GPU POLICY AND STRATEGY ADMIN,WARRINGTON BOROUGH COUNCIL,3000042643,50000.00,One Public Estate Grant to a local authority,WA12NH,Large,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,10/12/13,RESOURCE GRANTS PRIVATE SECTOR,TSS STRATEGIC FUNDING,LOCALITY,3000042664,82762.00,Strategic Partners Transition Programme Grant ,N16DR,Large,Grants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,10/12/13,PROFESSIONAL ADVICE & OPINION VAT RECOVERABLE,ERG CIVIL SERVICE PEOPLE SURVEY,ORC INTERNATIONAL LIMITED,3000042659,174786.25,Delivery of the Civil Service People Survey ,EC1V2NT,SME,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,10/12/13,RESOURCE GRANTS PRIVATE SECTOR,CHARITABLE GIVING,THE BIG GIVE TRUST,3000042648,250000.00,Match Fund Fundraising Campaign,ERS SW1X9LE,Large,Grants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,10/12/13,CONSULTANTS VAT RECOVERABLE,ERG NEXT GENERATION SHARED SERVICES,MOKUM CHANGE MANAGEMENT LTD,3000042658,440370.00,Legal services,E149XQ,SME,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,Government Procurement Service,11/12/13,Whitehall heating systems management,Whitehall Standby Dist Systems,Cofely,PINVP2P 2322,39509.78,Whitehall heating systems management,HP12 3TA,Large,Programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,11/12/13,OTHER IS IT COSTS VAT RECOV,GPU POLICY AND STRATEGY ADMIN,CORPORATE DOCUMENT SERVICES LTD,3000042678,47395.93,Enhancement to ePIMS ,LS27LY,Large,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,11/12/13,ADDITIONS -AUC IT FEES NON VAT REC,ERTP ERO DIGITAL,DEMOCRACY COUNTS,3000042694,48000.00,Design and development work required for the delivery of changes to local authority Electoral Management Systems required to interface with the new Individual Electoral Digital Service to handle the additional data ,WA49GX,SME,Programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,11/12/13,CONSULTANTS VAT RECOVERABLE,SME GOVERNANCE LEAD,GOVERNMENT ACTUARYS DEPARTMENT GAD,3000042714,50170.05,Valuation exercise for Principal Civil Service Pension Scheme  ,EC4A1AB,Government Department,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,Government Procurement Service,11/12/13,Whitehall heating systems management,Whitehall District Heating Systems,Cofely,PINVP2P 2319,63322.21,Whitehall heating systems management,HP12 3TA,Large,Programme ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,11/12/13,NATIONAL CITIZEN SERVICE. CIVIL SOCIETY TRAINING & DEVELOP,NATIONAL CITIZEN SERVICE,INSPIRA CUMBRIA LTD,3000042689,67769.00,National Citizen Service contract,CA119BP,Large,Programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,Government Procurement Service,11/12/13,Whitehall heating systems management,Whitehall District Heating Systems,Cofely,PINVP2P 2320,138208.45,Whitehall heating systems management,HP12 3TA,Large,Programme ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,11/12/13,OPERATING LEASES - RENT,35 GREAT SMITH STREET,JONES LANG LASALLE LTD,3000042692,303600.00,Rent for accommodation,BS89AQ-3,Large,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,12/12/13,CONSULTANTS VAT RECOVERABLE,MUTUALS,ANTHONY COLLINS SOLICITORS LLP,3000042722,63207.00,Support provided under the Mutuals Support Programme to support aspiring public service mutuals,B32ES,Large,Programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,12/12/13,CONSULTANTS VAT RECOVERABLE,ERG MAJOR PROJECTS TEAM,SERCO LTD,1000891,66925.00,Support for the Major Projects Authority ,BN119JJ,Large,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,Government Procurement Service,12/12/13,Special Projects Review ,CCS Transformation,Pricewaterhouse Coopers LLP,PINDOH 37566,71371.20,Cross-Government Review of Major Contracts,EC1A 4AB,Large,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,12/12/13,BRIDGES SOCIAL ENTREPRENEURS FUND ADDITIONS,SE EQUITY FUND,BRIDGES VENTURES LTD,3000042752,99408.85,Investment in the risk capital fund for social enterprise,ERS W23EN,Large,Programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,Government Procurement Service,12/12/13,Special Projects Review ,CCS Transformation,Pricewaterhouse Coopers LLP,PINDOH 37565,108411.84,Cross-Government Review of Major Contracts,EC1A 4AB,Large,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,12/12/13,CONTRACTORS & STAFF SUBSTITUTIONS,ERG TRANSPARENCY STRATEGY,WRG CREATIVE COMMUNICATIONS LTD,3000042720,126625.03,Open Government Partnership Annual Summit cost,M34LZ,SME,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,12/12/13,CONSULTANTS VAT RECOVERABLE,ERG MAJOR PROJECTS TEAM,SERCO LTD,1000892,137012.00,Support for the Major Projects Authority – Built to Last,BN119JJ,Large,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,Government Procurement Service,12/12/13,Special Projects Review ,CCS Transformation,Pricewaterhouse Coopers LLP,PINDOH 37567,147641.72,Cross-Government Review of Major Contracts,EC1A 4AB,Large,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,12/12/13,RESOURCE GRANTS PRIVATE SECTOR,CENTRE FOR SOCIAL ACTION,SOCIAL INVESTMENT BUSINESS,3000042746,1918268.00,Administration of the Investment and Contract Readiness Fund,ERS WC1H8AG,SME,Grants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,13/12/13,CONTRACTORS & STAFF SUBSTITUTIONS,G CLOUD,ALPINE CONSORTIUM,3000042801,27000.00,Operations model cost for the Electoral Registration Transformation Programme,EC4A2AB,SME,Programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,Government Procurement Service,13/12/13,Opportunity Assessments for WPS,Enablement Projects,BravoSolution UK Ltd,PINVP2P 2274,37500.00,Public sector accounts analysis and support to identify possible procurement savings in new public contracts,EC2M 7AD,Large,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,13/12/13,OTHER IS IT COSTS VAT RECOV,GPU POLICY AND STRATEGY ADMIN,CORPORATE DOCUMENT SERVICES LTD,3000042820,39375.00,Support and maintenance of ePIMS ,LS27LY,Large,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,13/12/13,RESOURCE GRANTS LOCAL AUTHORIT,GPU POLICY AND STRATEGY ADMIN,NOTTINGHAM CITY COUNCIL,3000042789,50000.00,One Public Estate’ local authority grant ,NG23NG,Large,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,Government Procurement Service,13/12/13,Spend Analysis for WPS,Enablement Projects,BravoSolution UK Ltd,PINVP2P 2273,52500.00,Spend Analysis for Wider Public Sector,EC2M 7AD,Large,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,13/12/13,ADDITIONS IT HARDWARE,GDS BUSINESS TECHNOLOGY,SPECIALIST COMPUTER CENTRES PLC,3000042798,55629.34,GOV.UK development cost,WA37PS,Large,Programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,13/12/13,ADDITIONSAUC F/H RES CONSULTANCY (FEES) VAT REC,70 WHITEHALL,BOUYGUES E&S FM UK LTD,3000042796,57181.68,Facilities Management Services ,BN11HG,Large,Programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,13/12/13,OTHER IS IT COSTS VAT RECOV,GDS TRANSFORMATION,KAINOS SOFTWARE LTD,3000042812,110055.00,GOV.UK development cost,BT71NT,SME,Programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,16/12/13,CONTRACTORS & STAFF SUBSTITUTIONS,PUBLIC SERVICES NETWORK,CAPITA RESOURCING LTD,3000042864,55261.20,"Support for Public Service Network including development of technical standards, project management for the delivery of key services, stakeholder engagement and commercial advice.",DL19HN,Large,Programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,16/12/13,PROFESSIONAL ADVICE & OPINION VAT RECOVERABLE,ERG CIVIL SERVICE PEOPLE SURVEY,ORC INTERNATIONAL LIMITED,3000042861,237740.25,Delivery of the Civil Service People Survery 2013,EC1V2NT,SME,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,16/12/13,PENSIONER PAYROLL CONTRACTOR,ROYAL MAIL SERVICE PENSIONS,ROYAL MAIL GROUP LTD,3000042866,394963.75,Royal Mail Statutory Pension Scheme administration costs,BL49XX,Large,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,16/12/2013,RESOURCE GRANTS PRIVATE SECTOR,CENTRE FOR SOCIAL ACTION,SOCIAL INVESTMENT BUSINESS,1000895,"1,156,798.00",Administration of the Investment and Contract Readiness Fund,WC1H 8AG,SME,Grants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,17/12/13,CONTRACTORS & STAFF SUBSTITUTIONS,PUBLIC SERVICES NETWORK,CAPITA RESOURCING LTD,3000042887,34286.28,"Support for Public Service Network including development of technical standards, project management for the delivery of key services, stakeholder engagement and commercial advice.",DL19HN,Large,Programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,17/12/13,CONTRACTORS & STAFF SUBSTITUTIONS,GDS PROJECT STAFF COSTS,CAPITA RESOURCING LTD,3000042886,37415.33,Payment for interim IT specialists,DL19HN,Large,Programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,17/12/13,CONTRACTORS & STAFF SUBSTITUTIONS,GDS BUS DEV CONSULTANT AND STAFF COSTS,CAPITA RESOURCING LTD,3000042886,139214.43,Payment for interim IT specialists,DL19HN,Large,Programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,17/12/13,CONTRACTORS & STAFF SUBSTITUTIONS,GDS BUS DEV CONSULTANT AND STAFF COSTS,CAPITA RESOURCING LTD,3000042887,289705.94,Payment for interim IT specialists,DL19HN,Large,Programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,17/12/13,PENSIONER PAYROLL CONTRACTOR,SME CONTRACT MANAGMENT LEAD,MYCSP LTD,3000042873,2729548.97,Pension administration charge,SK30XN,Large,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,Government Procurement Service,18/12/13,Govt eMarketplace Frameworks Enablement,E Commerce,Procserve Shared Services Ltd,PINDOH 37628,27300.00,Govt eMarketplace Frameworks set-up cost,SW1E 5RS,Large,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,18/12/13,OTHER IS IT COSTS VAT RECOV,GDS PUBLISHING PLATFORM TECHNOLOGY,CLOUDREACH LTD,3000042931,27625.00,GOV.UK web support,EH12EU,SME,Programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,Government Procurement Service,18/12/13,"Design, Develop & Test within Contracts Directory element of GeM",E Commerce,Procserve Shared Services Ltd,PINDOH 37629,36900.00,"Designing, Developing & Testing of  Govt eMarketplace ",SW1E 5RS,Large,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,18/12/13,SERVICE PAYMENTS,STERIA SHARED SERVICES,SHARED SERVICES CONNECTED LTD,3000042937,129714.52,Shared Services charge,M140WN,Large,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,18/12/13,RESOURCE GRANTS PRIVATE SECTOR,CENTRE FOR SOCIAL ACTION,THE SOCIAL INVESTMENT BUSINESS,3000042932,789418.00,Administration of the Investment and Contract Readiness Fund,WC1H 8AG,SME,Grants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,Government Procurement Service,19/12/13,IT Software Licenses,IT Software,INSIGHT DIRECT LTD,PINDOH 37411,38797.93,IT Software,EC1A 4AB,Large,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,19/12/13,TELECOM RENTALS,NSS CRISIS MANAGEMENT,BRITISH TELECOMMUNICATIONS PLC,3000042985,38956.99,National Resilence Extranet hosting and managed service costs,NW96LB,Large,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,19/12/13,RESOURCE GRANTS PRIVATE SECTOR,TECHNICAL ASSISTANCE,INVESTING FOR GOOD,3000042964,40000.00,Support for Social Investment Fund pilot ,ERS WC1H8AG,Non-SME,Grants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,19/12/13,CONTRACTORS & STAFF SUBSTITUTIONS,PUBLIC SERVICES NETWORK,CAPITA RESOURCING LTD,3000042977,41520.53,"Support for Public Service Network including development of technical standards, project management for the delivery of key services, stakeholder engagement and commercial advice.",DL19HN,Large,Programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,Government Procurement Service,19/12/13,Licences for spend analytics,Enablement Projects,BravoSolution UK Ltd,PINDOH 37631,41650.00,Licences for spend analytics,EC2M 7AD,Large,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,Government Procurement Service,19/12/13,Licences for spend analytics,Enablement Projects,BravoSolution UK Ltd,PINDOH 37632,41650.00,Licences for spend analytics,EC2M 7AD,Large,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,Government Procurement Service,19/12/13,Licences for spend analytics,Enablement Projects,BravoSolution UK Ltd,PINDOH 37633,41650.00,Licences for spend analytics,EC2M 7AD,Large,Admin,,,,,PO 9535 - Monthly core contract fee ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabinet Office,CABINET OFFICE,19/12/13,GRANT FUND MANAGEMENT VAT RECOVERABLE,COMMUNITY FIRST,THE YOUNG FOUNDATION,3000042990,50850.00,Support to the Neighbourhood Match Fund panels - Community First programme ,ERS E29PF,Large,Grants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
