Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Vat Registration Num
Department of Health,Department of Health,02/08/2011,Outsourcing Contract,COMMUNICATIONS,CENTRAL OFFICE OF INFORMATION (COI),735716,36030,
Department of Health,Department of Health,02/08/2011,Secondees in invoiced costs,COMMISSIONING,LONDON SHA,19522696,38408.44,
Department of Health,Department of Health,02-Aug-11,Staff Consultancy & Suppt,Informatics,PA CONSULTING SERVICES LTD,13379033,41604.2,
Department of Health,Department of Health,02/08/2011,Outsourcing Contract,HPIH & SD,THE MET OFFICE,G000057589,44340,
Department of Health,Department of Health,02/08/2011,Publicity & advertising,COMMUNICATIONS,CENTRAL OFFICE OF INFORMATION (COI),735723,45499.4,
Department of Health,Department of Health,02-Aug-11,Computer Maintenance,Informatics,CSA (WAVERLEY ) LTD,13353412,46288.78,
Department of Health,Department of Health,02/08/2011,Travel -Trains,CDD CORPORATE DEVELOPMENT,FCM TRAVEL SOLUTIONS,1049604648,47243.42,
Department of Health,Department of Health,02/08/2011,Secondees in invoiced costs,NHS MEDICAL DIRECTOR,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,10036826,57850,
Department of Health,Department of Health,02/08/2011,Addition Clearing - SW LIC,INFORMATICS,CSC COMPUTER SCIENCES LTD,5201245112,150809.41,
Department of Health,Department of Health,02-Aug-11,Computer Software/License,Informatics,CSA (WAVERLEY ) LTD,13353412,152667.46,
Department of Health,Department of Health,02/08/2011,Other programme expenditure,HPIH & SD,DEPARTMENT FOR WORK AND PENSIONS (DWP),2869330,175000,
Department of Health,Department of Health,02/08/2011,Outsourcing Contract,SOCIAL CARE,BRISTOL UNIVERSITY OF,FSSL1001009,182500,
Department of Health,Department of Health,02/08/2011,Grants to non profit institutions (CUR),SOCIAL CARE,TRINITY HOSPICE AND PALLIATIVE CARE SERVICES,ERS-438079-50321,190302,
Department of Health,Department of Health,02/08/2011,Addition Clearing - IT,INFORMATICS,MICROTEST LTD,74624,251650.78,
Department of Health,Department of Health,02/08/2011,Addition Clearing - IT,INFORMATICS,CSC COMPUTER SCIENCES LTD,5201245112,288295.43,
Department of Health,Department of Health,02/08/2011,Outsourcing Contract,NHS Improvement and Efficiency,South of England Advocacy Projects,SIN002104,291111.5,
Department of Health,Department of Health,02/08/2011,Outsourcing Contract,NHS Improvement and Efficiency,CARERS FEDERATION LTD,1600,330416.67,
Department of Health,Department of Health,02/08/2011,Rates,CDD CORPORATE DEVELOPMENT,SOUTHWARK LONDON BOROUGH COUNCIL,NN25560080000001/08/03/11,493770,
Department of Health,Department of Health,02/08/2011,Addition Clearing - IT,INFORMATICS,I SOFT PLC,INV/006164,743694.69,
Department of Health,Department of Health,02-Aug-11,Contr Other External,Informatics,CAPITA BUSINESS SERVICES LTD,13402587,2072417.77,
Department of Health,Department of Health,03-Aug-11,Staff Consultancy & Suppt,Informatics,PA CONSULTING SERVICES LTD,13362533,23430,
Department of Health,Department of Health,03-Aug-11,Staff Consultancy & Suppt,Informatics,PA CONSULTING SERVICES LTD,13362537,23430,
Department of Health,Department of Health,03/08/2011,Stock Essential Medicines Additions,"PSF POLICY, STRATEGY & FINANCE",DEXCEL PHARMA LTD,1092941,"£26,886.49",
Department of Health,Department of Health,03-Aug-11,Staff Consultancy & Suppt,Informatics,PA CONSULTING SERVICES LTD,13362536,27500,
Department of Health,Department of Health,03/08/2011,Secondees in invoiced costs,HPIH & SD,WESTERN CHESHIRE PCT,8262875,27841.21,
Department of Health,Department of Health,03-Aug-11,Staff Consultancy & Suppt,Informatics,PA CONSULTING SERVICES LTD,13362531,35200,
Department of Health,Department of Health,03-Aug-11,Staff Consultancy & Suppt,Informatics,PA CONSULTING SERVICES LTD,13362532,35200,
Department of Health,Department of Health,03/08/2011,Grants to non profit institutions (CUR),SOCIAL CARE,GENETIC INTEREST GROUP LTD,ERS-438213-50342,36511.5,
Department of Health,Department of Health,03/08/2011,Service charge,INFORMATICS,BT GROUP PLC,272321,38607.24,
Department of Health,Department of Health,03/08/2011,Travel -Trains,CDD CORPORATE DEVELOPMENT,FCM TRAVEL SOLUTIONS,1049604674,40570.63,
Department of Health,Department of Health,03/08/2011,Stock Essential Medicines Additions,"PSF POLICY, STRATEGY & FINANCE",DEXCEL PHARMA LTD,1092940,"£41,088.56",
Department of Health,Department of Health,03/08/2011,Stock Essential Medicines Additions,"PSF POLICY, STRATEGY & FINANCE",DEXCEL PHARMA LTD,1092938,"£41,820.36",
Department of Health,Department of Health,03-Aug-11,Staff Consultancy & Suppt,Informatics,CAPGEMINI UK PLC,13322297,47334.89,
Department of Health,Department of Health,03/08/2011,Outsourcing Contract,CDD CORPORATE DEVELOPMENT,CABINET OFFICE,250003016,48009.42,
Department of Health,Department of Health,03/08/2011,Travel -Trains,CDD CORPORATE DEVELOPMENT,FCM TRAVEL SOLUTIONS,1049604581,61582.69,
Department of Health,Department of Health,03/08/2011,Grants to non profit institutions (CUR),SOCIAL CARE,CANCER RESEARCH UK,ERS-438208-50341,76500,
Department of Health,Department of Health,03/08/2011,Service charge,INFORMATICS,BT GROUP PLC,272961,82309.26,
Department of Health,Department of Health,03/08/2011,Service charge,INFORMATICS,BT GROUP PLC,272260,107508.44,
Department of Health,Department of Health,03/08/2011,Programme Revenue Grant in Aid to ENDPBs,SOCIAL CARE,YORK UNIVERSITY OF,53033,123278.6,
Department of Health,Department of Health,03/08/2011,Service charge,INFORMATICS,BT GROUP PLC,272886,125011.25,
Department of Health,Department of Health,03/08/2011,Service charge,INFORMATICS,BT GROUP PLC,272942PART PAYT,129706.53,
Department of Health,Department of Health,03/08/2011,Service charge,INFORMATICS,BT GROUP PLC,272895,134294.14,
Department of Health,Department of Health,03/08/2011,Other programme expenditure,SOCIAL CARE,SQW CONSULTING LTD,16318,153933,
Department of Health,Department of Health,03/08/2011,Service charge,INFORMATICS,BT GROUP PLC,272272,170809.47,
Department of Health,Department of Health,03/08/2011,Outsourcing Contract,HPIH & SD,LIVERPOOL JOHN MOORES UNIVERSITY,501926,221616,
Department of Health,Department of Health,03/08/2011,Service charge,INFORMATICS,BT GROUP PLC,CHAPS03/08/11,230506.04,
Department of Health,Department of Health,03/08/2011,Publicity & advertising,COMMUNICATIONS,CENTRAL OFFICE OF INFORMATION (COI),735747,274999.98,
Department of Health,Department of Health,03/08/2011,Service charge,INFORMATICS,BT GROUP PLC,272905PART PAYT,1952314.45,
Department of Health,Department of Health,04-Aug-11,Contr Other External,Informatics,CABLE & WIRELESS UK,13402519,-161808,
Department of Health,Department of Health,04-Aug-11,Contr Other External,Informatics,CABLE & WIRELESS UK,13402522,-88192,
Department of Health,Department of Health,04-Aug-11,Furniture & Fittings,Informatics,SENATOR SECURITY SYSTEMS LTD,13353393,-33768,
Department of Health,Department of Health,04/08/2011,Facilities management: contract,CDD CORPORATE DEVELOPMENT,EMCOR FACILITIES SERVICES LTD,00202158RI,21487.62,
Department of Health,Department of Health,04-Aug-11,External Consultancy Fees,Informatics,GS1 UK,13402594,22719,
Department of Health,Department of Health,04-Aug-11,External Consultancy Fees,Informatics,CABLE & WIRELESS UK,13409758,25383.94,
Department of Health,Department of Health,04/08/2011,Rent of Land & Buildings (non-PFI operating lease),NHS FINANCE PERFORMANCE & OPERATIONS,BEACHCROFT LLP,CHAPS/3847,28445.2,
Department of Health,Department of Health,04/08/2011,Grants to non profit institutions (CUR),SOCIAL CARE,THE ACE CENTRE NORTH,ERS-438263-50361,29524.5,
Department of Health,Department of Health,04/08/2011,Contactor/ Staff Subsitution,COMMISSIONING,ADVANTAGE TECHNICAL RESOURCING LTD,30259168,30240,
Department of Health,Department of Health,04-Aug-11,Contr Other External,Informatics,CABLE & WIRELESS UK,13379027,33056.98,
Department of Health,Department of Health,04-Aug-11,Furniture & Fittings,Informatics,SENATOR SECURITY SYSTEMS LTD,12756667,33768,
Department of Health,Department of Health,04/08/2011,Publicity & advertising,HPIH & SD,CENTRAL OFFICE OF INFORMATION (COI),735779,42825,
Department of Health,Department of Health,04-Aug-11,Contr Other External,Informatics,CABLE & WIRELESS UK,13299251,77445.78,
Department of Health,Department of Health,04/08/2011,Outsourcing Contract,"PSF POLICY, STRATEGY & FINANCE",SPIRE HEALTHCARE LTD,CM090262,"£94,409.47",
Department of Health,Department of Health,04/08/2011,Addition Clearing - OLB,CDD CORPORATE DEVELOPMENT,EMCOR FACILITIES SERVICES LTD,00202264RI,111476.4,
Department of Health,Department of Health,04/08/2011,Outsourcing Contract,"PSF POLICY, STRATEGY & FINANCE",PRICEWATERHOUSECOOPERS LLP,1353640661,"£140,000.00",
Department of Health,Department of Health,04-Aug-11,Contr Other External,Informatics,CABLE & WIRELESS UK,13354805,161808,
Department of Health,Department of Health,04/08/2011,Outsourcing Contract,"PSF POLICY, STRATEGY & FINANCE",UKSH SOUTH WEST LTD,UKSHSW/122,"£192,172.81",
Department of Health,Department of Health,04/08/2011,Outsourcing Contract,CDD CORPORATE DEVELOPMENT,CSC COMPUTER SCIENCES LTD,5201243020,220000,
Department of Health,Department of Health,04/08/2011,Outsourcing Contract,WORKFORCE,CARDIFF UNIVERSITY,1021533,275400,
Department of Health,Department of Health,04/08/2011,Grants to non profit institutions (CUR),SOCIAL CARE,DEMELZA HOUSE CHILDRENS HOSPICE,ERS-438361-50381,504925,
Department of Health,Department of Health,04/08/2011,Outsourcing Contract,"PSF POLICY, STRATEGY & FINANCE",SPIRE HEALTHCARE LTD,CM090261/JUNE/2011,"£674,098.75",
Department of Health,Department of Health,04/08/2011,Outsourcing Contract,"PSF POLICY, STRATEGY & FINANCE",ALLIANCE MEDICAL LTD,PET0101,"£980,249.30",
Department of Health,Department of Health,04/08/2011,Outsourcing Contract,"PSF POLICY, STRATEGY & FINANCE",FRESENIUS MEDICAL CARE RENAL SERVICES LTD,1060017756,"£1,017,606.76",
Department of Health,Department of Health,04/08/2011,Outsourcing Contract,"PSF POLICY, STRATEGY & FINANCE",INHEALTH MOLECULAR IMAGING LTD,SIM000062,"£1,047,233.64",
Department of Health,Department of Health,04/08/2011,Outsourcing Contract,"PSF POLICY, STRATEGY & FINANCE",UKSH SOUTH WEST LTD,UKSHSW/122,"£2,639,108.77",
Department of Health,Department of Health,04/08/2011,Programme Revenue Grant in Aid to ENDPBs,HPIH & SD,HEALTH PROTECTION AGENCY (HPA),FUNDING PERIOD AUGUST 2011,13500000,
Department of Health,Department of Health,05/08/2011,Research & development,Research and Development,WELLCOME TRUST TRADING LTD,ERS-438479-50463,25000,
Department of Health,Department of Health,05-Aug-11,External Consultancy Fees,Informatics,ASE CONSULTING LTD,13402534,25650,
Department of Health,Department of Health,05/08/2011,Research & development,Research and Development,MID YORKSHIRE HOSPITALS NHS TRUST,ERS-438442-50444,25650,
Department of Health,Department of Health,05/08/2011,Research & development,Research and Development,SOUTHAMPTON UNIVERSITY OF,ERS-438485-50462,26855,
Department of Health,Department of Health,05-Aug-11,External Consultancy Fees,Informatics,ASE CONSULTING LTD,13402533,27000,
Department of Health,Department of Health,05/08/2011,Research & development,Research and Development,NATIONAL CANCER RESEARCH INSTITUTE (NCRI),ERS-438472-50457,27696.71,
Department of Health,Department of Health,05/08/2011,Research & development,Research and Development,INFRARED INTEGRATED SYSTEMS LTD,ERS-438448-50449,30832.29,
Department of Health,Department of Health,05/08/2011,Research & development,Research and Development,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-438455-50439,34727,
Department of Health,Department of Health,05/08/2011,Service charge,INFORMATICS,BT GROUP PLC,CHAPS5/8/11,35170.69,
Department of Health,Department of Health,05/08/2011,Research & development,Research and Development,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-438470-50426,36644.96,
Department of Health,Department of Health,05/08/2011,Research & development,Research and Development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-438467-50442,37167.7,
Department of Health,Department of Health,05/08/2011,Research & development,Research and Development,GATESHEAD HEALTH NHS FOUNDATION TRUST,ERS-438465-50434,38363.8,
Department of Health,Department of Health,05/08/2011,Research & development,Research and Development,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-438451-50445,40035,
Department of Health,Department of Health,05/08/2011,Research & development,Research and Development,PORTSMOUTH HOSPITAL NHS TRUST,ERS-438468-50429,42510.28,
Department of Health,Department of Health,05/08/2011,Research & development,Research and Development,RAND EUROPE CAMBRIDGE LTD,ERS-438474-50446,49834.94,
Department of Health,Department of Health,05/08/2011,Grants to non profit institutions (CUR),SOCIAL CARE,LEONARD CHESHIRE DISABILITY,ERS-438413-50401,60960,
Department of Health,Department of Health,05/08/2011,Secondees in invoiced costs,NHS MEDICAL DIRECTOR,LEEDS PCT,19877965,64397.95,
Department of Health,Department of Health,05/08/2011,Research & development,Research and Development,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,ERS-438469-50436,65944.98,
Department of Health,Department of Health,05/08/2011,Programme Revenue Grant in Aid to ENDPBs,HPIH & SD,DEFENCE BILLS AGENCY (DBA),7215141,112150.05,
Department of Health,Department of Health,05/08/2011,Research & development,Research and Development,OXFORD UNIVERSITY,ERS-438481-50460,118426,
Department of Health,Department of Health,05/08/2011,Research & development,Research and Development,UNIVERSITY COLLEGE LONDON (UCL),ERS-438466-50453,127708.7,
Department of Health,Department of Health,05/08/2011,Research & development,Research and Development,OXFORD HEALTH NHS FOUNDATION TRUST,ERS-438483-50431,212756,
Department of Health,Department of Health,05/08/2011,Research & development,Research and Development,MEDICAL RESEARCH COUNCIL MRC,ERS-438471-50455,213749,
Department of Health,Department of Health,05/08/2011,Service charge,INFORMATICS,CSC COMPUTER SCIENCES LTD,5201244996,502692.26,
Department of Health,Department of Health,05/08/2011,Revenue Grants to Other Bodies,HPIH & SD,DEFENCE BILLS AGENCY (DBA),7215141,572657.37,
Department of Health,Department of Health,05/08/2011,Research & development,Research and Development,MEDICAL RESEARCH COUNCIL MRC,ERS-438486-50456,700000,
Department of Health,Department of Health,05/08/2011,Admin Capital Grant-in-Aid to ENDPBs,"PSF POLICY, STRATEGY & FINANCE",CARE QUALITY COMMISSION (CQC),40756,"£1,000,000.00",
Department of Health,Department of Health,05/08/2011,Service charge,INFORMATICS,CSC COMPUTER SCIENCES LTD,5201244994,1077486.22,
Department of Health,Department of Health,05/08/2011,Service charge,INFORMATICS,CSC COMPUTER SCIENCES LTD,5201244993,1113633.89,
Department of Health,Department of Health,05/08/2011,Admin Revenue Grant-in-Aid ENDPBs,"PSF POLICY, STRATEGY & FINANCE",CARE QUALITY COMMISSION (CQC),40756,"£4,100,000.00",
Department of Health,Department of Health,05/08/2011,Service charge,INFORMATICS,BT GROUP PLC,CHAPS05/08/11,6887885.69,
Department of Health,Department of Health,08/08/2011,Contactor/ Staff Subsitution,CDD CORPORATE DEVELOPMENT,GRANT THORNTON LTD,6529405,1008,
Department of Health,Department of Health,08/08/2011,Contactor/ Staff Subsitution,CDD CORPORATE DEVELOPMENT,GRANT THORNTON LTD,6529405,1311,
Department of Health,Department of Health,08/08/2011,Contactor/ Staff Subsitution,CDD CORPORATE DEVELOPMENT,GRANT THORNTON LTD,6529405,1383,
Department of Health,Department of Health,08/08/2011,Contactor/ Staff Subsitution,CDD CORPORATE DEVELOPMENT,GRANT THORNTON LTD,6529405,1425,
Department of Health,Department of Health,08/08/2011,Contactor/ Staff Subsitution,CDD CORPORATE DEVELOPMENT,GRANT THORNTON LTD,6529405,1935.52,
Department of Health,Department of Health,08/08/2011,Contactor/ Staff Subsitution,CDD CORPORATE DEVELOPMENT,GRANT THORNTON LTD,6529405,2181,
Department of Health,Department of Health,08/08/2011,Contactor/ Staff Subsitution,CDD CORPORATE DEVELOPMENT,GRANT THORNTON LTD,6529405,2203.62,
Department of Health,Department of Health,08/08/2011,Contactor/ Staff Subsitution,CDD CORPORATE DEVELOPMENT,GRANT THORNTON LTD,6529405,2757,
Department of Health,Department of Health,08/08/2011,Contactor/ Staff Subsitution,CDD CORPORATE DEVELOPMENT,GRANT THORNTON LTD,6529405,2793,
Department of Health,Department of Health,08/08/2011,Contactor/ Staff Subsitution,CDD CORPORATE DEVELOPMENT,GRANT THORNTON LTD,6529405,3044.48,
Department of Health,Department of Health,08/08/2011,Contactor/ Staff Subsitution,CDD CORPORATE DEVELOPMENT,GRANT THORNTON LTD,6529405,3306,
Department of Health,Department of Health,08/08/2011,Contactor/ Staff Subsitution,CDD CORPORATE DEVELOPMENT,GRANT THORNTON LTD,6529405,4446,
Department of Health,Department of Health,08/08/2011,Contactor/ Staff Subsitution,CDD CORPORATE DEVELOPMENT,GRANT THORNTON LTD,6529405,5057.5,
Department of Health,Department of Health,08/08/2011,Contactor/ Staff Subsitution,CDD CORPORATE DEVELOPMENT,GRANT THORNTON LTD,6529405,6093.69,
Department of Health,Department of Health,08/08/2011,Contactor/ Staff Subsitution,CDD CORPORATE DEVELOPMENT,GRANT THORNTON LTD,6529405,6120,
Department of Health,Department of Health,08/08/2011,Outsourcing Contract,COMMISSIONING,RUSSELL REYNOLDS ASSOCIATES LTD,39069,25500,
Department of Health,Department of Health,08/08/2011,Contactor/ Staff Subsitution,NHS Improvement and Efficiency,BADENOCH AND CLARK LTD,4111732,29355.17,
Department of Health,Department of Health,08/08/2011,Outsourcing Contract,SOCIAL CARE,CENTREVENTS LTD,CE00681,30178.8,
Department of Health,Department of Health,08/08/2011,Secondees in invoiced costs,HPIH & SD,NORTH WEST LONDON HOSPITALS NHS TRUST,I0128704,31484.82,
Department of Health,Department of Health,08-Aug-11,Mobile Phones,Informatics,VODAFONE CORPORATE LTD,13402520,48579.54,
Department of Health,Department of Health,08/08/2011,Secondees in invoiced costs,HPIH & SD,KNOWSLEY METROPOLITAN BOROUGH COUNCIL,SD2160418,65989.2,
Department of Health,Department of Health,08-Aug-11,Legal / Prof Fees,Informatics,DLA PIPER UK LLP,13417697,171352,
Department of Health,Department of Health,08/08/2011,Service charge,INFORMATICS,CSC COMPUTER SCIENCES LTD,5201244984,195566.4,
Department of Health,Department of Health,08/08/2011,Service charge,INFORMATICS,CSC COMPUTER SCIENCES LTD,5201244995,269617.38,
Department of Health,Department of Health,08/08/2011,Service charge,INFORMATICS,CSC COMPUTER SCIENCES LTD,5201244985,790433.71,
Department of Health,Department of Health,08/08/2011,Service charge,INFORMATICS,CSC COMPUTER SCIENCES LTD,5201244983,871988.57,
Department of Health,Department of Health,08/08/2011,Additions FT Financing Facility Loans,NHS FC,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,HAFS-11235,"1,120,000",
Department of Health,Department of Health,08/08/2011,Service charge,INFORMATICS,CSC COMPUTER SCIENCES LTD,5201245111,1418725.85,
Department of Health,Department of Health,08/08/2011,Additions FT Financing Facility Loans,NHS FC,BOLTON NHS FOUNDATION TRUST,HAFS-11234,"1,481,000",
Department of Health,Department of Health,08/08/2011,Outsourcing Contract,WORKFORCE,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,S0000113,4500000,
Department of Health,Department of Health,09/08/2011,Research & development,Research and Development,VERAZ LTD,SBRI-2008,23873.26,
Department of Health,Department of Health,09/08/2011,Printing,COMMUNICATIONS,PROMOTIONAL LOGISTICS LTD,IN310973,29090.01,
Department of Health,Department of Health,09/08/2011,Research & development,Research and Development,VERAZ LTD,SBRI-2007,31618.92,
Department of Health,Department of Health,09/08/2011,Printing,CDD CORPORATE DEVELOPMENT,XEROX BUSINESS SERVICES,900080233,37415.41,
Department of Health,Department of Health,09/08/2011,Service charge,INFORMATICS,BT GROUP PLC,274392,54972.16,
Department of Health,Department of Health,09/08/2011,Outsourcing Contract,COMMUNICATIONS,CENTRAL OFFICE OF INFORMATION (COI),735860,76000,
Department of Health,Department of Health,09/08/2011,Printing,COMMUNICATIONS,PROMOTIONAL LOGISTICS LTD,IN310972,100449.5,
Department of Health,Department of Health,09/08/2011,Publicity & advertising,COMMUNICATIONS,CENTRAL OFFICE OF INFORMATION (COI),735863,179997,
Department of Health,Department of Health,09/08/2011,Addition Clearing - SW LIC,INFORMATICS,BT GROUP PLC,CHAPS9/8/11,307919.15,
Department of Health,Department of Health,09/08/2011,Service charge,INFORMATICS,BT GROUP PLC,CHAPS9/8/11,387338.55,
Department of Health,Department of Health,09/08/2011,Service charge,INFORMATICS,BT GROUP PLC,274392,9458719.59,
Department of Health,Department of Health,10/08/2011,Grants to non profit institutions (CUR),SOCIAL CARE,THE BRITISH ALLERGY FOUNDATION,ERS-438678-50481,25000,
Department of Health,Department of Health,10/08/2011,Secondees in invoiced costs,HPIH & SD,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,720699,25691.88,
Department of Health,Department of Health,10/08/2011,Contactor/ Staff Subsitution,NHS Improvement and Efficiency,BADENOCH AND CLARK LTD,4096918,26514,
Department of Health,Department of Health,10-Aug-11,Staff Consultancy & Suppt,Informatics,CAPGEMINI UK PLC,13410614,26984.29,
Department of Health,Department of Health,10/08/2011,Outsourcing Contract,NHS MEDICAL DIRECTOR,OFFICE FOR NATIONAL STATISTICS (ONS),1021782,27703.1,
Department of Health,Department of Health,10/08/2011,Contactor/ Staff Subsitution,CDD CORPORATE DEVELOPMENT,FOXLANE ASSOCIATES LTD,01.11-12,51797.52,
Department of Health,Department of Health,10-Aug-11,Hardware & Crockery,Informatics,PROBRAND LTD,13429471,53307.91,
Department of Health,Department of Health,10-Aug-11,Staff Consultancy & Suppt,Informatics,CAPGEMINI UK PLC,13410614,58267,
Department of Health,Department of Health,10/08/2011,Secondees in invoiced costs,INFORMATICS,OXFORD RADCLIFFE HOSPITAL NHS TRUST,8130296,100913.09,
Department of Health,Department of Health,10/08/2011,Building repairs & maintenance,NHS FINANCE PERFORMANCE & OPERATIONS,DONINGTON INVESTMENTS LTD,5442,116087.6,
Department of Health,Department of Health,10-Aug-11,Legal / Prof Fees,Informatics,MILBANK TWEED HADLEY & MCCLOY LLP,13409762,116879.25,
Department of Health,Department of Health,10-Aug-11,Computer Maintenance,Informatics,IDENTITY & PASSPORT SERVICE,13402590,138750,
Department of Health,Department of Health,10/08/2011,Outsourcing Contract,NHS MEDICAL DIRECTOR,OFFICE FOR NATIONAL STATISTICS (ONS),1021782,185117.05,
Department of Health,Department of Health,10-Aug-11,External Consultancy Fees,Informatics,QI CONSULTING,13391108,260238.5,
Department of Health,Department of Health,10/08/2011,Arm Length Bodies-Revenue Subsidy,HPIH & SD,MEDICINES AND HEALTHCARE PRODUCTS REGULATORY AGENCY (MHRA),1358812,1000000,
Department of Health,Departmeent of Health,10/08/2011,Provisions cash payment,WORKFORCE,NHS INJURY BENEFITS SCHEME,ERS-438708-50501,4189803.73,
Department of Health,Department of Health,11/08/2011,Contactor/ Staff Subsitution,CDD CORPORATE DEVELOPMENT,GRANT THORNTON LTD,6548263,171,
Department of Health,Department of Health,11/08/2011,Contactor/ Staff Subsitution,CDD CORPORATE DEVELOPMENT,GRANT THORNTON LTD,6548263,252,
Department of Health,Department of Health,11/08/2011,Contactor/ Staff Subsitution,CDD CORPORATE DEVELOPMENT,GRANT THORNTON LTD,6548263,420,
Department of Health,Department of Health,11/08/2011,Contactor/ Staff Subsitution,CDD CORPORATE DEVELOPMENT,GRANT THORNTON LTD,6548263,450,
Department of Health,Department of Health,11/08/2011,Contactor/ Staff Subsitution,CDD CORPORATE DEVELOPMENT,GRANT THORNTON LTD,6548263,456,
Department of Health,Department of Health,11/08/2011,Contactor/ Staff Subsitution,CDD CORPORATE DEVELOPMENT,GRANT THORNTON LTD,6548263,570,
Department of Health,Department of Health,11/08/2011,Contactor/ Staff Subsitution,CDD CORPORATE DEVELOPMENT,GRANT THORNTON LTD,6548263,762,
Department of Health,Department of Health,11/08/2011,Contactor/ Staff Subsitution,CDD CORPORATE DEVELOPMENT,GRANT THORNTON LTD,6548263,778.51,
Department of Health,Department of Health,11/08/2011,Contactor/ Staff Subsitution,CDD CORPORATE DEVELOPMENT,GRANT THORNTON LTD,6548263,1122,
Department of Health,Department of Health,11/08/2011,Contactor/ Staff Subsitution,CDD CORPORATE DEVELOPMENT,GRANT THORNTON LTD,6548263,1479,
Department of Health,Department of Health,11/08/2011,Contactor/ Staff Subsitution,CDD CORPORATE DEVELOPMENT,GRANT THORNTON LTD,6548263,1743,
Department of Health,Department of Health,11/08/2011,Contactor/ Staff Subsitution,CDD CORPORATE DEVELOPMENT,GRANT THORNTON LTD,6548263,1793.65,
Department of Health,Department of Health,11/08/2011,Contactor/ Staff Subsitution,CDD CORPORATE DEVELOPMENT,GRANT THORNTON LTD,6548263,2043,
Department of Health,Department of Health,11/08/2011,Contactor/ Staff Subsitution,CDD CORPORATE DEVELOPMENT,GRANT THORNTON LTD,6548263,2531.86,
Department of Health,Department of Health,11/08/2011,Contactor/ Staff Subsitution,CDD CORPORATE DEVELOPMENT,GRANT THORNTON LTD,6548263,3024,
Department of Health,Department of Health,11/08/2011,Contactor/ Staff Subsitution,CDD CORPORATE DEVELOPMENT,GRANT THORNTON LTD,6548263,3075.72,
Department of Health,Department of Health,11-Aug-11,External Consultancy Fees,Informatics,CAPGEMINI UK PLC,13424062,3102.98,
Department of Health,Department of Health,11/08/2011,Contactor/ Staff Subsitution,CDD CORPORATE DEVELOPMENT,GRANT THORNTON LTD,6548263,3600,
Department of Health,Department of Health,11/08/2011,Contactor/ Staff Subsitution,CDD CORPORATE DEVELOPMENT,GRANT THORNTON LTD,6548263,3765,
Department of Health,Department of Health,11/08/2011,Contactor/ Staff Subsitution,CDD CORPORATE DEVELOPMENT,GRANT THORNTON LTD,6548263,4553.36,
Department of Health,Department of Health,11/08/2011,Contactor/ Staff Subsitution,CDD CORPORATE DEVELOPMENT,GRANT THORNTON LTD,6548263,13124.28,
Department of Health,Department of Health,11-Aug-11,Staff Consultancy & Suppt,Informatics,CAPGEMINI UK PLC,13424062,21400,
Department of Health,Department of Health,11/08/2011,Utilities,CDD CORPORATE DEVELOPMENT,SCOTTISH AND SOUTHERN ENERGY PLC,191304511/0052,39262.78,
Department of Health,Department of Health,11/08/2011,Travel & subsistence staff,CDD CORPORATE DEVELOPMENT,EXPOTEL HOTEL RESERVATIONS LTD,735915,39688.58,
Department of Health,Department of Health,11/08/2011,Outsourcing Contract,HPIH & SD,EDINBURGH UNIVERSITY OF,Z0020627,43299,
Department of Health,Department of Health,11/08/2011,Outsourcing Contract,WORKFORCE,PUBLIC CONCERN AT WORK,27037,48017.24,
Department of Health,Department of Health,11/08/2011,Printing,COMMUNICATIONS,CENTRAL OFFICE OF INFORMATION (COI),735899,50022,
Department of Health,Department of Health,11/08/2011,Professional fees,COMMISSIONING,ERNST AND YOUNG LLP,GB10300002972,51083,
Department of Health,Department of Health,11/08/2011,Travel & subsistence staff,CDD CORPORATE DEVELOPMENT,EXPOTEL HOTEL RESERVATIONS LTD,735689,56806.35,
Department of Health,Department of Health,11/08/2011,Service charge,INFORMATICS,ATOS ORIGIN IT SERVICES UK LTD,5584086491,57789.29,
Department of Health,Department of Health,11/08/2011,Publicity & advertising,COMMUNICATIONS,CENTRAL OFFICE OF INFORMATION (COI),735892,176208,
Department of Health,Department of Health,11/08/2011,Outsourcing Contract,"PSF POLICY, STRATEGY & FINANCE",INHEALTH LTD,95,"£312,500.00",
Department of Health,Department of Health,11/08/2011,Outsourcing Contract,"PSF POLICY, STRATEGY & FINANCE",PARTNERSHIP HEALTH GROUP LTD,25788429,"£666,495.50",
Department of Health,Department of Health,11/08/2011,Outsourcing Contract,"PSF POLICY, STRATEGY & FINANCE",RAMSAY HEALTH CARE UK OPERATIONS LTD T/AS EUXTON HALL HOSPITAL,56,"£1,016,859.06",
