Department family,Entity,Date,Expense Type,Expense area,Supplier,Transation number,Amount,Narrative
Department for Culture Media and Sport,Department for Culture Media and Sport,24/06/2011,Grant-in-Aid (DCMS NDPBs),GIA Architecture+Heritage,Comm.for Architecture & the Built Envir.,0030022794,"50,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/08/2011,Grant-in-Aid (DCMS NDPBs),GIA Architecture+Heritage,Comm.for Architecture & the Built Envir.,0030022950,"187,530.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/09/2011,Grant-in-Aid (DCMS NDPBs),GIA Architecture+Heritage,Comm.for Architecture & the Built Envir.,0030023380,"200,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,30/03/2012,Publicity,GOE Admin Costs,Creative Choice,0030025847,"26,000.00",Disability Sports Summit - Creative Choice Commission
Department for Culture Media and Sport,Department for Culture Media and Sport,21/12/2011,Current Grants Private Sector,LPW Programme Costs,Croix Rouge Farm Memorial Foundation,0030024734,"44,190.00",Croix Rouge Memorial - construction & sculpting
Department for Culture Media and Sport,Department for Culture Media and Sport,22/06/2011,Office Accommodation Rent,Estates & Property Services,Cushman & Wakefield,0030022574,"190,620.00",Rent
Department for Culture Media and Sport,Department for Culture Media and Sport,23/09/2011,Office Accommodation Rent,Estates & Property Services,Cushman & Wakefield,0030023445,"190,620.00",Rent
Department for Culture Media and Sport,Department for Culture Media and Sport,21/12/2011,Office Accommodation Rent,Estates & Property Services,Cushman & Wakefield,0030024563,"190,620.00",Rent
Department for Culture Media and Sport,Department for Culture Media and Sport,21/03/2012,Office Accommodation Rent,Estates & Property Services,Cushman & Wakefield,0030025532,"190,620.00",Rent
Department for Culture Media and Sport,Department for Culture Media and Sport,13/04/2011,Grant to OGD (Resource),DCMS contribution toPFI grants,Dept for Communities & Local Govt,0030022043,"1,538,516.58",PFI Project Grant (Area Based Contribution)
Department for Culture Media and Sport,Department for Culture Media and Sport,06/05/2011,Grant to OGD (Resource),DCMS contribution toPFI grants,Dept for Communities & Local Govt,0030022242,"1,538,516.58",PFI Project Grant (Area Based Contribution)
Department for Culture Media and Sport,Department for Culture Media and Sport,12/05/2011,Grant to OGD (Resource),DCMS contribution toPFI grants,Dept for Communities & Local Govt,0030022284,"1,538,516.58",PFI Project Grant (Area Based Contribution)
Department for Culture Media and Sport,Department for Culture Media and Sport,10/06/2011,Grant to OGD (Resource),DCMS contribution toPFI grants,Dept for Communities & Local Govt,0030022548,"1,538,516.58",PFI Project Grant (Area Based Contribution)
Department for Culture Media and Sport,Department for Culture Media and Sport,13/09/2011,Grant to OGD (Resource),DCMS contribution toPFI grants,Dept for Communities & Local Govt,0030023465,"4,615,550.00",PFI Project Grant (Area Based Contribution)
Department for Culture Media and Sport,Department for Culture Media and Sport,13/12/2011,Grant to OGD (Resource),DCMS contribution toPFI grants,Dept for Communities & Local Govt,0030024608,"4,615,550.00",PFI Project Grant (Area Based Contribution)
Department for Culture Media and Sport,Department for Culture Media and Sport,19/03/2012,Grant to OGD (Resource),DCMS contribution toPFI grants,Dept for Communities & Local Govt,0030025656,"6,363,441.26",PFI Project Grant (Area Based Contribution)
Department for Culture Media and Sport,Department for Culture Media and Sport,19/04/2011,Internal Audit Service CLG fee,Director of Finance,Dept for Communities & Local Govt,0030022083,"43,224.85",Internal Audit Service Charges
Department for Culture Media and Sport,Department for Culture Media and Sport,16/08/2011,Internal Audit Service CLG fee,Director of Finance,Dept for Communities & Local Govt,0030023295,"31,844.90",Internal Audit Service Charges
Department for Culture Media and Sport,Department for Culture Media and Sport,11/11/2011,Internal Audit Service CLG fee,Director of Finance,Dept for Communities & Local Govt,0030024115,"33,859.40",Internal Audit Service Charges
Department for Culture Media and Sport,Department for Culture Media and Sport,14/02/2012,Internal Audit Service CLG fee,Director of Finance,Dept for Communities & Local Govt,0030025244,"31,979.20",Internal Audit Service Charges
Department for Culture Media and Sport,Department for Culture Media and Sport,14/07/2011,Grant to OGD (Resource),GIA Architecture+Heritage,Dept for Communities & Local Govt,0030022986,"2,000,000.00",Contribution towards closure costs of Commission for Architecture and the Built Environment
Department for Culture Media and Sport,Department for Culture Media and Sport,12/01/2012,Reimbursement of Agreed Costs,GOE managed programme costs,Dept for Culture Arts & Leisure,0030024920,"30,000.00",NI Inspire Programme
Department for Culture Media and Sport,Department for Culture Media and Sport,14/02/2012,Current Grants Private Sector,Spectrum + Broadband prog cost,Disabled Living Foundation,0030025281,"27,350.00",One Stop Shop Grant
Department for Culture Media and Sport,Department for Culture Media and Sport,24/05/2011,VAT Recoverable Business Activ,Misc Balance Sheet,E C Harris LLP,0030022458,"6,536.20",VAT re Ceremonial Services 
Department for Culture Media and Sport,Department for Culture Media and Sport,07/06/2011,VAT Recoverable Business Activ,Misc Balance Sheet,E C Harris LLP,0030022529,"24,616.68",VAT re Ceremonial Services 
Department for Culture Media and Sport,Department for Culture Media and Sport,24/05/2011,Works Manager Fees,State Ceremonials Prog Costs,E C Harris LLP,0030022458,"32,681.00",Ceremonial Services 
Department for Culture Media and Sport,Department for Culture Media and Sport,07/06/2011,Works Manager Fees,State Ceremonials Prog Costs,E C Harris LLP,0030022529,"123,083.41",Ceremonial Services 
Department for Culture Media and Sport,Department for Culture Media and Sport,21/04/2011,Research,Digital Switchover Programme,eaga plc Switchover Help Scheme,0030021950,"66,444.10",Charges
Department for Culture Media and Sport,Department for Culture Media and Sport,21/04/2011,VAT Recoverable Business Activ,Misc Balance Sheet,eaga plc Switchover Help Scheme,0030021950,"13,288.82",Charges
Department for Culture Media and Sport,Department for Culture Media and Sport,16/01/2012,Reimbursement of Agreed Costs,GOE managed programme costs,East Midlands Development Agency,0030024948,"50,000.00",Olympics 
Department for Culture Media and Sport,Department for Culture Media and Sport,17/02/2012,Reimbursement of Agreed Costs,GOE managed programme costs,EEDA,0030025350,"50,000.00",Olympics 
Department for Culture Media and Sport,Department for Culture Media and Sport,22/03/2012,Learning & Development,Central Learning & Development,Eliesha Training Ltd,0030025694,"44,955.00",Training Provider 
Department for Culture Media and Sport,Department for Culture Media and Sport,01/04/2011,Grant-in-Aid (DCMS NDPBs),GIA Architecture+Heritage,English Heritage,0030021828,"12,000,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,03/05/2011,Grant-in-Aid (DCMS NDPBs),GIA Architecture+Heritage,English Heritage,0030022185,"11,000,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/06/2011,Grant-in-Aid (DCMS NDPBs),GIA Architecture+Heritage,English Heritage,0030022478,"9,000,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/07/2011,Grant-in-Aid (DCMS NDPBs),GIA Architecture+Heritage,English Heritage,0030022788,"8,000,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/08/2011,Grant-in-Aid (DCMS NDPBs),GIA Architecture+Heritage,English Heritage,0030023093,"8,000,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,03/10/2011,Grant-in-Aid (DCMS NDPBs),GIA Architecture+Heritage,English Heritage,0030023681,"10,000,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/11/2011,Grant-in-Aid (DCMS NDPBs),GIA Architecture+Heritage,English Heritage,0030024058,"10,000,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,05/01/2012,Grant-in-Aid (DCMS NDPBs),GIA Architecture+Heritage,English Heritage,0030024802,"15,000,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,03/02/2012,Grant-in-Aid (DCMS NDPBs),GIA Architecture+Heritage,English Heritage,0030025026,"18,000,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,14/04/2011,Oth Professional Services Prog,Asset sale,Ernst & Young LLP,0030022031,"341,300.00",Advice on asset sale
Department for Culture Media and Sport,Department for Culture Media and Sport,21/06/2011,Oth Professional Services Prog,Asset sale,Ernst & Young LLP,0030022685,"318,600.00",Advice on asset sale
Department for Culture Media and Sport,Department for Culture Media and Sport,21/06/2011,Oth Professional Services Prog,Asset sale,Ernst & Young LLP,0030022686,"46,481.10",Advice on asset sale
Department for Culture Media and Sport,Department for Culture Media and Sport,25/07/2011,Oth Professional Services Prog,Asset sale,Ernst & Young LLP,0030023059,"125,000.00",Advice on asset sale
Department for Culture Media and Sport,Department for Culture Media and Sport,02/09/2011,Oth Professional Services Prog,Asset sale,Ernst & Young LLP,0030023495,"77,740.71",Advice on asset sale
Department for Culture Media and Sport,Department for Culture Media and Sport,22/12/2011,Oth Professional Services Prog,Asset sale,Ernst & Young LLP,0030024758,"154,352.07",Advice on asset sale
Department for Culture Media and Sport,Department for Culture Media and Sport,05/07/2011,International Subscriptions,Media - Programme Costs,European Audiovisual Observatory,0030022816,"154,601.95",Contribution to European Audio Visual Observatory 2011
Department for Culture Media and Sport,Department for Culture Media and Sport,24/01/2012,International Subscriptions,Media - Programme Costs,European Audiovisual Observatory,0030024995,"71,725.50",Contribution to European Audio Visual Observatory 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,07/09/2011,Research,EAU Policy Research + Eval,Frontier Economics Ltd,0030023546,"34,680.00",Contribution of the Communication Sector to Growth Project
Department for Culture Media and Sport,Department for Culture Media and Sport,26/03/2012,Payments under GIS Indemnity,Museums+Cultural PropertyProgs,Fundacio Joan Miro,0030025756,"208,313.00",Government Indemnity Scheme
Department for Culture Media and Sport,Department for Culture Media and Sport,01/04/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Geffrye Museum,0030021791,"253,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,03/05/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Geffrye Museum,0030022201,"155,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/06/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Geffrye Museum,0030022417,"150,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/07/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Geffrye Museum,0030022744,"124,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/08/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Geffrye Museum,0030022992,"124,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/09/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Geffrye Museum,0030023242,"124,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,03/10/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Geffrye Museum,0030023632,"124,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/11/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Geffrye Museum,0030023962,"124,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/12/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Geffrye Museum,0030024302,"124,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,03/01/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Geffrye Museum,0030024685,"124,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/02/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Geffrye Museum,0030025003,"124,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/03/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Geffrye Museum,0030025313,"124,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,11/05/2011,Other Telephone Charges,Information Services,Government Procurement Services,0030022297,"51,280.92",Telephone charges
Department for Culture Media and Sport,Department for Culture Media and Sport,08/08/2011,Other Telephone Charges,Information Services,Government Procurement Services,0030023235,"51,505.04",Telephone charges
Department for Culture Media and Sport,Department for Culture Media and Sport,08/11/2011,Other Telephone Charges,Information Services,Government Procurement Services,0030024188,"50,590.09",Telephone charges
Department for Culture Media and Sport,Department for Culture Media and Sport,04/04/2011,Research,EAU Policy Research + Eval,Grant Thornton UK LLP,0030021857,"60,000.00",Impact & Legacy of London 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,01/04/2011,Research,EAU Policy Research + Eval,Grant Thornton UK LLP,0030021860,"25,000.00",Impact & Legacy of London 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,01/04/2011,Research,EAU Policy Research + Eval,Grant Thornton UK LLP,0030021862,"30,000.00",Impact & Legacy of London 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,01/04/2011,Research,EAU Policy Research + Eval,Grant Thornton UK LLP,0030021863,"40,000.00",Impact & Legacy of London 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,30/09/2011,Research,EAU Policy Research + Eval,Grant Thornton UK LLP,0030023772,"50,000.00",Impact & Legacy of London 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,05/01/2012,Research,EAU Policy Research + Eval,Grant Thornton UK LLP,0030024825,"50,000.00",Impact & Legacy of London 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,05/01/2012,Research,EAU Policy Research + Eval,Grant Thornton UK LLP,0030024828,"50,000.00",Impact & Legacy of London 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,29/03/2012,Research,EAU Policy Research + Eval,Grant Thornton UK LLP,0030025774,"35,000.00",Impact & Legacy of London 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,29/03/2012,Research,EAU Policy Research + Eval,Grant Thornton UK LLP,0030025779,"25,000.00",Impact & Legacy of London 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,29/03/2012,Research,EAU Policy Research + Eval,Grant Thornton UK LLP,0030025780,"27,000.00",Impact & Legacy of London 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,25/11/2011,Digital Preservation Fund,GOE Admin Costs,Greater London Authority (LDA Tourism),0030024444,"36,729.00",Funding for Commission for Sustainable London 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,21/09/2011,VAT Recoverable Business Activ,Misc Balance Sheet,Greater London Authority (LDA Tourism),0030023688,"175,534.39",Event Management Cost
Department for Culture Media and Sport,Department for Culture Media and Sport,21/09/2011,Ceremonials - Other Costs,State Ceremonials Prog Costs,Greater London Authority (LDA Tourism),0030023688,"877,671.96",Event Management Cost
Department for Culture Media and Sport,Department for Culture Media and Sport,11/10/2011,Current Grants Private Sector,GIA Architecture+Heritage,Greenwich Foundation for the RN College,0030023864,"694,000.00",Grant for preservation of heritage site
Department for Culture Media and Sport,Department for Culture Media and Sport,19/04/2011,Grant-in-Aid (DCMS NDPBs),Mus+Libs-Other Programme Spend,Greenwich Foundation for the RN College,0030022109,"694,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,08/03/2012,Management Consultants,Broadband Delivery UK (Admin),Herefordshire County Council,0030025499,"91,431.09",Grant Contribution re Borders Broadband Team
Department for Culture Media and Sport,Department for Culture Media and Sport,17/10/2011,Grant to OGD (Resource),GOE managed programme costs,Home Office ,0030023952,"5,250,000.00",GOE Contribution 
Department for Culture Media and Sport,Department for Culture Media and Sport,14/12/2011,Grant to OGD (Resource),GOE managed programme costs,Home Office ,0030024657,"2,625,000.00",GOE Contribution 
Department for Culture Media and Sport,Department for Culture Media and Sport,22/12/2011,Grant to OGD (Resource),GOE managed programme costs,Home Office ,0030024766,"1,350,000.00",GOE Contribution 
Department for Culture Media and Sport,Department for Culture Media and Sport,28/03/2012,Grant to OGD (Resource),GOE managed programme costs,Home Office ,0030025801,"4,571,000.00",GOE Contribution 
Department for Culture Media and Sport,Department for Culture Media and Sport,25/07/2011,Grant to OGD (Resource),Other Sports Support(excl ISB),Home Office ,0030023089,"300,000.00",DCMS  Contribution - to the work of the Hillsborough Panel
Department for Culture Media and Sport,Department for Culture Media and Sport,01/04/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Horniman Museum,0030021790,"325,667.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,03/05/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Horniman Museum,0030022197,"311,666.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/06/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Horniman Museum,0030022456,"334,304.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/07/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Horniman Museum,0030022743,"324,667.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/08/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Horniman Museum,0030022988,"324,668.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/09/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Horniman Museum,0030023363,"374,629.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,03/10/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Horniman Museum,0030023605,"369,400.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/11/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Horniman Museum,0030023988,"383,300.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/12/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Horniman Museum,0030024350,"413,454.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,03/01/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Horniman Museum,0030024689,"343,973.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/02/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Horniman Museum,0030025002,"333,300.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/03/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Horniman Museum,0030025328,"545,972.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,24/01/2012,Research,Spectrum + Broadband prog cost,IDATE,0030024962,"34,500.00",Study - FTTP Assessment for the UK
Department for Culture Media and Sport,Department for Culture Media and Sport,13/10/2011,Current Grants Private Sector,GOE managed programme costs,II Foundation,0030023920,"1,550,000.00",DCMS - IIF Funding Agreement
Department for Culture Media and Sport,Department for Culture Media and Sport,17/11/2011,Current Grants Private Sector,GOE managed programme costs,II Foundation,0030024340,"2,500,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,19/04/2011,Grant-in-Aid (DCMS NDPBs),GIA Mus Libs Archives x-sector,Imperial War Museum,0030022115,"130,877.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/04/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Imperial War Museum,0030021853,"2,086,834.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,03/05/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Imperial War Museum,0030022132,"2,262,434.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/06/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Imperial War Museum,0030022450,"2,020,033.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/07/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Imperial War Museum,0030022748,"2,004,833.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/08/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Imperial War Museum,0030023036,"2,020,033.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/09/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Imperial War Museum,0030023336,"1,789,634.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,03/10/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Imperial War Museum,0030023668,"1,789,634.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/11/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Imperial War Museum,0030023956,"1,620,034.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/12/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Imperial War Museum,0030024300,"1,559,234.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,03/01/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Imperial War Museum,0030024709,"1,559,233.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/02/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Imperial War Museum,0030025038,"1,616,834.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,25/07/2011,IT Consultancy,Information Services,Information Processing Ltd,0030023070,"48,799.56",DCMS IT Security Compliance Audit
Department for Culture Media and Sport,Department for Culture Media and Sport,01/09/2011,Current Grants Private Sector,Spectrum + Broadband prog cost,Intellect,0030023471,"60,000.00",Broadband Stakeholder Funding
Department for Culture Media and Sport,Department for Culture Media and Sport,13/05/2011,Payments to Crown Dependencies,DSO Underspend: BIS programmes,Isle of Man Comms Commission,0030022334,"318,041.00",Broadband Delivery UK Programme
Department for Culture Media and Sport,Department for Culture Media and Sport,02/02/2012,Management Consultants,Broadband Delivery UK (Admin),KPMG LLP,0030025169,"236,780.00",Broadband Delivery UK Programme
Department for Culture Media and Sport,Department for Culture Media and Sport,12/01/2012,Management Consultants,Broadband Delivery UK (Admin),KPMG LLP,0030025388,"248,197.60",Broadband Delivery UK Programme
Department for Culture Media and Sport,Department for Culture Media and Sport,27/03/2012,Management Consultants,Broadband Delivery UK (Admin),KPMG LLP,0030025735,"296,670.18",Broadband Delivery UK Programme
Department for Culture Media and Sport,Department for Culture Media and Sport,27/03/2012,Management Consultants,Broadband Delivery UK (Admin),KPMG LLP,0030025737,"186,687.00",Broadband Delivery UK Programme
Department for Culture Media and Sport,Department for Culture Media and Sport,12/07/2011,Temp staff Interim managers,Broadband Delivery UK (Admin),KPMG LLP,0030022932,"76,938.78",Broadband Delivery UK Programme
Department for Culture Media and Sport,Department for Culture Media and Sport,25/07/2011,Temp staff Interim managers,Broadband Delivery UK (Admin),KPMG LLP,0030023090,"102,907.50",Broadband Delivery UK Programme
Department for Culture Media and Sport,Department for Culture Media and Sport,24/08/2011,Temp staff Interim managers,Broadband Delivery UK (Admin),KPMG LLP,0030023429,"196,350.00",Broadband Delivery UK Programme
Department for Culture Media and Sport,Department for Culture Media and Sport,24/08/2011,Temp staff Interim managers,Broadband Delivery UK (Admin),KPMG LLP,0030023430,"140,630.40",Broadband Delivery UK Programme
Department for Culture Media and Sport,Department for Culture Media and Sport,06/10/2011,Temp staff Interim managers,Broadband Delivery UK (Admin),KPMG LLP,0030023777,"240,595.80",Broadband Delivery UK Programme
Department for Culture Media and Sport,Department for Culture Media and Sport,07/12/2011,Temp staff Interim managers,Broadband Delivery UK (Admin),KPMG LLP,0030024548,"210,474.00",Broadband Delivery UK Programme
Department for Culture Media and Sport,Department for Culture Media and Sport,07/12/2011,Temp staff Interim managers,Broadband Delivery UK (Admin),KPMG LLP,0030024549,"211,733.46",Broadband Delivery UK Programme
Department for Culture Media and Sport,Department for Culture Media and Sport,28/07/2011,Management Consultants,GOE Admin Costs,KPMG LLP,0030023122,"99,516.00",Olympics Games Readiness ans Strategic Risk Assessment
Department for Culture Media and Sport,Department for Culture Media and Sport,03/08/2011,Oth Professional Services Prog,Asset sale,Lazard & Co Limited,0030023189,"1,699,344.47",Costs in relation to sale of asset
Department for Culture Media and Sport,Department for Culture Media and Sport,22/06/2011,Office Accommodation Rent,Estates & Property Services,Lazari Investments Ltd,0030022446,"163,750.00",Rent
Department for Culture Media and Sport,Department for Culture Media and Sport,27/09/2011,Office Accommodation Rent,Estates & Property Services,Lazari Investments Ltd,0030023115,"196,500.00",Rent
Department for Culture Media and Sport,Department for Culture Media and Sport,21/12/2011,Office Accommodation Rent,Estates & Property Services,Lazari Investments Ltd,0030024179,"196,500.00",Rent
Department for Culture Media and Sport,Department for Culture Media and Sport,28/02/2012,Office Accommodation Rent,Estates & Property Services,Lazari Investments Ltd,0030025441,"196,500.00",Rent
Department for Culture Media and Sport,Department for Culture Media and Sport,12/04/2011,Finance & Accounting Services,Finance & Planning,Liberata UK Ltd,0030021940,"21,866.30",DCMS - Accounting Services
Department for Culture Media and Sport,Department for Culture Media and Sport,12/05/2011,Finance & Accounting Services,Finance & Planning,Liberata UK Ltd,0030022288,"21,746.17",DCMS - Accounting Services
Department for Culture Media and Sport,Department for Culture Media and Sport,04/07/2011,Finance & Accounting Services,Finance & Planning,Liberata UK Ltd,0030022862,"21,330.75",DCMS - Accounting Services
Department for Culture Media and Sport,Department for Culture Media and Sport,06/07/2011,Finance & Accounting Services,Finance & Planning,Liberata UK Ltd,0030022878,"21,649.28",DCMS - Accounting Services
Department for Culture Media and Sport,Department for Culture Media and Sport,05/08/2011,Finance & Accounting Services,Finance & Planning,Liberata UK Ltd,0030023230,"21,364.39",DCMS - Accounting Services
Department for Culture Media and Sport,Department for Culture Media and Sport,07/09/2011,Finance & Accounting Services,Finance & Planning,Liberata UK Ltd,0030023538,"23,534.60",DCMS - Accounting Services
