Departmental Family,Entity,Date,Expense Type,Expense Area,GL Division Discription,Supplier,Transaction Number, Amount ,PO Line Description,Supplier Site Postcode,Project code,Expenditure Type,Supplier Type,Contract Number
,,06/01/2017,Revenue Grants to non-profit institutions,Community Care,DD: PCLG,VOLUNTEERING MATTERS,ERS-567447-133281," 47,500 ",2016/011 SPP003 Volunteering Matters - Strategic Partner 16/17,N1 9NJ,,,VCS,
,,06/01/2017,Revenue Grants to non-profit institutions,Community Care,DD: PCLG,WOMEN'S RESOURCE CENTRE,ERS-567448-133301," 45,250 ",2016/011 SPP020 Women's Resource Centre - Strategic Partner 2016/17,N7 9DP,,,VCS,
,,06/01/2017,Revenue Grants to non-profit institutions,Community Care,DD: PCLG,DISABILITY RIGHTS UK,ERS-567449-133321," 45,250 ",2016/011 SPP021 Disability Rights - Strategic Partner 16/17,N1 6AH,,,VCS,
,,06/01/2017,Revenue Grants to non-profit institutions,Community Care,DD: PCLG,ASSOCIATION FOR YOUNG PEOPLES HEALTH AYPH,ERS-567450-133341," 45,250 ",2016/011 SPP022 Association for Young Peoples Health - Strategic Partner 2016/17,SE1 0EH,,,VCS,
,,06/01/2017,Revenue Grants to Other Bodies,Acute Care and Workforce,DD: WLF Dev Strategy,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),ERS-567453-133361," 14,000,000 ",2016/012 NHS Business Services Authority: project- Social Work Bursaries (SWB),NE1 6SN,,,PUBLIC,
,,09/01/2017,Additions NHS Trust Capital Investment Loans,Central Technical,DD: NHS FC,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,HAFS-22238," 1,646,000 ",,HA7 4LP,,,PUBLIC,
,,09/01/2017,Additions PDC Capital Support NHS T Permanent,Central Technical,DD: NHS FC,LEICESTERSHIRE PARTNERSHIP NHS TRUST,HAFS-22236," 500,000 ",,LE19 1SS,,,PUBLIC,
,,09/01/2017,Additions PDC Capital Support NHS T Permanent,Central Technical,DD: NHS FC,LEICESTERSHIRE PARTNERSHIP NHS TRUST,HAFS-22237," 60,000 ",,LE19 1SS,,,PUBLIC,
,,09/01/2017,Additions PDC Revenue Support NHS T Permanent,Central Technical,DD: NHS FC,SANDWELL & WEST BIRMINGHAM HOSPTIALS NHS TRUST,HAFS-22239," 4,867,000 ",,B18 7QH,,,PUBLIC,
,,10/01/2017,Outsourcing Contract,Finance and Group Operations,DD: Holding,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,E0044647," 11,490 ",3 year national clinical programme across 10 categories - March 15 to October 15 - (up to 8 month review gateway).,HA7 4LP,,,PUBLIC,
,,10/01/2017,Outsourcing Contract,Finance and Group Operations,DD: Holding,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,E0044647," 137,713 ",3 year national clinical programme across 10 categories - November 15 to February 17 - (up to 2 year review gateway).,HA7 4LP,,,PUBLIC,
,,10/01/2017,Building repairs & maintenance,Finance and Group Operations,DD: 39Victoria Street,Willmott Dixon Interiors Limited,083215," 40,536 ",39 Victoria Street (VS) - Pre Construction Costs,EC4A 4HJ,,,SME,
,,10/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,KLEIJNEN SYSTEMATIC REVIEWS LTD,A00875," 306,250 ",TARs,YO19 6FD,,,SME,
,,10/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,BMJ PUBLISHING GROUP LTD,I0079268," 218,750 ",TARs,WC1H 9JR,,,LARGE,
,,10/01/2017,Revenue Grants to non-profit institutions,Community Care,DD: Older People & Dementia,HOMELESS LINK,ERS-567503-133401," 25,000 ",2016/018 Homeless Link - Demetia Training for the Housing Sector,SE11 4AP,,,VCS,
,,11/01/2017,Professional fees,Finance and Group Operations,DD: Internal Audit,PRICEWATERHOUSECOOPERS LLP,1354661287," 81,772 ",DH ALB NHS BSA Internal Audit review work,E14 9SQ,,,LARGE,
,,11/01/2017,Outsourcing Contract,Finance and Group Operations,DD: Procurement Transformation,ROYAL CORNWALL HOSPITAL NHS TRUST,2428224," 590,816 ",Delivery of Phase 2 Scan4Safety (adoption of GS1 and PEPPOL standards) - Royal Cornwall,TR1 2XN,,,PUBLIC,
,,11/01/2017,Rates,Finance and Group Operations,DD: Holding Quarry House,DEPARTMENT FOR WORK AND PENSIONS (DWP),5029443," 109,460 ","QH - Business Rates FY2016-17 @ £130,402 (10 monthly payments).",FY5 3TA,,,PUBLIC,
,,11/01/2017,Rent of Land & Buildings (non-PFI operating lease),Finance and Group Operations,DD: Holding Quarry House,DEPARTMENT FOR WORK AND PENSIONS (DWP),5029443," 595,398 ","QH - Rent FUP FY2016-17 @ £605,805.50 monthly",FY5 3TA,,,PUBLIC,
,,11/01/2017,Utilities,Finance and Group Operations,DD: Holding Quarry House,DEPARTMENT FOR WORK AND PENSIONS (DWP),5029443," 2,946 ","QH - Water FY2016-17 @ £3,995. mthly",FY5 3TA,,,PUBLIC,
,,11/01/2017,Outsourcing Contract,Finance and Group Operations,DD: Holding Telecoms,ATOS IT SOLUTIONS AND SERVICES LTD,5584225050," 50,811 ",FY - 2016/17 -  IMS3 - Telephony - Managed Agency Service (MAS) - payment to 3rd party telephony suppliers,WS11 0JA,,,LARGE,
,,11/01/2017,Utilities,Finance and Group Operations,DD: Holding Wellington House,EDF ENERGY PLC,000002428744," 26,800 ","Wellington House - Electricity Charges from April 2016 - March 2017 @ £30,548 monthly",PL3 5XQ,,,LARGE,
,,11/01/2017,DH Support to Mergers,Central Technical,DD: Unassigned Cost Centres,THE ROYAL WOLVERHAMPTON NHS TRUST,0000199660," 84,000 ",Transaction costs,WV10 0QP,,,PUBLIC,
,,11/01/2017,DH Support to Mergers,Central Technical,DD: Unassigned Cost Centres,THE ROYAL WOLVERHAMPTON NHS TRUST,0000199660," 475,000 ",Stafford Transition and integration costs,WV10 0QP,,,PUBLIC,
,,11/01/2017,Outsourcing Contract,Community Care,DD: DG and support,HEALTH AND SOCIAL CARE INFORMATION CENTRE HSCIC,12673883," 96,172 ",HSCIC - Direct Commissions -  25 Office for National Data Guardian,LS1 6AE,,,PUBLIC,
,,11/01/2017,Policy Payments,Global and Public Health,DD: Health Science & Bioethics,HOMES AND COMMUNITIES AGENCY (HCA),S0013065," 828,438 ",Homelessness Change Funding for 2016/2017,NE11 0NA,,,PUBLIC,
,,11/01/2017,Outsourcing Contract,Global and Public Health,DD: Phys Act & Hlth in WL & Educn,NHS SUPPLY CHAIN,9047000062," 356,788 ",NHS Supply Chain - School Fruit Vegetable Scheme (SFVS) Distributor funding 2016/17 - 1st June 2016 to 31st March 2017,DE55 4QJ,,,PUBLIC,
,,11/01/2017,Outsourcing Contract,Global and Public Health,DD: Phys Act & Hlth in WL & Educn,NHS SUPPLY CHAIN,9047000063," 714,671 ",NHS Supply Chain - School Fruit Vegetable Scheme (SFVS) Distributor funding 2016/17 - 1st June 2016 to 31st March 2017,DE55 4QJ,,,PUBLIC,
,,11/01/2017,Outsourcing Contract,Global and Public Health,DD: Phys Act & Hlth in WL & Educn,SERCO LTD,91336194," 228,999 ",Serco Ltd - For services provided on the Healthy Start Issuing Unit (HSIU) - April 2014 to March 2017,RG27 9UY,,,LARGE,
,,11/01/2017,Outsourcing Contract,"Science, Research & Evidence",DD: Research Finance & Programmes,SOUTHAMPTON UNIVERSITY OF,44195334," 304,595 ",Unallocated,SO17 1BJ,,,PUBLIC,
,,11/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,UNIVERSITY COLLEGE LONDON UCL,1120976," 61,441 ",RDD Programme Support - Miscellaneous,WC1E 6BT,,,PUBLIC,
,,11/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,RAND EUROPE CIC,17086/10073-81," 30,047 ",PROJECTS,CB4 1YG,,,SME,
,,11/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-567568-133481," 66,425 ",Invention for Innovation,M13 0JR,,,PUBLIC,
,,11/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,ECONOMIC AND SOCIAL RESEARCH COUNCIL (ESRC),ESRC10789," 19,593 ",Dementia - ESRC/NIHR Initiative,SN2 1UJ,,,PUBLIC,
,,11/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,ECONOMIC AND SOCIAL RESEARCH COUNCIL (ESRC),ESRC10789," 653,113 ",Dementia - ESRC/NIHR Initiative,SN2 1UJ,,,PUBLIC,
,,11/01/2017,Professional fees,Community Care,DD: Forensic Mental Health,ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST,0000075259," 55,000 ",To exercise the section 12(2)/Approved Clinician Approvals Function in accordance with statutory instructions issued by Secretary of State for NHS England Midlands and East Panel 2- CPA no. 513790,DN4 8QN,,,PUBLIC,
,,11/01/2017,ENDPBs Admin Capital Grant in Aid,Community Care,DD: Older People & Dementia,HOMES AND COMMUNITIES AGENCY (HCA),S0013063," 2,137,736 ",HCA - CASSH Fund Capital Payments 16/17,NE11 0NA,,,PUBLIC,
,,11/01/2017,Revenue Grants to non-profit institutions,Community Care,DD: Older People & Dementia,ALZHEIMERS SOCIETY,ERS-567563-133461," 50,000 ",2016/020 Alzheimers Society - 16/17 Dementia Action Alliance,E1W 1LB,,,VCS,
,,12/01/2017,Building repairs & maintenance,Finance and Group Operations,DD: 39Victoria Street,Faithful and Gould,16033219," 53,614 ","39 Victoria Street - F&G Building Task Works 2,3,4 and 5",NW1 3AT,,,LARGE,
,,12/01/2017,Storage costs,Finance and Group Operations,DD: Holding DRO,IRON MOUNTAIN UK LTD,TB66066-TB66066," 25,189 ",File Storage and retrieval for EMD91,EH54 5DL,,,LARGE,
,,12/01/2017,Utilities,Finance and Group Operations,DD: Holding Richmond House,EDF ENERGY PLC,7567210000/000002450650," 28,005 ","Richmond House - Electricity Charges from April 2016 - March 2017 @ £21,667 monthly",PL3 5XQ,,,LARGE,
,,12/01/2017,Utilities,Finance and Group Operations,DD: Holding Richmond House,EDF ENERGY PLC,7567210000/000002450650,-0 ,,PL3 5XQ,,,LARGE,
,,12/01/2017,Utilities,Finance and Group Operations,DD: Holding Skipton House,EDF ENERGY PLC,8177210000/000002442603," 44,945 ","Skipton House - Electricity Charges from April 2016 - March 2017 @ £48,167 monthly",PL3 5XQ,,,LARGE,
,,12/01/2017,Outsourcing Contract,Finance and Group Operations,DD: Holding Telecoms,ATOS IT SOLUTIONS AND SERVICES LTD,5584225094," 20,974 ",PPR0182               - Managed Agency Service  From 1 Apr 2016 - 31 Mar 2017,WS11 0JA,,,LARGE,
,,12/01/2017,DH Support to Mergers,Central Technical,DD: Unassigned Cost Centres,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST.,0000483777," 4,979,583 ",Stafford transition and integration costs,ST4 7LN,,,PUBLIC,
,,12/01/2017,Storage costs,Community Care,"DD: Pricing, Prescription and Supply",KENT PHARMACEUTICALS LTD,9100048874," 53,547 ",,,,,SME,
,,12/01/2017,Provisions cash payment,Global and Public Health,DD: Infectious Diseases & Blood,SKIPTON FUND LTD,SF8/2016-17," 2,451,937 ",Skipton Fund - funding for 2016-17 UK additional payments,SW1H 0QS,,,VCS,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ERS-567577-133618," 197,926 ",CRFs - CRII,W12 0HS,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,LEEDS TEACHING HOSPITAL NHS TRUST,ERS-567578-133567," 112,276 ",Biomedical Units,LS9 7TF,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-567579-133502," 123,286 ",Biomedical Units,BS99 1YF,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,ERS-567580-133580," 160,114 ",Biomedical Units,UB9 6JH,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,ERS-567581-133581," 147,148 ",Biomedical Units,UB9 6JH,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-567582-133570," 127,791 ",Biomedical Units,B15 2PR,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST,ERS-567583-133561," 32,549 ",Research Capability Funding (STANDARD),L7 8XP,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,ERS-567585-133509," 34,200 ",Research Capability Funding (STANDARD),L12 2AP,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,THE ROYAL MARSDEN NHS FOUNDATION TRUST,ERS-567586-133558," 201,599 ",Research Capability Funding (STANDARD),SM2  5PT,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,SALFORD ROYAL NHS FOUNDATION TRUST,ERS-567587-133548," 98,363 ",Research Capability Funding (STANDARD),M6 8HD,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-567589-133532," 128,380 ",Research Capability Funding (STANDARD),S5 7AU,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,ERS-567591-133594," 333,748 ",Research Capability Funding (STANDARD),BR3 3BX,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-567592-133526," 134,719 ",Research Capability Funding (STANDARD),SO52 9AB,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-567593-133503," 134,609 ",Research Capability Funding (STANDARD),BS99 1YF,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST,ERS-567594-133524," 49,888 ",Research Capability Funding (STANDARD),NG3 6AA,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,ROYAL FREE LONDON NHS FOUNDATION TRUST,ERS-567596-133507," 45,824 ",Research Capability Funding (STANDARD),NW3 1QG,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-567597-133571," 194,429 ",Research Capability Funding (STANDARD),B15 2PR,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,UNIVERSITY HOSPITALS COVENTRY & WARWICKSHIRE NHS TRUST,ERS-567600-133542," 95,194 ",Research Capability Funding (STANDARD),CV2 2DX,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-567601-133602," 96,436 ",Research Capability Funding (STANDARD),LE5 4QF,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,THE WALTON CENTRE NHS FOUNDATION TRUST,ERS-567602-133514," 26,001 ",Research Capability Funding (STANDARD),L9 7LJ,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-567603-133609," 104,288 ",Biomedical Units,NG7 2UK,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-567604-133610," 121,090 ",Biomedical Units,NG7 2UK,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST,ERS-567605-133562," 109,384 ",Biomedical Units,L7 8XP,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-567606-133527," 121,910 ",Biomedical Units,SO52 9AB,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-567607-133528," 166,333 ",Bio-Medical Centres,SO52 9AB,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-567608-133598," 101,197 ",Research Capability Funding (STANDARD),M13 0JR,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,NORTH EAST LONDON NHS FOUNDATION TRUST,ERS-567609-133508," 41,010 ",Research Capability Funding (STANDARD),CM8 2TL,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-567611-133588," 455,941 ",Research Capability Funding (STANDARD),OX4 2PG,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-567612-133574," 423,674 ",Research Capability Funding (STANDARD),NW1 2BX,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,THE SOLENT NHS TRUST R1C,ERS-567614-133634," 39,896 ",Research Capability Funding (STANDARD),SO16 4XE,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-567615-133599," 84,083 ",Biomedical Units,M13 0JR,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-567616-133603," 83,333 ",Biomedical Units,LE5 4QF,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-567617-133604," 83,333 ",Biomedical Units,LE5 4QF,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-567618-133605," 135,163 ",Biomedical Units,LE5 4QF,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-567619-133504," 133,414 ",Biomedical Units,BS99 1YF,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-567620-133589," 166,667 ",Biomedical Units,OX4 2PG,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ERS-567621-133555," 492,587 ",Bio-Medical Centres,EC1V 2PD,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,ERS-567622-133553," 690,990 ",Bio-Medical Centres,WC1N 3JH,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-567623-133536," 1,018,611 ",Bio-Medical Centres,SE1 9RT,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-567624-133583," 373,776 ",Bio-Medical Centres,NE7 7DN,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-567624-133583," 83,333 ",Bio-Medical Centres,NE7 7DN,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-567625-133590," 1,705,558 ",Bio-Medical Centres,OX4 2PG,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,THE ROYAL MARSDEN NHS FOUNDATION TRUST,ERS-567626-133559," 8,538 ",Bio-Medical Centres,SM2  5PT,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,THE ROYAL MARSDEN NHS FOUNDATION TRUST,ERS-567626-133559," 1,024,729 ",Bio-Medical Centres,SM2  5PT,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ERS-567627-133619," 1,900,697 ",Bio-Medical Centres,W12 0HS,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,ERS-567628-133510," 36,364 ",CRFs - CRII,L12 2AP,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-567629-133572," 255,204 ",CRFs - CRII,B15 2PR,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,BRIGHTON & SUSSEX UNIVERSITY HOSPITALS NHS TRUST,ERS-567630-133613," 54,545 ",CRFs - CRII,BN2 3EW,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-567631-133516," 197,255 ",CRFs - CRII,CB2 2QQ,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-567632-133600," 100,000 ",CRFs - CRII,M13 0JR,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ERS-567633-133520," 104,333 ",CRFs - CRII,EX2 5DW,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-567634-133537," 102,604 ",CRFs - CRII,SE1 9RT,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ERS-567636-133556," 104,309 ",CRFs - CRII,EC1V 2PD,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-567637-133584," 72,727 ",CRFs - CRII,NE7 7DN,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-567638-133591," 67,969 ",CRFs - CRII,OX4 2PG,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,THE ROYAL MARSDEN NHS FOUNDATION TRUST,ERS-567639-133560," 53,615 ",CRFs - CRII,SM2  5PT,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-567640-133533," 79,389 ",CRFs - CRII,S5 7AU,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,ERS-567641-133595," 86,151 ",CRFs - CRII,BR3 3BX,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,ERS-567642-133547," 45,455 ",CRFs - CRII,M23 9LT,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-567643-133529," 168,076 ",CRFs - CRII,SO52 9AB,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,THE CHRISTIE NHS FOUNDATION TRUST,ERS-567644-133511," 81,818 ",CRFs - CRII,M20 4BX,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-567645-133575," 100,000 ",CRFs - CRII,NW1 2BX,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,NEWCASTLE UNIVERSITY,ERS-567646-133627," 79,936 ",HTA Commissioned Research,NE1 7RU,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,BARTS HEALTH NHS TRUST,ERS-567647-133635," 109,290 ",Biomedical Units,E1 8PR,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ERS-567648-133620," 129,920 ",Quality and Safety Research Centres,W12 0HS,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,OXFORD UNIVERSITY OF,ERS-567649-133628," 127,022 ",HTA Researcher Lead,OX1 2XN,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,NHS BRISTOL CCG 11H,ERS-567650-133641," 89,191 ",Research Capability Funding (STANDARD),BS1 3NX,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,NHS Cambridgeshire and Peterborough CCG 06H,ERS-567651-133639," 50,678 ",Research Capability Funding (STANDARD),CB2 8FH,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,NHS NORTH STAFFORDSHIRE CCG 05G,ERS-567652-133642," 27,986 ",Research Capability Funding (STANDARD),ST5 1QG,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,SALFORD ROYAL NHS FOUNDATION TRUST,ERS-567653-133549," 118,068 ",Quality and Safety Research Centres,M6 8HD,,,PUBLIC,
