Department,Entity,Date,Expense Type,Expense Area,Supplier ,Transaction Number,Amount,Description ,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,Vat Registration Num,,,
DEFRA,EA,28/07/2015,Construction,AN Capital WiP,Interserve Construction Ltd,1370654,204035.39,Programme of repairs and maintenance works to various fish passes and flood defence assets across the Anglian Region,UB8 2XL,,30142730,IMAN002372,Project,,,,
DEFRA,EA,01/07/2015,Construction,SW Capital WiP,VBA Joint Venture Ltd,1365032,196784.93,Wessex Reservoirs Tubbs Bottom improvements,EN11 9BX,,30398134,IMSW002093,Project,,,,
DEFRA,EA,07/07/2015,Construction,SE Capital WiP,GBV JV Ltd,1365970,193161.23,River Thames Scheme,RH1 1LQ,,30393506,IMSE500260,Project,,,,
DEFRA,EA,09/07/2015,Construction,AN Capital WiP,CH2M Hill UK,1366914,184219.23,Thames Estuary 2100 Annual Plan 15/16 - Regional Flood and Coastal Committee Anglian,SW1P 2AL,,,IMAN002893,Project,,,,
DEFRA,EA,01/07/2015,Construction,AN Capital WiP,VBA Joint Venture Ltd,1365506,180639.80,Horncastle Flood alleviation scheme,EN11 9BX,,30398134,IMAN002229,Project,,,,
DEFRA,EA,23/07/2015,Construction,AN Capital WiP,JacksonHyder Ltd,1369795,174136.87,Asset recovery programme - emergency requirement to bring all of the damaged assets (as a result of the storms and floods) back up to standard (East),IP1 5LT,,30395082,IMAN002793,Project,,,,
DEFRA,EA,07/07/2015,Construction,SW Capital WiP,Dawnus Construction Ltd,1365999,167303.92,Wessex Bridge Maintenance,SA7 0AP,,30394342,IMSW001880,Project,,,,
DEFRA,EA,01/07/2015,Professional Services Other,NE Capital WiP,Amalgamated Construction Ltd,1365744,165771.34,Weighton Lock works April 2015,S75 1HT,,30408052,IMNE790493,Project,,,,
DEFRA,EA,16/07/2015,Construction,SW Capital WiP,BMM JV Ltd,1368548,163595.32,Asset recovery programme - emergency requirement to bring all of the damaged assets (as a result of the storms and floods) back up to standard (Devon and Cornwall),GU15 3XW,,30395760,IMSW002144,Project,,,,
DEFRA,EA,07/07/2015,Construction,SE Capital WiP,Pevensey Coastal Defence Ltd,1365920,152459.86,Pevensey Bay sea defence work,PO15 5SS,,,IMSO000584,Project,,,,
DEFRA,EA,28/07/2015,Engineering Goods,NE Capital WiP,ArcelorMittal Commercial Long UK Ltd,1370290,150190.99,"Supply sheet steel piles, for use Chantry Cottages Embankment Repair",B90 4SS,,30331415,IMNE790535,Project,,,,
DEFRA,EA,23/07/2015,Construction,NW Capital WiP,VBA Joint Venture Ltd,1369812,139986.98,"The Wrangling, Blackburn Flood risk management",EN11 9BX,,30398134,IMNW000483,Project,,,,
DEFRA,EA,09/07/2015,Construction,SE Capital WiP,CH2M Hill UK,1366913,138275.13,Thames Estuary 2100 Annual Plan 15/16 - Regional Flood and Coastal Committee Southern,SW1P 2AL,,,IMSE100383,Project,,,,
DEFRA,EA,28/07/2015,Construction,NE Capital WiP,VBA Joint Venture Ltd,1363856,133939.30,Asset recovery programme - emergency requirement to bring all of the damaged assets (as a result of the storms and floods) back up to standard (North East),EN11 9BX,,30398134,IMNE640152,Project,,,,
DEFRA,EA,14/07/2015,ICT Systems,HO Capital WiP,SFW Ltd,1367521,128670.50,Producer Responsibility & Shipments Database,GU22 7UY,,,EBORI40056L04,Project,,,,
DEFRA,EA,07/07/2015,Professional Services - CCL,National Technical Team,Interserve FM Ltd,1365684,128478.43,Facilities Management - Repair & Replacement Fund June 2015,BS32 4NH,,30369823,,Administration,,,,
DEFRA,EA,21/07/2015,Construction,FM Operating Unit - Central and South East,J Breheny Contractors Ltd,1366837,126459.18,Amwell End Depot Minor Works,IP6 8NH,,,,Administration,,,,
DEFRA,EA,23/07/2015,Professional Services Other,Deputy Director of Fish & Biodiversity,Angling Trust,1369338,123712.29,Angling Trust Partnership projects,NG8 6PE,,,EBPLW13009,Project,,,,
DEFRA,EA,16/07/2015,Construction,SE Capital WiP | SE KSL - FCRM Ops South,J Breheny Contractors Ltd,1368192,118798.56,Rye Harbour Moorings minor works,IP6 8NH,,30343170,IMSE900007,Project,,,,
DEFRA,EA,07/07/2015,Professional Services - CCL,National Technical Team,Interserve FM Ltd,1366032,118749.62,Facilities management - Additional Variable Services Charges June 2015,BS32 4NH,,30369825,,Administration,,,,
DEFRA,EA,01/07/2015,Construction,NE Capital WiP,JBA Bentley Ltd,1364087,118729.59,Spring Gardens Reservoir Urgent Works,BD23 2QR,,30387943,IMNE000207,Project,,,,
DEFRA,EA,09/07/2015,Construction,SE Capital WiP,Whitehouse Construction Co Ltd,1365294,116945.70,Flood Resistance Measures on Individual Properties - River Thames,DE6 1JU,,30296937,IMTH001763,Project,,,,
DEFRA,EA,07/07/2015,Construction,SE Capital WiP,UK Flood Barriers Ltd,1360360,115180.08,Flood Resistance Measures on Individual Properties - River Thames,WR9 0NX,,30295946,IMTH001763,Project,,,,
DEFRA,EA,28/07/2015,Construction,NE Capital WiP,JBA Bentley Ltd,1369358,110572.54,"Flood Defence works, comprising sheet piled defences and associated access and temporary works to Reedness internal drainage board",BD23 2QR,,30387943,IMNE790508,Project,,,,
DEFRA,EA,14/07/2015,Professional Services Other,SW Capital WiP,Nomenca Ltd,1367908,110368.92,Mechanical / Electrical Maintenance (Gold Corner),NG17 2HW,,30346254,IMSW002075,Project,,,,
DEFRA,EA,14/07/2015,Professional Services Other,SW Capital WiP,Nomenca Ltd,1367906,108446.21,Mechanical / Electrical Maintenance (Curry moor),NG17 2HW,,30346254,IMSW002075,Project,,,,
DEFRA,EA,24/07/2015,Facilities,FM Operating Unit - Central and South East,Factory Outlets Ltd,1371015,107034.30,Rent for Guildbourne Centre including car park rent and service charge. 24.06 - 28.09.15,NW1 0ND,,,,Administration,,,,
DEFRA,EA,14/07/2015,Professional Services Other,NW Capital WiP | NW South-FCRM Ops,AE Yates Ltd,1366692,98759.04,Crawshawbooth Access Track & Ramp Construction,BL6 4SB,,30393944,IMNW000917,Project,,,,
DEFRA,EA,16/07/2015,Clinical and Medical,NLS Instrumentation | NLS Central Functions,Xylem Analytics UK Ltd,1368415,96000.00,Supply of Multiparameter Water Quality Meters,SG6 1FJ,,30389597,,Administration,,,,
DEFRA,EA,16/07/2015,Construction,SE Capital WiP,Team Van Oord,1368432,93521.12,Crayford On Cray Weir Refurbishment Works,BN5 9XQ,,30384997,IMSE100264,Project,,,,
DEFRA,EA,16/07/2015,Construction,AN Capital WiP,Mott Macdonald Ltd,1368759,92037.88,Boston Barrier Barrage Works May 2015,LS10 1JR,,30384996,IMAN001472,Project,,,,
DEFRA,EA,28/07/2015,Fleet,HO Geomatics,RVL Aviation,1371013,88113.62,Supply of Aircraft & Pilots - remote sensing project,DE74 2SA,,30000394,SCLI0001,Project,,,,
DEFRA,EA,14/07/2015,Professional Services Other,SW Capital WiP,Nomenca Ltd,1367909,87657.48,Mechanical / Electrical Maintenance (North Drain),NG17 2HW,,30346254,IMSW002075,Project,,,,
DEFRA,EA,14/07/2015,Professional Services Other,Financial Management,National Audit Office,1367505,87500.00,Provision of the Statutory Audit of Annual Report and Accounts 2014-2015,SW1W 9SP,,,,Administration,,,,
DEFRA,EA,16/07/2015,Construction,AN Capital WiP,Team Van Oord,1368257,86818.28,Anglian Asset reconditioning programme,BN5 9XQ,,30384997,IMAN002795,Project,,,,
DEFRA,EA,09/07/2015,Construction,AN Capital WiP,Halcrow Group Ltd,1366406,86276.17,Lincshore beach renourishment,W6 7EF,,30384994,IMAN001844,Project,,,,
DEFRA,EA,09/07/2015,Construction,SW Capital WiP,Halcrow Group Ltd,1366354,86073.19,Bestwall Tidal Embankment works,W6 7EF,,30384994,IMSW002129,Project,,,,
DEFRA,EA,16/07/2015,Construction,SE KSL - FCRM Ops South,Team Van Oord,1368260,83117.46,Asset Recovery Programme - emergency requirement to bring all of the damaged assets (as a result of the storms and floods) back up to standard (South East Region),BN5 9XQ,,30384997,RESE100166,Project,,,,
DEFRA,EA,07/07/2015,Facilities,FM Operating Unit - Central and South West,OF Ryan,1364177,83029.52,Rent for  Olton Court 25.6.15 to 10.10.15,B26 3LS,,,,Administration,,,,
DEFRA,EA,07/07/2015,Construction,SE Capital WiP,Amalgamated Construction Ltd,1365664,82328.28,"Flood storage area to protect the village of Eastbury, Wiltshire",S75 1HT,,,IMSE500087,Project,,,,
DEFRA,EA,28/07/2015,Construction,NE Capital WiP,Balfour Beatty Civils Ltd,1369362,82232.78,Morpeth Flood Alleviation Scheme Main Works Phase,DN18 5BW,,30142670,IMNE000794,Project,,,,
DEFRA,EA,14/07/2015,ICT Commodities,Incident Management Manager,Teleperformance Ltd,1367529,81549.26,Floodline Call centre and management costs,BS1 3LG,,30372708,,Administration,,,,
DEFRA,EA,28/07/2015,Construction,SW Wessex - FCRM Ops West,Halcrow Group Ltd,1370926,81509.82,Specialist Asset Survey,W6 7EF,,30384994,FRA14S022,Project,,,,
DEFRA,EA,07/07/2015,Construction,HO Capital WiP,Mott Macdonald Ltd,1365405,80344.32,Supporting Communities at flood Risk,LS10 1JR,,30384996,IMHO000038,Project,,,,
DEFRA,EA,01/07/2015,ICT Systems,HO Capital WiP,SFW Ltd,1365623,79142.64,Producer Responsibility & Shipments Database,GU22 7UY,,,EBORI40056L04,Project,,,,
DEFRA,EA,01/07/2015,Construction,SE Capital WiP | HO Capital WiP | SE NET - FCRM Ops West,Team Van Oord,1362964,79027.78,Asset Recovery Programme - emergency requirement to bring all of the damaged assets (as a result of the storms and floods) back up to standard (Kingston Beach),BN5 9XQ,,30384997,IMSE100366,Project,,,,
DEFRA,EA,16/07/2015,Construction,MI Central- FCRM Ops,Amalgamated Construction Ltd,1368678,78814.70,Ocker Hill  Access Improvement Works,S75 1HT,,30397780,FRA06S803,Project,,,,
DEFRA,EA,23/07/2015,ICT Commodities,CI SD Management MRA,Gartner UK Ltd,1369777,78720.00,IT leaders Advisory 2015-16,TW20 9AW,,,,Administration,,,,
DEFRA,EA,16/07/2015,Facilities,SE Kent & South London- Tidal Flood Risk Manager,MITIE Security London Ltd,1368488,77684.40,Security Guard Services at Thames Barrier & Associated Sites June 2015,MK9 1LR,,30390972,,Administration,,,,
DEFRA,EA,01/07/2015,Fleet,HO Fleet Operations,Bott Ltd,1364212,77316.41,Racking and Livery Conversion of Peugeot Partners and Experts,EX23 8SS,,30432487,,Administration,,,,
DEFRA,EA,23/07/2015,Construction,AN Capital WiP,Balfour Beatty Civils Ltd,1369539,77041.32,Lincshore beach renourishment,DN18 5BW,,30142670,IMAN001844,Project,,,,
DEFRA,EA,07/07/2015,Construction,SE Capital WiP,Capita Symonds Ltd,1365816,76810.58,Newhaven flood alleviation scheme,DL1 9HN,,30384993,IMSE100229,Project,,,,
DEFRA,EA,09/07/2015,Construction,MI Capital WiP,Jackson Civil Engineering Ltd,1366468,76697.30,Lower Tame Flood risk management scheme - Kingsbury Section,IP1 5LT,,30142731,IMMI000978,Project,,,,
DEFRA,EA,23/07/2015,Construction,NE Capital WiP,JacksonHyder Ltd,1369842,74632.38,Flood reconditioning works Yorkshire,IP1 5LT,,30395082,IMNE790494,Project,,,,
DEFRA,EA,07/07/2015,Professional Services Other,NLS Central Functions | AN Nthn - FCRM Ops (W&N) | NW South-FCRM Ops | SW Wessex - FCRM Ops West | MI East- FCRM Ops North | NE Yorkshire - FCRM Ops N&EY | SE NET - FCRM Ops West,Allianz Engineering,1362502,74320.49,Lifting Operations and Lifting Equipment Inspections,GU1 1DB,,30396016,RENE790106,Project,,,,
DEFRA,EA,09/07/2015,Professional Services Other,Deputy Director of Site Based Regulation,Vertase FLI Ltd,1366289,73901.07,Heat utilisation plant at Docking 2 landfill ,BS16 1EJ,,30336491,EBPRI11903,Project,,,,
DEFRA,EA,14/07/2015,Construction,SE Capital WiP,Team Van Oord,1367618,72413.00,Thames Weir Package1 - Molesey,BN5 9XQ,,30142735,IMTH001685,Project,,,,
DEFRA,EA,16/07/2015,Industrial Services,SE Kent & South London- Tidal Flood Risk Manager,Port Of London Authority,1368166,72294.90,Thames Barrier running costs July 2015,DA12 2BG,,,,Administration,,,,
DEFRA,EA,01/07/2015,Construction,SE Capital WiP,Graham Attrill Civil Engineering Ltd,1363842,71787.40,Harbour Farm Waste Water Treatment,PO30 3AS,,,IMSE100398,Project,,,,
DEFRA,EA,09/07/2015,Construction,SW Capital WiP,VBA Joint Venture Ltd,1366927,71612.92,Dawlish Warren & Exmouth Beach Works,EN11 9BX,,30398134,IMSW002077,Project,,,,
DEFRA,EA,07/07/2015,Construction,AN Capital WiP,Balfour Beatty Civils Ltd,1365236,70134.73,Ipswich flood defence scheme Cable Diversion Infrastructure Works,DN18 5BW,,30142670,IMAN001827,Project,,,,
DEFRA,EA,14/07/2015,Office Solutions,NLS Central Functions,City Sprint,1367739,68167.91,"Courier service for the transport of Environment Agency samples, meters and internal mail",RH1 1YB,,30293049,,Administration,,,,
DEFRA,EA,28/07/2015,Construction,SE Capital WiP,JacksonHyder Ltd,1371436,68100.00,Bridges & Culverts structural inspections,IP1 5LT,,30395079,IMSE500240,Project,,,,
DEFRA,EA,01/07/2015,Construction,SE Capital WiP,Mott Macdonald Ltd,1365316,67862.17,Medway Estuary Swale Strategy,LS10 1JR,,30384996,IMSE100406,Project,,,,
DEFRA,EA,07/07/2015,Construction,AN Capital WiP,J Breheny Contractors Ltd,1366096,67649.05,Grimsby Flood alleviation scheme,IP6 8NH,,30397785,IMAN001995,Project,,,,
DEFRA,EA,16/07/2015,Professional Services Other,"Head of Monitoring, Analysis & Innovation",Met Office,1368375,66528.00,Rainguage Network services,EX1 3PB,,30324303,,Administration,,,,
DEFRA,EA,01/07/2015,Construction,NW Capital WiP,Balvac Ltd,1365704,66466.26,Dock Bridge Tidal Desilt,NE12 8BU,,30395997,IMNW001005,Project,,,,
DEFRA,EA,16/07/2015,Facilities,FM Operating Unit - Central and South East,PT Contractors Ltd,1368224,65486.51,Caversham Lakes building project,SO15 0HH,,,HOFAC000024,Project,,,,
DEFRA,EA,28/07/2015,Professional Services Other,NW Capital WiP,West Cumbria Rivers Trust Ltd,1371288,65000.00,River repair work,CA3 0JW,,,IMNW001063,Project,,,,
DEFRA,EA,21/07/2015,Construction,MI Capital WiP,Balfour Beatty Civils Ltd,1356900,64800.00,Lower Dove Project Appraisal work,DN18 5BW,,30142670,IMMI001015,Project,,,,
DEFRA,EA,29/07/2015,Professional Services Other,AN Capital WiP,Subsea Protection Systems,1372422,62721.00,Temporary Storage for 6 months as part of quay wall repairs - Great Yarmouth,NR31 0JJ,,,,Administration,,,,
DEFRA,EA,23/07/2015,Construction,NW Capital WiP,JBA Bentley Ltd,1369506,61870.03,Spinney Culvert refurbishment,BD23 2QR,,30387943,IMNW000480,Project,,,,
DEFRA,EA,21/07/2015,Clinical and Medical,NLS Operations Nottingham | NLS Operations Leeds,Agilent Technologies LDA UK Ltd,1367532,61763.98,Laboratory Instrument Maintenance Services,E14 1HH,,30290098,,Administration,,,,
DEFRA,EA,09/07/2015,Facilities,National Accomodation Change Fund,Architon Llp,1366656,61084.80,Architectural Services Thames Barrier depot building,KT18 7RL,,,HORES00182,Project,,,,
DEFRA,EA,01/07/2015,Construction,SW Wessex - FCRM Ops West,Amalgamated Construction Ltd,1365641,59118.25,Uphill Flap Replacement,S75 1HT,,30395868,FRA14S010,Project,,,,
DEFRA,EA,01/07/2015,Construction,MI Capital WiP | MI West-AEM - 1,Amalgamated Construction Ltd,1360884,58668.61,Longmore Street Wall works,S75 1HT,,30397780,IMMI001561,Project,,,,
DEFRA,EA,07/07/2015,Construction,HO Capital WiP,Capita Symonds Ltd,1365817,57898.61,Asset recovery programme - emergency requirement to bring all of the damaged assets (as a result of the storms and floods) back up to standard (South region),DL1 9HN,,30384993,IMHO000035,Project,,,,
DEFRA,EA,28/07/2015,Construction,SW Capital WiP,UK Flood Barriers Ltd,1368042,57258.58,Flood defence work Chew Magna June 2015,WR9 0NX,,30295946,IMSW002152,Project,,,,
DEFRA,EA,28/07/2015,Fleet,HO Fleet Operations,Tony Hole Marine Ltd,1369947,56618.51,"Non Coded Vessels - Service, Repair & Maintenance",PL9 7HP,,30322647,,Administration,,,,
DEFRA,EA,01/07/2015,Construction,MI Capital WiP,Jackson Civil Engineering Ltd,1361239,55974.49,Nottingham left bank wall access,IP1 5LT,,30397784,IMMI000642,Project,,,,
DEFRA,EA,07/07/2015,Construction,MI Capital WiP | MI West - FCRM Ops,Birch Brothers Kidderminster Ltd,1358059,54595.20,Alney Island Recovery Repairs,DY13 9QB,,30397781,IMMI001429,Project,,,,
DEFRA,EA,14/07/2015,Construction,SW Capital WiP,UK Flood Barriers Ltd,1368043,53761.44,Property Level Protection works - installation of products and measures to individual properties across Wessex – Porlock/Stourpaine/Washford/Road water/Milborne St Andrew/Warminster/Netherbury. March 2015,WR9 0NX,,,IMSW002064,Project,,,,
DEFRA,EA,07/07/2015,Fleet,Vehicle Incidents,CAA Ltd,1367181,53217.10,3rd party claim insurance claim services June 2015,IP2 8PN,,,,Administration,,,,
DEFRA,EA,16/07/2015,Professional Services Other,SE NET - FCRM Ops West,Cleartrack EVL Ltd,1368460,52663.19,Minor works - East Thames June,TN27 9PG,,30343161,,Administration,,,,
DEFRA,EA,16/07/2015,Professional Services Other,SE NET - FCRM Ops East,Cleartrack EVL Ltd,1368461,52660.82,Minor works - West Thames June,TN27 9PG,,30343161,,Administration,,,,
DEFRA,EA,14/07/2015,Professional Services Other,SE KSL - FCRM Ops North,Upper Medway Internal Drainage Board,1367886,52251.00,Upper Medway Internal Drainage Board - Maintenance of Watercourses receiving Upland Flows Contribution,ME14 5EQ,,,,Administration,,,,
DEFRA,EA,09/07/2015,Professional Services Other,CI Solutions Delivery Management,Gabriel Information Solutions Ltd,1366420,51537.65,Support for licensing public sector information and undertaking intellectual property reviews,EX1 3SD,,30351044,BBPDM20000L26,Project,,,,
DEFRA,EA,28/07/2015,Facilities,SE Capital WiP,Interserve FS UK Ltd,1370393,51400.80,Thames Barrier - replacement of Apollo Discovery multi-criteria detectors,RH11 7SS,,30425660,IMSE500072,Project,,,,
DEFRA,EA,28/07/2015,Professional Services Other,Head of Research,Health & Safety Executive,1371088,50510.00,Expert scientific support on chemical hazard and risk assessment,L20 3QY,,,HOEV121305,Project,,,,
DEFRA,EA,23/07/2015,Professional Services Other,SE Capital WiP,Enfield Gold Club Ltd,1371411,50000.00,Salmons Brook Flood alleviation scheme,EN2 7DA,,,,Administration,,,,
DEFRA,EA,09/07/2015,Construction,AN Capital WiP,Halcrow Group Ltd,1366405,49075.92,Ipswich Tidal Barrier works,W6 7EF,,30384994,IMAN001218,Project,,,,
DEFRA,EA,01/07/2015,Construction,SW Devon & Cornwall Area - Devon AEM,Dawnus Construction Ltd,1365827,48072.00,St James weir fish pass works,SA7 0AP,,30394342,RESW001340,Project,,,,
DEFRA,EA,07/07/2015,Construction,Field Services,EC Harris Llp,1366522,48000.00,Cost Management Benchmarking Phase 2,M60 3NT,,30387336,NCPMS13005,Project,,,,
DEFRA,EA,23/07/2015,Construction,Nat Trading and Reg Services,Ricardo AEA Ltd,1369709,47986.80,Climate Change Agreements consultancy June 2015,OX11 0QJ,,30372742,,Administration,,,,
DEFRA,EA,07/07/2015,Construction,SE Capital WiP,Amalgamated Construction Ltd,1367219,46216.80,Carbon Reduction Assets - Windpumps on the River Rother,S75 1HT,,30343165,IMSE100365,Project,,,,
DEFRA,EA,16/07/2015,Construction,SE Capital WiP,Team Van Oord,1368275,45575.04,Asset recovery programme - emergency requirement to bring all of the damaged assets (as a result of the storms and floods) back up to standard (South East region),BN5 9XQ,,30384997,IMSE100349,Project,,,,
DEFRA,EA,09/07/2015,Construction,SW Capital WiP,Halcrow Group Ltd,1366385,45298.25,Consultancy Services - Exeter Flood Defence Scheme ,W6 7EF,,30384994,IMSW001349,Project,,,,
DEFRA,EA,27/07/2015,Professional Services Other,EA Finance - CIS - Serv Del,Fiberlink Communications,1371632,45114.76,Licences for EA Ipads - foreign currency payment,USA,,,,Administration,,,,
DEFRA,EA,01/07/2015,Construction,HO NCPMS National,Halcrow Group Ltd,1365102,44959.63,Project Management Secondment May 2015,W6 7EF,,30384994,,Administration,,,,
DEFRA,EA,21/07/2015,Construction,MI East- FCRM Ops South,Alliance Construction Solutions Ltd,1368912,44454.40,"Main River Maintenance - Derby, Leics, Loughborough June 2015",CM20 9GY,,30385334,,Administration,,,,
DEFRA,EA,21/07/2015,Construction,SW Capital WiP,Bridge Civil Engineering,1368885,44432.15,Tolgus Depot design works June 2015,TQ12 2HP,,30394341,IMSW002167,Project,,,,
DEFRA,EA,09/07/2015,Construction,SE KSL - FCRM Ops North,J Breheny Contractors Ltd,1366834,44364.52,Watermeads Weir,IP6 8NH,,30343170,FRA16S018,Project,,,,
DEFRA,EA,14/07/2015,Professional Services Other,SE KSL - FCRM Ops South,Medway Internal Drainage Board,1367885,43558.50,Drainage Upland Land watercourses Lower Medway Board 2015/2016.,ME14 5EQ,,,,Administration,,,,
DEFRA,EA,01/07/2015,Professional Services Other,NE Capital WiP,Amalgamated Construction Ltd,1365742,43294.72,Weighton Lock works June 2015,S75 1HT,,30408052,IMNE790493,Project,,,,
DEFRA,EA,01/07/2015,Professional Services Other,AN Capital WiP,ECS Engineering Services Ltd,1365448,43200.00,Electrical maintenance - Install and Survey Islip Stop log,NG17 2JW,,30312221,IMAN002762,Project,,,,
DEFRA,EA,07/07/2015,Construction,SW Capital WiP,UK Flood Barriers Ltd,1366683,42402.34,Flood defence work Chew Magna May 2015,WR9 0NX,,30295946,IMSW002152,Project,,,,
DEFRA,EA,09/07/2015,Professional Services Other,Incident Management Manager,Halcrow Group Ltd,1368266,42076.80,Supporting Communities at flood Risk,W6 7EF,,30384988,FCPMM00270B02,Project,,,,
DEFRA,EA,16/07/2015,Professional Services Other,Asset Management Manager,Building Research Establishment Ltd,1368917,42000.00,Industry Foundation Classes Infrastructure gap analysis March and April 2015,WD25 9XX,,,FCPAM00123B00,Project,,,,
DEFRA,EA,01/07/2015,Facilities,AN Capital WiP,Gelder Ltd,1364778,41441.03,Re-surface paving to the top yard at South Ferriby Depot in March 2015 ,LN1 2DS,,,IMAN002755,Project,,,,
DEFRA,EA,23/07/2015,Construction,SW Capital WiP,Bridge Civil Engineering,1369815,41251.32,Wessex Fencing works,TQ12 2HP,,30394341,IMSW002075,Project,,,,
DEFRA,EA,09/07/2015,Clinical and Medical,NLS Operations Starcross,VWR International Ltd,1367134,40795.83,Laboratory consumables and chemicals,LE17 4XN,,30369245,,Administration,,,,
DEFRA,EA,21/07/2015,Construction,SE KSL - FCRM Ops South,OnSite Central Ltd,1369180,40540.20,CCTV Culvert Inspection & Clearance Services,WR3 8TJ,,30319000,FRA12S071,Project,,,,
DEFRA,EA,14/07/2015,Professional Services Other,SE KSL - FCRM Ops South,Land & Water Services Ltd,1365931,39163.73,Design and Fabrication of 2 x Twin Leaf Pen Stocks for Kent Pens for Health & Safety improvement,GU5 9AF,,30343179,FRA12S066,Project,,,,
DEFRA,EA,14/07/2015,Professional Services Other,SW Capital WiP,Nomenca Ltd,1367904,38959.91,Tutshill Sluice - Complete Site Refurbishment,NG17 2HW,,30346254,IMSW002083,Project,,,,
DEFRA,EA,28/07/2015,Construction,NEAS,Capita Symonds Ltd,1370897,38785.16,National Environmental Assessment Service - Cultural Heritage Support,DL1 9HN,,30384993,,Administration,,,,
DEFRA,EA,07/07/2015,Construction,AN Capital WiP,VBA Joint Venture Ltd,1361721,38172.37,Grimsby Docks works,EN11 9BX,,30398134,IMAN002005,Project,,,,
DEFRA,EA,09/07/2015,Professional Services Other,MI Capital WiP,Ecosulis Ltd,1366290,38160.65,Attenborough Landscape Maintenance,BA2 9BT,,,IMMI000642,Project,,,,
DEFRA,EA,01/07/2015,Construction,AN Capital WiP,Team Van Oord,1365549,37680.00,Steeple Bumpstead works,BN5 9XQ,,30384997,IMAN001770,Project,,,,
DEFRA,EA,23/07/2015,Construction,NW Capital WiP,JBA Bentley Ltd,1369349,37474.43,Elliot Park Pumping Station design and build contract ,BD23 2QR,,30387943,IMNW001025,Project,,,,
DEFRA,EA,14/07/2015,Construction,NW Capital WiP,VBA Joint Venture Ltd,1367452,37220.23,Knott End Flood Risk Management,EN11 9BX,,30398134,IMNW000800,Project,,,,
DEFRA,EA,28/07/2015,Construction,SE Capital WiP,Team Van Oord,1369367,36960.77,Buleys Weir Refurbishment,BN5 9XQ,,30384997,IMSE100248,Project,,,,
DEFRA,EA,16/07/2015,Construction,HO Capital WiP,HR Wallingford Ltd,1368751,36000.00,"State of the Nation assessment of flood risk, for England, to provide a current picture of flood risk June 2015",OX10 8BA,,,FCPMM00285B00,Project,,,,
DEFRA,EA,09/07/2015,Construction,NW Capital WiP,Halcrow Group Ltd,1366336,35743.82,National Construction Design & Management Coordinator Programme May 2015 (North West),W6 7EF,,30384994,IMNW000840,Project,,,,
DEFRA,EA,01/07/2015,Professional Services Other,HO Capital WiP,University of Hull,1364773,35000.00,Humber Flood Risk Management Strategy,HU6 7RX,,,FCPIM00425B00,Project,,,,
DEFRA,EA,23/07/2015,Construction,SW Capital WiP,Bridge Civil Engineering,1369817,34768.80,Wessex Fencing works,TQ12 2HP,,30394341,IMSW002075,Project,,,,
DEFRA,EA,14/07/2015,Professional Services Other,SW Capital WiP,Nomenca Ltd,1367916,34555.88,Mechanical / Electrical Maintenance (South Hill),NG17 2HW,,30346254,IMSW002075,Project,,,,
DEFRA,EA,21/07/2015,Construction,MI Central- FCRM Ops,OnSite Central Ltd,1369177,34338.30,Confined Space Programme - Culvert Inspection Services,WR3 8TJ,,30319000,REMI001915,Project,,,,
DEFRA,EA,23/07/2015,Construction,SE Capital WiP,Mott Macdonald Ltd,1369360,34321.30,Pagham Inland Banks Design,LS10 1JR,,30384996,IMSE100220,Project,,,,
DEFRA,EA,09/07/2015,Construction,AN Capital WiP,NERC,1367933,34175.59,Wash Tidal Gauge Project appraisal,SN2 1EU,,,IMAN002504,Project,,,,
DEFRA,EA,14/07/2015,Professional Services Other,WT FCRM Ops South East,Landscope Engineering Ltd,1367595,32856.00,River Thames Bathymetric Swath survey,SY5 8ED,,,RESE500121,Project,,,,
DEFRA,EA,09/07/2015,Professional Services - CCL,National Permitting Service,Jacobs UK Ltd,1366464,32806.87,Permitting Secondment services,G2 7HX,,30350408,,Administration,,,,
DEFRA,EA,09/07/2015,Construction,HO NCPMS National,Halcrow Group Ltd,1366348,32749.57,National Construction Design & Management Coordinator Programme May 2015 (Reading),W6 7EF,,30384994,,Administration,,,,
DEFRA,EA,07/07/2015,Professional Services - CCL,Internal Transformation (National),Health Management Ltd,1365929,32494.20,Occupational health services June 2015,BN8 5NN,,30420882,,Administration,,,,
DEFRA,EA,01/07/2015,Construction,NW Capital WiP,Jacobs UK Ltd,1365219,32077.45,Salford flood alleviation Improvement works,G2 7HX,,30384995,IMNW000471,Project,,,,
DEFRA,EA,14/07/2015,ICT Systems,CI SD Management MRA,IBM,1365944,32076.00,Application Rationalisation works,PO6 3AE,,30093883,BBRAT33002L01,Project,,,,
DEFRA,EA,16/07/2015,Professional Services Other,Finance - Planning and Reporting,Shared Services Connected Ltd,1368641,31287.83,Debt Recovery service June 2015,M14 0WN,,30413545,,Administration,,,,
DEFRA,EA,28/07/2015,Construction,SW Devon & Cornwall - FCRM Ops,Glanville Environmental,1369946,30864.00,Culvert Inspection and Clearance Services - Woodbury,PL21 9PE,,30430504,RESW001111,Project,,,,
DEFRA,EA,07/07/2015,Professional Services Other,MI East - FCRM,Severn Trent Water,1366093,30789.90,Derwent reservoir agreement,CV1 2LZ,,,,Administration,,,,
