Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,PO Line Description,Supplier Site Postcode,Project Code,Expenditure Type,Supplier Type,Contract Number
Department of Health,Department of Health,22/09/2014,Additions PDC Revenue Support NHS FT Temporary,DG: Holding CT Core,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,HAFS-17414,4000000,,LA1 4GG,,Other,PUBLIC,
Department of Health,Department of Health,22/09/2014,Additions PDC Revenue Support NHS T Temporary,DG: Holding CT Core,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,HAFS-17415,5600000,,WD1 8HB,,Other,PUBLIC,
Department of Health,Department of Health,22/09/2014,Additions PDC Capital Support NHS T Permenant,DG: Holding CT Core,WHITTINGTON HOSPITAL NHS TRUST,HAFS-17416,50000,,N19 5NF,,Other,PUBLIC,
Department of Health,Department of Health,22/09/2014,Additions PDC Revenue Support NHS T Temporary,DG: Holding CT Core,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,HAFS-17417,6000000,,WR5 1DD,,Other,PUBLIC,
Department of Health,Department of Health,22/09/2014,Additions PDC Revenue Support NHS T Temporary,DG: Holding CT Core,WYE VALLEY NHS TRUST,HAFS-17418,3000000,,HR1 2ER,,Other,PUBLIC,
Department of Health,Department of Health,22/09/2014,Additions PDC Capital Support NHS FT Permenant,DG: Holding CT Core,HEATHERWOOD AND WEXHAM PARK HOSPITALS NHS FOUNDATION TRUST,HAFS-17419,500000,,SL2 4HL,,Other,PUBLIC,
Department of Health,Department of Health,22/09/2014,Additions PDC Revenue Support NHS FT Temporary,DG: Holding CT Core,HEATHERWOOD AND WEXHAM PARK HOSPITALS NHS FOUNDATION TRUST,HAFS-17420,1200000,,SL2 4HL,,Other,PUBLIC,
Department of Health,Department of Health,23/09/2014,Additions Other loans,DG: SFNHS,COMMUNITY HEALTH PARTNERSHIPS (CHP),BK TRANSFER22/9/14,19500000,,SE1 9BW,,Programme,PUBLIC,
Department of Health,Department of Health,23/09/2014,Additions Other loans,DG: SFNHS,COMMUNITY HEALTH PARTNERSHIPS (CHP),BK TRANSFER22/9/14,0,,SE1 9BW,,Programme,PUBLIC,
Department of Health,Department of Health,23/09/2014,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-527016-94124,51625.5,HS & DR,NG7 2UK,,Programme,PUBLIC,
Department of Health,Department of Health,23/09/2014,Research & development,DG: RDD,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,ERS-527019-94121,53173,HS & DR,BR3 3BX,,Programme,PUBLIC,
Department of Health,Department of Health,23/09/2014,Research & development,DG: RDD,EAST LONDON NHS FOUNDATION TRUST,ERS-527020-94123,57212,PROJECTS,E1 1RD,,Programme,PUBLIC,
Department of Health,Department of Health,23/09/2014,Research & development,DG: RDD,MANCHESTER MENTAL HEALTH & SOCIAL CARE TRUST,ERS-527021-94125,122434,NIHR Public Health Research ( NETSCC ),M21 9UN,,Programme,PUBLIC,
Department of Health,Department of Health,24/09/2014,Service charge,DG: SFNHS,NHS SHARED BUSINESS SERVICES SBS,100027009,34231.17,SBS - Annual Service Charges,WF3 1WE,,Admin,PUBLIC,
Department of Health,Department of Health,24/09/2014,Outsourcing Contract,DG: PHD,NHS SUPPLY CHAIN,9045000021,1235895.04,NHS Supply Chain - SFVS Distributor funding 2014/15 - To cover 1st quarter invoices,DE55 4QJ,,Programme,PUBLIC,
Department of Health,Department of Health,24/09/2014,Outsourcing Contract,DG: PHD,NHS SUPPLY CHAIN,9045000022,524857.29,NHS Supply Chain - SFVS Distributor funding 2014/15 - To cover 1st quarter invoices,DE55 4QJ,,Programme,PUBLIC,
Department of Health,Department of Health,26/09/2014,Other creditors (ST),DG: Holding CT Core,ROYAL FREE LONDON NHS FOUNDATION TRUST,1338239,8936667,Implementation of Barnet and Chase Farm Operational Efficiency,NW3 2QG,,Programme,PUBLIC,
Department of Health,Department of Health,26/09/2014,Other programme expenditure,DG: PHD,HEALTH EDUCATION ENGLAND T1510,49294377,297000,Hosting of the NHS National Genetics Educational and Development Centre (NGEDC) 2014/15,LS1 4PL,,Programme,PUBLIC,
Department of Health,Department of Health,26/09/2014,Addition Clearing - SW LIC,DG: IGT,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,6001752,38205.95,Capital: Barnsley FT LSP NME - 2014/15 STAF and LC costs for Lorenzo Deployment,S75 2PS,,Programme,PUBLIC,
Department of Health,Department of Health,26/09/2014,Service charge,DG: IGT,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,6001752,153001.39,Revenue:  Barnsley FT LSP NME - 2014/15 STAF and LC costs for Lorenzo Deployment,S75 2PS,,Programme,PUBLIC,
Department of Health,Department of Health,26/09/2014,Other programme expenditure,DG: GOAD,NHS PROPERTY SERVICES LTD,AR HELENA LABORITIES INV 48297442 & 4,41272,,SE1 6LH,,Programme,PUBLIC,
Department of Health,Department of Health,26/09/2014,Research & development,DG: RDD,CENTRAL MANCHESTER CCG,ERS-527141-94190,46313,NIHR Health Protection Research Units,WF3 1WE,,Programme,PUBLIC,
Department of Health,Department of Health,26/09/2014,Research & development,DG: RDD,SALFORD ROYAL NHS FOUNDATION TRUST,ERS-527149-94181,26759.5,HTA Commissioned Research,M6 8HD,,Programme,PUBLIC,
Department of Health,Department of Health,29/09/2014,Research & development,DG: SFNHS,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,4000401791,230979.85,SBRI competition - Renal care,S5 7AU,,Programme,PUBLIC,
Department of Health,Department of Health,29/09/2014,Additions Other loans,DG: SFNHS,NHS PROFESSIONALS,BOOK TRANSFER,10000000,,WF3 1SN,,Programme,PUBLIC,
Department of Health,Department of Health,29/09/2014,Research & development,DG: RDD,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,ERS-527226-94266,80236.56,PROJECTS,L12 2AP,,Programme,PUBLIC,
Department of Health,Department of Health,29/09/2014,Research & development,DG: RDD,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,ERS-527226-94266,18118,HTA - Support for Clinical Trials,L12 2AP,,Programme,PUBLIC,
Department of Health,Department of Health,29/09/2014,Research & development,DG: RDD,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,ERS-527226-94266,128989.11,Targeted Capacity Building,L12 2AP,,Programme,PUBLIC,
Department of Health,Department of Health,29/09/2014,Research & development,DG: RDD,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,ERS-527227-94321,76970,HTA Researcher Lead,BA1 3QE,,Programme,PUBLIC,
Department of Health,Department of Health,29/09/2014,Research & development,DG: RDD,BARTS HEALTH NHS TRUST,ERS-527229-94413,16667,PRU,E1 8PR,,Programme,PUBLIC,
Department of Health,Department of Health,29/09/2014,Research & development,DG: RDD,BARTS HEALTH NHS TRUST,ERS-527229-94413,82061,PRU,E1 8PR,,Programme,PUBLIC,
Department of Health,Department of Health,29/09/2014,Research & development,DG: RDD,BARTS HEALTH NHS TRUST,ERS-527229-94413,90428,HTA Commissioned Research,E1 8PR,,Programme,PUBLIC,
Department of Health,Department of Health,29/09/2014,Research & development,DG: RDD,BARTS HEALTH NHS TRUST,ERS-527229-94413,35990,Cochrane Projects - not including the UKCC,E1 8PR,,Programme,PUBLIC,
Department of Health,Department of Health,29/09/2014,Research & development,DG: RDD,BARTS HEALTH NHS TRUST,ERS-527229-94413,94655,Cochrane Projects - not including the UKCC,E1 8PR,,Programme,PUBLIC,
Department of Health,Department of Health,29/09/2014,Research & development,DG: RDD,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,ERS-527232-94408,14792,NIHR Public Health Research ( NETSCC ),RG7 4BQ,,Programme,PUBLIC,
Department of Health,Department of Health,29/09/2014,Research & development,DG: RDD,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,ERS-527232-94408,34491,Cochrane Projects - not including the UKCC,RG7 4BQ,,Programme,PUBLIC,
Department of Health,Department of Health,29/09/2014,Research & development,DG: RDD,BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST,ERS-527233-94342,122543,PROJECTS,B15 2PZ,,Programme,PUBLIC,
Department of Health,Department of Health,29/09/2014,Research & development,DG: RDD,BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST,ERS-527233-94342,6158,HS & DR,B15 2PZ,,Programme,PUBLIC,
Department of Health,Department of Health,29/09/2014,Research & development,DG: RDD,BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST,ERS-527233-94342,27356,NIHR Public Health Research ( NETSCC ),B15 2PZ,,Programme,PUBLIC,
Department of Health,Department of Health,29/09/2014,Research & development,DG: RDD,BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST,ERS-527233-94342,47570.67,PROJECTS,B15 2PZ,,Programme,PUBLIC,
Department of Health,Department of Health,29/09/2014,Research & development,DG: RDD,BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST,ERS-527233-94342,17371,HTA Commissioned Research,B15 2PZ,,Programme,PUBLIC,
Department of Health,Department of Health,29/09/2014,Research & development,DG: RDD,BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST,ERS-527233-94342,91212,EME - ( NETSCC ),B15 2PZ,,Programme,PUBLIC,
Department of Health,Department of Health,29/09/2014,Research & development,DG: RDD,BIRMINGHAM CHILDREN'S HOSPITAL NHS FOUNDATION TRUST,ERS-527234-94300,25736,PROJECTS,B4 6NL,,Programme,PUBLIC,
Department of Health,Department of Health,29/09/2014,Research & development,DG: RDD,BIRMINGHAM COMMUNITY HEALTHCARE NHS TRUST RYW,ERS-527235-94410,29432,CRF's - Wellcome,B13 8JL,,Programme,PUBLIC,
Department of Health,Department of Health,29/09/2014,Research & development,DG: RDD,BIRMINGHAM COMMUNITY HEALTHCARE NHS TRUST RYW,ERS-527235-94410,125147,Cochrane Projects - not including the UKCC,B13 8JL,,Programme,PUBLIC,
Department of Health,Department of Health,29/09/2014,Research & development,DG: RDD,BIRMINGHAM COMMUNITY HEALTHCARE NHS TRUST RYW,ERS-527235-94410,61310,Cochrane Projects - not including the UKCC,B13 8JL,,Programme,PUBLIC,
Department of Health,Department of Health,29/09/2014,Research & development,DG: RDD,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-527237-94339,27257,HTA - Support for Clinical Trials,FY3 8NR,,Programme,PUBLIC,
Department of Health,Department of Health,29/09/2014,Research & development,DG: RDD,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-527239-94263,23901,HS & DR,WF3 1WE,,Programme,PUBLIC,
Department of Health,Department of Health,29/09/2014,Research & development,DG: RDD,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-527239-94263,78219,HTA Commissioned Research,WF3 1WE,,Programme,PUBLIC,
Department of Health,Department of Health,29/09/2014,Research & development,DG: RDD,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-527239-94263,71246,HTA Commissioned Research,WF3 1WE,,Programme,PUBLIC,
Department of Health,Department of Health,29/09/2014,Research & development,DG: RDD,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-527239-94263,27276.48,EME - ( NETSCC ),WF3 1WE,,Programme,PUBLIC,
Department of Health,Department of Health,29/09/2014,Research & development,DG: RDD,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-527239-94263,37210.08,EME - ( NETSCC ),WF3 1WE,,Programme,PUBLIC,
Department of Health,Department of Health,29/09/2014,Research & development,DG: RDD,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-527239-94263,17396,HTA Customer Priority Research,WF3 1WE,,Programme,PUBLIC,
Department of Health,Department of Health,29/09/2014,Research & development,DG: RDD,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-527239-94263,124173,HTA Commissioned Research,WF3 1WE,,Programme,PUBLIC,
Department of Health,Department of Health,29/09/2014,Research & development,DG: RDD,BRIGHTON & SUSSEX UNIVERSITY HOSPITALS NHS TRUST,ERS-527240-94337,19827,HTA Commissioned Research,BN2 3EW,,Programme,PUBLIC,
Department of Health,Department of Health,29/09/2014,Research & development,DG: RDD,BRIGHTON & SUSSEX UNIVERSITY HOSPITALS NHS TRUST,ERS-527240-94337,12506,NIHR Collaboration Group-Genetics in Healthcare,BN2 3EW,,Programme,PUBLIC,
Department of Health,Department of Health,29/09/2014,Research & development,DG: RDD,BRIGHTON & SUSSEX UNIVERSITY HOSPITALS NHS TRUST,ERS-527240-94337,41172,STROKE CO-ORD CENTRE,BN2 3EW,,Programme,PUBLIC,
Department of Health,Department of Health,29/09/2014,Research & development,DG: RDD,BRIGHTON & SUSSEX UNIVERSITY HOSPITALS NHS TRUST,ERS-527240-94337,34087,Cochrane Projects - not including the UKCC,BN2 3EW,,Programme,PUBLIC,
Department of Health,Department of Health,29/09/2014,Research & development,DG: RDD,BRIGHTON & SUSSEX UNIVERSITY HOSPITALS NHS TRUST,ERS-527240-94337,24944,Programme Grants for NHS Trusts,BN2 3EW,,Programme,PUBLIC,
Department of Health,Department of Health,29/09/2014,Research & development,DG: RDD,BRIGHTON & SUSSEX UNIVERSITY HOSPITALS NHS TRUST,ERS-527240-94337,20205,Programme Grants for NHS Trusts,BN2 3EW,,Programme,PUBLIC,
Department of Health,Department of Health,29/09/2014,Research & development,DG: RDD,BRIGHTON & SUSSEX UNIVERSITY HOSPITALS NHS TRUST,ERS-527240-94337,6887,Programme Grants for NHS Trusts,BN2 3EW,,Programme,PUBLIC,
Department of Health,Department of Health,29/09/2014,Research & development,DG: RDD,BRIGHTON & SUSSEX UNIVERSITY HOSPITALS NHS TRUST,ERS-527240-94337,12103,Programme Grants for NHS Trusts,BN2 3EW,,Programme,PUBLIC,
Department of Health,Department of Health,29/09/2014,Research & development,DG: RDD,BRIGHTON & SUSSEX UNIVERSITY HOSPITALS NHS TRUST,ERS-527240-94337,102397,Programme Grants for NHS Trusts,BN2 3EW,,Programme,PUBLIC,
Department of Health,Department of Health,29/09/2014,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-527244-94278,20833,Research for Patient Benefit,CB2 2QQ,,Programme,PUBLIC,
Department of Health,Department of Health,29/09/2014,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-527244-94278,76868,Programme Grants for NHS Trusts,CB2 2QQ,,Programme,PUBLIC,
Department of Health,Department of Health,29/09/2014,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-527244-94278,16256.51,Programme Grants for NHS Trusts,CB2 2QQ,,Programme,PUBLIC,
Department of Health,Department of Health,29/09/2014,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-527244-94278,17528,Programme Grants for NHS Trusts,CB2 2QQ,,Programme,PUBLIC,
Department of Health,Department of Health,29/09/2014,Research & development,DG: RDD,CAMDEN AND ISLINGTON NHS FOUNDATION TRUST,ERS-527247-94406,10486,Programme Grants for NHS Trusts,NW1 0PE,,Programme,PUBLIC,
Department of Health,Department of Health,29/09/2014,Research & development,DG: RDD,CAMDEN AND ISLINGTON NHS FOUNDATION TRUST,ERS-527247-94406,105622,Research for Patient Benefit,NW1 0PE,,Programme,PUBLIC,
Department of Health,Department of Health,29/09/2014,Research & development,DG: RDD,CAMDEN AND ISLINGTON NHS FOUNDATION TRUST,ERS-527247-94406,142131,HTA Commissioned Research,NW1 0PE,,Programme,PUBLIC,
Department of Health,Department of Health,29/09/2014,Research & development,DG: RDD,CARDIFF AND VALE UNIVERSITY LOCAL HEALTH BOARD,ERS-527249-94347,59479.8,Programme Grants for NHS Trusts,CF4 4XW,,Programme,PUBLIC,
Department of Health,Department of Health,29/09/2014,Research & development,DG: RDD,CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST,ERS-527251-94317,17876,HS & DR,NW1 7QY,,Programme,PUBLIC,
Department of Health,Department of Health,29/09/2014,Research & development,DG: RDD,CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST,ERS-527251-94317,16544,Research for Patient Benefit,NW1 7QY,,Programme,PUBLIC,
Department of Health,Department of Health,29/09/2014,Research & development,DG: RDD,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-527252-94323,27397,HTA Researcher Lead,M13 0JR,,Programme,PUBLIC,
Department of Health,Department of Health,29/09/2014,Research & development,DG: RDD,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-527252-94323,18944,Research for Patient Benefit,M13 0JR,,Programme,PUBLIC,
Department of Health,Department of Health,29/09/2014,Research & development,DG: RDD,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-527252-94323,25995,Research for Patient Benefit,M13 0JR,,Programme,PUBLIC,
Department of Health,Department of Health,29/09/2014,Research & development,DG: RDD,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-527252-94323,19443,Research for Patient Benefit,M13 0JR,,Programme,PUBLIC,
Department of Health,Department of Health,29/09/2014,Research & development,DG: RDD,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-527252-94323,27493,Programme Grants for NHS Trusts,M13 0JR,,Programme,PUBLIC,
Department of Health,Department of Health,29/09/2014,Research & development,DG: RDD,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-527252-94323,4314,HTA Researcher Lead,M13 0JR,,Programme,PUBLIC,
Department of Health,Department of Health,29/09/2014,Research & development,DG: RDD,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-527252-94323,19455,HTA Researcher Lead,M13 0JR,,Programme,PUBLIC,
Department of Health,Department of Health,29/09/2014,Research & development,DG: RDD,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-527252-94323,15071,PROJECTS,M13 0JR,,Programme,PUBLIC,
Department of Health,Department of Health,29/09/2014,Research & development,DG: RDD,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-527252-94323,20297,HTA Commissioned Research,M13 0JR,,Programme,PUBLIC,
Department of Health,Department of Health,29/09/2014,Research & development,DG: RDD,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-527252-94323,43433.95,HTA Commissioned Research,M13 0JR,,Programme,PUBLIC,
Department of Health,Department of Health,29/09/2014,Research & development,DG: RDD,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-527252-94323,68076,HTA Researcher Lead,M13 0JR,,Programme,PUBLIC,
Department of Health,Department of Health,29/09/2014,Research & development,DG: RDD,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-527252-94323,30920.34,HTA Commissioned Research,M13 0JR,,Programme,PUBLIC,
Department of Health,Department of Health,29/09/2014,Research & development,DG: RDD,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-527252-94323,38412.07,Rus - Regional Design Service,M13 0JR,,Programme,PUBLIC,
Department of Health,Department of Health,29/09/2014,Research & development,DG: RDD,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-527252-94323,19514,HTA - Support for Clinical Trials,M13 0JR,,Programme,PUBLIC,
Department of Health,Department of Health,29/09/2014,Research & development,DG: RDD,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-527252-94323,66976,Cochrane Projects - not including the UKCC,M13 0JR,,Programme,PUBLIC,
Department of Health,Department of Health,29/09/2014,Research & development,DG: RDD,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-527252-94323,966,Cochrane Projects - not including the UKCC,M13 0JR,,Programme,PUBLIC,
Department of Health,Department of Health,29/09/2014,Research & development,DG: RDD,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-527252-94323,9353,HTA Researcher Lead,M13 0JR,,Programme,PUBLIC,
Department of Health,Department of Health,29/09/2014,Research & development,DG: RDD,DERBY HOSPITALS NHS FOUNDATION TRUST,ERS-527256-94312,65407.53,NIHR Public Health Research ( NETSCC ),DE1 2QS,,Programme,PUBLIC,
Department of Health,Department of Health,29/09/2014,Research & development,DG: RDD,DEVON PARTNERSHIP NHS TRUST,ERS-527257-94330,107841,Research for Patient Benefit,EX2 5DW,,Programme,PUBLIC,
Department of Health,Department of Health,29/09/2014,Research & development,DG: RDD,DEVON PARTNERSHIP NHS TRUST,ERS-527257-94330,20638,Programme Grants for NHS Trusts,EX2 5DW,,Programme,PUBLIC,
Department of Health,Department of Health,29/09/2014,Additions NHS Trust Capital Investment Loans,DG: Holding CT Core,HINCHINGBROOKE HEALTH CARE NHS TRUST,HAFS-17430,1550000,,PE29 6NT,,Other,PUBLIC,
Department of Health,Department of Health,29/09/2014,Additions NHS FTs Working Capital Loans,DG: Holding CT Core,LIVERPOOL WOMENS HOSPITAL NHS FOUNDATION TRUST,HAFS-17431,4000000,,L8 7SS,,Other,PUBLIC,
Department of Health,Department of Health,29/09/2014,Additions NHS FTs Working Capital Loans,DG: Holding CT Core,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,HAFS-17432,1250000,,EC1V 2PD,,Other,PUBLIC,
Department of Health,Department of Health,29/09/2014,Additions NHS FTs Working Capital Loans,DG: Holding CT Core,POOLE HOSPITAL NHS FOUNDATION TRUST,HAFS-17433,2500000,,BH15 2JB,,Other,PUBLIC,
Department of Health,Department of Health,29/09/2014,Additions FT Financing Facility Loans,DG: Holding CT Core,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,HAFS-17434,9000000,,L12 2AP,,Other,PUBLIC,
Department of Health,Department of Health,29/09/2014,Additions FT Financing Facility Loans,DG: Holding CT Core,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,HAFS-17435,1800000,,FY3 8NR,,Other,PUBLIC,
Department of Health,Department of Health,29/09/2014,Additions FT Financing Facility Loans,DG: Holding CT Core,GATESHEAD HEALTH NHS FOUNDATION TRUST,HAFS-17436,2500000,,NE8 4YL,,Other,PUBLIC,
Department of Health,Department of Health,29/09/2014,Additions FT Financing Facility Loans,DG: Holding CT Core,HERTFORDSHIRE PARTNERSHIP NHS FOUNDATION TRUST,HAFS-17437,5700000,,AL3 5TL,,Other,PUBLIC,
Department of Health,Department of Health,29/09/2014,Additions FT Financing Facility Loans,DG: Holding CT Core,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,HAFS-17438,1000000,,E9 6SR,,Other,PUBLIC,
Department of Health,Department of Health,29/09/2014,Additions FT Financing Facility Loans,DG: Holding CT Core,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,HAFS-17439,6300000,,SE5 9RS,,Other,PUBLIC,
Department of Health,Department of Health,29/09/2014,Additions FT Financing Facility Loans,DG: Holding CT Core,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,HAFS-17440,365000,,CV34 5BW,,Other,PUBLIC,
Department of Health,Department of Health,29/09/2014,Additions FT Financing Facility Loans,DG: Holding CT Core,WRIGHTINGTON WIGAN AND LEIGH NHS FOUNDATION TRUST,HAFS-17441,3750000,,WN1 1XX,,Other,PUBLIC,
Department of Health,Department of Health,29/09/2014,Additions FT Financing Facility Loans,DG: Holding CT Core,WRIGHTINGTON WIGAN AND LEIGH NHS FOUNDATION TRUST,HAFS-17442,1912000,,WN1 1XX,,Other,PUBLIC,
Department of Health,Department of Health,29/09/2014,Additions PDC Capital Support NHS FT Permenant,DG: Holding CT Core,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,HAFS-17443,1545000,,DN2 5LT,,Other,PUBLIC,
Department of Health,Department of Health,29/09/2014,Additions PDC Revenue Support NHS FT Permenant,DG: Holding CT Core,FRIMLEY HEALTH NHS FOUNDATION TRUST,HAFS-17444,10000000,,GU16 5UJ,,Other,PUBLIC,
Department of Health,Department of Health,29/09/2014,Additions PDC Capital Support NHS T Permenant,DG: Holding CT Core,THE LEWISHAM & GREEWICH NHS TRUST,HAFS-17445,1111000,,SE13 6LH,,Other,PUBLIC,
Department of Health,Department of Health,29/09/2014,Additions PDC Capital Support NHS T Permenant,DG: Holding CT Core,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,HAFS-17446,35000,,N18 1QX,,Other,PUBLIC,
Department of Health,Department of Health,29/09/2014,Additions PDC Capital Support NHS T Permenant,DG: Holding CT Core,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,HAFS-17447,1055000,,N18 1QX,,Other,PUBLIC,
Department of Health,Department of Health,29/09/2014,Additions PDC Capital Support NHS T Permenant,DG: Holding CT Core,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,HAFS-17448,1270000,,N18 1QX,,Other,PUBLIC,
Department of Health,Department of Health,29/09/2014,Additions PDC Capital Support NHS FT Permenant,DG: Holding CT Core,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,HAFS-17449,424000,,PE3 6DA,,Other,PUBLIC,
Department of Health,Department of Health,29/09/2014,Additions PDC Revenue Support NHS FT Temporary,DG: Holding CT Core,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,HAFS-17450,2476000,,PE3 6DA,,Other,PUBLIC,
Department of Health,Department of Health,29/09/2014,Additions PDC Capital Support NHS FT Permenant,DG: Holding CT Core,ROYAL BERKSHIRE NHS FOUNDATION TRUST,HAFS-17451,90000,,RG1 5AN,,Other,PUBLIC,
Department of Health,Department of Health,29/09/2014,Additions PDC Capital Support NHS FT Permenant,DG: Holding CT Core,SUSSEX PARTNERSHIP NHS FOUNDATION TRUST,HAFS-17452,532000,,BN13 3EP,,Other,PUBLIC,
Department of Health,Department of Health,29/09/2014,Additions PDC Capital Support NHS FT Permenant,DG: Holding CT Core,THE WALTON CENTRE NHS FOUNDATION TRUST,HAFS-17453,600000,,L9 7LJ,,Other,PUBLIC,
Department of Health,Department of Health,29/09/2014,Additions PDC Capital Support NHS FT Permenant,DG: Holding CT Core,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,HAFS-17454,175000,,B29 6JS,,Other,PUBLIC,
Department of Health,Department of Health,29/09/2014,Additions PDC Capital Support NHS FT Permenant,DG: Holding CT Core,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,HAFS-17455,7000000,,B29 6JS,,Other,PUBLIC,
Department of Health,Department of Health,29/09/2014,Additions PDC Capital Support NHS FT Permenant,DG: Holding CT Core,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,HAFS-17456,266000,,CH63 4JY,,Other,PUBLIC,
Department of Health,Department of Health,29/09/2014,Additions PDC Revenue Support NHS T Permenant,DG: Holding CT Core,EALING HOSPITAL NHS TRUST,HAFS-17457,5000000,,UB1 3HWP,,Other,PUBLIC,
Department of Health,Department of Health,29/09/2014,Additions PDC Revenue Support NHS FT Permenant,DG: Holding CT Core,HEATHERWOOD AND WEXHAM PARK HOSPITALS NHS FOUNDATION TRUST,HAFS-17458,10941000,,SL2 4HL,,Other,PUBLIC,
