Organisation,,Partnerships for Schools,,,,,,
Submitted By,,Management Accountant,,,,,,
Spend Tolerance,,"£25,000",,,,,,
DfE,PfS,18/02/2011,Capital Grant,Schools Capital and Revenue Grants,SACRED HEART ROMAN CATHOLIC PRIMARY SCHOOL ACCOUNT,311398,144580.71,
DfE,PfS,18/02/2011,Capital Grant,Schools Capital and Revenue Grants,ST BERNARD'S ROMAN CATHOLIC GRAMMER SCHOOL DEVOLVED FORMULA CAPITAL ACCOUNT,311400,67176,
DfE,PfS,18/02/2011,Capital Grant,Schools Capital and Revenue Grants,WESTMINSTER ROMAN CATHOLIC DIOCESE TRUST SCHOOL BUILDING FUND PROJECTS,311404,81474.26,
DfE,PfS,22/02/2011,Capital Grant,Schools Capital and Revenue Grants,CHESTER DIOCESAN BOARD OF EDUCATION,311540,93784.03,
DfE,PfS,22/02/2011,Capital Grant,Schools Capital and Revenue Grants,SALISBURY DIOCESAN BOARD OF EDUCATION,311542,92169.88,
DfE,PfS,22/02/2011,Capital Grant,Schools Capital and Revenue Grants,OXFORD DIOCESAN COUNCIL OF EDUCATION,311544,213793.72,
DfE,PfS,22/02/2011,Capital Grant,Schools Capital and Revenue Grants,CHICHESTER DIOCESAN BOARD OF FINANCE 11,311548,61397.91,
DfE,PfS,22/02/2011,Capital Grant,Schools Capital and Revenue Grants,ROMAN CATHOLIC ARCHDIOCESE OF SOUTHWARK,311550,105058.9,
DfE,PfS,22/02/2011,Capital Grant,Schools Capital and Revenue Grants,LEICESTERSHIRE CATHOLIC SCHOOLS COUNCIL,311556,40445.99,
DfE,PfS,22/02/2011,Capital Grant,Schools Capital and Revenue Grants,ADDEY AND STANHOPE GENERAL FUND,311560,68850,
DfE,PfS,22/02/2011,Capital Grant,Schools Capital and Revenue Grants,ST GEORGES ROMAN CATHOLIC PRIMARY SCHOOL,311564,34884,
DfE,PfS,22/02/2011,Capital Grant,Schools Capital and Revenue Grants,LIVERPOOL ARCHDIOCESIAN SCHOOL REPAIR ACCOUNT,311566,144296.53,
DfE,PfS,22/02/2011,Capital Grant,Schools Capital and Revenue Grants,ARCHDIOCESE OF LIVERPOOL SCHOOL CAPITAL ACCOUNT NO 7.,311570,123651.19,
DfE,PfS,22/02/2011,Capital Grant,Schools Capital and Revenue Grants,SHREWSBURY DIOCESAN SCHOOLS ACCOUNT,311574,66673.3,
DfE,PfS,22/02/2011,Capital Grant,Schools Capital and Revenue Grants,HENRIETTA BARNETT SCHOOL TRUST DEPOSIT ACCOUNT,311576,67791.56,
DfE,PfS,22/02/2011,Capital Grant,Schools Capital and Revenue Grants,LYNN GROVE CAPITAL ACCOUNT,311580,137070.86,
DfE,PfS,22/02/2011,Capital Grant,Schools Capital and Revenue Grants,GOVERNORS OF QMGS CAPITAL FUND ACCOUNT,311582,129870,
DfE,PfS,22/02/2011,Capital Grant,Schools Capital and Revenue Grants,SALFORD ROMAN CATHOLIC DIOCESE DEVOLVED FORMULA CAPITAL 1 ACCOUNT,311584,56401.99,
DfE,PfS,22/02/2011,Capital Grant,Schools Capital and Revenue Grants,PORTSMOUTH DIOCESAN CHURCH SCHOOL GOVERNORS FUND,311592,233013.63,
DfE,PfS,22/02/2011,Capital Grant,Schools Capital and Revenue Grants,DURHAM DIOCESAN BOARD OF FINANCE SCHOOLS BUILDINGS SERVICES,311596,45694.81,
DfE,PfS,22/02/2011,VA Schools PFI Payments,Schools Capital and Revenue Grants,CARDINAL HEENAN SCHOOL SERVICES LTD JARVIS,311600,58903.29,
DfE,PfS,22/02/2011,Capital Grant,Schools Capital and Revenue Grants,MANCHESTER DIOCESAN BOARD OF EDUCATION,311714,304566.95,
DfE,PfS,22/02/2011,Capital Grant,Schools Capital and Revenue Grants,BATH AND WELLS DIOCESAN BOARD OF FINANCE,311716,286154.86,
DfE,PfS,22/02/2011,Capital Grant,Schools Capital and Revenue Grants,NORTHAMPTON ROMAN CATHOLIC DIOCESE TRUST,311718,25107.26,
DfE,PfS,22/02/2011,Capital Grant,Schools Capital and Revenue Grants,ROMAN CATHOLIC ARCHDIOCESE OF SOUTHWARK,311726,142171.82,
DfE,PfS,22/02/2011,Capital Grant,Schools Capital and Revenue Grants,BLACKBURN DIOCESAN BOARD OF EDUCATION BARCHESTER,311728,62619.06,
DfE,PfS,22/02/2011,Capital Grant,Schools Capital and Revenue Grants,ROMAN CATHOLIC DIOCESE HEXHAM AND NEWCASTLE,311732,68509.69,
DfE,PfS,22/02/2011,Capital Grant,Schools Capital and Revenue Grants,BRENTWOOD ROMAN CATHOLIC DIOCESAN TRUSTEES SCHOOL BUILDINGS ACCOUNT,311734,104319.3,
DfE,PfS,22/02/2011,Capital Grant,Schools Capital and Revenue Grants,LANCASTER SCHOOL BUILDING FUND ACCOUNT,311740,55722.63,
DfE,PfS,22/02/2011,Capital Grant,Schools Capital and Revenue Grants,NEWCASTLE DIOCESAN EDUCATION BOARD,311742,27970.56,
DfE,PfS,22/02/2011,Capital Grant,Schools Capital and Revenue Grants,SHREWSBURY DIOCESAN SCHOOLS ACCOUNT,311744,194669.44,
DfE,PfS,22/02/2011,Capital Grant,Schools Capital and Revenue Grants,CHELMSFORD DIOCESAN BOARD OF FINANCE,311746,137107.45,
DfE,PfS,22/02/2011,Capital Grant,Schools Capital and Revenue Grants,SALFORD ROMAN CATHOLIC DIOCESE DEVOLVED FORMULA CAPITAL 1 ACCOUNT,311752,80230.08,
DfE,PfS,22/02/2011,Capital Grant,Schools Capital and Revenue Grants,PORTSMOUTH DIOCESAN CHURCH SCHOOL GOVERNORS FUND,311754,275622.83,
DfE,PfS,22/02/2011,Capital Grant,Schools Capital and Revenue Grants,MANCHESTER MESIVTA SCHOOL,311762,54976.46,
DfE,PfS,23/02/2011,Capital Grant,Schools Capital and Revenue Grants,MANCHESTER DIOCESAN BOARD OF EDUCATION,311876,71381.43,
DfE,PfS,23/02/2011,Capital Grant,Schools Capital and Revenue Grants,SALISBURY DIOCESAN BOARD OF EDUCATION,311882,36878.01,
DfE,PfS,23/02/2011,Capital Grant,Schools Capital and Revenue Grants,ROMAN CATHOLIC DIOCESE OF ARUNDEL AND BRIGHTON DIOCESAN SCHOOLS,311884,52334.36,
DfE,PfS,23/02/2011,Capital Grant,Schools Capital and Revenue Grants,ROMAN CATHOLIC ARCHDIOCESE OF SOUTHWARK,311888,55989.34,
DfE,PfS,23/02/2011,Capital Grant,Schools Capital and Revenue Grants,LONDON DIOCESAN BOARD FOR SCHOOLS ACCOUNT,311892,134068.54,
DfE,PfS,23/02/2011,Capital Grant,Schools Capital and Revenue Grants,BRENTWOOD URSULINE CONVENT HIGH SCHOOL ACCOUNT,311900,314892.69,
DfE,PfS,23/02/2011,Capital Grant,Schools Capital and Revenue Grants,SOUTHWARK DIOCESAN BOARD OF EDUCATION INC NO 3 ACCOUNT,311902,87612.29,
DfE,PfS,23/02/2011,Capital Grant,Schools Capital and Revenue Grants,ARCHDIOCESE OF LIVERPOOL SCHOOL CAPITAL ACCOUNT NO 7.,311906,836493.89,
DfE,PfS,23/02/2011,Capital Grant,Schools Capital and Revenue Grants,SOUTHWARK DIOCESAN BOARD OF EDUCATION NO.4 ACCOUNT,311908,47342.09,
DfE,PfS,23/02/2011,Capital Grant,Schools Capital and Revenue Grants,SHREWSBURY DIOCESAN SCHOOLS ACCOUNT,311910,49132.18,
DfE,PfS,23/02/2011,Capital Grant,Schools Capital and Revenue Grants,ST PAUL'S SCHOOL FOR GIRLS SPECIALIST,311914,45207.38,
DfE,PfS,14/02/2011,Capital Grant,Schools Capital and Revenue Grants,ST HELENS METROPOLITAN BOROUGH COUNCIL,312044,105633.45,
DfE,PfS,25/02/2011,Capital Grant,Schools Capital and Revenue Grants,MANCHESTER DIOCESAN BOARD OF EDUCATION,312162,67391.77,
DfE,PfS,25/02/2011,Capital Grant,Schools Capital and Revenue Grants,ROMAN CHURCH DIOCESE OF EAST ANGLIA,312164,140924.49,
DfE,PfS,25/02/2011,Capital Grant,Schools Capital and Revenue Grants,BATH AND WELLS DIOCESAN BOARD OF FINANCE,312166,32684.38,
DfE,PfS,25/02/2011,Capital Grant,Schools Capital and Revenue Grants,TRUSTEES OF THE DIOCESE OF LEEDS,312174,27528.56,
DfE,PfS,25/02/2011,Capital Grant,Schools Capital and Revenue Grants,CHICHESTER DIOCESAN BOARD OF FINANCE 11,312176,45519.11,
DfE,PfS,25/02/2011,Capital Grant,Schools Capital and Revenue Grants,DIOCESAN (BARCHESTER) SCHEME,312182,69559.94,
DfE,PfS,25/02/2011,Capital Grant,Schools Capital and Revenue Grants,BLACKBURN DIOCESAN BOARD OF EDUCATION BARCHESTER,312184,110117.31,
DfE,PfS,25/02/2011,Capital Grant,Schools Capital and Revenue Grants,LEICESTERSHIRE CATHOLIC SCHOOLS COUNCIL,312186,36136.16,
DfE,PfS,25/02/2011,Capital Grant,Schools Capital and Revenue Grants,CLIFTON CATHOLIC DIOCESAN TRUSTEES REGISTERED,312190,338673.82,
DfE,PfS,25/02/2011,Capital Grant,Schools Capital and Revenue Grants,GUILDFORD DIOCESAN BOARD OF FINANCE SCHO,312192,94391.75,
DfE,PfS,25/02/2011,Capital Grant,Schools Capital and Revenue Grants,ROMAN CATHOLIC DIOCESE HEXHAM AND NEWCASTLE,312196,347633.6,
DfE,PfS,25/02/2011,Capital Grant,Schools Capital and Revenue Grants,ST AIDANS CHURCH OF ENGLAND HIGH SCHOOL GOVERNORS,312198,29988.37,
DfE,PfS,25/02/2011,Capital Grant,Schools Capital and Revenue Grants,LORETO COLLEGE TRUSTEES,312202,27780.8,
DfE,PfS,25/02/2011,Capital Grant,Schools Capital and Revenue Grants,LANCASTER SCHOOL BUILDING FUND ACCOUNT,312206,107790.76,
DfE,PfS,25/02/2011,Capital Grant,Schools Capital and Revenue Grants,PRCTR NOTRE DAME SCHOOL GOVERNMENT BUILD ACCOUNT,312210,88004.75,
DfE,PfS,25/02/2011,Capital Grant,Schools Capital and Revenue Grants,CHELMSFORD DIOCESAN BOARD OF FINANCE,312212,35321.48,
DfE,PfS,25/02/2011,Capital Grant,Schools Capital and Revenue Grants,ST PHILIP HOWARD ROMAN CATHOLIC HIGH SCHOOL FUND ACCOUNT,312214,121095.65,
DfE,PfS,25/02/2011,Capital Grant,Schools Capital and Revenue Grants,SALFORD ROMAN CATHOLIC DIOCESE DEVOLVED FORMULA CAPITAL 1 ACCOUNT,312216,74986.73,
DfE,PfS,25/02/2011,Capital Grant,Schools Capital and Revenue Grants,WESTMINSTER ROMAN CATHOLIC DIOCESE TRUST SCHOOL BUILDING FUND PROJECTS,312220,54450,
DfE,PfS,25/02/2011,Capital Grant,Schools Capital and Revenue Grants,HOLY CROSS CATHOLIC PRIMARY SCHOOL,312226,33146.78,
DfE,PfS,17/02/2011,Capital Grant,Schools Capital and Revenue Grants,LINCOLNSHIRE COUNTY COUNCIL,312228,28125,
DfE,PfS,28/02/2011,Capital Grant,Schools Capital and Revenue Grants,MANCHESTER DIOCESAN BOARD OF EDUCATION,312361,98693.87,
DfE,PfS,28/02/2011,Capital Grant,Schools Capital and Revenue Grants,CANTERBURY DIOCESAN BOARD OF EDUCATION,312369,585645.08,
DfE,PfS,28/02/2011,Capital Grant,Schools Capital and Revenue Grants,TRUSTEES OF THE DIOCESE OF LEEDS,312371,157705.98,
DfE,PfS,28/02/2011,Capital Grant,Schools Capital and Revenue Grants,ST ALBANS DIOCESAN BOARD OF FINANCE,312373,119658.5,
DfE,PfS,28/02/2011,Capital Grant,Schools Capital and Revenue Grants,ROMAN CATHOLIC ARCHDIOCESE OF SOUTHWARK,312379,301493.83,
DfE,PfS,28/02/2011,Capital Grant,Schools Capital and Revenue Grants,BLACKBURN DIOCESAN BOARD OF EDUCATION BARCHESTER,312381,323109.09,
DfE,PfS,28/02/2011,Capital Grant,Schools Capital and Revenue Grants,LONDON DIOCESAN BOARD FOR SCHOOLS ACCOUNT,312383,169667.15,
DfE,PfS,28/02/2011,Capital Grant,Schools Capital and Revenue Grants,CLIFTON CATHOLIC DIOCESAN TRUSTEES REGISTERED,312387,269989.88,
DfE,PfS,28/02/2011,Capital Grant,Schools Capital and Revenue Grants,ROMAN CATHOLIC DIOCESE HEXHAM AND NEWCASTLE,312389,135682.25,
DfE,PfS,28/02/2011,Capital Grant,Schools Capital and Revenue Grants,OUR LADY OF RANSOM GOVERNMENT BUILDINGS + MAINTENANCE ACCOUNT,312393,138035.97,
DfE,PfS,28/02/2011,Capital Grant,Schools Capital and Revenue Grants,ST GEORGES ROMAN CATHOLIC PRIMARY SCHOOL,312395,32840.34,
DfE,PfS,28/02/2011,Capital Grant,Schools Capital and Revenue Grants,ST PETER ROMAN CATHOLIC SCHOOL FUND NO 2 ACCOUNT,312399,194170.5,
DfE,PfS,28/02/2011,Capital Grant,Schools Capital and Revenue Grants,PORTSMOUTH ROMAN CATHOLIC DIOCESE TRUSTEES REGISTERED WOODLEY ST D SAVIO SCHOOL SMALL PJT,312403,135793.13,
DfE,PfS,28/02/2011,Capital Grant,Schools Capital and Revenue Grants,PORTSMOUTH ROMAN CATHOLIC DIOCESE TRUSTEES REGISTERED-BASINGSTOKE ST BEDES SCHOOL,312409,307345.25,
DfE,PfS,28/02/2011,Capital Grant,Schools Capital and Revenue Grants,TAUHEEDUL ISLAM GIRLS HIGH CAPITAL,312419,140716.8,
DfE,PfS,28/02/2011,Capital Grant,Schools Capital and Revenue Grants,SALFORD ROMAN CATHOLIC DIOCESE DEVOLVED FORMULA CAPITAL 1 ACCOUNT,312421,224896.55,
DfE,PfS,28/02/2011,Capital Grant,Schools Capital and Revenue Grants,ST PHILIP'S CHURCH OF ENGLAND PRIMARY SCHOOL,312423,116473.01,
DfE,PfS,28/02/2011,Capital Grant,Schools Capital and Revenue Grants,DURHAM DIOCESAN BOARD OF FINANCE SCHOOLS BUILDINGS SERVICES,312425,131460.46,
DfE,PfS,28/02/2011,Capital Grant,Schools Capital and Revenue Grants,ROSH PINAH PRIMARY SCHOOL BUILDING FUND,312431,307065.31,
DfE,PfS,28/02/2011,Capital Grant,Schools Capital and Revenue Grants,TRUSTEES OF THE DIOCESE OF LEEDS,312607,360878.2,
DfE,PfS,28/02/2011,Capital Grant,Schools Capital and Revenue Grants,ROMAN CATHOLIC ARCHDIOCESE OF SOUTHWARK,312611,91848.34,
DfE,PfS,28/02/2011,Capital Grant,Schools Capital and Revenue Grants,ROMAN CATHOLIC DIOCESE HEXHAM AND NEWCASTLE,312617,35547.76,
DfE,PfS,28/02/2011,Capital Grant,Schools Capital and Revenue Grants,BRENTWOOD ROMAN CATHOLIC DIOCESAN TRUSTEES SCHOOL BUILDINGS ACCOUNT,312623,245483.42,
DfE,PfS,28/02/2011,Capital Grant,Schools Capital and Revenue Grants,HERTFORDSHIRE COUNTY COUNCIL ST CLEMENT DANES,312625,39877.8,
DfE,PfS,28/02/2011,Capital Grant,Schools Capital and Revenue Grants,LIVERPOOL ARCHDIOCESIAN SCHOOL REPAIR ACCOUNT,312627,378845.93,
DfE,PfS,28/02/2011,Capital Grant,Schools Capital and Revenue Grants,ARCHDIOCESE OF LIVERPOOL SCHOOL CAPITAL ACCOUNT NO 7.,312633,94595.25,
DfE,PfS,28/02/2011,Capital Grant,Schools Capital and Revenue Grants,LONDON BOROUGH OF LEWISHAM - PRENDERGAST SCHOOL,312637,26132.42,
DfE,PfS,28/02/2011,Capital Grant,Schools Capital and Revenue Grants,SOUTHWARK DIOCESAN BOARD OF EDUCATION NO.4 ACCOUNT,312639,85749.71,
DfE,PfS,28/02/2011,Capital Grant,Schools Capital and Revenue Grants,SHREWSBURY DIOCESAN SCHOOLS ACCOUNT,312643,59948.91,
DfE,PfS,28/02/2011,Capital Grant,Schools Capital and Revenue Grants,CHELMSFORD DIOCESAN BOARD OF FINANCE,312645,41804.46,
DfE,PfS,28/02/2011,Capital Grant,Schools Capital and Revenue Grants,LONDON BOROUGH OF REDBRIDGE TRINITY ROMAN CATHOLIC HEXHAM,312647,41025.73,
DfE,PfS,28/02/2011,Capital Grant,Schools Capital and Revenue Grants,SALFORD ROMAN CATHOLIC DIOCESE DEVOLVED FORMULA CAPITAL 1 ACCOUNT,312649,139227.82,
DfE,PfS,28/02/2011,Capital Grant,Schools Capital and Revenue Grants,DIOCESE HALLAM - ST JOSEPHS AND ST TERESAS PRI,312655,45342.93,
DfE,PfS,28/02/2011,Capital Grant,Schools Capital and Revenue Grants,DURHAM DIOCESAN BOARD OF FINANCE SCHOOLS BUILDINGS SERVICES,312663,99635.24,
DfE,PfS,28/02/2011,Capital Grant,Schools Capital and Revenue Grants,ST JOSEPH'S SCHOOL BUILDING ACCOUNT,312667,129180.14,
DfE,PfS,28/02/2011,Capital Grant,Schools Capital and Revenue Grants,PLYMOUTH DIOCESE ST MARYS DORCHESTER,312669,70366.24,
