Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Postcode ,Supplier Type,Contract Number,Project Code,Expenditure Type
Ministry of Justice,MoJ HQ,02-Jul-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,CABLE & WIRELESS WORLDWIDE,1078171,"£201,035.77",SM-SMXi CJS Secure E-mail Managed Service (Schedule),MK3 5JP,,,0,Programme
Ministry of Justice,MoJ HQ,16-Jul-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1079301,"£232,537.53",FJS Operations - Other + Discount & Gain Share   Managed Service (Schedule),WA3 9BD,,,0,Programme
Ministry of Justice,MoJ HQ,30-Jul-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HOME OFFICE IT,1830,"£237,287.46",Home Office IT Test Design & Consultancy Services and the Ministry of Justice Central Test Structure Memorandum of Understanding 2011-2012,NP20 9BB,,,0,Programme
Ministry of Justice,MoJ HQ,05-Jul-12,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,STERIA LTD,1078596,"£247,061.73",PQ108 - OMNI-T Capital Expenditure FY1112,M14 0WN,,,E012,Programme
Ministry of Justice,MoJ HQ,02-Jul-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,BOTTOMLINE TECHNOLOGIES LTD,1078165,"£250,000.00",Termination of support and maintenance & One (1) year rental for formscape licences  250k,RG1 7JX,,,0,Programme
Ministry of Justice,MoJ HQ,16-Jul-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,DETICA LTD,1079288,"£305,849.24",This PO is for the services of the IA Managed Service. For the period April-October 2012. It relates to Re-chargeable costs (Schedule),GU2 7YP,,,0,Admin
Ministry of Justice,MoJ HQ,05-Jul-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ACTICA CONSULTING LTD,1078323,"£313,351.07",This PO is for the services of the Architecture Managed Service. For the period April-October 2012.  It relates to rechargeable costs (Schedule),GU2 7YF,SME,,0,Admin
Ministry of Justice,MoJ HQ,02-Jul-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1078220,"£397,042.46",HP ICT App Maint & Supp (VAT Rec) FY12/13 (Schedule),RG12 1HN,,,0,Programme
Ministry of Justice,MoJ HQ,23-Jul-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,BOTTOMLINE TECHNOLOGIES LTD,1079738,"£591,970.95",Termination of support and maintenance & One (1) year rental for formscape licences  250k,RG1 7JX,,,0,Programme
Ministry of Justice,MoJ HQ,12-Jul-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1078990,"£892,919.04",HP ICT App Maint & Supp (VAT Rec) FY12/13 (Schedule),RG12 1HN,,,0,Programme
Ministry of Justice,MoJ HQ,02-Jul-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1078220,"£934,037.67",HP ICT Network Services (VAT Rec) FY12/13 (Schedule),RG12 1HN,,,0,Programme
Ministry of Justice,MoJ HQ,09-Jul-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,NOMS,1702,"£1,197,124.04",PO for re-charge of Oracle,NP20 9BB,SME,,0,Programme
Ministry of Justice,MoJ HQ,09-Jul-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,NOMS,1701,"£2,293,749.22",PO for re-charge of Oracle Premier Support,NP20 9BB,SME,,0,Programme
Ministry of Justice,MoJ HQ,27-Jul-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1080286,"£2,447,550.96",HP ICT Desktops (VAT Rec) FY12/13 (Schedule),RG12 1HN,,,0,Programme
Ministry of Justice,MoJ HQ,05-Jul-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1078335,"£3,260,904.14",ICT Licences (Schedule),WV10 6UH,,,0,Programme
Ministry of Justice,MoJ HQ,02-Jul-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1078220,"£28,490.63",,RG12 1HN,,,0,Programme
Ministry of Justice,MoJ HQ,27-Jul-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1080286,"£37,471.83",,RG12 1HN,,,0,Programme
Ministry of Justice,MoJ HQ,02-Jul-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,BOTTOMLINE TECHNOLOGIES LTD,1078165,"£50,000.00",,RG1 7JX,,,0,Programme
Ministry of Justice,MoJ HQ,23-Jul-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,BOTTOMLINE TECHNOLOGIES LTD,1079738,"£118,394.19",,RG1 7JX,,,0,Programme
Ministry of Justice,MoJ HQ,23-Jul-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,BOTTOMLINE TECHNOLOGIES LTD,1079738,"£118,394.19",,RG1 7JX,,,0,Programme
Ministry of Justice,MoJ HQ,12-Jul-12,222002-Other Property Costs,NZ406-Strategic Estates Feeder,LINCOLNSHIRE PROBATION TRUST,1079036,"£26,343.07",Reimbursement of expenditure associated with vacation of 7 Lindum Terrace - ET3 Project,LN2 1HN,,,0,Admin
Ministry of Justice,MoJ HQ,05-Jul-12,222001-Maintenance,NZ406-Strategic Estates Feeder,M J FERGUSON LTD,1078500,"£29,275.69","01691MOJMF, flag pole remedial works.",CIS-CM12 0BT,,,0,Admin
Ministry of Justice,MoJ HQ,05-Jul-12,265000-IT & Telecommunications,NZ406-Strategic Estates Feeder,ATOS IT SERVICES UK LTD,1078335,"£39,550.00","A-S-03501-04-v01 - Packaging, Testing and NLE - YJB Transition.",WV10 6UH,,,0,Admin
Ministry of Justice,MoJ HQ,05-Jul-12,261000-Fuel and Utilities,NZ406-Strategic Estates Feeder,EDF ENERGY LTD,1078411,"£48,957.28","Electricity supply to 102 Petty France (BER NE130), April 2011-March 2012",PL3 5XQ,,,0,Admin
Ministry of Justice,MoJ HQ,19-Jul-12,265000-IT & Telecommunications,NZ406-Strategic Estates Feeder,ATOS IT SERVICES UK LTD,1079445,"£53,458.00",CCN A-R-03163-03-V01 - Relocation of OAG to Chancery lane (data/user move) and full decomm of 22 Kingsway,WV10 6UH,,,0,Admin
Ministry of Justice,MoJ HQ,19-Jul-12,261000-Fuel and Utilities,NZ406-Strategic Estates Feeder,EDF ENERGY LTD,1079507,"£56,188.24","Electricity supply in 2012-13 to: 102 Petty France, Steel House and Clive House.",PL3 5XQ,,,0,Admin
Ministry of Justice,MoJ HQ,02-Jul-12,261000-Fuel and Utilities,NZ406-Strategic Estates Feeder,EDF ENERGY LTD,1078193,"£57,565.32","Electricity supply in 2012-13 to: 102 Petty France, Steel House and Clive House.",PL3 5XQ,,,0,Admin
Ministry of Justice,MoJ HQ,23-Jul-12,221000-Property Rent and Rates,NZ406-Strategic Estates Feeder,CITY OF WESTMINSTER,1079712,"£60,945.00",Business Rates - Ashley House,RATES,,,0,Admin
Ministry of Justice,MoJ HQ,12-Jul-12,222002-Other Property Costs,NZ406-Strategic Estates Feeder,LANCASTER CLEANING AND SUPPORT SERVICES,1079023,"£90,579.90","Annual cost of cleaning services across the MoJ HQ Estate, 2012-13",DY1 4TA,,,0,Admin
Ministry of Justice,MoJ HQ,19-Jul-12,265000-IT & Telecommunications,NZ406-Strategic Estates Feeder,ATOS IT SERVICES UK LTD,1079445,"£93,827.00","A-S-03501-07-v01 WR068 YJB SharePoint Software, Third Party resources and business change						",WV10 6UH,,,0,Admin
Ministry of Justice,MoJ HQ,05-Jul-12,265000-IT & Telecommunications,NZ406-Strategic Estates Feeder,ATOS IT SERVICES UK LTD,1078335,"£96,554.00","A-S-03501-01 IPT and Call Centre - YJB Transition  WR058							 						",WV10 6UH,,,0,Admin
Ministry of Justice,MoJ HQ,05-Jul-12,265000-IT & Telecommunications,NZ406-Strategic Estates Feeder,ATOS IT SERVICES UK LTD,1078335,"£96,976.00","A-S-03501-05-v0-1 WR062			 User and Data Migration - YJB Transition 						",WV10 6UH,,,0,Admin
Ministry of Justice,MoJ HQ,05-Jul-12,265000-IT & Telecommunications,NZ406-Strategic Estates Feeder,ATOS IT SERVICES UK LTD,1078335,"£99,420.00","A-S-03501-03-v01 WR060 Service Integration Time - YJB Transition 						 							",WV10 6UH,,,0,Admin
Ministry of Justice,MoJ HQ,09-Jul-12,222001-Maintenance,NZ406-Strategic Estates Feeder,M J FERGUSON LTD,1078741,"£248,205.22","PPM monthly costs, June 2012-March 2013, across the MoJ HQ Estate. MTC monthly costs, June 2012-March 2013, across the MoJ HQ Estate.",CIS-CM12 0BT,,,0,Admin
Ministry of Justice,MoJ HQ,25-Jul-12,261000-Fuel and Utilities,NZ406-Strategic Estates Feeder,DEPARTMENT OF ENERGY & CLIMATE CHANGE (DECC),1801,"£5,341,080.00",Carbon Reduction charges,YO1 7PX-CARBON,,,0,Admin
Ministry of Justice,HMCTS,17-Jul-12,222001-Maintenance,AG999-HQ - Estates,WHEELERS,2107459,"£34,813.40",TFM,SO15 2AB,,,0,Programme
Ministry of Justice,HMCTS,10-Jul-12,532000-Tangible GBV - Additions,AP999-HQ - Strategy & Change,OVERBURY PLC,2098879,"£69,258.02",CIS Labour - Fleetbank House - Overbury PLC - Construction works at Fleetbank House prior to relocation of Audit House staff (EAT),CIS-W1T 3EW,,,0,Programme
Ministry of Justice,HMCTS,31-Jul-12,265000-IT & Telecommunications,AP999-HQ - Strategy & Change,LOGICA UK LTD,2123722,"£63,714.00",LR-2911-02 Fixed price Proposal provided by LOGICA for the delivery and support of the bulk printing solution,CF31 9AP,,,0,Programme
Ministry of Justice,HMCTS,18-Jul-12,265000-IT & Telecommunications,AP999-HQ - Strategy & Change,LIBERATA UK LTD,2109238,"£71,755.07","Liberata IT related workshops
",NP10 8BA,,,0,Programme
Ministry of Justice,HMCTS,11-Jul-12,265000-IT & Telecommunications,AT899-HQ - ICT,LOGICA UK LTD,2101337,"£69,650.49","CCN-L-S-3043-03 - 	provision of Portfolio Management, Delivery Management, Technical Assurance, Solution Analysis and associated services from 1st April 2012 to 31st December 2012					",CF31 9AP,,,0,Admin
Ministry of Justice,HMCTS,11-Jul-12,265000-IT & Telecommunications,AT899-HQ - ICT,LOGICA UK LTD,2101337,"£103,265.53","CCN-L-S-3043-03 - 	provision of Portfolio Management, Delivery Management, Technical Assurance, Solution Analysis and associated services from 1st April 2012 to 31st December 2012					",CF31 9AP,,,0,Admin
Ministry of Justice,HMCTS,31-Jul-12,265000-IT & Telecommunications,AT899-HQ - ICT,LOGICA UK LTD,2123722,"£30,424.00",L-R-3314-01 - Natwest faster payment,CF31 9AP,,,0,Admin
Ministry of Justice,HMCTS,13-Jul-12,265000-IT & Telecommunications,AT899-HQ - ICT,LOGICA UK LTD,2103590,"£44,636.00","L-R-3404-01 APM Monitoring for MCOL and PCOL						 						",CF31 9AP,,,0,Programme
Ministry of Justice,HMCTS,11-Jul-12,265000-IT & Telecommunications,AT899-HQ - ICT,LOGICA UK LTD,2101337,"£56,609.67","CCN-L-S-2777-03 -continuation of cover currently provided under CCN L-S-2777-02 							",CF31 9AP,,,0,Admin
Ministry of Justice,HMCTS,20-Jul-12,265000-IT & Telecommunications,AT899-HQ - ICT,LOGICA UK LTD,2111771,"£173,797.00","CCN L-S-1598-03  Render X,To convert and and purchase the required licences and purchase the annual support  18th Feb 2012 to 17th Feb 2013",CF31 9AP,,,0,Admin
Ministry of Justice,HMCTS,20-Jul-12,265000-IT & Telecommunications,AT899-HQ - ICT,LOGICA UK LTD,2111771,"£34,136.00","CCN-L-S-3416-01 here are two (2) documented errors: 1. When the post code look up is attempted, Internet Explorer Version 7 (IE7) crashes when the user tabs out of the postcode field. 2. When the party code look up is attempted, the value",CF31 9AP,,,0,Admin
Ministry of Justice,HMCTS,13-Jul-12,265000-IT & Telecommunications,AT899-HQ - ICT,ATOS IT SERVICES UK LTD,2103210,"£34,702.63","CCN-3353	Atos programme costs for June 2012						 						",WV10 6UH,,,0,Programme
Ministry of Justice,HMCTS,11-Jul-12,265000-IT & Telecommunications,AT899-HQ - ICT,ATOS IT SERVICES UK LTD,2101134,"£153,094.86","CCN-3353	Atos programme costs forJune 2012						 						",WV10 6UH,,,0,Programme
Ministry of Justice,HMCTS,10-Jul-12,265000-IT & Telecommunications,AT899-HQ - ICT,ATOS IT SERVICES UK LTD,2098132,"£31,062.24","CCN-3353	Atos programme costs forJune 2012						 						",WV10 6UH,,,0,Programme
Ministry of Justice,HMCTS,13-Jul-12,265000-IT & Telecommunications,AT899-HQ - ICT,ATOS IT SERVICES UK LTD,2103210,"£51,907.66","CCN-3353	Atos programme costs for June 2012						 						",WV10 6UH,,,0,Programme
Ministry of Justice,HMCTS,10-Jul-12,265000-IT & Telecommunications,AT899-HQ - ICT,ATOS IT SERVICES UK LTD,2098132,"£92,000.00","CCN-3353	Atos programme costs forJune 2012						 						",WV10 6UH,,,0,Programme
Ministry of Justice,HMCTS,13-Jul-12,222003-CIS Labour TFM Estates,BZ999-London Region,MITIE JUSTICE LTD,2103651,"£587,559.42",Security,CIS-BS16 7FH,,,0,Programme
Ministry of Justice,HMCTS,13-Jul-12,222003-CIS Labour TFM Estates,BZ999-London Region,MITIE JUSTICE LTD,2103651,"£333,120.29",Cleaning,CIS-BS16 7FH,,,0,Programme
Ministry of Justice,HMCTS,23-Jul-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,CITY OF WESTMINSTER,2113189,"£317,870.00",,RATES,,,0,Programme
Ministry of Justice,HMCTS,23-Jul-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,CITY OF LONDON,2113187,"£315,228.00",,RATES,,,0,Programme
Ministry of Justice,HMCTS,03-Jul-12,223000-Other Expenditure,BZ999-London Region,HMRC,1400,"£176,300.00","Probate Department, Royal Courts of Justice - HMRC - Probate recharge for National Helpline for 12/13. HMRC staff costs for running helpline.",BN12 4XH,,,0,Programme
Ministry of Justice,HMCTS,04-Jul-12,262000-SCA Costs,BZ999-London Region,IRON MOUNTAIN UK LTD,2093115,"£171,193.99",,EH54 7DF,,,0,Programme
Ministry of Justice,HMCTS,04-Jul-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,PROPERTY PARTNERS T/A RESIDENTIAL PARTNERS,2093879,"£168,750.00",,W1J 8PD,,,0,Programme
Ministry of Justice,HMCTS,31-Jul-12,262000-SCA Costs,BZ999-London Region,IRON MOUNTAIN UK LTD,2123643,"£165,555.92",,EH54 7DF,,,0,Programme
Ministry of Justice,HMCTS,11-Jul-12,532000-Tangible GBV - Additions,BZ999-London Region,MITIE JUSTICE LTD,2101371,"£164,088.04",CIS - Labour - Replacement of existing R22 Cooling equipment - MITIE JUSTICE LTD - Uxbridge MC,CIS-BS16 7FH,,,0,Programme
Ministry of Justice,HMCTS,23-Jul-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF CAMDEN,2113265,"£162,520.00",,RATES,,,0,Programme
Ministry of Justice,HMCTS,27-Jul-12,221000-Property Rent and Rates,BZ999-London Region,OFFICE OF FAIR TRADING,1465,"£150,264.00",,EC4Y 8JX,,,0,Programme
Ministry of Justice,HMCTS,20-Jul-12,221000-Property Rent and Rates,BZ999-London Region,FERNEX LTD,2111608,"£137,625.00",,N6 4NH-RENT,,,0,Programme
Ministry of Justice,HMCTS,13-Jul-12,222003-CIS Labour TFM Estates,BZ999-London Region,MITIE JUSTICE LTD,2103651,"£130,860.95","CIS Labour - Snaresbrook Crown - 0073-S-WORKS/FM-SW-RFI - An environmental clean followed by redecoration works to Court 13 & 14 		",CIS-BS16 7FH,,,0,Programme
Ministry of Justice,HMCTS,18-Jul-12,532000-Tangible GBV - Additions,BZ999-London Region,WATES CONSTRUCTION LTD,2110103,"£129,064.36",0073-S-WORKS/FM-SW-RFI-CIS Labour-Wimbledon Magistrates'-Wates Construction LTD-Conversion of space to create 2 additional courtrooms an ancillary accomodation (linked to closure of Balham),CIS-KT22 7SW,,,B716,Programme
Ministry of Justice,HMCTS,27-Jul-12,221000-Property Rent and Rates,BZ999-London Region,OFFICE OF FAIR TRADING,1465,"£120,211.20",,EC4Y 8JX,,,0,Programme
Ministry of Justice,HMCTS,27-Jul-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,GVA GRIMLEY LTD T/A GVA,2120382,"£114,000.00",,B1 2JB,,,0,Programme
Ministry of Justice,HMCTS,31-Jul-12,532000-Tangible GBV - Additions,BZ999-London Region,MITIE JUSTICE LTD,2123790,"£111,924.05","CIS Labour - Uxbridge MC - MITIE Justice - Replacement & upgrade of boilers, associated controls & equipment - PAR 2102",CIS-BS16 7FH,,,0,Programme
Ministry of Justice,HMCTS,23-Jul-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF SOUTHWARK,2113282,"£109,940.00",,RATES,,,0,Programme
Ministry of Justice,HMCTS,31-Jul-12,261000-Fuel and Utilities,BZ999-London Region,CORONA ENERGY,2123430,"£105,883.93",HMCS London Region - Corona - Consolidated Gas Account 2011-12,NW4 3RJ-RET 4,,,0,Programme
Ministry of Justice,HMCTS,20-Jul-12,222003-CIS Labour TFM Estates,BZ999-London Region,MITIE JUSTICE LTD,2111820,"£97,563.00",CIS Labour - 0073-S-WORKS/FM-SW-RFI - Room decoration and re-carpeting of 17no rooms in the east block of the Royal Courts of Justice. - MITIE JUSTICE LTD - Royal Courts of Justice,CIS-BS16 7FH,,,0,Programme
Ministry of Justice,HMCTS,20-Jul-12,261000-Fuel and Utilities,BZ999-London Region,CORONA ENERGY,2111523,"£96,835.82",HMCS London Region - Corona - Consolidated Gas Account 2011-12,NW4 3RJ-RET 4,,,0,Programme
Ministry of Justice,HMCTS,23-Jul-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,ROYAL BOROUGH OF KINGSTON UPON THAMES,2113332,"£92,254.00",,RATES,,,0,Programme
Ministry of Justice,HMCTS,23-Jul-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF SOUTHWARK,2113282,"£88,907.99",,RATES,,,0,Programme
Ministry of Justice,HMCTS,11-Jul-12,532000-Tangible GBV - Additions,BZ999-London Region,MITIE JUSTICE LTD,2101371,"£82,324.38",CIS Labour - Replacement of existing R22 Cooling equipment - MITIE JUSTICE LTD - Snaresbrook Crown Court,CIS-BS16 7FH,,,0,Programme
Ministry of Justice,HMCTS,17-Jul-12,222003-CIS Labour TFM Estates,BZ999-London Region,MITIE JUSTICE LTD,2107043,"£82,184.85",Royal Court Of Justice - MITIE JUSTICE - 0073-S-WORKS/FM-SW-RFI - Phase 2 of the Witness Box plinth works at Rolls Building,CIS-BS16 7FH,,,0,Programme
Ministry of Justice,HMCTS,13-Jul-12,532000-Tangible GBV - Additions,BZ999-London Region,MITIE JUSTICE LTD,2103651,"£78,183.38",CIS Labour - Woolwich County - Mitie Justice - Renewal of flat roof coverings - PAR L 12,CIS-BS16 7FH,,,0,Programme
Ministry of Justice,HMCTS,23-Jul-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF GREENWICH,2113269,"£77,436.00",,RATES,,,0,Programme
Ministry of Justice,HMCTS,23-Jul-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF CROYDON,2113266,"£72,178.00",,RATES,,,0,Programme
Ministry of Justice,HMCTS,23-Jul-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,CITY OF WESTMINSTER,2113189,"£70,266.00",,RATES,,,0,Programme
Ministry of Justice,HMCTS,13-Jul-12,532000-Tangible GBV - Additions,BZ999-London Region,MITIE JUSTICE LTD,2103651,"£69,294.78",CIS Labour - Woolwich County - Mitie Justice - Renewal of flat roof coverings - PAR L 12,CIS-BS16 7FH,,,0,Programme
Ministry of Justice,HMCTS,23-Jul-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,CITY OF WESTMINSTER,2113189,"£65,915.00",,RATES,,,0,Programme
Ministry of Justice,HMCTS,31-Jul-12,222001-Maintenance,BZ999-London Region,NORLAND MANAGED SERVICES LTD,2123832,"£64,852.50",CIS Labour-Kingston Crown-Norland Managed Service Ltd-Fire Risk Assessment Works including contingency costs - PAR 2183 (under term contract),CIS-SE1 1RU,,,0,Programme
Ministry of Justice,HMCTS,06-Jul-12,222003-CIS Labour TFM Estates,BZ999-London Region,MITIE JUSTICE LTD,2095334,"£62,993.70",CIS Labour - AIT Hatton Cross - MITIE Justice Ltd contract no. 0073-S-WORKS/FM-SW-RFI - Refurbishment works to York & Gloucester House - to include new flooring & paintwork,CIS-BS16 7FH,,,0,Programme
Ministry of Justice,HMCTS,23-Jul-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF HOUNSLOW,2113275,"£62,140.00",,RATES,,,0,Programme
Ministry of Justice,HMCTS,03-Jul-12,532000-Tangible GBV - Additions,BZ999-London Region,WYG MANAGEMENT SERVICES LTD,2091389,"£59,827.76",London Estates - WYG Management Services Ltd - Project management fees for maintenance projects over £500K,L2 6RE,,,0,Programme
Ministry of Justice,HMCTS,23-Jul-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF HARINGEY,2113271,"£56,882.00",,RATES,,,0,Programme
Ministry of Justice,HMCTS,20-Jul-12,532000-Tangible GBV - Additions,BZ999-London Region,MITIE JUSTICE LTD,2111820,"£55,632.95",CIS Labour - Replacement of existing R22 Cooling equipment - MITIE JUSTICE LTD -  Barnet Cty,CIS-BS16 7FH,,,0,Programme
Ministry of Justice,HMCTS,27-Jul-12,222003-CIS Labour TFM Estates,BZ999-London Region,MITIE JUSTICE LTD,2120567,"£53,827.28",Management,CIS-BS16 7FH,,,0,Programme
Ministry of Justice,HMCTS,20-Jul-12,222003-CIS Labour TFM Estates,BZ999-London Region,MITIE JUSTICE LTD,2111820,"£53,576.47",Security,CIS-BS16 7FH,,,0,Programme
Ministry of Justice,HMCTS,27-Jul-12,222002-Other Property Costs,BZ999-London Region,OFFICE OF FAIR TRADING,1465,"£52,700.00",,EC4Y 8JX,,,0,Programme
Ministry of Justice,HMCTS,23-Jul-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF ISLINGTON,2113276,"£52,102.00",,RATES,,,0,Programme
Ministry of Justice,HMCTS,20-Jul-12,222003-CIS Labour TFM Estates,BZ999-London Region,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,2111821,"£50,000.00","CIS Labour-0075-S-WORKS/FM-SW-RFI-Romford County-MITIE TFM-Partition walls, carpeting dado trunking & cabling.  Supply & install of racking in boiler intake rooms. Moving of mains pipe, an condensor unit & install A/C unit",CIS-PO1 9DB,,,B716,Programme
Ministry of Justice,HMCTS,23-Jul-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF HARROW,2113272,"£48,995.00",,RATES,,,0,Programme
Ministry of Justice,HMCTS,23-Jul-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF REDBRIDGE,2113280,"£47,083.00",,RATES,,,0,Programme
Ministry of Justice,HMCTS,06-Jul-12,222003-CIS Labour TFM Estates,BZ999-London Region,MITIE JUSTICE LTD,2095334,"£46,983.20","CIS Labour - Snaresbrook Crown - 0073-S-WORKS/FM-SW-RFI - An environmental clean followed by redecoration works to Court 13 & 14 		",CIS-BS16 7FH,,,0,Programme
Ministry of Justice,HMCTS,27-Jul-12,221000-Property Rent and Rates,BZ999-London Region,OFFICE OF FAIR TRADING,1465,"£46,864.00",,EC4Y 8JX,,,0,Programme
Ministry of Justice,HMCTS,31-Jul-12,261000-Fuel and Utilities,BZ999-London Region,THAMES WATER UTILITIES LTD,2124186,"£46,798.96",HMCS Consolidated - Water Costs - Thames Water 2011/12,SN38 3TW-CONS,,,0,Programme
Ministry of Justice,HMCTS,23-Jul-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF SOUTHWARK,2113282,"£46,366.00",,RATES,,,0,Programme
Ministry of Justice,HMCTS,03-Jul-12,265000-IT & Telecommunications,BZ999-London Region,AMTEC CONSULTING PLC,2090283,"£45,360.00",MOJ Ad Hoc No 42 - AMTEC CONSULTING plc - RCJ Rolls eWorking Project. Req Replaces 20000150231. Line 2 - Delivery of remaining Listing Functionality for eWorking for Fixed Charge £ 75600.00,GU9 7XX,,,0,Programme
Ministry of Justice,HMCTS,11-Jul-12,532000-Tangible GBV - Additions,BZ999-London Region,MITIE JUSTICE LTD,2101371,"£44,851.40",CIS - Labour - Replacement of existing R22 Cooling equipment - MITIE JUSTICE LTD - Uxbridge MC,CIS-BS16 7FH,,,0,Programme
Ministry of Justice,HMCTS,31-Jul-12,532000-Tangible GBV - Additions,BZ999-London Region,PULSE 24 LTD,2124042,"£44,822.45",CIS Labour - Waltham Forest Magistrates - Pulse 24 Ltd - Excavation ground work & installation of new gas meter,CIS-EH54 7DN,,,0,Programme
Ministry of Justice,HMCTS,23-Jul-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF TOWER HAMLETS,2113283,"£44,215.00",,RATES,,,0,Programme
Ministry of Justice,HMCTS,24-Jul-12,222003-CIS Labour TFM Estates,BZ999-London Region,MITIE JUSTICE LTD,2115913,"£42,430.87",Repair and Maintenance,CIS-BS16 7FH,,,0,Programme
Ministry of Justice,HMCTS,27-Jul-12,222002-Other Property Costs,BZ999-London Region,OFFICE OF FAIR TRADING,1465,"£42,160.00",,EC4Y 8JX,,,0,Programme
Ministry of Justice,HMCTS,23-Jul-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF HAMMERSMITH & FULHAM,2113270,"£41,564.05",,RATES,,,0,Programme
Ministry of Justice,HMCTS,13-Jul-12,222003-CIS Labour TFM Estates,BZ999-London Region,MITIE JUSTICE LTD,2103651,"£39,820.91",Waste Disposal,CIS-BS16 7FH,,,0,Programme
Ministry of Justice,HMCTS,23-Jul-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,CITY OF WESTMINSTER,2113189,"£39,674.00",,RATES,,,0,Programme
Ministry of Justice,HMCTS,23-Jul-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF BRENT,2113263,"£37,762.00",,RATES,,,0,Programme
Ministry of Justice,HMCTS,27-Jul-12,221000-Property Rent and Rates,BZ999-London Region,OFFICE OF FAIR TRADING,1465,"£37,491.20",,EC4Y 8JX,,,0,Programme
Ministry of Justice,HMCTS,27-Jul-12,222003-CIS Labour TFM Estates,BZ999-London Region,MITIE JUSTICE LTD,2120567,"£37,180.50",Security,CIS-BS16 7FH,,,0,Programme
Ministry of Justice,HMCTS,23-Jul-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,CITY OF LONDON,2113187,"£35,909.00",,RATES,,,0,Programme
Ministry of Justice,HMCTS,23-Jul-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,CITY OF WESTMINSTER,2113189,"£34,894.00",,RATES,,,0,Programme
Ministry of Justice,HMCTS,23-Jul-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF NEWHAM,2113279,"£33,460.00",,RATES,,,0,Programme
